Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
609¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":113,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Program
881¿IfStatement¿¿1095¿¿¿¿{"start":{"line":69,"column":4},"end":{"line":92,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿IfStatement
882¿Identifier¿¿1095¿v94¿¿¿¿¿Identifier
883¿VariableDeclarator¿¿1095¿prop¿¿¿{"start":{"line":71,"column":10},"end":{"line":71,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
884¿Literal¿string¿1095¿¿''¿¿{"start":{"line":71,"column":17},"end":{"line":71,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Literal
885¿VariableDeclarator¿¿1095¿v95¿¿¿{"start":{"line":72,"column":25},"end":{"line":72,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
886¿ArrayExpression¿¿1095¿¿¿¿{"start":{"line":72,"column":25},"end":{"line":72,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿ArrayExpression
887¿VariableDeclarator¿¿1095¿res¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
888¿LogicalExpression¿||¿1095¿¿¿¿{"start":{"line":72,"column":16},"end":{"line":72,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿LogicalExpression
889¿Identifier¿¿1095¿__res¿¿¿{"start":{"line":72,"column":16},"end":{"line":72,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
890¿Identifier¿¿1095¿v95¿¿¿¿¿Identifier
891¿ForInStatement¿¿1095¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":85,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿ForInStatement
892¿Identifier¿¿1095¿prop¿¿¿{"start":{"line":74,"column":11},"end":{"line":74,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
893¿Identifier¿¿1095¿parent¿¿¿{"start":{"line":74,"column":19},"end":{"line":74,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
894¿VariableDeclarator¿¿1095¿v96¿¿¿{"start":{"line":75,"column":35},"end":{"line":75,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
895¿MemberExpression¿computed¿1095¿¿¿¿{"start":{"line":75,"column":35},"end":{"line":75,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿MemberExpression
896¿Identifier¿¿1095¿obj¿¿¿{"start":{"line":75,"column":35},"end":{"line":75,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
897¿Identifier¿¿1095¿prop¿¿¿{"start":{"line":75,"column":39},"end":{"line":75,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
898¿VariableDeclarator¿¿1095¿v97¿¿¿{"start":{"line":75,"column":58},"end":{"line":75,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
899¿BinaryExpression¿+¿1095¿¿¿¿{"start":{"line":75,"column":58},"end":{"line":75,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BinaryExpression
900¿Identifier¿¿1095¿i¿¿¿{"start":{"line":75,"column":58},"end":{"line":75,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
901¿Literal¿number¿1095¿¿1¿¿{"start":{"line":75,"column":62},"end":{"line":75,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Literal
902¿VariableDeclarator¿¿1095¿v98¿¿¿{"start":{"line":75,"column":46},"end":{"line":75,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
903¿CallExpression¿¿1095¿¿¿¿{"start":{"line":75,"column":46},"end":{"line":75,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿CallExpression
904¿MemberExpression¿¿1095¿¿¿¿{"start":{"line":75,"column":46},"end":{"line":75,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿MemberExpression
905¿Identifier¿¿1095¿parts¿¿¿{"start":{"line":75,"column":46},"end":{"line":75,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
906¿Identifier¿¿1095¿slice¿¿¿{"start":{"line":75,"column":52},"end":{"line":75,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
907¿Identifier¿¿1095¿v97¿¿¿¿¿Identifier
908¿VariableDeclarator¿¿1095¿v99¿¿¿{"start":{"line":75,"column":46},"end":{"line":75,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
909¿CallExpression¿¿1095¿¿¿¿{"start":{"line":75,"column":46},"end":{"line":75,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿CallExpression
910¿MemberExpression¿¿1095¿¿¿¿{"start":{"line":75,"column":46},"end":{"line":75,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿MemberExpression
911¿Identifier¿¿1095¿v98¿¿¿¿¿Identifier
912¿Identifier¿¿1095¿join¿¿¿{"start":{"line":75,"column":65},"end":{"line":75,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
913¿Literal¿string¿1095¿¿'.'¿¿{"start":{"line":75,"column":70},"end":{"line":75,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Literal
914¿VariableDeclarator¿¿1095¿shallowObj¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":87},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
915¿CallExpression¿¿1095¿¿¿¿{"start":{"line":75,"column":25},"end":{"line":75,"column":87},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿CallExpression
916¿Identifier¿¿1095¿undefsafe¿¿¿{"start":{"line":75,"column":25},"end":{"line":75,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
917¿Identifier¿¿1095¿v96¿¿¿¿¿Identifier
918¿Identifier¿¿1095¿v99¿¿¿¿¿Identifier
919¿Identifier¿¿1095¿value¿¿¿{"start":{"line":75,"column":76},"end":{"line":75,"column":81},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
920¿Identifier¿¿1095¿res¿¿¿{"start":{"line":75,"column":83},"end":{"line":75,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
921¿VariableDeclarator¿¿1095¿v100¿¿¿{"start":{"line":76,"column":26},"end":{"line":76,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
922¿BinaryExpression¿!==¿1095¿¿¿¿{"start":{"line":76,"column":26},"end":{"line":76,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BinaryExpression
923¿Identifier¿¿1095¿shallowObj¿¿¿{"start":{"line":76,"column":26},"end":{"line":76,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
924¿Identifier¿¿1095¿res¿¿¿{"start":{"line":76,"column":41},"end":{"line":76,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
925¿VariableDeclarator¿¿1095¿v101¿¿¿{"start":{"line":76,"column":12},"end":{"line":76,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
926¿LogicalExpression¿&&¿1095¿¿¿¿{"start":{"line":76,"column":12},"end":{"line":76,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿LogicalExpression
927¿Identifier¿¿1095¿shallowObj¿¿¿{"start":{"line":76,"column":12},"end":{"line":76,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
928¿Identifier¿¿1095¿v100¿¿¿¿¿Identifier
929¿IfStatement¿¿1095¿¿¿¿{"start":{"line":76,"column":8},"end":{"line":84,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿IfStatement
930¿Identifier¿¿1095¿v101¿¿¿¿¿Identifier
931¿VariableDeclarator¿¿1095¿v102¿¿¿{"start":{"line":77,"column":24},"end":{"line":77,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
932¿BinaryExpression¿===¿1095¿¿¿¿{"start":{"line":77,"column":24},"end":{"line":77,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BinaryExpression
933¿Identifier¿¿1095¿shallowObj¿¿¿{"start":{"line":77,"column":24},"end":{"line":77,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
934¿Identifier¿¿1095¿value¿¿¿{"start":{"line":77,"column":39},"end":{"line":77,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
935¿VariableDeclarator¿¿1095¿v103¿¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
936¿LogicalExpression¿&&¿1095¿¿¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿LogicalExpression
937¿Identifier¿¿1095¿value¿¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
938¿Identifier¿¿1095¿v102¿¿¿¿¿Identifier
939¿VariableDeclarator¿¿1095¿v104¿¿¿{"start":{"line":77,"column":50},"end":{"line":77,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
940¿BinaryExpression¿===¿1095¿¿¿¿{"start":{"line":77,"column":50},"end":{"line":77,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BinaryExpression
941¿Identifier¿¿1095¿value¿¿¿{"start":{"line":77,"column":50},"end":{"line":77,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
942¿Identifier¿¿1095¿undefined¿¿¿{"start":{"line":77,"column":60},"end":{"line":77,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
943¿VariableDeclarator¿¿1095¿v105¿¿¿{"start":{"line":77,"column":14},"end":{"line":77,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
944¿LogicalExpression¿||¿1095¿¿¿¿{"start":{"line":77,"column":14},"end":{"line":77,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿LogicalExpression
945¿Identifier¿¿1095¿v103¿¿¿¿¿Identifier
946¿Identifier¿¿1095¿v104¿¿¿¿¿Identifier
947¿IfStatement¿¿1095¿¿¿¿{"start":{"line":77,"column":10},"end":{"line":83,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿IfStatement
948¿Identifier¿¿1095¿v105¿¿¿¿¿Identifier
949¿VariableDeclarator¿¿1095¿v106¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
950¿BinaryExpression¿!==¿1095¿¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BinaryExpression
951¿Identifier¿¿1095¿value¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
952¿Identifier¿¿1095¿undefined¿¿¿{"start":{"line":78,"column":26},"end":{"line":78,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
953¿IfStatement¿¿1095¿¿¿¿{"start":{"line":78,"column":12},"end":{"line":80,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿IfStatement
954¿Identifier¿¿1095¿v106¿¿¿¿¿Identifier
955¿ReturnStatement¿¿1095¿¿¿¿{"start":{"line":79,"column":14},"end":{"line":79,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿ReturnStatement
956¿Identifier¿¿1095¿shallowObj¿¿¿{"start":{"line":79,"column":21},"end":{"line":79,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
957¿BlockStatement¿¿1095¿¿¿¿{"start":{"line":78,"column":37},"end":{"line":80,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BlockStatement
958¿VariableDeclarator¿¿1095¿v107¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
959¿CallExpression¿¿1095¿¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿CallExpression
960¿MemberExpression¿¿1095¿¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿MemberExpression
961¿Identifier¿¿1095¿res¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
962¿Identifier¿¿1095¿push¿¿¿{"start":{"line":82,"column":16},"end":{"line":82,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
963¿Identifier¿¿1095¿shallowObj¿¿¿{"start":{"line":82,"column":21},"end":{"line":82,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
964¿ExpressionStatement¿¿1095¿¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿ExpressionStatement
965¿Identifier¿¿1095¿v107¿¿¿¿¿Identifier
966¿BlockStatement¿¿1095¿¿¿¿{"start":{"line":77,"column":72},"end":{"line":83,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BlockStatement
967¿BlockStatement¿¿1095¿¿¿¿{"start":{"line":76,"column":46},"end":{"line":84,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BlockStatement
968¿BlockStatement¿¿1095¿¿¿¿{"start":{"line":74,"column":27},"end":{"line":85,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BlockStatement
969¿VariableDeclarator¿¿1095¿v108¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
970¿MemberExpression¿¿1095¿¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿MemberExpression
971¿Identifier¿¿1095¿res¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
972¿Identifier¿¿1095¿length¿¿¿{"start":{"line":87,"column":14},"end":{"line":87,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
973¿VariableDeclarator¿¿1095¿v109¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
974¿BinaryExpression¿===¿1095¿¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BinaryExpression
975¿Identifier¿¿1095¿v108¿¿¿¿¿Identifier
976¿Literal¿number¿1095¿¿0¿¿{"start":{"line":87,"column":25},"end":{"line":87,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Literal
977¿IfStatement¿¿1095¿¿¿¿{"start":{"line":87,"column":6},"end":{"line":89,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿IfStatement
978¿Identifier¿¿1095¿v109¿¿¿¿¿Identifier
979¿ReturnStatement¿¿1095¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿ReturnStatement
980¿Identifier¿¿1095¿undefined¿¿¿{"start":{"line":88,"column":15},"end":{"line":88,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
981¿BlockStatement¿¿1095¿¿¿¿{"start":{"line":87,"column":28},"end":{"line":89,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BlockStatement
982¿ReturnStatement¿¿1095¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿ReturnStatement
983¿Identifier¿¿1095¿res¿¿¿{"start":{"line":91,"column":13},"end":{"line":91,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
984¿BlockStatement¿¿1095¿¿¿¿{"start":{"line":69,"column":21},"end":{"line":92,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BlockStatement
985¿ExpressionStatement¿¿1095¿¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿ExpressionStatement
986¿AssignmentExpression¿=¿1095¿¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿AssignmentExpression
987¿Identifier¿¿1095¿obj¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
988¿MemberExpression¿computed¿1095¿¿¿¿{"start":{"line":94,"column":10},"end":{"line":94,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿MemberExpression
989¿Identifier¿¿1095¿obj¿¿¿{"start":{"line":94,"column":10},"end":{"line":94,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
990¿Identifier¿¿1095¿key¿¿¿{"start":{"line":94,"column":14},"end":{"line":94,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
991¿VariableDeclarator¿¿1095¿v110¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
992¿BinaryExpression¿===¿1095¿¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BinaryExpression
993¿Identifier¿¿1095¿obj¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
994¿Identifier¿¿1095¿undefined¿¿¿{"start":{"line":95,"column":16},"end":{"line":95,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
995¿VariableDeclarator¿¿1095¿v111¿¿¿{"start":{"line":95,"column":29},"end":{"line":95,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
996¿BinaryExpression¿===¿1095¿¿¿¿{"start":{"line":95,"column":29},"end":{"line":95,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BinaryExpression
997¿Identifier¿¿1095¿obj¿¿¿{"start":{"line":95,"column":29},"end":{"line":95,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
998¿Literal¿object¿1095¿¿null¿¿{"start":{"line":95,"column":37},"end":{"line":95,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Literal
999¿VariableDeclarator¿¿1095¿v112¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
1000¿LogicalExpression¿||¿1095¿¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿LogicalExpression
1001¿Identifier¿¿1095¿v110¿¿¿¿¿Identifier
1002¿Identifier¿¿1095¿v111¿¿¿¿¿Identifier
1003¿IfStatement¿¿1095¿¿¿¿{"start":{"line":95,"column":4},"end":{"line":97,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿IfStatement
1004¿Identifier¿¿1095¿v112¿¿¿¿¿Identifier
1005¿BreakStatement¿¿1095¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BreakStatement
1006¿BlockStatement¿¿1095¿¿¿¿{"start":{"line":95,"column":43},"end":{"line":97,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BlockStatement
1007¿VariableDeclarator¿¿1095¿v93¿¿¿{"start":{"line":65,"column":27},"end":{"line":65,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
1008¿UpdateExpression¿¿1095¿¿¿¿{"start":{"line":65,"column":27},"end":{"line":65,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿UpdateExpression
1009¿Identifier¿¿1095¿i¿¿¿{"start":{"line":65,"column":27},"end":{"line":65,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1010¿ExpressionStatement¿¿1095¿¿¿¿{"start":{"line":65,"column":2},"end":{"line":98,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿ExpressionStatement
1011¿AssignmentExpression¿=¿1095¿¿¿¿{"start":{"line":65,"column":2},"end":{"line":98,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿AssignmentExpression
1012¿Identifier¿¿1095¿v92¿¿¿{"start":{"line":65,"column":2},"end":{"line":98,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1013¿BinaryExpression¿<¿1095¿¿¿¿{"start":{"line":65,"column":9},"end":{"line":65,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BinaryExpression
1014¿Identifier¿¿1095¿i¿¿¿{"start":{"line":65,"column":9},"end":{"line":65,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1015¿Identifier¿¿1095¿v91¿¿¿¿¿Identifier
1016¿BlockStatement¿¿1095¿¿¿¿¿¿BlockStatement
1017¿VariableDeclarator¿¿1095¿v113¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
1018¿BinaryExpression¿===¿1095¿¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BinaryExpression
1019¿Identifier¿¿1095¿obj¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
