Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
661¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":83,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Program
924¿Identifier¿¿1145¿head¿¿¿{"start":{"line":58,"column":25},"end":{"line":58,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
925¿Identifier¿¿1145¿header¿¿¿{"start":{"line":58,"column":31},"end":{"line":58,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
926¿ExpressionStatement¿¿1145¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
927¿AssignmentExpression¿=¿1145¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿AssignmentExpression
928¿Identifier¿¿1145¿table¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
929¿NewExpression¿¿1145¿¿¿¿{"start":{"line":58,"column":14},"end":{"line":58,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿NewExpression
930¿Identifier¿¿1145¿Table¿¿¿{"start":{"line":58,"column":18},"end":{"line":58,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
931¿Identifier¿¿1145¿v88¿¿¿¿¿Identifier
932¿VariableDeclarator¿¿1145¿v93¿¿¿{"start":{"line":60,"column":15},"end":{"line":63,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
933¿ArrowFunctionExpression¿¿1145¿¿¿¿{"start":{"line":60,"column":15},"end":{"line":63,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ArrowFunctionExpression
934¿Identifier¿¿0¿item¿¿¿{"start":{"line":60,"column":16},"end":{"line":60,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
935¿VariableDeclarator¿¿1150¿v89¿¿¿{"start":{"line":61,"column":21},"end":{"line":61,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
936¿CallExpression¿¿1150¿¿¿¿{"start":{"line":61,"column":21},"end":{"line":61,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿CallExpression
937¿MemberExpression¿¿1150¿¿¿¿{"start":{"line":61,"column":21},"end":{"line":61,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
938¿Identifier¿¿1150¿Object¿¿¿{"start":{"line":61,"column":21},"end":{"line":61,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
939¿Identifier¿¿1150¿keys¿¿¿{"start":{"line":61,"column":28},"end":{"line":61,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
940¿Identifier¿¿1150¿item¿¿¿{"start":{"line":61,"column":33},"end":{"line":61,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
941¿VariableDeclarator¿¿1150¿v91¿¿¿{"start":{"line":61,"column":43},"end":{"line":61,"column":59},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
942¿ArrowFunctionExpression¿¿1150¿¿¿¿{"start":{"line":61,"column":43},"end":{"line":61,"column":59},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ArrowFunctionExpression
943¿Identifier¿¿0¿key¿¿¿{"start":{"line":61,"column":43},"end":{"line":61,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
944¿VariableDeclarator¿¿1152¿v90¿¿¿{"start":{"line":61,"column":50},"end":{"line":61,"column":59},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
945¿MemberExpression¿computed¿1152¿¿¿¿{"start":{"line":61,"column":50},"end":{"line":61,"column":59},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
946¿Identifier¿¿1152¿item¿¿¿{"start":{"line":61,"column":50},"end":{"line":61,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
947¿Identifier¿¿1152¿key¿¿¿{"start":{"line":61,"column":55},"end":{"line":61,"column":58},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
948¿ReturnStatement¿¿1152¿¿¿¿¿¿ReturnStatement
949¿Identifier¿¿1152¿v90¿¿¿¿¿Identifier
950¿BlockStatement¿¿1152¿¿¿¿¿¿BlockStatement
951¿VariableDeclarator¿¿1150¿values¿¿¿{"start":{"line":61,"column":12},"end":{"line":61,"column":60},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
952¿CallExpression¿¿1150¿¿¿¿{"start":{"line":61,"column":21},"end":{"line":61,"column":60},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿CallExpression
953¿MemberExpression¿¿1150¿¿¿¿{"start":{"line":61,"column":21},"end":{"line":61,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
954¿Identifier¿¿1150¿v89¿¿¿¿¿Identifier
955¿Identifier¿¿1150¿map¿¿¿{"start":{"line":61,"column":39},"end":{"line":61,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
956¿Identifier¿¿1150¿v91¿¿¿¿¿Identifier
957¿VariableDeclarator¿¿1150¿v92¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
958¿CallExpression¿¿1150¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿CallExpression
959¿MemberExpression¿¿1150¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
960¿Identifier¿¿1150¿table¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
961¿Identifier¿¿1150¿push¿¿¿{"start":{"line":62,"column":14},"end":{"line":62,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
962¿Identifier¿¿1150¿values¿¿¿{"start":{"line":62,"column":19},"end":{"line":62,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
963¿ExpressionStatement¿¿1150¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
964¿Identifier¿¿1150¿v92¿¿¿¿¿Identifier
965¿BlockStatement¿¿1150¿¿¿¿{"start":{"line":60,"column":25},"end":{"line":63,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿BlockStatement
966¿VariableDeclarator¿¿1145¿v94¿¿¿{"start":{"line":60,"column":6},"end":{"line":63,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
967¿CallExpression¿¿1145¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":63,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿CallExpression
968¿MemberExpression¿¿1145¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
969¿Identifier¿¿1145¿data¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
970¿Identifier¿¿1145¿map¿¿¿{"start":{"line":60,"column":11},"end":{"line":60,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
971¿Identifier¿¿1145¿v93¿¿¿¿¿Identifier
972¿ExpressionStatement¿¿1145¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":63,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
973¿Identifier¿¿1145¿v94¿¿¿¿¿Identifier
974¿VariableDeclarator¿¿1145¿v95¿¿¿{"start":{"line":64,"column":18},"end":{"line":64,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
975¿CallExpression¿¿1145¿¿¿¿{"start":{"line":64,"column":18},"end":{"line":64,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿CallExpression
976¿MemberExpression¿¿1145¿¿¿¿{"start":{"line":64,"column":18},"end":{"line":64,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
977¿Identifier¿¿1145¿table¿¿¿{"start":{"line":64,"column":18},"end":{"line":64,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
978¿Identifier¿¿1145¿toString¿¿¿{"start":{"line":64,"column":24},"end":{"line":64,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
979¿VariableDeclarator¿¿1145¿v96¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
980¿CallExpression¿¿1145¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿CallExpression
981¿MemberExpression¿¿1145¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
982¿Identifier¿¿1145¿console¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
983¿Identifier¿¿1145¿log¿¿¿{"start":{"line":64,"column":14},"end":{"line":64,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
984¿Identifier¿¿1145¿v95¿¿¿¿¿Identifier
985¿ExpressionStatement¿¿1145¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
986¿Identifier¿¿1145¿v96¿¿¿¿¿Identifier
987¿BlockStatement¿¿1145¿¿¿¿{"start":{"line":47,"column":25},"end":{"line":65,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿BlockStatement
988¿BlockStatement¿¿1145¿¿¿¿{"start":{"line":44,"column":19},"end":{"line":66,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿BlockStatement
989¿VariableDeclarator¿¿1127¿v106¿¿¿{"start":{"line":67,"column":8},"end":{"line":76,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
990¿ArrowFunctionExpression¿¿1127¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":76,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ArrowFunctionExpression
991¿Identifier¿¿0¿color¿¿¿{"start":{"line":67,"column":9},"end":{"line":67,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
992¿VariableDeclarator¿¿1155¿v98¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
993¿MemberExpression¿¿1155¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
994¿Identifier¿¿1155¿color¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
995¿Identifier¿¿1155¿length¿¿¿{"start":{"line":68,"column":14},"end":{"line":68,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
996¿VariableDeclarator¿¿1155¿v99¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
997¿BinaryExpression¿>¿1155¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿BinaryExpression
998¿Identifier¿¿1155¿v98¿¿¿¿¿Identifier
999¿Literal¿number¿1155¿¿0¿¿{"start":{"line":68,"column":23},"end":{"line":68,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Literal
1000¿IfStatement¿¿1155¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":75,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿IfStatement
1001¿Identifier¿¿1155¿v99¿¿¿¿¿Identifier
1002¿TryStatement¿¿1155¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":74,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿TryStatement
1003¿VariableDeclarator¿¿1155¿v100¿¿¿{"start":{"line":70,"column":13},"end":{"line":70,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
1004¿TemplateLiteral¿¿1155¿¿¿¿{"start":{"line":70,"column":13},"end":{"line":70,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿TemplateLiteral
1005¿Identifier¿¿1155¿color¿¿¿{"start":{"line":70,"column":19},"end":{"line":70,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1006¿VariableDeclarator¿¿1155¿v101¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
1007¿CallExpression¿¿1155¿¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿CallExpression
1008¿Identifier¿¿1155¿eval¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1009¿Identifier¿¿1155¿v100¿¿¿¿¿Identifier
1010¿ExpressionStatement¿¿1155¿¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
1011¿Identifier¿¿1155¿v101¿¿¿¿¿Identifier
1012¿BlockStatement¿¿1155¿¿¿¿{"start":{"line":69,"column":10},"end":{"line":71,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿BlockStatement
1013¿CatchClause¿¿1155¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":74,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿CatchClause
1014¿VariableDeclarator¿¿1155¿v102¿¿¿{"start":{"line":73,"column":22},"end":{"line":73,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
1015¿MemberExpression¿¿1155¿¿¿¿{"start":{"line":73,"column":22},"end":{"line":73,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
1016¿Identifier¿¿1155¿chalk¿¿¿{"start":{"line":73,"column":22},"end":{"line":73,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1017¿Identifier¿¿1155¿bgRed¿¿¿{"start":{"line":73,"column":28},"end":{"line":73,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1018¿VariableDeclarator¿¿1155¿v103¿¿¿{"start":{"line":73,"column":39},"end":{"line":73,"column":64},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
1019¿TemplateLiteral¿¿1155¿¿¿¿{"start":{"line":73,"column":39},"end":{"line":73,"column":64},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿TemplateLiteral
1020¿Identifier¿¿1155¿color¿¿¿{"start":{"line":73,"column":57},"end":{"line":73,"column":62},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1021¿VariableDeclarator¿¿1155¿v104¿¿¿{"start":{"line":73,"column":22},"end":{"line":73,"column":65},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
1022¿CallExpression¿¿1155¿¿¿¿{"start":{"line":73,"column":22},"end":{"line":73,"column":65},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿CallExpression
1023¿MemberExpression¿¿1155¿¿¿¿{"start":{"line":73,"column":22},"end":{"line":73,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
1024¿Identifier¿¿1155¿v102¿¿¿¿¿Identifier
1025¿Identifier¿¿1155¿bold¿¿¿{"start":{"line":73,"column":34},"end":{"line":73,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1026¿Identifier¿¿1155¿v103¿¿¿¿¿Identifier
1027¿VariableDeclarator¿¿1155¿v105¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":66},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
1028¿CallExpression¿¿1155¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":66},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿CallExpression
1029¿MemberExpression¿¿1155¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
1030¿Identifier¿¿1155¿console¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1031¿Identifier¿¿1155¿error¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1032¿Identifier¿¿1155¿v104¿¿¿¿¿Identifier
1033¿ExpressionStatement¿¿1155¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":67},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
1034¿Identifier¿¿1155¿v105¿¿¿¿¿Identifier
1035¿BlockStatement¿¿1155¿¿¿¿{"start":{"line":72,"column":16},"end":{"line":74,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿BlockStatement
1036¿Identifier¿¿1155¿e¿¿¿{"start":{"line":72,"column":13},"end":{"line":72,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1037¿BlockStatement¿¿1155¿¿¿¿{"start":{"line":68,"column":26},"end":{"line":75,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿BlockStatement
1038¿BlockStatement¿¿1155¿¿¿¿{"start":{"line":67,"column":19},"end":{"line":76,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿BlockStatement
1039¿VariableDeclarator¿¿1127¿v108¿¿¿{"start":{"line":77,"column":7},"end":{"line":80,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
1040¿ArrowFunctionExpression¿¿1127¿¿¿¿{"start":{"line":77,"column":7},"end":{"line":80,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ArrowFunctionExpression
1041¿Identifier¿¿0¿data¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1042¿VariableDeclarator¿¿1159¿v107¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
1043¿CallExpression¿¿1159¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿CallExpression
1044¿MemberExpression¿¿1159¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
1045¿Identifier¿¿1159¿console¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1046¿Identifier¿¿1159¿dir¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1047¿Identifier¿¿1159¿data¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1048¿ExpressionStatement¿¿1159¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
1049¿Identifier¿¿1159¿v107¿¿¿¿¿Identifier
1050¿ReturnStatement¿¿1159¿¿¿¿{"start":{"line":79,"column":4},"end":{"line":79,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ReturnStatement
1051¿Identifier¿¿1159¿data¿¿¿{"start":{"line":79,"column":11},"end":{"line":79,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1052¿BlockStatement¿¿1159¿¿¿¿{"start":{"line":77,"column":17},"end":{"line":80,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿BlockStatement
1053¿VariableDeclarator¿¿1127¿messenger¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
1054¿ObjectExpression¿¿1127¿¿¿¿¿¿ObjectExpression
1055¿ExpressionStatement¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
1056¿AssignmentExpression¿=¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿AssignmentExpression
1057¿MemberExpression¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
1058¿Identifier¿¿1127¿messenger¿¿¿{"start":{"line":12,"column":6},"end":{"line":12,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1059¿Identifier¿¿1127¿version¿¿¿{"start":{"line":13,"column":2},"end":{"line":13,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1060¿Identifier¿¿1127¿v56¿¿¿¿¿Identifier
1061¿ExpressionStatement¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
