Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2036¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":292,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Program
2873¿CallExpression¿¿3617¿¿¿¿{"start":{"line":161,"column":16},"end":{"line":161,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
2874¿MemberExpression¿¿3617¿¿¿¿{"start":{"line":161,"column":16},"end":{"line":161,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
2875¿Identifier¿¿3617¿objectPath¿¿¿{"start":{"line":161,"column":16},"end":{"line":161,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2876¿Identifier¿¿3617¿get¿¿¿{"start":{"line":161,"column":27},"end":{"line":161,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2877¿Identifier¿¿3617¿obj¿¿¿{"start":{"line":161,"column":31},"end":{"line":161,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2878¿Identifier¿¿3617¿path¿¿¿{"start":{"line":161,"column":36},"end":{"line":161,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2879¿VariableDeclarator¿¿3617¿v336¿¿¿{"start":{"line":162,"column":12},"end":{"line":162,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2880¿UnaryExpression¿~¿3617¿¿¿¿{"start":{"line":162,"column":12},"end":{"line":162,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿UnaryExpression
2881¿Identifier¿¿3617¿at¿¿¿{"start":{"line":162,"column":13},"end":{"line":162,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2882¿VariableDeclarator¿¿3617¿v337¿¿¿{"start":{"line":162,"column":11},"end":{"line":162,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2883¿UnaryExpression¿~¿3617¿¿¿¿{"start":{"line":162,"column":11},"end":{"line":162,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿UnaryExpression
2884¿Identifier¿¿3617¿v336¿¿¿¿¿Identifier
2885¿ExpressionStatement¿¿3617¿¿¿¿{"start":{"line":162,"column":6},"end":{"line":162,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ExpressionStatement
2886¿AssignmentExpression¿=¿3617¿¿¿¿{"start":{"line":162,"column":6},"end":{"line":162,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿AssignmentExpression
2887¿Identifier¿¿3617¿at¿¿¿{"start":{"line":162,"column":6},"end":{"line":162,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2888¿Identifier¿¿3617¿v337¿¿¿¿¿Identifier
2889¿VariableDeclarator¿¿3617¿v338¿¿¿{"start":{"line":163,"column":11},"end":{"line":163,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2890¿CallExpression¿¿3617¿¿¿¿{"start":{"line":163,"column":11},"end":{"line":163,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
2891¿Identifier¿¿3617¿isArray¿¿¿{"start":{"line":163,"column":11},"end":{"line":163,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2892¿Identifier¿¿3617¿arr¿¿¿{"start":{"line":163,"column":19},"end":{"line":163,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2893¿VariableDeclarator¿¿3617¿v339¿¿¿{"start":{"line":163,"column":10},"end":{"line":163,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2894¿UnaryExpression¿!¿3617¿¿¿¿{"start":{"line":163,"column":10},"end":{"line":163,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿UnaryExpression
2895¿Identifier¿¿3617¿v338¿¿¿¿¿Identifier
2896¿IfStatement¿¿3617¿¿¿¿{"start":{"line":163,"column":6},"end":{"line":166,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
2897¿Identifier¿¿3617¿v339¿¿¿¿¿Identifier
2898¿ExpressionStatement¿¿3617¿¿¿¿{"start":{"line":164,"column":8},"end":{"line":164,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ExpressionStatement
2899¿AssignmentExpression¿=¿3617¿¿¿¿{"start":{"line":164,"column":8},"end":{"line":164,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿AssignmentExpression
2900¿Identifier¿¿3617¿arr¿¿¿{"start":{"line":164,"column":8},"end":{"line":164,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2901¿ArrayExpression¿¿3617¿¿¿¿{"start":{"line":164,"column":14},"end":{"line":164,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ArrayExpression
2902¿VariableDeclarator¿¿3617¿v340¿¿¿{"start":{"line":165,"column":8},"end":{"line":165,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2903¿CallExpression¿¿3617¿¿¿¿{"start":{"line":165,"column":8},"end":{"line":165,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
2904¿MemberExpression¿¿3617¿¿¿¿{"start":{"line":165,"column":8},"end":{"line":165,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
2905¿Identifier¿¿3617¿objectPath¿¿¿{"start":{"line":165,"column":8},"end":{"line":165,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2906¿Identifier¿¿3617¿set¿¿¿{"start":{"line":165,"column":19},"end":{"line":165,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2907¿Identifier¿¿3617¿obj¿¿¿{"start":{"line":165,"column":23},"end":{"line":165,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2908¿Identifier¿¿3617¿path¿¿¿{"start":{"line":165,"column":28},"end":{"line":165,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2909¿Identifier¿¿3617¿arr¿¿¿{"start":{"line":165,"column":34},"end":{"line":165,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2910¿ExpressionStatement¿¿3617¿¿¿¿{"start":{"line":165,"column":8},"end":{"line":165,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ExpressionStatement
2911¿Identifier¿¿3617¿v340¿¿¿¿¿Identifier
2912¿BlockStatement¿¿3617¿¿¿¿{"start":{"line":163,"column":25},"end":{"line":166,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2913¿VariableDeclarator¿¿3617¿v341¿¿¿{"start":{"line":167,"column":6},"end":{"line":167,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2914¿CallExpression¿¿3617¿¿¿¿{"start":{"line":167,"column":6},"end":{"line":167,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
2915¿MemberExpression¿¿3617¿¿¿¿{"start":{"line":167,"column":6},"end":{"line":167,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
2916¿Identifier¿¿3617¿arr¿¿¿{"start":{"line":167,"column":6},"end":{"line":167,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2917¿Identifier¿¿3617¿splice¿¿¿{"start":{"line":167,"column":10},"end":{"line":167,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2918¿Identifier¿¿3617¿at¿¿¿{"start":{"line":167,"column":17},"end":{"line":167,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2919¿Literal¿number¿3617¿¿0¿¿{"start":{"line":167,"column":21},"end":{"line":167,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2920¿Identifier¿¿3617¿value¿¿¿{"start":{"line":167,"column":24},"end":{"line":167,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2921¿ExpressionStatement¿¿3617¿¿¿¿{"start":{"line":167,"column":6},"end":{"line":167,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ExpressionStatement
2922¿Identifier¿¿3617¿v341¿¿¿¿¿Identifier
2923¿BlockStatement¿¿3617¿¿¿¿{"start":{"line":160,"column":55},"end":{"line":168,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2924¿ExpressionStatement¿¿3583¿¿¿¿{"start":{"line":160,"column":4},"end":{"line":168,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ExpressionStatement
2925¿AssignmentExpression¿=¿3583¿¿¿¿{"start":{"line":160,"column":4},"end":{"line":168,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿AssignmentExpression
2926¿MemberExpression¿¿3583¿¿¿¿{"start":{"line":160,"column":4},"end":{"line":160,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
2927¿Identifier¿¿3583¿objectPath¿¿¿{"start":{"line":160,"column":4},"end":{"line":160,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2928¿Identifier¿¿3583¿insert¿¿¿{"start":{"line":160,"column":15},"end":{"line":160,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2929¿Identifier¿¿3583¿v342¿¿¿¿¿Identifier
2930¿VariableDeclarator¿¿3583¿v363¿¿¿{"start":{"line":170,"column":4},"end":{"line":200,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2931¿FunctionExpression¿¿3583¿anon¿¿¿{"start":{"line":170,"column":23},"end":{"line":200,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿FunctionExpression
2932¿Identifier¿¿0¿obj¿¿¿{"start":{"line":170,"column":32},"end":{"line":170,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2933¿Identifier¿¿0¿path¿¿¿{"start":{"line":170,"column":37},"end":{"line":170,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2934¿VariableDeclarator¿¿3620¿v343¿¿¿{"start":{"line":171,"column":10},"end":{"line":171,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2935¿CallExpression¿¿3620¿¿¿¿{"start":{"line":171,"column":10},"end":{"line":171,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
2936¿Identifier¿¿3620¿isEmpty¿¿¿{"start":{"line":171,"column":10},"end":{"line":171,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2937¿Identifier¿¿3620¿path¿¿¿{"start":{"line":171,"column":18},"end":{"line":171,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2938¿IfStatement¿¿3620¿¿¿¿{"start":{"line":171,"column":6},"end":{"line":173,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
2939¿Identifier¿¿3620¿v343¿¿¿¿¿Identifier
2940¿VariableDeclarator¿¿3620¿v344¿¿¿{"start":{"line":172,"column":15},"end":{"line":172,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2941¿UnaryExpression¿void¿3620¿¿¿¿{"start":{"line":172,"column":15},"end":{"line":172,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿UnaryExpression
2942¿Literal¿number¿3620¿¿0¿¿{"start":{"line":172,"column":20},"end":{"line":172,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2943¿ReturnStatement¿¿3620¿¿¿¿{"start":{"line":172,"column":8},"end":{"line":172,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
2944¿Identifier¿¿3620¿v344¿¿¿¿¿Identifier
2945¿BlockStatement¿¿3620¿¿¿¿{"start":{"line":171,"column":25},"end":{"line":173,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2946¿VariableDeclarator¿¿3620¿v345¿¿¿{"start":{"line":174,"column":10},"end":{"line":174,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2947¿BinaryExpression¿==¿3620¿¿¿¿{"start":{"line":174,"column":10},"end":{"line":174,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BinaryExpression
2948¿Identifier¿¿3620¿obj¿¿¿{"start":{"line":174,"column":10},"end":{"line":174,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2949¿Literal¿object¿3620¿¿null¿¿{"start":{"line":174,"column":17},"end":{"line":174,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2950¿IfStatement¿¿3620¿¿¿¿{"start":{"line":174,"column":6},"end":{"line":176,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
2951¿Identifier¿¿3620¿v345¿¿¿¿¿Identifier
2952¿VariableDeclarator¿¿3620¿v346¿¿¿{"start":{"line":175,"column":15},"end":{"line":175,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2953¿UnaryExpression¿void¿3620¿¿¿¿{"start":{"line":175,"column":15},"end":{"line":175,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿UnaryExpression
2954¿Literal¿number¿3620¿¿0¿¿{"start":{"line":175,"column":20},"end":{"line":175,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2955¿ReturnStatement¿¿3620¿¿¿¿{"start":{"line":175,"column":8},"end":{"line":175,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
2956¿Identifier¿¿3620¿v346¿¿¿¿¿Identifier
2957¿BlockStatement¿¿3620¿¿¿¿{"start":{"line":174,"column":23},"end":{"line":176,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2958¿VariableDeclarator¿¿3620¿value¿¿¿{"start":{"line":178,"column":10},"end":{"line":178,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2959¿VariableDeclarator¿¿3620¿i¿¿¿{"start":{"line":178,"column":17},"end":{"line":178,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2960¿VariableDeclarator¿¿3620¿v347¿¿¿{"start":{"line":179,"column":10},"end":{"line":179,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2961¿UnaryExpression¿!¿3620¿¿¿¿{"start":{"line":179,"column":10},"end":{"line":179,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿UnaryExpression
2962¿AssignmentExpression¿=¿3620¿¿¿¿{"start":{"line":179,"column":12},"end":{"line":179,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿AssignmentExpression
2963¿Identifier¿¿3620¿value¿¿¿{"start":{"line":179,"column":12},"end":{"line":179,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2964¿CallExpression¿¿3620¿¿¿¿{"start":{"line":179,"column":20},"end":{"line":179,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
2965¿MemberExpression¿¿3620¿¿¿¿{"start":{"line":179,"column":20},"end":{"line":179,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
2966¿Identifier¿¿3620¿objectPath¿¿¿{"start":{"line":179,"column":20},"end":{"line":179,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2967¿Identifier¿¿3620¿get¿¿¿{"start":{"line":179,"column":31},"end":{"line":179,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2968¿Identifier¿¿3620¿obj¿¿¿{"start":{"line":179,"column":35},"end":{"line":179,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2969¿Identifier¿¿3620¿path¿¿¿{"start":{"line":179,"column":40},"end":{"line":179,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2970¿IfStatement¿¿3620¿¿¿¿{"start":{"line":179,"column":6},"end":{"line":181,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
2971¿Identifier¿¿3620¿v347¿¿¿¿¿Identifier
2972¿VariableDeclarator¿¿3620¿v348¿¿¿{"start":{"line":180,"column":15},"end":{"line":180,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2973¿UnaryExpression¿void¿3620¿¿¿¿{"start":{"line":180,"column":15},"end":{"line":180,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿UnaryExpression
2974¿Literal¿number¿3620¿¿0¿¿{"start":{"line":180,"column":20},"end":{"line":180,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2975¿ReturnStatement¿¿3620¿¿¿¿{"start":{"line":180,"column":8},"end":{"line":180,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
2976¿Identifier¿¿3620¿v348¿¿¿¿¿Identifier
2977¿BlockStatement¿¿3620¿¿¿¿{"start":{"line":179,"column":48},"end":{"line":181,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2978¿VariableDeclarator¿¿3620¿v349¿¿¿{"start":{"line":183,"column":10},"end":{"line":183,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2979¿UnaryExpression¿typeof¿3620¿¿¿¿{"start":{"line":183,"column":10},"end":{"line":183,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿UnaryExpression
2980¿Identifier¿¿3620¿value¿¿¿{"start":{"line":183,"column":17},"end":{"line":183,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2981¿VariableDeclarator¿¿3620¿v350¿¿¿{"start":{"line":183,"column":10},"end":{"line":183,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2982¿BinaryExpression¿===¿3620¿¿¿¿{"start":{"line":183,"column":10},"end":{"line":183,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BinaryExpression
2983¿Identifier¿¿3620¿v349¿¿¿¿¿Identifier
2984¿Literal¿string¿3620¿¿'string'¿¿{"start":{"line":183,"column":27},"end":{"line":183,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2985¿IfStatement¿¿3620¿¿¿¿{"start":{"line":183,"column":6},"end":{"line":199,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
2986¿Identifier¿¿3620¿v350¿¿¿¿¿Identifier
2987¿VariableDeclarator¿¿3620¿v351¿¿¿{"start":{"line":184,"column":15},"end":{"line":184,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2988¿CallExpression¿¿3620¿¿¿¿{"start":{"line":184,"column":15},"end":{"line":184,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
2989¿MemberExpression¿¿3620¿¿¿¿{"start":{"line":184,"column":15},"end":{"line":184,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
2990¿Identifier¿¿3620¿objectPath¿¿¿{"start":{"line":184,"column":15},"end":{"line":184,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2991¿Identifier¿¿3620¿set¿¿¿{"start":{"line":184,"column":26},"end":{"line":184,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2992¿Identifier¿¿3620¿obj¿¿¿{"start":{"line":184,"column":30},"end":{"line":184,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2993¿Identifier¿¿3620¿path¿¿¿{"start":{"line":184,"column":35},"end":{"line":184,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2994¿Literal¿string¿3620¿¿''¿¿{"start":{"line":184,"column":41},"end":{"line":184,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2995¿ReturnStatement¿¿3620¿¿¿¿{"start":{"line":184,"column":8},"end":{"line":184,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
2996¿Identifier¿¿3620¿v351¿¿¿¿¿Identifier
2997¿BlockStatement¿¿3620¿¿¿¿{"start":{"line":183,"column":37},"end":{"line":185,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2998¿VariableDeclarator¿¿3620¿v352¿¿¿{"start":{"line":185,"column":17},"end":{"line":185,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2999¿CallExpression¿¿3620¿¿¿¿{"start":{"line":185,"column":17},"end":{"line":185,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
3000¿Identifier¿¿3620¿isBoolean¿¿¿{"start":{"line":185,"column":17},"end":{"line":185,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3001¿Identifier¿¿3620¿value¿¿¿{"start":{"line":185,"column":27},"end":{"line":185,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3002¿IfStatement¿¿3620¿¿¿¿{"start":{"line":185,"column":13},"end":{"line":199,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
3003¿Identifier¿¿3620¿v352¿¿¿¿¿Identifier
3004¿VariableDeclarator¿¿3620¿v353¿¿¿{"start":{"line":186,"column":15},"end":{"line":186,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3005¿CallExpression¿¿3620¿¿¿¿{"start":{"line":186,"column":15},"end":{"line":186,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
3006¿MemberExpression¿¿3620¿¿¿¿{"start":{"line":186,"column":15},"end":{"line":186,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
3007¿Identifier¿¿3620¿objectPath¿¿¿{"start":{"line":186,"column":15},"end":{"line":186,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3008¿Identifier¿¿3620¿set¿¿¿{"start":{"line":186,"column":26},"end":{"line":186,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3009¿Identifier¿¿3620¿obj¿¿¿{"start":{"line":186,"column":30},"end":{"line":186,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3010¿Identifier¿¿3620¿path¿¿¿{"start":{"line":186,"column":35},"end":{"line":186,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3011¿Literal¿boolean¿3620¿¿false¿¿{"start":{"line":186,"column":41},"end":{"line":186,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
3012¿ReturnStatement¿¿3620¿¿¿¿{"start":{"line":186,"column":8},"end":{"line":186,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
3013¿Identifier¿¿3620¿v353¿¿¿¿¿Identifier
3014¿BlockStatement¿¿3620¿¿¿¿{"start":{"line":185,"column":35},"end":{"line":187,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
3015¿VariableDeclarator¿¿3620¿v354¿¿¿{"start":{"line":187,"column":17},"end":{"line":187,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
