Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2491¿Program¿¿-1¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":606,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Program
3404¿Identifier¿¿4413¿v302¿¿¿¿¿Identifier
3405¿VariableDeclarator¿¿4413¿previousValue¿¿¿{"start":{"line":277,"column":12},"end":{"line":277,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3406¿CallExpression¿¿4413¿¿¿¿{"start":{"line":277,"column":28},"end":{"line":277,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿CallExpression
3407¿Identifier¿¿4413¿get¿¿¿{"start":{"line":277,"column":28},"end":{"line":277,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3408¿Identifier¿¿4413¿path¿¿¿{"start":{"line":277,"column":32},"end":{"line":277,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3409¿Identifier¿¿4413¿model¿¿¿{"start":{"line":277,"column":38},"end":{"line":277,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3410¿VariableDeclarator¿¿4413¿keysChanged¿¿¿{"start":{"line":279,"column":12},"end":{"line":279,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3411¿CallExpression¿¿4413¿¿¿¿{"start":{"line":279,"column":26},"end":{"line":279,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿CallExpression
3412¿Identifier¿¿4413¿set¿¿¿{"start":{"line":279,"column":26},"end":{"line":279,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3413¿Identifier¿¿4413¿path¿¿¿{"start":{"line":279,"column":30},"end":{"line":279,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3414¿Identifier¿¿4413¿value¿¿¿{"start":{"line":279,"column":36},"end":{"line":279,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3415¿Identifier¿¿4413¿model¿¿¿{"start":{"line":279,"column":43},"end":{"line":279,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3416¿VariableDeclarator¿¿4413¿v303¿¿¿{"start":{"line":281,"column":13},"end":{"line":281,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3417¿BinaryExpression¿instanceof¿4413¿¿¿¿{"start":{"line":281,"column":13},"end":{"line":281,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BinaryExpression
3418¿Identifier¿¿4413¿value¿¿¿{"start":{"line":281,"column":13},"end":{"line":281,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3419¿Identifier¿¿4413¿DeletedItem¿¿¿{"start":{"line":281,"column":30},"end":{"line":281,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3420¿VariableDeclarator¿¿4413¿v304¿¿¿{"start":{"line":281,"column":11},"end":{"line":281,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3421¿UnaryExpression¿!¿4413¿¿¿¿{"start":{"line":281,"column":11},"end":{"line":281,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿UnaryExpression
3422¿Identifier¿¿4413¿v303¿¿¿¿¿Identifier
3423¿IfStatement¿¿4413¿¿¿¿{"start":{"line":281,"column":8},"end":{"line":284,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿IfStatement
3424¿Identifier¿¿4413¿v304¿¿¿¿¿Identifier
3425¿VariableDeclarator¿¿4413¿v305¿¿¿{"start":{"line":282,"column":12},"end":{"line":282,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3426¿CallExpression¿¿4413¿¿¿¿{"start":{"line":282,"column":12},"end":{"line":282,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿CallExpression
3427¿MemberExpression¿¿4413¿¿¿¿{"start":{"line":282,"column":12},"end":{"line":282,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
3428¿Identifier¿¿4413¿events¿¿¿{"start":{"line":282,"column":12},"end":{"line":282,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3429¿Identifier¿¿4413¿addModelReference¿¿¿{"start":{"line":282,"column":19},"end":{"line":282,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3430¿Identifier¿¿4413¿path¿¿¿{"start":{"line":282,"column":37},"end":{"line":282,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3431¿Identifier¿¿4413¿value¿¿¿{"start":{"line":282,"column":43},"end":{"line":282,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3432¿ExpressionStatement¿¿4413¿¿¿¿{"start":{"line":282,"column":12},"end":{"line":282,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
3433¿Identifier¿¿4413¿v305¿¿¿¿¿Identifier
3434¿VariableDeclarator¿¿4413¿v306¿¿¿{"start":{"line":283,"column":12},"end":{"line":283,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3435¿CallExpression¿¿4413¿¿¿¿{"start":{"line":283,"column":12},"end":{"line":283,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿CallExpression
3436¿MemberExpression¿¿4413¿¿¿¿{"start":{"line":283,"column":12},"end":{"line":283,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
3437¿Identifier¿¿4413¿events¿¿¿{"start":{"line":283,"column":12},"end":{"line":283,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3438¿Identifier¿¿4413¿trigger¿¿¿{"start":{"line":283,"column":19},"end":{"line":283,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3439¿Identifier¿¿4413¿path¿¿¿{"start":{"line":283,"column":27},"end":{"line":283,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3440¿Identifier¿¿4413¿keysChanged¿¿¿{"start":{"line":283,"column":33},"end":{"line":283,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3441¿ExpressionStatement¿¿4413¿¿¿¿{"start":{"line":283,"column":12},"end":{"line":283,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
3442¿Identifier¿¿4413¿v306¿¿¿¿¿Identifier
3443¿BlockStatement¿¿4413¿¿¿¿{"start":{"line":281,"column":43},"end":{"line":284,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BlockStatement
3444¿VariableDeclarator¿¿4413¿v307¿¿¿{"start":{"line":286,"column":22},"end":{"line":286,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3445¿UnaryExpression¿typeof¿4413¿¿¿¿{"start":{"line":286,"column":22},"end":{"line":286,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿UnaryExpression
3446¿Identifier¿¿4413¿value¿¿¿{"start":{"line":286,"column":29},"end":{"line":286,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3447¿VariableDeclarator¿¿4413¿v308¿¿¿{"start":{"line":286,"column":22},"end":{"line":286,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3448¿BinaryExpression¿!==¿4413¿¿¿¿{"start":{"line":286,"column":22},"end":{"line":286,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BinaryExpression
3449¿Identifier¿¿4413¿v307¿¿¿¿¿Identifier
3450¿Literal¿string¿4413¿¿'object'¿¿{"start":{"line":286,"column":39},"end":{"line":286,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Literal
3451¿VariableDeclarator¿¿4413¿v309¿¿¿{"start":{"line":286,"column":13},"end":{"line":286,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3452¿LogicalExpression¿&&¿4413¿¿¿¿{"start":{"line":286,"column":13},"end":{"line":286,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿LogicalExpression
3453¿Identifier¿¿4413¿value¿¿¿{"start":{"line":286,"column":13},"end":{"line":286,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3454¿Identifier¿¿4413¿v308¿¿¿¿¿Identifier
3455¿VariableDeclarator¿¿4413¿v310¿¿¿{"start":{"line":286,"column":11},"end":{"line":286,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3456¿UnaryExpression¿!¿4413¿¿¿¿{"start":{"line":286,"column":11},"end":{"line":286,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿UnaryExpression
3457¿Identifier¿¿4413¿v309¿¿¿¿¿Identifier
3458¿VariableDeclarator¿¿4413¿v311¿¿¿{"start":{"line":286,"column":11},"end":{"line":286,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3459¿LogicalExpression¿&&¿4413¿¿¿¿{"start":{"line":286,"column":11},"end":{"line":286,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿LogicalExpression
3460¿Identifier¿¿4413¿v310¿¿¿¿¿Identifier
3461¿Identifier¿¿4413¿previousValue¿¿¿{"start":{"line":286,"column":52},"end":{"line":286,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3462¿VariableDeclarator¿¿4413¿v312¿¿¿{"start":{"line":286,"column":69},"end":{"line":286,"column":89},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3463¿UnaryExpression¿typeof¿4413¿¿¿¿{"start":{"line":286,"column":69},"end":{"line":286,"column":89},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿UnaryExpression
3464¿Identifier¿¿4413¿previousValue¿¿¿{"start":{"line":286,"column":76},"end":{"line":286,"column":89},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3465¿VariableDeclarator¿¿4413¿v313¿¿¿{"start":{"line":286,"column":69},"end":{"line":286,"column":102},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3466¿BinaryExpression¿===¿4413¿¿¿¿{"start":{"line":286,"column":69},"end":{"line":286,"column":102},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BinaryExpression
3467¿Identifier¿¿4413¿v312¿¿¿¿¿Identifier
3468¿Literal¿string¿4413¿¿'object'¿¿{"start":{"line":286,"column":94},"end":{"line":286,"column":102},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Literal
3469¿VariableDeclarator¿¿4413¿v314¿¿¿{"start":{"line":286,"column":11},"end":{"line":286,"column":102},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3470¿LogicalExpression¿&&¿4413¿¿¿¿{"start":{"line":286,"column":11},"end":{"line":286,"column":102},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿LogicalExpression
3471¿Identifier¿¿4413¿v311¿¿¿¿¿Identifier
3472¿Identifier¿¿4413¿v313¿¿¿¿¿Identifier
3473¿IfStatement¿¿4413¿¿¿¿{"start":{"line":286,"column":8},"end":{"line":288,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿IfStatement
3474¿Identifier¿¿4413¿v314¿¿¿¿¿Identifier
3475¿VariableDeclarator¿¿4413¿v315¿¿¿{"start":{"line":287,"column":12},"end":{"line":287,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3476¿CallExpression¿¿4413¿¿¿¿{"start":{"line":287,"column":12},"end":{"line":287,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿CallExpression
3477¿MemberExpression¿¿4413¿¿¿¿{"start":{"line":287,"column":12},"end":{"line":287,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
3478¿Identifier¿¿4413¿events¿¿¿{"start":{"line":287,"column":12},"end":{"line":287,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3479¿Identifier¿¿4413¿removeModelReference¿¿¿{"start":{"line":287,"column":19},"end":{"line":287,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3480¿Identifier¿¿4413¿path¿¿¿{"start":{"line":287,"column":40},"end":{"line":287,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3481¿Identifier¿¿4413¿previousValue¿¿¿{"start":{"line":287,"column":46},"end":{"line":287,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3482¿ExpressionStatement¿¿4413¿¿¿¿{"start":{"line":287,"column":12},"end":{"line":287,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
3483¿Identifier¿¿4413¿v315¿¿¿¿¿Identifier
3484¿BlockStatement¿¿4413¿¿¿¿{"start":{"line":286,"column":103},"end":{"line":288,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BlockStatement
3485¿BlockStatement¿¿4413¿¿¿¿{"start":{"line":271,"column":64},"end":{"line":289,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BlockStatement
3486¿VariableDeclarator¿¿4364¿modelSet¿¿¿{"start":{"line":291,"column":4},"end":{"line":304,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3487¿FunctionExpression¿¿4364¿anon¿¿¿{"start":{"line":291,"column":4},"end":{"line":304,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿FunctionExpression
3488¿Identifier¿¿0¿expression¿¿¿{"start":{"line":291,"column":22},"end":{"line":291,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3489¿Identifier¿¿0¿value¿¿¿{"start":{"line":291,"column":34},"end":{"line":291,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3490¿Identifier¿¿0¿parentPath¿¿¿{"start":{"line":291,"column":41},"end":{"line":291,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3491¿Identifier¿¿0¿dirty¿¿¿{"start":{"line":291,"column":53},"end":{"line":291,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3492¿Identifier¿¿0¿scope¿¿¿{"start":{"line":291,"column":60},"end":{"line":291,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3493¿VariableDeclarator¿¿4417¿v316¿¿¿{"start":{"line":292,"column":11},"end":{"line":292,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3494¿UnaryExpression¿typeof¿4417¿¿¿¿{"start":{"line":292,"column":11},"end":{"line":292,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿UnaryExpression
3495¿Identifier¿¿4417¿expression¿¿¿{"start":{"line":292,"column":18},"end":{"line":292,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3496¿VariableDeclarator¿¿4417¿v317¿¿¿{"start":{"line":292,"column":11},"end":{"line":292,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3497¿BinaryExpression¿===¿4417¿¿¿¿{"start":{"line":292,"column":11},"end":{"line":292,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BinaryExpression
3498¿Identifier¿¿4417¿v316¿¿¿¿¿Identifier
3499¿Literal¿string¿4417¿¿'object'¿¿{"start":{"line":292,"column":33},"end":{"line":292,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Literal
3500¿VariableDeclarator¿¿4417¿v318¿¿¿{"start":{"line":292,"column":46},"end":{"line":292,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3501¿CallExpression¿¿4417¿¿¿¿{"start":{"line":292,"column":46},"end":{"line":292,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿CallExpression
3502¿MemberExpression¿¿4417¿¿¿¿{"start":{"line":292,"column":46},"end":{"line":292,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
3503¿Identifier¿¿4417¿paths¿¿¿{"start":{"line":292,"column":46},"end":{"line":292,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3504¿Identifier¿¿4417¿create¿¿¿{"start":{"line":292,"column":52},"end":{"line":292,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3505¿Identifier¿¿4417¿expression¿¿¿{"start":{"line":292,"column":59},"end":{"line":292,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3506¿VariableDeclarator¿¿4417¿v319¿¿¿{"start":{"line":292,"column":45},"end":{"line":292,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3507¿UnaryExpression¿!¿4417¿¿¿¿{"start":{"line":292,"column":45},"end":{"line":292,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿UnaryExpression
3508¿Identifier¿¿4417¿v318¿¿¿¿¿Identifier
3509¿VariableDeclarator¿¿4417¿v320¿¿¿{"start":{"line":292,"column":11},"end":{"line":292,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3510¿LogicalExpression¿&&¿4417¿¿¿¿{"start":{"line":292,"column":11},"end":{"line":292,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿LogicalExpression
3511¿Identifier¿¿4417¿v317¿¿¿¿¿Identifier
3512¿Identifier¿¿4417¿v319¿¿¿¿¿Identifier
3513¿IfStatement¿¿4417¿¿¿¿{"start":{"line":292,"column":8},"end":{"line":299,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿IfStatement
3514¿Identifier¿¿4417¿v320¿¿¿¿¿Identifier
3515¿ExpressionStatement¿¿4417¿¿¿¿{"start":{"line":293,"column":12},"end":{"line":293,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
3516¿AssignmentExpression¿=¿4417¿¿¿¿{"start":{"line":293,"column":12},"end":{"line":293,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
3517¿Identifier¿¿4417¿dirty¿¿¿{"start":{"line":293,"column":12},"end":{"line":293,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3518¿Identifier¿¿4417¿value¿¿¿{"start":{"line":293,"column":20},"end":{"line":293,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3519¿ExpressionStatement¿¿4417¿¿¿¿{"start":{"line":294,"column":12},"end":{"line":294,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
3520¿AssignmentExpression¿=¿4417¿¿¿¿{"start":{"line":294,"column":12},"end":{"line":294,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
3521¿Identifier¿¿4417¿value¿¿¿{"start":{"line":294,"column":12},"end":{"line":294,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3522¿Identifier¿¿4417¿expression¿¿¿{"start":{"line":294,"column":20},"end":{"line":294,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3523¿ExpressionStatement¿¿4417¿¿¿¿{"start":{"line":295,"column":12},"end":{"line":295,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
3524¿AssignmentExpression¿=¿4417¿¿¿¿{"start":{"line":295,"column":12},"end":{"line":295,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
3525¿Identifier¿¿4417¿expression¿¿¿{"start":{"line":295,"column":12},"end":{"line":295,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3526¿CallExpression¿¿4417¿¿¿¿{"start":{"line":295,"column":25},"end":{"line":295,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿CallExpression
3527¿MemberExpression¿¿4417¿¿¿¿{"start":{"line":295,"column":25},"end":{"line":295,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
3528¿Identifier¿¿4417¿paths¿¿¿{"start":{"line":295,"column":25},"end":{"line":295,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3529¿Identifier¿¿4417¿createRoot¿¿¿{"start":{"line":295,"column":31},"end":{"line":295,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3530¿BlockStatement¿¿4417¿¿¿¿{"start":{"line":292,"column":71},"end":{"line":296,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BlockStatement
3531¿VariableDeclarator¿¿4417¿v321¿¿¿{"start":{"line":296,"column":17},"end":{"line":296,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3532¿UnaryExpression¿typeof¿4417¿¿¿¿{"start":{"line":296,"column":17},"end":{"line":296,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿UnaryExpression
3533¿Identifier¿¿4417¿parentPath¿¿¿{"start":{"line":296,"column":24},"end":{"line":296,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3534¿VariableDeclarator¿¿4417¿v322¿¿¿{"start":{"line":296,"column":17},"end":{"line":296,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3535¿BinaryExpression¿===¿4417¿¿¿¿{"start":{"line":296,"column":17},"end":{"line":296,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BinaryExpression
3536¿Identifier¿¿4417¿v321¿¿¿¿¿Identifier
3537¿Literal¿string¿4417¿¿'boolean'¿¿{"start":{"line":296,"column":39},"end":{"line":296,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Literal
3538¿IfStatement¿¿4417¿¿¿¿{"start":{"line":296,"column":14},"end":{"line":299,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿IfStatement
3539¿Identifier¿¿4417¿v322¿¿¿¿¿Identifier
3540¿ExpressionStatement¿¿4417¿¿¿¿{"start":{"line":297,"column":12},"end":{"line":297,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
3541¿AssignmentExpression¿=¿4417¿¿¿¿{"start":{"line":297,"column":12},"end":{"line":297,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
3542¿Identifier¿¿4417¿dirty¿¿¿{"start":{"line":297,"column":12},"end":{"line":297,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3543¿Identifier¿¿4417¿parentPath¿¿¿{"start":{"line":297,"column":20},"end":{"line":297,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3544¿ExpressionStatement¿¿4417¿¿¿¿{"start":{"line":298,"column":12},"end":{"line":298,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
3545¿AssignmentExpression¿=¿4417¿¿¿¿{"start":{"line":298,"column":12},"end":{"line":298,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
