Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
652¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":135,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Program
916¿VariableDeclarator¿¿1142¿v81¿¿¿{"start":{"line":99,"column":41},"end":{"line":128,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
917¿ArrowFunctionExpression¿¿1142¿¿¿¿{"start":{"line":99,"column":41},"end":{"line":128,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ArrowFunctionExpression
918¿Identifier¿¿0¿req¿¿¿{"start":{"line":99,"column":42},"end":{"line":99,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
919¿Identifier¿¿0¿res¿¿¿{"start":{"line":99,"column":47},"end":{"line":99,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
920¿VariableDeclarator¿¿1144¿v57¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
921¿MemberExpression¿¿1144¿¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
922¿Identifier¿¿1144¿req¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
923¿Identifier¿¿1144¿method¿¿¿{"start":{"line":100,"column":12},"end":{"line":100,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
924¿VariableDeclarator¿¿1144¿v58¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
925¿BinaryExpression¿===¿1144¿¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿BinaryExpression
926¿Identifier¿¿1144¿v57¿¿¿¿¿Identifier
927¿Literal¿string¿1144¿¿'OPTIONS'¿¿{"start":{"line":100,"column":23},"end":{"line":100,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
928¿IfStatement¿¿1144¿¿¿¿{"start":{"line":100,"column":4},"end":{"line":103,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿IfStatement
929¿Identifier¿¿1144¿v58¿¿¿¿¿Identifier
930¿VariableDeclarator¿¿1144¿v59¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
931¿CallExpression¿¿1144¿¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
932¿Identifier¿¿1144¿respond¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
933¿Identifier¿¿1144¿res¿¿¿{"start":{"line":101,"column":14},"end":{"line":101,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
934¿Literal¿number¿1144¿¿200¿¿{"start":{"line":101,"column":19},"end":{"line":101,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
935¿Identifier¿¿1144¿UNKNOWN_METHOD_RESPONSE_HEADERS¿¿¿{"start":{"line":101,"column":24},"end":{"line":101,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
936¿ExpressionStatement¿¿1144¿¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ExpressionStatement
937¿Identifier¿¿1144¿v59¿¿¿¿¿Identifier
938¿ReturnStatement¿¿1144¿¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ReturnStatement
939¿BlockStatement¿¿1144¿¿¿¿{"start":{"line":100,"column":34},"end":{"line":103,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿BlockStatement
940¿VariableDeclarator¿¿1144¿v60¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
941¿MemberExpression¿¿1144¿¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
942¿Identifier¿¿1144¿req¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
943¿Identifier¿¿1144¿method¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
944¿VariableDeclarator¿¿1144¿v61¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
945¿BinaryExpression¿!==¿1144¿¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿BinaryExpression
946¿Identifier¿¿1144¿v60¿¿¿¿¿Identifier
947¿Literal¿string¿1144¿¿'GET'¿¿{"start":{"line":105,"column":23},"end":{"line":105,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
948¿VariableDeclarator¿¿1144¿v62¿¿¿{"start":{"line":105,"column":32},"end":{"line":105,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
949¿MemberExpression¿¿1144¿¿¿¿{"start":{"line":105,"column":32},"end":{"line":105,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
950¿Identifier¿¿1144¿req¿¿¿{"start":{"line":105,"column":32},"end":{"line":105,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
951¿Identifier¿¿1144¿method¿¿¿{"start":{"line":105,"column":36},"end":{"line":105,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
952¿VariableDeclarator¿¿1144¿v63¿¿¿{"start":{"line":105,"column":32},"end":{"line":105,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
953¿BinaryExpression¿!==¿1144¿¿¿¿{"start":{"line":105,"column":32},"end":{"line":105,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿BinaryExpression
954¿Identifier¿¿1144¿v62¿¿¿¿¿Identifier
955¿Literal¿string¿1144¿¿'HEAD'¿¿{"start":{"line":105,"column":47},"end":{"line":105,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
956¿VariableDeclarator¿¿1144¿v64¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
957¿LogicalExpression¿&&¿1144¿¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿LogicalExpression
958¿Identifier¿¿1144¿v61¿¿¿¿¿Identifier
959¿Identifier¿¿1144¿v63¿¿¿¿¿Identifier
960¿IfStatement¿¿1144¿¿¿¿{"start":{"line":105,"column":4},"end":{"line":108,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿IfStatement
961¿Identifier¿¿1144¿v64¿¿¿¿¿Identifier
962¿VariableDeclarator¿¿1144¿v65¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
963¿CallExpression¿¿1144¿¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
964¿Identifier¿¿1144¿respond¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
965¿Identifier¿¿1144¿res¿¿¿{"start":{"line":106,"column":14},"end":{"line":106,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
966¿Literal¿number¿1144¿¿405¿¿{"start":{"line":106,"column":19},"end":{"line":106,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
967¿Identifier¿¿1144¿UNKNOWN_METHOD_RESPONSE_HEADERS¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
968¿ExpressionStatement¿¿1144¿¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ExpressionStatement
969¿Identifier¿¿1144¿v65¿¿¿¿¿Identifier
970¿ReturnStatement¿¿1144¿¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ReturnStatement
971¿BlockStatement¿¿1144¿¿¿¿{"start":{"line":105,"column":55},"end":{"line":108,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿BlockStatement
972¿VariableDeclarator¿¿1144¿v66¿¿¿{"start":{"line":110,"column":32},"end":{"line":110,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
973¿MemberExpression¿¿1144¿¿¿¿{"start":{"line":110,"column":32},"end":{"line":110,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
974¿Identifier¿¿1144¿req¿¿¿{"start":{"line":110,"column":32},"end":{"line":110,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
975¿Identifier¿¿1144¿url¿¿¿{"start":{"line":110,"column":36},"end":{"line":110,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
976¿VariableDeclarator¿¿1144¿parsedUrl¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
977¿CallExpression¿¿1144¿¿¿¿{"start":{"line":110,"column":22},"end":{"line":110,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
978¿MemberExpression¿¿1144¿¿¿¿{"start":{"line":110,"column":22},"end":{"line":110,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
979¿Identifier¿¿1144¿url¿¿¿{"start":{"line":110,"column":22},"end":{"line":110,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
980¿Identifier¿¿1144¿parse¿¿¿{"start":{"line":110,"column":26},"end":{"line":110,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
981¿Identifier¿¿1144¿v66¿¿¿¿¿Identifier
982¿VariableDeclarator¿¿1144¿v67¿¿¿{"start":{"line":111,"column":32},"end":{"line":111,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
983¿MemberExpression¿¿1144¿¿¿¿{"start":{"line":111,"column":32},"end":{"line":111,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
984¿Identifier¿¿1144¿options¿¿¿{"start":{"line":111,"column":32},"end":{"line":111,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
985¿Identifier¿¿1144¿staticPath¿¿¿{"start":{"line":111,"column":40},"end":{"line":111,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
986¿VariableDeclarator¿¿1144¿v68¿¿¿{"start":{"line":111,"column":52},"end":{"line":111,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
987¿MemberExpression¿¿1144¿¿¿¿{"start":{"line":111,"column":52},"end":{"line":111,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
988¿Identifier¿¿1144¿parsedUrl¿¿¿{"start":{"line":111,"column":52},"end":{"line":111,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
989¿Identifier¿¿1144¿pathname¿¿¿{"start":{"line":111,"column":62},"end":{"line":111,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
990¿VariableDeclarator¿¿1144¿requestPath¿¿¿{"start":{"line":111,"column":8},"end":{"line":111,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
991¿CallExpression¿¿1144¿¿¿¿{"start":{"line":111,"column":22},"end":{"line":111,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
992¿MemberExpression¿¿1144¿¿¿¿{"start":{"line":111,"column":22},"end":{"line":111,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
993¿Identifier¿¿1144¿path¿¿¿{"start":{"line":111,"column":22},"end":{"line":111,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
994¿Identifier¿¿1144¿join¿¿¿{"start":{"line":111,"column":27},"end":{"line":111,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
995¿Identifier¿¿1144¿v67¿¿¿¿¿Identifier
996¿Identifier¿¿1144¿v68¿¿¿¿¿Identifier
997¿VariableDeclarator¿¿1144¿v69¿¿¿{"start":{"line":113,"column":8},"end":{"line":113,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
998¿CallExpression¿¿1144¿¿¿¿{"start":{"line":113,"column":8},"end":{"line":113,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
999¿MemberExpression¿¿1144¿¿¿¿{"start":{"line":113,"column":8},"end":{"line":113,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
1000¿Identifier¿¿1144¿fs¿¿¿{"start":{"line":113,"column":8},"end":{"line":113,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1001¿Identifier¿¿1144¿existsSync¿¿¿{"start":{"line":113,"column":11},"end":{"line":113,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1002¿Identifier¿¿1144¿requestPath¿¿¿{"start":{"line":113,"column":22},"end":{"line":113,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1003¿IfStatement¿¿1144¿¿¿¿{"start":{"line":113,"column":4},"end":{"line":127,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿IfStatement
1004¿Identifier¿¿1144¿v69¿¿¿¿¿Identifier
1005¿VariableDeclarator¿¿1144¿v70¿¿¿{"start":{"line":114,"column":10},"end":{"line":114,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
1006¿CallExpression¿¿1144¿¿¿¿{"start":{"line":114,"column":10},"end":{"line":114,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
1007¿Identifier¿¿1144¿getIsDirectory¿¿¿{"start":{"line":114,"column":10},"end":{"line":114,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1008¿Identifier¿¿1144¿requestPath¿¿¿{"start":{"line":114,"column":25},"end":{"line":114,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1009¿IfStatement¿¿1144¿¿¿¿{"start":{"line":114,"column":6},"end":{"line":116,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿IfStatement
1010¿Identifier¿¿1144¿v70¿¿¿¿¿Identifier
1011¿VariableDeclarator¿¿1144¿v71¿¿¿{"start":{"line":115,"column":45},"end":{"line":115,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
1012¿MemberExpression¿¿1144¿¿¿¿{"start":{"line":115,"column":45},"end":{"line":115,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
1013¿Identifier¿¿1144¿options¿¿¿{"start":{"line":115,"column":45},"end":{"line":115,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1014¿Identifier¿¿1144¿defaultFile¿¿¿{"start":{"line":115,"column":53},"end":{"line":115,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1015¿ExpressionStatement¿¿1144¿¿¿¿{"start":{"line":115,"column":8},"end":{"line":115,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ExpressionStatement
1016¿AssignmentExpression¿=¿1144¿¿¿¿{"start":{"line":115,"column":8},"end":{"line":115,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿AssignmentExpression
1017¿Identifier¿¿1144¿requestPath¿¿¿{"start":{"line":115,"column":8},"end":{"line":115,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1018¿CallExpression¿¿1144¿¿¿¿{"start":{"line":115,"column":22},"end":{"line":115,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
1019¿MemberExpression¿¿1144¿¿¿¿{"start":{"line":115,"column":22},"end":{"line":115,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
1020¿Identifier¿¿1144¿path¿¿¿{"start":{"line":115,"column":22},"end":{"line":115,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1021¿Identifier¿¿1144¿join¿¿¿{"start":{"line":115,"column":27},"end":{"line":115,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1022¿Identifier¿¿1144¿requestPath¿¿¿{"start":{"line":115,"column":32},"end":{"line":115,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1023¿Identifier¿¿1144¿v71¿¿¿¿¿Identifier
1024¿BlockStatement¿¿1144¿¿¿¿{"start":{"line":114,"column":39},"end":{"line":116,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿BlockStatement
1025¿VariableDeclarator¿¿1144¿data¿¿¿{"start":{"line":118,"column":12},"end":{"line":118,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
1026¿CallExpression¿¿1144¿¿¿¿{"start":{"line":118,"column":19},"end":{"line":118,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
1027¿MemberExpression¿¿1144¿¿¿¿{"start":{"line":118,"column":19},"end":{"line":118,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
1028¿Identifier¿¿1144¿fs¿¿¿{"start":{"line":118,"column":19},"end":{"line":118,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1029¿Identifier¿¿1144¿readFileSync¿¿¿{"start":{"line":118,"column":22},"end":{"line":118,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1030¿Identifier¿¿1144¿requestPath¿¿¿{"start":{"line":118,"column":35},"end":{"line":118,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1031¿VariableDeclarator¿¿1144¿v72¿¿¿{"start":{"line":120,"column":10},"end":{"line":120,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
1032¿BinaryExpression¿instanceof¿1144¿¿¿¿{"start":{"line":120,"column":10},"end":{"line":120,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿BinaryExpression
1033¿Identifier¿¿1144¿data¿¿¿{"start":{"line":120,"column":10},"end":{"line":120,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1034¿Identifier¿¿1144¿Error¿¿¿{"start":{"line":120,"column":26},"end":{"line":120,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1035¿IfStatement¿¿1144¿¿¿¿{"start":{"line":120,"column":6},"end":{"line":124,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿IfStatement
1036¿Identifier¿¿1144¿v72¿¿¿¿¿Identifier
1037¿VariableDeclarator¿¿1144¿v73¿¿¿{"start":{"line":121,"column":26},"end":{"line":121,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
1038¿ObjectExpression¿¿1144¿¿¿¿{"start":{"line":121,"column":26},"end":{"line":121,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ObjectExpression
1039¿Property¿¿1144¿¿¿¿{"start":{"line":121,"column":28},"end":{"line":121,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Property
1040¿Literal¿string¿1144¿¿'Content-Length'¿¿{"start":{"line":121,"column":28},"end":{"line":121,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
1041¿Literal¿number¿1144¿¿0¿¿{"start":{"line":121,"column":46},"end":{"line":121,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
1042¿VariableDeclarator¿¿1144¿v74¿¿¿{"start":{"line":121,"column":8},"end":{"line":121,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
1043¿CallExpression¿¿1144¿¿¿¿{"start":{"line":121,"column":8},"end":{"line":121,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
1044¿Identifier¿¿1144¿respond¿¿¿{"start":{"line":121,"column":8},"end":{"line":121,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1045¿Identifier¿¿1144¿res¿¿¿{"start":{"line":121,"column":16},"end":{"line":121,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1046¿Literal¿number¿1144¿¿500¿¿{"start":{"line":121,"column":21},"end":{"line":121,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
1047¿Identifier¿¿1144¿v73¿¿¿¿¿Identifier
1048¿ExpressionStatement¿¿1144¿¿¿¿{"start":{"line":121,"column":8},"end":{"line":121,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ExpressionStatement
1049¿Identifier¿¿1144¿v74¿¿¿¿¿Identifier
1050¿BlockStatement¿¿1144¿¿¿¿{"start":{"line":120,"column":33},"end":{"line":122,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿BlockStatement
1051¿VariableDeclarator¿¿1144¿v75¿¿¿{"start":{"line":123,"column":44},"end":{"line":123,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
1052¿CallExpression¿¿1144¿¿¿¿{"start":{"line":123,"column":44},"end":{"line":123,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
1053¿Identifier¿¿1144¿getMimeType¿¿¿{"start":{"line":123,"column":44},"end":{"line":123,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1054¿Identifier¿¿1144¿requestPath¿¿¿{"start":{"line":123,"column":56},"end":{"line":123,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1055¿VariableDeclarator¿¿1144¿v76¿¿¿{"start":{"line":123,"column":88},"end":{"line":123,"column":99},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
