Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
6996¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":848,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Program
9550¿ExpressionStatement¿¿12366¿¿¿¿{"start":{"line":411,"column":12},"end":{"line":411,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
9551¿AssignmentExpression¿=¿12366¿¿¿¿{"start":{"line":411,"column":12},"end":{"line":411,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿AssignmentExpression
9552¿Identifier¿¿12366¿options¿¿¿{"start":{"line":411,"column":2},"end":{"line":411,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9553¿Identifier¿¿12366¿v1028¿¿¿¿¿Identifier
9554¿BlockStatement¿¿12366¿¿¿¿¿¿BlockStatement
9555¿ExpressionStatement¿¿12366¿¿¿¿{"start":{"line":411,"column":12},"end":{"line":411,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
9556¿AssignmentExpression¿=¿12366¿¿¿¿{"start":{"line":411,"column":12},"end":{"line":411,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿AssignmentExpression
9557¿Identifier¿¿12366¿options¿¿¿{"start":{"line":411,"column":2},"end":{"line":411,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9558¿Identifier¿¿12366¿v1029¿¿¿¿¿Identifier
9559¿BlockStatement¿¿12366¿¿¿¿¿¿BlockStatement
9560¿TryStatement¿¿12366¿¿¿¿{"start":{"line":413,"column":2},"end":{"line":424,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿TryStatement
9561¿VariableDeclarator¿¿12366¿v1030¿¿¿{"start":{"line":415,"column":19},"end":{"line":415,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
9562¿ObjectExpression¿¿12366¿¿¿¿{"start":{"line":415,"column":19},"end":{"line":415,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ObjectExpression
9563¿VariableDeclarator¿¿12366¿v1038¿¿¿{"start":{"line":415,"column":32},"end":{"line":421,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
9564¿FunctionExpression¿¿12366¿anon¿¿¿{"start":{"line":415,"column":32},"end":{"line":421,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿FunctionExpression
9565¿Identifier¿¿0¿err¿¿¿{"start":{"line":415,"column":41},"end":{"line":415,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9566¿Identifier¿¿0¿sha¿¿¿{"start":{"line":415,"column":46},"end":{"line":415,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9567¿IfStatement¿¿12371¿¿¿¿{"start":{"line":416,"column":6},"end":{"line":416,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿IfStatement
9568¿Identifier¿¿12371¿err¿¿¿{"start":{"line":416,"column":9},"end":{"line":416,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9569¿VariableDeclarator¿¿12371¿v1031¿¿¿{"start":{"line":416,"column":21},"end":{"line":416,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
9570¿CallExpression¿¿12371¿¿¿¿{"start":{"line":416,"column":21},"end":{"line":416,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
9571¿Identifier¿¿12371¿callback¿¿¿{"start":{"line":416,"column":21},"end":{"line":416,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9572¿Identifier¿¿12371¿err¿¿¿{"start":{"line":416,"column":30},"end":{"line":416,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9573¿Identifier¿¿12371¿sha¿¿¿{"start":{"line":416,"column":35},"end":{"line":416,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9574¿ReturnStatement¿¿12371¿¿¿¿{"start":{"line":416,"column":14},"end":{"line":416,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ReturnStatement
9575¿Identifier¿¿12371¿v1031¿¿¿¿¿Identifier
9576¿BlockStatement¿¿12371¿¿¿¿¿¿BlockStatement
9577¿VariableDeclarator¿¿12371¿v1032¿¿¿{"start":{"line":417,"column":17},"end":{"line":417,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
9578¿MemberExpression¿¿12371¿¿¿¿{"start":{"line":417,"column":17},"end":{"line":417,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
9579¿Identifier¿¿12371¿self¿¿¿{"start":{"line":417,"column":17},"end":{"line":417,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9580¿Identifier¿¿12371¿repository¿¿¿{"start":{"line":417,"column":22},"end":{"line":417,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9581¿VariableDeclarator¿¿12371¿v1033¿¿¿{"start":{"line":417,"column":46},"end":{"line":417,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
9582¿CallExpression¿¿12371¿¿¿¿{"start":{"line":417,"column":46},"end":{"line":417,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
9583¿Identifier¿¿12371¿flatten¿¿¿{"start":{"line":417,"column":46},"end":{"line":417,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9584¿Identifier¿¿12371¿paths¿¿¿{"start":{"line":417,"column":54},"end":{"line":417,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9585¿VariableDeclarator¿¿12371¿v1034¿¿¿{"start":{"line":417,"column":62},"end":{"line":417,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
9586¿MemberExpression¿computed¿12371¿¿¿¿{"start":{"line":417,"column":62},"end":{"line":417,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
9587¿Identifier¿¿12371¿options¿¿¿{"start":{"line":417,"column":62},"end":{"line":417,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9588¿Literal¿string¿12371¿¿'r'¿¿{"start":{"line":417,"column":70},"end":{"line":417,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
9589¿VariableDeclarator¿¿12371¿tree¿¿¿{"start":{"line":417,"column":10},"end":{"line":417,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
9590¿CallExpression¿¿12371¿¿¿¿{"start":{"line":417,"column":17},"end":{"line":417,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
9591¿MemberExpression¿¿12371¿¿¿¿{"start":{"line":417,"column":17},"end":{"line":417,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
9592¿Identifier¿¿12371¿v1032¿¿¿¿¿Identifier
9593¿Identifier¿¿12371¿ls_tree¿¿¿{"start":{"line":417,"column":33},"end":{"line":417,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9594¿Identifier¿¿12371¿sha¿¿¿{"start":{"line":417,"column":41},"end":{"line":417,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9595¿Identifier¿¿12371¿v1033¿¿¿¿¿Identifier
9596¿Identifier¿¿12371¿v1034¿¿¿¿¿Identifier
9597¿VariableDeclarator¿¿12371¿v1035¿¿¿{"start":{"line":418,"column":9},"end":{"line":418,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
9598¿BinaryExpression¿==¿12371¿¿¿¿{"start":{"line":418,"column":9},"end":{"line":418,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
9599¿Identifier¿¿12371¿tree¿¿¿{"start":{"line":418,"column":9},"end":{"line":418,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9600¿Literal¿string¿12371¿¿''¿¿{"start":{"line":418,"column":17},"end":{"line":418,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
9601¿IfStatement¿¿12371¿¿¿¿{"start":{"line":418,"column":6},"end":{"line":418,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿IfStatement
9602¿Identifier¿¿12371¿v1035¿¿¿¿¿Identifier
9603¿VariableDeclarator¿¿12371¿v1036¿¿¿{"start":{"line":418,"column":28},"end":{"line":418,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
9604¿CallExpression¿¿12371¿¿¿¿{"start":{"line":418,"column":28},"end":{"line":418,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
9605¿Identifier¿¿12371¿callback¿¿¿{"start":{"line":418,"column":28},"end":{"line":418,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9606¿Literal¿string¿12371¿¿'no such sha found'¿¿{"start":{"line":418,"column":37},"end":{"line":418,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
9607¿Literal¿object¿12371¿¿null¿¿{"start":{"line":418,"column":58},"end":{"line":418,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
9608¿ReturnStatement¿¿12371¿¿¿¿{"start":{"line":418,"column":21},"end":{"line":418,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ReturnStatement
9609¿Identifier¿¿12371¿v1036¿¿¿¿¿Identifier
9610¿BlockStatement¿¿12371¿¿¿¿¿¿BlockStatement
9611¿VariableDeclarator¿¿12371¿v1037¿¿¿{"start":{"line":420,"column":6},"end":{"line":420,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
9612¿CallExpression¿¿12371¿¿¿¿{"start":{"line":420,"column":6},"end":{"line":420,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
9613¿Identifier¿¿12371¿callback¿¿¿{"start":{"line":420,"column":6},"end":{"line":420,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9614¿Literal¿object¿12371¿¿null¿¿{"start":{"line":420,"column":15},"end":{"line":420,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
9615¿Identifier¿¿12371¿tree¿¿¿{"start":{"line":420,"column":21},"end":{"line":420,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9616¿ExpressionStatement¿¿12371¿¿¿¿{"start":{"line":420,"column":6},"end":{"line":420,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
9617¿Identifier¿¿12371¿v1037¿¿¿¿¿Identifier
9618¿BlockStatement¿¿12371¿¿¿¿{"start":{"line":415,"column":51},"end":{"line":421,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
9619¿VariableDeclarator¿¿12366¿v1039¿¿¿{"start":{"line":415,"column":4},"end":{"line":421,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
9620¿CallExpression¿¿12366¿¿¿¿{"start":{"line":415,"column":4},"end":{"line":421,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
9621¿MemberExpression¿¿12366¿¿¿¿{"start":{"line":415,"column":4},"end":{"line":415,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
9622¿ThisExpression¿¿12366¿¿¿¿{"start":{"line":415,"column":4},"end":{"line":415,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ThisExpression
9623¿Identifier¿¿12366¿rev_parse¿¿¿{"start":{"line":415,"column":9},"end":{"line":415,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9624¿Identifier¿¿12366¿v1030¿¿¿¿¿Identifier
9625¿Identifier¿¿12366¿treeish¿¿¿{"start":{"line":415,"column":23},"end":{"line":415,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9626¿Identifier¿¿12366¿v1038¿¿¿¿¿Identifier
9627¿ExpressionStatement¿¿12366¿¿¿¿{"start":{"line":415,"column":4},"end":{"line":421,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
9628¿Identifier¿¿12366¿v1039¿¿¿¿¿Identifier
9629¿BlockStatement¿¿12366¿¿¿¿{"start":{"line":413,"column":6},"end":{"line":422,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
9630¿CatchClause¿¿12366¿¿¿¿{"start":{"line":422,"column":4},"end":{"line":424,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CatchClause
9631¿VariableDeclarator¿¿12366¿v1040¿¿¿{"start":{"line":423,"column":4},"end":{"line":423,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
9632¿CallExpression¿¿12366¿¿¿¿{"start":{"line":423,"column":4},"end":{"line":423,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
9633¿Identifier¿¿12366¿callback¿¿¿{"start":{"line":423,"column":4},"end":{"line":423,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9634¿Identifier¿¿12366¿err¿¿¿{"start":{"line":423,"column":13},"end":{"line":423,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9635¿Literal¿object¿12366¿¿null¿¿{"start":{"line":423,"column":18},"end":{"line":423,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
9636¿ExpressionStatement¿¿12366¿¿¿¿{"start":{"line":423,"column":4},"end":{"line":423,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
9637¿Identifier¿¿12366¿v1040¿¿¿¿¿Identifier
9638¿BlockStatement¿¿12366¿¿¿¿{"start":{"line":422,"column":15},"end":{"line":424,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
9639¿Identifier¿¿12366¿err¿¿¿{"start":{"line":422,"column":10},"end":{"line":422,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9640¿BlockStatement¿¿12366¿¿¿¿{"start":{"line":405,"column":68},"end":{"line":425,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
9641¿ExpressionStatement¿¿12225¿¿¿¿{"start":{"line":405,"column":0},"end":{"line":425,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
9642¿AssignmentExpression¿=¿12225¿¿¿¿{"start":{"line":405,"column":0},"end":{"line":425,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿AssignmentExpression
9643¿MemberExpression¿¿12225¿¿¿¿{"start":{"line":405,"column":0},"end":{"line":405,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
9644¿Identifier¿¿12225¿v1020¿¿¿¿¿Identifier
9645¿Identifier¿¿12225¿ls_tree¿¿¿{"start":{"line":405,"column":14},"end":{"line":405,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9646¿Identifier¿¿12225¿v1041¿¿¿¿¿Identifier
9647¿VariableDeclarator¿¿12225¿v1042¿¿¿{"start":{"line":428,"column":0},"end":{"line":428,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
9648¿MemberExpression¿¿12225¿¿¿¿{"start":{"line":428,"column":0},"end":{"line":428,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
9649¿Identifier¿¿12225¿Git¿¿¿{"start":{"line":428,"column":0},"end":{"line":428,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9650¿Identifier¿¿12225¿prototype¿¿¿{"start":{"line":428,"column":4},"end":{"line":428,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9651¿VariableDeclarator¿¿12225¿v1051¿¿¿{"start":{"line":428,"column":0},"end":{"line":436,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
9652¿FunctionExpression¿¿12225¿anon¿¿¿{"start":{"line":428,"column":25},"end":{"line":436,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿FunctionExpression
9653¿Identifier¿¿0¿type¿¿¿{"start":{"line":428,"column":34},"end":{"line":428,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9654¿Identifier¿¿0¿ref¿¿¿{"start":{"line":428,"column":40},"end":{"line":428,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9655¿Identifier¿¿0¿callback¿¿¿{"start":{"line":428,"column":45},"end":{"line":428,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9656¿VariableDeclarator¿¿12376¿v1043¿¿¿{"start":{"line":429,"column":5},"end":{"line":429,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
9657¿BinaryExpression¿==¿12376¿¿¿¿{"start":{"line":429,"column":5},"end":{"line":429,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
9658¿Identifier¿¿12376¿type¿¿¿{"start":{"line":429,"column":5},"end":{"line":429,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9659¿Literal¿string¿12376¿¿'t'¿¿{"start":{"line":429,"column":13},"end":{"line":429,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
9660¿IfStatement¿¿12376¿¿¿¿{"start":{"line":429,"column":2},"end":{"line":435,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿IfStatement
9661¿Identifier¿¿12376¿v1043¿¿¿¿¿Identifier
9662¿VariableDeclarator¿¿12376¿v1044¿¿¿{"start":{"line":430,"column":4},"end":{"line":430,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
9663¿CallExpression¿¿12376¿¿¿¿{"start":{"line":430,"column":4},"end":{"line":430,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
9664¿MemberExpression¿¿12376¿¿¿¿{"start":{"line":430,"column":4},"end":{"line":430,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
9665¿ThisExpression¿¿12376¿¿¿¿{"start":{"line":430,"column":4},"end":{"line":430,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ThisExpression
9666¿Identifier¿¿12376¿file_type¿¿¿{"start":{"line":430,"column":9},"end":{"line":430,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9667¿Identifier¿¿12376¿ref¿¿¿{"start":{"line":430,"column":19},"end":{"line":430,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9668¿Identifier¿¿12376¿callback¿¿¿{"start":{"line":430,"column":24},"end":{"line":430,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9669¿ExpressionStatement¿¿12376¿¿¿¿{"start":{"line":430,"column":4},"end":{"line":430,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
9670¿Identifier¿¿12376¿v1044¿¿¿¿¿Identifier
9671¿BlockStatement¿¿12376¿¿¿¿{"start":{"line":429,"column":18},"end":{"line":431,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
9672¿VariableDeclarator¿¿12376¿v1045¿¿¿{"start":{"line":431,"column":12},"end":{"line":431,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
9673¿BinaryExpression¿==¿12376¿¿¿¿{"start":{"line":431,"column":12},"end":{"line":431,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
9674¿Identifier¿¿12376¿type¿¿¿{"start":{"line":431,"column":12},"end":{"line":431,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9675¿Literal¿string¿12376¿¿'s'¿¿{"start":{"line":431,"column":20},"end":{"line":431,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
9676¿IfStatement¿¿12376¿¿¿¿{"start":{"line":431,"column":9},"end":{"line":435,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿IfStatement
9677¿Identifier¿¿12376¿v1045¿¿¿¿¿Identifier
9678¿VariableDeclarator¿¿12376¿v1046¿¿¿{"start":{"line":432,"column":4},"end":{"line":432,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
9679¿CallExpression¿¿12376¿¿¿¿{"start":{"line":432,"column":4},"end":{"line":432,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
9680¿MemberExpression¿¿12376¿¿¿¿{"start":{"line":432,"column":4},"end":{"line":432,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
9681¿ThisExpression¿¿12376¿¿¿¿{"start":{"line":432,"column":4},"end":{"line":432,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ThisExpression
9682¿Identifier¿¿12376¿file_size¿¿¿{"start":{"line":432,"column":9},"end":{"line":432,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9683¿Identifier¿¿12376¿ref¿¿¿{"start":{"line":432,"column":19},"end":{"line":432,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9684¿Identifier¿¿12376¿callback¿¿¿{"start":{"line":432,"column":24},"end":{"line":432,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
9685¿ExpressionStatement¿¿12376¿¿¿¿{"start":{"line":432,"column":4},"end":{"line":432,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
