Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
600¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":80,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Program
856¿ForInStatement¿¿1060¿¿¿¿{"start":{"line":52,"column":12},"end":{"line":54,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ForInStatement
857¿Identifier¿¿1060¿name¿¿¿{"start":{"line":52,"column":21},"end":{"line":52,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
858¿Identifier¿¿1060¿_headers¿¿¿{"start":{"line":52,"column":29},"end":{"line":52,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
859¿VariableDeclarator¿¿1060¿v72¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
860¿MemberExpression¿computed¿1060¿¿¿¿{"start":{"line":53,"column":30},"end":{"line":53,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
861¿Identifier¿¿1060¿_headers¿¿¿{"start":{"line":53,"column":30},"end":{"line":53,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
862¿Identifier¿¿1060¿_name¿¿¿{"start":{"line":53,"column":39},"end":{"line":53,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
863¿ExpressionStatement¿¿1060¿¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
864¿AssignmentExpression¿=¿1060¿¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿AssignmentExpression
865¿MemberExpression¿computed¿1060¿¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
866¿Identifier¿¿1060¿headers¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
867¿Identifier¿¿1060¿name¿¿¿{"start":{"line":53,"column":22},"end":{"line":53,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
868¿Identifier¿¿1060¿v72¿¿¿¿¿Identifier
869¿BlockStatement¿¿1060¿¿¿¿{"start":{"line":52,"column":39},"end":{"line":54,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿BlockStatement
870¿VariableDeclarator¿¿1060¿v73¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
871¿CallExpression¿¿1060¿¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CallExpression
872¿MemberExpression¿¿1060¿¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
873¿Identifier¿¿1060¿response¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
874¿Identifier¿¿1060¿writeHead¿¿¿{"start":{"line":55,"column":21},"end":{"line":55,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
875¿Identifier¿¿1060¿statusCode¿¿¿{"start":{"line":55,"column":31},"end":{"line":55,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
876¿Identifier¿¿1060¿headers¿¿¿{"start":{"line":55,"column":43},"end":{"line":55,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
877¿ExpressionStatement¿¿1060¿¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
878¿Identifier¿¿1060¿v73¿¿¿¿¿Identifier
879¿VariableDeclarator¿¿1060¿v74¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
880¿CallExpression¿¿1060¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CallExpression
881¿MemberExpression¿¿1060¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
882¿Identifier¿¿1060¿response¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
883¿Identifier¿¿1060¿write¿¿¿{"start":{"line":56,"column":21},"end":{"line":56,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
884¿Identifier¿¿1060¿content¿¿¿{"start":{"line":56,"column":27},"end":{"line":56,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
885¿ExpressionStatement¿¿1060¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
886¿Identifier¿¿1060¿v74¿¿¿¿¿Identifier
887¿VariableDeclarator¿¿1060¿v75¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
888¿CallExpression¿¿1060¿¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CallExpression
889¿MemberExpression¿¿1060¿¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
890¿Identifier¿¿1060¿response¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
891¿Identifier¿¿1060¿end¿¿¿{"start":{"line":57,"column":21},"end":{"line":57,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
892¿ExpressionStatement¿¿1060¿¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
893¿Identifier¿¿1060¿v75¿¿¿¿¿Identifier
894¿BlockStatement¿¿1060¿¿¿¿{"start":{"line":39,"column":61},"end":{"line":58,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿BlockStatement
895¿VariableDeclarator¿¿1054¿v77¿¿¿{"start":{"line":39,"column":10},"end":{"line":58,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
896¿CallExpression¿¿1054¿¿¿¿{"start":{"line":39,"column":10},"end":{"line":58,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CallExpression
897¿MemberExpression¿¿1054¿¿¿¿{"start":{"line":39,"column":10},"end":{"line":39,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
898¿Identifier¿¿1054¿fs¿¿¿{"start":{"line":39,"column":10},"end":{"line":39,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
899¿Identifier¿¿1054¿readFile¿¿¿{"start":{"line":39,"column":13},"end":{"line":39,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
900¿Identifier¿¿1054¿filePath¿¿¿{"start":{"line":39,"column":22},"end":{"line":39,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
901¿Literal¿string¿1054¿¿'utf8'¿¿{"start":{"line":39,"column":32},"end":{"line":39,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Literal
902¿Identifier¿¿1054¿v76¿¿¿¿¿Identifier
903¿ExpressionStatement¿¿1054¿¿¿¿{"start":{"line":39,"column":10},"end":{"line":58,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
904¿Identifier¿¿1054¿v77¿¿¿¿¿Identifier
905¿BlockStatement¿¿1054¿¿¿¿{"start":{"line":36,"column":40},"end":{"line":59,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿BlockStatement
906¿VariableDeclarator¿¿1054¿v78¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
907¿CallExpression¿¿1054¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CallExpression
908¿MemberExpression¿¿1054¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
909¿Identifier¿¿1054¿response¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
910¿Identifier¿¿1054¿writeHead¿¿¿{"start":{"line":60,"column":19},"end":{"line":60,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
911¿Literal¿number¿1054¿¿200¿¿{"start":{"line":60,"column":29},"end":{"line":60,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Literal
912¿Identifier¿¿1054¿headers¿¿¿{"start":{"line":60,"column":34},"end":{"line":60,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
913¿ExpressionStatement¿¿1054¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
914¿Identifier¿¿1054¿v78¿¿¿¿¿Identifier
915¿VariableDeclarator¿¿1054¿readStream¿¿¿{"start":{"line":62,"column":14},"end":{"line":62,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
916¿CallExpression¿¿1054¿¿¿¿{"start":{"line":62,"column":27},"end":{"line":62,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CallExpression
917¿MemberExpression¿¿1054¿¿¿¿{"start":{"line":62,"column":27},"end":{"line":62,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
918¿Identifier¿¿1054¿fs¿¿¿{"start":{"line":62,"column":27},"end":{"line":62,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
919¿Identifier¿¿1054¿createReadStream¿¿¿{"start":{"line":62,"column":30},"end":{"line":62,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
920¿Identifier¿¿1054¿filePath¿¿¿{"start":{"line":62,"column":47},"end":{"line":62,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
921¿VariableDeclarator¿¿1054¿v80¿¿¿{"start":{"line":63,"column":32},"end":{"line":65,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
922¿FunctionExpression¿¿1054¿anon¿¿¿{"start":{"line":63,"column":32},"end":{"line":65,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿FunctionExpression
923¿Identifier¿¿0¿data¿¿¿{"start":{"line":63,"column":42},"end":{"line":63,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
924¿VariableDeclarator¿¿1065¿v79¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
925¿CallExpression¿¿1065¿¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CallExpression
926¿MemberExpression¿¿1065¿¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
927¿Identifier¿¿1065¿response¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
928¿Identifier¿¿1065¿write¿¿¿{"start":{"line":64,"column":21},"end":{"line":64,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
929¿Identifier¿¿1065¿data¿¿¿{"start":{"line":64,"column":27},"end":{"line":64,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
930¿ExpressionStatement¿¿1065¿¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
931¿Identifier¿¿1065¿v79¿¿¿¿¿Identifier
932¿BlockStatement¿¿1065¿¿¿¿{"start":{"line":63,"column":48},"end":{"line":65,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿BlockStatement
933¿VariableDeclarator¿¿1054¿v81¿¿¿{"start":{"line":63,"column":10},"end":{"line":65,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
934¿CallExpression¿¿1054¿¿¿¿{"start":{"line":63,"column":10},"end":{"line":65,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CallExpression
935¿MemberExpression¿¿1054¿¿¿¿{"start":{"line":63,"column":10},"end":{"line":63,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
936¿Identifier¿¿1054¿readStream¿¿¿{"start":{"line":63,"column":10},"end":{"line":63,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
937¿Identifier¿¿1054¿on¿¿¿{"start":{"line":63,"column":21},"end":{"line":63,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
938¿Literal¿string¿1054¿¿'data'¿¿{"start":{"line":63,"column":24},"end":{"line":63,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Literal
939¿Identifier¿¿1054¿v80¿¿¿¿¿Identifier
940¿ExpressionStatement¿¿1054¿¿¿¿{"start":{"line":63,"column":10},"end":{"line":65,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
941¿Identifier¿¿1054¿v81¿¿¿¿¿Identifier
942¿VariableDeclarator¿¿1054¿v83¿¿¿{"start":{"line":66,"column":31},"end":{"line":68,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
943¿FunctionExpression¿¿1054¿anon¿¿¿{"start":{"line":66,"column":31},"end":{"line":68,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿FunctionExpression
944¿VariableDeclarator¿¿1067¿v82¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
945¿CallExpression¿¿1067¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CallExpression
946¿MemberExpression¿¿1067¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
947¿Identifier¿¿1067¿response¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
948¿Identifier¿¿1067¿end¿¿¿{"start":{"line":67,"column":21},"end":{"line":67,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
949¿ExpressionStatement¿¿1067¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
950¿Identifier¿¿1067¿v82¿¿¿¿¿Identifier
951¿BlockStatement¿¿1067¿¿¿¿{"start":{"line":66,"column":43},"end":{"line":68,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿BlockStatement
952¿VariableDeclarator¿¿1054¿v84¿¿¿{"start":{"line":66,"column":10},"end":{"line":68,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
953¿CallExpression¿¿1054¿¿¿¿{"start":{"line":66,"column":10},"end":{"line":68,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CallExpression
954¿MemberExpression¿¿1054¿¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
955¿Identifier¿¿1054¿readStream¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
956¿Identifier¿¿1054¿on¿¿¿{"start":{"line":66,"column":21},"end":{"line":66,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
957¿Literal¿string¿1054¿¿'end'¿¿{"start":{"line":66,"column":24},"end":{"line":66,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Literal
958¿Identifier¿¿1054¿v83¿¿¿¿¿Identifier
959¿ExpressionStatement¿¿1054¿¿¿¿{"start":{"line":66,"column":10},"end":{"line":68,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
960¿Identifier¿¿1054¿v84¿¿¿¿¿Identifier
961¿BlockStatement¿¿1054¿¿¿¿{"start":{"line":59,"column":15},"end":{"line":69,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿BlockStatement
962¿BlockStatement¿¿1054¿¿¿¿{"start":{"line":23,"column":35},"end":{"line":70,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿BlockStatement
963¿VariableDeclarator¿¿1054¿v85¿¿¿{"start":{"line":71,"column":32},"end":{"line":71,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
964¿ObjectExpression¿¿1054¿¿¿¿{"start":{"line":71,"column":32},"end":{"line":71,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ObjectExpression
965¿VariableDeclarator¿¿1054¿v86¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
966¿CallExpression¿¿1054¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CallExpression
967¿MemberExpression¿¿1054¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
968¿Identifier¿¿1054¿response¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
969¿Identifier¿¿1054¿writeHead¿¿¿{"start":{"line":71,"column":17},"end":{"line":71,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
970¿Literal¿number¿1054¿¿404¿¿{"start":{"line":71,"column":27},"end":{"line":71,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Literal
971¿Identifier¿¿1054¿v85¿¿¿¿¿Identifier
972¿ExpressionStatement¿¿1054¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
973¿Identifier¿¿1054¿v86¿¿¿¿¿Identifier
974¿VariableDeclarator¿¿1054¿v87¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
975¿CallExpression¿¿1054¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CallExpression
976¿MemberExpression¿¿1054¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
977¿Identifier¿¿1054¿response¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
978¿Identifier¿¿1054¿write¿¿¿{"start":{"line":72,"column":17},"end":{"line":72,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
979¿Identifier¿¿1054¿filePath¿¿¿{"start":{"line":72,"column":23},"end":{"line":72,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
980¿ExpressionStatement¿¿1054¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
981¿Identifier¿¿1054¿v87¿¿¿¿¿Identifier
982¿VariableDeclarator¿¿1054¿v88¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
983¿CallExpression¿¿1054¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CallExpression
984¿MemberExpression¿¿1054¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
985¿Identifier¿¿1054¿response¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
986¿Identifier¿¿1054¿end¿¿¿{"start":{"line":73,"column":17},"end":{"line":73,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
987¿ExpressionStatement¿¿1054¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
988¿Identifier¿¿1054¿v88¿¿¿¿¿Identifier
