Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
905¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":132,"column":237},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Program
1190¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":71,"column":34},"end":{"line":71,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1191¿Identifier¿¿1575¿v99¿¿¿¿¿Identifier
1192¿Identifier¿¿1575¿concat¿¿¿{"start":{"line":71,"column":49},"end":{"line":71,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1193¿Identifier¿¿1575¿v102¿¿¿¿¿Identifier
1194¿VariableDeclarator¿¿1575¿v104¿¿¿{"start":{"line":71,"column":9},"end":{"line":71,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1195¿CallExpression¿¿1575¿¿¿¿{"start":{"line":71,"column":9},"end":{"line":71,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿CallExpression
1196¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":71,"column":9},"end":{"line":71,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1197¿Identifier¿¿1575¿handler¿¿¿{"start":{"line":71,"column":9},"end":{"line":71,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1198¿Identifier¿¿1575¿apply¿¿¿{"start":{"line":71,"column":17},"end":{"line":71,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1199¿Identifier¿¿1575¿undefined¿¿¿{"start":{"line":71,"column":23},"end":{"line":71,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1200¿Identifier¿¿1575¿v103¿¿¿¿¿Identifier
1201¿ReturnStatement¿¿1575¿¿¿¿{"start":{"line":71,"column":2},"end":{"line":71,"column":96},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ReturnStatement
1202¿Identifier¿¿1575¿v104¿¿¿¿¿Identifier
1203¿BlockStatement¿¿1575¿¿¿¿{"start":{"line":70,"column":29},"end":{"line":72,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿BlockStatement
1204¿VariableDeclarator¿exported¿1565¿validator¿¿¿{"start":{"line":81,"column":0},"end":{"line":83,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1205¿FunctionExpression¿¿1565¿anon¿¿¿{"start":{"line":81,"column":0},"end":{"line":83,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿FunctionExpression
1206¿Identifier¿¿0¿name¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1207¿Identifier¿¿0¿fn¿¿¿{"start":{"line":81,"column":25},"end":{"line":81,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1208¿VariableDeclarator¿¿1577¿v105¿¿¿{"start":{"line":82,"column":34},"end":{"line":82,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1209¿ArrayExpression¿¿1577¿¿¿¿{"start":{"line":82,"column":34},"end":{"line":82,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ArrayExpression
1210¿Literal¿string¿1577¿¿'validators'¿¿{"start":{"line":82,"column":35},"end":{"line":82,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Literal
1211¿VariableDeclarator¿¿1577¿v106¿¿¿{"start":{"line":82,"column":56},"end":{"line":82,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1212¿MemberExpression¿¿1577¿¿¿¿{"start":{"line":82,"column":56},"end":{"line":82,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1213¿Identifier¿¿1577¿Array¿¿¿{"start":{"line":82,"column":56},"end":{"line":82,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1214¿Identifier¿¿1577¿prototype¿¿¿{"start":{"line":82,"column":62},"end":{"line":82,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1215¿VariableDeclarator¿¿1577¿v107¿¿¿{"start":{"line":82,"column":56},"end":{"line":82,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1216¿MemberExpression¿¿1577¿¿¿¿{"start":{"line":82,"column":56},"end":{"line":82,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1217¿Identifier¿¿1577¿v106¿¿¿¿¿Identifier
1218¿Identifier¿¿1577¿slice¿¿¿{"start":{"line":82,"column":72},"end":{"line":82,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1219¿VariableDeclarator¿¿1577¿v108¿¿¿{"start":{"line":82,"column":56},"end":{"line":82,"column":93},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1220¿CallExpression¿¿1577¿¿¿¿{"start":{"line":82,"column":56},"end":{"line":82,"column":93},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿CallExpression
1221¿MemberExpression¿¿1577¿¿¿¿{"start":{"line":82,"column":56},"end":{"line":82,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1222¿Identifier¿¿1577¿v107¿¿¿¿¿Identifier
1223¿Identifier¿¿1577¿call¿¿¿{"start":{"line":82,"column":78},"end":{"line":82,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1224¿Identifier¿¿1577¿arguments¿¿¿{"start":{"line":82,"column":83},"end":{"line":82,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1225¿VariableDeclarator¿¿1577¿v109¿¿¿{"start":{"line":82,"column":34},"end":{"line":82,"column":94},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1226¿CallExpression¿¿1577¿¿¿¿{"start":{"line":82,"column":34},"end":{"line":82,"column":94},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿CallExpression
1227¿MemberExpression¿¿1577¿¿¿¿{"start":{"line":82,"column":34},"end":{"line":82,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1228¿Identifier¿¿1577¿v105¿¿¿¿¿Identifier
1229¿Identifier¿¿1577¿concat¿¿¿{"start":{"line":82,"column":49},"end":{"line":82,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1230¿Identifier¿¿1577¿v108¿¿¿¿¿Identifier
1231¿VariableDeclarator¿¿1577¿v110¿¿¿{"start":{"line":82,"column":9},"end":{"line":82,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1232¿CallExpression¿¿1577¿¿¿¿{"start":{"line":82,"column":9},"end":{"line":82,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿CallExpression
1233¿MemberExpression¿¿1577¿¿¿¿{"start":{"line":82,"column":9},"end":{"line":82,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1234¿Identifier¿¿1577¿handler¿¿¿{"start":{"line":82,"column":9},"end":{"line":82,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1235¿Identifier¿¿1577¿apply¿¿¿{"start":{"line":82,"column":17},"end":{"line":82,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1236¿Identifier¿¿1577¿undefined¿¿¿{"start":{"line":82,"column":23},"end":{"line":82,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1237¿Identifier¿¿1577¿v109¿¿¿¿¿Identifier
1238¿ReturnStatement¿¿1577¿¿¿¿{"start":{"line":82,"column":2},"end":{"line":82,"column":96},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ReturnStatement
1239¿Identifier¿¿1577¿v110¿¿¿¿¿Identifier
1240¿BlockStatement¿¿1577¿¿¿¿{"start":{"line":81,"column":29},"end":{"line":83,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿BlockStatement
1241¿VariableDeclarator¿exported¿1565¿middleware¿¿¿{"start":{"line":92,"column":0},"end":{"line":115,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1242¿FunctionExpression¿¿1565¿anon¿¿¿{"start":{"line":92,"column":0},"end":{"line":115,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿FunctionExpression
1243¿Identifier¿¿0¿schema¿¿¿{"start":{"line":92,"column":20},"end":{"line":92,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1244¿Identifier¿¿0¿options¿¿¿{"start":{"line":92,"column":28},"end":{"line":92,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1245¿VariableDeclarator¿¿1579¿v137¿¿¿{"start":{"line":93,"column":9},"end":{"line":114,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1246¿FunctionExpression¿¿1579¿anon¿¿¿{"start":{"line":93,"column":9},"end":{"line":114,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿FunctionExpression
1247¿Identifier¿¿0¿req¿¿¿{"start":{"line":93,"column":19},"end":{"line":93,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1248¿Identifier¿¿0¿res¿¿¿{"start":{"line":93,"column":24},"end":{"line":93,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1249¿Identifier¿¿0¿next¿¿¿{"start":{"line":93,"column":29},"end":{"line":93,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1250¿VariableDeclarator¿¿1581¿v111¿¿¿{"start":{"line":94,"column":18},"end":{"line":94,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1251¿UnaryExpression¿void¿1581¿¿¿¿{"start":{"line":94,"column":18},"end":{"line":94,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿UnaryExpression
1252¿Literal¿number¿1581¿¿0¿¿{"start":{"line":94,"column":23},"end":{"line":94,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Literal
1253¿VariableDeclarator¿¿1581¿_schema¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1254¿Identifier¿¿1581¿v111¿¿¿¿¿Identifier
1255¿VariableDeclarator¿¿1581¿v112¿¿¿{"start":{"line":97,"column":18},"end":{"line":97,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1256¿MemberExpression¿¿1581¿¿¿¿{"start":{"line":97,"column":18},"end":{"line":97,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1257¿Identifier¿¿1581¿schema¿¿¿{"start":{"line":97,"column":18},"end":{"line":97,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1258¿Identifier¿¿1581¿options¿¿¿{"start":{"line":97,"column":25},"end":{"line":97,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1259¿VariableDeclarator¿¿1581¿v113¿¿¿{"start":{"line":97,"column":8},"end":{"line":97,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1260¿LogicalExpression¿&&¿1581¿¿¿¿{"start":{"line":97,"column":8},"end":{"line":97,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿LogicalExpression
1261¿Identifier¿¿1581¿schema¿¿¿{"start":{"line":97,"column":8},"end":{"line":97,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1262¿Identifier¿¿1581¿v112¿¿¿¿¿Identifier
1263¿VariableDeclarator¿¿1581¿v114¿¿¿{"start":{"line":97,"column":36},"end":{"line":97,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1264¿MemberExpression¿¿1581¿¿¿¿{"start":{"line":97,"column":36},"end":{"line":97,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1265¿Identifier¿¿1581¿schema¿¿¿{"start":{"line":97,"column":36},"end":{"line":97,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1266¿Identifier¿¿1581¿options¿¿¿{"start":{"line":97,"column":43},"end":{"line":97,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1267¿VariableDeclarator¿¿1581¿v115¿¿¿{"start":{"line":97,"column":36},"end":{"line":97,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1268¿MemberExpression¿¿1581¿¿¿¿{"start":{"line":97,"column":36},"end":{"line":97,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1269¿Identifier¿¿1581¿v114¿¿¿¿¿Identifier
1270¿Identifier¿¿1581¿near¿¿¿{"start":{"line":97,"column":51},"end":{"line":97,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1271¿VariableDeclarator¿¿1581¿v116¿¿¿{"start":{"line":97,"column":8},"end":{"line":97,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1272¿LogicalExpression¿&&¿1581¿¿¿¿{"start":{"line":97,"column":8},"end":{"line":97,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿LogicalExpression
1273¿Identifier¿¿1581¿v113¿¿¿¿¿Identifier
1274¿Identifier¿¿1581¿v115¿¿¿¿¿Identifier
1275¿IfStatement¿¿1581¿¿¿¿{"start":{"line":97,"column":4},"end":{"line":101,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿IfStatement
1276¿Identifier¿¿1581¿v116¿¿¿¿¿Identifier
1277¿VariableDeclarator¿¿1581¿v117¿¿¿{"start":{"line":98,"column":34},"end":{"line":98,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1278¿MemberExpression¿¿1581¿¿¿¿{"start":{"line":98,"column":34},"end":{"line":98,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1279¿Identifier¿¿1581¿_querymenSchema2¿¿¿{"start":{"line":98,"column":34},"end":{"line":98,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1280¿Identifier¿¿1581¿default¿¿¿{"start":{"line":98,"column":51},"end":{"line":98,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1281¿VariableDeclarator¿¿1581¿v118¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1282¿BinaryExpression¿instanceof¿1581¿¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿BinaryExpression
1283¿Identifier¿¿1581¿schema¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1284¿Identifier¿¿1581¿v117¿¿¿¿¿Identifier
1285¿VariableDeclarator¿¿1581¿v119¿¿¿{"start":{"line":98,"column":61},"end":{"line":98,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1286¿MemberExpression¿¿1581¿¿¿¿{"start":{"line":98,"column":61},"end":{"line":98,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1287¿Identifier¿¿1581¿_lodash2¿¿¿{"start":{"line":98,"column":61},"end":{"line":98,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1288¿Identifier¿¿1581¿default¿¿¿{"start":{"line":98,"column":70},"end":{"line":98,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1289¿VariableDeclarator¿¿1581¿v120¿¿¿{"start":{"line":98,"column":61},"end":{"line":98,"column":91},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1290¿CallExpression¿¿1581¿¿¿¿{"start":{"line":98,"column":61},"end":{"line":98,"column":91},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿CallExpression
1291¿MemberExpression¿¿1581¿¿¿¿{"start":{"line":98,"column":61},"end":{"line":98,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1292¿Identifier¿¿1581¿v119¿¿¿¿¿Identifier
1293¿Identifier¿¿1581¿clone¿¿¿{"start":{"line":98,"column":78},"end":{"line":98,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1294¿Identifier¿¿1581¿schema¿¿¿{"start":{"line":98,"column":84},"end":{"line":98,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1295¿VariableDeclarator¿¿1581¿v121¿¿¿{"start":{"line":98,"column":94},"end":{"line":98,"column":139},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1296¿NewExpression¿¿1581¿¿¿¿{"start":{"line":98,"column":94},"end":{"line":98,"column":139},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿NewExpression
1297¿MemberExpression¿¿1581¿¿¿¿{"start":{"line":98,"column":98},"end":{"line":98,"column":122},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1298¿Identifier¿¿1581¿_querymenSchema2¿¿¿{"start":{"line":98,"column":98},"end":{"line":98,"column":114},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1299¿Identifier¿¿1581¿default¿¿¿{"start":{"line":98,"column":115},"end":{"line":98,"column":122},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1300¿Identifier¿¿1581¿schema¿¿¿{"start":{"line":98,"column":123},"end":{"line":98,"column":129},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1301¿Identifier¿¿1581¿options¿¿¿{"start":{"line":98,"column":131},"end":{"line":98,"column":138},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1302¿IfStatement¿¿1581¿¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":139},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿IfStatement
1303¿Identifier¿¿1581¿v118¿¿¿¿¿Identifier
1304¿ExpressionStatement¿¿1581¿¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":139},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ExpressionStatement
1305¿AssignmentExpression¿=¿1581¿¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":139},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿AssignmentExpression
1306¿Identifier¿¿1581¿_schema¿¿¿{"start":{"line":98,"column":6},"end":{"line":98,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1307¿Identifier¿¿1581¿v120¿¿¿¿¿Identifier
1308¿BlockStatement¿¿1581¿¿¿¿¿¿BlockStatement
1309¿ExpressionStatement¿¿1581¿¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":139},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ExpressionStatement
1310¿AssignmentExpression¿=¿1581¿¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":139},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿AssignmentExpression
1311¿Identifier¿¿1581¿_schema¿¿¿{"start":{"line":98,"column":6},"end":{"line":98,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1312¿Identifier¿¿1581¿v121¿¿¿¿¿Identifier
1313¿BlockStatement¿¿1581¿¿¿¿¿¿BlockStatement
1314¿BlockStatement¿¿1581¿¿¿¿{"start":{"line":97,"column":57},"end":{"line":99,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿BlockStatement
1315¿VariableDeclarator¿¿1581¿v122¿¿¿{"start":{"line":100,"column":34},"end":{"line":100,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1316¿MemberExpression¿¿1581¿¿¿¿{"start":{"line":100,"column":34},"end":{"line":100,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1317¿Identifier¿¿1581¿_querymenSchema2¿¿¿{"start":{"line":100,"column":34},"end":{"line":100,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1318¿Identifier¿¿1581¿default¿¿¿{"start":{"line":100,"column":51},"end":{"line":100,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1319¿VariableDeclarator¿¿1581¿v123¿¿¿{"start":{"line":100,"column":16},"end":{"line":100,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1320¿BinaryExpression¿instanceof¿1581¿¿¿¿{"start":{"line":100,"column":16},"end":{"line":100,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿BinaryExpression
1321¿Identifier¿¿1581¿schema¿¿¿{"start":{"line":100,"column":16},"end":{"line":100,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1322¿Identifier¿¿1581¿v122¿¿¿¿¿Identifier
1323¿VariableDeclarator¿¿1581¿v124¿¿¿{"start":{"line":100,"column":61},"end":{"line":100,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1324¿MemberExpression¿¿1581¿¿¿¿{"start":{"line":100,"column":61},"end":{"line":100,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1325¿Identifier¿¿1581¿_lodash2¿¿¿{"start":{"line":100,"column":61},"end":{"line":100,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1326¿Identifier¿¿1581¿default¿¿¿{"start":{"line":100,"column":70},"end":{"line":100,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1327¿VariableDeclarator¿¿1581¿v125¿¿¿{"start":{"line":100,"column":61},"end":{"line":100,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1328¿CallExpression¿¿1581¿¿¿¿{"start":{"line":100,"column":61},"end":{"line":100,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿CallExpression
1329¿MemberExpression¿¿1581¿¿¿¿{"start":{"line":100,"column":61},"end":{"line":100,"column":87},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1330¿Identifier¿¿1581¿v124¿¿¿¿¿Identifier
1331¿Identifier¿¿1581¿cloneDeep¿¿¿{"start":{"line":100,"column":78},"end":{"line":100,"column":87},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1332¿Identifier¿¿1581¿schema¿¿¿{"start":{"line":100,"column":88},"end":{"line":100,"column":94},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1333¿VariableDeclarator¿¿1581¿v126¿¿¿{"start":{"line":100,"column":98},"end":{"line":100,"column":143},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1334¿NewExpression¿¿1581¿¿¿¿{"start":{"line":100,"column":98},"end":{"line":100,"column":143},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿NewExpression
1335¿MemberExpression¿¿1581¿¿¿¿{"start":{"line":100,"column":102},"end":{"line":100,"column":126},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1336¿Identifier¿¿1581¿_querymenSchema2¿¿¿{"start":{"line":100,"column":102},"end":{"line":100,"column":118},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
