Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
983¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":139,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Program
1267¿CallExpression¿¿1707¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1268¿MemberExpression¿¿1707¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1269¿Identifier¿¿1707¿res¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1270¿Identifier¿¿1707¿end¿¿¿{"start":{"line":45,"column":12},"end":{"line":45,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1271¿ExpressionStatement¿¿1707¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1272¿Identifier¿¿1707¿v122¿¿¿¿¿Identifier
1273¿BlockStatement¿¿1707¿¿¿¿{"start":{"line":36,"column":52},"end":{"line":46,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1274¿VariableDeclarator¿¿1705¿v124¿¿¿{"start":{"line":36,"column":6},"end":{"line":46,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1275¿CallExpression¿¿1705¿¿¿¿{"start":{"line":36,"column":6},"end":{"line":46,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1276¿MemberExpression¿¿1705¿¿¿¿{"start":{"line":36,"column":6},"end":{"line":36,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1277¿Identifier¿¿1705¿fs¿¿¿{"start":{"line":36,"column":6},"end":{"line":36,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1278¿Identifier¿¿1705¿readFile¿¿¿{"start":{"line":36,"column":9},"end":{"line":36,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1279¿Identifier¿¿1705¿filepath¿¿¿{"start":{"line":36,"column":18},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1280¿Identifier¿¿1705¿v123¿¿¿¿¿Identifier
1281¿ExpressionStatement¿¿1705¿¿¿¿{"start":{"line":36,"column":6},"end":{"line":46,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1282¿Identifier¿¿1705¿v124¿¿¿¿¿Identifier
1283¿BlockStatement¿¿1705¿¿¿¿{"start":{"line":35,"column":16},"end":{"line":47,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1284¿VariableDeclarator¿¿1705¿v125¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1285¿CallExpression¿¿1705¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1286¿MemberExpression¿¿1705¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1287¿Identifier¿¿1705¿res¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1288¿Identifier¿¿1705¿writeHead¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1289¿Literal¿number¿1705¿¿404¿¿{"start":{"line":48,"column":20},"end":{"line":48,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1290¿ExpressionStatement¿¿1705¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1291¿Identifier¿¿1705¿v125¿¿¿¿¿Identifier
1292¿VariableDeclarator¿¿1705¿v126¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1293¿CallExpression¿¿1705¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1294¿MemberExpression¿¿1705¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1295¿Identifier¿¿1705¿res¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1296¿Identifier¿¿1705¿write¿¿¿{"start":{"line":49,"column":10},"end":{"line":49,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1297¿Literal¿string¿1705¿¿'404'¿¿{"start":{"line":49,"column":16},"end":{"line":49,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1298¿ExpressionStatement¿¿1705¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1299¿Identifier¿¿1705¿v126¿¿¿¿¿Identifier
1300¿VariableDeclarator¿¿1705¿v127¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1301¿CallExpression¿¿1705¿¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1302¿MemberExpression¿¿1705¿¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1303¿Identifier¿¿1705¿res¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1304¿Identifier¿¿1705¿end¿¿¿{"start":{"line":50,"column":10},"end":{"line":50,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1305¿ExpressionStatement¿¿1705¿¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1306¿Identifier¿¿1705¿v127¿¿¿¿¿Identifier
1307¿BlockStatement¿¿1705¿¿¿¿{"start":{"line":47,"column":11},"end":{"line":51,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1308¿BlockStatement¿¿1705¿¿¿¿{"start":{"line":34,"column":39},"end":{"line":52,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1309¿VariableDeclarator¿¿1703¿v129¿¿¿{"start":{"line":34,"column":2},"end":{"line":52,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1310¿CallExpression¿¿1703¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":52,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1311¿MemberExpression¿¿1703¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1312¿Identifier¿¿1703¿fs¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1313¿Identifier¿¿1703¿exists¿¿¿{"start":{"line":34,"column":5},"end":{"line":34,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1314¿Identifier¿¿1703¿filepath¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1315¿Identifier¿¿1703¿v128¿¿¿¿¿Identifier
1316¿ExpressionStatement¿¿1703¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":52,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1317¿Identifier¿¿1703¿v129¿¿¿¿¿Identifier
1318¿BlockStatement¿¿1703¿¿¿¿{"start":{"line":31,"column":24},"end":{"line":53,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1319¿VariableDeclarator¿¿1700¿bundle¿¿¿{"start":{"line":55,"column":0},"end":{"line":70,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1320¿FunctionExpression¿¿1700¿anon¿¿¿{"start":{"line":55,"column":0},"end":{"line":70,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿FunctionExpression
1321¿Identifier¿¿0¿req¿¿¿{"start":{"line":55,"column":16},"end":{"line":55,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1322¿Identifier¿¿0¿res¿¿¿{"start":{"line":55,"column":21},"end":{"line":55,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1323¿VariableDeclarator¿¿1711¿v130¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1324¿CallExpression¿¿1711¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1325¿MemberExpression¿¿1711¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1326¿Identifier¿¿1711¿res¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1327¿Identifier¿¿1711¿setHeader¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1328¿Literal¿string¿1711¿¿'content-type'¿¿{"start":{"line":56,"column":16},"end":{"line":56,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1329¿Literal¿string¿1711¿¿'text/javascript'¿¿{"start":{"line":56,"column":32},"end":{"line":56,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1330¿ExpressionStatement¿¿1711¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1331¿Identifier¿¿1711¿v130¿¿¿¿¿Identifier
1332¿VariableDeclarator¿¿1711¿v131¿¿¿{"start":{"line":57,"column":14},"end":{"line":57,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1333¿MemberExpression¿¿1711¿¿¿¿{"start":{"line":57,"column":14},"end":{"line":57,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1334¿Identifier¿¿1711¿program¿¿¿{"start":{"line":57,"column":14},"end":{"line":57,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1335¿Identifier¿¿1711¿bundler¿¿¿{"start":{"line":57,"column":22},"end":{"line":57,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1336¿VariableDeclarator¿¿1711¿v132¿¿¿{"start":{"line":57,"column":2},"end":{"line":57,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1337¿CallExpression¿¿1711¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":57,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1338¿MemberExpression¿¿1711¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":57,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1339¿Identifier¿¿1711¿console¿¿¿{"start":{"line":57,"column":2},"end":{"line":57,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1340¿Identifier¿¿1711¿log¿¿¿{"start":{"line":57,"column":10},"end":{"line":57,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1341¿Identifier¿¿1711¿v131¿¿¿¿¿Identifier
1342¿ExpressionStatement¿¿1711¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":57,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1343¿Identifier¿¿1711¿v132¿¿¿¿¿Identifier
1344¿VariableDeclarator¿¿1711¿v133¿¿¿{"start":{"line":59,"column":27},"end":{"line":59,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1345¿MemberExpression¿¿1711¿¿¿¿{"start":{"line":59,"column":27},"end":{"line":59,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1346¿Identifier¿¿1711¿program¿¿¿{"start":{"line":59,"column":27},"end":{"line":59,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1347¿Identifier¿¿1711¿bundler¿¿¿{"start":{"line":59,"column":35},"end":{"line":59,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1348¿VariableDeclarator¿¿1711¿v138¿¿¿{"start":{"line":59,"column":44},"end":{"line":69,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1349¿FunctionExpression¿¿1711¿anon¿¿¿{"start":{"line":59,"column":44},"end":{"line":69,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿FunctionExpression
1350¿Identifier¿¿0¿error¿¿¿{"start":{"line":59,"column":53},"end":{"line":59,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1351¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":59,"column":60},"end":{"line":59,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1352¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":59,"column":68},"end":{"line":59,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1353¿IfStatement¿¿1713¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":62,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿IfStatement
1354¿Identifier¿¿1713¿error¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1355¿VariableDeclarator¿¿1713¿v134¿¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1356¿CallExpression¿¿1713¿¿¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1357¿MemberExpression¿¿1713¿¿¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1358¿Identifier¿¿1713¿error¿¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1359¿Identifier¿¿1713¿toString¿¿¿{"start":{"line":61,"column":22},"end":{"line":61,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1360¿VariableDeclarator¿¿1713¿v135¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1361¿CallExpression¿¿1713¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1362¿MemberExpression¿¿1713¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1363¿Identifier¿¿1713¿res¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1364¿Identifier¿¿1713¿write¿¿¿{"start":{"line":61,"column":10},"end":{"line":61,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1365¿Identifier¿¿1713¿v134¿¿¿¿¿Identifier
1366¿ExpressionStatement¿¿1713¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1367¿Identifier¿¿1713¿v135¿¿¿¿¿Identifier
1368¿BlockStatement¿¿1713¿¿¿¿{"start":{"line":60,"column":15},"end":{"line":62,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1369¿IfStatement¿¿1713¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":66,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿IfStatement
1370¿Identifier¿¿1713¿stderr¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1371¿VariableDeclarator¿¿1713¿v136¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1372¿CallExpression¿¿1713¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1373¿MemberExpression¿¿1713¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1374¿Identifier¿¿1713¿console¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1375¿Identifier¿¿1713¿error¿¿¿{"start":{"line":65,"column":14},"end":{"line":65,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1376¿Identifier¿¿1713¿stderr¿¿¿{"start":{"line":65,"column":20},"end":{"line":65,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1377¿ExpressionStatement¿¿1713¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1378¿Identifier¿¿1713¿v136¿¿¿¿¿Identifier
1379¿BlockStatement¿¿1713¿¿¿¿{"start":{"line":64,"column":16},"end":{"line":66,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1380¿VariableDeclarator¿¿1713¿v137¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1381¿CallExpression¿¿1713¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1382¿MemberExpression¿¿1713¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1383¿Identifier¿¿1713¿res¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1384¿Identifier¿¿1713¿end¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1385¿Identifier¿¿1713¿stdout¿¿¿{"start":{"line":68,"column":12},"end":{"line":68,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1386¿ExpressionStatement¿¿1713¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1387¿Identifier¿¿1713¿v137¿¿¿¿¿Identifier
1388¿BlockStatement¿¿1713¿¿¿¿{"start":{"line":59,"column":76},"end":{"line":69,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1389¿VariableDeclarator¿¿1711¿bundler¿¿¿{"start":{"line":59,"column":6},"end":{"line":69,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1390¿CallExpression¿¿1711¿¿¿¿{"start":{"line":59,"column":16},"end":{"line":69,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1391¿MemberExpression¿¿1711¿¿¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1392¿Identifier¿¿1711¿child¿¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1393¿Identifier¿¿1711¿exec¿¿¿{"start":{"line":59,"column":22},"end":{"line":59,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1394¿Identifier¿¿1711¿v133¿¿¿¿¿Identifier
1395¿Identifier¿¿1711¿v138¿¿¿¿¿Identifier
1396¿BlockStatement¿¿1711¿¿¿¿{"start":{"line":55,"column":26},"end":{"line":70,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1397¿VariableDeclarator¿¿1700¿index¿¿¿{"start":{"line":72,"column":0},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1398¿FunctionExpression¿¿1700¿anon¿¿¿{"start":{"line":72,"column":0},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿FunctionExpression
1399¿Identifier¿¿0¿req¿¿¿{"start":{"line":72,"column":15},"end":{"line":72,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1400¿Identifier¿¿0¿res¿¿¿{"start":{"line":72,"column":20},"end":{"line":72,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1401¿VariableDeclarator¿¿1717¿v142¿¿¿{"start":{"line":73,"column":26},"end":{"line":80,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1402¿FunctionExpression¿¿1717¿anon¿¿¿{"start":{"line":73,"column":26},"end":{"line":80,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿FunctionExpression
1403¿Identifier¿¿0¿exists¿¿¿{"start":{"line":73,"column":35},"end":{"line":73,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1404¿IfStatement¿¿1719¿¿¿¿{"start":{"line":74,"column":4},"end":{"line":79,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿IfStatement
1405¿Identifier¿¿1719¿exists¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1406¿VariableDeclarator¿¿1719¿v139¿¿¿{"start":{"line":75,"column":13},"end":{"line":75,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1407¿CallExpression¿¿1719¿¿¿¿{"start":{"line":75,"column":13},"end":{"line":75,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1408¿Identifier¿¿1719¿file¿¿¿{"start":{"line":75,"column":13},"end":{"line":75,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1409¿Identifier¿¿1719¿req¿¿¿{"start":{"line":75,"column":18},"end":{"line":75,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
