Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
753¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":173,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Program
1036¿MemberExpression¿¿1315¿¿¿¿{"start":{"line":134,"column":13},"end":{"line":134,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1037¿Identifier¿¿1315¿line¿¿¿{"start":{"line":134,"column":13},"end":{"line":134,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1038¿Identifier¿¿1315¿trim¿¿¿{"start":{"line":134,"column":18},"end":{"line":134,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1039¿VariableDeclarator¿¿1315¿v99¿¿¿{"start":{"line":134,"column":13},"end":{"line":134,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1040¿MemberExpression¿¿1315¿¿¿¿{"start":{"line":134,"column":13},"end":{"line":134,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1041¿Identifier¿¿1315¿v98¿¿¿¿¿Identifier
1042¿Identifier¿¿1315¿length¿¿¿{"start":{"line":134,"column":25},"end":{"line":134,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1043¿VariableDeclarator¿¿1315¿v100¿¿¿{"start":{"line":134,"column":13},"end":{"line":134,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1044¿BinaryExpression¿>¿1315¿¿¿¿{"start":{"line":134,"column":13},"end":{"line":134,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿BinaryExpression
1045¿Identifier¿¿1315¿v99¿¿¿¿¿Identifier
1046¿Literal¿number¿1315¿¿0¿¿{"start":{"line":134,"column":34},"end":{"line":134,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Literal
1047¿ReturnStatement¿¿1315¿¿¿¿{"start":{"line":134,"column":6},"end":{"line":134,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ReturnStatement
1048¿Identifier¿¿1315¿v100¿¿¿¿¿Identifier
1049¿BlockStatement¿¿1315¿¿¿¿{"start":{"line":133,"column":60},"end":{"line":135,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿BlockStatement
1050¿VariableDeclarator¿¿1313¿lines¿¿¿{"start":{"line":133,"column":10},"end":{"line":135,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1051¿CallExpression¿¿1313¿¿¿¿{"start":{"line":133,"column":18},"end":{"line":135,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿CallExpression
1052¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":133,"column":18},"end":{"line":133,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1053¿Identifier¿¿1313¿v97¿¿¿¿¿Identifier
1054¿Identifier¿¿1313¿filter¿¿¿{"start":{"line":133,"column":45},"end":{"line":133,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1055¿Identifier¿¿1313¿v101¿¿¿¿¿Identifier
1056¿VariableDeclarator¿¿1313¿v102¿¿¿{"start":{"line":137,"column":20},"end":{"line":137,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1057¿CallExpression¿¿1313¿¿¿¿{"start":{"line":137,"column":20},"end":{"line":137,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿CallExpression
1058¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":137,"column":20},"end":{"line":137,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1059¿Identifier¿¿1313¿lines¿¿¿{"start":{"line":137,"column":20},"end":{"line":137,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1060¿Identifier¿¿1313¿shift¿¿¿{"start":{"line":137,"column":26},"end":{"line":137,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1061¿VariableDeclarator¿¿1313¿v103¿¿¿{"start":{"line":137,"column":20},"end":{"line":137,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1062¿CallExpression¿¿1313¿¿¿¿{"start":{"line":137,"column":20},"end":{"line":137,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿CallExpression
1063¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":137,"column":20},"end":{"line":137,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1064¿Identifier¿¿1313¿v102¿¿¿¿¿Identifier
1065¿Identifier¿¿1313¿trim¿¿¿{"start":{"line":137,"column":34},"end":{"line":137,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1066¿VariableDeclarator¿¿1313¿matches¿¿¿{"start":{"line":137,"column":10},"end":{"line":137,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1067¿CallExpression¿¿1313¿¿¿¿{"start":{"line":137,"column":20},"end":{"line":137,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿CallExpression
1068¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":137,"column":20},"end":{"line":137,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1069¿Identifier¿¿1313¿v103¿¿¿¿¿Identifier
1070¿Identifier¿¿1313¿match¿¿¿{"start":{"line":137,"column":41},"end":{"line":137,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1071¿Literal¿object¿1313¿¿/(\w+\s*)/g¿¿{"start":{"line":137,"column":47},"end":{"line":137,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Literal
1072¿VariableDeclarator¿¿1313¿v104¿¿¿{"start":{"line":138,"column":8},"end":{"line":138,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1073¿UnaryExpression¿!¿1313¿¿¿¿{"start":{"line":138,"column":8},"end":{"line":138,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿UnaryExpression
1074¿Identifier¿¿1313¿matches¿¿¿{"start":{"line":138,"column":9},"end":{"line":138,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1075¿IfStatement¿¿1313¿¿¿¿{"start":{"line":138,"column":4},"end":{"line":140,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿IfStatement
1076¿Identifier¿¿1313¿v104¿¿¿¿¿Identifier
1077¿VariableDeclarator¿¿1313¿v105¿¿¿{"start":{"line":139,"column":13},"end":{"line":139,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1078¿ArrayExpression¿¿1313¿¿¿¿{"start":{"line":139,"column":13},"end":{"line":139,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ArrayExpression
1079¿ReturnStatement¿¿1313¿¿¿¿{"start":{"line":139,"column":6},"end":{"line":139,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ReturnStatement
1080¿Identifier¿¿1313¿v105¿¿¿¿¿Identifier
1081¿BlockStatement¿¿1313¿¿¿¿{"start":{"line":138,"column":18},"end":{"line":140,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿BlockStatement
1082¿VariableDeclarator¿¿1313¿ranges¿¿¿{"start":{"line":141,"column":10},"end":{"line":141,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1083¿ArrayExpression¿¿1313¿¿¿¿{"start":{"line":141,"column":19},"end":{"line":141,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ArrayExpression
1084¿VariableDeclarator¿¿1313¿v115¿¿¿{"start":{"line":142,"column":32},"end":{"line":156,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1085¿ArrowFunctionExpression¿¿1313¿¿¿¿{"start":{"line":142,"column":32},"end":{"line":156,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ArrowFunctionExpression
1086¿Identifier¿¿0¿col¿¿¿{"start":{"line":142,"column":33},"end":{"line":142,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1087¿Identifier¿¿0¿i¿¿¿{"start":{"line":142,"column":38},"end":{"line":142,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1088¿VariableDeclarator¿¿1318¿range¿¿¿{"start":{"line":143,"column":12},"end":{"line":143,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1089¿ArrayExpression¿¿1318¿¿¿¿{"start":{"line":143,"column":20},"end":{"line":143,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ArrayExpression
1090¿VariableDeclarator¿¿1318¿v106¿¿¿{"start":{"line":145,"column":10},"end":{"line":145,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1091¿BinaryExpression¿===¿1318¿¿¿¿{"start":{"line":145,"column":10},"end":{"line":145,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿BinaryExpression
1092¿Identifier¿¿1318¿i¿¿¿{"start":{"line":145,"column":10},"end":{"line":145,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1093¿Literal¿number¿1318¿¿0¿¿{"start":{"line":145,"column":16},"end":{"line":145,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Literal
1094¿IfStatement¿¿1318¿¿¿¿{"start":{"line":145,"column":6},"end":{"line":151,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿IfStatement
1095¿Identifier¿¿1318¿v106¿¿¿¿¿Identifier
1096¿ExpressionStatement¿¿1318¿¿¿¿{"start":{"line":146,"column":8},"end":{"line":146,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ExpressionStatement
1097¿AssignmentExpression¿=¿1318¿¿¿¿{"start":{"line":146,"column":8},"end":{"line":146,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿AssignmentExpression
1098¿MemberExpression¿computed¿1318¿¿¿¿{"start":{"line":146,"column":8},"end":{"line":146,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1099¿Identifier¿¿1318¿range¿¿¿{"start":{"line":146,"column":8},"end":{"line":146,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1100¿Literal¿number¿1318¿¿0¿¿{"start":{"line":146,"column":14},"end":{"line":146,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Literal
1101¿Literal¿number¿1318¿¿0¿¿{"start":{"line":146,"column":19},"end":{"line":146,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Literal
1102¿VariableDeclarator¿¿1318¿v107¿¿¿{"start":{"line":147,"column":8},"end":{"line":147,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1103¿MemberExpression¿¿1318¿¿¿¿{"start":{"line":147,"column":19},"end":{"line":147,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1104¿Identifier¿¿1318¿col¿¿¿{"start":{"line":147,"column":19},"end":{"line":147,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1105¿Identifier¿¿1318¿length¿¿¿{"start":{"line":147,"column":23},"end":{"line":147,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1106¿ExpressionStatement¿¿1318¿¿¿¿{"start":{"line":147,"column":8},"end":{"line":147,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ExpressionStatement
1107¿AssignmentExpression¿=¿1318¿¿¿¿{"start":{"line":147,"column":8},"end":{"line":147,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿AssignmentExpression
1108¿MemberExpression¿computed¿1318¿¿¿¿{"start":{"line":147,"column":8},"end":{"line":147,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1109¿Identifier¿¿1318¿range¿¿¿{"start":{"line":147,"column":8},"end":{"line":147,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1110¿Literal¿number¿1318¿¿1¿¿{"start":{"line":147,"column":14},"end":{"line":147,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Literal
1111¿Identifier¿¿1318¿v107¿¿¿¿¿Identifier
1112¿BlockStatement¿¿1318¿¿¿¿{"start":{"line":145,"column":19},"end":{"line":148,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿BlockStatement
1113¿VariableDeclarator¿¿1318¿v108¿¿¿{"start":{"line":149,"column":26},"end":{"line":149,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1114¿BinaryExpression¿-¿1318¿¿¿¿{"start":{"line":149,"column":26},"end":{"line":149,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿BinaryExpression
1115¿Identifier¿¿1318¿i¿¿¿{"start":{"line":149,"column":26},"end":{"line":149,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1116¿Literal¿number¿1318¿¿1¿¿{"start":{"line":149,"column":30},"end":{"line":149,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Literal
1117¿VariableDeclarator¿¿1318¿v109¿¿¿{"start":{"line":149,"column":19},"end":{"line":149,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1118¿MemberExpression¿computed¿1318¿¿¿¿{"start":{"line":149,"column":19},"end":{"line":149,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1119¿Identifier¿¿1318¿ranges¿¿¿{"start":{"line":149,"column":19},"end":{"line":149,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1120¿Identifier¿¿1318¿v108¿¿¿¿¿Identifier
1121¿VariableDeclarator¿¿1318¿v110¿¿¿{"start":{"line":149,"column":8},"end":{"line":149,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1122¿MemberExpression¿computed¿1318¿¿¿¿{"start":{"line":149,"column":19},"end":{"line":149,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1123¿Identifier¿¿1318¿v109¿¿¿¿¿Identifier
1124¿Literal¿number¿1318¿¿1¿¿{"start":{"line":149,"column":33},"end":{"line":149,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Literal
1125¿ExpressionStatement¿¿1318¿¿¿¿{"start":{"line":149,"column":8},"end":{"line":149,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ExpressionStatement
1126¿AssignmentExpression¿=¿1318¿¿¿¿{"start":{"line":149,"column":8},"end":{"line":149,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿AssignmentExpression
1127¿MemberExpression¿computed¿1318¿¿¿¿{"start":{"line":149,"column":8},"end":{"line":149,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1128¿Identifier¿¿1318¿range¿¿¿{"start":{"line":149,"column":8},"end":{"line":149,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1129¿Literal¿number¿1318¿¿0¿¿{"start":{"line":149,"column":14},"end":{"line":149,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Literal
1130¿Identifier¿¿1318¿v110¿¿¿¿¿Identifier
1131¿VariableDeclarator¿¿1318¿v111¿¿¿{"start":{"line":150,"column":19},"end":{"line":150,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1132¿MemberExpression¿computed¿1318¿¿¿¿{"start":{"line":150,"column":19},"end":{"line":150,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1133¿Identifier¿¿1318¿range¿¿¿{"start":{"line":150,"column":19},"end":{"line":150,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1134¿Literal¿number¿1318¿¿0¿¿{"start":{"line":150,"column":25},"end":{"line":150,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Literal
1135¿VariableDeclarator¿¿1318¿v112¿¿¿{"start":{"line":150,"column":30},"end":{"line":150,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1136¿MemberExpression¿¿1318¿¿¿¿{"start":{"line":150,"column":30},"end":{"line":150,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1137¿Identifier¿¿1318¿col¿¿¿{"start":{"line":150,"column":30},"end":{"line":150,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1138¿Identifier¿¿1318¿length¿¿¿{"start":{"line":150,"column":34},"end":{"line":150,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1139¿ExpressionStatement¿¿1318¿¿¿¿{"start":{"line":150,"column":8},"end":{"line":150,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ExpressionStatement
1140¿AssignmentExpression¿=¿1318¿¿¿¿{"start":{"line":150,"column":8},"end":{"line":150,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿AssignmentExpression
1141¿MemberExpression¿computed¿1318¿¿¿¿{"start":{"line":150,"column":8},"end":{"line":150,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1142¿Identifier¿¿1318¿range¿¿¿{"start":{"line":150,"column":8},"end":{"line":150,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1143¿Literal¿number¿1318¿¿1¿¿{"start":{"line":150,"column":14},"end":{"line":150,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Literal
1144¿BinaryExpression¿+¿1318¿¿¿¿{"start":{"line":150,"column":19},"end":{"line":150,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿BinaryExpression
1145¿Identifier¿¿1318¿v111¿¿¿¿¿Identifier
1146¿Identifier¿¿1318¿v112¿¿¿¿¿Identifier
1147¿BlockStatement¿¿1318¿¿¿¿{"start":{"line":148,"column":13},"end":{"line":151,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿BlockStatement
1148¿VariableDeclarator¿¿1318¿v113¿¿¿{"start":{"line":153,"column":6},"end":{"line":153,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1149¿CallExpression¿¿1318¿¿¿¿{"start":{"line":153,"column":6},"end":{"line":153,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿CallExpression
1150¿MemberExpression¿¿1318¿¿¿¿{"start":{"line":153,"column":6},"end":{"line":153,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1151¿Identifier¿¿1318¿ranges¿¿¿{"start":{"line":153,"column":6},"end":{"line":153,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1152¿Identifier¿¿1318¿push¿¿¿{"start":{"line":153,"column":13},"end":{"line":153,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1153¿Identifier¿¿1318¿range¿¿¿{"start":{"line":153,"column":18},"end":{"line":153,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1154¿ExpressionStatement¿¿1318¿¿¿¿{"start":{"line":153,"column":6},"end":{"line":153,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ExpressionStatement
1155¿Identifier¿¿1318¿v113¿¿¿¿¿Identifier
1156¿VariableDeclarator¿¿1318¿v114¿¿¿{"start":{"line":155,"column":13},"end":{"line":155,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1157¿CallExpression¿¿1318¿¿¿¿{"start":{"line":155,"column":13},"end":{"line":155,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿CallExpression
1158¿MemberExpression¿¿1318¿¿¿¿{"start":{"line":155,"column":13},"end":{"line":155,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1159¿Identifier¿¿1318¿col¿¿¿{"start":{"line":155,"column":13},"end":{"line":155,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1160¿Identifier¿¿1318¿trim¿¿¿{"start":{"line":155,"column":17},"end":{"line":155,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1161¿ReturnStatement¿¿1318¿¿¿¿{"start":{"line":155,"column":6},"end":{"line":155,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ReturnStatement
1162¿Identifier¿¿1318¿v114¿¿¿¿¿Identifier
1163¿BlockStatement¿¿1318¿¿¿¿{"start":{"line":142,"column":44},"end":{"line":156,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿BlockStatement
1164¿VariableDeclarator¿¿1313¿headers¿¿¿{"start":{"line":142,"column":10},"end":{"line":156,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1165¿CallExpression¿¿1313¿¿¿¿{"start":{"line":142,"column":20},"end":{"line":156,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿CallExpression
1166¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":142,"column":20},"end":{"line":142,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1167¿Identifier¿¿1313¿matches¿¿¿{"start":{"line":142,"column":20},"end":{"line":142,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1168¿Identifier¿¿1313¿map¿¿¿{"start":{"line":142,"column":28},"end":{"line":142,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1169¿Identifier¿¿1313¿v115¿¿¿¿¿Identifier
1170¿VariableDeclarator¿¿1313¿v116¿¿¿{"start":{"line":157,"column":11},"end":{"line":157,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1171¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":157,"column":11},"end":{"line":157,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1172¿Identifier¿¿1313¿ranges¿¿¿{"start":{"line":157,"column":11},"end":{"line":157,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1173¿Identifier¿¿1313¿length¿¿¿{"start":{"line":157,"column":18},"end":{"line":157,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1174¿VariableDeclarator¿¿1313¿v117¿¿¿{"start":{"line":157,"column":11},"end":{"line":157,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1175¿BinaryExpression¿-¿1313¿¿¿¿{"start":{"line":157,"column":11},"end":{"line":157,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿BinaryExpression
1176¿Identifier¿¿1313¿v116¿¿¿¿¿Identifier
1177¿Literal¿number¿1313¿¿1¿¿{"start":{"line":157,"column":27},"end":{"line":157,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Literal
1178¿VariableDeclarator¿¿1313¿v118¿¿¿{"start":{"line":157,"column":4},"end":{"line":157,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
