Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
8590¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":1387,"column":4},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Program
13371¿Identifier¿¿15494¿param¿¿¿{"start":{"line":904,"column":18},"end":{"line":904,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13372¿Identifier¿¿15494¿conversions¿¿¿{"start":{"line":904,"column":24},"end":{"line":904,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13373¿VariableDeclarator¿¿15494¿v1689¿¿¿{"start":{"line":904,"column":18},"end":{"line":904,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13374¿CallExpression¿¿15494¿¿¿¿{"start":{"line":904,"column":18},"end":{"line":904,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿CallExpression
13375¿MemberExpression¿¿15494¿¿¿¿{"start":{"line":904,"column":18},"end":{"line":904,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
13376¿Identifier¿¿15494¿v1688¿¿¿¿¿Identifier
13377¿Identifier¿¿15494¿splice¿¿¿{"start":{"line":904,"column":36},"end":{"line":904,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13378¿Identifier¿¿15494¿t¿¿¿{"start":{"line":904,"column":43},"end":{"line":904,"column":44},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13379¿Literal¿number¿15494¿¿1¿¿{"start":{"line":904,"column":46},"end":{"line":904,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
13380¿ExpressionStatement¿¿15494¿¿¿¿{"start":{"line":904,"column":18},"end":{"line":904,"column":49},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
13381¿Identifier¿¿15494¿v1689¿¿¿¿¿Identifier
13382¿VariableDeclarator¿¿15494¿v1690¿¿¿{"start":{"line":905,"column":18},"end":{"line":905,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13383¿UpdateExpression¿¿15494¿¿¿¿{"start":{"line":905,"column":18},"end":{"line":905,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿UpdateExpression
13384¿Identifier¿¿15494¿t¿¿¿{"start":{"line":905,"column":18},"end":{"line":905,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13385¿ExpressionStatement¿¿15494¿¿¿¿{"start":{"line":905,"column":18},"end":{"line":905,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
13386¿Identifier¿¿15494¿v1690¿¿¿¿¿Identifier
13387¿BreakStatement¿¿15494¿¿¿¿{"start":{"line":906,"column":18},"end":{"line":906,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BreakStatement
13388¿BlockStatement¿¿15494¿¿¿¿{"start":{"line":901,"column":70},"end":{"line":907,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BlockStatement
13389¿VariableDeclarator¿¿15494¿v1675¿¿¿{"start":{"line":895,"column":53},"end":{"line":895,"column":56},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13390¿UpdateExpression¿¿15494¿¿¿¿{"start":{"line":895,"column":53},"end":{"line":895,"column":56},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿UpdateExpression
13391¿Identifier¿¿15494¿j¿¿¿{"start":{"line":895,"column":53},"end":{"line":895,"column":54},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13392¿ExpressionStatement¿¿15494¿¿¿¿{"start":{"line":895,"column":14},"end":{"line":908,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
13393¿AssignmentExpression¿=¿15494¿¿¿¿{"start":{"line":895,"column":14},"end":{"line":908,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿AssignmentExpression
13394¿Identifier¿¿15494¿v1674¿¿¿{"start":{"line":895,"column":14},"end":{"line":908,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13395¿BinaryExpression¿<¿15494¿¿¿¿{"start":{"line":895,"column":30},"end":{"line":895,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
13396¿Identifier¿¿15494¿j¿¿¿{"start":{"line":895,"column":30},"end":{"line":895,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13397¿Identifier¿¿15494¿v1673¿¿¿¿¿Identifier
13398¿BlockStatement¿¿15494¿¿¿¿¿¿BlockStatement
13399¿BlockStatement¿¿15494¿¿¿¿{"start":{"line":892,"column":38},"end":{"line":909,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BlockStatement
13400¿VariableDeclarator¿¿15494¿v1691¿¿¿{"start":{"line":910,"column":12},"end":{"line":910,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13401¿UpdateExpression¿¿15494¿¿¿¿{"start":{"line":910,"column":12},"end":{"line":910,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿UpdateExpression
13402¿Identifier¿¿15494¿t¿¿¿{"start":{"line":910,"column":12},"end":{"line":910,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13403¿ExpressionStatement¿¿15494¿¿¿¿{"start":{"line":910,"column":12},"end":{"line":910,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
13404¿Identifier¿¿15494¿v1691¿¿¿¿¿Identifier
13405¿ExpressionStatement¿¿15494¿¿¿¿{"start":{"line":891,"column":10},"end":{"line":911,"column":11},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
13406¿AssignmentExpression¿=¿15494¿¿¿¿{"start":{"line":891,"column":10},"end":{"line":911,"column":11},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿AssignmentExpression
13407¿Identifier¿¿15494¿v1669¿¿¿{"start":{"line":891,"column":10},"end":{"line":911,"column":11},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13408¿BinaryExpression¿<¿15494¿¿¿¿{"start":{"line":891,"column":17},"end":{"line":891,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
13409¿Identifier¿¿15494¿t¿¿¿{"start":{"line":891,"column":17},"end":{"line":891,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13410¿Identifier¿¿15494¿v1668¿¿¿¿¿Identifier
13411¿BlockStatement¿¿15494¿¿¿¿{"start":{"line":891,"column":41},"end":{"line":911,"column":11},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BlockStatement
13412¿BlockStatement¿¿15494¿¿¿¿{"start":{"line":886,"column":31},"end":{"line":912,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BlockStatement
13413¿VariableDeclarator¿¿15494¿v1662¿¿¿{"start":{"line":883,"column":41},"end":{"line":883,"column":44},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13414¿UpdateExpression¿¿15494¿¿¿¿{"start":{"line":883,"column":41},"end":{"line":883,"column":44},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿UpdateExpression
13415¿Identifier¿¿15494¿i¿¿¿{"start":{"line":883,"column":41},"end":{"line":883,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13416¿ExpressionStatement¿¿15494¿¿¿¿{"start":{"line":883,"column":6},"end":{"line":913,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
13417¿AssignmentExpression¿=¿15494¿¿¿¿{"start":{"line":883,"column":6},"end":{"line":913,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿AssignmentExpression
13418¿Identifier¿¿15494¿v1661¿¿¿{"start":{"line":883,"column":6},"end":{"line":913,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13419¿BinaryExpression¿<¿15494¿¿¿¿{"start":{"line":883,"column":18},"end":{"line":883,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
13420¿Identifier¿¿15494¿i¿¿¿{"start":{"line":883,"column":18},"end":{"line":883,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13421¿Identifier¿¿15494¿v1660¿¿¿¿¿Identifier
13422¿BlockStatement¿¿15494¿¿¿¿¿¿BlockStatement
13423¿ReturnStatement¿¿15494¿¿¿¿{"start":{"line":915,"column":6},"end":{"line":915,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ReturnStatement
13424¿Identifier¿¿15494¿signatures¿¿¿{"start":{"line":915,"column":13},"end":{"line":915,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13425¿BlockStatement¿¿15494¿¿¿¿{"start":{"line":829,"column":44},"end":{"line":916,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BlockStatement
13426¿VariableDeclarator¿¿15329¿filterAnyTypeSignatures¿¿¿{"start":{"line":923,"column":4},"end":{"line":933,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13427¿FunctionExpression¿¿15329¿anon¿¿¿{"start":{"line":923,"column":4},"end":{"line":933,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿FunctionExpression
13428¿Identifier¿¿0¿signatures¿¿¿{"start":{"line":923,"column":38},"end":{"line":923,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13429¿VariableDeclarator¿¿15513¿filtered¿¿¿{"start":{"line":924,"column":10},"end":{"line":924,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13430¿ArrayExpression¿¿15513¿¿¿¿{"start":{"line":924,"column":21},"end":{"line":924,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ArrayExpression
13431¿VariableDeclarator¿¿15513¿i¿¿¿{"start":{"line":926,"column":15},"end":{"line":926,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13432¿Literal¿number¿15513¿¿0¿¿{"start":{"line":926,"column":19},"end":{"line":926,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
13433¿VariableDeclarator¿¿15513¿v1692¿¿¿{"start":{"line":926,"column":26},"end":{"line":926,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13434¿MemberExpression¿¿15513¿¿¿¿{"start":{"line":926,"column":26},"end":{"line":926,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
13435¿Identifier¿¿15513¿signatures¿¿¿{"start":{"line":926,"column":26},"end":{"line":926,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13436¿Identifier¿¿15513¿length¿¿¿{"start":{"line":926,"column":37},"end":{"line":926,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13437¿VariableDeclarator¿¿15513¿v1693¿¿¿{"start":{"line":926,"column":22},"end":{"line":926,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13438¿BinaryExpression¿<¿15513¿¿¿¿{"start":{"line":926,"column":22},"end":{"line":926,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
13439¿Identifier¿¿15513¿i¿¿¿{"start":{"line":926,"column":22},"end":{"line":926,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13440¿Identifier¿¿15513¿v1692¿¿¿¿¿Identifier
13441¿WhileStatement¿¿15513¿¿¿¿{"start":{"line":926,"column":6},"end":{"line":930,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿WhileStatement
13442¿Identifier¿¿15513¿v1693¿¿¿¿¿Identifier
13443¿VariableDeclarator¿¿15513¿v1695¿¿¿{"start":{"line":927,"column":12},"end":{"line":927,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13444¿MemberExpression¿computed¿15513¿¿¿¿{"start":{"line":927,"column":12},"end":{"line":927,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
13445¿Identifier¿¿15513¿signatures¿¿¿{"start":{"line":927,"column":12},"end":{"line":927,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13446¿Identifier¿¿15513¿i¿¿¿{"start":{"line":927,"column":23},"end":{"line":927,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13447¿VariableDeclarator¿¿15513¿v1696¿¿¿{"start":{"line":927,"column":12},"end":{"line":927,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13448¿MemberExpression¿¿15513¿¿¿¿{"start":{"line":927,"column":12},"end":{"line":927,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
13449¿Identifier¿¿15513¿v1695¿¿¿¿¿Identifier
13450¿Identifier¿¿15513¿anyType¿¿¿{"start":{"line":927,"column":26},"end":{"line":927,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13451¿IfStatement¿¿15513¿¿¿¿{"start":{"line":927,"column":8},"end":{"line":929,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿IfStatement
13452¿Identifier¿¿15513¿v1696¿¿¿¿¿Identifier
13453¿VariableDeclarator¿¿15513¿v1697¿¿¿{"start":{"line":928,"column":24},"end":{"line":928,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13454¿MemberExpression¿computed¿15513¿¿¿¿{"start":{"line":928,"column":24},"end":{"line":928,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
13455¿Identifier¿¿15513¿signatures¿¿¿{"start":{"line":928,"column":24},"end":{"line":928,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13456¿Identifier¿¿15513¿i¿¿¿{"start":{"line":928,"column":35},"end":{"line":928,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13457¿VariableDeclarator¿¿15513¿v1698¿¿¿{"start":{"line":928,"column":10},"end":{"line":928,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13458¿CallExpression¿¿15513¿¿¿¿{"start":{"line":928,"column":10},"end":{"line":928,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿CallExpression
13459¿MemberExpression¿¿15513¿¿¿¿{"start":{"line":928,"column":10},"end":{"line":928,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
13460¿Identifier¿¿15513¿filtered¿¿¿{"start":{"line":928,"column":10},"end":{"line":928,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13461¿Identifier¿¿15513¿push¿¿¿{"start":{"line":928,"column":19},"end":{"line":928,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13462¿Identifier¿¿15513¿v1697¿¿¿¿¿Identifier
13463¿ExpressionStatement¿¿15513¿¿¿¿{"start":{"line":928,"column":10},"end":{"line":928,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
13464¿Identifier¿¿15513¿v1698¿¿¿¿¿Identifier
13465¿BlockStatement¿¿15513¿¿¿¿{"start":{"line":927,"column":35},"end":{"line":929,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BlockStatement
13466¿VariableDeclarator¿¿15513¿v1694¿¿¿{"start":{"line":926,"column":45},"end":{"line":926,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13467¿UpdateExpression¿¿15513¿¿¿¿{"start":{"line":926,"column":45},"end":{"line":926,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿UpdateExpression
13468¿Identifier¿¿15513¿i¿¿¿{"start":{"line":926,"column":45},"end":{"line":926,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13469¿ExpressionStatement¿¿15513¿¿¿¿{"start":{"line":926,"column":6},"end":{"line":930,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
13470¿AssignmentExpression¿=¿15513¿¿¿¿{"start":{"line":926,"column":6},"end":{"line":930,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿AssignmentExpression
13471¿Identifier¿¿15513¿v1693¿¿¿{"start":{"line":926,"column":6},"end":{"line":930,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13472¿BinaryExpression¿<¿15513¿¿¿¿{"start":{"line":926,"column":22},"end":{"line":926,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
13473¿Identifier¿¿15513¿i¿¿¿{"start":{"line":926,"column":22},"end":{"line":926,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13474¿Identifier¿¿15513¿v1692¿¿¿¿¿Identifier
13475¿BlockStatement¿¿15513¿¿¿¿¿¿BlockStatement
13476¿ReturnStatement¿¿15513¿¿¿¿{"start":{"line":932,"column":6},"end":{"line":932,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ReturnStatement
13477¿Identifier¿¿15513¿filtered¿¿¿{"start":{"line":932,"column":13},"end":{"line":932,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13478¿BlockStatement¿¿15513¿¿¿¿{"start":{"line":923,"column":50},"end":{"line":933,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BlockStatement
13479¿VariableDeclarator¿¿15329¿mapSignatures¿¿¿{"start":{"line":942,"column":4},"end":{"line":954,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13480¿FunctionExpression¿¿15329¿anon¿¿¿{"start":{"line":942,"column":4},"end":{"line":954,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿FunctionExpression
13481¿Identifier¿¿0¿signatures¿¿¿{"start":{"line":942,"column":27},"end":{"line":942,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13482¿VariableDeclarator¿¿15517¿normalized¿¿¿{"start":{"line":943,"column":10},"end":{"line":943,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13483¿ObjectExpression¿¿15517¿¿¿¿¿¿ObjectExpression
13484¿VariableDeclarator¿¿15517¿i¿¿¿{"start":{"line":945,"column":15},"end":{"line":945,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13485¿Literal¿number¿15517¿¿0¿¿{"start":{"line":945,"column":19},"end":{"line":945,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
13486¿VariableDeclarator¿¿15517¿v1699¿¿¿{"start":{"line":945,"column":26},"end":{"line":945,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13487¿MemberExpression¿¿15517¿¿¿¿{"start":{"line":945,"column":26},"end":{"line":945,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
13488¿Identifier¿¿15517¿signatures¿¿¿{"start":{"line":945,"column":26},"end":{"line":945,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13489¿Identifier¿¿15517¿length¿¿¿{"start":{"line":945,"column":37},"end":{"line":945,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13490¿VariableDeclarator¿¿15517¿v1700¿¿¿{"start":{"line":945,"column":22},"end":{"line":945,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13491¿BinaryExpression¿<¿15517¿¿¿¿{"start":{"line":945,"column":22},"end":{"line":945,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
13492¿Identifier¿¿15517¿i¿¿¿{"start":{"line":945,"column":22},"end":{"line":945,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13493¿Identifier¿¿15517¿v1699¿¿¿¿¿Identifier
13494¿WhileStatement¿¿15517¿¿¿¿{"start":{"line":945,"column":6},"end":{"line":951,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿WhileStatement
13495¿Identifier¿¿15517¿v1700¿¿¿¿¿Identifier
13496¿VariableDeclarator¿¿15517¿signature¿¿¿{"start":{"line":946,"column":12},"end":{"line":946,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13497¿MemberExpression¿computed¿15517¿¿¿¿{"start":{"line":946,"column":24},"end":{"line":946,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
13498¿Identifier¿¿15517¿signatures¿¿¿{"start":{"line":946,"column":24},"end":{"line":946,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13499¿Identifier¿¿15517¿i¿¿¿{"start":{"line":946,"column":35},"end":{"line":946,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13500¿VariableDeclarator¿¿15517¿v1702¿¿¿{"start":{"line":947,"column":12},"end":{"line":947,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13501¿MemberExpression¿¿15517¿¿¿¿{"start":{"line":947,"column":12},"end":{"line":947,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
13502¿Identifier¿¿15517¿signature¿¿¿{"start":{"line":947,"column":12},"end":{"line":947,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13503¿Identifier¿¿15517¿fn¿¿¿{"start":{"line":947,"column":22},"end":{"line":947,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13504¿VariableDeclarator¿¿15517¿v1703¿¿¿{"start":{"line":947,"column":29},"end":{"line":947,"column":55},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13505¿CallExpression¿¿15517¿¿¿¿{"start":{"line":947,"column":29},"end":{"line":947,"column":55},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿CallExpression
13506¿MemberExpression¿¿15517¿¿¿¿{"start":{"line":947,"column":29},"end":{"line":947,"column":53},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
13507¿Identifier¿¿15517¿signature¿¿¿{"start":{"line":947,"column":29},"end":{"line":947,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13508¿Identifier¿¿15517¿hasConversions¿¿¿{"start":{"line":947,"column":39},"end":{"line":947,"column":53},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13509¿VariableDeclarator¿¿15517¿v1704¿¿¿{"start":{"line":947,"column":28},"end":{"line":947,"column":55},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13510¿UnaryExpression¿!¿15517¿¿¿¿{"start":{"line":947,"column":28},"end":{"line":947,"column":55},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿UnaryExpression
13511¿Identifier¿¿15517¿v1703¿¿¿¿¿Identifier
13512¿VariableDeclarator¿¿15517¿v1705¿¿¿{"start":{"line":947,"column":12},"end":{"line":947,"column":55},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13513¿LogicalExpression¿&&¿15517¿¿¿¿{"start":{"line":947,"column":12},"end":{"line":947,"column":55},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿LogicalExpression
13514¿Identifier¿¿15517¿v1702¿¿¿¿¿Identifier
13515¿Identifier¿¿15517¿v1704¿¿¿¿¿Identifier
13516¿IfStatement¿¿15517¿¿¿¿{"start":{"line":947,"column":8},"end":{"line":950,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿IfStatement
13517¿Identifier¿¿15517¿v1705¿¿¿¿¿Identifier
13518¿VariableDeclarator¿¿15517¿v1706¿¿¿{"start":{"line":948,"column":23},"end":{"line":948,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
13519¿MemberExpression¿¿15517¿¿¿¿{"start":{"line":948,"column":23},"end":{"line":948,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
13520¿Identifier¿¿15517¿signature¿¿¿{"start":{"line":948,"column":23},"end":{"line":948,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
13521¿Identifier¿¿15517¿params¿¿¿{"start":{"line":948,"column":33},"end":{"line":948,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
