Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1006¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":123,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Program
1286¿MemberExpression¿¿1756¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1287¿Identifier¿¿1756¿d¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1288¿Identifier¿¿1756¿pop¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1289¿ExpressionStatement¿¿1756¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1290¿Identifier¿¿1756¿v129¿¿¿¿¿Identifier
1291¿VariableDeclarator¿¿1756¿v140¿¿¿{"start":{"line":49,"column":18},"end":{"line":65,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1292¿FunctionExpression¿¿1756¿anon¿¿¿{"start":{"line":49,"column":18},"end":{"line":65,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿FunctionExpression
1293¿Identifier¿¿0¿v¿¿¿{"start":{"line":49,"column":27},"end":{"line":49,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1294¿ExpressionStatement¿¿1761¿¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1295¿AssignmentExpression¿=¿1761¿¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿AssignmentExpression
1296¿Identifier¿¿1761¿v¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1297¿CallExpression¿¿1761¿¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1298¿MemberExpression¿¿1761¿¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1299¿Identifier¿¿1761¿v¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1300¿Identifier¿¿1761¿split¿¿¿{"start":{"line":50,"column":18},"end":{"line":50,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1301¿Literal¿object¿1761¿¿/\s+/¿¿{"start":{"line":50,"column":24},"end":{"line":50,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1302¿VariableDeclarator¿¿1761¿k¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1303¿ObjectExpression¿¿1761¿¿¿¿¿¿ObjectExpression
1304¿VariableDeclarator¿¿1761¿v130¿¿¿{"start":{"line":52,"column":31},"end":{"line":52,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1305¿MemberExpression¿¿1761¿¿¿¿{"start":{"line":52,"column":31},"end":{"line":52,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1306¿Identifier¿¿1761¿headers¿¿¿{"start":{"line":52,"column":31},"end":{"line":52,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1307¿Identifier¿¿1761¿length¿¿¿{"start":{"line":52,"column":39},"end":{"line":52,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1308¿VariableDeclarator¿¿1761¿finalField¿¿¿{"start":{"line":52,"column":16},"end":{"line":52,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1309¿MemberExpression¿computed¿1761¿¿¿¿{"start":{"line":52,"column":29},"end":{"line":52,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1310¿Identifier¿¿1761¿v¿¿¿{"start":{"line":52,"column":29},"end":{"line":52,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1311¿Identifier¿¿1761¿v130¿¿¿¿¿Identifier
1312¿IfStatement¿¿1761¿¿¿¿{"start":{"line":54,"column":12},"end":{"line":60,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿IfStatement
1313¿Identifier¿¿1761¿finalField¿¿¿{"start":{"line":54,"column":16},"end":{"line":54,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1314¿VariableDeclarator¿¿1761¿v131¿¿¿{"start":{"line":58,"column":50},"end":{"line":58,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1315¿MemberExpression¿¿1761¿¿¿¿{"start":{"line":58,"column":50},"end":{"line":58,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1316¿Identifier¿¿1761¿finalField¿¿¿{"start":{"line":58,"column":50},"end":{"line":58,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1317¿Identifier¿¿1761¿length¿¿¿{"start":{"line":58,"column":61},"end":{"line":58,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1318¿VariableDeclarator¿¿1761¿v132¿¿¿{"start":{"line":58,"column":50},"end":{"line":58,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1319¿BinaryExpression¿-¿1761¿¿¿¿{"start":{"line":58,"column":50},"end":{"line":58,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BinaryExpression
1320¿Identifier¿¿1761¿v131¿¿¿¿¿Identifier
1321¿Literal¿number¿1761¿¿1¿¿{"start":{"line":58,"column":68},"end":{"line":58,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1322¿VariableDeclarator¿¿1761¿v133¿¿¿{"start":{"line":58,"column":26},"end":{"line":58,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1323¿CallExpression¿¿1761¿¿¿¿{"start":{"line":58,"column":26},"end":{"line":58,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1324¿MemberExpression¿¿1761¿¿¿¿{"start":{"line":58,"column":26},"end":{"line":58,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1325¿Identifier¿¿1761¿finalField¿¿¿{"start":{"line":58,"column":26},"end":{"line":58,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1326¿Identifier¿¿1761¿substring¿¿¿{"start":{"line":58,"column":37},"end":{"line":58,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1327¿Literal¿number¿1761¿¿1¿¿{"start":{"line":58,"column":47},"end":{"line":58,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1328¿Identifier¿¿1761¿v132¿¿¿¿¿Identifier
1329¿VariableDeclarator¿¿1761¿v134¿¿¿{"start":{"line":58,"column":13},"end":{"line":58,"column":84},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1330¿CallExpression¿¿1761¿¿¿¿{"start":{"line":58,"column":26},"end":{"line":58,"column":84},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1331¿MemberExpression¿¿1761¿¿¿¿{"start":{"line":58,"column":26},"end":{"line":58,"column":82},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1332¿Identifier¿¿1761¿v133¿¿¿¿¿Identifier
1333¿Identifier¿¿1761¿toLowerCase¿¿¿{"start":{"line":58,"column":71},"end":{"line":58,"column":82},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1334¿ExpressionStatement¿¿1761¿¿¿¿{"start":{"line":58,"column":13},"end":{"line":58,"column":85},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1335¿AssignmentExpression¿=¿1761¿¿¿¿{"start":{"line":58,"column":13},"end":{"line":58,"column":84},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿AssignmentExpression
1336¿MemberExpression¿computed¿1761¿¿¿¿{"start":{"line":58,"column":13},"end":{"line":58,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1337¿Identifier¿¿1761¿k¿¿¿{"start":{"line":58,"column":13},"end":{"line":58,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1338¿Literal¿string¿1761¿¿'state'¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1339¿Identifier¿¿1761¿v134¿¿¿¿¿Identifier
1340¿VariableDeclarator¿¿1761¿v135¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1341¿CallExpression¿¿1761¿¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1342¿MemberExpression¿¿1761¿¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1343¿Identifier¿¿1761¿v¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1344¿Identifier¿¿1761¿pop¿¿¿{"start":{"line":59,"column":15},"end":{"line":59,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1345¿ExpressionStatement¿¿1761¿¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1346¿Identifier¿¿1761¿v135¿¿¿¿¿Identifier
1347¿BlockStatement¿¿1761¿¿¿¿{"start":{"line":54,"column":28},"end":{"line":60,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1348¿VariableDeclarator¿¿1761¿v137¿¿¿{"start":{"line":61,"column":22},"end":{"line":63,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1349¿FunctionExpression¿¿1761¿anon¿¿¿{"start":{"line":61,"column":22},"end":{"line":63,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿FunctionExpression
1350¿Identifier¿¿0¿s¿¿¿{"start":{"line":61,"column":31},"end":{"line":61,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1351¿Identifier¿¿0¿i¿¿¿{"start":{"line":61,"column":34},"end":{"line":61,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1352¿VariableDeclarator¿¿1764¿v136¿¿¿{"start":{"line":62,"column":18},"end":{"line":62,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1353¿MemberExpression¿computed¿1764¿¿¿¿{"start":{"line":62,"column":18},"end":{"line":62,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1354¿Identifier¿¿1764¿headers¿¿¿{"start":{"line":62,"column":18},"end":{"line":62,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1355¿Identifier¿¿1764¿i¿¿¿{"start":{"line":62,"column":26},"end":{"line":62,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1356¿ExpressionStatement¿¿1764¿¿¿¿{"start":{"line":62,"column":16},"end":{"line":62,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1357¿AssignmentExpression¿=¿1764¿¿¿¿{"start":{"line":62,"column":16},"end":{"line":62,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿AssignmentExpression
1358¿MemberExpression¿computed¿1764¿¿¿¿{"start":{"line":62,"column":16},"end":{"line":62,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1359¿Identifier¿¿1764¿k¿¿¿{"start":{"line":62,"column":16},"end":{"line":62,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1360¿Identifier¿¿1764¿v136¿¿¿¿¿Identifier
1361¿Identifier¿¿1764¿s¿¿¿{"start":{"line":62,"column":32},"end":{"line":62,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1362¿BlockStatement¿¿1764¿¿¿¿{"start":{"line":61,"column":37},"end":{"line":63,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1363¿VariableDeclarator¿¿1761¿v138¿¿¿{"start":{"line":61,"column":12},"end":{"line":63,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1364¿CallExpression¿¿1761¿¿¿¿{"start":{"line":61,"column":12},"end":{"line":63,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1365¿MemberExpression¿¿1761¿¿¿¿{"start":{"line":61,"column":12},"end":{"line":61,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1366¿Identifier¿¿1761¿v¿¿¿{"start":{"line":61,"column":12},"end":{"line":61,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1367¿Identifier¿¿1761¿forEach¿¿¿{"start":{"line":61,"column":14},"end":{"line":61,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1368¿Identifier¿¿1761¿v137¿¿¿¿¿Identifier
1369¿ExpressionStatement¿¿1761¿¿¿¿{"start":{"line":61,"column":12},"end":{"line":63,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1370¿Identifier¿¿1761¿v138¿¿¿¿¿Identifier
1371¿VariableDeclarator¿¿1761¿v139¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1372¿CallExpression¿¿1761¿¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1373¿MemberExpression¿¿1761¿¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1374¿Identifier¿¿1761¿data¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1375¿Identifier¿¿1761¿push¿¿¿{"start":{"line":64,"column":17},"end":{"line":64,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1376¿Identifier¿¿1761¿k¿¿¿{"start":{"line":64,"column":22},"end":{"line":64,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1377¿ExpressionStatement¿¿1761¿¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1378¿Identifier¿¿1761¿v139¿¿¿¿¿Identifier
1379¿BlockStatement¿¿1761¿¿¿¿{"start":{"line":49,"column":30},"end":{"line":65,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1380¿VariableDeclarator¿¿1756¿v141¿¿¿{"start":{"line":49,"column":8},"end":{"line":65,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1381¿CallExpression¿¿1756¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":65,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1382¿MemberExpression¿¿1756¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1383¿Identifier¿¿1756¿d¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1384¿Identifier¿¿1756¿forEach¿¿¿{"start":{"line":49,"column":10},"end":{"line":49,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1385¿Identifier¿¿1756¿v140¿¿¿¿¿Identifier
1386¿ExpressionStatement¿¿1756¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":65,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1387¿Identifier¿¿1756¿v141¿¿¿¿¿Identifier
1388¿VariableDeclarator¿¿1756¿v142¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1389¿CallExpression¿¿1756¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1390¿Identifier¿¿1756¿fn¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1391¿Identifier¿¿1756¿data¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1392¿ExpressionStatement¿¿1756¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1393¿Identifier¿¿1756¿v142¿¿¿¿¿Identifier
1394¿BlockStatement¿¿1756¿¿¿¿{"start":{"line":37,"column":52},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1395¿VariableDeclarator¿¿1754¿v144¿¿¿{"start":{"line":37,"column":4},"end":{"line":67,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1396¿CallExpression¿¿1754¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":67,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1397¿MemberExpression¿¿1754¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1398¿Identifier¿¿1754¿cp¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1399¿Identifier¿¿1754¿exec¿¿¿{"start":{"line":37,"column":7},"end":{"line":37,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1400¿Identifier¿¿1754¿v119¿¿¿¿¿Identifier
1401¿Identifier¿¿1754¿v143¿¿¿¿¿Identifier
1402¿ExpressionStatement¿¿1754¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":67,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1403¿Identifier¿¿1754¿v144¿¿¿¿¿Identifier
1404¿BlockStatement¿¿1754¿¿¿¿{"start":{"line":36,"column":57},"end":{"line":68,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1405¿ExpressionStatement¿¿1739¿¿¿¿{"start":{"line":36,"column":17},"end":{"line":68,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1406¿AssignmentExpression¿=¿1739¿¿¿¿{"start":{"line":36,"column":17},"end":{"line":68,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿AssignmentExpression
1407¿MemberExpression¿¿1739¿¿¿¿{"start":{"line":36,"column":17},"end":{"line":36,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1408¿Identifier¿¿1739¿exports¿¿¿{"start":{"line":36,"column":17},"end":{"line":36,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1409¿Identifier¿¿1739¿rawTcpPort¿¿¿{"start":{"line":36,"column":25},"end":{"line":36,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1410¿Identifier¿¿1739¿v145¿¿¿¿¿Identifier
1411¿VariableDeclarator¿¿1739¿rawTcpPort¿¿¿{"start":{"line":36,"column":4},"end":{"line":68,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1412¿MemberExpression¿¿1739¿¿¿¿{"start":{"line":36,"column":17},"end":{"line":36,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1413¿Identifier¿¿1739¿exports¿¿¿{"start":{"line":36,"column":17},"end":{"line":36,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1414¿Identifier¿¿1739¿rawTcpPort¿¿¿{"start":{"line":36,"column":25},"end":{"line":36,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1415¿VariableDeclarator¿exported¿1739¿v166¿¿¿{"start":{"line":70,"column":17},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1416¿FunctionExpression¿¿1739¿anon¿¿¿{"start":{"line":70,"column":38},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿FunctionExpression
1417¿Identifier¿¿0¿port¿¿¿{"start":{"line":70,"column":47},"end":{"line":70,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1418¿Identifier¿¿0¿fn¿¿¿{"start":{"line":70,"column":53},"end":{"line":70,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1419¿VariableDeclarator¿¿1766¿v146¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1420¿BinaryExpression¿+¿1766¿¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BinaryExpression
1421¿Literal¿string¿1766¿¿'lsof -i udp:'¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1422¿Identifier¿¿1766¿port¿¿¿{"start":{"line":71,"column":29},"end":{"line":71,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1423¿VariableDeclarator¿¿1766¿v164¿¿¿{"start":{"line":71,"column":35},"end":{"line":92,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1424¿FunctionExpression¿¿1766¿anon¿¿¿{"start":{"line":71,"column":35},"end":{"line":92,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿FunctionExpression
1425¿Identifier¿¿0¿err¿¿¿{"start":{"line":71,"column":44},"end":{"line":71,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1426¿Identifier¿¿0¿d¿¿¿{"start":{"line":71,"column":49},"end":{"line":71,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
