Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
710¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":85,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Program
988¿Identifier¿¿1256¿v103¿¿¿¿¿Identifier
989¿ExpressionStatement¿¿1256¿¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
990¿Identifier¿¿1256¿v104¿¿¿¿¿Identifier
991¿VariableDeclarator¿¿1256¿v105¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
992¿CallExpression¿¿1256¿¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
993¿MemberExpression¿¿1256¿¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
994¿Identifier¿¿1256¿response¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
995¿Identifier¿¿1256¿end¿¿¿{"start":{"line":45,"column":25},"end":{"line":45,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
996¿ExpressionStatement¿¿1256¿¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
997¿Identifier¿¿1256¿v105¿¿¿¿¿Identifier
998¿ReturnStatement¿¿1256¿¿¿¿{"start":{"line":46,"column":16},"end":{"line":46,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ReturnStatement
999¿BlockStatement¿¿1256¿¿¿¿{"start":{"line":40,"column":25},"end":{"line":47,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿BlockStatement
1000¿VariableDeclarator¿¿1256¿v127¿¿¿{"start":{"line":49,"column":44},"end":{"line":75,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1001¿FunctionExpression¿¿1256¿anon¿¿¿{"start":{"line":49,"column":44},"end":{"line":75,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿FunctionExpression
1002¿Identifier¿¿0¿err¿¿¿{"start":{"line":49,"column":53},"end":{"line":49,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1003¿Identifier¿¿0¿file¿¿¿{"start":{"line":49,"column":58},"end":{"line":49,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1004¿IfStatement¿¿1259¿¿¿¿{"start":{"line":50,"column":16},"end":{"line":74,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿IfStatement
1005¿Identifier¿¿1259¿err¿¿¿{"start":{"line":50,"column":20},"end":{"line":50,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1006¿VariableDeclarator¿¿1259¿v106¿¿¿{"start":{"line":52,"column":40},"end":{"line":52,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1007¿MemberExpression¿¿1259¿¿¿¿{"start":{"line":52,"column":40},"end":{"line":52,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
1008¿Identifier¿¿1259¿mine¿¿¿{"start":{"line":52,"column":40},"end":{"line":52,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1009¿Identifier¿¿1259¿txt¿¿¿{"start":{"line":52,"column":45},"end":{"line":52,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1010¿VariableDeclarator¿¿1259¿v107¿¿¿{"start":{"line":51,"column":44},"end":{"line":53,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1011¿ObjectExpression¿¿1259¿¿¿¿{"start":{"line":51,"column":44},"end":{"line":53,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ObjectExpression
1012¿Property¿¿1259¿¿¿¿{"start":{"line":52,"column":24},"end":{"line":52,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Property
1013¿Literal¿string¿1259¿¿'Content-Type'¿¿{"start":{"line":52,"column":24},"end":{"line":52,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
1014¿Identifier¿¿1259¿v106¿¿¿¿¿Identifier
1015¿VariableDeclarator¿¿1259¿v108¿¿¿{"start":{"line":51,"column":20},"end":{"line":53,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1016¿CallExpression¿¿1259¿¿¿¿{"start":{"line":51,"column":20},"end":{"line":53,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
1017¿MemberExpression¿¿1259¿¿¿¿{"start":{"line":51,"column":20},"end":{"line":51,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
1018¿Identifier¿¿1259¿response¿¿¿{"start":{"line":51,"column":20},"end":{"line":51,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1019¿Identifier¿¿1259¿writeHead¿¿¿{"start":{"line":51,"column":29},"end":{"line":51,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1020¿Literal¿number¿1259¿¿500¿¿{"start":{"line":51,"column":39},"end":{"line":51,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
1021¿Identifier¿¿1259¿v107¿¿¿¿¿Identifier
1022¿ExpressionStatement¿¿1259¿¿¿¿{"start":{"line":51,"column":20},"end":{"line":53,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
1023¿Identifier¿¿1259¿v108¿¿¿¿¿Identifier
1024¿VariableDeclarator¿¿1259¿v109¿¿¿{"start":{"line":54,"column":33},"end":{"line":54,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1025¿BinaryExpression¿+¿1259¿¿¿¿{"start":{"line":54,"column":33},"end":{"line":54,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿BinaryExpression
1026¿Literal¿string¿1259¿¿'Cannot open '¿¿{"start":{"line":54,"column":33},"end":{"line":54,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
1027¿Identifier¿¿1259¿realPath¿¿¿{"start":{"line":54,"column":50},"end":{"line":54,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1028¿VariableDeclarator¿¿1259¿v110¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1029¿CallExpression¿¿1259¿¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
1030¿MemberExpression¿¿1259¿¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
1031¿Identifier¿¿1259¿response¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1032¿Identifier¿¿1259¿end¿¿¿{"start":{"line":54,"column":29},"end":{"line":54,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1033¿Identifier¿¿1259¿v109¿¿¿¿¿Identifier
1034¿ExpressionStatement¿¿1259¿¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
1035¿Identifier¿¿1259¿v110¿¿¿¿¿Identifier
1036¿BlockStatement¿¿1259¿¿¿¿{"start":{"line":50,"column":25},"end":{"line":55,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿BlockStatement
1037¿VariableDeclarator¿¿1259¿v111¿¿¿{"start":{"line":56,"column":43},"end":{"line":56,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1038¿MemberExpression¿¿1259¿¿¿¿{"start":{"line":56,"column":43},"end":{"line":56,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
1039¿Identifier¿¿1259¿request¿¿¿{"start":{"line":56,"column":43},"end":{"line":56,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1040¿Identifier¿¿1259¿url¿¿¿{"start":{"line":56,"column":51},"end":{"line":56,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1041¿VariableDeclarator¿¿1259¿callback¿¿¿{"start":{"line":56,"column":24},"end":{"line":56,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1042¿CallExpression¿¿1259¿¿¿¿{"start":{"line":56,"column":35},"end":{"line":56,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
1043¿Identifier¿¿1259¿getPara¿¿¿{"start":{"line":56,"column":35},"end":{"line":56,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1044¿Identifier¿¿1259¿v111¿¿¿¿¿Identifier
1045¿Literal¿string¿1259¿¿'callback'¿¿{"start":{"line":56,"column":56},"end":{"line":56,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
1046¿VariableDeclarator¿¿1259¿v112¿¿¿{"start":{"line":57,"column":38},"end":{"line":57,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1047¿MemberExpression¿computed¿1259¿¿¿¿{"start":{"line":57,"column":38},"end":{"line":57,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
1048¿Identifier¿¿1259¿mine¿¿¿{"start":{"line":57,"column":38},"end":{"line":57,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1049¿Identifier¿¿1259¿ext¿¿¿{"start":{"line":57,"column":43},"end":{"line":57,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1050¿VariableDeclarator¿¿1259¿v113¿¿¿{"start":{"line":57,"column":51},"end":{"line":57,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1051¿MemberExpression¿¿1259¿¿¿¿{"start":{"line":57,"column":51},"end":{"line":57,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
1052¿Identifier¿¿1259¿mine¿¿¿{"start":{"line":57,"column":51},"end":{"line":57,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1053¿Identifier¿¿1259¿txt¿¿¿{"start":{"line":57,"column":56},"end":{"line":57,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1054¿VariableDeclarator¿¿1259¿contentType¿¿¿{"start":{"line":57,"column":24},"end":{"line":57,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1055¿LogicalExpression¿||¿1259¿¿¿¿{"start":{"line":57,"column":38},"end":{"line":57,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿LogicalExpression
1056¿Identifier¿¿1259¿v112¿¿¿¿¿Identifier
1057¿Identifier¿¿1259¿v113¿¿¿¿¿Identifier
1058¿VariableDeclarator¿¿1259¿v114¿¿¿{"start":{"line":59,"column":23},"end":{"line":59,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1059¿BinaryExpression¿==¿1259¿¿¿¿{"start":{"line":59,"column":23},"end":{"line":59,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿BinaryExpression
1060¿Identifier¿¿1259¿ext¿¿¿{"start":{"line":59,"column":23},"end":{"line":59,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1061¿Literal¿string¿1259¿¿'json'¿¿{"start":{"line":59,"column":30},"end":{"line":59,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
1062¿VariableDeclarator¿¿1259¿v115¿¿¿{"start":{"line":59,"column":23},"end":{"line":59,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1063¿LogicalExpression¿&&¿1259¿¿¿¿{"start":{"line":59,"column":23},"end":{"line":59,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿LogicalExpression
1064¿Identifier¿¿1259¿v114¿¿¿¿¿Identifier
1065¿Identifier¿¿1259¿callback¿¿¿{"start":{"line":59,"column":40},"end":{"line":59,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1066¿IfStatement¿¿1259¿¿¿¿{"start":{"line":59,"column":20},"end":{"line":61,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿IfStatement
1067¿Identifier¿¿1259¿v115¿¿¿¿¿Identifier
1068¿ExpressionStatement¿¿1259¿¿¿¿{"start":{"line":60,"column":24},"end":{"line":60,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
1069¿AssignmentExpression¿=¿1259¿¿¿¿{"start":{"line":60,"column":24},"end":{"line":60,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿AssignmentExpression
1070¿Identifier¿¿1259¿contentType¿¿¿{"start":{"line":60,"column":24},"end":{"line":60,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1071¿MemberExpression¿¿1259¿¿¿¿{"start":{"line":60,"column":38},"end":{"line":60,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
1072¿Identifier¿¿1259¿mine¿¿¿{"start":{"line":60,"column":38},"end":{"line":60,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1073¿Identifier¿¿1259¿js¿¿¿{"start":{"line":60,"column":43},"end":{"line":60,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1074¿BlockStatement¿¿1259¿¿¿¿{"start":{"line":59,"column":49},"end":{"line":61,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿BlockStatement
1075¿VariableDeclarator¿¿1259¿v116¿¿¿{"start":{"line":62,"column":44},"end":{"line":64,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1076¿ObjectExpression¿¿1259¿¿¿¿{"start":{"line":62,"column":44},"end":{"line":64,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ObjectExpression
1077¿Property¿¿1259¿¿¿¿{"start":{"line":63,"column":24},"end":{"line":63,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Property
1078¿Literal¿string¿1259¿¿'Content-Type'¿¿{"start":{"line":63,"column":24},"end":{"line":63,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
1079¿Identifier¿¿1259¿contentType¿¿¿{"start":{"line":63,"column":40},"end":{"line":63,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1080¿VariableDeclarator¿¿1259¿v117¿¿¿{"start":{"line":62,"column":20},"end":{"line":64,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1081¿CallExpression¿¿1259¿¿¿¿{"start":{"line":62,"column":20},"end":{"line":64,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
1082¿MemberExpression¿¿1259¿¿¿¿{"start":{"line":62,"column":20},"end":{"line":62,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
1083¿Identifier¿¿1259¿response¿¿¿{"start":{"line":62,"column":20},"end":{"line":62,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1084¿Identifier¿¿1259¿writeHead¿¿¿{"start":{"line":62,"column":29},"end":{"line":62,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1085¿Literal¿number¿1259¿¿200¿¿{"start":{"line":62,"column":39},"end":{"line":62,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
1086¿Identifier¿¿1259¿v116¿¿¿¿¿Identifier
1087¿ExpressionStatement¿¿1259¿¿¿¿{"start":{"line":62,"column":20},"end":{"line":64,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
1088¿Identifier¿¿1259¿v117¿¿¿¿¿Identifier
1089¿VariableDeclarator¿¿1259¿v118¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1090¿BinaryExpression¿==¿1259¿¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿BinaryExpression
1091¿Identifier¿¿1259¿ext¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1092¿Literal¿string¿1259¿¿'json'¿¿{"start":{"line":66,"column":30},"end":{"line":66,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
1093¿VariableDeclarator¿¿1259¿v119¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1094¿LogicalExpression¿&&¿1259¿¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿LogicalExpression
1095¿Identifier¿¿1259¿v118¿¿¿¿¿Identifier
1096¿Identifier¿¿1259¿callback¿¿¿{"start":{"line":66,"column":40},"end":{"line":66,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1097¿IfStatement¿¿1259¿¿¿¿{"start":{"line":66,"column":20},"end":{"line":68,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿IfStatement
1098¿Identifier¿¿1259¿v119¿¿¿¿¿Identifier
1099¿VariableDeclarator¿¿1259¿v120¿¿¿{"start":{"line":67,"column":39},"end":{"line":67,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1100¿BinaryExpression¿+¿1259¿¿¿¿{"start":{"line":67,"column":39},"end":{"line":67,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿BinaryExpression
1101¿Identifier¿¿1259¿callback¿¿¿{"start":{"line":67,"column":39},"end":{"line":67,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1102¿Literal¿string¿1259¿¿'('¿¿{"start":{"line":67,"column":50},"end":{"line":67,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
1103¿VariableDeclarator¿¿1259¿v121¿¿¿{"start":{"line":67,"column":24},"end":{"line":67,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1104¿CallExpression¿¿1259¿¿¿¿{"start":{"line":67,"column":24},"end":{"line":67,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
1105¿MemberExpression¿¿1259¿¿¿¿{"start":{"line":67,"column":24},"end":{"line":67,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
1106¿Identifier¿¿1259¿response¿¿¿{"start":{"line":67,"column":24},"end":{"line":67,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1107¿Identifier¿¿1259¿write¿¿¿{"start":{"line":67,"column":33},"end":{"line":67,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1108¿Identifier¿¿1259¿v120¿¿¿¿¿Identifier
1109¿ExpressionStatement¿¿1259¿¿¿¿{"start":{"line":67,"column":24},"end":{"line":67,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
1110¿Identifier¿¿1259¿v121¿¿¿¿¿Identifier
1111¿BlockStatement¿¿1259¿¿¿¿{"start":{"line":66,"column":49},"end":{"line":68,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿BlockStatement
1112¿VariableDeclarator¿¿1259¿v122¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1113¿CallExpression¿¿1259¿¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
1114¿MemberExpression¿¿1259¿¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
1115¿Identifier¿¿1259¿response¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1116¿Identifier¿¿1259¿write¿¿¿{"start":{"line":69,"column":29},"end":{"line":69,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1117¿Identifier¿¿1259¿file¿¿¿{"start":{"line":69,"column":35},"end":{"line":69,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1118¿Literal¿string¿1259¿¿'binary'¿¿{"start":{"line":69,"column":41},"end":{"line":69,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
1119¿ExpressionStatement¿¿1259¿¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
1120¿Identifier¿¿1259¿v122¿¿¿¿¿Identifier
1121¿VariableDeclarator¿¿1259¿v123¿¿¿{"start":{"line":70,"column":23},"end":{"line":70,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1122¿BinaryExpression¿==¿1259¿¿¿¿{"start":{"line":70,"column":23},"end":{"line":70,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿BinaryExpression
1123¿Identifier¿¿1259¿ext¿¿¿{"start":{"line":70,"column":23},"end":{"line":70,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1124¿Literal¿string¿1259¿¿'json'¿¿{"start":{"line":70,"column":30},"end":{"line":70,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
1125¿VariableDeclarator¿¿1259¿v124¿¿¿{"start":{"line":70,"column":23},"end":{"line":70,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1126¿LogicalExpression¿&&¿1259¿¿¿¿{"start":{"line":70,"column":23},"end":{"line":70,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿LogicalExpression
1127¿Identifier¿¿1259¿v123¿¿¿¿¿Identifier
1128¿Identifier¿¿1259¿callback¿¿¿{"start":{"line":70,"column":40},"end":{"line":70,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1129¿IfStatement¿¿1259¿¿¿¿{"start":{"line":70,"column":20},"end":{"line":72,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿IfStatement
