Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1698¿Program¿¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":203,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Program
2373¿MemberExpression¿¿¿¿¿{"start":{"line":155,"column":12},"end":{"line":155,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2374¿Identifier¿¿rpi_live_module¿¿¿{"start":{"line":155,"column":12},"end":{"line":155,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2375¿Identifier¿¿stopRecord¿¿¿{"start":{"line":155,"column":28},"end":{"line":155,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2376¿Identifier¿¿v239¿¿¿¿¿Identifier
2377¿Identifier¿¿v243¿¿¿¿¿Identifier
2378¿ExpressionStatement¿¿¿¿¿{"start":{"line":155,"column":12},"end":{"line":157,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2379¿Identifier¿¿v244¿¿¿¿¿Identifier
2380¿ExpressionStatement¿¿¿¿¿{"start":{"line":158,"column":12},"end":{"line":158,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2381¿AssignmentExpression¿=¿¿¿¿{"start":{"line":158,"column":12},"end":{"line":158,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿AssignmentExpression
2382¿Identifier¿¿video¿¿¿{"start":{"line":158,"column":12},"end":{"line":158,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2383¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
2384¿ExpressionStatement¿¿¿¿¿{"start":{"line":159,"column":12},"end":{"line":159,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2385¿AssignmentExpression¿=¿¿¿¿{"start":{"line":159,"column":12},"end":{"line":159,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿AssignmentExpression
2386¿Identifier¿¿state¿¿¿{"start":{"line":159,"column":12},"end":{"line":159,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2387¿Literal¿number¿¿0¿¿{"start":{"line":159,"column":20},"end":{"line":159,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2388¿BlockStatement¿¿¿¿¿{"start":{"line":154,"column":22},"end":{"line":160,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BlockStatement
2389¿ExpressionStatement¿¿¿¿¿{"start":{"line":153,"column":8},"end":{"line":160,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2390¿AssignmentExpression¿=¿¿¿¿{"start":{"line":153,"column":8},"end":{"line":160,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿AssignmentExpression
2391¿Identifier¿¿recordTimer¿¿¿{"start":{"line":153,"column":8},"end":{"line":153,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2392¿CallExpression¿¿¿¿¿{"start":{"line":153,"column":22},"end":{"line":160,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2393¿Identifier¿¿setTimeout¿¿¿{"start":{"line":153,"column":22},"end":{"line":153,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2394¿Identifier¿¿v245¿¿¿¿¿Identifier
2395¿Identifier¿¿recordTimeout¿¿¿{"start":{"line":160,"column":13},"end":{"line":160,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2396¿BlockStatement¿¿¿¿¿{"start":{"line":147,"column":22},"end":{"line":161,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BlockStatement
2397¿VariableDeclarator¿¿v246¿¿¿¿¿VariableDeclarator
2398¿CallExpression¿¿¿¿¿{"start":{"line":162,"column":8},"end":{"line":162,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2399¿MemberExpression¿¿¿¿¿{"start":{"line":162,"column":8},"end":{"line":162,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2400¿Identifier¿¿res¿¿¿{"start":{"line":162,"column":8},"end":{"line":162,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2401¿Identifier¿¿status¿¿¿{"start":{"line":162,"column":12},"end":{"line":162,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2402¿Literal¿number¿¿401¿¿{"start":{"line":162,"column":19},"end":{"line":162,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2403¿ExpressionStatement¿¿¿¿¿{"start":{"line":162,"column":8},"end":{"line":162,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2404¿Identifier¿¿v246¿¿¿¿¿Identifier
2405¿VariableDeclarator¿¿v247¿¿¿¿¿VariableDeclarator
2406¿ObjectExpression¿¿¿¿¿{"start":{"line":163,"column":17},"end":{"line":163,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ObjectExpression
2407¿Property¿¿¿¿¿{"start":{"line":163,"column":18},"end":{"line":163,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Property
2408¿Identifier¿¿message¿¿¿{"start":{"line":163,"column":18},"end":{"line":163,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2409¿Literal¿string¿¿'Server is buzy, please stop current task'¿¿{"start":{"line":163,"column":27},"end":{"line":163,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2410¿VariableDeclarator¿¿v248¿¿¿¿¿VariableDeclarator
2411¿CallExpression¿¿¿¿¿{"start":{"line":163,"column":8},"end":{"line":163,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2412¿MemberExpression¿¿¿¿¿{"start":{"line":163,"column":8},"end":{"line":163,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2413¿Identifier¿¿res¿¿¿{"start":{"line":163,"column":8},"end":{"line":163,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2414¿Identifier¿¿json¿¿¿{"start":{"line":163,"column":12},"end":{"line":163,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2415¿Identifier¿¿v247¿¿¿¿¿Identifier
2416¿ExpressionStatement¿¿¿¿¿{"start":{"line":163,"column":8},"end":{"line":163,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2417¿Identifier¿¿v248¿¿¿¿¿Identifier
2418¿BlockStatement¿¿¿¿¿{"start":{"line":161,"column":13},"end":{"line":164,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BlockStatement
2419¿BlockStatement¿¿¿¿¿{"start":{"line":146,"column":11},"end":{"line":165,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BlockStatement
2420¿BlockStatement¿¿¿¿¿{"start":{"line":139,"column":28},"end":{"line":166,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BlockStatement
2421¿VariableDeclarator¿¿v250¿¿¿¿¿VariableDeclarator
2422¿CallExpression¿¿¿¿¿{"start":{"line":138,"column":0},"end":{"line":166,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2423¿MemberExpression¿¿¿¿¿{"start":{"line":138,"column":0},"end":{"line":139,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2424¿Identifier¿¿v220¿¿¿¿¿Identifier
2425¿Identifier¿¿post¿¿¿{"start":{"line":139,"column":3},"end":{"line":139,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2426¿Identifier¿¿v249¿¿¿¿¿Identifier
2427¿ExpressionStatement¿¿¿¿¿{"start":{"line":138,"column":0},"end":{"line":166,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2428¿Identifier¿¿v250¿¿¿¿¿Identifier
2429¿VariableDeclarator¿¿v251¿¿¿¿¿VariableDeclarator
2430¿CallExpression¿¿¿¿¿{"start":{"line":174,"column":0},"end":{"line":174,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2431¿MemberExpression¿¿¿¿¿{"start":{"line":174,"column":0},"end":{"line":174,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2432¿Identifier¿¿router¿¿¿{"start":{"line":174,"column":0},"end":{"line":174,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2433¿Identifier¿¿route¿¿¿{"start":{"line":174,"column":7},"end":{"line":174,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2434¿Literal¿string¿¿'/record/stop'¿¿{"start":{"line":174,"column":13},"end":{"line":174,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2435¿VariableDeclarator¿¿v268¿¿¿¿¿VariableDeclarator
2436¿FunctionExpression¿¿anon¿¿¿{"start":{"line":175,"column":8},"end":{"line":194,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿FunctionExpression
2437¿Identifier¿¿req¿¿¿{"start":{"line":175,"column":18},"end":{"line":175,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2438¿Identifier¿¿res¿¿¿{"start":{"line":175,"column":23},"end":{"line":175,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2439¿VariableDeclarator¿¿v252¿¿¿¿¿VariableDeclarator
2440¿CallExpression¿¿¿¿¿{"start":{"line":176,"column":4},"end":{"line":176,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2441¿MemberExpression¿¿¿¿¿{"start":{"line":176,"column":4},"end":{"line":176,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2442¿Identifier¿¿console¿¿¿{"start":{"line":176,"column":4},"end":{"line":176,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2443¿Identifier¿¿log¿¿¿{"start":{"line":176,"column":12},"end":{"line":176,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2444¿Literal¿string¿¿'Trying to stop video recording'¿¿{"start":{"line":176,"column":16},"end":{"line":176,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2445¿ExpressionStatement¿¿¿¿¿{"start":{"line":176,"column":4},"end":{"line":176,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2446¿Identifier¿¿v252¿¿¿¿¿Identifier
2447¿VariableDeclarator¿¿v253¿¿¿¿¿VariableDeclarator
2448¿BinaryExpression¿==¿¿¿¿{"start":{"line":177,"column":8},"end":{"line":177,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BinaryExpression
2449¿Identifier¿¿state¿¿¿{"start":{"line":177,"column":8},"end":{"line":177,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2450¿Literal¿number¿¿2¿¿{"start":{"line":177,"column":17},"end":{"line":177,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2451¿IfStatement¿¿¿¿¿{"start":{"line":177,"column":4},"end":{"line":193,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿IfStatement
2452¿Identifier¿¿v253¿¿¿¿¿Identifier
2453¿VariableDeclarator¿¿v254¿¿¿¿¿VariableDeclarator
2454¿CallExpression¿¿¿¿¿{"start":{"line":178,"column":6},"end":{"line":178,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2455¿Identifier¿¿clearTimeout¿¿¿{"start":{"line":178,"column":6},"end":{"line":178,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2456¿Identifier¿¿recordTimer¿¿¿{"start":{"line":178,"column":19},"end":{"line":178,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2457¿ExpressionStatement¿¿¿¿¿{"start":{"line":178,"column":6},"end":{"line":178,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2458¿Identifier¿¿v254¿¿¿¿¿Identifier
2459¿VariableDeclarator¿¿v255¿¿¿¿¿VariableDeclarator
2460¿NewExpression¿¿¿¿¿{"start":{"line":179,"column":21},"end":{"line":179,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿NewExpression
2461¿Identifier¿¿Date¿¿¿{"start":{"line":179,"column":25},"end":{"line":179,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2462¿VariableDeclarator¿¿v256¿¿¿¿¿VariableDeclarator
2463¿CallExpression¿¿¿¿¿{"start":{"line":179,"column":21},"end":{"line":179,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2464¿MemberExpression¿¿¿¿¿{"start":{"line":179,"column":21},"end":{"line":179,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2465¿Identifier¿¿v255¿¿¿¿¿Identifier
2466¿Identifier¿¿getTime¿¿¿{"start":{"line":179,"column":32},"end":{"line":179,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2467¿VariableDeclarator¿¿v257¿¿¿¿¿VariableDeclarator
2468¿MemberExpression¿¿¿¿¿{"start":{"line":179,"column":44},"end":{"line":179,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2469¿Identifier¿¿video¿¿¿{"start":{"line":179,"column":44},"end":{"line":179,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2470¿Identifier¿¿start¿¿¿{"start":{"line":179,"column":50},"end":{"line":179,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2471¿ExpressionStatement¿¿¿¿¿{"start":{"line":179,"column":6},"end":{"line":179,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2472¿AssignmentExpression¿=¿¿¿¿{"start":{"line":179,"column":6},"end":{"line":179,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿AssignmentExpression
2473¿MemberExpression¿¿¿¿¿{"start":{"line":179,"column":6},"end":{"line":179,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2474¿Identifier¿¿video¿¿¿{"start":{"line":179,"column":6},"end":{"line":179,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2475¿Identifier¿¿length¿¿¿{"start":{"line":179,"column":12},"end":{"line":179,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2476¿BinaryExpression¿-¿¿¿¿{"start":{"line":179,"column":21},"end":{"line":179,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BinaryExpression
2477¿Identifier¿¿v256¿¿¿¿¿Identifier
2478¿Identifier¿¿v257¿¿¿¿¿Identifier
2479¿VariableDeclarator¿¿v258¿¿¿¿¿VariableDeclarator
2480¿MemberExpression¿¿¿¿¿{"start":{"line":180,"column":33},"end":{"line":180,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2481¿Identifier¿¿video¿¿¿{"start":{"line":180,"column":33},"end":{"line":180,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2482¿Identifier¿¿filename¿¿¿{"start":{"line":180,"column":39},"end":{"line":180,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2483¿VariableDeclarator¿¿v263¿¿¿¿¿VariableDeclarator
2484¿FunctionExpression¿¿anon¿¿¿{"start":{"line":180,"column":49},"end":{"line":188,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿FunctionExpression
2485¿ExpressionStatement¿¿¿¿¿{"start":{"line":181,"column":35},"end":{"line":181,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2486¿AssignmentExpression¿=¿¿¿¿{"start":{"line":181,"column":35},"end":{"line":181,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿AssignmentExpression
2487¿Identifier¿¿state¿¿¿{"start":{"line":181,"column":35},"end":{"line":181,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2488¿Literal¿number¿¿0¿¿{"start":{"line":181,"column":43},"end":{"line":181,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2489¿VariableDeclarator¿¿v259¿¿¿¿¿VariableDeclarator
2490¿MemberExpression¿¿¿¿¿{"start":{"line":184,"column":54},"end":{"line":184,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2491¿Identifier¿¿video¿¿¿{"start":{"line":184,"column":54},"end":{"line":184,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2492¿Identifier¿¿length¿¿¿{"start":{"line":184,"column":60},"end":{"line":184,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2493¿VariableDeclarator¿¿v260¿¿¿¿¿VariableDeclarator
2494¿MemberExpression¿¿¿¿¿{"start":{"line":185,"column":56},"end":{"line":185,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2495¿Identifier¿¿video¿¿¿{"start":{"line":185,"column":56},"end":{"line":185,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2496¿Identifier¿¿filename¿¿¿{"start":{"line":185,"column":62},"end":{"line":185,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2497¿VariableDeclarator¿¿v261¿¿¿¿¿VariableDeclarator
2498¿ObjectExpression¿¿¿¿¿{"start":{"line":182,"column":44},"end":{"line":186,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ObjectExpression
2499¿Property¿¿¿¿¿{"start":{"line":183,"column":46},"end":{"line":183,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Property
2500¿Identifier¿¿message¿¿¿{"start":{"line":183,"column":46},"end":{"line":183,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2501¿Literal¿string¿¿'Video recording stopped !'¿¿{"start":{"line":183,"column":55},"end":{"line":183,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2502¿Property¿¿¿¿¿{"start":{"line":184,"column":46},"end":{"line":184,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Property
2503¿Identifier¿¿length¿¿¿{"start":{"line":184,"column":46},"end":{"line":184,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2504¿Identifier¿¿v259¿¿¿¿¿Identifier
2505¿Property¿¿¿¿¿{"start":{"line":185,"column":46},"end":{"line":185,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Property
2506¿Identifier¿¿filename¿¿¿{"start":{"line":185,"column":46},"end":{"line":185,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2507¿Identifier¿¿v260¿¿¿¿¿Identifier
2508¿VariableDeclarator¿¿v262¿¿¿¿¿VariableDeclarator
2509¿CallExpression¿¿¿¿¿{"start":{"line":182,"column":35},"end":{"line":186,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2510¿MemberExpression¿¿¿¿¿{"start":{"line":182,"column":35},"end":{"line":182,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2511¿Identifier¿¿res¿¿¿{"start":{"line":182,"column":35},"end":{"line":182,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2512¿Identifier¿¿json¿¿¿{"start":{"line":182,"column":39},"end":{"line":182,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2513¿Identifier¿¿v261¿¿¿¿¿Identifier
2514¿ExpressionStatement¿¿¿¿¿{"start":{"line":182,"column":35},"end":{"line":186,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2515¿Identifier¿¿v262¿¿¿¿¿Identifier
2516¿ExpressionStatement¿¿¿¿¿{"start":{"line":187,"column":35},"end":{"line":187,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2517¿AssignmentExpression¿=¿¿¿¿{"start":{"line":187,"column":35},"end":{"line":187,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿AssignmentExpression
2518¿Identifier¿¿video¿¿¿{"start":{"line":187,"column":35},"end":{"line":187,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2519¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
2520¿BlockStatement¿¿¿¿¿{"start":{"line":180,"column":61},"end":{"line":188,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BlockStatement
2521¿VariableDeclarator¿¿v264¿¿¿¿¿VariableDeclarator
2522¿CallExpression¿¿¿¿¿{"start":{"line":180,"column":6},"end":{"line":189,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2523¿MemberExpression¿¿¿¿¿{"start":{"line":180,"column":6},"end":{"line":180,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2524¿Identifier¿¿rpi_live_module¿¿¿{"start":{"line":180,"column":6},"end":{"line":180,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2525¿Identifier¿¿stopRecord¿¿¿{"start":{"line":180,"column":22},"end":{"line":180,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2526¿Identifier¿¿v258¿¿¿¿¿Identifier
2527¿Identifier¿¿v263¿¿¿¿¿Identifier
2528¿ExpressionStatement¿¿¿¿¿{"start":{"line":180,"column":6},"end":{"line":189,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2529¿Identifier¿¿v264¿¿¿¿¿Identifier
2530¿BlockStatement¿¿¿¿¿{"start":{"line":177,"column":20},"end":{"line":190,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BlockStatement
2531¿VariableDeclarator¿¿v265¿¿¿¿¿VariableDeclarator
2532¿CallExpression¿¿¿¿¿{"start":{"line":191,"column":6},"end":{"line":191,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2533¿MemberExpression¿¿¿¿¿{"start":{"line":191,"column":6},"end":{"line":191,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2534¿Identifier¿¿res¿¿¿{"start":{"line":191,"column":6},"end":{"line":191,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2535¿Identifier¿¿status¿¿¿{"start":{"line":191,"column":10},"end":{"line":191,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2536¿Literal¿number¿¿401¿¿{"start":{"line":191,"column":17},"end":{"line":191,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2537¿ExpressionStatement¿¿¿¿¿{"start":{"line":191,"column":6},"end":{"line":191,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2538¿Identifier¿¿v265¿¿¿¿¿Identifier
2539¿VariableDeclarator¿¿v266¿¿¿¿¿VariableDeclarator
2540¿ObjectExpression¿¿¿¿¿{"start":{"line":192,"column":15},"end":{"line":192,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ObjectExpression
2541¿Property¿¿¿¿¿{"start":{"line":192,"column":16},"end":{"line":192,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Property
2542¿Identifier¿¿message¿¿¿{"start":{"line":192,"column":16},"end":{"line":192,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2543¿Literal¿string¿¿'Server is buzy, please stop current task'¿¿{"start":{"line":192,"column":25},"end":{"line":192,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2544¿VariableDeclarator¿¿v267¿¿¿¿¿VariableDeclarator
2545¿CallExpression¿¿¿¿¿{"start":{"line":192,"column":6},"end":{"line":192,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2546¿MemberExpression¿¿¿¿¿{"start":{"line":192,"column":6},"end":{"line":192,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2547¿Identifier¿¿res¿¿¿{"start":{"line":192,"column":6},"end":{"line":192,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2548¿Identifier¿¿json¿¿¿{"start":{"line":192,"column":10},"end":{"line":192,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2549¿Identifier¿¿v266¿¿¿¿¿Identifier
2550¿ExpressionStatement¿¿¿¿¿{"start":{"line":192,"column":6},"end":{"line":192,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2551¿Identifier¿¿v267¿¿¿¿¿Identifier
2552¿BlockStatement¿¿¿¿¿{"start":{"line":190,"column":11},"end":{"line":193,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BlockStatement
