Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
622¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":104,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Program
932¿VariableDeclarator¿¿1118¿v102¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
933¿UnaryExpression¿typeof¿1118¿¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿UnaryExpression
934¿Identifier¿¿1118¿options¿¿¿{"start":{"line":65,"column":17},"end":{"line":65,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
935¿VariableDeclarator¿¿1118¿v103¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
936¿BinaryExpression¿==¿1118¿¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BinaryExpression
937¿Identifier¿¿1118¿v102¿¿¿¿¿Identifier
938¿Literal¿string¿1118¿¿'function'¿¿{"start":{"line":65,"column":28},"end":{"line":65,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
939¿IfStatement¿¿1118¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":69,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿IfStatement
940¿Identifier¿¿1118¿v103¿¿¿¿¿Identifier
941¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ExpressionStatement
942¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿AssignmentExpression
943¿Identifier¿¿1118¿cb¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
944¿Identifier¿¿1118¿options¿¿¿{"start":{"line":66,"column":13},"end":{"line":66,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
945¿BlockStatement¿¿1118¿¿¿¿{"start":{"line":65,"column":40},"end":{"line":67,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BlockStatement
946¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ExpressionStatement
947¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿AssignmentExpression
948¿Identifier¿¿1118¿tolerance¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
949¿Identifier¿¿1118¿options¿¿¿{"start":{"line":68,"column":20},"end":{"line":68,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
950¿BlockStatement¿¿1118¿¿¿¿{"start":{"line":67,"column":13},"end":{"line":69,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BlockStatement
951¿BlockStatement¿¿1118¿¿¿¿{"start":{"line":61,"column":11},"end":{"line":70,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BlockStatement
952¿VariableDeclarator¿¿1118¿v118¿¿¿{"start":{"line":72,"column":18},"end":{"line":97,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
953¿FunctionExpression¿¿1118¿anon¿¿¿{"start":{"line":72,"column":18},"end":{"line":97,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿FunctionExpression
954¿Identifier¿¿0¿err¿¿¿{"start":{"line":72,"column":28},"end":{"line":72,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
955¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":72,"column":33},"end":{"line":72,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
956¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":72,"column":41},"end":{"line":72,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
957¿IfStatement¿¿1131¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":82,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿IfStatement
958¿Identifier¿¿1131¿isImageMagick¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
959¿VariableDeclarator¿¿1131¿v104¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
960¿UnaryExpression¿!¿1131¿¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿UnaryExpression
961¿Identifier¿¿1131¿err¿¿¿{"start":{"line":75,"column":13},"end":{"line":75,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
962¿IfStatement¿¿1131¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":77,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿IfStatement
963¿Identifier¿¿1131¿v104¿¿¿¿¿Identifier
964¿VariableDeclarator¿¿1131¿v105¿¿¿{"start":{"line":76,"column":26},"end":{"line":76,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
965¿BinaryExpression¿<=¿1131¿¿¿¿{"start":{"line":76,"column":26},"end":{"line":76,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BinaryExpression
966¿Literal¿number¿1131¿¿0¿¿{"start":{"line":76,"column":26},"end":{"line":76,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
967¿Identifier¿¿1131¿tolerance¿¿¿{"start":{"line":76,"column":31},"end":{"line":76,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
968¿VariableDeclarator¿¿1131¿v106¿¿¿{"start":{"line":76,"column":17},"end":{"line":76,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
969¿CallExpression¿¿1131¿¿¿¿{"start":{"line":76,"column":17},"end":{"line":76,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿CallExpression
970¿Identifier¿¿1131¿cb¿¿¿{"start":{"line":76,"column":17},"end":{"line":76,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
971¿Literal¿object¿1131¿¿null¿¿{"start":{"line":76,"column":20},"end":{"line":76,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
972¿Identifier¿¿1131¿v105¿¿¿¿¿Identifier
973¿Literal¿number¿1131¿¿0¿¿{"start":{"line":76,"column":42},"end":{"line":76,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
974¿Identifier¿¿1131¿stdout¿¿¿{"start":{"line":76,"column":45},"end":{"line":76,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
975¿ReturnStatement¿¿1131¿¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ReturnStatement
976¿Identifier¿¿1131¿v106¿¿¿¿¿Identifier
977¿BlockStatement¿¿1131¿¿¿¿{"start":{"line":75,"column":18},"end":{"line":77,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BlockStatement
978¿VariableDeclarator¿¿1131¿v107¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
979¿MemberExpression¿¿1131¿¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿MemberExpression
980¿Identifier¿¿1131¿err¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
981¿Identifier¿¿1131¿code¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
982¿VariableDeclarator¿¿1131¿v108¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
983¿BinaryExpression¿===¿1131¿¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BinaryExpression
984¿Identifier¿¿1131¿v107¿¿¿¿¿Identifier
985¿Literal¿number¿1131¿¿1¿¿{"start":{"line":78,"column":25},"end":{"line":78,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
986¿IfStatement¿¿1131¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":81,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿IfStatement
987¿Identifier¿¿1131¿v108¿¿¿¿¿Identifier
988¿ExpressionStatement¿¿1131¿¿¿¿{"start":{"line":79,"column":10},"end":{"line":79,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ExpressionStatement
989¿AssignmentExpression¿=¿1131¿¿¿¿{"start":{"line":79,"column":10},"end":{"line":79,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿AssignmentExpression
990¿Identifier¿¿1131¿err¿¿¿{"start":{"line":79,"column":10},"end":{"line":79,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
991¿Literal¿object¿1131¿¿null¿¿{"start":{"line":79,"column":16},"end":{"line":79,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
992¿ExpressionStatement¿¿1131¿¿¿¿{"start":{"line":80,"column":10},"end":{"line":80,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ExpressionStatement
993¿AssignmentExpression¿=¿1131¿¿¿¿{"start":{"line":80,"column":10},"end":{"line":80,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿AssignmentExpression
994¿Identifier¿¿1131¿stdout¿¿¿{"start":{"line":80,"column":10},"end":{"line":80,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
995¿Identifier¿¿1131¿stderr¿¿¿{"start":{"line":80,"column":19},"end":{"line":80,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
996¿BlockStatement¿¿1131¿¿¿¿{"start":{"line":78,"column":28},"end":{"line":81,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BlockStatement
997¿BlockStatement¿¿1131¿¿¿¿{"start":{"line":74,"column":25},"end":{"line":82,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BlockStatement
998¿IfStatement¿¿1131¿¿¿¿{"start":{"line":83,"column":6},"end":{"line":85,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿IfStatement
999¿Identifier¿¿1131¿err¿¿¿{"start":{"line":83,"column":10},"end":{"line":83,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1000¿VariableDeclarator¿¿1131¿v109¿¿¿{"start":{"line":84,"column":15},"end":{"line":84,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
1001¿CallExpression¿¿1131¿¿¿¿{"start":{"line":84,"column":15},"end":{"line":84,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿CallExpression
1002¿Identifier¿¿1131¿cb¿¿¿{"start":{"line":84,"column":15},"end":{"line":84,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1003¿Identifier¿¿1131¿err¿¿¿{"start":{"line":84,"column":18},"end":{"line":84,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1004¿ReturnStatement¿¿1131¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ReturnStatement
1005¿Identifier¿¿1131¿v109¿¿¿¿¿Identifier
1006¿BlockStatement¿¿1131¿¿¿¿{"start":{"line":83,"column":15},"end":{"line":85,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BlockStatement
1007¿VariableDeclarator¿¿1131¿regex¿¿¿{"start":{"line":88,"column":10},"end":{"line":88,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
1008¿IfStatement¿¿1131¿¿¿¿{"start":{"line":88,"column":18},"end":{"line":88,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿IfStatement
1009¿Identifier¿¿1131¿isImageMagick¿¿¿{"start":{"line":88,"column":18},"end":{"line":88,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1010¿ExpressionStatement¿¿1131¿¿¿¿{"start":{"line":88,"column":18},"end":{"line":88,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ExpressionStatement
1011¿AssignmentExpression¿=¿1131¿¿¿¿{"start":{"line":88,"column":18},"end":{"line":88,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿AssignmentExpression
1012¿Identifier¿¿1131¿regex¿¿¿{"start":{"line":88,"column":18},"end":{"line":88,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1013¿Literal¿object¿1131¿¿/\((\d+\.?[\d\-\+e]*)\)/m¿¿{"start":{"line":88,"column":34},"end":{"line":88,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
1014¿BlockStatement¿¿1131¿¿¿¿¿¿BlockStatement
1015¿ExpressionStatement¿¿1131¿¿¿¿{"start":{"line":88,"column":18},"end":{"line":88,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ExpressionStatement
1016¿AssignmentExpression¿=¿1131¿¿¿¿{"start":{"line":88,"column":18},"end":{"line":88,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿AssignmentExpression
1017¿Identifier¿¿1131¿regex¿¿¿{"start":{"line":88,"column":18},"end":{"line":88,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1018¿Literal¿object¿1131¿¿/Total: (\d+\.?\d*)/m¿¿{"start":{"line":88,"column":62},"end":{"line":88,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
1019¿BlockStatement¿¿1131¿¿¿¿¿¿BlockStatement
1020¿VariableDeclarator¿¿1131¿match¿¿¿{"start":{"line":89,"column":10},"end":{"line":89,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
1021¿CallExpression¿¿1131¿¿¿¿{"start":{"line":89,"column":18},"end":{"line":89,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿CallExpression
1022¿MemberExpression¿¿1131¿¿¿¿{"start":{"line":89,"column":18},"end":{"line":89,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿MemberExpression
1023¿Identifier¿¿1131¿regex¿¿¿{"start":{"line":89,"column":18},"end":{"line":89,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1024¿Identifier¿¿1131¿exec¿¿¿{"start":{"line":89,"column":24},"end":{"line":89,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1025¿Identifier¿¿1131¿stdout¿¿¿{"start":{"line":89,"column":29},"end":{"line":89,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1026¿VariableDeclarator¿¿1131¿v110¿¿¿{"start":{"line":90,"column":10},"end":{"line":90,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
1027¿UnaryExpression¿!¿1131¿¿¿¿{"start":{"line":90,"column":10},"end":{"line":90,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿UnaryExpression
1028¿Identifier¿¿1131¿match¿¿¿{"start":{"line":90,"column":11},"end":{"line":90,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1029¿IfStatement¿¿1131¿¿¿¿{"start":{"line":90,"column":6},"end":{"line":93,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿IfStatement
1030¿Identifier¿¿1131¿v110¿¿¿¿¿Identifier
1031¿VariableDeclarator¿¿1131¿v111¿¿¿{"start":{"line":91,"column":24},"end":{"line":91,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
1032¿BinaryExpression¿+¿1131¿¿¿¿{"start":{"line":91,"column":24},"end":{"line":91,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BinaryExpression
1033¿Literal¿string¿1131¿¿'Unable to parse output.\nGot '¿¿{"start":{"line":91,"column":24},"end":{"line":91,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
1034¿Identifier¿¿1131¿stdout¿¿¿{"start":{"line":91,"column":58},"end":{"line":91,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1035¿ExpressionStatement¿¿1131¿¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ExpressionStatement
1036¿AssignmentExpression¿=¿1131¿¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿AssignmentExpression
1037¿Identifier¿¿1131¿err¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1038¿NewExpression¿¿1131¿¿¿¿{"start":{"line":91,"column":14},"end":{"line":91,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿NewExpression
1039¿Identifier¿¿1131¿Error¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1040¿Identifier¿¿1131¿v111¿¿¿¿¿Identifier
1041¿VariableDeclarator¿¿1131¿v112¿¿¿{"start":{"line":92,"column":15},"end":{"line":92,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
1042¿CallExpression¿¿1131¿¿¿¿{"start":{"line":92,"column":15},"end":{"line":92,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿CallExpression
1043¿Identifier¿¿1131¿cb¿¿¿{"start":{"line":92,"column":15},"end":{"line":92,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1044¿Identifier¿¿1131¿err¿¿¿{"start":{"line":92,"column":18},"end":{"line":92,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1045¿ReturnStatement¿¿1131¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ReturnStatement
1046¿Identifier¿¿1131¿v112¿¿¿¿¿Identifier
1047¿BlockStatement¿¿1131¿¿¿¿{"start":{"line":90,"column":18},"end":{"line":93,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BlockStatement
1048¿VariableDeclarator¿¿1131¿v113¿¿¿{"start":{"line":95,"column":32},"end":{"line":95,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
1049¿MemberExpression¿computed¿1131¿¿¿¿{"start":{"line":95,"column":32},"end":{"line":95,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿MemberExpression
1050¿Identifier¿¿1131¿match¿¿¿{"start":{"line":95,"column":32},"end":{"line":95,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1051¿Literal¿number¿1131¿¿1¿¿{"start":{"line":95,"column":38},"end":{"line":95,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
1052¿VariableDeclarator¿¿1131¿equality¿¿¿{"start":{"line":95,"column":10},"end":{"line":95,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
1053¿CallExpression¿¿1131¿¿¿¿{"start":{"line":95,"column":21},"end":{"line":95,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿CallExpression
1054¿Identifier¿¿1131¿parseFloat¿¿¿{"start":{"line":95,"column":21},"end":{"line":95,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1055¿Identifier¿¿1131¿v113¿¿¿¿¿Identifier
1056¿VariableDeclarator¿¿1131¿v114¿¿¿{"start":{"line":96,"column":15},"end":{"line":96,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
1057¿BinaryExpression¿<=¿1131¿¿¿¿{"start":{"line":96,"column":15},"end":{"line":96,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BinaryExpression
1058¿Identifier¿¿1131¿equality¿¿¿{"start":{"line":96,"column":15},"end":{"line":96,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1059¿Identifier¿¿1131¿tolerance¿¿¿{"start":{"line":96,"column":27},"end":{"line":96,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1060¿VariableDeclarator¿¿1131¿v115¿¿¿{"start":{"line":96,"column":56},"end":{"line":96,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
1061¿CallExpression¿¿1131¿¿¿¿{"start":{"line":96,"column":56},"end":{"line":96,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿CallExpression
1062¿MemberExpression¿¿1131¿¿¿¿{"start":{"line":96,"column":56},"end":{"line":96,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿MemberExpression
1063¿Identifier¿¿1131¿utils¿¿¿{"start":{"line":96,"column":56},"end":{"line":96,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1064¿Identifier¿¿1131¿unescape¿¿¿{"start":{"line":96,"column":62},"end":{"line":96,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1065¿Identifier¿¿1131¿orig¿¿¿{"start":{"line":96,"column":71},"end":{"line":96,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1066¿VariableDeclarator¿¿1131¿v116¿¿¿{"start":{"line":96,"column":78},"end":{"line":96,"column":103},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
1067¿CallExpression¿¿1131¿¿¿¿{"start":{"line":96,"column":78},"end":{"line":96,"column":103},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿CallExpression
1068¿MemberExpression¿¿1131¿¿¿¿{"start":{"line":96,"column":78},"end":{"line":96,"column":92},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿MemberExpression
1069¿Identifier¿¿1131¿utils¿¿¿{"start":{"line":96,"column":78},"end":{"line":96,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1070¿Identifier¿¿1131¿unescape¿¿¿{"start":{"line":96,"column":84},"end":{"line":96,"column":92},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1071¿Identifier¿¿1131¿compareTo¿¿¿{"start":{"line":96,"column":93},"end":{"line":96,"column":102},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1072¿VariableDeclarator¿¿1131¿v117¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":104},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
1073¿CallExpression¿¿1131¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":104},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿CallExpression
1074¿Identifier¿¿1131¿cb¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1075¿Literal¿object¿1131¿¿null¿¿{"start":{"line":96,"column":9},"end":{"line":96,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
1076¿Identifier¿¿1131¿v114¿¿¿¿¿Identifier
1077¿Identifier¿¿1131¿equality¿¿¿{"start":{"line":96,"column":38},"end":{"line":96,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1078¿Identifier¿¿1131¿stdout¿¿¿{"start":{"line":96,"column":48},"end":{"line":96,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1079¿Identifier¿¿1131¿v115¿¿¿¿¿Identifier
1080¿Identifier¿¿1131¿v116¿¿¿¿¿Identifier
1081¿ExpressionStatement¿¿1131¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":105},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ExpressionStatement
1082¿Identifier¿¿1131¿v117¿¿¿¿¿Identifier
