Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
10852¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":1019,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Program
14996¿Identifier¿¿v1318¿¿¿¿¿Identifier
14997¿VariableDeclarator¿¿v1319¿¿¿¿¿VariableDeclarator
14998¿MemberExpression¿¿¿¿¿{"start":{"line":342,"column":20},"end":{"line":342,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
14999¿Identifier¿¿Object¿¿¿{"start":{"line":342,"column":20},"end":{"line":342,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15000¿Identifier¿¿prototype¿¿¿{"start":{"line":342,"column":27},"end":{"line":342,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15001¿VariableDeclarator¿¿v1320¿¿¿¿¿VariableDeclarator
15002¿MemberExpression¿¿¿¿¿{"start":{"line":342,"column":20},"end":{"line":342,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15003¿Identifier¿¿v1319¿¿¿¿¿Identifier
15004¿Identifier¿¿hasOwnProperty¿¿¿{"start":{"line":342,"column":37},"end":{"line":342,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15005¿VariableDeclarator¿¿v1321¿¿¿¿¿VariableDeclarator
15006¿MemberExpression¿¿¿¿¿{"start":{"line":342,"column":57},"end":{"line":342,"column":64},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15007¿ThisExpression¿¿¿¿¿{"start":{"line":342,"column":57},"end":{"line":342,"column":61},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ThisExpression
15008¿Identifier¿¿yy¿¿¿{"start":{"line":342,"column":62},"end":{"line":342,"column":64},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15009¿VariableDeclarator¿¿v1322¿¿¿¿¿VariableDeclarator
15010¿CallExpression¿¿¿¿¿{"start":{"line":342,"column":20},"end":{"line":342,"column":68},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿CallExpression
15011¿MemberExpression¿¿¿¿¿{"start":{"line":342,"column":20},"end":{"line":342,"column":56},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15012¿Identifier¿¿v1320¿¿¿¿¿Identifier
15013¿Identifier¿¿call¿¿¿{"start":{"line":342,"column":52},"end":{"line":342,"column":56},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15014¿Identifier¿¿v1321¿¿¿¿¿Identifier
15015¿Identifier¿¿k¿¿¿{"start":{"line":342,"column":66},"end":{"line":342,"column":67},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15016¿IfStatement¿¿¿¿¿{"start":{"line":342,"column":16},"end":{"line":344,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿IfStatement
15017¿Identifier¿¿v1322¿¿¿¿¿Identifier
15018¿VariableDeclarator¿¿v1323¿¿¿¿¿VariableDeclarator
15019¿MemberExpression¿¿¿¿¿{"start":{"line":343,"column":20},"end":{"line":343,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15020¿Identifier¿¿sharedState¿¿¿{"start":{"line":343,"column":20},"end":{"line":343,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15021¿Identifier¿¿yy¿¿¿{"start":{"line":343,"column":32},"end":{"line":343,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15022¿VariableDeclarator¿¿v1324¿¿¿¿¿VariableDeclarator
15023¿MemberExpression¿¿¿¿¿{"start":{"line":343,"column":40},"end":{"line":343,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15024¿ThisExpression¿¿¿¿¿{"start":{"line":343,"column":40},"end":{"line":343,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ThisExpression
15025¿Identifier¿¿yy¿¿¿{"start":{"line":343,"column":45},"end":{"line":343,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15026¿VariableDeclarator¿¿v1325¿¿¿¿¿VariableDeclarator
15027¿MemberExpression¿computed¿¿¿¿{"start":{"line":343,"column":40},"end":{"line":343,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15028¿Identifier¿¿v1324¿¿¿¿¿Identifier
15029¿Identifier¿¿k¿¿¿{"start":{"line":343,"column":48},"end":{"line":343,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15030¿ExpressionStatement¿¿¿¿¿{"start":{"line":343,"column":20},"end":{"line":343,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
15031¿AssignmentExpression¿=¿¿¿¿{"start":{"line":343,"column":20},"end":{"line":343,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
15032¿MemberExpression¿computed¿¿¿¿{"start":{"line":343,"column":20},"end":{"line":343,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15033¿Identifier¿¿v1323¿¿¿¿¿Identifier
15034¿Identifier¿¿k¿¿¿{"start":{"line":343,"column":35},"end":{"line":343,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15035¿Identifier¿¿v1325¿¿¿¿¿Identifier
15036¿BlockStatement¿¿¿¿¿{"start":{"line":342,"column":70},"end":{"line":344,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿BlockStatement
15037¿BlockStatement¿¿¿¿¿{"start":{"line":341,"column":35},"end":{"line":345,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿BlockStatement
15038¿VariableDeclarator¿¿v1326¿¿¿¿¿VariableDeclarator
15039¿MemberExpression¿¿¿¿¿{"start":{"line":347,"column":34},"end":{"line":347,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15040¿Identifier¿¿sharedState¿¿¿{"start":{"line":347,"column":34},"end":{"line":347,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15041¿Identifier¿¿yy¿¿¿{"start":{"line":347,"column":46},"end":{"line":347,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15042¿VariableDeclarator¿¿v1327¿¿¿¿¿VariableDeclarator
15043¿CallExpression¿¿¿¿¿{"start":{"line":347,"column":12},"end":{"line":347,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿CallExpression
15044¿MemberExpression¿¿¿¿¿{"start":{"line":347,"column":12},"end":{"line":347,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15045¿Identifier¿¿lexer¿¿¿{"start":{"line":347,"column":12},"end":{"line":347,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15046¿Identifier¿¿setInput¿¿¿{"start":{"line":347,"column":18},"end":{"line":347,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15047¿Identifier¿¿input¿¿¿{"start":{"line":347,"column":27},"end":{"line":347,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15048¿Identifier¿¿v1326¿¿¿¿¿Identifier
15049¿ExpressionStatement¿¿¿¿¿{"start":{"line":347,"column":12},"end":{"line":347,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
15050¿Identifier¿¿v1327¿¿¿¿¿Identifier
15051¿VariableDeclarator¿¿v1328¿¿¿¿¿VariableDeclarator
15052¿MemberExpression¿¿¿¿¿{"start":{"line":348,"column":12},"end":{"line":348,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15053¿Identifier¿¿sharedState¿¿¿{"start":{"line":348,"column":12},"end":{"line":348,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15054¿Identifier¿¿yy¿¿¿{"start":{"line":348,"column":24},"end":{"line":348,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15055¿ExpressionStatement¿¿¿¿¿{"start":{"line":348,"column":12},"end":{"line":348,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
15056¿AssignmentExpression¿=¿¿¿¿{"start":{"line":348,"column":12},"end":{"line":348,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
15057¿MemberExpression¿¿¿¿¿{"start":{"line":348,"column":12},"end":{"line":348,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15058¿Identifier¿¿v1328¿¿¿¿¿Identifier
15059¿Identifier¿¿lexer¿¿¿{"start":{"line":348,"column":27},"end":{"line":348,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15060¿Identifier¿¿lexer¿¿¿{"start":{"line":348,"column":35},"end":{"line":348,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15061¿VariableDeclarator¿¿v1329¿¿¿¿¿VariableDeclarator
15062¿MemberExpression¿¿¿¿¿{"start":{"line":349,"column":12},"end":{"line":349,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15063¿Identifier¿¿sharedState¿¿¿{"start":{"line":349,"column":12},"end":{"line":349,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15064¿Identifier¿¿yy¿¿¿{"start":{"line":349,"column":24},"end":{"line":349,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15065¿ExpressionStatement¿¿¿¿¿{"start":{"line":349,"column":12},"end":{"line":349,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
15066¿AssignmentExpression¿=¿¿¿¿{"start":{"line":349,"column":12},"end":{"line":349,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
15067¿MemberExpression¿¿¿¿¿{"start":{"line":349,"column":12},"end":{"line":349,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15068¿Identifier¿¿v1329¿¿¿¿¿Identifier
15069¿Identifier¿¿parser¿¿¿{"start":{"line":349,"column":27},"end":{"line":349,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15070¿ThisExpression¿¿¿¿¿{"start":{"line":349,"column":36},"end":{"line":349,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ThisExpression
15071¿VariableDeclarator¿¿v1330¿¿¿¿¿VariableDeclarator
15072¿MemberExpression¿¿¿¿¿{"start":{"line":350,"column":23},"end":{"line":350,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15073¿Identifier¿¿lexer¿¿¿{"start":{"line":350,"column":23},"end":{"line":350,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15074¿Identifier¿¿yylloc¿¿¿{"start":{"line":350,"column":29},"end":{"line":350,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15075¿VariableDeclarator¿¿v1331¿¿¿¿¿VariableDeclarator
15076¿UnaryExpression¿typeof¿¿¿¿{"start":{"line":350,"column":16},"end":{"line":350,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿UnaryExpression
15077¿Identifier¿¿v1330¿¿¿¿¿Identifier
15078¿VariableDeclarator¿¿v1332¿¿¿¿¿VariableDeclarator
15079¿BinaryExpression¿==¿¿¿¿{"start":{"line":350,"column":16},"end":{"line":350,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿BinaryExpression
15080¿Identifier¿¿v1331¿¿¿¿¿Identifier
15081¿Literal¿string¿¿'undefined'¿¿{"start":{"line":350,"column":39},"end":{"line":350,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
15082¿IfStatement¿¿¿¿¿{"start":{"line":350,"column":12},"end":{"line":352,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿IfStatement
15083¿Identifier¿¿v1332¿¿¿¿¿Identifier
15084¿VariableDeclarator¿¿v1333¿¿¿¿¿VariableDeclarator
15085¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
15086¿ExpressionStatement¿¿¿¿¿{"start":{"line":351,"column":16},"end":{"line":351,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
15087¿AssignmentExpression¿=¿¿¿¿{"start":{"line":351,"column":16},"end":{"line":351,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
15088¿MemberExpression¿¿¿¿¿{"start":{"line":351,"column":16},"end":{"line":351,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15089¿Identifier¿¿lexer¿¿¿{"start":{"line":351,"column":16},"end":{"line":351,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15090¿Identifier¿¿yylloc¿¿¿{"start":{"line":351,"column":22},"end":{"line":351,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15091¿Identifier¿¿v1333¿¿¿¿¿Identifier
15092¿BlockStatement¿¿¿¿¿{"start":{"line":350,"column":52},"end":{"line":352,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿BlockStatement
15093¿VariableDeclarator¿¿yyloc¿¿¿{"start":{"line":353,"column":16},"end":{"line":353,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿VariableDeclarator
15094¿MemberExpression¿¿¿¿¿{"start":{"line":353,"column":24},"end":{"line":353,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15095¿Identifier¿¿lexer¿¿¿{"start":{"line":353,"column":24},"end":{"line":353,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15096¿Identifier¿¿yylloc¿¿¿{"start":{"line":353,"column":30},"end":{"line":353,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15097¿VariableDeclarator¿¿v1334¿¿¿¿¿VariableDeclarator
15098¿CallExpression¿¿¿¿¿{"start":{"line":354,"column":12},"end":{"line":354,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿CallExpression
15099¿MemberExpression¿¿¿¿¿{"start":{"line":354,"column":12},"end":{"line":354,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15100¿Identifier¿¿lstack¿¿¿{"start":{"line":354,"column":12},"end":{"line":354,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15101¿Identifier¿¿push¿¿¿{"start":{"line":354,"column":19},"end":{"line":354,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15102¿Identifier¿¿yyloc¿¿¿{"start":{"line":354,"column":24},"end":{"line":354,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15103¿ExpressionStatement¿¿¿¿¿{"start":{"line":354,"column":12},"end":{"line":354,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
15104¿Identifier¿¿v1334¿¿¿¿¿Identifier
15105¿VariableDeclarator¿¿v1335¿¿¿¿¿VariableDeclarator
15106¿MemberExpression¿¿¿¿¿{"start":{"line":356,"column":25},"end":{"line":356,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15107¿Identifier¿¿lexer¿¿¿{"start":{"line":356,"column":25},"end":{"line":356,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15108¿Identifier¿¿options¿¿¿{"start":{"line":356,"column":31},"end":{"line":356,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15109¿VariableDeclarator¿¿v1336¿¿¿¿¿VariableDeclarator
15110¿MemberExpression¿¿¿¿¿{"start":{"line":356,"column":42},"end":{"line":356,"column":55},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15111¿Identifier¿¿lexer¿¿¿{"start":{"line":356,"column":42},"end":{"line":356,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15112¿Identifier¿¿options¿¿¿{"start":{"line":356,"column":48},"end":{"line":356,"column":55},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15113¿VariableDeclarator¿¿v1337¿¿¿¿¿VariableDeclarator
15114¿MemberExpression¿¿¿¿¿{"start":{"line":356,"column":42},"end":{"line":356,"column":62},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15115¿Identifier¿¿v1336¿¿¿¿¿Identifier
15116¿Identifier¿¿ranges¿¿¿{"start":{"line":356,"column":56},"end":{"line":356,"column":62},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15117¿VariableDeclarator¿¿ranges¿¿¿{"start":{"line":356,"column":16},"end":{"line":356,"column":62},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿VariableDeclarator
15118¿LogicalExpression¿&&¿¿¿¿{"start":{"line":356,"column":25},"end":{"line":356,"column":62},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿LogicalExpression
15119¿Identifier¿¿v1335¿¿¿¿¿Identifier
15120¿Identifier¿¿v1337¿¿¿¿¿Identifier
15121¿VariableDeclarator¿¿v1338¿¿¿¿¿VariableDeclarator
15122¿MemberExpression¿¿¿¿¿{"start":{"line":358,"column":23},"end":{"line":358,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15123¿Identifier¿¿sharedState¿¿¿{"start":{"line":358,"column":23},"end":{"line":358,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15124¿Identifier¿¿yy¿¿¿{"start":{"line":358,"column":35},"end":{"line":358,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15125¿VariableDeclarator¿¿v1339¿¿¿¿¿VariableDeclarator
15126¿MemberExpression¿¿¿¿¿{"start":{"line":358,"column":23},"end":{"line":358,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15127¿Identifier¿¿v1338¿¿¿¿¿Identifier
15128¿Identifier¿¿parseError¿¿¿{"start":{"line":358,"column":38},"end":{"line":358,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15129¿VariableDeclarator¿¿v1340¿¿¿¿¿VariableDeclarator
15130¿UnaryExpression¿typeof¿¿¿¿{"start":{"line":358,"column":16},"end":{"line":358,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿UnaryExpression
15131¿Identifier¿¿v1339¿¿¿¿¿Identifier
15132¿VariableDeclarator¿¿v1341¿¿¿¿¿VariableDeclarator
15133¿BinaryExpression¿===¿¿¿¿{"start":{"line":358,"column":16},"end":{"line":358,"column":63},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿BinaryExpression
15134¿Identifier¿¿v1340¿¿¿¿¿Identifier
15135¿Literal¿string¿¿'function'¿¿{"start":{"line":358,"column":53},"end":{"line":358,"column":63},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
15136¿IfStatement¿¿¿¿¿{"start":{"line":358,"column":12},"end":{"line":362,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿IfStatement
15137¿Identifier¿¿v1341¿¿¿¿¿Identifier
15138¿VariableDeclarator¿¿v1342¿¿¿¿¿VariableDeclarator
15139¿MemberExpression¿¿¿¿¿{"start":{"line":359,"column":34},"end":{"line":359,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15140¿Identifier¿¿sharedState¿¿¿{"start":{"line":359,"column":34},"end":{"line":359,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15141¿Identifier¿¿yy¿¿¿{"start":{"line":359,"column":46},"end":{"line":359,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15142¿VariableDeclarator¿¿v1343¿¿¿¿¿VariableDeclarator
15143¿MemberExpression¿¿¿¿¿{"start":{"line":359,"column":34},"end":{"line":359,"column":59},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15144¿Identifier¿¿v1342¿¿¿¿¿Identifier
15145¿Identifier¿¿parseError¿¿¿{"start":{"line":359,"column":49},"end":{"line":359,"column":59},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15146¿ExpressionStatement¿¿¿¿¿{"start":{"line":359,"column":16},"end":{"line":359,"column":60},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
15147¿AssignmentExpression¿=¿¿¿¿{"start":{"line":359,"column":16},"end":{"line":359,"column":59},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
15148¿MemberExpression¿¿¿¿¿{"start":{"line":359,"column":16},"end":{"line":359,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15149¿ThisExpression¿¿¿¿¿{"start":{"line":359,"column":16},"end":{"line":359,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ThisExpression
15150¿Identifier¿¿parseError¿¿¿{"start":{"line":359,"column":21},"end":{"line":359,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
15151¿Identifier¿¿v1343¿¿¿¿¿Identifier
15152¿BlockStatement¿¿¿¿¿{"start":{"line":358,"column":65},"end":{"line":360,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿BlockStatement
15153¿VariableDeclarator¿¿v1344¿¿¿¿¿VariableDeclarator
15154¿CallExpression¿¿¿¿¿{"start":{"line":361,"column":34},"end":{"line":361,"column":61},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿CallExpression
15155¿MemberExpression¿¿¿¿¿{"start":{"line":361,"column":34},"end":{"line":361,"column":55},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
15156¿Identifier¿¿Object¿¿¿{"start":{"line":361,"column":34},"end":{"line":361,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
