Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1033¿Program¿¿-1¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":111,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Program
1293¿Identifier¿¿1811¿latest¿¿¿{"start":{"line":47,"column":71},"end":{"line":47,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1294¿VariableDeclarator¿¿1811¿shouldBeInstalled¿¿¿{"start":{"line":46,"column":10},"end":{"line":47,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1295¿LogicalExpression¿||¿1811¿¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿LogicalExpression
1296¿Identifier¿¿1811¿v114¿¿¿¿¿Identifier
1297¿Identifier¿¿1811¿v115¿¿¿¿¿Identifier
1298¿IfStatement¿¿1811¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":56,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿IfStatement
1299¿Identifier¿¿1811¿shouldBeInstalled¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1300¿VariableDeclarator¿¿1811¿warning¿¿¿{"start":{"line":49,"column":12},"end":{"line":54,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1301¿VariableDeclarator¿¿1811¿v116¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1302¿BinaryExpression¿!==¿1811¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿BinaryExpression
1303¿Identifier¿¿1811¿installed¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1304¿Literal¿object¿1811¿¿null¿¿{"start":{"line":50,"column":22},"end":{"line":50,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Literal
1305¿VariableDeclarator¿¿1811¿v117¿¿¿{"start":{"line":51,"column":29},"end":{"line":51,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1306¿BinaryExpression¿!==¿1811¿¿¿¿{"start":{"line":51,"column":29},"end":{"line":51,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿BinaryExpression
1307¿Identifier¿¿1811¿wantedFixed¿¿¿{"start":{"line":51,"column":29},"end":{"line":51,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1308¿Identifier¿¿1811¿installed¿¿¿{"start":{"line":51,"column":45},"end":{"line":51,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1309¿VariableDeclarator¿¿1811¿v118¿¿¿{"start":{"line":51,"column":29},"end":{"line":51,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1310¿IfStatement¿¿1811¿¿¿¿{"start":{"line":51,"column":29},"end":{"line":51,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿IfStatement
1311¿Identifier¿¿1811¿v117¿¿¿¿¿Identifier
1312¿ExpressionStatement¿¿1811¿¿¿¿{"start":{"line":51,"column":29},"end":{"line":51,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ExpressionStatement
1313¿AssignmentExpression¿=¿1811¿¿¿¿{"start":{"line":51,"column":29},"end":{"line":51,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿AssignmentExpression
1314¿Identifier¿¿1811¿v118¿¿¿¿¿Identifier
1315¿Identifier¿¿1811¿wantedFixed¿¿¿{"start":{"line":51,"column":57},"end":{"line":51,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1316¿BlockStatement¿¿1811¿¿¿¿¿¿BlockStatement
1317¿ExpressionStatement¿¿1811¿¿¿¿{"start":{"line":51,"column":29},"end":{"line":51,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ExpressionStatement
1318¿AssignmentExpression¿=¿1811¿¿¿¿{"start":{"line":51,"column":29},"end":{"line":51,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿AssignmentExpression
1319¿Identifier¿¿1811¿v118¿¿¿¿¿Identifier
1320¿Identifier¿¿1811¿installed¿¿¿{"start":{"line":51,"column":71},"end":{"line":51,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1321¿BlockStatement¿¿1811¿¿¿¿¿¿BlockStatement
1322¿VariableDeclarator¿¿1811¿v119¿¿¿{"start":{"line":51,"column":25},"end":{"line":51,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1323¿CallExpression¿¿1811¿¿¿¿{"start":{"line":51,"column":25},"end":{"line":51,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1324¿Identifier¿¿1811¿red¿¿¿{"start":{"line":51,"column":25},"end":{"line":51,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1325¿Identifier¿¿1811¿v118¿¿¿¿¿Identifier
1326¿VariableDeclarator¿¿1811¿v120¿¿¿{"start":{"line":51,"column":87},"end":{"line":53,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1327¿CallExpression¿¿1811¿¿¿¿{"start":{"line":51,"column":87},"end":{"line":53,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1328¿Identifier¿¿1811¿green¿¿¿{"start":{"line":51,"column":87},"end":{"line":51,"column":92},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1329¿Identifier¿¿1811¿latest¿¿¿{"start":{"line":52,"column":14},"end":{"line":52,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1330¿VariableDeclarator¿¿1811¿v121¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1331¿CallExpression¿¿1811¿¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1332¿Identifier¿¿1811¿red¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1333¿Literal¿string¿1811¿¿'not installed'¿¿{"start":{"line":54,"column":16},"end":{"line":54,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Literal
1334¿IfStatement¿¿1811¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":54,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿IfStatement
1335¿Identifier¿¿1811¿v116¿¿¿¿¿Identifier
1336¿ExpressionStatement¿¿1811¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":54,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ExpressionStatement
1337¿AssignmentExpression¿=¿1811¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":54,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿AssignmentExpression
1338¿Identifier¿¿1811¿warning¿¿¿{"start":{"line":50,"column":8},"end":{"line":54,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1339¿TemplateLiteral¿¿1811¿¿¿¿{"start":{"line":51,"column":12},"end":{"line":53,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿TemplateLiteral
1340¿Identifier¿¿1811¿v119¿¿¿¿¿Identifier
1341¿Identifier¿¿1811¿v120¿¿¿¿¿Identifier
1342¿BlockStatement¿¿1811¿¿¿¿¿¿BlockStatement
1343¿ExpressionStatement¿¿1811¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":54,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ExpressionStatement
1344¿AssignmentExpression¿=¿1811¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":54,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿AssignmentExpression
1345¿Identifier¿¿1811¿warning¿¿¿{"start":{"line":50,"column":8},"end":{"line":54,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1346¿Identifier¿¿1811¿v121¿¿¿¿¿Identifier
1347¿BlockStatement¿¿1811¿¿¿¿¿¿BlockStatement
1348¿VariableDeclarator¿¿1811¿v122¿¿¿{"start":{"line":55,"column":21},"end":{"line":55,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1349¿CallExpression¿¿1811¿¿¿¿{"start":{"line":55,"column":21},"end":{"line":55,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1350¿Identifier¿¿1811¿red¿¿¿{"start":{"line":55,"column":21},"end":{"line":55,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1351¿Identifier¿¿1811¿name¿¿¿{"start":{"line":55,"column":25},"end":{"line":55,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1352¿VariableDeclarator¿¿1811¿v123¿¿¿{"start":{"line":55,"column":18},"end":{"line":55,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1353¿TemplateLiteral¿¿1811¿¿¿¿{"start":{"line":55,"column":18},"end":{"line":55,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿TemplateLiteral
1354¿Identifier¿¿1811¿v122¿¿¿¿¿Identifier
1355¿Identifier¿¿1811¿warning¿¿¿{"start":{"line":55,"column":37},"end":{"line":55,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1356¿VariableDeclarator¿¿1811¿v124¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1357¿CallExpression¿¿1811¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1358¿MemberExpression¿¿1811¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿MemberExpression
1359¿Identifier¿¿1811¿logger¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1360¿Identifier¿¿1811¿info¿¿¿{"start":{"line":55,"column":13},"end":{"line":55,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1361¿Identifier¿¿1811¿v123¿¿¿¿¿Identifier
1362¿ExpressionStatement¿¿1811¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ExpressionStatement
1363¿Identifier¿¿1811¿v124¿¿¿¿¿Identifier
1364¿BlockStatement¿¿1811¿¿¿¿{"start":{"line":48,"column":27},"end":{"line":56,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿BlockStatement
1365¿VariableDeclarator¿¿1811¿v125¿¿¿{"start":{"line":57,"column":14},"end":{"line":57,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1366¿ObjectExpression¿¿1811¿¿¿¿{"start":{"line":57,"column":14},"end":{"line":57,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ObjectExpression
1367¿Property¿¿1811¿¿¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1368¿Identifier¿¿1811¿installed¿¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1369¿Identifier¿¿1811¿installed¿¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1370¿Property¿¿1811¿¿¿¿{"start":{"line":57,"column":27},"end":{"line":57,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1371¿Identifier¿¿1811¿latest¿¿¿{"start":{"line":57,"column":27},"end":{"line":57,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1372¿Identifier¿¿1811¿latest¿¿¿{"start":{"line":57,"column":27},"end":{"line":57,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1373¿Property¿¿1811¿¿¿¿{"start":{"line":57,"column":35},"end":{"line":57,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1374¿Identifier¿¿1811¿name¿¿¿{"start":{"line":57,"column":35},"end":{"line":57,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1375¿Identifier¿¿1811¿name¿¿¿{"start":{"line":57,"column":35},"end":{"line":57,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1376¿Property¿¿1811¿¿¿¿{"start":{"line":57,"column":41},"end":{"line":57,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1377¿Identifier¿¿1811¿shouldBeInstalled¿¿¿{"start":{"line":57,"column":41},"end":{"line":57,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1378¿Identifier¿¿1811¿shouldBeInstalled¿¿¿{"start":{"line":57,"column":41},"end":{"line":57,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1379¿Property¿¿1811¿¿¿¿{"start":{"line":57,"column":60},"end":{"line":57,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1380¿Identifier¿¿1811¿type¿¿¿{"start":{"line":57,"column":60},"end":{"line":57,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1381¿Identifier¿¿1811¿type¿¿¿{"start":{"line":57,"column":60},"end":{"line":57,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1382¿Property¿¿1811¿¿¿¿{"start":{"line":57,"column":66},"end":{"line":57,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1383¿Identifier¿¿1811¿wanted¿¿¿{"start":{"line":57,"column":66},"end":{"line":57,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1384¿Identifier¿¿1811¿wanted¿¿¿{"start":{"line":57,"column":66},"end":{"line":57,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1385¿VariableDeclarator¿¿1811¿v126¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1386¿CallExpression¿¿1811¿¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1387¿MemberExpression¿¿1811¿¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿MemberExpression
1388¿Identifier¿¿1811¿pkgs¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1389¿Identifier¿¿1811¿push¿¿¿{"start":{"line":57,"column":9},"end":{"line":57,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1390¿Identifier¿¿1811¿v125¿¿¿¿¿Identifier
1391¿ExpressionStatement¿¿1811¿¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ExpressionStatement
1392¿Identifier¿¿1811¿v126¿¿¿¿¿Identifier
1393¿BlockStatement¿¿1811¿¿¿¿{"start":{"line":40,"column":45},"end":{"line":58,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿BlockStatement
1394¿VariableDeclarator¿¿1809¿v128¿¿¿{"start":{"line":40,"column":9},"end":{"line":58,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1395¿CallExpression¿¿1809¿¿¿¿{"start":{"line":40,"column":9},"end":{"line":58,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1396¿MemberExpression¿¿1809¿¿¿¿{"start":{"line":40,"column":9},"end":{"line":40,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿MemberExpression
1397¿Identifier¿¿1809¿v109¿¿¿¿¿Identifier
1398¿Identifier¿¿1809¿map¿¿¿{"start":{"line":40,"column":27},"end":{"line":40,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1399¿Identifier¿¿1809¿v127¿¿¿¿¿Identifier
1400¿ReturnStatement¿¿1809¿¿¿¿{"start":{"line":40,"column":2},"end":{"line":58,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ReturnStatement
1401¿Identifier¿¿1809¿v128¿¿¿¿¿Identifier
1402¿BlockStatement¿¿1809¿¿¿¿{"start":{"line":39,"column":58},"end":{"line":59,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿BlockStatement
1403¿VariableDeclarator¿¿1795¿getPkgIds¿¿¿{"start":{"line":61,"column":0},"end":{"line":63,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1404¿FunctionExpression¿¿1795¿anon¿¿¿{"start":{"line":61,"column":0},"end":{"line":63,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿FunctionExpression
1405¿Identifier¿¿0¿filteredPkgs¿¿¿{"start":{"line":61,"column":19},"end":{"line":61,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1406¿VariableDeclarator¿¿1817¿v130¿¿¿{"start":{"line":62,"column":26},"end":{"line":62,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1407¿ArrowFunctionExpression¿¿1817¿¿¿¿{"start":{"line":62,"column":26},"end":{"line":62,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ArrowFunctionExpression
1408¿ObjectPattern¿¿0¿¿¿¿{"start":{"line":62,"column":27},"end":{"line":62,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ObjectPattern
1409¿Property¿¿0¿¿¿¿{"start":{"line":62,"column":29},"end":{"line":62,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1410¿Identifier¿¿0¿latest¿¿¿{"start":{"line":62,"column":29},"end":{"line":62,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1411¿Identifier¿¿0¿latest¿¿¿{"start":{"line":62,"column":29},"end":{"line":62,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1412¿Property¿¿0¿¿¿¿{"start":{"line":62,"column":37},"end":{"line":62,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1413¿Identifier¿¿0¿name¿¿¿{"start":{"line":62,"column":37},"end":{"line":62,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1414¿Identifier¿¿0¿name¿¿¿{"start":{"line":62,"column":37},"end":{"line":62,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1415¿VariableDeclarator¿¿1819¿v129¿¿¿{"start":{"line":62,"column":48},"end":{"line":62,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1416¿TemplateLiteral¿¿1819¿¿¿¿{"start":{"line":62,"column":48},"end":{"line":62,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿TemplateLiteral
1417¿Identifier¿¿1819¿name¿¿¿{"start":{"line":62,"column":51},"end":{"line":62,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1418¿Identifier¿¿1819¿latest¿¿¿{"start":{"line":62,"column":59},"end":{"line":62,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1419¿ReturnStatement¿¿1819¿¿¿¿¿¿ReturnStatement
1420¿Identifier¿¿1819¿v129¿¿¿¿¿Identifier
1421¿BlockStatement¿¿1819¿¿¿¿¿¿BlockStatement
1422¿VariableDeclarator¿¿1817¿v131¿¿¿{"start":{"line":62,"column":9},"end":{"line":62,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1423¿CallExpression¿¿1817¿¿¿¿{"start":{"line":62,"column":9},"end":{"line":62,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1424¿MemberExpression¿¿1817¿¿¿¿{"start":{"line":62,"column":9},"end":{"line":62,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿MemberExpression
1425¿Identifier¿¿1817¿filteredPkgs¿¿¿{"start":{"line":62,"column":9},"end":{"line":62,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1426¿Identifier¿¿1817¿map¿¿¿{"start":{"line":62,"column":22},"end":{"line":62,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1427¿Identifier¿¿1817¿v130¿¿¿¿¿Identifier
1428¿VariableDeclarator¿¿1817¿v132¿¿¿{"start":{"line":62,"column":9},"end":{"line":62,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1429¿CallExpression¿¿1817¿¿¿¿{"start":{"line":62,"column":9},"end":{"line":62,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1430¿MemberExpression¿¿1817¿¿¿¿{"start":{"line":62,"column":9},"end":{"line":62,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿MemberExpression
1431¿Identifier¿¿1817¿v131¿¿¿¿¿Identifier
