Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
708¿Program¿¿-1¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":144,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Program
972¿Identifier¿¿1228¿v67¿¿¿¿¿Identifier
973¿ReturnStatement¿¿1228¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":82,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ReturnStatement
974¿Identifier¿¿1228¿v68¿¿¿¿¿Identifier
975¿BlockStatement¿¿1228¿¿¿¿{"start":{"line":64,"column":13},"end":{"line":83,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BlockStatement
976¿BlockStatement¿¿1228¿¿¿¿{"start":{"line":61,"column":60},"end":{"line":84,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BlockStatement
977¿VariableDeclarator¿¿1226¿v70¿¿¿{"start":{"line":61,"column":11},"end":{"line":84,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
978¿CallExpression¿¿1226¿¿¿¿{"start":{"line":61,"column":11},"end":{"line":84,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
979¿MemberExpression¿¿1226¿¿¿¿{"start":{"line":61,"column":11},"end":{"line":61,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
980¿Identifier¿¿1226¿v53¿¿¿¿¿Identifier
981¿Identifier¿¿1226¿then¿¿¿{"start":{"line":61,"column":32},"end":{"line":61,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
982¿Identifier¿¿1226¿v69¿¿¿¿¿Identifier
983¿ReturnStatement¿¿1226¿¿¿¿{"start":{"line":61,"column":4},"end":{"line":84,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ReturnStatement
984¿Identifier¿¿1226¿v70¿¿¿¿¿Identifier
985¿BlockStatement¿¿1226¿¿¿¿{"start":{"line":54,"column":75},"end":{"line":85,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BlockStatement
986¿VariableDeclarator¿exported¿1224¿v95¿¿¿{"start":{"line":93,"column":10},"end":{"line":143,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
987¿FunctionExpression¿¿1224¿anon¿¿¿{"start":{"line":93,"column":10},"end":{"line":143,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿FunctionExpression
988¿Identifier¿¿0¿name¿¿¿{"start":{"line":93,"column":20},"end":{"line":93,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
989¿VariableDeclarator¿¿1236¿result¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
990¿Literal¿string¿1236¿¿''¿¿{"start":{"line":94,"column":17},"end":{"line":94,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
991¿VariableDeclarator¿¿1236¿cmd¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
992¿Literal¿string¿1236¿¿''¿¿{"start":{"line":95,"column":14},"end":{"line":95,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
993¿VariableDeclarator¿¿1236¿info¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
994¿MemberExpression¿computed¿1236¿¿¿¿{"start":{"line":96,"column":15},"end":{"line":96,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
995¿Identifier¿¿1236¿browsers¿¿¿{"start":{"line":96,"column":15},"end":{"line":96,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
996¿Identifier¿¿1236¿name¿¿¿{"start":{"line":96,"column":24},"end":{"line":96,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
997¿VariableDeclarator¿¿1236¿v93¿¿¿{"start":{"line":98,"column":23},"end":{"line":142,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
998¿FunctionExpression¿¿1236¿anon¿¿¿{"start":{"line":98,"column":23},"end":{"line":142,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿FunctionExpression
999¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":98,"column":33},"end":{"line":98,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1000¿Identifier¿¿0¿reject¿¿¿{"start":{"line":98,"column":42},"end":{"line":98,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1001¿VariableDeclarator¿¿1238¿v72¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1002¿UnaryExpression¿!¿1238¿¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿UnaryExpression
1003¿Identifier¿¿1238¿info¿¿¿{"start":{"line":99,"column":11},"end":{"line":99,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1004¿IfStatement¿¿1238¿¿¿¿{"start":{"line":99,"column":6},"end":{"line":101,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿IfStatement
1005¿Identifier¿¿1238¿v72¿¿¿¿¿Identifier
1006¿VariableDeclarator¿¿1238¿v73¿¿¿{"start":{"line":100,"column":15},"end":{"line":100,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1007¿CallExpression¿¿1238¿¿¿¿{"start":{"line":100,"column":15},"end":{"line":100,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
1008¿Identifier¿¿1238¿Error¿¿¿{"start":{"line":100,"column":15},"end":{"line":100,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1009¿Literal¿string¿1238¿¿'Browser not supported.'¿¿{"start":{"line":100,"column":21},"end":{"line":100,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
1010¿VariableDeclarator¿¿1238¿v74¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1011¿CallExpression¿¿1238¿¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
1012¿Identifier¿¿1238¿reject¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1013¿Identifier¿¿1238¿v73¿¿¿¿¿Identifier
1014¿ExpressionStatement¿¿1238¿¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ExpressionStatement
1015¿Identifier¿¿1238¿v74¿¿¿¿¿Identifier
1016¿BlockStatement¿¿1238¿¿¿¿{"start":{"line":99,"column":17},"end":{"line":101,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BlockStatement
1017¿TryStatement¿¿1238¿¿¿¿{"start":{"line":103,"column":6},"end":{"line":139,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿TryStatement
1018¿SwitchStatement¿¿1238¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":136,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿SwitchStatement
1019¿Identifier¿¿1238¿platform¿¿¿{"start":{"line":104,"column":16},"end":{"line":104,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1020¿SwitchCase¿¿1238¿¿¿¿{"start":{"line":105,"column":10},"end":{"line":110,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿SwitchCase
1021¿Literal¿string¿1238¿¿'darwin'¿¿{"start":{"line":105,"column":15},"end":{"line":105,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
1022¿VariableDeclarator¿¿1238¿v75¿¿¿{"start":{"line":106,"column":58},"end":{"line":106,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1023¿MemberExpression¿¿1238¿¿¿¿{"start":{"line":106,"column":58},"end":{"line":106,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1024¿Identifier¿¿1238¿info¿¿¿{"start":{"line":106,"column":58},"end":{"line":106,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1025¿Identifier¿¿1238¿darwin¿¿¿{"start":{"line":106,"column":63},"end":{"line":106,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1026¿VariableDeclarator¿¿1238¿v76¿¿¿{"start":{"line":106,"column":18},"end":{"line":106,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1027¿BinaryExpression¿+¿1238¿¿¿¿{"start":{"line":106,"column":18},"end":{"line":106,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BinaryExpression
1028¿Literal¿string¿1238¿¿'mdfind 'kMDItemCFBundleIdentifier=='¿¿{"start":{"line":106,"column":18},"end":{"line":106,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
1029¿Identifier¿¿1238¿v75¿¿¿¿¿Identifier
1030¿ExpressionStatement¿¿1238¿¿¿¿{"start":{"line":106,"column":12},"end":{"line":106,"column":86},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ExpressionStatement
1031¿AssignmentExpression¿=¿1238¿¿¿¿{"start":{"line":106,"column":12},"end":{"line":106,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿AssignmentExpression
1032¿Identifier¿¿1238¿cmd¿¿¿{"start":{"line":106,"column":12},"end":{"line":106,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1033¿BinaryExpression¿+¿1238¿¿¿¿{"start":{"line":106,"column":18},"end":{"line":106,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BinaryExpression
1034¿Identifier¿¿1238¿v76¿¿¿¿¿Identifier
1035¿Literal¿string¿1238¿¿'' | head -1'¿¿{"start":{"line":106,"column":72},"end":{"line":106,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
1036¿VariableDeclarator¿¿1238¿v77¿¿¿{"start":{"line":107,"column":21},"end":{"line":107,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1037¿CallExpression¿¿1238¿¿¿¿{"start":{"line":107,"column":21},"end":{"line":107,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
1038¿MemberExpression¿¿1238¿¿¿¿{"start":{"line":107,"column":21},"end":{"line":107,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1039¿Identifier¿¿1238¿childProcess¿¿¿{"start":{"line":107,"column":21},"end":{"line":107,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1040¿Identifier¿¿1238¿execSync¿¿¿{"start":{"line":107,"column":34},"end":{"line":107,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1041¿Identifier¿¿1238¿cmd¿¿¿{"start":{"line":107,"column":43},"end":{"line":107,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1042¿VariableDeclarator¿¿1238¿v78¿¿¿{"start":{"line":107,"column":21},"end":{"line":107,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1043¿CallExpression¿¿1238¿¿¿¿{"start":{"line":107,"column":21},"end":{"line":107,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
1044¿MemberExpression¿¿1238¿¿¿¿{"start":{"line":107,"column":21},"end":{"line":107,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1045¿Identifier¿¿1238¿v77¿¿¿¿¿Identifier
1046¿Identifier¿¿1238¿toString¿¿¿{"start":{"line":107,"column":48},"end":{"line":107,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1047¿ExpressionStatement¿¿1238¿¿¿¿{"start":{"line":107,"column":12},"end":{"line":107,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ExpressionStatement
1048¿AssignmentExpression¿=¿1238¿¿¿¿{"start":{"line":107,"column":12},"end":{"line":107,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿AssignmentExpression
1049¿Identifier¿¿1238¿result¿¿¿{"start":{"line":107,"column":12},"end":{"line":107,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1050¿CallExpression¿¿1238¿¿¿¿{"start":{"line":107,"column":21},"end":{"line":107,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
1051¿MemberExpression¿¿1238¿¿¿¿{"start":{"line":107,"column":21},"end":{"line":107,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1052¿Identifier¿¿1238¿v78¿¿¿¿¿Identifier
1053¿Identifier¿¿1238¿trim¿¿¿{"start":{"line":107,"column":59},"end":{"line":107,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1054¿VariableDeclarator¿¿1238¿v79¿¿¿{"start":{"line":108,"column":43},"end":{"line":108,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1055¿MemberExpression¿¿1238¿¿¿¿{"start":{"line":108,"column":43},"end":{"line":108,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1056¿Identifier¿¿1238¿info¿¿¿{"start":{"line":108,"column":43},"end":{"line":108,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1057¿Identifier¿¿1238¿appName¿¿¿{"start":{"line":108,"column":48},"end":{"line":108,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1058¿ExpressionStatement¿¿1238¿¿¿¿{"start":{"line":108,"column":12},"end":{"line":108,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ExpressionStatement
1059¿AssignmentExpression¿+=¿1238¿¿¿¿{"start":{"line":108,"column":12},"end":{"line":108,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿AssignmentExpression
1060¿Identifier¿¿1238¿result¿¿¿{"start":{"line":108,"column":12},"end":{"line":108,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1061¿BinaryExpression¿+¿1238¿¿¿¿{"start":{"line":108,"column":22},"end":{"line":108,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BinaryExpression
1062¿Literal¿string¿1238¿¿'/Contents/MacOS/'¿¿{"start":{"line":108,"column":22},"end":{"line":108,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
1063¿Identifier¿¿1238¿v79¿¿¿¿¿Identifier
1064¿ExpressionStatement¿¿1238¿¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ExpressionStatement
1065¿AssignmentExpression¿=¿1238¿¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿AssignmentExpression
1066¿Identifier¿¿1238¿result¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1067¿CallExpression¿¿1238¿¿¿¿{"start":{"line":109,"column":21},"end":{"line":109,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
1068¿MemberExpression¿¿1238¿¿¿¿{"start":{"line":109,"column":21},"end":{"line":109,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1069¿Identifier¿¿1238¿result¿¿¿{"start":{"line":109,"column":21},"end":{"line":109,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1070¿Identifier¿¿1238¿replace¿¿¿{"start":{"line":109,"column":28},"end":{"line":109,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1071¿Literal¿object¿1238¿¿/\s/g¿¿{"start":{"line":109,"column":36},"end":{"line":109,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
1072¿Literal¿string¿1238¿¿'\\ '¿¿{"start":{"line":109,"column":43},"end":{"line":109,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
1073¿BreakStatement¿¿1238¿¿¿¿{"start":{"line":110,"column":12},"end":{"line":110,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BreakStatement
1074¿SwitchCase¿¿1238¿¿¿¿{"start":{"line":112,"column":10},"end":{"line":127,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿SwitchCase
1075¿Literal¿string¿1238¿¿'win32'¿¿{"start":{"line":112,"column":15},"end":{"line":112,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
1076¿VariableDeclarator¿¿1238¿v80¿¿¿{"start":{"line":117,"column":111},"end":{"line":117,"column":121},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1077¿MemberExpression¿¿1238¿¿¿¿{"start":{"line":117,"column":111},"end":{"line":117,"column":121},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1078¿Identifier¿¿1238¿info¿¿¿{"start":{"line":117,"column":111},"end":{"line":117,"column":115},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1079¿Identifier¿¿1238¿win32¿¿¿{"start":{"line":117,"column":116},"end":{"line":117,"column":121},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1080¿VariableDeclarator¿¿1238¿v81¿¿¿{"start":{"line":117,"column":18},"end":{"line":117,"column":121},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1081¿BinaryExpression¿+¿1238¿¿¿¿{"start":{"line":117,"column":18},"end":{"line":117,"column":121},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BinaryExpression
1082¿Literal¿string¿1238¿¿'reg query 'HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\App Paths\\'¿¿{"start":{"line":117,"column":18},"end":{"line":117,"column":108},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
1083¿Identifier¿¿1238¿v80¿¿¿¿¿Identifier
1084¿ExpressionStatement¿¿1238¿¿¿¿{"start":{"line":117,"column":12},"end":{"line":117,"column":132},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ExpressionStatement
1085¿AssignmentExpression¿=¿1238¿¿¿¿{"start":{"line":117,"column":12},"end":{"line":117,"column":131},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿AssignmentExpression
1086¿Identifier¿¿1238¿cmd¿¿¿{"start":{"line":117,"column":12},"end":{"line":117,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1087¿BinaryExpression¿+¿1238¿¿¿¿{"start":{"line":117,"column":18},"end":{"line":117,"column":131},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BinaryExpression
1088¿Identifier¿¿1238¿v81¿¿¿¿¿Identifier
1089¿Literal¿string¿1238¿¿'' /ve'¿¿{"start":{"line":117,"column":124},"end":{"line":117,"column":131},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
1090¿VariableDeclarator¿¿1238¿v82¿¿¿{"start":{"line":124,"column":21},"end":{"line":124,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1091¿CallExpression¿¿1238¿¿¿¿{"start":{"line":124,"column":21},"end":{"line":124,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
1092¿MemberExpression¿¿1238¿¿¿¿{"start":{"line":124,"column":21},"end":{"line":124,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1093¿Identifier¿¿1238¿childProcess¿¿¿{"start":{"line":124,"column":21},"end":{"line":124,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1094¿Identifier¿¿1238¿execSync¿¿¿{"start":{"line":124,"column":34},"end":{"line":124,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1095¿Identifier¿¿1238¿cmd¿¿¿{"start":{"line":124,"column":43},"end":{"line":124,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1096¿VariableDeclarator¿¿1238¿v83¿¿¿{"start":{"line":124,"column":21},"end":{"line":124,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1097¿CallExpression¿¿1238¿¿¿¿{"start":{"line":124,"column":21},"end":{"line":124,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
1098¿MemberExpression¿¿1238¿¿¿¿{"start":{"line":124,"column":21},"end":{"line":124,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1099¿Identifier¿¿1238¿v82¿¿¿¿¿Identifier
1100¿Identifier¿¿1238¿toString¿¿¿{"start":{"line":124,"column":48},"end":{"line":124,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1101¿ExpressionStatement¿¿1238¿¿¿¿{"start":{"line":124,"column":12},"end":{"line":124,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ExpressionStatement
