Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
844¿Program¿¿-1¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":182,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Program
1136¿Identifier¿¿1450¿push¿¿¿{"start":{"line":89,"column":15},"end":{"line":89,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1137¿Identifier¿¿1450¿v93¿¿¿¿¿Identifier
1138¿ExpressionStatement¿¿1450¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":94,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1139¿Identifier¿¿1450¿v94¿¿¿¿¿Identifier
1140¿ReturnStatement¿¿1450¿¿¿¿{"start":{"line":96,"column":4},"end":{"line":96,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ReturnStatement
1141¿ThisExpression¿¿1450¿¿¿¿{"start":{"line":96,"column":11},"end":{"line":96,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ThisExpression
1142¿BlockStatement¿¿1450¿¿¿¿{"start":{"line":81,"column":41},"end":{"line":97,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BlockStatement
1143¿ExpressionStatement¿¿1448¿¿¿¿{"start":{"line":81,"column":2},"end":{"line":97,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1144¿AssignmentExpression¿=¿1448¿¿¿¿{"start":{"line":81,"column":2},"end":{"line":97,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿AssignmentExpression
1145¿MemberExpression¿computed¿1448¿¿¿¿{"start":{"line":81,"column":2},"end":{"line":81,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1146¿Identifier¿¿1448¿v84¿¿¿¿¿Identifier
1147¿Identifier¿¿1448¿command¿¿¿{"start":{"line":81,"column":16},"end":{"line":81,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1148¿Identifier¿¿1448¿v95¿¿¿¿¿Identifier
1149¿BlockStatement¿¿1448¿¿¿¿{"start":{"line":80,"column":34},"end":{"line":98,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BlockStatement
1150¿VariableDeclarator¿¿1436¿v97¿¿¿{"start":{"line":80,"column":0},"end":{"line":98,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1151¿CallExpression¿¿1436¿¿¿¿{"start":{"line":80,"column":0},"end":{"line":98,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1152¿MemberExpression¿¿1436¿¿¿¿{"start":{"line":80,"column":0},"end":{"line":80,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1153¿Identifier¿¿1436¿commands¿¿¿{"start":{"line":80,"column":0},"end":{"line":80,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1154¿Identifier¿¿1436¿forEach¿¿¿{"start":{"line":80,"column":9},"end":{"line":80,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1155¿Identifier¿¿1436¿v96¿¿¿¿¿Identifier
1156¿ExpressionStatement¿¿1436¿¿¿¿{"start":{"line":80,"column":0},"end":{"line":98,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1157¿Identifier¿¿1436¿v97¿¿¿¿¿Identifier
1158¿VariableDeclarator¿¿1436¿before¿¿¿{"start":{"line":106,"column":0},"end":{"line":117,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1159¿FunctionExpression¿¿1436¿anon¿¿¿{"start":{"line":106,"column":0},"end":{"line":117,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿FunctionExpression
1160¿Identifier¿¿0¿command¿¿¿{"start":{"line":106,"column":16},"end":{"line":106,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1161¿SwitchStatement¿¿1459¿¿¿¿{"start":{"line":107,"column":2},"end":{"line":116,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿SwitchStatement
1162¿Identifier¿¿1459¿command¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1163¿SwitchCase¿¿1459¿¿¿¿{"start":{"line":108,"column":4},"end":{"line":110,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿SwitchCase
1164¿Literal¿string¿1459¿¿'status'¿¿{"start":{"line":108,"column":9},"end":{"line":108,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1165¿ReturnStatement¿¿1459¿¿¿¿{"start":{"line":109,"column":6},"end":{"line":109,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ReturnStatement
1166¿Literal¿string¿1459¿¿' --porcelain'¿¿{"start":{"line":109,"column":13},"end":{"line":109,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1167¿BreakStatement¿¿1459¿¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BreakStatement
1168¿SwitchCase¿¿1459¿¿¿¿{"start":{"line":111,"column":4},"end":{"line":112,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿SwitchCase
1169¿Literal¿string¿1459¿¿'log'¿¿{"start":{"line":111,"column":9},"end":{"line":111,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1170¿ReturnStatement¿¿1459¿¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ReturnStatement
1171¿Literal¿string¿1459¿¿' --pretty='format:%Creset %H - %an - %s''¿¿{"start":{"line":112,"column":13},"end":{"line":112,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1172¿SwitchCase¿¿1459¿¿¿¿{"start":{"line":113,"column":4},"end":{"line":115,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿SwitchCase
1173¿ReturnStatement¿¿1459¿¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ReturnStatement
1174¿Literal¿string¿1459¿¿''¿¿{"start":{"line":114,"column":13},"end":{"line":114,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1175¿BreakStatement¿¿1459¿¿¿¿{"start":{"line":115,"column":6},"end":{"line":115,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BreakStatement
1176¿BlockStatement¿¿1459¿¿¿¿{"start":{"line":106,"column":24},"end":{"line":117,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BlockStatement
1177¿VariableDeclarator¿¿1436¿after¿¿¿{"start":{"line":126,"column":0},"end":{"line":169,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1178¿FunctionExpression¿¿1436¿anon¿¿¿{"start":{"line":126,"column":0},"end":{"line":169,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿FunctionExpression
1179¿Identifier¿¿0¿command¿¿¿{"start":{"line":126,"column":15},"end":{"line":126,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1180¿Identifier¿¿0¿output¿¿¿{"start":{"line":126,"column":24},"end":{"line":126,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1181¿VariableDeclarator¿¿1465¿ret¿¿¿{"start":{"line":127,"column":6},"end":{"line":127,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1182¿ObjectExpression¿¿1465¿¿¿¿¿¿ObjectExpression
1183¿SwitchStatement¿¿1465¿¿¿¿{"start":{"line":129,"column":2},"end":{"line":166,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿SwitchStatement
1184¿Identifier¿¿1465¿command¿¿¿{"start":{"line":129,"column":10},"end":{"line":129,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1185¿SwitchCase¿¿1465¿¿¿¿{"start":{"line":130,"column":4},"end":{"line":145,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿SwitchCase
1186¿Literal¿string¿1465¿¿'status'¿¿{"start":{"line":130,"column":9},"end":{"line":130,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1187¿VariableDeclarator¿¿1465¿statuses¿¿¿{"start":{"line":131,"column":10},"end":{"line":131,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1188¿ObjectExpression¿¿1465¿¿¿¿¿¿ObjectExpression
1189¿ExpressionStatement¿¿1465¿¿¿¿{"start":{"line":131,"column":10},"end":{"line":131,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1190¿AssignmentExpression¿=¿1465¿¿¿¿{"start":{"line":131,"column":10},"end":{"line":131,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿AssignmentExpression
1191¿MemberExpression¿computed¿1465¿¿¿¿{"start":{"line":131,"column":10},"end":{"line":131,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1192¿Identifier¿¿1465¿statuses¿¿¿{"start":{"line":131,"column":10},"end":{"line":131,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1193¿Literal¿string¿1465¿¿'??'¿¿{"start":{"line":131,"column":23},"end":{"line":131,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1194¿Literal¿string¿1465¿¿'untracked'¿¿{"start":{"line":131,"column":29},"end":{"line":131,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1195¿ExpressionStatement¿¿1465¿¿¿¿{"start":{"line":131,"column":10},"end":{"line":131,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1196¿AssignmentExpression¿=¿1465¿¿¿¿{"start":{"line":131,"column":10},"end":{"line":131,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿AssignmentExpression
1197¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":131,"column":10},"end":{"line":131,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1198¿Identifier¿¿1465¿statuses¿¿¿{"start":{"line":131,"column":10},"end":{"line":131,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1199¿Identifier¿¿1465¿M¿¿¿{"start":{"line":131,"column":42},"end":{"line":131,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1200¿Literal¿string¿1465¿¿'modified'¿¿{"start":{"line":131,"column":45},"end":{"line":131,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1201¿ExpressionStatement¿¿1465¿¿¿¿{"start":{"line":131,"column":10},"end":{"line":131,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1202¿AssignmentExpression¿=¿1465¿¿¿¿{"start":{"line":131,"column":10},"end":{"line":131,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿AssignmentExpression
1203¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":131,"column":10},"end":{"line":131,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1204¿Identifier¿¿1465¿statuses¿¿¿{"start":{"line":131,"column":10},"end":{"line":131,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1205¿Identifier¿¿1465¿AM¿¿¿{"start":{"line":131,"column":57},"end":{"line":131,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1206¿Literal¿string¿1465¿¿'created'¿¿{"start":{"line":131,"column":61},"end":{"line":131,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1207¿ExpressionStatement¿¿1465¿¿¿¿{"start":{"line":131,"column":10},"end":{"line":131,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1208¿AssignmentExpression¿=¿1465¿¿¿¿{"start":{"line":131,"column":10},"end":{"line":131,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿AssignmentExpression
1209¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":131,"column":10},"end":{"line":131,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1210¿Identifier¿¿1465¿statuses¿¿¿{"start":{"line":131,"column":10},"end":{"line":131,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1211¿Identifier¿¿1465¿D¿¿¿{"start":{"line":131,"column":72},"end":{"line":131,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1212¿Literal¿string¿1465¿¿'deleted'¿¿{"start":{"line":131,"column":75},"end":{"line":131,"column":84},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1213¿VariableDeclarator¿¿1465¿status¿¿¿{"start":{"line":133,"column":15},"end":{"line":133,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1214¿ForInStatement¿¿1465¿¿¿¿{"start":{"line":133,"column":6},"end":{"line":136,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ForInStatement
1215¿Identifier¿¿1465¿status¿¿¿{"start":{"line":133,"column":15},"end":{"line":133,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1216¿Identifier¿¿1465¿statuses¿¿¿{"start":{"line":133,"column":25},"end":{"line":133,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1217¿VariableDeclarator¿¿1465¿type¿¿¿{"start":{"line":134,"column":12},"end":{"line":134,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1218¿MemberExpression¿computed¿1465¿¿¿¿{"start":{"line":134,"column":19},"end":{"line":134,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1219¿Identifier¿¿1465¿statuses¿¿¿{"start":{"line":134,"column":19},"end":{"line":134,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1220¿Identifier¿¿1465¿status¿¿¿{"start":{"line":134,"column":28},"end":{"line":134,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1221¿ExpressionStatement¿¿1465¿¿¿¿{"start":{"line":135,"column":8},"end":{"line":135,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1222¿AssignmentExpression¿=¿1465¿¿¿¿{"start":{"line":135,"column":8},"end":{"line":135,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿AssignmentExpression
1223¿MemberExpression¿computed¿1465¿¿¿¿{"start":{"line":135,"column":8},"end":{"line":135,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1224¿Identifier¿¿1465¿ret¿¿¿{"start":{"line":135,"column":8},"end":{"line":135,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1225¿Identifier¿¿1465¿type¿¿¿{"start":{"line":135,"column":12},"end":{"line":135,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1226¿ArrayExpression¿¿1465¿¿¿¿{"start":{"line":135,"column":20},"end":{"line":135,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ArrayExpression
1227¿BlockStatement¿¿1465¿¿¿¿{"start":{"line":133,"column":35},"end":{"line":136,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BlockStatement
1228¿VariableDeclarator¿¿1465¿v105¿¿¿{"start":{"line":138,"column":20},"end":{"line":143,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1229¿FunctionExpression¿¿1465¿anon¿¿¿{"start":{"line":138,"column":20},"end":{"line":143,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿FunctionExpression
1230¿Identifier¿¿0¿line¿¿¿{"start":{"line":138,"column":29},"end":{"line":138,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1231¿VariableDeclarator¿¿1468¿v98¿¿¿{"start":{"line":139,"column":15},"end":{"line":139,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1232¿CallExpression¿¿1468¿¿¿¿{"start":{"line":139,"column":15},"end":{"line":139,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1233¿MemberExpression¿¿1468¿¿¿¿{"start":{"line":139,"column":15},"end":{"line":139,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1234¿Identifier¿¿1468¿line¿¿¿{"start":{"line":139,"column":15},"end":{"line":139,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1235¿Identifier¿¿1468¿trim¿¿¿{"start":{"line":139,"column":20},"end":{"line":139,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1236¿ExpressionStatement¿¿1468¿¿¿¿{"start":{"line":139,"column":8},"end":{"line":139,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1237¿AssignmentExpression¿=¿1468¿¿¿¿{"start":{"line":139,"column":8},"end":{"line":139,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿AssignmentExpression
1238¿Identifier¿¿1468¿line¿¿¿{"start":{"line":139,"column":8},"end":{"line":139,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1239¿CallExpression¿¿1468¿¿¿¿{"start":{"line":139,"column":15},"end":{"line":139,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1240¿MemberExpression¿¿1468¿¿¿¿{"start":{"line":139,"column":15},"end":{"line":139,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1241¿Identifier¿¿1468¿v98¿¿¿¿¿Identifier
1242¿Identifier¿¿1468¿split¿¿¿{"start":{"line":139,"column":27},"end":{"line":139,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1243¿Literal¿object¿1468¿¿/\s+/¿¿{"start":{"line":139,"column":33},"end":{"line":139,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1244¿VariableDeclarator¿¿1468¿type¿¿¿{"start":{"line":140,"column":12},"end":{"line":140,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1245¿CallExpression¿¿1468¿¿¿¿{"start":{"line":140,"column":19},"end":{"line":140,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1246¿MemberExpression¿¿1468¿¿¿¿{"start":{"line":140,"column":19},"end":{"line":140,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1247¿Identifier¿¿1468¿line¿¿¿{"start":{"line":140,"column":19},"end":{"line":140,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1248¿Identifier¿¿1468¿shift¿¿¿{"start":{"line":140,"column":24},"end":{"line":140,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1249¿VariableDeclarator¿¿1468¿name¿¿¿{"start":{"line":141,"column":12},"end":{"line":141,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1250¿MemberExpression¿computed¿1468¿¿¿¿{"start":{"line":141,"column":19},"end":{"line":141,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1251¿Identifier¿¿1468¿statuses¿¿¿{"start":{"line":141,"column":19},"end":{"line":141,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1252¿Identifier¿¿1468¿type¿¿¿{"start":{"line":141,"column":28},"end":{"line":141,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1253¿VariableDeclarator¿¿1468¿v99¿¿¿{"start":{"line":142,"column":16},"end":{"line":142,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1254¿MemberExpression¿computed¿1468¿¿¿¿{"start":{"line":142,"column":16},"end":{"line":142,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1255¿Identifier¿¿1468¿ret¿¿¿{"start":{"line":142,"column":16},"end":{"line":142,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1256¿Identifier¿¿1468¿name¿¿¿{"start":{"line":142,"column":20},"end":{"line":142,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1257¿VariableDeclarator¿¿1468¿v100¿¿¿{"start":{"line":142,"column":8},"end":{"line":142,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1258¿LogicalExpression¿&&¿1468¿¿¿¿{"start":{"line":142,"column":8},"end":{"line":142,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿LogicalExpression
1259¿Identifier¿¿1468¿name¿¿¿{"start":{"line":142,"column":8},"end":{"line":142,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1260¿Identifier¿¿1468¿v99¿¿¿¿¿Identifier
1261¿VariableDeclarator¿¿1468¿v101¿¿¿{"start":{"line":142,"column":29},"end":{"line":142,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1262¿MemberExpression¿computed¿1468¿¿¿¿{"start":{"line":142,"column":29},"end":{"line":142,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1263¿Identifier¿¿1468¿ret¿¿¿{"start":{"line":142,"column":29},"end":{"line":142,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1264¿Identifier¿¿1468¿name¿¿¿{"start":{"line":142,"column":33},"end":{"line":142,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1265¿VariableDeclarator¿¿1468¿v102¿¿¿{"start":{"line":142,"column":44},"end":{"line":142,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1266¿CallExpression¿¿1468¿¿¿¿{"start":{"line":142,"column":44},"end":{"line":142,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1267¿MemberExpression¿¿1468¿¿¿¿{"start":{"line":142,"column":44},"end":{"line":142,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1268¿Identifier¿¿1468¿line¿¿¿{"start":{"line":142,"column":44},"end":{"line":142,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1269¿Identifier¿¿1468¿join¿¿¿{"start":{"line":142,"column":49},"end":{"line":142,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1270¿VariableDeclarator¿¿1468¿v103¿¿¿{"start":{"line":142,"column":29},"end":{"line":142,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1271¿CallExpression¿¿1468¿¿¿¿{"start":{"line":142,"column":29},"end":{"line":142,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1272¿MemberExpression¿¿1468¿¿¿¿{"start":{"line":142,"column":29},"end":{"line":142,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1273¿Identifier¿¿1468¿v101¿¿¿¿¿Identifier
1274¿Identifier¿¿1468¿push¿¿¿{"start":{"line":142,"column":39},"end":{"line":142,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1275¿Identifier¿¿1468¿v102¿¿¿¿¿Identifier
