Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
736¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":127,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Program
1081¿Identifier¿¿v146¿¿¿¿¿Identifier
1082¿Literal¿object¿¿null¿¿{"start":{"line":77,"column":24},"end":{"line":77,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Literal
1083¿VariableDeclarator¿¿v148¿¿¿¿¿VariableDeclarator
1084¿LogicalExpression¿||¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":77,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿LogicalExpression
1085¿Identifier¿¿v145¿¿¿¿¿Identifier
1086¿Identifier¿¿v147¿¿¿¿¿Identifier
1087¿VariableDeclarator¿¿v149¿¿¿¿¿VariableDeclarator
1088¿MemberExpression¿computed¿¿¿¿{"start":{"line":81,"column":33},"end":{"line":81,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1089¿Identifier¿¿patch¿¿¿{"start":{"line":81,"column":33},"end":{"line":81,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1090¿Identifier¿¿name¿¿¿{"start":{"line":81,"column":39},"end":{"line":81,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1091¿VariableDeclarator¿¿v150¿¿¿¿¿VariableDeclarator
1092¿MemberExpression¿computed¿¿¿¿{"start":{"line":82,"column":24},"end":{"line":82,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1093¿Identifier¿¿original¿¿¿{"start":{"line":82,"column":24},"end":{"line":82,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1094¿Identifier¿¿name¿¿¿{"start":{"line":82,"column":33},"end":{"line":82,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1095¿VariableDeclarator¿¿v151¿¿¿¿¿VariableDeclarator
1096¿CallExpression¿¿¿¿¿{"start":{"line":82,"column":10},"end":{"line":82,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿CallExpression
1097¿MemberExpression¿¿¿¿¿{"start":{"line":82,"column":10},"end":{"line":82,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1098¿Identifier¿¿Array¿¿¿{"start":{"line":82,"column":10},"end":{"line":82,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1099¿Identifier¿¿isArray¿¿¿{"start":{"line":82,"column":16},"end":{"line":82,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1100¿Identifier¿¿v150¿¿¿¿¿Identifier
1101¿VariableDeclarator¿¿v152¿¿¿¿¿VariableDeclarator
1102¿BinaryExpression¿!==¿¿¿¿{"start":{"line":81,"column":10},"end":{"line":82,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿BinaryExpression
1103¿AssignmentExpression¿=¿¿¿¿{"start":{"line":81,"column":11},"end":{"line":81,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿AssignmentExpression
1104¿Identifier¿¿isArr¿¿¿{"start":{"line":81,"column":11},"end":{"line":81,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1105¿CallExpression¿¿¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿CallExpression
1106¿MemberExpression¿¿¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1107¿Identifier¿¿Array¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1108¿Identifier¿¿isArray¿¿¿{"start":{"line":81,"column":25},"end":{"line":81,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1109¿Identifier¿¿v149¿¿¿¿¿Identifier
1110¿Identifier¿¿v151¿¿¿¿¿Identifier
1111¿VariableDeclarator¿¿v153¿¿¿¿¿VariableDeclarator
1112¿LogicalExpression¿||¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":83,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿LogicalExpression
1113¿Identifier¿¿v148¿¿¿¿¿Identifier
1114¿Identifier¿¿v152¿¿¿¿¿Identifier
1115¿VariableDeclarator¿¿v154¿¿¿¿¿VariableDeclarator
1116¿MemberExpression¿computed¿¿¿¿{"start":{"line":88,"column":27},"end":{"line":88,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1117¿Identifier¿¿patch¿¿¿{"start":{"line":88,"column":27},"end":{"line":88,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1118¿Identifier¿¿name¿¿¿{"start":{"line":88,"column":33},"end":{"line":88,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1119¿VariableDeclarator¿¿v155¿¿¿¿¿VariableDeclarator
1120¿CallExpression¿¿¿¿¿{"start":{"line":88,"column":10},"end":{"line":88,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿CallExpression
1121¿Identifier¿¿noObjectsInArray¿¿¿{"start":{"line":88,"column":10},"end":{"line":88,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1122¿Identifier¿¿v154¿¿¿¿¿Identifier
1123¿VariableDeclarator¿¿v156¿¿¿¿¿VariableDeclarator
1124¿LogicalExpression¿&&¿¿¿¿{"start":{"line":87,"column":10},"end":{"line":88,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿LogicalExpression
1125¿Identifier¿¿isArr¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1126¿Identifier¿¿v155¿¿¿¿¿Identifier
1127¿VariableDeclarator¿¿v157¿¿¿¿¿VariableDeclarator
1128¿MemberExpression¿computed¿¿¿¿{"start":{"line":89,"column":27},"end":{"line":89,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1129¿Identifier¿¿original¿¿¿{"start":{"line":89,"column":27},"end":{"line":89,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1130¿Identifier¿¿name¿¿¿{"start":{"line":89,"column":36},"end":{"line":89,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1131¿VariableDeclarator¿¿v158¿¿¿¿¿VariableDeclarator
1132¿CallExpression¿¿¿¿¿{"start":{"line":89,"column":10},"end":{"line":89,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿CallExpression
1133¿Identifier¿¿noObjectsInArray¿¿¿{"start":{"line":89,"column":10},"end":{"line":89,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1134¿Identifier¿¿v157¿¿¿¿¿Identifier
1135¿VariableDeclarator¿¿v159¿¿¿¿¿VariableDeclarator
1136¿LogicalExpression¿&&¿¿¿¿{"start":{"line":87,"column":10},"end":{"line":89,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿LogicalExpression
1137¿Identifier¿¿v156¿¿¿¿¿Identifier
1138¿Identifier¿¿v158¿¿¿¿¿Identifier
1139¿VariableDeclarator¿¿v160¿¿¿¿¿VariableDeclarator
1140¿LogicalExpression¿||¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":90,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿LogicalExpression
1141¿Identifier¿¿v153¿¿¿¿¿Identifier
1142¿Identifier¿¿v159¿¿¿¿¿Identifier
1143¿IfStatement¿¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":106,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿IfStatement
1144¿Identifier¿¿v160¿¿¿¿¿Identifier
1145¿VariableDeclarator¿¿v161¿¿¿¿¿VariableDeclarator
1146¿BinaryExpression¿!==¿¿¿¿{"start":{"line":92,"column":9},"end":{"line":92,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿BinaryExpression
1147¿Identifier¿¿removeMode¿¿¿{"start":{"line":92,"column":9},"end":{"line":92,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1148¿Literal¿number¿¿1¿¿{"start":{"line":92,"column":24},"end":{"line":92,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Literal
1149¿VariableDeclarator¿¿v162¿¿¿¿¿VariableDeclarator
1150¿MemberExpression¿computed¿¿¿¿{"start":{"line":92,"column":29},"end":{"line":92,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1151¿Identifier¿¿patch¿¿¿{"start":{"line":92,"column":29},"end":{"line":92,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1152¿Identifier¿¿name¿¿¿{"start":{"line":92,"column":35},"end":{"line":92,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1153¿VariableDeclarator¿¿v163¿¿¿¿¿VariableDeclarator
1154¿BinaryExpression¿!==¿¿¿¿{"start":{"line":92,"column":29},"end":{"line":92,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿BinaryExpression
1155¿Identifier¿¿v162¿¿¿¿¿Identifier
1156¿Literal¿object¿¿null¿¿{"start":{"line":92,"column":45},"end":{"line":92,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Literal
1157¿VariableDeclarator¿¿v164¿¿¿¿¿VariableDeclarator
1158¿LogicalExpression¿||¿¿¿¿{"start":{"line":92,"column":9},"end":{"line":92,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿LogicalExpression
1159¿Identifier¿¿v161¿¿¿¿¿Identifier
1160¿Identifier¿¿v163¿¿¿¿¿Identifier
1161¿IfStatement¿¿¿¿¿{"start":{"line":92,"column":6},"end":{"line":97,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿IfStatement
1162¿Identifier¿¿v164¿¿¿¿¿Identifier
1163¿VariableDeclarator¿¿v165¿¿¿¿¿VariableDeclarator
1164¿MemberExpression¿computed¿¿¿¿{"start":{"line":93,"column":25},"end":{"line":93,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1165¿Identifier¿¿patch¿¿¿{"start":{"line":93,"column":25},"end":{"line":93,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1166¿Identifier¿¿name¿¿¿{"start":{"line":93,"column":31},"end":{"line":93,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1167¿ExpressionStatement¿¿¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿ExpressionStatement
1168¿AssignmentExpression¿=¿¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿AssignmentExpression
1169¿MemberExpression¿computed¿¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1170¿Identifier¿¿original¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1171¿Identifier¿¿name¿¿¿{"start":{"line":93,"column":17},"end":{"line":93,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1172¿Identifier¿¿v165¿¿¿¿¿Identifier
1173¿BlockStatement¿¿¿¿¿{"start":{"line":92,"column":51},"end":{"line":94,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿BlockStatement
1174¿ExpressionStatement¿¿¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿ExpressionStatement
1175¿AssignmentExpression¿=¿¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿AssignmentExpression
1176¿MemberExpression¿computed¿¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1177¿Identifier¿¿original¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1178¿Identifier¿¿name¿¿¿{"start":{"line":96,"column":17},"end":{"line":96,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1179¿Identifier¿¿undefined¿¿¿{"start":{"line":96,"column":25},"end":{"line":96,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1180¿BlockStatement¿¿¿¿¿{"start":{"line":95,"column":11},"end":{"line":97,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿BlockStatement
1181¿BlockStatement¿¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":98,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿BlockStatement
1182¿IfStatement¿¿¿¿¿{"start":{"line":100,"column":9},"end":{"line":106,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿IfStatement
1183¿Identifier¿¿isArr¿¿¿{"start":{"line":100,"column":12},"end":{"line":100,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1184¿VariableDeclarator¿¿v166¿¿¿¿¿VariableDeclarator
1185¿MemberExpression¿computed¿¿¿¿{"start":{"line":101,"column":34},"end":{"line":101,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1186¿Identifier¿¿original¿¿¿{"start":{"line":101,"column":34},"end":{"line":101,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1187¿Identifier¿¿name¿¿¿{"start":{"line":101,"column":43},"end":{"line":101,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1188¿VariableDeclarator¿¿v167¿¿¿¿¿VariableDeclarator
1189¿MemberExpression¿computed¿¿¿¿{"start":{"line":101,"column":50},"end":{"line":101,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1190¿Identifier¿¿patch¿¿¿{"start":{"line":101,"column":50},"end":{"line":101,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1191¿Identifier¿¿name¿¿¿{"start":{"line":101,"column":56},"end":{"line":101,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1192¿VariableDeclarator¿¿v168¿¿¿¿¿VariableDeclarator
1193¿CallExpression¿¿¿¿¿{"start":{"line":101,"column":23},"end":{"line":101,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿CallExpression
1194¿Identifier¿¿arrayMerge¿¿¿{"start":{"line":101,"column":23},"end":{"line":101,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1195¿Identifier¿¿v166¿¿¿¿¿Identifier
1196¿Identifier¿¿v167¿¿¿¿¿Identifier
1197¿Identifier¿¿removeMode¿¿¿{"start":{"line":101,"column":63},"end":{"line":101,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1198¿ExpressionStatement¿¿¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿ExpressionStatement
1199¿AssignmentExpression¿=¿¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿AssignmentExpression
1200¿MemberExpression¿computed¿¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1201¿Identifier¿¿original¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1202¿Identifier¿¿name¿¿¿{"start":{"line":101,"column":15},"end":{"line":101,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1203¿Identifier¿¿v168¿¿¿¿¿Identifier
1204¿BlockStatement¿¿¿¿¿{"start":{"line":100,"column":19},"end":{"line":102,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿BlockStatement
1205¿VariableDeclarator¿¿v169¿¿¿¿¿VariableDeclarator
1206¿MemberExpression¿computed¿¿¿¿{"start":{"line":105,"column":35},"end":{"line":105,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1207¿Identifier¿¿original¿¿¿{"start":{"line":105,"column":35},"end":{"line":105,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1208¿Identifier¿¿name¿¿¿{"start":{"line":105,"column":44},"end":{"line":105,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1209¿VariableDeclarator¿¿v170¿¿¿¿¿VariableDeclarator
1210¿MemberExpression¿computed¿¿¿¿{"start":{"line":105,"column":51},"end":{"line":105,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1211¿Identifier¿¿patch¿¿¿{"start":{"line":105,"column":51},"end":{"line":105,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1212¿Identifier¿¿name¿¿¿{"start":{"line":105,"column":57},"end":{"line":105,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1213¿VariableDeclarator¿¿v171¿¿¿¿¿VariableDeclarator
1214¿CallExpression¿¿¿¿¿{"start":{"line":105,"column":23},"end":{"line":105,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿CallExpression
1215¿Identifier¿¿objectMerge¿¿¿{"start":{"line":105,"column":23},"end":{"line":105,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1216¿Identifier¿¿v169¿¿¿¿¿Identifier
1217¿Identifier¿¿v170¿¿¿¿¿Identifier
1218¿Identifier¿¿removeMode¿¿¿{"start":{"line":105,"column":64},"end":{"line":105,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1219¿ExpressionStatement¿¿¿¿¿{"start":{"line":105,"column":6},"end":{"line":105,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿ExpressionStatement
1220¿AssignmentExpression¿=¿¿¿¿{"start":{"line":105,"column":6},"end":{"line":105,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿AssignmentExpression
1221¿MemberExpression¿computed¿¿¿¿{"start":{"line":105,"column":6},"end":{"line":105,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1222¿Identifier¿¿original¿¿¿{"start":{"line":105,"column":6},"end":{"line":105,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1223¿Identifier¿¿name¿¿¿{"start":{"line":105,"column":15},"end":{"line":105,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1224¿Identifier¿¿v171¿¿¿¿¿Identifier
1225¿BlockStatement¿¿¿¿¿{"start":{"line":104,"column":9},"end":{"line":106,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿BlockStatement
1226¿BlockStatement¿¿¿¿¿¿¿BlockStatement
1227¿VariableDeclarator¿¿v142¿¿¿¿¿VariableDeclarator
1228¿UpdateExpression¿¿¿¿¿{"start":{"line":68,"column":47},"end":{"line":68,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿UpdateExpression
1229¿Identifier¿¿i¿¿¿{"start":{"line":68,"column":47},"end":{"line":68,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1230¿ExpressionStatement¿¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":107,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿ExpressionStatement
1231¿AssignmentExpression¿=¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":107,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿AssignmentExpression
1232¿Identifier¿¿v141¿¿¿{"start":{"line":68,"column":2},"end":{"line":107,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1233¿BinaryExpression¿<¿¿¿¿{"start":{"line":68,"column":38},"end":{"line":68,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿BinaryExpression
1234¿Identifier¿¿i¿¿¿{"start":{"line":68,"column":38},"end":{"line":68,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1235¿Identifier¿¿len¿¿¿{"start":{"line":68,"column":42},"end":{"line":68,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1236¿BlockStatement¿¿¿¿¿¿¿BlockStatement
1237¿ReturnStatement¿¿¿¿¿{"start":{"line":109,"column":2},"end":{"line":109,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿ReturnStatement
1238¿Identifier¿¿original¿¿¿{"start":{"line":109,"column":9},"end":{"line":109,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1239¿BlockStatement¿¿¿¿¿{"start":{"line":64,"column":53},"end":{"line":110,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿BlockStatement
1240¿VariableDeclarator¿¿v182¿¿¿¿¿VariableDeclarator
1241¿ArrowFunctionExpression¿¿¿¿¿{"start":{"line":112,"column":17},"end":{"line":127,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿ArrowFunctionExpression
1242¿Identifier¿¿original¿¿¿{"start":{"line":112,"column":18},"end":{"line":112,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1243¿Identifier¿¿patch¿¿¿{"start":{"line":112,"column":28},"end":{"line":112,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1244¿Identifier¿¿removeMode¿¿¿{"start":{"line":112,"column":35},"end":{"line":112,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1245¿VariableDeclarator¿¿v172¿¿¿¿¿VariableDeclarator
1246¿BinaryExpression¿===¿¿¿¿{"start":{"line":123,"column":2},"end":{"line":123,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿BinaryExpression
1247¿Identifier¿¿patch¿¿¿{"start":{"line":123,"column":2},"end":{"line":123,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1248¿Literal¿object¿¿null¿¿{"start":{"line":123,"column":12},"end":{"line":123,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Literal
1249¿VariableDeclarator¿¿v173¿¿¿¿¿VariableDeclarator
1250¿CallExpression¿¿¿¿¿{"start":{"line":124,"column":15},"end":{"line":124,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿CallExpression
1251¿MemberExpression¿¿¿¿¿{"start":{"line":124,"column":15},"end":{"line":124,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1252¿Identifier¿¿JSON¿¿¿{"start":{"line":124,"column":15},"end":{"line":124,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1253¿Identifier¿¿stringify¿¿¿{"start":{"line":124,"column":20},"end":{"line":124,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
