Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
914¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Program
1197¿MemberExpression¿¿1577¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1198¿Identifier¿¿1577¿v124¿¿¿¿¿Identifier
1199¿Identifier¿¿1577¿exec¿¿¿{"start":{"line":44,"column":21},"end":{"line":44,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1200¿Identifier¿¿1577¿v126¿¿¿¿¿Identifier
1201¿Identifier¿¿1577¿v130¿¿¿¿¿Identifier
1202¿ExpressionStatement¿¿1577¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":50,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1203¿Identifier¿¿1577¿v131¿¿¿¿¿Identifier
1204¿BlockStatement¿¿1577¿¿¿¿{"start":{"line":43,"column":41},"end":{"line":51,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
1205¿VariableDeclarator¿¿1575¿v133¿¿¿{"start":{"line":43,"column":8},"end":{"line":51,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1206¿NewExpression¿¿1575¿¿¿¿{"start":{"line":43,"column":8},"end":{"line":51,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿NewExpression
1207¿Identifier¿¿1575¿Promise¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1208¿Identifier¿¿1575¿v132¿¿¿¿¿Identifier
1209¿ReturnStatement¿¿1575¿¿¿¿{"start":{"line":43,"column":1},"end":{"line":51,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ReturnStatement
1210¿Identifier¿¿1575¿v133¿¿¿¿¿Identifier
1211¿BlockStatement¿¿1575¿¿¿¿{"start":{"line":42,"column":44},"end":{"line":52,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
1212¿ExpressionStatement¿¿1559¿¿¿¿{"start":{"line":42,"column":0},"end":{"line":52,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1213¿AssignmentExpression¿=¿1559¿¿¿¿{"start":{"line":42,"column":0},"end":{"line":52,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿AssignmentExpression
1214¿MemberExpression¿¿1559¿¿¿¿{"start":{"line":42,"column":0},"end":{"line":42,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1215¿Identifier¿¿1559¿v123¿¿¿¿¿Identifier
1216¿Identifier¿¿1559¿_fetchSpace¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1217¿Identifier¿¿1559¿v134¿¿¿¿¿Identifier
1218¿VariableDeclarator¿¿1559¿v135¿¿¿{"start":{"line":54,"column":0},"end":{"line":54,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1219¿MemberExpression¿¿1559¿¿¿¿{"start":{"line":54,"column":0},"end":{"line":54,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1220¿Identifier¿¿1559¿stat¿¿¿{"start":{"line":54,"column":0},"end":{"line":54,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1221¿Identifier¿¿1559¿prototype¿¿¿{"start":{"line":54,"column":5},"end":{"line":54,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1222¿VariableDeclarator¿¿1559¿v146¿¿¿{"start":{"line":54,"column":0},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1223¿FunctionExpression¿¿1559¿anon¿¿¿{"start":{"line":54,"column":30},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿FunctionExpression
1224¿Identifier¿¿0¿path¿¿¿{"start":{"line":54,"column":39},"end":{"line":54,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1225¿VariableDeclarator¿¿1582¿v144¿¿¿{"start":{"line":55,"column":20},"end":{"line":63,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1226¿ArrowFunctionExpression¿¿1582¿¿¿¿{"start":{"line":55,"column":20},"end":{"line":63,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ArrowFunctionExpression
1227¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":55,"column":21},"end":{"line":55,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1228¿Identifier¿¿0¿reject¿¿¿{"start":{"line":55,"column":30},"end":{"line":55,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1229¿VariableDeclarator¿¿1584¿v136¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1230¿MemberExpression¿¿1584¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1231¿ThisExpression¿¿1584¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ThisExpression
1232¿Identifier¿¿1584¿child_process¿¿¿{"start":{"line":56,"column":7},"end":{"line":56,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1233¿VariableDeclarator¿¿1584¿v137¿¿¿{"start":{"line":56,"column":37},"end":{"line":56,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1234¿CallExpression¿¿1584¿¿¿¿{"start":{"line":56,"column":37},"end":{"line":56,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1235¿MemberExpression¿¿1584¿¿¿¿{"start":{"line":56,"column":37},"end":{"line":56,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1236¿ThisExpression¿¿1584¿¿¿¿{"start":{"line":56,"column":37},"end":{"line":56,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ThisExpression
1237¿Identifier¿¿1584¿_ensureAbsPath¿¿¿{"start":{"line":56,"column":42},"end":{"line":56,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1238¿Identifier¿¿1584¿path¿¿¿{"start":{"line":56,"column":57},"end":{"line":56,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1239¿VariableDeclarator¿¿1584¿v138¿¿¿{"start":{"line":56,"column":26},"end":{"line":56,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1240¿BinaryExpression¿+¿1584¿¿¿¿{"start":{"line":56,"column":26},"end":{"line":56,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BinaryExpression
1241¿Literal¿string¿1584¿¿'df -i '¿¿{"start":{"line":56,"column":26},"end":{"line":56,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Literal
1242¿Identifier¿¿1584¿v137¿¿¿¿¿Identifier
1243¿VariableDeclarator¿¿1584¿v142¿¿¿{"start":{"line":56,"column":64},"end":{"line":62,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1244¿ArrowFunctionExpression¿¿1584¿¿¿¿{"start":{"line":56,"column":64},"end":{"line":62,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ArrowFunctionExpression
1245¿Identifier¿¿0¿err¿¿¿{"start":{"line":56,"column":65},"end":{"line":56,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1246¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":56,"column":70},"end":{"line":56,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1247¿IfStatement¿¿1586¿¿¿¿{"start":{"line":57,"column":3},"end":{"line":59,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿IfStatement
1248¿Identifier¿¿1586¿err¿¿¿{"start":{"line":57,"column":7},"end":{"line":57,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1249¿VariableDeclarator¿¿1586¿v139¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1250¿CallExpression¿¿1586¿¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1251¿Identifier¿¿1586¿reject¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1252¿Identifier¿¿1586¿err¿¿¿{"start":{"line":58,"column":18},"end":{"line":58,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1253¿ReturnStatement¿¿1586¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ReturnStatement
1254¿Identifier¿¿1586¿v139¿¿¿¿¿Identifier
1255¿BlockStatement¿¿1586¿¿¿¿{"start":{"line":57,"column":12},"end":{"line":59,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
1256¿VariableDeclarator¿¿1586¿v140¿¿¿{"start":{"line":61,"column":18},"end":{"line":61,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1257¿CallExpression¿¿1586¿¿¿¿{"start":{"line":61,"column":18},"end":{"line":61,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1258¿MemberExpression¿¿1586¿¿¿¿{"start":{"line":61,"column":18},"end":{"line":61,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1259¿ThisExpression¿¿1586¿¿¿¿{"start":{"line":61,"column":18},"end":{"line":61,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ThisExpression
1260¿Identifier¿¿1586¿_parseResponse¿¿¿{"start":{"line":61,"column":23},"end":{"line":61,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1261¿Identifier¿¿1586¿stdout¿¿¿{"start":{"line":61,"column":38},"end":{"line":61,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1262¿VariableDeclarator¿¿1586¿v141¿¿¿{"start":{"line":61,"column":10},"end":{"line":61,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1263¿CallExpression¿¿1586¿¿¿¿{"start":{"line":61,"column":10},"end":{"line":61,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1264¿Identifier¿¿1586¿resolve¿¿¿{"start":{"line":61,"column":10},"end":{"line":61,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1265¿Identifier¿¿1586¿v140¿¿¿¿¿Identifier
1266¿ReturnStatement¿¿1586¿¿¿¿{"start":{"line":61,"column":3},"end":{"line":61,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ReturnStatement
1267¿Identifier¿¿1586¿v141¿¿¿¿¿Identifier
1268¿BlockStatement¿¿1586¿¿¿¿{"start":{"line":56,"column":81},"end":{"line":62,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
1269¿VariableDeclarator¿¿1584¿v143¿¿¿{"start":{"line":56,"column":2},"end":{"line":62,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1270¿CallExpression¿¿1584¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":62,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1271¿MemberExpression¿¿1584¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1272¿Identifier¿¿1584¿v136¿¿¿¿¿Identifier
1273¿Identifier¿¿1584¿exec¿¿¿{"start":{"line":56,"column":21},"end":{"line":56,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1274¿Identifier¿¿1584¿v138¿¿¿¿¿Identifier
1275¿Identifier¿¿1584¿v142¿¿¿¿¿Identifier
1276¿ExpressionStatement¿¿1584¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":62,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1277¿Identifier¿¿1584¿v143¿¿¿¿¿Identifier
1278¿BlockStatement¿¿1584¿¿¿¿{"start":{"line":55,"column":41},"end":{"line":63,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
1279¿VariableDeclarator¿¿1582¿v145¿¿¿{"start":{"line":55,"column":8},"end":{"line":63,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1280¿NewExpression¿¿1582¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":63,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿NewExpression
1281¿Identifier¿¿1582¿Promise¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1282¿Identifier¿¿1582¿v144¿¿¿¿¿Identifier
1283¿ReturnStatement¿¿1582¿¿¿¿{"start":{"line":55,"column":1},"end":{"line":63,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ReturnStatement
1284¿Identifier¿¿1582¿v145¿¿¿¿¿Identifier
1285¿BlockStatement¿¿1582¿¿¿¿{"start":{"line":54,"column":45},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
1286¿ExpressionStatement¿¿1559¿¿¿¿{"start":{"line":54,"column":0},"end":{"line":64,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1287¿AssignmentExpression¿=¿1559¿¿¿¿{"start":{"line":54,"column":0},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿AssignmentExpression
1288¿MemberExpression¿¿1559¿¿¿¿{"start":{"line":54,"column":0},"end":{"line":54,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1289¿Identifier¿¿1559¿v135¿¿¿¿¿Identifier
1290¿Identifier¿¿1559¿_fetchInodes¿¿¿{"start":{"line":54,"column":15},"end":{"line":54,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1291¿Identifier¿¿1559¿v146¿¿¿¿¿Identifier
1292¿VariableDeclarator¿¿1559¿v147¿¿¿{"start":{"line":66,"column":0},"end":{"line":66,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1293¿MemberExpression¿¿1559¿¿¿¿{"start":{"line":66,"column":0},"end":{"line":66,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1294¿Identifier¿¿1559¿stat¿¿¿{"start":{"line":66,"column":0},"end":{"line":66,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1295¿Identifier¿¿1559¿prototype¿¿¿{"start":{"line":66,"column":5},"end":{"line":66,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1296¿VariableDeclarator¿¿1559¿v149¿¿¿{"start":{"line":66,"column":0},"end":{"line":68,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1297¿FunctionExpression¿¿1559¿anon¿¿¿{"start":{"line":66,"column":21},"end":{"line":68,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿FunctionExpression
1298¿Identifier¿¿0¿cb¿¿¿{"start":{"line":66,"column":30},"end":{"line":66,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1299¿VariableDeclarator¿¿1589¿v148¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1300¿CallExpression¿¿1589¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1301¿MemberExpression¿¿1589¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1302¿ThisExpression¿¿1589¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ThisExpression
1303¿Identifier¿¿1589¿check¿¿¿{"start":{"line":67,"column":13},"end":{"line":67,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1304¿Literal¿string¿1589¿¿''¿¿{"start":{"line":67,"column":19},"end":{"line":67,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Literal
1305¿Identifier¿¿1589¿cb¿¿¿{"start":{"line":67,"column":23},"end":{"line":67,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1306¿ReturnStatement¿¿1589¿¿¿¿{"start":{"line":67,"column":1},"end":{"line":67,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ReturnStatement
1307¿Identifier¿¿1589¿v148¿¿¿¿¿Identifier
1308¿BlockStatement¿¿1589¿¿¿¿{"start":{"line":66,"column":34},"end":{"line":68,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
1309¿ExpressionStatement¿¿1559¿¿¿¿{"start":{"line":66,"column":0},"end":{"line":68,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1310¿AssignmentExpression¿=¿1559¿¿¿¿{"start":{"line":66,"column":0},"end":{"line":68,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿AssignmentExpression
1311¿MemberExpression¿¿1559¿¿¿¿{"start":{"line":66,"column":0},"end":{"line":66,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1312¿Identifier¿¿1559¿v147¿¿¿¿¿Identifier
1313¿Identifier¿¿1559¿all¿¿¿{"start":{"line":66,"column":15},"end":{"line":66,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1314¿Identifier¿¿1559¿v149¿¿¿¿¿Identifier
1315¿VariableDeclarator¿¿1559¿v150¿¿¿{"start":{"line":70,"column":0},"end":{"line":70,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1316¿MemberExpression¿¿1559¿¿¿¿{"start":{"line":70,"column":0},"end":{"line":70,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1317¿Identifier¿¿1559¿stat¿¿¿{"start":{"line":70,"column":0},"end":{"line":70,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1318¿Identifier¿¿1559¿prototype¿¿¿{"start":{"line":70,"column":5},"end":{"line":70,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1319¿VariableDeclarator¿¿1559¿v180¿¿¿{"start":{"line":70,"column":0},"end":{"line":94,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1320¿FunctionExpression¿¿1559¿anon¿¿¿{"start":{"line":70,"column":23},"end":{"line":94,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿FunctionExpression
1321¿Identifier¿¿0¿path¿¿¿{"start":{"line":70,"column":32},"end":{"line":70,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1322¿Identifier¿¿0¿cb¿¿¿{"start":{"line":70,"column":38},"end":{"line":70,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1323¿VariableDeclarator¿¿1591¿v178¿¿¿{"start":{"line":71,"column":20},"end":{"line":93,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1324¿ArrowFunctionExpression¿¿1591¿¿¿¿{"start":{"line":71,"column":20},"end":{"line":93,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ArrowFunctionExpression
1325¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":71,"column":21},"end":{"line":71,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1326¿Identifier¿¿0¿reject¿¿¿{"start":{"line":71,"column":30},"end":{"line":71,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1327¿VariableDeclarator¿¿1593¿store¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1328¿ObjectExpression¿¿1593¿¿¿¿¿¿ObjectExpression
1329¿VariableDeclarator¿¿1593¿v151¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1330¿CallExpression¿¿1593¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1331¿MemberExpression¿¿1593¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1332¿ThisExpression¿¿1593¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ThisExpression
1333¿Identifier¿¿1593¿_fetchSpace¿¿¿{"start":{"line":74,"column":7},"end":{"line":74,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1334¿Identifier¿¿1593¿path¿¿¿{"start":{"line":74,"column":19},"end":{"line":74,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1335¿VariableDeclarator¿¿1593¿v153¿¿¿{"start":{"line":74,"column":30},"end":{"line":77,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1336¿ArrowFunctionExpression¿¿1593¿¿¿¿{"start":{"line":74,"column":30},"end":{"line":77,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ArrowFunctionExpression
1337¿Identifier¿¿0¿space¿¿¿{"start":{"line":74,"column":31},"end":{"line":74,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1338¿ExpressionStatement¿¿1595¿¿¿¿{"start":{"line":75,"column":3},"end":{"line":75,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1339¿AssignmentExpression¿=¿1595¿¿¿¿{"start":{"line":75,"column":3},"end":{"line":75,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿AssignmentExpression
1340¿Identifier¿¿1595¿store¿¿¿{"start":{"line":75,"column":3},"end":{"line":75,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
