Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
741¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":100,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Program
1029¿Identifier¿¿1286¿CMD¿¿¿{"start":{"line":54,"column":24},"end":{"line":54,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1030¿VariableDeclarator¿¿1286¿v107¿¿¿{"start":{"line":54,"column":35},"end":{"line":54,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1031¿MemberExpression¿¿1286¿¿¿¿{"start":{"line":54,"column":35},"end":{"line":54,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1032¿Identifier¿¿1286¿query¿¿¿{"start":{"line":54,"column":35},"end":{"line":54,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1033¿Identifier¿¿1286¿command¿¿¿{"start":{"line":54,"column":41},"end":{"line":54,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1034¿VariableDeclarator¿¿1286¿v108¿¿¿{"start":{"line":54,"column":19},"end":{"line":54,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1035¿CallExpression¿¿1286¿¿¿¿{"start":{"line":54,"column":19},"end":{"line":54,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿CallExpression
1036¿MemberExpression¿¿1286¿¿¿¿{"start":{"line":54,"column":19},"end":{"line":54,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1037¿Identifier¿¿1286¿v106¿¿¿¿¿Identifier
1038¿Identifier¿¿1286¿search¿¿¿{"start":{"line":54,"column":28},"end":{"line":54,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1039¿Identifier¿¿1286¿v107¿¿¿¿¿Identifier
1040¿VariableDeclarator¿¿1286¿v109¿¿¿{"start":{"line":54,"column":54},"end":{"line":54,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1041¿UnaryExpression¿-¿1286¿¿¿¿{"start":{"line":54,"column":54},"end":{"line":54,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿UnaryExpression
1042¿Literal¿number¿1286¿¿1¿¿{"start":{"line":54,"column":55},"end":{"line":54,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Literal
1043¿VariableDeclarator¿¿1286¿v110¿¿¿{"start":{"line":54,"column":19},"end":{"line":54,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1044¿BinaryExpression¿!==¿1286¿¿¿¿{"start":{"line":54,"column":19},"end":{"line":54,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BinaryExpression
1045¿Identifier¿¿1286¿v108¿¿¿¿¿Identifier
1046¿Identifier¿¿1286¿v109¿¿¿¿¿Identifier
1047¿ExpressionStatement¿¿1286¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ExpressionStatement
1048¿AssignmentExpression¿=¿1286¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿AssignmentExpression
1049¿Identifier¿¿1286¿res¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1050¿LogicalExpression¿&&¿1286¿¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿LogicalExpression
1051¿Identifier¿¿1286¿res¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1052¿Identifier¿¿1286¿v110¿¿¿¿¿Identifier
1053¿BlockStatement¿¿1286¿¿¿¿{"start":{"line":53,"column":23},"end":{"line":55,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BlockStatement
1054¿ReturnStatement¿¿1286¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ReturnStatement
1055¿Identifier¿¿1286¿res¿¿¿{"start":{"line":56,"column":11},"end":{"line":56,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1056¿BlockStatement¿¿1286¿¿¿¿{"start":{"line":39,"column":41},"end":{"line":57,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BlockStatement
1057¿VariableDeclarator¿¿1284¿v112¿¿¿{"start":{"line":39,"column":9},"end":{"line":57,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1058¿CallExpression¿¿1284¿¿¿¿{"start":{"line":39,"column":9},"end":{"line":57,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿CallExpression
1059¿MemberExpression¿¿1284¿¿¿¿{"start":{"line":39,"column":9},"end":{"line":39,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1060¿Identifier¿¿1284¿processes¿¿¿{"start":{"line":39,"column":9},"end":{"line":39,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1061¿Identifier¿¿1284¿filter¿¿¿{"start":{"line":39,"column":19},"end":{"line":39,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1062¿Identifier¿¿1284¿v111¿¿¿¿¿Identifier
1063¿ReturnStatement¿¿1284¿¿¿¿{"start":{"line":39,"column":2},"end":{"line":57,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ReturnStatement
1064¿Identifier¿¿1284¿v112¿¿¿¿¿Identifier
1065¿BlockStatement¿¿1284¿¿¿¿{"start":{"line":38,"column":35},"end":{"line":58,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BlockStatement
1066¿VariableDeclarator¿¿1269¿_ps¿¿¿{"start":{"line":63,"column":0},"end":{"line":78,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1067¿FunctionExpression¿¿1269¿anon¿¿¿{"start":{"line":63,"column":0},"end":{"line":78,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿FunctionExpression
1068¿Identifier¿¿0¿args¿¿¿{"start":{"line":63,"column":13},"end":{"line":63,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1069¿Identifier¿¿0¿cb¿¿¿{"start":{"line":63,"column":19},"end":{"line":63,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1070¿VariableDeclarator¿¿1293¿v113¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1071¿MemberExpression¿¿1293¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1072¿Identifier¿¿1293¿process¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1073¿Identifier¿¿1293¿platform¿¿¿{"start":{"line":64,"column":14},"end":{"line":64,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1074¿VariableDeclarator¿¿1293¿v114¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1075¿BinaryExpression¿===¿1293¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BinaryExpression
1076¿Identifier¿¿1293¿v113¿¿¿¿¿Identifier
1077¿Literal¿string¿1293¿¿'win32'¿¿{"start":{"line":64,"column":27},"end":{"line":64,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Literal
1078¿IfStatement¿¿1293¿¿¿¿{"start":{"line":64,"column":2},"end":{"line":77,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿IfStatement
1079¿Identifier¿¿1293¿v114¿¿¿¿¿Identifier
1080¿VariableDeclarator¿¿1293¿v115¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1081¿CallExpression¿¿1293¿¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿CallExpression
1082¿Identifier¿¿1293¿cb¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1083¿Literal¿string¿1293¿¿'Windows support not implemented yet.'¿¿{"start":{"line":66,"column":14},"end":{"line":66,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Literal
1084¿ReturnStatement¿¿1293¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ReturnStatement
1085¿Identifier¿¿1293¿v115¿¿¿¿¿Identifier
1086¿BlockStatement¿¿1293¿¿¿¿{"start":{"line":64,"column":36},"end":{"line":67,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BlockStatement
1087¿VariableDeclarator¿¿1293¿cmd¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1088¿Literal¿string¿1293¿¿'ps'¿¿{"start":{"line":68,"column":14},"end":{"line":68,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Literal
1089¿IfStatement¿¿1293¿¿¿¿{"start":{"line":69,"column":4},"end":{"line":71,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿IfStatement
1090¿Identifier¿¿1293¿args¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1091¿VariableDeclarator¿¿1293¿v116¿¿¿{"start":{"line":70,"column":19},"end":{"line":70,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1092¿CallExpression¿¿1293¿¿¿¿{"start":{"line":70,"column":19},"end":{"line":70,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿CallExpression
1093¿MemberExpression¿¿1293¿¿¿¿{"start":{"line":70,"column":19},"end":{"line":70,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1094¿Identifier¿¿1293¿args¿¿¿{"start":{"line":70,"column":19},"end":{"line":70,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1095¿Identifier¿¿1293¿join¿¿¿{"start":{"line":70,"column":24},"end":{"line":70,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1096¿Literal¿string¿1293¿¿' '¿¿{"start":{"line":70,"column":29},"end":{"line":70,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Literal
1097¿ExpressionStatement¿¿1293¿¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ExpressionStatement
1098¿AssignmentExpression¿+=¿1293¿¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿AssignmentExpression
1099¿Identifier¿¿1293¿cmd¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1100¿BinaryExpression¿+¿1293¿¿¿¿{"start":{"line":70,"column":13},"end":{"line":70,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BinaryExpression
1101¿Literal¿string¿1293¿¿' '¿¿{"start":{"line":70,"column":13},"end":{"line":70,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Literal
1102¿Identifier¿¿1293¿v116¿¿¿¿¿Identifier
1103¿BlockStatement¿¿1293¿¿¿¿{"start":{"line":69,"column":14},"end":{"line":71,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BlockStatement
1104¿VariableDeclarator¿¿1293¿v124¿¿¿{"start":{"line":72,"column":27},"end":{"line":76,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1105¿FunctionExpression¿¿1293¿anon¿¿¿{"start":{"line":72,"column":27},"end":{"line":76,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿FunctionExpression
1106¿Identifier¿¿0¿err¿¿¿{"start":{"line":72,"column":37},"end":{"line":72,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1107¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":72,"column":42},"end":{"line":72,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1108¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":72,"column":50},"end":{"line":72,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1109¿VariableDeclarator¿¿1296¿v117¿¿¿{"start":{"line":73,"column":10},"end":{"line":73,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1110¿LogicalExpression¿||¿1296¿¿¿¿{"start":{"line":73,"column":10},"end":{"line":73,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿LogicalExpression
1111¿Identifier¿¿1296¿err¿¿¿{"start":{"line":73,"column":10},"end":{"line":73,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1112¿Identifier¿¿1296¿stderr¿¿¿{"start":{"line":73,"column":17},"end":{"line":73,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1113¿IfStatement¿¿1296¿¿¿¿{"start":{"line":73,"column":6},"end":{"line":74,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿IfStatement
1114¿Identifier¿¿1296¿v117¿¿¿¿¿Identifier
1115¿VariableDeclarator¿¿1296¿v118¿¿¿{"start":{"line":74,"column":25},"end":{"line":74,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1116¿CallExpression¿¿1296¿¿¿¿{"start":{"line":74,"column":25},"end":{"line":74,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿CallExpression
1117¿MemberExpression¿¿1296¿¿¿¿{"start":{"line":74,"column":25},"end":{"line":74,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1118¿Identifier¿¿1296¿stderr¿¿¿{"start":{"line":74,"column":25},"end":{"line":74,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1119¿Identifier¿¿1296¿toString¿¿¿{"start":{"line":74,"column":32},"end":{"line":74,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1120¿VariableDeclarator¿¿1296¿v119¿¿¿{"start":{"line":74,"column":18},"end":{"line":74,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1121¿LogicalExpression¿||¿1296¿¿¿¿{"start":{"line":74,"column":18},"end":{"line":74,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿LogicalExpression
1122¿Identifier¿¿1296¿err¿¿¿{"start":{"line":74,"column":18},"end":{"line":74,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1123¿Identifier¿¿1296¿v118¿¿¿¿¿Identifier
1124¿VariableDeclarator¿¿1296¿v120¿¿¿{"start":{"line":74,"column":15},"end":{"line":74,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1125¿CallExpression¿¿1296¿¿¿¿{"start":{"line":74,"column":15},"end":{"line":74,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿CallExpression
1126¿Identifier¿¿1296¿cb¿¿¿{"start":{"line":74,"column":15},"end":{"line":74,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1127¿Identifier¿¿1296¿v119¿¿¿¿¿Identifier
1128¿ReturnStatement¿¿1296¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ReturnStatement
1129¿Identifier¿¿1296¿v120¿¿¿¿¿Identifier
1130¿BlockStatement¿¿1296¿¿¿¿¿¿BlockStatement
1131¿VariableDeclarator¿¿1296¿v121¿¿¿{"start":{"line":75,"column":29},"end":{"line":75,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1132¿CallExpression¿¿1296¿¿¿¿{"start":{"line":75,"column":29},"end":{"line":75,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿CallExpression
1133¿MemberExpression¿¿1296¿¿¿¿{"start":{"line":75,"column":29},"end":{"line":75,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1134¿Identifier¿¿1296¿stdout¿¿¿{"start":{"line":75,"column":29},"end":{"line":75,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1135¿Identifier¿¿1296¿toString¿¿¿{"start":{"line":75,"column":36},"end":{"line":75,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1136¿VariableDeclarator¿¿1296¿v122¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1137¿CallExpression¿¿1296¿¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿CallExpression
1138¿Identifier¿¿1296¿_parse¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1139¿Identifier¿¿1296¿v121¿¿¿¿¿Identifier
1140¿VariableDeclarator¿¿1296¿v123¿¿¿{"start":{"line":75,"column":13},"end":{"line":75,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1141¿CallExpression¿¿1296¿¿¿¿{"start":{"line":75,"column":13},"end":{"line":75,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿CallExpression
1142¿Identifier¿¿1296¿cb¿¿¿{"start":{"line":75,"column":13},"end":{"line":75,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1143¿Literal¿object¿1296¿¿null¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Literal
1144¿Identifier¿¿1296¿v122¿¿¿¿¿Identifier
1145¿ReturnStatement¿¿1296¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ReturnStatement
1146¿Identifier¿¿1296¿v123¿¿¿¿¿Identifier
1147¿BlockStatement¿¿1296¿¿¿¿{"start":{"line":72,"column":58},"end":{"line":76,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BlockStatement
1148¿VariableDeclarator¿¿1293¿v125¿¿¿{"start":{"line":72,"column":4},"end":{"line":76,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1149¿CallExpression¿¿1293¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":76,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿CallExpression
1150¿MemberExpression¿¿1293¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1151¿Identifier¿¿1293¿childProcess¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1152¿Identifier¿¿1293¿exec¿¿¿{"start":{"line":72,"column":17},"end":{"line":72,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1153¿Identifier¿¿1293¿cmd¿¿¿{"start":{"line":72,"column":22},"end":{"line":72,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1154¿Identifier¿¿1293¿v124¿¿¿¿¿Identifier
1155¿ExpressionStatement¿¿1293¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":76,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ExpressionStatement
1156¿Identifier¿¿1293¿v125¿¿¿¿¿Identifier
1157¿BlockStatement¿¿1293¿¿¿¿{"start":{"line":67,"column":9},"end":{"line":77,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BlockStatement
1158¿BlockStatement¿¿1293¿¿¿¿{"start":{"line":63,"column":23},"end":{"line":78,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BlockStatement
1159¿VariableDeclarator¿exported¿1269¿lookup¿¿¿{"start":{"line":80,"column":0},"end":{"line":86,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1160¿FunctionExpression¿¿1269¿anon¿¿¿{"start":{"line":80,"column":0},"end":{"line":86,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿FunctionExpression
1161¿Identifier¿¿0¿query¿¿¿{"start":{"line":80,"column":16},"end":{"line":80,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1162¿Identifier¿¿0¿cb¿¿¿{"start":{"line":80,"column":23},"end":{"line":80,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1163¿VariableDeclarator¿¿1300¿v126¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1164¿MemberExpression¿¿1300¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1165¿Identifier¿¿1300¿query¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1166¿Identifier¿¿1300¿psargs¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1167¿VariableDeclarator¿¿1300¿v130¿¿¿{"start":{"line":81,"column":20},"end":{"line":85,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1168¿FunctionExpression¿¿1300¿anon¿¿¿{"start":{"line":81,"column":20},"end":{"line":85,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿FunctionExpression
1169¿Identifier¿¿0¿err¿¿¿{"start":{"line":81,"column":29},"end":{"line":81,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1170¿Identifier¿¿0¿results¿¿¿{"start":{"line":81,"column":34},"end":{"line":81,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1171¿IfStatement¿¿1302¿¿¿¿{"start":{"line":82,"column":4},"end":{"line":83,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿IfStatement
1172¿Identifier¿¿1302¿err¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
