Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1207¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":222,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Program
1487¿Identifier¿¿2108¿i¿¿¿{"start":{"line":77,"column":28},"end":{"line":77,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1488¿Literal¿number¿2108¿¿1¿¿{"start":{"line":77,"column":32},"end":{"line":77,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Literal
1489¿ExpressionStatement¿¿2108¿¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
1490¿AssignmentExpression¿=¿2108¿¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿AssignmentExpression
1491¿Identifier¿¿2108¿nextTok¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1492¿MemberExpression¿computed¿2108¿¿¿¿{"start":{"line":77,"column":18},"end":{"line":77,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1493¿Identifier¿¿2108¿refTokens¿¿¿{"start":{"line":77,"column":18},"end":{"line":77,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1494¿Identifier¿¿2108¿v134¿¿¿¿¿Identifier
1495¿VariableDeclarator¿¿2108¿v135¿¿¿{"start":{"line":79,"column":14},"end":{"line":79,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1496¿BinaryExpression¿in¿2108¿¿¿¿{"start":{"line":79,"column":14},"end":{"line":79,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BinaryExpression
1497¿Identifier¿¿2108¿tok¿¿¿{"start":{"line":79,"column":14},"end":{"line":79,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1498¿Identifier¿¿2108¿obj¿¿¿{"start":{"line":79,"column":21},"end":{"line":79,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1499¿VariableDeclarator¿¿2108¿v136¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1500¿UnaryExpression¿!¿2108¿¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿UnaryExpression
1501¿Identifier¿¿2108¿v135¿¿¿¿¿Identifier
1502¿IfStatement¿¿2108¿¿¿¿{"start":{"line":79,"column":8},"end":{"line":85,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿IfStatement
1503¿Identifier¿¿2108¿v136¿¿¿¿¿Identifier
1504¿VariableDeclarator¿¿2108¿v137¿¿¿{"start":{"line":80,"column":16},"end":{"line":80,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1505¿CallExpression¿¿2108¿¿¿¿{"start":{"line":80,"column":16},"end":{"line":80,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿CallExpression
1506¿MemberExpression¿¿2108¿¿¿¿{"start":{"line":80,"column":16},"end":{"line":80,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1507¿Identifier¿¿2108¿nextTok¿¿¿{"start":{"line":80,"column":16},"end":{"line":80,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1508¿Identifier¿¿2108¿match¿¿¿{"start":{"line":80,"column":24},"end":{"line":80,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1509¿Literal¿object¿2108¿¿/^(\d+|-)$/¿¿{"start":{"line":80,"column":30},"end":{"line":80,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Literal
1510¿IfStatement¿¿2108¿¿¿¿{"start":{"line":80,"column":12},"end":{"line":84,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿IfStatement
1511¿Identifier¿¿2108¿v137¿¿¿¿¿Identifier
1512¿ExpressionStatement¿¿2108¿¿¿¿{"start":{"line":81,"column":16},"end":{"line":81,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
1513¿AssignmentExpression¿=¿2108¿¿¿¿{"start":{"line":81,"column":16},"end":{"line":81,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿AssignmentExpression
1514¿MemberExpression¿computed¿2108¿¿¿¿{"start":{"line":81,"column":16},"end":{"line":81,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1515¿Identifier¿¿2108¿obj¿¿¿{"start":{"line":81,"column":16},"end":{"line":81,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1516¿Identifier¿¿2108¿tok¿¿¿{"start":{"line":81,"column":20},"end":{"line":81,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1517¿ArrayExpression¿¿2108¿¿¿¿{"start":{"line":81,"column":27},"end":{"line":81,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ArrayExpression
1518¿BlockStatement¿¿2108¿¿¿¿{"start":{"line":80,"column":44},"end":{"line":82,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BlockStatement
1519¿VariableDeclarator¿¿2108¿v138¿¿¿{"start":{"line":83,"column":27},"end":{"line":83,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1520¿ObjectExpression¿¿2108¿¿¿¿¿¿ObjectExpression
1521¿ExpressionStatement¿¿2108¿¿¿¿{"start":{"line":83,"column":16},"end":{"line":83,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
1522¿AssignmentExpression¿=¿2108¿¿¿¿{"start":{"line":83,"column":16},"end":{"line":83,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿AssignmentExpression
1523¿MemberExpression¿computed¿2108¿¿¿¿{"start":{"line":83,"column":16},"end":{"line":83,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1524¿Identifier¿¿2108¿obj¿¿¿{"start":{"line":83,"column":16},"end":{"line":83,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1525¿Identifier¿¿2108¿tok¿¿¿{"start":{"line":83,"column":20},"end":{"line":83,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1526¿Identifier¿¿2108¿v138¿¿¿¿¿Identifier
1527¿BlockStatement¿¿2108¿¿¿¿{"start":{"line":82,"column":19},"end":{"line":84,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BlockStatement
1528¿BlockStatement¿¿2108¿¿¿¿{"start":{"line":79,"column":27},"end":{"line":85,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BlockStatement
1529¿ExpressionStatement¿¿2108¿¿¿¿{"start":{"line":86,"column":8},"end":{"line":86,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
1530¿AssignmentExpression¿=¿2108¿¿¿¿{"start":{"line":86,"column":8},"end":{"line":86,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿AssignmentExpression
1531¿Identifier¿¿2108¿obj¿¿¿{"start":{"line":86,"column":8},"end":{"line":86,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1532¿MemberExpression¿computed¿2108¿¿¿¿{"start":{"line":86,"column":14},"end":{"line":86,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1533¿Identifier¿¿2108¿obj¿¿¿{"start":{"line":86,"column":14},"end":{"line":86,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1534¿Identifier¿¿2108¿tok¿¿¿{"start":{"line":86,"column":18},"end":{"line":86,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1535¿VariableDeclarator¿¿2108¿v130¿¿¿{"start":{"line":72,"column":46},"end":{"line":72,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1536¿UpdateExpression¿¿2108¿¿¿¿{"start":{"line":72,"column":46},"end":{"line":72,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿UpdateExpression
1537¿Identifier¿¿2108¿i¿¿¿{"start":{"line":72,"column":48},"end":{"line":72,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1538¿ExpressionStatement¿¿2108¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":87,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
1539¿AssignmentExpression¿=¿2108¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":87,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿AssignmentExpression
1540¿Identifier¿¿2108¿v129¿¿¿{"start":{"line":72,"column":4},"end":{"line":87,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1541¿BinaryExpression¿<¿2108¿¿¿¿{"start":{"line":72,"column":20},"end":{"line":72,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BinaryExpression
1542¿Identifier¿¿2108¿i¿¿¿{"start":{"line":72,"column":20},"end":{"line":72,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1543¿Identifier¿¿2108¿v128¿¿¿¿¿Identifier
1544¿BlockStatement¿¿2108¿¿¿¿¿¿BlockStatement
1545¿VariableDeclarator¿¿2108¿v139¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1546¿BinaryExpression¿===¿2108¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BinaryExpression
1547¿Identifier¿¿2108¿nextTok¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1548¿Literal¿string¿2108¿¿'-'¿¿{"start":{"line":88,"column":20},"end":{"line":88,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Literal
1549¿VariableDeclarator¿¿2108¿v140¿¿¿{"start":{"line":88,"column":27},"end":{"line":88,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1550¿CallExpression¿¿2108¿¿¿¿{"start":{"line":88,"column":27},"end":{"line":88,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿CallExpression
1551¿MemberExpression¿¿2108¿¿¿¿{"start":{"line":88,"column":27},"end":{"line":88,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1552¿Identifier¿¿2108¿Array¿¿¿{"start":{"line":88,"column":27},"end":{"line":88,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1553¿Identifier¿¿2108¿isArray¿¿¿{"start":{"line":88,"column":33},"end":{"line":88,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1554¿Identifier¿¿2108¿obj¿¿¿{"start":{"line":88,"column":41},"end":{"line":88,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1555¿VariableDeclarator¿¿2108¿v141¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1556¿LogicalExpression¿&&¿2108¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿LogicalExpression
1557¿Identifier¿¿2108¿v139¿¿¿¿¿Identifier
1558¿Identifier¿¿2108¿v140¿¿¿¿¿Identifier
1559¿IfStatement¿¿2108¿¿¿¿{"start":{"line":88,"column":4},"end":{"line":90,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿IfStatement
1560¿Identifier¿¿2108¿v141¿¿¿¿¿Identifier
1561¿ExpressionStatement¿¿2108¿¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
1562¿AssignmentExpression¿=¿2108¿¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿AssignmentExpression
1563¿Identifier¿¿2108¿nextTok¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1564¿MemberExpression¿¿2108¿¿¿¿{"start":{"line":89,"column":16},"end":{"line":89,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1565¿Identifier¿¿2108¿obj¿¿¿{"start":{"line":89,"column":16},"end":{"line":89,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1566¿Identifier¿¿2108¿length¿¿¿{"start":{"line":89,"column":20},"end":{"line":89,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1567¿BlockStatement¿¿2108¿¿¿¿{"start":{"line":88,"column":47},"end":{"line":90,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BlockStatement
1568¿ExpressionStatement¿¿2108¿¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
1569¿AssignmentExpression¿=¿2108¿¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿AssignmentExpression
1570¿MemberExpression¿computed¿2108¿¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1571¿Identifier¿¿2108¿obj¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1572¿Identifier¿¿2108¿nextTok¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1573¿Identifier¿¿2108¿value¿¿¿{"start":{"line":91,"column":19},"end":{"line":91,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1574¿ReturnStatement¿¿2108¿¿¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ReturnStatement
1575¿ThisExpression¿¿2108¿¿¿¿{"start":{"line":92,"column":11},"end":{"line":92,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ThisExpression
1576¿BlockStatement¿¿2108¿¿¿¿{"start":{"line":68,"column":45},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BlockStatement
1577¿ExpressionStatement¿¿2095¿¿¿¿{"start":{"line":68,"column":0},"end":{"line":93,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
1578¿AssignmentExpression¿=¿2095¿¿¿¿{"start":{"line":68,"column":0},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿AssignmentExpression
1579¿MemberExpression¿¿2095¿¿¿¿{"start":{"line":68,"column":0},"end":{"line":68,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1580¿Identifier¿¿2095¿api¿¿¿{"start":{"line":68,"column":0},"end":{"line":68,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1581¿Identifier¿¿2095¿set¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1582¿Identifier¿¿2095¿set¿¿¿¿¿Identifier
1583¿VariableDeclarator¿¿2095¿v165¿¿¿{"start":{"line":101,"column":0},"end":{"line":119,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1584¿FunctionExpression¿¿2095¿anon¿¿¿{"start":{"line":101,"column":13},"end":{"line":119,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿FunctionExpression
1585¿Identifier¿¿0¿obj¿¿¿{"start":{"line":101,"column":23},"end":{"line":101,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1586¿Identifier¿¿0¿pointer¿¿¿{"start":{"line":101,"column":28},"end":{"line":101,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1587¿VariableDeclarator¿¿2116¿refTokens¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1588¿VariableDeclarator¿¿2116¿v142¿¿¿{"start":{"line":102,"column":20},"end":{"line":102,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1589¿CallExpression¿¿2116¿¿¿¿{"start":{"line":102,"column":20},"end":{"line":102,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿CallExpression
1590¿MemberExpression¿¿2116¿¿¿¿{"start":{"line":102,"column":20},"end":{"line":102,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1591¿Identifier¿¿2116¿Array¿¿¿{"start":{"line":102,"column":20},"end":{"line":102,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1592¿Identifier¿¿2116¿isArray¿¿¿{"start":{"line":102,"column":26},"end":{"line":102,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1593¿Identifier¿¿2116¿pointer¿¿¿{"start":{"line":102,"column":34},"end":{"line":102,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1594¿VariableDeclarator¿¿2116¿v143¿¿¿{"start":{"line":102,"column":55},"end":{"line":102,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1595¿CallExpression¿¿2116¿¿¿¿{"start":{"line":102,"column":55},"end":{"line":102,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿CallExpression
1596¿MemberExpression¿¿2116¿¿¿¿{"start":{"line":102,"column":55},"end":{"line":102,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1597¿Identifier¿¿2116¿api¿¿¿{"start":{"line":102,"column":55},"end":{"line":102,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1598¿Identifier¿¿2116¿parse¿¿¿{"start":{"line":102,"column":59},"end":{"line":102,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1599¿Identifier¿¿2116¿pointer¿¿¿{"start":{"line":102,"column":65},"end":{"line":102,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1600¿IfStatement¿¿2116¿¿¿¿{"start":{"line":102,"column":20},"end":{"line":102,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿IfStatement
1601¿Identifier¿¿2116¿v142¿¿¿¿¿Identifier
1602¿ExpressionStatement¿¿2116¿¿¿¿{"start":{"line":102,"column":20},"end":{"line":102,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
1603¿AssignmentExpression¿=¿2116¿¿¿¿{"start":{"line":102,"column":20},"end":{"line":102,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿AssignmentExpression
1604¿Identifier¿¿2116¿refTokens¿¿¿{"start":{"line":102,"column":20},"end":{"line":102,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1605¿Identifier¿¿2116¿pointer¿¿¿{"start":{"line":102,"column":45},"end":{"line":102,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1606¿BlockStatement¿¿2116¿¿¿¿¿¿BlockStatement
1607¿ExpressionStatement¿¿2116¿¿¿¿{"start":{"line":102,"column":20},"end":{"line":102,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
1608¿AssignmentExpression¿=¿2116¿¿¿¿{"start":{"line":102,"column":20},"end":{"line":102,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿AssignmentExpression
1609¿Identifier¿¿2116¿refTokens¿¿¿{"start":{"line":102,"column":20},"end":{"line":102,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1610¿Identifier¿¿2116¿v143¿¿¿¿¿Identifier
1611¿BlockStatement¿¿2116¿¿¿¿¿¿BlockStatement
1612¿VariableDeclarator¿¿2116¿v144¿¿¿{"start":{"line":103,"column":31},"end":{"line":103,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1613¿MemberExpression¿¿2116¿¿¿¿{"start":{"line":103,"column":31},"end":{"line":103,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1614¿Identifier¿¿2116¿refTokens¿¿¿{"start":{"line":103,"column":31},"end":{"line":103,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1615¿Identifier¿¿2116¿length¿¿¿{"start":{"line":103,"column":41},"end":{"line":103,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1616¿VariableDeclarator¿¿2116¿v145¿¿¿{"start":{"line":103,"column":31},"end":{"line":103,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1617¿BinaryExpression¿-¿2116¿¿¿¿{"start":{"line":103,"column":31},"end":{"line":103,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BinaryExpression
1618¿Identifier¿¿2116¿v144¿¿¿¿¿Identifier
1619¿Literal¿number¿2116¿¿1¿¿{"start":{"line":103,"column":49},"end":{"line":103,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Literal
1620¿VariableDeclarator¿¿2116¿finalToken¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1621¿MemberExpression¿computed¿2116¿¿¿¿{"start":{"line":103,"column":21},"end":{"line":103,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1622¿Identifier¿¿2116¿refTokens¿¿¿{"start":{"line":103,"column":21},"end":{"line":103,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1623¿Identifier¿¿2116¿v145¿¿¿¿¿Identifier
1624¿VariableDeclarator¿¿2116¿v146¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1625¿BinaryExpression¿===¿2116¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BinaryExpression
1626¿Identifier¿¿2116¿finalToken¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
