Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
807¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":112,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Program
1059¿VariableDeclarator¿¿1411¿v98¿¿¿{"start":{"line":57,"column":9},"end":{"line":57,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1060¿BinaryExpression¿+¿1411¿¿¿¿{"start":{"line":57,"column":9},"end":{"line":57,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BinaryExpression
1061¿Identifier¿¿1411¿v97¿¿¿¿¿Identifier
1062¿Identifier¿¿1411¿tmpTarget¿¿¿{"start":{"line":57,"column":33},"end":{"line":57,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1063¿ExpressionStatement¿¿1411¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":57,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1064¿AssignmentExpression¿+=¿1411¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":57,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿AssignmentExpression
1065¿Identifier¿¿1411¿cmd¿¿¿{"start":{"line":57,"column":2},"end":{"line":57,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1066¿BinaryExpression¿+¿1411¿¿¿¿{"start":{"line":57,"column":9},"end":{"line":57,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BinaryExpression
1067¿Identifier¿¿1411¿v98¿¿¿¿¿Identifier
1068¿Literal¿string¿1411¿¿'''¿¿{"start":{"line":57,"column":45},"end":{"line":57,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1069¿VariableDeclarator¿¿1411¿v99¿¿¿{"start":{"line":58,"column":2},"end":{"line":58,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1070¿CallExpression¿¿1411¿¿¿¿{"start":{"line":58,"column":2},"end":{"line":58,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1071¿Identifier¿¿1411¿debug¿¿¿{"start":{"line":58,"column":2},"end":{"line":58,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1072¿Identifier¿¿1411¿cmd¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1073¿ExpressionStatement¿¿1411¿¿¿¿{"start":{"line":58,"column":2},"end":{"line":58,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1074¿Identifier¿¿1411¿v99¿¿¿¿¿Identifier
1075¿VariableDeclarator¿¿1411¿v140¿¿¿{"start":{"line":59,"column":24},"end":{"line":111,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1076¿FunctionExpression¿¿1411¿anon¿¿¿{"start":{"line":59,"column":24},"end":{"line":111,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿FunctionExpression
1077¿Identifier¿¿0¿err¿¿¿{"start":{"line":59,"column":34},"end":{"line":59,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1078¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":59,"column":39},"end":{"line":59,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1079¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":59,"column":47},"end":{"line":59,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1080¿VariableDeclarator¿¿1416¿output¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1081¿Literal¿string¿1416¿¿''¿¿{"start":{"line":60,"column":17},"end":{"line":60,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1082¿IfStatement¿¿1416¿¿¿¿{"start":{"line":61,"column":4},"end":{"line":63,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿IfStatement
1083¿Identifier¿¿1416¿stdout¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1084¿ExpressionStatement¿¿1416¿¿¿¿{"start":{"line":62,"column":6},"end":{"line":62,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1085¿AssignmentExpression¿+=¿1416¿¿¿¿{"start":{"line":62,"column":6},"end":{"line":62,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿AssignmentExpression
1086¿Identifier¿¿1416¿output¿¿¿{"start":{"line":62,"column":6},"end":{"line":62,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1087¿Identifier¿¿1416¿stdout¿¿¿{"start":{"line":62,"column":16},"end":{"line":62,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1088¿BlockStatement¿¿1416¿¿¿¿{"start":{"line":61,"column":16},"end":{"line":63,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BlockStatement
1089¿IfStatement¿¿1416¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":70,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿IfStatement
1090¿Identifier¿¿1416¿stderr¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1091¿ExpressionStatement¿¿1416¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1092¿AssignmentExpression¿+=¿1416¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿AssignmentExpression
1093¿Identifier¿¿1416¿output¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1094¿Identifier¿¿1416¿stderr¿¿¿{"start":{"line":65,"column":16},"end":{"line":65,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1095¿VariableDeclarator¿¿1416¿v100¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1096¿UnaryExpression¿!¿1416¿¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿UnaryExpression
1097¿Identifier¿¿1416¿err¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1098¿IfStatement¿¿1416¿¿¿¿{"start":{"line":66,"column":6},"end":{"line":68,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿IfStatement
1099¿Identifier¿¿1416¿v100¿¿¿¿¿Identifier
1100¿VariableDeclarator¿¿1416¿v101¿¿¿{"start":{"line":67,"column":24},"end":{"line":67,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1101¿CallExpression¿¿1416¿¿¿¿{"start":{"line":67,"column":24},"end":{"line":67,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1102¿MemberExpression¿¿1416¿¿¿¿{"start":{"line":67,"column":24},"end":{"line":67,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1103¿Identifier¿¿1416¿stderr¿¿¿{"start":{"line":67,"column":24},"end":{"line":67,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1104¿Identifier¿¿1416¿trim¿¿¿{"start":{"line":67,"column":31},"end":{"line":67,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1105¿ExpressionStatement¿¿1416¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1106¿AssignmentExpression¿=¿1416¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿AssignmentExpression
1107¿Identifier¿¿1416¿err¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1108¿NewExpression¿¿1416¿¿¿¿{"start":{"line":67,"column":14},"end":{"line":67,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿NewExpression
1109¿Identifier¿¿1416¿Error¿¿¿{"start":{"line":67,"column":18},"end":{"line":67,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1110¿Identifier¿¿1416¿v101¿¿¿¿¿Identifier
1111¿BlockStatement¿¿1416¿¿¿¿{"start":{"line":66,"column":16},"end":{"line":68,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BlockStatement
1112¿VariableDeclarator¿¿1416¿v102¿¿¿{"start":{"line":69,"column":29},"end":{"line":69,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1113¿MemberExpression¿¿1416¿¿¿¿{"start":{"line":69,"column":29},"end":{"line":69,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1114¿Identifier¿¿1416¿err¿¿¿{"start":{"line":69,"column":29},"end":{"line":69,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1115¿Identifier¿¿1416¿name¿¿¿{"start":{"line":69,"column":33},"end":{"line":69,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1116¿ExpressionStatement¿¿1416¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1117¿AssignmentExpression¿=¿1416¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿AssignmentExpression
1118¿MemberExpression¿¿1416¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1119¿Identifier¿¿1416¿err¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1120¿Identifier¿¿1416¿name¿¿¿{"start":{"line":69,"column":10},"end":{"line":69,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1121¿BinaryExpression¿+¿1416¿¿¿¿{"start":{"line":69,"column":17},"end":{"line":69,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BinaryExpression
1122¿Literal¿string¿1416¿¿'JSCover'¿¿{"start":{"line":69,"column":17},"end":{"line":69,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1123¿Identifier¿¿1416¿v102¿¿¿¿¿Identifier
1124¿BlockStatement¿¿1416¿¿¿¿{"start":{"line":64,"column":16},"end":{"line":70,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BlockStatement
1125¿IfStatement¿¿1416¿¿¿¿{"start":{"line":71,"column":4},"end":{"line":75,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿IfStatement
1126¿Identifier¿¿1416¿err¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1127¿VariableDeclarator¿¿1416¿v103¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1128¿CallExpression¿¿1416¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1129¿Identifier¿¿1416¿debug¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1130¿Identifier¿¿1416¿err¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1131¿Identifier¿¿1416¿stderr¿¿¿{"start":{"line":72,"column":17},"end":{"line":72,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1132¿ExpressionStatement¿¿1416¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1133¿Identifier¿¿1416¿v103¿¿¿¿¿Identifier
1134¿VariableDeclarator¿¿1416¿v104¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1135¿CallExpression¿¿1416¿¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1136¿Identifier¿¿1416¿cleanup¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1137¿ExpressionStatement¿¿1416¿¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1138¿Identifier¿¿1416¿v104¿¿¿¿¿Identifier
1139¿VariableDeclarator¿¿1416¿v105¿¿¿{"start":{"line":74,"column":13},"end":{"line":74,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1140¿CallExpression¿¿1416¿¿¿¿{"start":{"line":74,"column":13},"end":{"line":74,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1141¿Identifier¿¿1416¿callback¿¿¿{"start":{"line":74,"column":13},"end":{"line":74,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1142¿Identifier¿¿1416¿err¿¿¿{"start":{"line":74,"column":22},"end":{"line":74,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1143¿Identifier¿¿1416¿output¿¿¿{"start":{"line":74,"column":27},"end":{"line":74,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1144¿ReturnStatement¿¿1416¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ReturnStatement
1145¿Identifier¿¿1416¿v105¿¿¿¿¿Identifier
1146¿BlockStatement¿¿1416¿¿¿¿{"start":{"line":71,"column":13},"end":{"line":75,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BlockStatement
1147¿VariableDeclarator¿¿1416¿v106¿¿¿{"start":{"line":77,"column":18},"end":{"line":77,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1148¿UnaryExpression¿!¿1416¿¿¿¿{"start":{"line":77,"column":18},"end":{"line":77,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿UnaryExpression
1149¿Identifier¿¿1416¿stdout¿¿¿{"start":{"line":77,"column":19},"end":{"line":77,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1150¿VariableDeclarator¿¿1416¿v107¿¿¿{"start":{"line":77,"column":29},"end":{"line":77,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1151¿UnaryExpression¿!¿1416¿¿¿¿{"start":{"line":77,"column":29},"end":{"line":77,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿UnaryExpression
1152¿Identifier¿¿1416¿stderr¿¿¿{"start":{"line":77,"column":30},"end":{"line":77,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1153¿VariableDeclarator¿¿1416¿success¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1154¿LogicalExpression¿&&¿1416¿¿¿¿{"start":{"line":77,"column":18},"end":{"line":77,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿LogicalExpression
1155¿Identifier¿¿1416¿v106¿¿¿¿¿Identifier
1156¿Identifier¿¿1416¿v107¿¿¿¿¿Identifier
1157¿VariableDeclarator¿¿1416¿v108¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1158¿UnaryExpression¿!¿1416¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿UnaryExpression
1159¿Identifier¿¿1416¿success¿¿¿{"start":{"line":78,"column":9},"end":{"line":78,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1160¿IfStatement¿¿1416¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":80,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿IfStatement
1161¿Identifier¿¿1416¿v108¿¿¿¿¿Identifier
1162¿VariableDeclarator¿¿1416¿v109¿¿¿{"start":{"line":79,"column":13},"end":{"line":79,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1163¿CallExpression¿¿1416¿¿¿¿{"start":{"line":79,"column":13},"end":{"line":79,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1164¿Identifier¿¿1416¿callback¿¿¿{"start":{"line":79,"column":13},"end":{"line":79,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1165¿Literal¿object¿1416¿¿null¿¿{"start":{"line":79,"column":22},"end":{"line":79,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1166¿Identifier¿¿1416¿output¿¿¿{"start":{"line":79,"column":28},"end":{"line":79,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1167¿ReturnStatement¿¿1416¿¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ReturnStatement
1168¿Identifier¿¿1416¿v109¿¿¿¿¿Identifier
1169¿BlockStatement¿¿1416¿¿¿¿{"start":{"line":78,"column":18},"end":{"line":80,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BlockStatement
1170¿VariableDeclarator¿¿1416¿v131¿¿¿{"start":{"line":81,"column":25},"end":{"line":102,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1171¿FunctionExpression¿¿1416¿onDir¿¿¿{"start":{"line":81,"column":25},"end":{"line":102,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿FunctionExpression
1172¿Identifier¿¿0¿dirpath¿¿¿{"start":{"line":81,"column":40},"end":{"line":81,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1173¿Identifier¿¿0¿items¿¿¿{"start":{"line":81,"column":49},"end":{"line":81,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1174¿VariableDeclarator¿¿1423¿todir¿¿¿{"start":{"line":82,"column":10},"end":{"line":82,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1175¿CallExpression¿¿1423¿¿¿¿{"start":{"line":82,"column":18},"end":{"line":82,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1176¿MemberExpression¿¿1423¿¿¿¿{"start":{"line":82,"column":18},"end":{"line":82,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1177¿Identifier¿¿1423¿dirpath¿¿¿{"start":{"line":82,"column":18},"end":{"line":82,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1178¿Identifier¿¿1423¿replace¿¿¿{"start":{"line":82,"column":26},"end":{"line":82,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1179¿Identifier¿¿1423¿tmpTarget¿¿¿{"start":{"line":82,"column":34},"end":{"line":82,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1180¿Identifier¿¿1423¿target¿¿¿{"start":{"line":82,"column":45},"end":{"line":82,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1181¿VariableDeclarator¿¿1423¿v110¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1182¿CallExpression¿¿1423¿¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1183¿MemberExpression¿¿1423¿¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1184¿Identifier¿¿1423¿fse¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
