Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
859¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":182,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Program
1138¿Identifier¿¿1476¿obj¿¿¿{"start":{"line":109,"column":20},"end":{"line":109,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1139¿Identifier¿¿1476¿toObject¿¿¿{"start":{"line":109,"column":24},"end":{"line":109,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1140¿BlockStatement¿¿1476¿¿¿¿{"start":{"line":108,"column":36},"end":{"line":110,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1141¿ExpressionStatement¿¿1476¿¿¿¿{"start":{"line":111,"column":8},"end":{"line":111,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1142¿AssignmentExpression¿=¿1476¿¿¿¿{"start":{"line":111,"column":8},"end":{"line":111,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿AssignmentExpression
1143¿Identifier¿¿1476¿duplicate¿¿¿{"start":{"line":111,"column":8},"end":{"line":111,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1144¿CallExpression¿¿1476¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1145¿MemberExpression¿¿1476¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1146¿Identifier¿¿1476¿_¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1147¿Identifier¿¿1476¿clone¿¿¿{"start":{"line":111,"column":22},"end":{"line":111,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1148¿Identifier¿¿1476¿obj¿¿¿{"start":{"line":111,"column":28},"end":{"line":111,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1149¿BlockStatement¿¿1476¿¿¿¿{"start":{"line":110,"column":11},"end":{"line":112,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1150¿VariableDeclarator¿¿1476¿v97¿¿¿{"start":{"line":113,"column":19},"end":{"line":121,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1151¿FunctionExpression¿¿1476¿anon¿¿¿{"start":{"line":113,"column":19},"end":{"line":121,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿FunctionExpression
1152¿Identifier¿¿0¿item¿¿¿{"start":{"line":113,"column":29},"end":{"line":113,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1153¿VariableDeclarator¿¿1479¿v92¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1154¿CallExpression¿¿1479¿¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1155¿MemberExpression¿¿1479¿¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1156¿Identifier¿¿1479¿_¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1157¿Identifier¿¿1479¿isObject¿¿¿{"start":{"line":114,"column":14},"end":{"line":114,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1158¿Identifier¿¿1479¿item¿¿¿{"start":{"line":114,"column":23},"end":{"line":114,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1159¿IfStatement¿¿1479¿¿¿¿{"start":{"line":114,"column":8},"end":{"line":120,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿IfStatement
1160¿Identifier¿¿1479¿v92¿¿¿¿¿Identifier
1161¿VariableDeclarator¿¿1479¿v94¿¿¿{"start":{"line":115,"column":26},"end":{"line":117,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1162¿FunctionExpression¿¿1479¿anon¿¿¿{"start":{"line":115,"column":26},"end":{"line":117,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿FunctionExpression
1163¿Identifier¿¿0¿value¿¿¿{"start":{"line":115,"column":36},"end":{"line":115,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1164¿VariableDeclarator¿¿1481¿v93¿¿¿{"start":{"line":116,"column":16},"end":{"line":116,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1165¿CallExpression¿¿1481¿¿¿¿{"start":{"line":116,"column":16},"end":{"line":116,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1166¿Identifier¿¿1481¿deleteItemValue¿¿¿{"start":{"line":116,"column":16},"end":{"line":116,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1167¿Identifier¿¿1481¿duplicate¿¿¿{"start":{"line":116,"column":32},"end":{"line":116,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1168¿Identifier¿¿1481¿value¿¿¿{"start":{"line":116,"column":43},"end":{"line":116,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1169¿ExpressionStatement¿¿1481¿¿¿¿{"start":{"line":116,"column":16},"end":{"line":116,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1170¿Identifier¿¿1481¿v93¿¿¿¿¿Identifier
1171¿BlockStatement¿¿1481¿¿¿¿{"start":{"line":115,"column":43},"end":{"line":117,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1172¿VariableDeclarator¿¿1479¿v95¿¿¿{"start":{"line":115,"column":12},"end":{"line":117,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1173¿CallExpression¿¿1479¿¿¿¿{"start":{"line":115,"column":12},"end":{"line":117,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1174¿MemberExpression¿¿1479¿¿¿¿{"start":{"line":115,"column":12},"end":{"line":115,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1175¿Identifier¿¿1479¿_¿¿¿{"start":{"line":115,"column":12},"end":{"line":115,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1176¿Identifier¿¿1479¿forIn¿¿¿{"start":{"line":115,"column":14},"end":{"line":115,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1177¿Identifier¿¿1479¿item¿¿¿{"start":{"line":115,"column":20},"end":{"line":115,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1178¿Identifier¿¿1479¿v94¿¿¿¿¿Identifier
1179¿ExpressionStatement¿¿1479¿¿¿¿{"start":{"line":115,"column":12},"end":{"line":117,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1180¿Identifier¿¿1479¿v95¿¿¿¿¿Identifier
1181¿BlockStatement¿¿1479¿¿¿¿{"start":{"line":114,"column":30},"end":{"line":118,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1182¿VariableDeclarator¿¿1479¿v96¿¿¿{"start":{"line":119,"column":12},"end":{"line":119,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1183¿CallExpression¿¿1479¿¿¿¿{"start":{"line":119,"column":12},"end":{"line":119,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1184¿Identifier¿¿1479¿deleteItemValue¿¿¿{"start":{"line":119,"column":12},"end":{"line":119,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1185¿Identifier¿¿1479¿duplicate¿¿¿{"start":{"line":119,"column":28},"end":{"line":119,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1186¿Identifier¿¿1479¿item¿¿¿{"start":{"line":119,"column":39},"end":{"line":119,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1187¿ExpressionStatement¿¿1479¿¿¿¿{"start":{"line":119,"column":12},"end":{"line":119,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1188¿Identifier¿¿1479¿v96¿¿¿¿¿Identifier
1189¿BlockStatement¿¿1479¿¿¿¿{"start":{"line":118,"column":15},"end":{"line":120,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1190¿BlockStatement¿¿1479¿¿¿¿{"start":{"line":113,"column":35},"end":{"line":121,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1191¿VariableDeclarator¿¿1476¿v98¿¿¿{"start":{"line":113,"column":4},"end":{"line":121,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1192¿CallExpression¿¿1476¿¿¿¿{"start":{"line":113,"column":4},"end":{"line":121,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1193¿MemberExpression¿¿1476¿¿¿¿{"start":{"line":113,"column":4},"end":{"line":113,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1194¿Identifier¿¿1476¿_¿¿¿{"start":{"line":113,"column":4},"end":{"line":113,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1195¿Identifier¿¿1476¿each¿¿¿{"start":{"line":113,"column":6},"end":{"line":113,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1196¿Identifier¿¿1476¿values¿¿¿{"start":{"line":113,"column":11},"end":{"line":113,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1197¿Identifier¿¿1476¿v97¿¿¿¿¿Identifier
1198¿ExpressionStatement¿¿1476¿¿¿¿{"start":{"line":113,"column":4},"end":{"line":121,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1199¿Identifier¿¿1476¿v98¿¿¿¿¿Identifier
1200¿ReturnStatement¿¿1476¿¿¿¿{"start":{"line":122,"column":4},"end":{"line":122,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ReturnStatement
1201¿Identifier¿¿1476¿duplicate¿¿¿{"start":{"line":122,"column":11},"end":{"line":122,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1202¿BlockStatement¿¿1476¿¿¿¿{"start":{"line":106,"column":29},"end":{"line":123,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1203¿VariableDeclarator¿¿1453¿exposed¿¿¿{"start":{"line":125,"column":0},"end":{"line":137,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1204¿FunctionExpression¿¿1453¿anon¿¿¿{"start":{"line":125,"column":0},"end":{"line":137,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿FunctionExpression
1205¿Identifier¿¿0¿obj¿¿¿{"start":{"line":125,"column":17},"end":{"line":125,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1206¿Identifier¿¿0¿values¿¿¿{"start":{"line":125,"column":22},"end":{"line":125,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1207¿VariableDeclarator¿¿1484¿duplicate¿¿¿{"start":{"line":126,"column":8},"end":{"line":126,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1208¿ObjectExpression¿¿1484¿¿¿¿¿¿ObjectExpression
1209¿VariableDeclarator¿¿1484¿v104¿¿¿{"start":{"line":127,"column":19},"end":{"line":135,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1210¿FunctionExpression¿¿1484¿anon¿¿¿{"start":{"line":127,"column":19},"end":{"line":135,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿FunctionExpression
1211¿Identifier¿¿0¿item¿¿¿{"start":{"line":127,"column":29},"end":{"line":127,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1212¿VariableDeclarator¿¿1486¿v99¿¿¿{"start":{"line":128,"column":12},"end":{"line":128,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1213¿CallExpression¿¿1486¿¿¿¿{"start":{"line":128,"column":12},"end":{"line":128,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1214¿MemberExpression¿¿1486¿¿¿¿{"start":{"line":128,"column":12},"end":{"line":128,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1215¿Identifier¿¿1486¿_¿¿¿{"start":{"line":128,"column":12},"end":{"line":128,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1216¿Identifier¿¿1486¿isObject¿¿¿{"start":{"line":128,"column":14},"end":{"line":128,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1217¿Identifier¿¿1486¿item¿¿¿{"start":{"line":128,"column":23},"end":{"line":128,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1218¿IfStatement¿¿1486¿¿¿¿{"start":{"line":128,"column":8},"end":{"line":134,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿IfStatement
1219¿Identifier¿¿1486¿v99¿¿¿¿¿Identifier
1220¿VariableDeclarator¿¿1486¿v101¿¿¿{"start":{"line":129,"column":26},"end":{"line":131,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1221¿FunctionExpression¿¿1486¿anon¿¿¿{"start":{"line":129,"column":26},"end":{"line":131,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿FunctionExpression
1222¿Identifier¿¿0¿value¿¿¿{"start":{"line":129,"column":36},"end":{"line":129,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1223¿Identifier¿¿0¿key¿¿¿{"start":{"line":129,"column":43},"end":{"line":129,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1224¿VariableDeclarator¿¿1488¿v100¿¿¿{"start":{"line":130,"column":16},"end":{"line":130,"column":56},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1225¿CallExpression¿¿1488¿¿¿¿{"start":{"line":130,"column":16},"end":{"line":130,"column":56},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1226¿Identifier¿¿1488¿setItemValue¿¿¿{"start":{"line":130,"column":16},"end":{"line":130,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1227¿Identifier¿¿1488¿duplicate¿¿¿{"start":{"line":130,"column":29},"end":{"line":130,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1228¿Identifier¿¿1488¿obj¿¿¿{"start":{"line":130,"column":40},"end":{"line":130,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1229¿Identifier¿¿1488¿key¿¿¿{"start":{"line":130,"column":45},"end":{"line":130,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1230¿Identifier¿¿1488¿value¿¿¿{"start":{"line":130,"column":50},"end":{"line":130,"column":55},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1231¿ExpressionStatement¿¿1488¿¿¿¿{"start":{"line":130,"column":16},"end":{"line":130,"column":57},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1232¿Identifier¿¿1488¿v100¿¿¿¿¿Identifier
1233¿BlockStatement¿¿1488¿¿¿¿{"start":{"line":129,"column":48},"end":{"line":131,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1234¿VariableDeclarator¿¿1486¿v102¿¿¿{"start":{"line":129,"column":12},"end":{"line":131,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1235¿CallExpression¿¿1486¿¿¿¿{"start":{"line":129,"column":12},"end":{"line":131,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1236¿MemberExpression¿¿1486¿¿¿¿{"start":{"line":129,"column":12},"end":{"line":129,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1237¿Identifier¿¿1486¿_¿¿¿{"start":{"line":129,"column":12},"end":{"line":129,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1238¿Identifier¿¿1486¿forIn¿¿¿{"start":{"line":129,"column":14},"end":{"line":129,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1239¿Identifier¿¿1486¿item¿¿¿{"start":{"line":129,"column":20},"end":{"line":129,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1240¿Identifier¿¿1486¿v101¿¿¿¿¿Identifier
1241¿ExpressionStatement¿¿1486¿¿¿¿{"start":{"line":129,"column":12},"end":{"line":131,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1242¿Identifier¿¿1486¿v102¿¿¿¿¿Identifier
1243¿BlockStatement¿¿1486¿¿¿¿{"start":{"line":128,"column":30},"end":{"line":132,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1244¿VariableDeclarator¿¿1486¿v103¿¿¿{"start":{"line":133,"column":12},"end":{"line":133,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1245¿CallExpression¿¿1486¿¿¿¿{"start":{"line":133,"column":12},"end":{"line":133,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1246¿Identifier¿¿1486¿setItemValue¿¿¿{"start":{"line":133,"column":12},"end":{"line":133,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1247¿Identifier¿¿1486¿duplicate¿¿¿{"start":{"line":133,"column":25},"end":{"line":133,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1248¿Identifier¿¿1486¿obj¿¿¿{"start":{"line":133,"column":36},"end":{"line":133,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1249¿Identifier¿¿1486¿item¿¿¿{"start":{"line":133,"column":41},"end":{"line":133,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1250¿Identifier¿¿1486¿item¿¿¿{"start":{"line":133,"column":47},"end":{"line":133,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1251¿ExpressionStatement¿¿1486¿¿¿¿{"start":{"line":133,"column":12},"end":{"line":133,"column":53},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1252¿Identifier¿¿1486¿v103¿¿¿¿¿Identifier
1253¿BlockStatement¿¿1486¿¿¿¿{"start":{"line":132,"column":15},"end":{"line":134,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1254¿BlockStatement¿¿1486¿¿¿¿{"start":{"line":127,"column":35},"end":{"line":135,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1255¿VariableDeclarator¿¿1484¿v105¿¿¿{"start":{"line":127,"column":4},"end":{"line":135,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1256¿CallExpression¿¿1484¿¿¿¿{"start":{"line":127,"column":4},"end":{"line":135,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1257¿MemberExpression¿¿1484¿¿¿¿{"start":{"line":127,"column":4},"end":{"line":127,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1258¿Identifier¿¿1484¿_¿¿¿{"start":{"line":127,"column":4},"end":{"line":127,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1259¿Identifier¿¿1484¿each¿¿¿{"start":{"line":127,"column":6},"end":{"line":127,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1260¿Identifier¿¿1484¿values¿¿¿{"start":{"line":127,"column":11},"end":{"line":127,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1261¿Identifier¿¿1484¿v104¿¿¿¿¿Identifier
1262¿ExpressionStatement¿¿1484¿¿¿¿{"start":{"line":127,"column":4},"end":{"line":135,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1263¿Identifier¿¿1484¿v105¿¿¿¿¿Identifier
1264¿ReturnStatement¿¿1484¿¿¿¿{"start":{"line":136,"column":4},"end":{"line":136,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ReturnStatement
1265¿Identifier¿¿1484¿duplicate¿¿¿{"start":{"line":136,"column":11},"end":{"line":136,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1266¿BlockStatement¿¿1484¿¿¿¿{"start":{"line":125,"column":30},"end":{"line":137,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1267¿VariableDeclarator¿¿1453¿findValue¿¿¿{"start":{"line":139,"column":0},"end":{"line":150,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1268¿FunctionExpression¿¿1453¿anon¿¿¿{"start":{"line":139,"column":0},"end":{"line":150,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿FunctionExpression
1269¿Identifier¿¿0¿objectPath¿¿¿{"start":{"line":139,"column":19},"end":{"line":139,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1270¿Identifier¿¿0¿obj¿¿¿{"start":{"line":139,"column":31},"end":{"line":139,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1271¿VariableDeclarator¿¿1491¿objPath¿¿¿{"start":{"line":140,"column":8},"end":{"line":140,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1272¿CallExpression¿¿1491¿¿¿¿{"start":{"line":140,"column":18},"end":{"line":140,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1273¿MemberExpression¿¿1491¿¿¿¿{"start":{"line":140,"column":18},"end":{"line":140,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1274¿Identifier¿¿1491¿objectPath¿¿¿{"start":{"line":140,"column":18},"end":{"line":140,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1275¿Identifier¿¿1491¿split¿¿¿{"start":{"line":140,"column":29},"end":{"line":140,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
