Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2112¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":241,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Program
3009¿Identifier¿¿3696¿detail¿¿¿{"start":{"line":150,"column":47},"end":{"line":150,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3010¿Literal¿string¿3696¿¿'Printer Art'¿¿{"start":{"line":150,"column":55},"end":{"line":150,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3011¿VariableDeclarator¿¿3696¿v340¿¿¿{"start":{"line":151,"column":32},"end":{"line":151,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3012¿ObjectExpression¿¿3696¿¿¿¿{"start":{"line":151,"column":32},"end":{"line":151,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ObjectExpression
3013¿Property¿¿3696¿¿¿¿{"start":{"line":151,"column":33},"end":{"line":151,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Property
3014¿Identifier¿¿3696¿name¿¿¿{"start":{"line":151,"column":33},"end":{"line":151,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3015¿Literal¿string¿3696¿¿'RAZOR'¿¿{"start":{"line":151,"column":38},"end":{"line":151,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3016¿Property¿¿3696¿¿¿¿{"start":{"line":151,"column":47},"end":{"line":151,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Property
3017¿Identifier¿¿3696¿detail¿¿¿{"start":{"line":151,"column":47},"end":{"line":151,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3018¿Literal¿string¿3696¿¿'Cracking Group'¿¿{"start":{"line":151,"column":55},"end":{"line":151,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3019¿VariableDeclarator¿¿3696¿v341¿¿¿{"start":{"line":152,"column":32},"end":{"line":152,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3020¿ObjectExpression¿¿3696¿¿¿¿{"start":{"line":152,"column":32},"end":{"line":152,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ObjectExpression
3021¿Property¿¿3696¿¿¿¿{"start":{"line":152,"column":33},"end":{"line":152,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Property
3022¿Identifier¿¿3696¿name¿¿¿{"start":{"line":152,"column":33},"end":{"line":152,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3023¿Literal¿string¿3696¿¿'FAIRLIGHT'¿¿{"start":{"line":152,"column":38},"end":{"line":152,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3024¿Property¿¿3696¿¿¿¿{"start":{"line":152,"column":51},"end":{"line":152,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Property
3025¿Identifier¿¿3696¿detail¿¿¿{"start":{"line":152,"column":51},"end":{"line":152,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3026¿Literal¿string¿3696¿¿'Cracking Group'¿¿{"start":{"line":152,"column":59},"end":{"line":152,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3027¿VariableDeclarator¿¿3696¿v342¿¿¿{"start":{"line":153,"column":32},"end":{"line":153,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3028¿ObjectExpression¿¿3696¿¿¿¿{"start":{"line":153,"column":32},"end":{"line":153,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ObjectExpression
3029¿Property¿¿3696¿¿¿¿{"start":{"line":153,"column":33},"end":{"line":153,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Property
3030¿Identifier¿¿3696¿name¿¿¿{"start":{"line":153,"column":33},"end":{"line":153,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3031¿Literal¿string¿3696¿¿'DREAMTEAM'¿¿{"start":{"line":153,"column":38},"end":{"line":153,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3032¿Property¿¿3696¿¿¿¿{"start":{"line":153,"column":51},"end":{"line":153,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Property
3033¿Identifier¿¿3696¿detail¿¿¿{"start":{"line":153,"column":51},"end":{"line":153,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3034¿Literal¿string¿3696¿¿'Cracking Group'¿¿{"start":{"line":153,"column":59},"end":{"line":153,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3035¿VariableDeclarator¿¿3696¿v343¿¿¿{"start":{"line":154,"column":32},"end":{"line":154,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3036¿ObjectExpression¿¿3696¿¿¿¿{"start":{"line":154,"column":32},"end":{"line":154,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ObjectExpression
3037¿Property¿¿3696¿¿¿¿{"start":{"line":154,"column":33},"end":{"line":154,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Property
3038¿Identifier¿¿3696¿name¿¿¿{"start":{"line":154,"column":33},"end":{"line":154,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3039¿Literal¿string¿3696¿¿'HUMBLE'¿¿{"start":{"line":154,"column":38},"end":{"line":154,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3040¿Property¿¿3696¿¿¿¿{"start":{"line":154,"column":48},"end":{"line":154,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Property
3041¿Identifier¿¿3696¿detail¿¿¿{"start":{"line":154,"column":48},"end":{"line":154,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3042¿Literal¿string¿3696¿¿'Cracking Group'¿¿{"start":{"line":154,"column":56},"end":{"line":154,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3043¿VariableDeclarator¿¿3696¿v344¿¿¿{"start":{"line":155,"column":32},"end":{"line":155,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3044¿ObjectExpression¿¿3696¿¿¿¿{"start":{"line":155,"column":32},"end":{"line":155,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ObjectExpression
3045¿Property¿¿3696¿¿¿¿{"start":{"line":155,"column":33},"end":{"line":155,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Property
3046¿Identifier¿¿3696¿name¿¿¿{"start":{"line":155,"column":33},"end":{"line":155,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3047¿Literal¿string¿3696¿¿'HYBRID'¿¿{"start":{"line":155,"column":38},"end":{"line":155,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3048¿Property¿¿3696¿¿¿¿{"start":{"line":155,"column":48},"end":{"line":155,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Property
3049¿Identifier¿¿3696¿detail¿¿¿{"start":{"line":155,"column":48},"end":{"line":155,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3050¿Literal¿string¿3696¿¿'Cracking Group'¿¿{"start":{"line":155,"column":56},"end":{"line":155,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3051¿VariableDeclarator¿¿3696¿v345¿¿¿{"start":{"line":156,"column":32},"end":{"line":156,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3052¿ObjectExpression¿¿3696¿¿¿¿{"start":{"line":156,"column":32},"end":{"line":156,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ObjectExpression
3053¿Property¿¿3696¿¿¿¿{"start":{"line":156,"column":33},"end":{"line":156,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Property
3054¿Identifier¿¿3696¿name¿¿¿{"start":{"line":156,"column":33},"end":{"line":156,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3055¿Literal¿string¿3696¿¿'PRESTIGE'¿¿{"start":{"line":156,"column":38},"end":{"line":156,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3056¿Property¿¿3696¿¿¿¿{"start":{"line":156,"column":50},"end":{"line":156,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Property
3057¿Identifier¿¿3696¿detail¿¿¿{"start":{"line":156,"column":50},"end":{"line":156,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3058¿Literal¿string¿3696¿¿'Cracking Group'¿¿{"start":{"line":156,"column":58},"end":{"line":156,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3059¿VariableDeclarator¿¿3696¿v346¿¿¿{"start":{"line":157,"column":32},"end":{"line":157,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3060¿ObjectExpression¿¿3696¿¿¿¿{"start":{"line":157,"column":32},"end":{"line":157,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ObjectExpression
3061¿Property¿¿3696¿¿¿¿{"start":{"line":157,"column":33},"end":{"line":157,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Property
3062¿Identifier¿¿3696¿name¿¿¿{"start":{"line":157,"column":33},"end":{"line":157,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3063¿Literal¿string¿3696¿¿'INC'¿¿{"start":{"line":157,"column":38},"end":{"line":157,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3064¿Property¿¿3696¿¿¿¿{"start":{"line":157,"column":45},"end":{"line":157,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Property
3065¿Identifier¿¿3696¿detail¿¿¿{"start":{"line":157,"column":45},"end":{"line":157,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3066¿Literal¿string¿3696¿¿'Cracking Group'¿¿{"start":{"line":157,"column":53},"end":{"line":157,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3067¿VariableDeclarator¿¿3696¿v347¿¿¿{"start":{"line":158,"column":32},"end":{"line":158,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3068¿ObjectExpression¿¿3696¿¿¿¿{"start":{"line":158,"column":32},"end":{"line":158,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ObjectExpression
3069¿Property¿¿3696¿¿¿¿{"start":{"line":158,"column":33},"end":{"line":158,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Property
3070¿Identifier¿¿3696¿name¿¿¿{"start":{"line":158,"column":33},"end":{"line":158,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3071¿Literal¿string¿3696¿¿'TDUJAM'¿¿{"start":{"line":158,"column":38},"end":{"line":158,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3072¿Property¿¿3696¿¿¿¿{"start":{"line":158,"column":48},"end":{"line":158,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Property
3073¿Identifier¿¿3696¿detail¿¿¿{"start":{"line":158,"column":48},"end":{"line":158,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3074¿Literal¿string¿3696¿¿'Cracking Group'¿¿{"start":{"line":158,"column":56},"end":{"line":158,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3075¿VariableDeclarator¿¿3696¿v348¿¿¿{"start":{"line":159,"column":32},"end":{"line":159,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3076¿ObjectExpression¿¿3696¿¿¿¿{"start":{"line":159,"column":32},"end":{"line":159,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ObjectExpression
3077¿Property¿¿3696¿¿¿¿{"start":{"line":159,"column":33},"end":{"line":159,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Property
3078¿Identifier¿¿3696¿name¿¿¿{"start":{"line":159,"column":33},"end":{"line":159,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3079¿Literal¿string¿3696¿¿'ANSI'¿¿{"start":{"line":159,"column":38},"end":{"line":159,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3080¿Property¿¿3696¿¿¿¿{"start":{"line":159,"column":46},"end":{"line":159,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Property
3081¿Identifier¿¿3696¿detail¿¿¿{"start":{"line":159,"column":46},"end":{"line":159,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3082¿Literal¿string¿3696¿¿'Misc ANSI Files'¿¿{"start":{"line":159,"column":54},"end":{"line":159,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3083¿VariableDeclarator¿¿3696¿v349¿¿¿{"start":{"line":160,"column":32},"end":{"line":160,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3084¿ObjectExpression¿¿3696¿¿¿¿{"start":{"line":160,"column":32},"end":{"line":160,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ObjectExpression
3085¿Property¿¿3696¿¿¿¿{"start":{"line":160,"column":33},"end":{"line":160,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Property
3086¿Identifier¿¿3696¿name¿¿¿{"start":{"line":160,"column":33},"end":{"line":160,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3087¿Literal¿string¿3696¿¿'NFOS'¿¿{"start":{"line":160,"column":38},"end":{"line":160,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3088¿Property¿¿3696¿¿¿¿{"start":{"line":160,"column":46},"end":{"line":160,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Property
3089¿Identifier¿¿3696¿detail¿¿¿{"start":{"line":160,"column":46},"end":{"line":160,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3090¿Literal¿string¿3696¿¿'Misc NFO Files'¿¿{"start":{"line":160,"column":54},"end":{"line":160,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3091¿VariableDeclarator¿¿3696¿v350¿¿¿{"start":{"line":145,"column":33},"end":{"line":161,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3092¿ArrayExpression¿¿3696¿¿¿¿{"start":{"line":145,"column":33},"end":{"line":161,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ArrayExpression
3093¿Identifier¿¿3696¿v335¿¿¿¿¿Identifier
3094¿Identifier¿¿3696¿v336¿¿¿¿¿Identifier
3095¿Identifier¿¿3696¿v337¿¿¿¿¿Identifier
3096¿Identifier¿¿3696¿v338¿¿¿¿¿Identifier
3097¿Identifier¿¿3696¿v339¿¿¿¿¿Identifier
3098¿Identifier¿¿3696¿v340¿¿¿¿¿Identifier
3099¿Identifier¿¿3696¿v341¿¿¿¿¿Identifier
3100¿Identifier¿¿3696¿v342¿¿¿¿¿Identifier
3101¿Identifier¿¿3696¿v343¿¿¿¿¿Identifier
3102¿Identifier¿¿3696¿v344¿¿¿¿¿Identifier
3103¿Identifier¿¿3696¿v345¿¿¿¿¿Identifier
3104¿Identifier¿¿3696¿v346¿¿¿¿¿Identifier
3105¿Identifier¿¿3696¿v347¿¿¿¿¿Identifier
3106¿Identifier¿¿3696¿v348¿¿¿¿¿Identifier
3107¿Identifier¿¿3696¿v349¿¿¿¿¿Identifier
3108¿VariableDeclarator¿¿3696¿v351¿¿¿{"start":{"line":144,"column":34},"end":{"line":162,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3109¿ObjectExpression¿¿3696¿¿¿¿{"start":{"line":144,"column":34},"end":{"line":162,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ObjectExpression
3110¿Property¿¿3696¿¿¿¿{"start":{"line":145,"column":28},"end":{"line":161,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Property
3111¿Identifier¿¿3696¿data¿¿¿{"start":{"line":145,"column":28},"end":{"line":145,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3112¿Identifier¿¿3696¿v350¿¿¿¿¿Identifier
3113¿VariableDeclarator¿¿3696¿v353¿¿¿{"start":{"line":162,"column":27},"end":{"line":164,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3114¿FunctionExpression¿¿3696¿anon¿¿¿{"start":{"line":162,"column":27},"end":{"line":164,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿FunctionExpression
3115¿Identifier¿¿0¿rendered¿¿¿{"start":{"line":162,"column":36},"end":{"line":162,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3116¿VariableDeclarator¿¿3735¿v352¿¿¿{"start":{"line":163,"column":28},"end":{"line":163,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3117¿CallExpression¿¿3735¿¿¿¿{"start":{"line":163,"column":28},"end":{"line":163,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
3118¿MemberExpression¿¿3735¿¿¿¿{"start":{"line":163,"column":28},"end":{"line":163,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
3119¿Identifier¿¿3735¿console¿¿¿{"start":{"line":163,"column":28},"end":{"line":163,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3120¿Identifier¿¿3735¿log¿¿¿{"start":{"line":163,"column":36},"end":{"line":163,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3121¿Identifier¿¿3735¿rendered¿¿¿{"start":{"line":163,"column":40},"end":{"line":163,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3122¿ExpressionStatement¿¿3735¿¿¿¿{"start":{"line":163,"column":28},"end":{"line":163,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ExpressionStatement
3123¿Identifier¿¿3735¿v352¿¿¿¿¿Identifier
3124¿BlockStatement¿¿3735¿¿¿¿{"start":{"line":162,"column":45},"end":{"line":164,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BlockStatement
3125¿VariableDeclarator¿¿3696¿v354¿¿¿{"start":{"line":144,"column":24},"end":{"line":164,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3126¿CallExpression¿¿3696¿¿¿¿{"start":{"line":144,"column":24},"end":{"line":164,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
3127¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":144,"column":24},"end":{"line":144,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
3128¿Identifier¿¿3696¿art¿¿¿{"start":{"line":144,"column":24},"end":{"line":144,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3129¿Identifier¿¿3696¿table¿¿¿{"start":{"line":144,"column":28},"end":{"line":144,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3130¿Identifier¿¿3696¿v351¿¿¿¿¿Identifier
3131¿Identifier¿¿3696¿v353¿¿¿¿¿Identifier
3132¿ExpressionStatement¿¿3696¿¿¿¿{"start":{"line":144,"column":24},"end":{"line":164,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ExpressionStatement
3133¿Identifier¿¿3696¿v354¿¿¿¿¿Identifier
3134¿BlockStatement¿¿3696¿¿¿¿{"start":{"line":143,"column":25},"end":{"line":165,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BlockStatement
3135¿BreakStatement¿¿3696¿¿¿¿{"start":{"line":166,"column":20},"end":{"line":166,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BreakStatement
3136¿SwitchCase¿¿3696¿¿¿¿{"start":{"line":167,"column":16},"end":{"line":168,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿SwitchCase
3137¿Literal¿string¿3696¿¿''¿¿{"start":{"line":167,"column":21},"end":{"line":167,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3138¿BreakStatement¿¿3696¿¿¿¿{"start":{"line":168,"column":20},"end":{"line":168,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BreakStatement
3139¿SwitchCase¿¿3696¿¿¿¿{"start":{"line":169,"column":16},"end":{"line":169,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿SwitchCase
3140¿VariableDeclarator¿¿3696¿v355¿¿¿{"start":{"line":169,"column":64},"end":{"line":169,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3141¿MemberExpression¿computed¿3696¿¿¿¿{"start":{"line":169,"column":64},"end":{"line":169,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
3142¿Identifier¿¿3696¿parts¿¿¿{"start":{"line":169,"column":64},"end":{"line":169,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3143¿Literal¿number¿3696¿¿0¿¿{"start":{"line":169,"column":70},"end":{"line":169,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3144¿VariableDeclarator¿¿3696¿v356¿¿¿{"start":{"line":169,"column":42},"end":{"line":169,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3145¿BinaryExpression¿+¿3696¿¿¿¿{"start":{"line":169,"column":42},"end":{"line":169,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BinaryExpression
3146¿Literal¿string¿3696¿¿'unknown art source:'¿¿{"start":{"line":169,"column":42},"end":{"line":169,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3147¿Identifier¿¿3696¿v355¿¿¿¿¿Identifier
3148¿VariableDeclarator¿¿3696¿v357¿¿¿{"start":{"line":169,"column":32},"end":{"line":169,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3149¿NewExpression¿¿3696¿¿¿¿{"start":{"line":169,"column":32},"end":{"line":169,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿NewExpression
3150¿Identifier¿¿3696¿Error¿¿¿{"start":{"line":169,"column":36},"end":{"line":169,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3151¿Identifier¿¿3696¿v356¿¿¿¿¿Identifier
3152¿ThrowStatement¿¿3696¿¿¿¿{"start":{"line":169,"column":26},"end":{"line":169,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ThrowStatement
3153¿Identifier¿¿3696¿v357¿¿¿¿¿Identifier
3154¿VariableDeclarator¿¿3696¿options¿¿¿{"start":{"line":171,"column":10},"end":{"line":173,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3155¿ObjectExpression¿¿3696¿¿¿¿¿¿ObjectExpression
3156¿ExpressionStatement¿¿3696¿¿¿¿{"start":{"line":171,"column":10},"end":{"line":173,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ExpressionStatement
3157¿AssignmentExpression¿=¿3696¿¿¿¿{"start":{"line":171,"column":10},"end":{"line":173,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿AssignmentExpression
3158¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":171,"column":10},"end":{"line":173,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
3159¿Identifier¿¿3696¿options¿¿¿{"start":{"line":171,"column":10},"end":{"line":171,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3160¿Identifier¿¿3696¿filepath¿¿¿{"start":{"line":172,"column":7},"end":{"line":172,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
