Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4086¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":766,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Program
6014¿ExpressionStatement¿¿7363¿¿¿¿{"start":{"line":441,"column":2},"end":{"line":441,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
6015¿Identifier¿¿7363¿v595¿¿¿¿¿Identifier
6016¿BlockStatement¿¿7363¿¿¿¿{"start":{"line":439,"column":27},"end":{"line":442,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BlockStatement
6017¿ExpressionStatement¿¿7252¿¿¿¿{"start":{"line":327,"column":0},"end":{"line":450,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
6018¿AssignmentExpression¿=¿7252¿¿¿¿{"start":{"line":327,"column":0},"end":{"line":450,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6019¿MemberExpression¿¿7252¿¿¿¿{"start":{"line":327,"column":0},"end":{"line":450,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
6020¿Identifier¿¿7252¿Scope¿¿¿{"start":{"line":327,"column":6},"end":{"line":327,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6021¿Identifier¿¿7252¿enterArray¿¿¿{"start":{"line":439,"column":1},"end":{"line":439,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6022¿Identifier¿¿7252¿enterArray¿¿¿{"start":{"line":439,"column":1},"end":{"line":439,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6023¿VariableDeclarator¿¿7252¿exit¿¿¿{"start":{"line":327,"column":0},"end":{"line":450,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6024¿FunctionExpression¿¿7252¿exit¿¿¿{"start":{"line":446,"column":5},"end":{"line":449,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿FunctionExpression
6025¿VariableDeclarator¿¿7366¿scope¿¿¿{"start":{"line":447,"column":6},"end":{"line":447,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6026¿VariableDeclarator¿¿7366¿v596¿¿¿{"start":{"line":448,"column":18},"end":{"line":448,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6027¿MemberExpression¿¿7366¿¿¿¿{"start":{"line":448,"column":18},"end":{"line":448,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
6028¿ThisExpression¿¿7366¿¿¿¿{"start":{"line":448,"column":18},"end":{"line":448,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ThisExpression
6029¿Identifier¿¿7366¿scopeList¿¿¿{"start":{"line":448,"column":23},"end":{"line":448,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6030¿VariableDeclarator¿¿7366¿v597¿¿¿{"start":{"line":448,"column":43},"end":{"line":448,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6031¿MemberExpression¿¿7366¿¿¿¿{"start":{"line":448,"column":43},"end":{"line":448,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
6032¿Identifier¿¿7366¿scope¿¿¿{"start":{"line":448,"column":43},"end":{"line":448,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6033¿Identifier¿¿7366¿isGlobal¿¿¿{"start":{"line":448,"column":49},"end":{"line":448,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6034¿VariableDeclarator¿¿7366¿v598¿¿¿{"start":{"line":448,"column":9},"end":{"line":448,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6035¿LogicalExpression¿&&¿7366¿¿¿¿{"start":{"line":448,"column":9},"end":{"line":448,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿LogicalExpression
6036¿AssignmentExpression¿=¿7366¿¿¿¿{"start":{"line":448,"column":10},"end":{"line":448,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6037¿Identifier¿¿7366¿scope¿¿¿{"start":{"line":448,"column":10},"end":{"line":448,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6038¿CallExpression¿¿7366¿¿¿¿{"start":{"line":448,"column":18},"end":{"line":448,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿CallExpression
6039¿MemberExpression¿¿7366¿¿¿¿{"start":{"line":448,"column":18},"end":{"line":448,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
6040¿Identifier¿¿7366¿v596¿¿¿¿¿Identifier
6041¿Identifier¿¿7366¿pop¿¿¿{"start":{"line":448,"column":33},"end":{"line":448,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6042¿Identifier¿¿7366¿v597¿¿¿¿¿Identifier
6043¿WhileStatement¿¿7366¿¿¿¿{"start":{"line":448,"column":2},"end":{"line":448,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿WhileStatement
6044¿Identifier¿¿7366¿v598¿¿¿¿¿Identifier
6045¿EmptyStatement¿¿7366¿¿¿¿{"start":{"line":448,"column":58},"end":{"line":448,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿EmptyStatement
6046¿ExpressionStatement¿¿7366¿¿¿¿{"start":{"line":448,"column":2},"end":{"line":448,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
6047¿AssignmentExpression¿=¿7366¿¿¿¿{"start":{"line":448,"column":2},"end":{"line":448,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6048¿Identifier¿¿7366¿v598¿¿¿{"start":{"line":448,"column":2},"end":{"line":448,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6049¿LogicalExpression¿&&¿7366¿¿¿¿{"start":{"line":448,"column":9},"end":{"line":448,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿LogicalExpression
6050¿AssignmentExpression¿=¿7366¿¿¿¿{"start":{"line":448,"column":10},"end":{"line":448,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6051¿Identifier¿¿7366¿scope¿¿¿{"start":{"line":448,"column":10},"end":{"line":448,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6052¿CallExpression¿¿7366¿¿¿¿{"start":{"line":448,"column":18},"end":{"line":448,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿CallExpression
6053¿MemberExpression¿¿7366¿¿¿¿{"start":{"line":448,"column":18},"end":{"line":448,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
6054¿Identifier¿¿7366¿v596¿¿¿¿¿Identifier
6055¿Identifier¿¿7366¿pop¿¿¿{"start":{"line":448,"column":33},"end":{"line":448,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6056¿Identifier¿¿7366¿v597¿¿¿¿¿Identifier
6057¿BlockStatement¿¿7366¿¿¿¿¿¿BlockStatement
6058¿BlockStatement¿¿7366¿¿¿¿{"start":{"line":446,"column":8},"end":{"line":449,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BlockStatement
6059¿ExpressionStatement¿¿7252¿¿¿¿{"start":{"line":327,"column":0},"end":{"line":450,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
6060¿AssignmentExpression¿=¿7252¿¿¿¿{"start":{"line":327,"column":0},"end":{"line":450,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6061¿MemberExpression¿¿7252¿¿¿¿{"start":{"line":327,"column":0},"end":{"line":450,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
6062¿Identifier¿¿7252¿Scope¿¿¿{"start":{"line":327,"column":6},"end":{"line":327,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6063¿Identifier¿¿7252¿exit¿¿¿{"start":{"line":446,"column":1},"end":{"line":446,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6064¿Identifier¿¿7252¿exit¿¿¿{"start":{"line":446,"column":1},"end":{"line":446,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6065¿ExpressionStatement¿¿7252¿¿¿¿{"start":{"line":327,"column":0},"end":{"line":450,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
6066¿AssignmentExpression¿=¿7252¿¿¿¿{"start":{"line":327,"column":0},"end":{"line":450,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6067¿MemberExpression¿computed¿7252¿¿¿¿{"start":{"line":327,"column":0},"end":{"line":450,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
6068¿Identifier¿¿7252¿Scope¿¿¿{"start":{"line":327,"column":6},"end":{"line":327,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6069¿Literal¿string¿7252¿¿is_class¿¿¿¿Literal
6070¿Literal¿boolean¿7252¿¿true¿¿¿¿Literal
6071¿VariableDeclarator¿¿7252¿globalScope¿¿¿{"start":{"line":461,"column":6},"end":{"line":464,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6072¿ArrowFunctionExpression¿¿7252¿¿¿¿{"start":{"line":461,"column":20},"end":{"line":464,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ArrowFunctionExpression
6073¿Identifier¿¿0¿raw¿¿¿{"start":{"line":461,"column":20},"end":{"line":461,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6074¿VariableDeclarator¿¿7369¿v599¿¿¿{"start":{"line":463,"column":11},"end":{"line":463,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6075¿CallExpression¿¿7369¿¿¿¿{"start":{"line":463,"column":11},"end":{"line":463,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿CallExpression
6076¿Identifier¿¿7369¿splitElements¿¿¿{"start":{"line":463,"column":11},"end":{"line":463,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6077¿Identifier¿¿7369¿raw¿¿¿{"start":{"line":463,"column":25},"end":{"line":463,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6078¿VariableDeclarator¿¿7369¿v600¿¿¿{"start":{"line":461,"column":27},"end":{"line":464,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6079¿ObjectExpression¿¿7369¿¿¿¿¿¿ObjectExpression
6080¿ExpressionStatement¿¿7369¿¿¿¿{"start":{"line":461,"column":27},"end":{"line":464,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
6081¿AssignmentExpression¿=¿7369¿¿¿¿{"start":{"line":461,"column":27},"end":{"line":464,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6082¿MemberExpression¿¿7369¿¿¿¿{"start":{"line":461,"column":27},"end":{"line":464,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
6083¿Identifier¿¿7369¿v600¿¿¿¿¿Identifier
6084¿Identifier¿¿7369¿isGlobal¿¿¿{"start":{"line":462,"column":1},"end":{"line":462,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6085¿Literal¿boolean¿7369¿¿true¿¿{"start":{"line":462,"column":11},"end":{"line":462,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6086¿ExpressionStatement¿¿7369¿¿¿¿{"start":{"line":461,"column":27},"end":{"line":464,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
6087¿AssignmentExpression¿=¿7369¿¿¿¿{"start":{"line":461,"column":27},"end":{"line":464,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6088¿MemberExpression¿¿7369¿¿¿¿{"start":{"line":461,"column":27},"end":{"line":464,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
6089¿Identifier¿¿7369¿v600¿¿¿¿¿Identifier
6090¿Identifier¿¿7369¿elements¿¿¿{"start":{"line":463,"column":1},"end":{"line":463,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6091¿Identifier¿¿7369¿v599¿¿¿¿¿Identifier
6092¿ReturnStatement¿¿7369¿¿¿¿¿¿ReturnStatement
6093¿Identifier¿¿7369¿v600¿¿¿¿¿Identifier
6094¿BlockStatement¿¿7369¿¿¿¿¿¿BlockStatement
6095¿VariableDeclarator¿¿7252¿inlineScope¿¿¿{"start":{"line":466,"column":6},"end":{"line":469,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6096¿ArrowFunctionExpression¿¿7252¿¿¿¿{"start":{"line":466,"column":20},"end":{"line":469,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ArrowFunctionExpression
6097¿Identifier¿¿0¿raw¿¿¿{"start":{"line":466,"column":20},"end":{"line":466,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6098¿VariableDeclarator¿¿7371¿v601¿¿¿{"start":{"line":468,"column":11},"end":{"line":468,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6099¿CallExpression¿¿7371¿¿¿¿{"start":{"line":468,"column":11},"end":{"line":468,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿CallExpression
6100¿Identifier¿¿7371¿splitElements¿¿¿{"start":{"line":468,"column":11},"end":{"line":468,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6101¿Identifier¿¿7371¿raw¿¿¿{"start":{"line":468,"column":25},"end":{"line":468,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6102¿VariableDeclarator¿¿7371¿v602¿¿¿{"start":{"line":466,"column":27},"end":{"line":469,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6103¿ObjectExpression¿¿7371¿¿¿¿¿¿ObjectExpression
6104¿ExpressionStatement¿¿7371¿¿¿¿{"start":{"line":466,"column":27},"end":{"line":469,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
6105¿AssignmentExpression¿=¿7371¿¿¿¿{"start":{"line":466,"column":27},"end":{"line":469,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6106¿MemberExpression¿¿7371¿¿¿¿{"start":{"line":466,"column":27},"end":{"line":469,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
6107¿Identifier¿¿7371¿v602¿¿¿¿¿Identifier
6108¿Identifier¿¿7371¿isInline¿¿¿{"start":{"line":467,"column":1},"end":{"line":467,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6109¿Literal¿boolean¿7371¿¿true¿¿{"start":{"line":467,"column":11},"end":{"line":467,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6110¿ExpressionStatement¿¿7371¿¿¿¿{"start":{"line":466,"column":27},"end":{"line":469,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
6111¿AssignmentExpression¿=¿7371¿¿¿¿{"start":{"line":466,"column":27},"end":{"line":469,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6112¿MemberExpression¿¿7371¿¿¿¿{"start":{"line":466,"column":27},"end":{"line":469,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
6113¿Identifier¿¿7371¿v602¿¿¿¿¿Identifier
6114¿Identifier¿¿7371¿elements¿¿¿{"start":{"line":468,"column":1},"end":{"line":468,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6115¿Identifier¿¿7371¿v601¿¿¿¿¿Identifier
6116¿ReturnStatement¿¿7371¿¿¿¿¿¿ReturnStatement
6117¿Identifier¿¿7371¿v602¿¿¿¿¿Identifier
6118¿BlockStatement¿¿7371¿¿¿¿¿¿BlockStatement
6119¿VariableDeclarator¿¿7252¿splitElements¿¿¿{"start":{"line":480,"column":0},"end":{"line":515,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6120¿FunctionExpression¿¿7252¿anon¿¿¿{"start":{"line":480,"column":0},"end":{"line":515,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿FunctionExpression
6121¿Identifier¿¿0¿raw¿¿¿{"start":{"line":480,"column":23},"end":{"line":480,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6122¿VariableDeclarator¿¿7373¿v603¿¿¿{"start":{"line":481,"column":5},"end":{"line":481,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6123¿UnaryExpression¿typeof¿7373¿¿¿¿{"start":{"line":481,"column":5},"end":{"line":481,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿UnaryExpression
6124¿Identifier¿¿7373¿raw¿¿¿{"start":{"line":481,"column":12},"end":{"line":481,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6125¿VariableDeclarator¿¿7373¿v604¿¿¿{"start":{"line":481,"column":5},"end":{"line":481,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6126¿BinaryExpression¿!=¿7373¿¿¿¿{"start":{"line":481,"column":5},"end":{"line":481,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BinaryExpression
6127¿Identifier¿¿7373¿v603¿¿¿¿¿Identifier
6128¿Literal¿string¿7373¿¿'string'¿¿{"start":{"line":481,"column":19},"end":{"line":481,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6129¿IfStatement¿¿7373¿¿¿¿{"start":{"line":481,"column":1},"end":{"line":482,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿IfStatement
6130¿Identifier¿¿7373¿v604¿¿¿¿¿Identifier
6131¿ExpressionStatement¿¿7373¿¿¿¿{"start":{"line":482,"column":2},"end":{"line":482,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
6132¿AssignmentExpression¿=¿7373¿¿¿¿{"start":{"line":482,"column":2},"end":{"line":482,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6133¿Identifier¿¿7373¿raw¿¿¿{"start":{"line":482,"column":2},"end":{"line":482,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6134¿CallExpression¿¿7373¿¿¿¿{"start":{"line":482,"column":8},"end":{"line":482,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿CallExpression
6135¿Identifier¿¿7373¿String¿¿¿{"start":{"line":482,"column":8},"end":{"line":482,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6136¿Identifier¿¿7373¿raw¿¿¿{"start":{"line":482,"column":15},"end":{"line":482,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6137¿BlockStatement¿¿7373¿¿¿¿¿¿BlockStatement
6138¿VariableDeclarator¿¿7373¿v605¿¿¿{"start":{"line":483,"column":9},"end":{"line":483,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6139¿UnaryExpression¿-¿7373¿¿¿¿{"start":{"line":483,"column":9},"end":{"line":483,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿UnaryExpression
6140¿Literal¿number¿7373¿¿1¿¿{"start":{"line":483,"column":10},"end":{"line":483,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6141¿VariableDeclarator¿¿7373¿x¿¿¿{"start":{"line":483,"column":5},"end":{"line":483,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6142¿Identifier¿¿7373¿v605¿¿¿¿¿Identifier
6143¿VariableDeclarator¿¿7373¿elt¿¿¿{"start":{"line":484,"column":5},"end":{"line":484,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6144¿Literal¿string¿7373¿¿''¿¿{"start":{"line":484,"column":11},"end":{"line":484,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6145¿VariableDeclarator¿¿7373¿elements¿¿¿{"start":{"line":485,"column":5},"end":{"line":485,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6146¿ArrayExpression¿¿7373¿¿¿¿{"start":{"line":485,"column":16},"end":{"line":485,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ArrayExpression
6147¿VariableDeclarator¿¿7373¿end¿¿¿{"start":{"line":486,"column":5},"end":{"line":486,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6148¿VariableDeclarator¿¿7373¿c¿¿¿{"start":{"line":487,"column":5},"end":{"line":487,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6149¿VariableDeclarator¿¿7373¿v606¿¿¿{"start":{"line":489,"column":16},"end":{"line":489,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6150¿UpdateExpression¿¿7373¿¿¿¿{"start":{"line":489,"column":16},"end":{"line":489,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿UpdateExpression
6151¿Identifier¿¿7373¿x¿¿¿{"start":{"line":489,"column":18},"end":{"line":489,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6152¿WhileStatement¿¿7373¿¿¿¿{"start":{"line":489,"column":1},"end":{"line":508,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿WhileStatement
6153¿AssignmentExpression¿=¿7373¿¿¿¿{"start":{"line":489,"column":8},"end":{"line":489,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6154¿Identifier¿¿7373¿c¿¿¿{"start":{"line":489,"column":8},"end":{"line":489,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6155¿MemberExpression¿computed¿7373¿¿¿¿{"start":{"line":489,"column":12},"end":{"line":489,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
6156¿Identifier¿¿7373¿raw¿¿¿{"start":{"line":489,"column":12},"end":{"line":489,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6157¿Identifier¿¿7373¿v606¿¿¿¿¿Identifier
6158¿SwitchStatement¿¿7373¿¿¿¿{"start":{"line":489,"column":22},"end":{"line":508,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿SwitchStatement
