Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
7524¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":918,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Program
10064¿BlockStatement¿¿13311¿¿¿¿{"start":{"line":428,"column":24},"end":{"line":431,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BlockStatement
10065¿VariableDeclarator¿¿13309¿v953¿¿¿{"start":{"line":433,"column":11},"end":{"line":437,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10066¿FunctionExpression¿¿13309¿anon¿¿¿{"start":{"line":433,"column":11},"end":{"line":437,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿FunctionExpression
10067¿Identifier¿¿0¿e¿¿¿{"start":{"line":433,"column":20},"end":{"line":433,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10068¿ExpressionStatement¿¿13313¿¿¿¿{"start":{"line":434,"column":6},"end":{"line":434,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
10069¿AssignmentExpression¿=¿13313¿¿¿¿{"start":{"line":434,"column":6},"end":{"line":434,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
10070¿Identifier¿¿13313¿evt¿¿¿{"start":{"line":434,"column":6},"end":{"line":434,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10071¿Identifier¿¿13313¿e¿¿¿{"start":{"line":434,"column":12},"end":{"line":434,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10072¿IfStatement¿¿13313¿¿¿¿{"start":{"line":435,"column":6},"end":{"line":435,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿IfStatement
10073¿Identifier¿¿13313¿tid¿¿¿{"start":{"line":435,"column":10},"end":{"line":435,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10074¿VariableDeclarator¿¿13313¿v952¿¿¿{"start":{"line":435,"column":15},"end":{"line":435,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10075¿CallExpression¿¿13313¿¿¿¿{"start":{"line":435,"column":15},"end":{"line":435,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿CallExpression
10076¿Identifier¿¿13313¿clearTimeout¿¿¿{"start":{"line":435,"column":15},"end":{"line":435,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10077¿Identifier¿¿13313¿tid¿¿¿{"start":{"line":435,"column":28},"end":{"line":435,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10078¿ExpressionStatement¿¿13313¿¿¿¿{"start":{"line":435,"column":15},"end":{"line":435,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
10079¿Identifier¿¿13313¿v952¿¿¿¿¿Identifier
10080¿BlockStatement¿¿13313¿¿¿¿¿¿BlockStatement
10081¿ExpressionStatement¿¿13313¿¿¿¿{"start":{"line":436,"column":6},"end":{"line":436,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
10082¿AssignmentExpression¿=¿13313¿¿¿¿{"start":{"line":436,"column":6},"end":{"line":436,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
10083¿Identifier¿¿13313¿tid¿¿¿{"start":{"line":436,"column":6},"end":{"line":436,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10084¿CallExpression¿¿13313¿¿¿¿{"start":{"line":436,"column":12},"end":{"line":436,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿CallExpression
10085¿Identifier¿¿13313¿setTimeout¿¿¿{"start":{"line":436,"column":12},"end":{"line":436,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10086¿Identifier¿¿13313¿callback¿¿¿{"start":{"line":436,"column":23},"end":{"line":436,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10087¿Identifier¿¿13313¿delay¿¿¿{"start":{"line":436,"column":33},"end":{"line":436,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10088¿BlockStatement¿¿13313¿¿¿¿{"start":{"line":433,"column":23},"end":{"line":437,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BlockStatement
10089¿ReturnStatement¿¿13309¿¿¿¿{"start":{"line":433,"column":4},"end":{"line":437,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ReturnStatement
10090¿Identifier¿¿13309¿v953¿¿¿¿¿Identifier
10091¿BlockStatement¿¿13309¿¿¿¿{"start":{"line":425,"column":36},"end":{"line":438,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BlockStatement
10092¿VariableDeclarator¿exported¿13133¿extend¿¿¿{"start":{"line":440,"column":2},"end":{"line":446,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10093¿FunctionExpression¿¿13133¿anon¿¿¿{"start":{"line":440,"column":2},"end":{"line":446,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿FunctionExpression
10094¿Identifier¿¿0¿_¿¿¿{"start":{"line":440,"column":18},"end":{"line":440,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10095¿VariableDeclarator¿¿13316¿x¿¿¿{"start":{"line":441,"column":13},"end":{"line":441,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10096¿VariableDeclarator¿¿13316¿k¿¿¿{"start":{"line":441,"column":16},"end":{"line":441,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10097¿VariableDeclarator¿¿13316¿i¿¿¿{"start":{"line":441,"column":19},"end":{"line":441,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10098¿Literal¿number¿13316¿¿1¿¿{"start":{"line":441,"column":21},"end":{"line":441,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Literal
10099¿VariableDeclarator¿¿13316¿len¿¿¿{"start":{"line":441,"column":24},"end":{"line":441,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10100¿MemberExpression¿¿13316¿¿¿¿{"start":{"line":441,"column":28},"end":{"line":441,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
10101¿Identifier¿¿13316¿arguments¿¿¿{"start":{"line":441,"column":28},"end":{"line":441,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10102¿Identifier¿¿13316¿length¿¿¿{"start":{"line":441,"column":38},"end":{"line":441,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10103¿VariableDeclarator¿¿13316¿v954¿¿¿{"start":{"line":441,"column":46},"end":{"line":441,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10104¿BinaryExpression¿<¿13316¿¿¿¿{"start":{"line":441,"column":46},"end":{"line":441,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BinaryExpression
10105¿Identifier¿¿13316¿i¿¿¿{"start":{"line":441,"column":46},"end":{"line":441,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10106¿Identifier¿¿13316¿len¿¿¿{"start":{"line":441,"column":48},"end":{"line":441,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10107¿WhileStatement¿¿13316¿¿¿¿{"start":{"line":441,"column":4},"end":{"line":444,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿WhileStatement
10108¿Identifier¿¿13316¿v954¿¿¿¿¿Identifier
10109¿ExpressionStatement¿¿13316¿¿¿¿{"start":{"line":442,"column":6},"end":{"line":442,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
10110¿AssignmentExpression¿=¿13316¿¿¿¿{"start":{"line":442,"column":6},"end":{"line":442,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
10111¿Identifier¿¿13316¿x¿¿¿{"start":{"line":442,"column":6},"end":{"line":442,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10112¿MemberExpression¿computed¿13316¿¿¿¿{"start":{"line":442,"column":10},"end":{"line":442,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
10113¿Identifier¿¿13316¿arguments¿¿¿{"start":{"line":442,"column":10},"end":{"line":442,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10114¿Identifier¿¿13316¿i¿¿¿{"start":{"line":442,"column":20},"end":{"line":442,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10115¿ForInStatement¿¿13316¿¿¿¿{"start":{"line":443,"column":6},"end":{"line":443,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ForInStatement
10116¿Identifier¿¿13316¿k¿¿¿{"start":{"line":443,"column":11},"end":{"line":443,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10117¿Identifier¿¿13316¿x¿¿¿{"start":{"line":443,"column":16},"end":{"line":443,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10118¿VariableDeclarator¿¿13316¿v956¿¿¿{"start":{"line":443,"column":21},"end":{"line":443,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10119¿MemberExpression¿computed¿13316¿¿¿¿{"start":{"line":443,"column":28},"end":{"line":443,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
10120¿Identifier¿¿13316¿x¿¿¿{"start":{"line":443,"column":28},"end":{"line":443,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10121¿Identifier¿¿13316¿k¿¿¿{"start":{"line":443,"column":30},"end":{"line":443,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10122¿ExpressionStatement¿¿13316¿¿¿¿{"start":{"line":443,"column":21},"end":{"line":443,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
10123¿AssignmentExpression¿=¿13316¿¿¿¿{"start":{"line":443,"column":21},"end":{"line":443,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
10124¿MemberExpression¿computed¿13316¿¿¿¿{"start":{"line":443,"column":21},"end":{"line":443,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
10125¿Identifier¿¿13316¿_¿¿¿{"start":{"line":443,"column":21},"end":{"line":443,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10126¿Identifier¿¿13316¿k¿¿¿{"start":{"line":443,"column":23},"end":{"line":443,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10127¿Identifier¿¿13316¿v956¿¿¿¿¿Identifier
10128¿BlockStatement¿¿13316¿¿¿¿{"start":{"line":443,"column":19},"end":{"line":443,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BlockStatement
10129¿VariableDeclarator¿¿13316¿v955¿¿¿{"start":{"line":441,"column":53},"end":{"line":441,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10130¿UpdateExpression¿¿13316¿¿¿¿{"start":{"line":441,"column":53},"end":{"line":441,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿UpdateExpression
10131¿Identifier¿¿13316¿i¿¿¿{"start":{"line":441,"column":55},"end":{"line":441,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10132¿ExpressionStatement¿¿13316¿¿¿¿{"start":{"line":441,"column":4},"end":{"line":444,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
10133¿AssignmentExpression¿=¿13316¿¿¿¿{"start":{"line":441,"column":4},"end":{"line":444,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
10134¿Identifier¿¿13316¿v954¿¿¿{"start":{"line":441,"column":4},"end":{"line":444,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10135¿BinaryExpression¿<¿13316¿¿¿¿{"start":{"line":441,"column":46},"end":{"line":441,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BinaryExpression
10136¿Identifier¿¿13316¿i¿¿¿{"start":{"line":441,"column":46},"end":{"line":441,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10137¿Identifier¿¿13316¿len¿¿¿{"start":{"line":441,"column":48},"end":{"line":441,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10138¿BlockStatement¿¿13316¿¿¿¿¿¿BlockStatement
10139¿ReturnStatement¿¿13316¿¿¿¿{"start":{"line":445,"column":4},"end":{"line":445,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ReturnStatement
10140¿Identifier¿¿13316¿_¿¿¿{"start":{"line":445,"column":11},"end":{"line":445,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10141¿BlockStatement¿¿13316¿¿¿¿{"start":{"line":440,"column":21},"end":{"line":446,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BlockStatement
10142¿VariableDeclarator¿exported¿13133¿extent¿¿¿{"start":{"line":452,"column":2},"end":{"line":488,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10143¿FunctionExpression¿¿13133¿anon¿¿¿{"start":{"line":452,"column":2},"end":{"line":488,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿FunctionExpression
10144¿Identifier¿¿0¿array¿¿¿{"start":{"line":452,"column":18},"end":{"line":452,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10145¿Identifier¿¿0¿f¿¿¿{"start":{"line":452,"column":25},"end":{"line":452,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10146¿VariableDeclarator¿¿13320¿i¿¿¿{"start":{"line":453,"column":8},"end":{"line":453,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10147¿Literal¿number¿13320¿¿0¿¿{"start":{"line":453,"column":12},"end":{"line":453,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Literal
10148¿VariableDeclarator¿¿13320¿n¿¿¿{"start":{"line":453,"column":15},"end":{"line":453,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10149¿VariableDeclarator¿¿13320¿v¿¿¿{"start":{"line":453,"column":18},"end":{"line":453,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10150¿VariableDeclarator¿¿13320¿min¿¿¿{"start":{"line":453,"column":21},"end":{"line":453,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10151¿VariableDeclarator¿¿13320¿max¿¿¿{"start":{"line":453,"column":26},"end":{"line":453,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10152¿VariableDeclarator¿¿13320¿v957¿¿¿{"start":{"line":455,"column":8},"end":{"line":455,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10153¿LogicalExpression¿&&¿13320¿¿¿¿{"start":{"line":455,"column":8},"end":{"line":455,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿LogicalExpression
10154¿Identifier¿¿13320¿array¿¿¿{"start":{"line":455,"column":8},"end":{"line":455,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10155¿AssignmentExpression¿=¿13320¿¿¿¿{"start":{"line":455,"column":18},"end":{"line":455,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
10156¿Identifier¿¿13320¿n¿¿¿{"start":{"line":455,"column":18},"end":{"line":455,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10157¿MemberExpression¿¿13320¿¿¿¿{"start":{"line":455,"column":22},"end":{"line":455,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
10158¿Identifier¿¿13320¿array¿¿¿{"start":{"line":455,"column":22},"end":{"line":455,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10159¿Identifier¿¿13320¿length¿¿¿{"start":{"line":455,"column":28},"end":{"line":455,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10160¿IfStatement¿¿13320¿¿¿¿{"start":{"line":455,"column":4},"end":{"line":485,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿IfStatement
10161¿Identifier¿¿13320¿v957¿¿¿¿¿Identifier
10162¿VariableDeclarator¿¿13320¿v958¿¿¿{"start":{"line":456,"column":10},"end":{"line":456,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10163¿BinaryExpression¿==¿13320¿¿¿¿{"start":{"line":456,"column":10},"end":{"line":456,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BinaryExpression
10164¿Identifier¿¿13320¿f¿¿¿{"start":{"line":456,"column":10},"end":{"line":456,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10165¿Literal¿object¿13320¿¿null¿¿{"start":{"line":456,"column":15},"end":{"line":456,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Literal
10166¿IfStatement¿¿13320¿¿¿¿{"start":{"line":456,"column":6},"end":{"line":484,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿IfStatement
10167¿Identifier¿¿13320¿v958¿¿¿¿¿Identifier
10168¿AssignmentExpression¿=¿13320¿¿¿¿{"start":{"line":458,"column":13},"end":{"line":458,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
10169¿Identifier¿¿13320¿v¿¿¿{"start":{"line":458,"column":13},"end":{"line":458,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10170¿MemberExpression¿computed¿13320¿¿¿¿{"start":{"line":458,"column":17},"end":{"line":458,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
10171¿Identifier¿¿13320¿array¿¿¿{"start":{"line":458,"column":17},"end":{"line":458,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10172¿Identifier¿¿13320¿i¿¿¿{"start":{"line":458,"column":23},"end":{"line":458,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10173¿VariableDeclarator¿¿13320¿v959¿¿¿{"start":{"line":458,"column":27},"end":{"line":458,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10174¿BinaryExpression¿<¿13320¿¿¿¿{"start":{"line":458,"column":27},"end":{"line":458,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BinaryExpression
10175¿Identifier¿¿13320¿i¿¿¿{"start":{"line":458,"column":27},"end":{"line":458,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10176¿Identifier¿¿13320¿n¿¿¿{"start":{"line":458,"column":31},"end":{"line":458,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10177¿VariableDeclarator¿¿13320¿v960¿¿¿{"start":{"line":458,"column":37},"end":{"line":458,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10178¿BinaryExpression¿==¿13320¿¿¿¿{"start":{"line":458,"column":37},"end":{"line":458,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BinaryExpression
10179¿Identifier¿¿13320¿v¿¿¿{"start":{"line":458,"column":37},"end":{"line":458,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10180¿Literal¿object¿13320¿¿null¿¿{"start":{"line":458,"column":42},"end":{"line":458,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Literal
10181¿VariableDeclarator¿¿13320¿v961¿¿¿{"start":{"line":458,"column":50},"end":{"line":458,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10182¿BinaryExpression¿!==¿13320¿¿¿¿{"start":{"line":458,"column":50},"end":{"line":458,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BinaryExpression
10183¿Identifier¿¿13320¿v¿¿¿{"start":{"line":458,"column":50},"end":{"line":458,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10184¿Identifier¿¿13320¿v¿¿¿{"start":{"line":458,"column":56},"end":{"line":458,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
10185¿VariableDeclarator¿¿13320¿v962¿¿¿{"start":{"line":458,"column":37},"end":{"line":458,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10186¿LogicalExpression¿||¿13320¿¿¿¿{"start":{"line":458,"column":37},"end":{"line":458,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿LogicalExpression
10187¿Identifier¿¿13320¿v960¿¿¿¿¿Identifier
10188¿Identifier¿¿13320¿v961¿¿¿¿¿Identifier
10189¿VariableDeclarator¿¿13320¿v963¿¿¿{"start":{"line":458,"column":27},"end":{"line":458,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10190¿LogicalExpression¿&&¿13320¿¿¿¿{"start":{"line":458,"column":27},"end":{"line":458,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿LogicalExpression
10191¿Identifier¿¿13320¿v959¿¿¿¿¿Identifier
10192¿Identifier¿¿13320¿v962¿¿¿¿¿Identifier
10193¿WhileStatement¿¿13320¿¿¿¿{"start":{"line":458,"column":8},"end":{"line":458,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿WhileStatement
10194¿Identifier¿¿13320¿v963¿¿¿¿¿Identifier
10195¿EmptyStatement¿¿13320¿¿¿¿{"start":{"line":458,"column":75},"end":{"line":458,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿EmptyStatement
10196¿VariableDeclarator¿¿13320¿v964¿¿¿{"start":{"line":458,"column":70},"end":{"line":458,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
10197¿UpdateExpression¿¿13320¿¿¿¿{"start":{"line":458,"column":70},"end":{"line":458,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿UpdateExpression
