Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
6315¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":1064,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Program
8991¿VariableDeclarator¿¿11146¿v1037¿¿¿{"start":{"line":571,"column":12},"end":{"line":571,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
8992¿UnaryExpression¿!¿11146¿¿¿¿{"start":{"line":571,"column":12},"end":{"line":571,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿UnaryExpression
8993¿Identifier¿¿11146¿v1036¿¿¿¿¿Identifier
8994¿IfStatement¿¿11146¿¿¿¿{"start":{"line":571,"column":8},"end":{"line":575,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿IfStatement
8995¿Identifier¿¿11146¿v1037¿¿¿¿¿Identifier
8996¿VariableDeclarator¿¿11146¿v1038¿¿¿{"start":{"line":572,"column":17},"end":{"line":572,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
8997¿MemberExpression¿¿11146¿¿¿¿{"start":{"line":572,"column":17},"end":{"line":572,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
8998¿Identifier¿¿11146¿result¿¿¿{"start":{"line":572,"column":17},"end":{"line":572,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
8999¿Identifier¿¿11146¿arrayIndices¿¿¿{"start":{"line":572,"column":24},"end":{"line":572,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9000¿VariableDeclarator¿¿11146¿v1039¿¿¿{"start":{"line":572,"column":10},"end":{"line":572,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
9001¿UnaryExpression¿delete¿11146¿¿¿¿{"start":{"line":572,"column":10},"end":{"line":572,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿UnaryExpression
9002¿Identifier¿¿11146¿v1038¿¿¿¿¿Identifier
9003¿ExpressionStatement¿¿11146¿¿¿¿{"start":{"line":572,"column":10},"end":{"line":572,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
9004¿Identifier¿¿11146¿v1039¿¿¿¿¿Identifier
9005¿BlockStatement¿¿11146¿¿¿¿{"start":{"line":571,"column":34},"end":{"line":573,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BlockStatement
9006¿VariableDeclarator¿¿11146¿v1040¿¿¿{"start":{"line":574,"column":10},"end":{"line":574,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
9007¿MemberExpression¿¿11146¿¿¿¿{"start":{"line":574,"column":32},"end":{"line":574,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
9008¿Identifier¿¿11146¿branch¿¿¿{"start":{"line":574,"column":32},"end":{"line":574,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9009¿Identifier¿¿11146¿arrayIndices¿¿¿{"start":{"line":574,"column":39},"end":{"line":574,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9010¿ExpressionStatement¿¿11146¿¿¿¿{"start":{"line":574,"column":10},"end":{"line":574,"column":52},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
9011¿AssignmentExpression¿=¿11146¿¿¿¿{"start":{"line":574,"column":10},"end":{"line":574,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿AssignmentExpression
9012¿MemberExpression¿¿11146¿¿¿¿{"start":{"line":574,"column":10},"end":{"line":574,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
9013¿Identifier¿¿11146¿result¿¿¿{"start":{"line":574,"column":10},"end":{"line":574,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9014¿Identifier¿¿11146¿arrayIndices¿¿¿{"start":{"line":574,"column":17},"end":{"line":574,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9015¿Identifier¿¿11146¿v1040¿¿¿¿¿Identifier
9016¿BlockStatement¿¿11146¿¿¿¿{"start":{"line":573,"column":15},"end":{"line":575,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BlockStatement
9017¿BlockStatement¿¿11146¿¿¿¿{"start":{"line":559,"column":63},"end":{"line":576,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BlockStatement
9018¿VariableDeclarator¿¿11144¿v1042¿¿¿{"start":{"line":559,"column":6},"end":{"line":576,"column":8},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
9019¿CallExpression¿¿11144¿¿¿¿{"start":{"line":559,"column":6},"end":{"line":576,"column":8},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
9020¿SequenceExpression¿¿11144¿¿¿¿{"start":{"line":559,"column":7},"end":{"line":559,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿SequenceExpression
9021¿Literal¿number¿11144¿¿0¿¿{"start":{"line":559,"column":7},"end":{"line":559,"column":8},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
9022¿Identifier¿¿11144¿v1026¿¿¿¿¿Identifier
9023¿Identifier¿¿11144¿branchedValues¿¿¿{"start":{"line":559,"column":29},"end":{"line":559,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9024¿Identifier¿¿11144¿v1041¿¿¿¿¿Identifier
9025¿ExpressionStatement¿¿11144¿¿¿¿{"start":{"line":559,"column":6},"end":{"line":576,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
9026¿Identifier¿¿11144¿v1042¿¿¿¿¿Identifier
9027¿ReturnStatement¿¿11144¿¿¿¿{"start":{"line":577,"column":6},"end":{"line":577,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ReturnStatement
9028¿Identifier¿¿11144¿result¿¿¿{"start":{"line":577,"column":13},"end":{"line":577,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9029¿BlockStatement¿¿11144¿¿¿¿{"start":{"line":548,"column":37},"end":{"line":578,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BlockStatement
9030¿ReturnStatement¿¿11131¿¿¿¿{"start":{"line":548,"column":4},"end":{"line":578,"column":6},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ReturnStatement
9031¿Identifier¿¿11131¿v1043¿¿¿¿¿Identifier
9032¿BlockStatement¿¿11131¿¿¿¿{"start":{"line":506,"column":65},"end":{"line":579,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BlockStatement
9033¿VariableDeclarator¿¿10974¿VALUE_OPERATORS¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
9034¿ObjectExpression¿¿10974¿¿¿¿¿¿ObjectExpression
9035¿ExpressionStatement¿¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
9036¿AssignmentExpression¿=¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿AssignmentExpression
9037¿MemberExpression¿¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
9038¿Identifier¿¿10974¿VALUE_OPERATORS¿¿¿{"start":{"line":454,"column":4},"end":{"line":454,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9039¿Identifier¿¿10974¿$not¿¿¿{"start":{"line":455,"column":2},"end":{"line":455,"column":6},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9040¿Identifier¿¿10974¿v949¿¿¿¿¿Identifier
9041¿ExpressionStatement¿¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
9042¿AssignmentExpression¿=¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿AssignmentExpression
9043¿MemberExpression¿¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
9044¿Identifier¿¿10974¿VALUE_OPERATORS¿¿¿{"start":{"line":454,"column":4},"end":{"line":454,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9045¿Identifier¿¿10974¿$ne¿¿¿{"start":{"line":458,"column":2},"end":{"line":458,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9046¿Identifier¿¿10974¿v953¿¿¿¿¿Identifier
9047¿ExpressionStatement¿¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
9048¿AssignmentExpression¿=¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿AssignmentExpression
9049¿MemberExpression¿¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
9050¿Identifier¿¿10974¿VALUE_OPERATORS¿¿¿{"start":{"line":454,"column":4},"end":{"line":454,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9051¿Identifier¿¿10974¿$nin¿¿¿{"start":{"line":461,"column":2},"end":{"line":461,"column":6},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9052¿Identifier¿¿10974¿v958¿¿¿¿¿Identifier
9053¿ExpressionStatement¿¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
9054¿AssignmentExpression¿=¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿AssignmentExpression
9055¿MemberExpression¿¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
9056¿Identifier¿¿10974¿VALUE_OPERATORS¿¿¿{"start":{"line":454,"column":4},"end":{"line":454,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9057¿Identifier¿¿10974¿$exists¿¿¿{"start":{"line":464,"column":2},"end":{"line":464,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9058¿Identifier¿¿10974¿v963¿¿¿¿¿Identifier
9059¿ExpressionStatement¿¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
9060¿AssignmentExpression¿=¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿AssignmentExpression
9061¿MemberExpression¿¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
9062¿Identifier¿¿10974¿VALUE_OPERATORS¿¿¿{"start":{"line":454,"column":4},"end":{"line":454,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9063¿Identifier¿¿10974¿$options¿¿¿{"start":{"line":471,"column":2},"end":{"line":471,"column":10},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9064¿Identifier¿¿10974¿v971¿¿¿¿¿Identifier
9065¿ExpressionStatement¿¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
9066¿AssignmentExpression¿=¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿AssignmentExpression
9067¿MemberExpression¿¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
9068¿Identifier¿¿10974¿VALUE_OPERATORS¿¿¿{"start":{"line":454,"column":4},"end":{"line":454,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9069¿Identifier¿¿10974¿$maxDistance¿¿¿{"start":{"line":478,"column":2},"end":{"line":478,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9070¿Identifier¿¿10974¿v975¿¿¿¿¿Identifier
9071¿ExpressionStatement¿¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
9072¿AssignmentExpression¿=¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿AssignmentExpression
9073¿MemberExpression¿¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
9074¿Identifier¿¿10974¿VALUE_OPERATORS¿¿¿{"start":{"line":454,"column":4},"end":{"line":454,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9075¿Identifier¿¿10974¿$all¿¿¿{"start":{"line":484,"column":2},"end":{"line":484,"column":6},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9076¿Identifier¿¿10974¿v991¿¿¿¿¿Identifier
9077¿ExpressionStatement¿¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
9078¿AssignmentExpression¿=¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿AssignmentExpression
9079¿MemberExpression¿¿10974¿¿¿¿{"start":{"line":454,"column":4},"end":{"line":580,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
9080¿Identifier¿¿10974¿VALUE_OPERATORS¿¿¿{"start":{"line":454,"column":4},"end":{"line":454,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9081¿Identifier¿¿10974¿$near¿¿¿{"start":{"line":506,"column":2},"end":{"line":506,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9082¿Identifier¿¿10974¿v1044¿¿¿¿¿Identifier
9083¿VariableDeclarator¿¿10974¿distanceCoordinatePairs¿¿¿{"start":{"line":583,"column":4},"end":{"line":592,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
9084¿FunctionExpression¿¿10974¿distanceCoordinatePairs¿¿¿{"start":{"line":583,"column":30},"end":{"line":592,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿FunctionExpression
9085¿Identifier¿¿0¿a¿¿¿{"start":{"line":583,"column":63},"end":{"line":583,"column":64},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9086¿Identifier¿¿0¿b¿¿¿{"start":{"line":583,"column":66},"end":{"line":583,"column":67},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9087¿ExpressionStatement¿¿11151¿¿¿¿{"start":{"line":584,"column":2},"end":{"line":584,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
9088¿AssignmentExpression¿=¿11151¿¿¿¿{"start":{"line":584,"column":2},"end":{"line":584,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿AssignmentExpression
9089¿Identifier¿¿11151¿a¿¿¿{"start":{"line":584,"column":2},"end":{"line":584,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9090¿CallExpression¿¿11151¿¿¿¿{"start":{"line":584,"column":6},"end":{"line":584,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
9091¿Identifier¿¿11151¿pointToArray¿¿¿{"start":{"line":584,"column":6},"end":{"line":584,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9092¿Identifier¿¿11151¿a¿¿¿{"start":{"line":584,"column":19},"end":{"line":584,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9093¿ExpressionStatement¿¿11151¿¿¿¿{"start":{"line":585,"column":2},"end":{"line":585,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
9094¿AssignmentExpression¿=¿11151¿¿¿¿{"start":{"line":585,"column":2},"end":{"line":585,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿AssignmentExpression
9095¿Identifier¿¿11151¿b¿¿¿{"start":{"line":585,"column":2},"end":{"line":585,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9096¿CallExpression¿¿11151¿¿¿¿{"start":{"line":585,"column":6},"end":{"line":585,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
9097¿Identifier¿¿11151¿pointToArray¿¿¿{"start":{"line":585,"column":6},"end":{"line":585,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9098¿Identifier¿¿11151¿b¿¿¿{"start":{"line":585,"column":19},"end":{"line":585,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9099¿VariableDeclarator¿¿11151¿v1045¿¿¿{"start":{"line":586,"column":10},"end":{"line":586,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
9100¿MemberExpression¿computed¿11151¿¿¿¿{"start":{"line":586,"column":10},"end":{"line":586,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
9101¿Identifier¿¿11151¿a¿¿¿{"start":{"line":586,"column":10},"end":{"line":586,"column":11},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9102¿Literal¿number¿11151¿¿0¿¿{"start":{"line":586,"column":12},"end":{"line":586,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
9103¿VariableDeclarator¿¿11151¿v1046¿¿¿{"start":{"line":586,"column":17},"end":{"line":586,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
9104¿MemberExpression¿computed¿11151¿¿¿¿{"start":{"line":586,"column":17},"end":{"line":586,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
9105¿Identifier¿¿11151¿b¿¿¿{"start":{"line":586,"column":17},"end":{"line":586,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9106¿Literal¿number¿11151¿¿0¿¿{"start":{"line":586,"column":19},"end":{"line":586,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
9107¿VariableDeclarator¿¿11151¿x¿¿¿{"start":{"line":586,"column":6},"end":{"line":586,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
9108¿BinaryExpression¿-¿11151¿¿¿¿{"start":{"line":586,"column":10},"end":{"line":586,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BinaryExpression
9109¿Identifier¿¿11151¿v1045¿¿¿¿¿Identifier
9110¿Identifier¿¿11151¿v1046¿¿¿¿¿Identifier
9111¿VariableDeclarator¿¿11151¿v1047¿¿¿{"start":{"line":587,"column":10},"end":{"line":587,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
9112¿MemberExpression¿computed¿11151¿¿¿¿{"start":{"line":587,"column":10},"end":{"line":587,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
9113¿Identifier¿¿11151¿a¿¿¿{"start":{"line":587,"column":10},"end":{"line":587,"column":11},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9114¿Literal¿number¿11151¿¿1¿¿{"start":{"line":587,"column":12},"end":{"line":587,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
9115¿VariableDeclarator¿¿11151¿v1048¿¿¿{"start":{"line":587,"column":17},"end":{"line":587,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
9116¿MemberExpression¿computed¿11151¿¿¿¿{"start":{"line":587,"column":17},"end":{"line":587,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
9117¿Identifier¿¿11151¿b¿¿¿{"start":{"line":587,"column":17},"end":{"line":587,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9118¿Literal¿number¿11151¿¿1¿¿{"start":{"line":587,"column":19},"end":{"line":587,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
9119¿VariableDeclarator¿¿11151¿y¿¿¿{"start":{"line":587,"column":6},"end":{"line":587,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
9120¿BinaryExpression¿-¿11151¿¿¿¿{"start":{"line":587,"column":10},"end":{"line":587,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BinaryExpression
9121¿Identifier¿¿11151¿v1047¿¿¿¿¿Identifier
9122¿Identifier¿¿11151¿v1048¿¿¿¿¿Identifier
9123¿VariableDeclarator¿¿11151¿v1049¿¿¿{"start":{"line":588,"column":7},"end":{"line":588,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
9124¿MemberExpression¿¿11151¿¿¿¿{"start":{"line":588,"column":7},"end":{"line":588,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
9125¿Identifier¿¿11151¿_checkTypes2¿¿¿{"start":{"line":588,"column":7},"end":{"line":588,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9126¿Identifier¿¿11151¿default¿¿¿{"start":{"line":588,"column":20},"end":{"line":588,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9127¿VariableDeclarator¿¿11151¿v1050¿¿¿{"start":{"line":588,"column":7},"end":{"line":588,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
9128¿CallExpression¿¿11151¿¿¿¿{"start":{"line":588,"column":7},"end":{"line":588,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
9129¿MemberExpression¿¿11151¿¿¿¿{"start":{"line":588,"column":7},"end":{"line":588,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
9130¿Identifier¿¿11151¿v1049¿¿¿¿¿Identifier
9131¿Identifier¿¿11151¿number¿¿¿{"start":{"line":588,"column":28},"end":{"line":588,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9132¿Identifier¿¿11151¿x¿¿¿{"start":{"line":588,"column":35},"end":{"line":588,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
9133¿VariableDeclarator¿¿11151¿v1051¿¿¿{"start":{"line":588,"column":6},"end":{"line":588,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
