Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
892¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":106,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Program
1160¿MemberExpression¿¿1580¿¿¿¿{"start":{"line":42,"column":11},"end":{"line":42,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1161¿ThisExpression¿¿1580¿¿¿¿{"start":{"line":42,"column":11},"end":{"line":42,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ThisExpression
1162¿Identifier¿¿1580¿getInfoSync¿¿¿{"start":{"line":42,"column":16},"end":{"line":42,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1163¿ReturnStatement¿¿1580¿¿¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ReturnStatement
1164¿Identifier¿¿1580¿v144¿¿¿¿¿Identifier
1165¿BlockStatement¿¿1580¿¿¿¿{"start":{"line":40,"column":41},"end":{"line":43,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1166¿ExpressionStatement¿¿1568¿¿¿¿{"start":{"line":40,"column":2},"end":{"line":43,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1167¿AssignmentExpression¿=¿1568¿¿¿¿{"start":{"line":40,"column":2},"end":{"line":43,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿AssignmentExpression
1168¿MemberExpression¿¿1568¿¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1169¿Identifier¿¿1568¿v142¿¿¿¿¿Identifier
1170¿Identifier¿¿1568¿getSync¿¿¿{"start":{"line":40,"column":20},"end":{"line":40,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1171¿Identifier¿¿1568¿v145¿¿¿¿¿Identifier
1172¿VariableDeclarator¿¿1568¿v146¿¿¿{"start":{"line":45,"column":2},"end":{"line":45,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1173¿MemberExpression¿¿1568¿¿¿¿{"start":{"line":45,"column":2},"end":{"line":45,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1174¿Identifier¿¿1568¿pdfinfo¿¿¿{"start":{"line":45,"column":2},"end":{"line":45,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1175¿Identifier¿¿1568¿prototype¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1176¿VariableDeclarator¿¿1568¿v167¿¿¿{"start":{"line":45,"column":2},"end":{"line":67,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1177¿FunctionExpression¿¿1568¿anon¿¿¿{"start":{"line":45,"column":30},"end":{"line":67,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿FunctionExpression
1178¿Identifier¿¿0¿cb¿¿¿{"start":{"line":45,"column":39},"end":{"line":45,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1179¿VariableDeclarator¿¿1582¿self¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1180¿ThisExpression¿¿1582¿¿¿¿{"start":{"line":46,"column":15},"end":{"line":46,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ThisExpression
1181¿VariableDeclarator¿¿1582¿v147¿¿¿{"start":{"line":47,"column":40},"end":{"line":47,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1182¿MemberExpression¿¿1582¿¿¿¿{"start":{"line":47,"column":40},"end":{"line":47,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1183¿Identifier¿¿1582¿self¿¿¿{"start":{"line":47,"column":40},"end":{"line":47,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1184¿Identifier¿¿1582¿options¿¿¿{"start":{"line":47,"column":45},"end":{"line":47,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1185¿VariableDeclarator¿¿1582¿v148¿¿¿{"start":{"line":47,"column":40},"end":{"line":47,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1186¿MemberExpression¿¿1582¿¿¿¿{"start":{"line":47,"column":40},"end":{"line":47,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1187¿Identifier¿¿1582¿v147¿¿¿¿¿Identifier
1188¿Identifier¿¿1582¿additional¿¿¿{"start":{"line":47,"column":53},"end":{"line":47,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1189¿VariableDeclarator¿¿1582¿v149¿¿¿{"start":{"line":47,"column":40},"end":{"line":47,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1190¿CallExpression¿¿1582¿¿¿¿{"start":{"line":47,"column":40},"end":{"line":47,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿CallExpression
1191¿MemberExpression¿¿1582¿¿¿¿{"start":{"line":47,"column":40},"end":{"line":47,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1192¿Identifier¿¿1582¿v148¿¿¿¿¿Identifier
1193¿Identifier¿¿1582¿join¿¿¿{"start":{"line":47,"column":64},"end":{"line":47,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1194¿Literal¿string¿1582¿¿' '¿¿{"start":{"line":47,"column":69},"end":{"line":47,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1195¿VariableDeclarator¿¿1582¿v150¿¿¿{"start":{"line":47,"column":27},"end":{"line":47,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1196¿BinaryExpression¿+¿1582¿¿¿¿{"start":{"line":47,"column":27},"end":{"line":47,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BinaryExpression
1197¿Literal¿string¿1582¿¿'pdfinfo '¿¿{"start":{"line":47,"column":27},"end":{"line":47,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1198¿Identifier¿¿1582¿v149¿¿¿¿¿Identifier
1199¿VariableDeclarator¿¿1582¿v166¿¿¿{"start":{"line":47,"column":75},"end":{"line":66,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1200¿FunctionExpression¿¿1582¿anon¿¿¿{"start":{"line":47,"column":75},"end":{"line":66,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿FunctionExpression
1201¿Identifier¿¿0¿code¿¿¿{"start":{"line":47,"column":84},"end":{"line":47,"column":88},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1202¿Identifier¿¿0¿data¿¿¿{"start":{"line":47,"column":90},"end":{"line":47,"column":94},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1203¿VariableDeclarator¿¿1584¿v151¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1204¿BinaryExpression¿===¿1584¿¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BinaryExpression
1205¿Identifier¿¿1584¿code¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1206¿Literal¿number¿1584¿¿0¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1207¿IfStatement¿¿1584¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":65,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿IfStatement
1208¿Identifier¿¿1584¿v151¿¿¿¿¿Identifier
1209¿ExpressionStatement¿¿1584¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1210¿AssignmentExpression¿=¿1584¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿AssignmentExpression
1211¿Identifier¿¿1584¿data¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1212¿CallExpression¿¿1584¿¿¿¿{"start":{"line":49,"column":15},"end":{"line":49,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿CallExpression
1213¿MemberExpression¿¿1584¿¿¿¿{"start":{"line":49,"column":15},"end":{"line":49,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1214¿Identifier¿¿1584¿utils¿¿¿{"start":{"line":49,"column":15},"end":{"line":49,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1215¿Identifier¿¿1584¿parse¿¿¿{"start":{"line":49,"column":21},"end":{"line":49,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1216¿Identifier¿¿1584¿data¿¿¿{"start":{"line":49,"column":27},"end":{"line":49,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1217¿VariableDeclarator¿¿1584¿v152¿¿¿{"start":{"line":50,"column":18},"end":{"line":50,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1218¿UnaryExpression¿typeof¿1584¿¿¿¿{"start":{"line":50,"column":18},"end":{"line":50,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿UnaryExpression
1219¿Identifier¿¿1584¿cb¿¿¿{"start":{"line":50,"column":25},"end":{"line":50,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1220¿VariableDeclarator¿¿1584¿v153¿¿¿{"start":{"line":50,"column":18},"end":{"line":50,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1221¿BinaryExpression¿===¿1584¿¿¿¿{"start":{"line":50,"column":18},"end":{"line":50,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BinaryExpression
1222¿Identifier¿¿1584¿v152¿¿¿¿¿Identifier
1223¿Literal¿string¿1584¿¿'function'¿¿{"start":{"line":50,"column":32},"end":{"line":50,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1224¿VariableDeclarator¿¿1584¿v154¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1225¿LogicalExpression¿&&¿1584¿¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿LogicalExpression
1226¿Identifier¿¿1584¿cb¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1227¿Identifier¿¿1584¿v153¿¿¿¿¿Identifier
1228¿IfStatement¿¿1584¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":52,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿IfStatement
1229¿Identifier¿¿1584¿v154¿¿¿¿¿Identifier
1230¿VariableDeclarator¿¿1584¿v155¿¿¿{"start":{"line":51,"column":25},"end":{"line":51,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1231¿MemberExpression¿¿1584¿¿¿¿{"start":{"line":51,"column":25},"end":{"line":51,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1232¿Identifier¿¿1584¿self¿¿¿{"start":{"line":51,"column":25},"end":{"line":51,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1233¿Identifier¿¿1584¿options¿¿¿{"start":{"line":51,"column":30},"end":{"line":51,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1234¿VariableDeclarator¿¿1584¿v156¿¿¿{"start":{"line":51,"column":25},"end":{"line":51,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1235¿MemberExpression¿¿1584¿¿¿¿{"start":{"line":51,"column":25},"end":{"line":51,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1236¿Identifier¿¿1584¿v155¿¿¿¿¿Identifier
1237¿Identifier¿¿1584¿additional¿¿¿{"start":{"line":51,"column":38},"end":{"line":51,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1238¿VariableDeclarator¿¿1584¿v157¿¿¿{"start":{"line":51,"column":10},"end":{"line":51,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1239¿CallExpression¿¿1584¿¿¿¿{"start":{"line":51,"column":10},"end":{"line":51,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿CallExpression
1240¿Identifier¿¿1584¿cb¿¿¿{"start":{"line":51,"column":10},"end":{"line":51,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1241¿Literal¿object¿1584¿¿null¿¿{"start":{"line":51,"column":13},"end":{"line":51,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1242¿Identifier¿¿1584¿data¿¿¿{"start":{"line":51,"column":19},"end":{"line":51,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1243¿Identifier¿¿1584¿v156¿¿¿¿¿Identifier
1244¿ExpressionStatement¿¿1584¿¿¿¿{"start":{"line":51,"column":10},"end":{"line":51,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1245¿Identifier¿¿1584¿v157¿¿¿¿¿Identifier
1246¿BlockStatement¿¿1584¿¿¿¿{"start":{"line":50,"column":44},"end":{"line":52,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1247¿BlockStatement¿¿1584¿¿¿¿{"start":{"line":48,"column":22},"end":{"line":53,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1248¿VariableDeclarator¿¿1584¿err¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1249¿VariableDeclarator¿¿1584¿v158¿¿¿{"start":{"line":56,"column":13},"end":{"line":56,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1250¿CallExpression¿¿1584¿¿¿¿{"start":{"line":56,"column":13},"end":{"line":56,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿CallExpression
1251¿MemberExpression¿¿1584¿¿¿¿{"start":{"line":56,"column":13},"end":{"line":56,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1252¿Identifier¿¿1584¿shell¿¿¿{"start":{"line":56,"column":13},"end":{"line":56,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1253¿Identifier¿¿1584¿which¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1254¿Literal¿string¿1584¿¿'pdfinfo'¿¿{"start":{"line":56,"column":25},"end":{"line":56,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1255¿VariableDeclarator¿¿1584¿v159¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1256¿UnaryExpression¿!¿1584¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿UnaryExpression
1257¿Identifier¿¿1584¿v158¿¿¿¿¿Identifier
1258¿IfStatement¿¿1584¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":61,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿IfStatement
1259¿Identifier¿¿1584¿v159¿¿¿¿¿Identifier
1260¿ExpressionStatement¿¿1584¿¿¿¿{"start":{"line":57,"column":10},"end":{"line":57,"column":106},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1261¿AssignmentExpression¿=¿1584¿¿¿¿{"start":{"line":57,"column":10},"end":{"line":57,"column":105},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿AssignmentExpression
1262¿Identifier¿¿1584¿err¿¿¿{"start":{"line":57,"column":10},"end":{"line":57,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1263¿NewExpression¿¿1584¿¿¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":105},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿NewExpression
1264¿Identifier¿¿1584¿Error¿¿¿{"start":{"line":57,"column":20},"end":{"line":57,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1265¿Literal¿string¿1584¿¿'pdfinfo (poppler-utils) is missing. Hint: sudo apt-get install poppler-utils'¿¿{"start":{"line":57,"column":26},"end":{"line":57,"column":104},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1266¿BlockStatement¿¿1584¿¿¿¿{"start":{"line":56,"column":37},"end":{"line":58,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1267¿ExpressionStatement¿¿1584¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1268¿AssignmentExpression¿=¿1584¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿AssignmentExpression
1269¿Identifier¿¿1584¿err¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1270¿NewExpression¿¿1584¿¿¿¿{"start":{"line":60,"column":16},"end":{"line":60,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿NewExpression
1271¿Identifier¿¿1584¿Error¿¿¿{"start":{"line":60,"column":20},"end":{"line":60,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1272¿Identifier¿¿1584¿data¿¿¿{"start":{"line":60,"column":26},"end":{"line":60,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1273¿BlockStatement¿¿1584¿¿¿¿{"start":{"line":59,"column":13},"end":{"line":61,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1274¿VariableDeclarator¿¿1584¿v160¿¿¿{"start":{"line":62,"column":18},"end":{"line":62,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1275¿UnaryExpression¿typeof¿1584¿¿¿¿{"start":{"line":62,"column":18},"end":{"line":62,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿UnaryExpression
1276¿Identifier¿¿1584¿cb¿¿¿{"start":{"line":62,"column":25},"end":{"line":62,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1277¿VariableDeclarator¿¿1584¿v161¿¿¿{"start":{"line":62,"column":18},"end":{"line":62,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1278¿BinaryExpression¿===¿1584¿¿¿¿{"start":{"line":62,"column":18},"end":{"line":62,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BinaryExpression
1279¿Identifier¿¿1584¿v160¿¿¿¿¿Identifier
1280¿Literal¿string¿1584¿¿'function'¿¿{"start":{"line":62,"column":32},"end":{"line":62,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1281¿VariableDeclarator¿¿1584¿v162¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1282¿LogicalExpression¿&&¿1584¿¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿LogicalExpression
1283¿Identifier¿¿1584¿cb¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1284¿Identifier¿¿1584¿v161¿¿¿¿¿Identifier
1285¿IfStatement¿¿1584¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":64,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿IfStatement
1286¿Identifier¿¿1584¿v162¿¿¿¿¿Identifier
1287¿VariableDeclarator¿¿1584¿v163¿¿¿{"start":{"line":63,"column":24},"end":{"line":63,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1288¿MemberExpression¿¿1584¿¿¿¿{"start":{"line":63,"column":24},"end":{"line":63,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1289¿Identifier¿¿1584¿self¿¿¿{"start":{"line":63,"column":24},"end":{"line":63,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1290¿Identifier¿¿1584¿options¿¿¿{"start":{"line":63,"column":29},"end":{"line":63,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1291¿VariableDeclarator¿¿1584¿v164¿¿¿{"start":{"line":63,"column":24},"end":{"line":63,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
