Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1063¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":207,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Program
1339¿Literal¿boolean¿1868¿¿false¿¿{"start":{"line":104,"column":40},"end":{"line":104,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1340¿BlockStatement¿¿1868¿¿¿¿¿¿BlockStatement
1341¿ReturnStatement¿¿1868¿¿¿¿{"start":{"line":106,"column":2},"end":{"line":106,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ReturnStatement
1342¿Literal¿boolean¿1868¿¿true¿¿{"start":{"line":106,"column":9},"end":{"line":106,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1343¿BlockStatement¿¿1868¿¿¿¿{"start":{"line":98,"column":31},"end":{"line":107,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿BlockStatement
1344¿VariableDeclarator¿¿1852¿serveFile¿¿¿{"start":{"line":120,"column":0},"end":{"line":149,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1345¿FunctionExpression¿¿1852¿anon¿¿¿{"start":{"line":120,"column":0},"end":{"line":149,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿FunctionExpression
1346¿Identifier¿¿0¿req¿¿¿{"start":{"line":120,"column":19},"end":{"line":120,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1347¿Identifier¿¿0¿res¿¿¿{"start":{"line":120,"column":24},"end":{"line":120,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1348¿Identifier¿¿0¿stats¿¿¿{"start":{"line":120,"column":29},"end":{"line":120,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1349¿Identifier¿¿0¿filePath¿¿¿{"start":{"line":120,"column":36},"end":{"line":120,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1350¿Identifier¿¿0¿cache¿¿¿{"start":{"line":120,"column":46},"end":{"line":120,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1351¿VariableDeclarator¿¿1872¿stream¿¿¿{"start":{"line":121,"column":8},"end":{"line":121,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1352¿CallExpression¿¿1872¿¿¿¿{"start":{"line":121,"column":17},"end":{"line":121,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1353¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":121,"column":17},"end":{"line":121,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1354¿Identifier¿¿1872¿fs¿¿¿{"start":{"line":121,"column":17},"end":{"line":121,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1355¿Identifier¿¿1872¿createReadStream¿¿¿{"start":{"line":121,"column":20},"end":{"line":121,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1356¿Identifier¿¿1872¿filePath¿¿¿{"start":{"line":121,"column":37},"end":{"line":121,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1357¿VariableDeclarator¿¿1872¿v133¿¿¿{"start":{"line":123,"column":21},"end":{"line":128,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1358¿FunctionExpression¿¿1872¿anon¿¿¿{"start":{"line":123,"column":21},"end":{"line":128,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿FunctionExpression
1359¿Identifier¿¿0¿err¿¿¿{"start":{"line":123,"column":30},"end":{"line":123,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1360¿VariableDeclarator¿¿1874¿error¿¿¿{"start":{"line":124,"column":10},"end":{"line":124,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1361¿NewExpression¿¿1874¿¿¿¿{"start":{"line":124,"column":18},"end":{"line":124,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿NewExpression
1362¿Identifier¿¿1874¿Error¿¿¿{"start":{"line":124,"column":22},"end":{"line":124,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1363¿Literal¿string¿1874¿¿'Error reading file'¿¿{"start":{"line":124,"column":28},"end":{"line":124,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1364¿VariableDeclarator¿¿1874¿v129¿¿¿{"start":{"line":126,"column":23},"end":{"line":126,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1365¿ObjectExpression¿¿1874¿¿¿¿{"start":{"line":126,"column":23},"end":{"line":126,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ObjectExpression
1366¿Property¿¿1874¿¿¿¿{"start":{"line":126,"column":24},"end":{"line":126,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Property
1367¿Literal¿string¿1874¿¿'Content-Type'¿¿{"start":{"line":126,"column":24},"end":{"line":126,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1368¿Literal¿string¿1874¿¿'application/json'¿¿{"start":{"line":126,"column":40},"end":{"line":126,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1369¿VariableDeclarator¿¿1874¿v130¿¿¿{"start":{"line":126,"column":4},"end":{"line":126,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1370¿CallExpression¿¿1874¿¿¿¿{"start":{"line":126,"column":4},"end":{"line":126,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1371¿MemberExpression¿¿1874¿¿¿¿{"start":{"line":126,"column":4},"end":{"line":126,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1372¿Identifier¿¿1874¿res¿¿¿{"start":{"line":126,"column":4},"end":{"line":126,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1373¿Identifier¿¿1874¿writeHead¿¿¿{"start":{"line":126,"column":8},"end":{"line":126,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1374¿Literal¿number¿1874¿¿500¿¿{"start":{"line":126,"column":18},"end":{"line":126,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1375¿Identifier¿¿1874¿v129¿¿¿¿¿Identifier
1376¿ExpressionStatement¿¿1874¿¿¿¿{"start":{"line":126,"column":4},"end":{"line":126,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1377¿Identifier¿¿1874¿v130¿¿¿¿¿Identifier
1378¿VariableDeclarator¿¿1874¿v131¿¿¿{"start":{"line":127,"column":12},"end":{"line":127,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1379¿CallExpression¿¿1874¿¿¿¿{"start":{"line":127,"column":12},"end":{"line":127,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1380¿MemberExpression¿¿1874¿¿¿¿{"start":{"line":127,"column":12},"end":{"line":127,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1381¿Identifier¿¿1874¿JSON¿¿¿{"start":{"line":127,"column":12},"end":{"line":127,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1382¿Identifier¿¿1874¿stringify¿¿¿{"start":{"line":127,"column":17},"end":{"line":127,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1383¿Identifier¿¿1874¿error¿¿¿{"start":{"line":127,"column":27},"end":{"line":127,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1384¿VariableDeclarator¿¿1874¿v132¿¿¿{"start":{"line":127,"column":4},"end":{"line":127,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1385¿CallExpression¿¿1874¿¿¿¿{"start":{"line":127,"column":4},"end":{"line":127,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1386¿MemberExpression¿¿1874¿¿¿¿{"start":{"line":127,"column":4},"end":{"line":127,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1387¿Identifier¿¿1874¿res¿¿¿{"start":{"line":127,"column":4},"end":{"line":127,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1388¿Identifier¿¿1874¿end¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1389¿Identifier¿¿1874¿v131¿¿¿¿¿Identifier
1390¿ExpressionStatement¿¿1874¿¿¿¿{"start":{"line":127,"column":4},"end":{"line":127,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1391¿Identifier¿¿1874¿v132¿¿¿¿¿Identifier
1392¿BlockStatement¿¿1874¿¿¿¿{"start":{"line":123,"column":35},"end":{"line":128,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿BlockStatement
1393¿VariableDeclarator¿¿1872¿v134¿¿¿{"start":{"line":123,"column":2},"end":{"line":128,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1394¿CallExpression¿¿1872¿¿¿¿{"start":{"line":123,"column":2},"end":{"line":128,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1395¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":123,"column":2},"end":{"line":123,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1396¿Identifier¿¿1872¿stream¿¿¿{"start":{"line":123,"column":2},"end":{"line":123,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1397¿Identifier¿¿1872¿on¿¿¿{"start":{"line":123,"column":9},"end":{"line":123,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1398¿Literal¿string¿1872¿¿'error'¿¿{"start":{"line":123,"column":12},"end":{"line":123,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1399¿Identifier¿¿1872¿v133¿¿¿¿¿Identifier
1400¿ExpressionStatement¿¿1872¿¿¿¿{"start":{"line":123,"column":2},"end":{"line":128,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1401¿Identifier¿¿1872¿v134¿¿¿¿¿Identifier
1402¿VariableDeclarator¿¿1872¿v135¿¿¿{"start":{"line":130,"column":6},"end":{"line":130,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1403¿CallExpression¿¿1872¿¿¿¿{"start":{"line":130,"column":6},"end":{"line":130,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1404¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":130,"column":6},"end":{"line":130,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1405¿Identifier¿¿1872¿path¿¿¿{"start":{"line":130,"column":6},"end":{"line":130,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1406¿Identifier¿¿1872¿extname¿¿¿{"start":{"line":130,"column":11},"end":{"line":130,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1407¿Identifier¿¿1872¿filePath¿¿¿{"start":{"line":130,"column":19},"end":{"line":130,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1408¿VariableDeclarator¿¿1872¿v136¿¿¿{"start":{"line":130,"column":6},"end":{"line":130,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1409¿BinaryExpression¿===¿1872¿¿¿¿{"start":{"line":130,"column":6},"end":{"line":130,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿BinaryExpression
1410¿Identifier¿¿1872¿v135¿¿¿¿¿Identifier
1411¿Literal¿string¿1872¿¿'.gz'¿¿{"start":{"line":130,"column":33},"end":{"line":130,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1412¿IfStatement¿¿1872¿¿¿¿{"start":{"line":130,"column":2},"end":{"line":146,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿IfStatement
1413¿Identifier¿¿1872¿v136¿¿¿¿¿Identifier
1414¿VariableDeclarator¿¿1872¿v137¿¿¿{"start":{"line":132,"column":35},"end":{"line":132,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1415¿CallExpression¿¿1872¿¿¿¿{"start":{"line":132,"column":35},"end":{"line":132,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1416¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":132,"column":35},"end":{"line":132,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1417¿Identifier¿¿1872¿filePath¿¿¿{"start":{"line":132,"column":35},"end":{"line":132,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1418¿Identifier¿¿1872¿replace¿¿¿{"start":{"line":132,"column":44},"end":{"line":132,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1419¿Literal¿string¿1872¿¿'.gz'¿¿{"start":{"line":132,"column":52},"end":{"line":132,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1420¿Literal¿string¿1872¿¿''¿¿{"start":{"line":132,"column":59},"end":{"line":132,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1421¿VariableDeclarator¿¿1872¿v138¿¿¿{"start":{"line":132,"column":22},"end":{"line":132,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1422¿CallExpression¿¿1872¿¿¿¿{"start":{"line":132,"column":22},"end":{"line":132,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1423¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":132,"column":22},"end":{"line":132,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1424¿Identifier¿¿1872¿mime¿¿¿{"start":{"line":132,"column":22},"end":{"line":132,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1425¿Identifier¿¿1872¿getType¿¿¿{"start":{"line":132,"column":27},"end":{"line":132,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1426¿Identifier¿¿1872¿v137¿¿¿¿¿Identifier
1427¿VariableDeclarator¿¿1872¿v139¿¿¿{"start":{"line":133,"column":31},"end":{"line":133,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1428¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":133,"column":31},"end":{"line":133,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1429¿Identifier¿¿1872¿stats¿¿¿{"start":{"line":133,"column":31},"end":{"line":133,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1430¿Identifier¿¿1872¿ino¿¿¿{"start":{"line":133,"column":37},"end":{"line":133,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1431¿VariableDeclarator¿¿1872¿v140¿¿¿{"start":{"line":133,"column":42},"end":{"line":133,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1432¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":133,"column":42},"end":{"line":133,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1433¿Identifier¿¿1872¿stats¿¿¿{"start":{"line":133,"column":42},"end":{"line":133,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1434¿Identifier¿¿1872¿mtime¿¿¿{"start":{"line":133,"column":48},"end":{"line":133,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1435¿VariableDeclarator¿¿1872¿v141¿¿¿{"start":{"line":133,"column":14},"end":{"line":133,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1436¿CallExpression¿¿1872¿¿¿¿{"start":{"line":133,"column":14},"end":{"line":133,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1437¿Identifier¿¿1872¿createServerEtag¿¿¿{"start":{"line":133,"column":14},"end":{"line":133,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1438¿Identifier¿¿1872¿v139¿¿¿¿¿Identifier
1439¿Identifier¿¿1872¿v140¿¿¿¿¿Identifier
1440¿VariableDeclarator¿¿1872¿v142¿¿¿{"start":{"line":136,"column":24},"end":{"line":136,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1441¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":136,"column":24},"end":{"line":136,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1442¿Identifier¿¿1872¿stats¿¿¿{"start":{"line":136,"column":24},"end":{"line":136,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1443¿Identifier¿¿1872¿size¿¿¿{"start":{"line":136,"column":30},"end":{"line":136,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1444¿VariableDeclarator¿¿1872¿v143¿¿¿{"start":{"line":131,"column":23},"end":{"line":137,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1445¿ObjectExpression¿¿1872¿¿¿¿{"start":{"line":131,"column":23},"end":{"line":137,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ObjectExpression
1446¿Property¿¿1872¿¿¿¿{"start":{"line":132,"column":6},"end":{"line":132,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Property
1447¿Literal¿string¿1872¿¿'Content-Type'¿¿{"start":{"line":132,"column":6},"end":{"line":132,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1448¿Identifier¿¿1872¿v138¿¿¿¿¿Identifier
1449¿Property¿¿1872¿¿¿¿{"start":{"line":133,"column":6},"end":{"line":133,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Property
1450¿Literal¿string¿1872¿¿'ETag'¿¿{"start":{"line":133,"column":6},"end":{"line":133,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1451¿Identifier¿¿1872¿v141¿¿¿¿¿Identifier
1452¿Property¿¿1872¿¿¿¿{"start":{"line":134,"column":6},"end":{"line":134,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Property
1453¿Literal¿string¿1872¿¿'Cache-Control'¿¿{"start":{"line":134,"column":6},"end":{"line":134,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1454¿Identifier¿¿1872¿cache¿¿¿{"start":{"line":134,"column":23},"end":{"line":134,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1455¿Property¿¿1872¿¿¿¿{"start":{"line":135,"column":6},"end":{"line":135,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Property
1456¿Literal¿string¿1872¿¿'Content-Encoding'¿¿{"start":{"line":135,"column":6},"end":{"line":135,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1457¿Literal¿string¿1872¿¿'gzip'¿¿{"start":{"line":135,"column":26},"end":{"line":135,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1458¿Property¿¿1872¿¿¿¿{"start":{"line":136,"column":6},"end":{"line":136,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Property
1459¿Literal¿string¿1872¿¿'Content-Length'¿¿{"start":{"line":136,"column":6},"end":{"line":136,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1460¿Identifier¿¿1872¿v142¿¿¿¿¿Identifier
1461¿VariableDeclarator¿¿1872¿v144¿¿¿{"start":{"line":131,"column":4},"end":{"line":137,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1462¿CallExpression¿¿1872¿¿¿¿{"start":{"line":131,"column":4},"end":{"line":137,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1463¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":131,"column":4},"end":{"line":131,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1464¿Identifier¿¿1872¿res¿¿¿{"start":{"line":131,"column":4},"end":{"line":131,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1465¿Identifier¿¿1872¿writeHead¿¿¿{"start":{"line":131,"column":8},"end":{"line":131,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1466¿Literal¿number¿1872¿¿200¿¿{"start":{"line":131,"column":18},"end":{"line":131,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1467¿Identifier¿¿1872¿v143¿¿¿¿¿Identifier
1468¿ExpressionStatement¿¿1872¿¿¿¿{"start":{"line":131,"column":4},"end":{"line":137,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1469¿Identifier¿¿1872¿v144¿¿¿¿¿Identifier
1470¿BlockStatement¿¿1872¿¿¿¿{"start":{"line":130,"column":40},"end":{"line":139,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿BlockStatement
1471¿VariableDeclarator¿¿1872¿v145¿¿¿{"start":{"line":141,"column":22},"end":{"line":141,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1472¿CallExpression¿¿1872¿¿¿¿{"start":{"line":141,"column":22},"end":{"line":141,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1473¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":141,"column":22},"end":{"line":141,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1474¿Identifier¿¿1872¿mime¿¿¿{"start":{"line":141,"column":22},"end":{"line":141,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1475¿Identifier¿¿1872¿getType¿¿¿{"start":{"line":141,"column":27},"end":{"line":141,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1476¿Identifier¿¿1872¿filePath¿¿¿{"start":{"line":141,"column":35},"end":{"line":141,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
