Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
745¿Program¿¿-1¿¿¿¿{"start":{"line":13,"column":0},"end":{"line":258,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Program
1028¿MemberExpression¿¿1314¿¿¿¿{"start":{"line":141,"column":31},"end":{"line":141,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1029¿Identifier¿¿1314¿modulify¿¿¿{"start":{"line":141,"column":31},"end":{"line":141,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1030¿Identifier¿¿1314¿utils¿¿¿{"start":{"line":141,"column":40},"end":{"line":141,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1031¿VariableDeclarator¿¿1314¿v90¿¿¿{"start":{"line":141,"column":31},"end":{"line":141,"column":67},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1032¿CallExpression¿¿1314¿¿¿¿{"start":{"line":141,"column":31},"end":{"line":141,"column":67},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿CallExpression
1033¿MemberExpression¿¿1314¿¿¿¿{"start":{"line":141,"column":31},"end":{"line":141,"column":62},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1034¿Identifier¿¿1314¿v89¿¿¿¿¿Identifier
1035¿Identifier¿¿1314¿getTopLevelNames¿¿¿{"start":{"line":141,"column":46},"end":{"line":141,"column":62},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1036¿Identifier¿¿1314¿ast¿¿¿{"start":{"line":141,"column":63},"end":{"line":141,"column":66},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1037¿ExpressionStatement¿¿1314¿¿¿¿{"start":{"line":141,"column":4},"end":{"line":141,"column":69},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
1038¿AssignmentExpression¿=¿1314¿¿¿¿{"start":{"line":141,"column":4},"end":{"line":141,"column":68},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿AssignmentExpression
1039¿Identifier¿¿1314¿dExports¿¿¿{"start":{"line":141,"column":4},"end":{"line":141,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1040¿CallExpression¿¿1314¿¿¿¿{"start":{"line":141,"column":15},"end":{"line":141,"column":68},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿CallExpression
1041¿MemberExpression¿¿1314¿¿¿¿{"start":{"line":141,"column":15},"end":{"line":141,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1042¿Identifier¿¿1314¿dExports¿¿¿{"start":{"line":141,"column":15},"end":{"line":141,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1043¿Identifier¿¿1314¿concat¿¿¿{"start":{"line":141,"column":24},"end":{"line":141,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1044¿Identifier¿¿1314¿v90¿¿¿¿¿Identifier
1045¿ReturnStatement¿¿1314¿¿¿¿{"start":{"line":142,"column":4},"end":{"line":142,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ReturnStatement
1046¿Identifier¿¿1314¿dExports¿¿¿{"start":{"line":142,"column":11},"end":{"line":142,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1047¿BlockStatement¿¿1314¿¿¿¿{"start":{"line":137,"column":59},"end":{"line":143,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BlockStatement
1048¿ExpressionStatement¿¿1293¿¿¿¿{"start":{"line":137,"column":0},"end":{"line":143,"column":2},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
1049¿AssignmentExpression¿=¿1293¿¿¿¿{"start":{"line":137,"column":0},"end":{"line":143,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿AssignmentExpression
1050¿MemberExpression¿¿1293¿¿¿¿{"start":{"line":137,"column":0},"end":{"line":137,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1051¿Identifier¿¿1293¿v87¿¿¿¿¿Identifier
1052¿Identifier¿¿1293¿getExports¿¿¿{"start":{"line":137,"column":15},"end":{"line":137,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1053¿Identifier¿¿1293¿getExports¿¿¿¿¿Identifier
1054¿VariableDeclarator¿¿1293¿v91¿¿¿{"start":{"line":165,"column":0},"end":{"line":165,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1055¿MemberExpression¿¿1293¿¿¿¿{"start":{"line":165,"column":0},"end":{"line":165,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1056¿Identifier¿¿1293¿modulify¿¿¿{"start":{"line":165,"column":0},"end":{"line":165,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1057¿Identifier¿¿1293¿utils¿¿¿{"start":{"line":165,"column":9},"end":{"line":165,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1058¿VariableDeclarator¿¿1293¿generateExportsString¿¿¿{"start":{"line":165,"column":0},"end":{"line":174,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1059¿FunctionExpression¿¿1293¿anon¿¿¿{"start":{"line":166,"column":0},"end":{"line":174,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿FunctionExpression
1060¿Identifier¿¿0¿ast¿¿¿{"start":{"line":166,"column":32},"end":{"line":166,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1061¿Identifier¿¿0¿src¿¿¿{"start":{"line":166,"column":37},"end":{"line":166,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1062¿Identifier¿¿0¿eol¿¿¿{"start":{"line":166,"column":42},"end":{"line":166,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1063¿ExpressionStatement¿¿1316¿¿¿¿{"start":{"line":167,"column":4},"end":{"line":167,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
1064¿Literal¿string¿1316¿¿'use strict'¿¿{"start":{"line":167,"column":4},"end":{"line":167,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
1065¿ExpressionStatement¿¿1316¿¿¿¿{"start":{"line":168,"column":4},"end":{"line":168,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
1066¿AssignmentExpression¿=¿1316¿¿¿¿{"start":{"line":168,"column":4},"end":{"line":168,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿AssignmentExpression
1067¿Identifier¿¿1316¿eol¿¿¿{"start":{"line":168,"column":4},"end":{"line":168,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1068¿LogicalExpression¿||¿1316¿¿¿¿{"start":{"line":168,"column":10},"end":{"line":168,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿LogicalExpression
1069¿Identifier¿¿1316¿eol¿¿¿{"start":{"line":168,"column":10},"end":{"line":168,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1070¿Literal¿string¿1316¿¿'\r\n'¿¿{"start":{"line":168,"column":17},"end":{"line":168,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
1071¿VariableDeclarator¿¿1316¿v92¿¿¿{"start":{"line":169,"column":19},"end":{"line":169,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1072¿MemberExpression¿¿1316¿¿¿¿{"start":{"line":169,"column":19},"end":{"line":169,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1073¿Identifier¿¿1316¿modulify¿¿¿{"start":{"line":169,"column":19},"end":{"line":169,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1074¿Identifier¿¿1316¿utils¿¿¿{"start":{"line":169,"column":28},"end":{"line":169,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1075¿VariableDeclarator¿¿1316¿dExports¿¿¿{"start":{"line":169,"column":8},"end":{"line":169,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1076¿CallExpression¿¿1316¿¿¿¿{"start":{"line":169,"column":19},"end":{"line":169,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿CallExpression
1077¿MemberExpression¿¿1316¿¿¿¿{"start":{"line":169,"column":19},"end":{"line":169,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1078¿Identifier¿¿1316¿v92¿¿¿¿¿Identifier
1079¿Identifier¿¿1316¿getExports¿¿¿{"start":{"line":169,"column":34},"end":{"line":169,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1080¿Identifier¿¿1316¿ast¿¿¿{"start":{"line":169,"column":45},"end":{"line":169,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1081¿Identifier¿¿1316¿src¿¿¿{"start":{"line":169,"column":50},"end":{"line":169,"column":53},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1082¿VariableDeclarator¿¿1316¿v99¿¿¿{"start":{"line":170,"column":31},"end":{"line":172,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1083¿FunctionExpression¿¿1316¿anon¿¿¿{"start":{"line":170,"column":31},"end":{"line":172,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿FunctionExpression
1084¿Identifier¿¿0¿prev¿¿¿{"start":{"line":170,"column":40},"end":{"line":170,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1085¿Identifier¿¿0¿curr¿¿¿{"start":{"line":170,"column":46},"end":{"line":170,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1086¿VariableDeclarator¿¿1318¿v93¿¿¿{"start":{"line":171,"column":15},"end":{"line":171,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1087¿BinaryExpression¿+¿1318¿¿¿¿{"start":{"line":171,"column":15},"end":{"line":171,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BinaryExpression
1088¿Identifier¿¿1318¿prev¿¿¿{"start":{"line":171,"column":15},"end":{"line":171,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1089¿Literal¿string¿1318¿¿'module.exports.'¿¿{"start":{"line":171,"column":22},"end":{"line":171,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
1090¿VariableDeclarator¿¿1318¿v94¿¿¿{"start":{"line":171,"column":15},"end":{"line":171,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1091¿BinaryExpression¿+¿1318¿¿¿¿{"start":{"line":171,"column":15},"end":{"line":171,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BinaryExpression
1092¿Identifier¿¿1318¿v93¿¿¿¿¿Identifier
1093¿Identifier¿¿1318¿curr¿¿¿{"start":{"line":171,"column":42},"end":{"line":171,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1094¿VariableDeclarator¿¿1318¿v95¿¿¿{"start":{"line":171,"column":15},"end":{"line":171,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1095¿BinaryExpression¿+¿1318¿¿¿¿{"start":{"line":171,"column":15},"end":{"line":171,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BinaryExpression
1096¿Identifier¿¿1318¿v94¿¿¿¿¿Identifier
1097¿Literal¿string¿1318¿¿' = '¿¿{"start":{"line":171,"column":49},"end":{"line":171,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
1098¿VariableDeclarator¿¿1318¿v96¿¿¿{"start":{"line":171,"column":15},"end":{"line":171,"column":61},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1099¿BinaryExpression¿+¿1318¿¿¿¿{"start":{"line":171,"column":15},"end":{"line":171,"column":61},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BinaryExpression
1100¿Identifier¿¿1318¿v95¿¿¿¿¿Identifier
1101¿Identifier¿¿1318¿curr¿¿¿{"start":{"line":171,"column":57},"end":{"line":171,"column":61},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1102¿VariableDeclarator¿¿1318¿v97¿¿¿{"start":{"line":171,"column":15},"end":{"line":171,"column":67},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1103¿BinaryExpression¿+¿1318¿¿¿¿{"start":{"line":171,"column":15},"end":{"line":171,"column":67},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BinaryExpression
1104¿Identifier¿¿1318¿v96¿¿¿¿¿Identifier
1105¿Literal¿string¿1318¿¿';'¿¿{"start":{"line":171,"column":64},"end":{"line":171,"column":67},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
1106¿VariableDeclarator¿¿1318¿v98¿¿¿{"start":{"line":171,"column":15},"end":{"line":171,"column":73},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1107¿BinaryExpression¿+¿1318¿¿¿¿{"start":{"line":171,"column":15},"end":{"line":171,"column":73},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BinaryExpression
1108¿Identifier¿¿1318¿v97¿¿¿¿¿Identifier
1109¿Identifier¿¿1318¿eol¿¿¿{"start":{"line":171,"column":70},"end":{"line":171,"column":73},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1110¿ReturnStatement¿¿1318¿¿¿¿{"start":{"line":171,"column":8},"end":{"line":171,"column":74},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ReturnStatement
1111¿Identifier¿¿1318¿v98¿¿¿¿¿Identifier
1112¿BlockStatement¿¿1318¿¿¿¿{"start":{"line":170,"column":52},"end":{"line":172,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BlockStatement
1113¿ExpressionStatement¿¿1316¿¿¿¿{"start":{"line":170,"column":4},"end":{"line":172,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
1114¿AssignmentExpression¿=¿1316¿¿¿¿{"start":{"line":170,"column":4},"end":{"line":172,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿AssignmentExpression
1115¿Identifier¿¿1316¿dExports¿¿¿{"start":{"line":170,"column":4},"end":{"line":170,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1116¿CallExpression¿¿1316¿¿¿¿{"start":{"line":170,"column":15},"end":{"line":172,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿CallExpression
1117¿MemberExpression¿¿1316¿¿¿¿{"start":{"line":170,"column":15},"end":{"line":170,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1118¿Identifier¿¿1316¿dExports¿¿¿{"start":{"line":170,"column":15},"end":{"line":170,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1119¿Identifier¿¿1316¿reduce¿¿¿{"start":{"line":170,"column":24},"end":{"line":170,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1120¿Identifier¿¿1316¿v99¿¿¿¿¿Identifier
1121¿Literal¿string¿1316¿¿''¿¿{"start":{"line":172,"column":7},"end":{"line":172,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
1122¿ReturnStatement¿¿1316¿¿¿¿{"start":{"line":173,"column":4},"end":{"line":173,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ReturnStatement
1123¿Identifier¿¿1316¿dExports¿¿¿{"start":{"line":173,"column":11},"end":{"line":173,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1124¿BlockStatement¿¿1316¿¿¿¿{"start":{"line":166,"column":47},"end":{"line":174,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BlockStatement
1125¿ExpressionStatement¿¿1293¿¿¿¿{"start":{"line":165,"column":0},"end":{"line":174,"column":2},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
1126¿AssignmentExpression¿=¿1293¿¿¿¿{"start":{"line":165,"column":0},"end":{"line":174,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿AssignmentExpression
1127¿MemberExpression¿¿1293¿¿¿¿{"start":{"line":165,"column":0},"end":{"line":165,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1128¿Identifier¿¿1293¿v91¿¿¿¿¿Identifier
1129¿Identifier¿¿1293¿generateExportsString¿¿¿{"start":{"line":165,"column":15},"end":{"line":165,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1130¿Identifier¿¿1293¿generateExportsString¿¿¿¿¿Identifier
1131¿VariableDeclarator¿¿1293¿v100¿¿¿{"start":{"line":198,"column":0},"end":{"line":198,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1132¿MemberExpression¿¿1293¿¿¿¿{"start":{"line":198,"column":0},"end":{"line":198,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1133¿Identifier¿¿1293¿modulify¿¿¿{"start":{"line":198,"column":0},"end":{"line":198,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1134¿Identifier¿¿1293¿utils¿¿¿{"start":{"line":198,"column":9},"end":{"line":198,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1135¿VariableDeclarator¿¿1293¿generateModuleString¿¿¿{"start":{"line":198,"column":0},"end":{"line":206,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1136¿FunctionExpression¿¿1293¿anon¿¿¿{"start":{"line":199,"column":0},"end":{"line":206,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿FunctionExpression
1137¿Identifier¿¿0¿ast¿¿¿{"start":{"line":199,"column":31},"end":{"line":199,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1138¿Identifier¿¿0¿src¿¿¿{"start":{"line":199,"column":36},"end":{"line":199,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1139¿Identifier¿¿0¿eol¿¿¿{"start":{"line":199,"column":41},"end":{"line":199,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1140¿ExpressionStatement¿¿1320¿¿¿¿{"start":{"line":200,"column":4},"end":{"line":200,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
1141¿Literal¿string¿1320¿¿'use strict'¿¿{"start":{"line":200,"column":4},"end":{"line":200,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
1142¿ExpressionStatement¿¿1320¿¿¿¿{"start":{"line":201,"column":4},"end":{"line":201,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
1143¿AssignmentExpression¿=¿1320¿¿¿¿{"start":{"line":201,"column":4},"end":{"line":201,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿AssignmentExpression
1144¿Identifier¿¿1320¿eol¿¿¿{"start":{"line":201,"column":4},"end":{"line":201,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1145¿LogicalExpression¿||¿1320¿¿¿¿{"start":{"line":201,"column":10},"end":{"line":201,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿LogicalExpression
1146¿Identifier¿¿1320¿eol¿¿¿{"start":{"line":201,"column":10},"end":{"line":201,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1147¿Literal¿string¿1320¿¿'\r\n'¿¿{"start":{"line":201,"column":17},"end":{"line":201,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
1148¿VariableDeclarator¿¿1320¿v101¿¿¿{"start":{"line":202,"column":14},"end":{"line":202,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1149¿MemberExpression¿¿1320¿¿¿¿{"start":{"line":202,"column":14},"end":{"line":202,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1150¿Identifier¿¿1320¿modulify¿¿¿{"start":{"line":202,"column":14},"end":{"line":202,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1151¿Identifier¿¿1320¿utils¿¿¿{"start":{"line":202,"column":23},"end":{"line":202,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1152¿VariableDeclarator¿¿1320¿exp¿¿¿{"start":{"line":202,"column":8},"end":{"line":202,"column":65},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1153¿CallExpression¿¿1320¿¿¿¿{"start":{"line":202,"column":14},"end":{"line":202,"column":65},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿CallExpression
1154¿MemberExpression¿¿1320¿¿¿¿{"start":{"line":202,"column":14},"end":{"line":202,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1155¿Identifier¿¿1320¿v101¿¿¿¿¿Identifier
1156¿Identifier¿¿1320¿generateExportsString¿¿¿{"start":{"line":202,"column":29},"end":{"line":202,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1157¿Identifier¿¿1320¿ast¿¿¿{"start":{"line":202,"column":51},"end":{"line":202,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1158¿Identifier¿¿1320¿src¿¿¿{"start":{"line":202,"column":56},"end":{"line":202,"column":59},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1159¿Identifier¿¿1320¿eol¿¿¿{"start":{"line":202,"column":61},"end":{"line":202,"column":64},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1160¿VariableDeclarator¿¿1320¿v102¿¿¿{"start":{"line":203,"column":14},"end":{"line":203,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1161¿BinaryExpression¿+¿1320¿¿¿¿{"start":{"line":203,"column":14},"end":{"line":203,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BinaryExpression
1162¿Identifier¿¿1320¿src¿¿¿{"start":{"line":203,"column":14},"end":{"line":203,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1163¿Identifier¿¿1320¿eol¿¿¿{"start":{"line":203,"column":20},"end":{"line":203,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1164¿VariableDeclarator¿¿1320¿v103¿¿¿{"start":{"line":203,"column":14},"end":{"line":203,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1165¿BinaryExpression¿+¿1320¿¿¿¿{"start":{"line":203,"column":14},"end":{"line":203,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BinaryExpression
1166¿Identifier¿¿1320¿v102¿¿¿¿¿Identifier
