Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
919¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":100,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Program
1220¿BlockStatement¿¿1611¿¿¿¿¿¿BlockStatement
1221¿ReturnStatement¿¿1611¿¿¿¿{"start":{"line":32,"column":2},"end":{"line":32,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ReturnStatement
1222¿Identifier¿¿1611¿value¿¿¿{"start":{"line":32,"column":9},"end":{"line":32,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1223¿BlockStatement¿¿1611¿¿¿¿{"start":{"line":22,"column":32},"end":{"line":33,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BlockStatement
1224¿VariableDeclarator¿exported¿1597¿each¿¿¿{"start":{"line":35,"column":0},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1225¿FunctionExpression¿¿1597¿anon¿¿¿{"start":{"line":35,"column":0},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿FunctionExpression
1226¿Identifier¿¿0¿obj¿¿¿{"start":{"line":35,"column":15},"end":{"line":35,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1227¿Identifier¿¿0¿iter¿¿¿{"start":{"line":35,"column":20},"end":{"line":35,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1228¿Identifier¿¿0¿includeArrays¿¿¿{"start":{"line":35,"column":26},"end":{"line":35,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1229¿Identifier¿¿0¿path¿¿¿{"start":{"line":35,"column":41},"end":{"line":35,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1230¿VariableDeclarator¿¿1619¿v129¿¿¿{"start":{"line":36,"column":17},"end":{"line":36,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1231¿ArrayExpression¿¿1619¿¿¿¿{"start":{"line":36,"column":17},"end":{"line":36,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ArrayExpression
1232¿ExpressionStatement¿¿1619¿¿¿¿{"start":{"line":36,"column":2},"end":{"line":36,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ExpressionStatement
1233¿AssignmentExpression¿=¿1619¿¿¿¿{"start":{"line":36,"column":2},"end":{"line":36,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿AssignmentExpression
1234¿Identifier¿¿1619¿path¿¿¿{"start":{"line":36,"column":2},"end":{"line":36,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1235¿LogicalExpression¿||¿1619¿¿¿¿{"start":{"line":36,"column":9},"end":{"line":36,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿LogicalExpression
1236¿Identifier¿¿1619¿path¿¿¿{"start":{"line":36,"column":9},"end":{"line":36,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1237¿Identifier¿¿1619¿v129¿¿¿¿¿Identifier
1238¿VariableDeclarator¿¿1619¿v130¿¿¿{"start":{"line":38,"column":5},"end":{"line":38,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1239¿CallExpression¿¿1619¿¿¿¿{"start":{"line":38,"column":5},"end":{"line":38,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿CallExpression
1240¿MemberExpression¿¿1619¿¿¿¿{"start":{"line":38,"column":5},"end":{"line":38,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1241¿Identifier¿¿1619¿Array¿¿¿{"start":{"line":38,"column":5},"end":{"line":38,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1242¿Identifier¿¿1619¿isArray¿¿¿{"start":{"line":38,"column":11},"end":{"line":38,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1243¿Identifier¿¿1619¿obj¿¿¿{"start":{"line":38,"column":19},"end":{"line":38,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1244¿IfStatement¿¿1619¿¿¿¿{"start":{"line":38,"column":2},"end":{"line":62,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿IfStatement
1245¿Identifier¿¿1619¿v130¿¿¿¿¿Identifier
1246¿VariableDeclarator¿¿1619¿v131¿¿¿{"start":{"line":39,"column":7},"end":{"line":39,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1247¿UnaryExpression¿!¿1619¿¿¿¿{"start":{"line":39,"column":7},"end":{"line":39,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿UnaryExpression
1248¿Identifier¿¿1619¿includeArrays¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1249¿IfStatement¿¿1619¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿IfStatement
1250¿Identifier¿¿1619¿v131¿¿¿¿¿Identifier
1251¿ReturnStatement¿¿1619¿¿¿¿{"start":{"line":39,"column":23},"end":{"line":39,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ReturnStatement
1252¿Literal¿boolean¿1619¿¿false¿¿{"start":{"line":39,"column":30},"end":{"line":39,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Literal
1253¿BlockStatement¿¿1619¿¿¿¿¿¿BlockStatement
1254¿VariableDeclarator¿¿1619¿k¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1255¿Literal¿number¿1619¿¿0¿¿{"start":{"line":40,"column":16},"end":{"line":40,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Literal
1256¿VariableDeclarator¿¿1619¿v132¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1257¿MemberExpression¿¿1619¿¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1258¿Identifier¿¿1619¿obj¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1259¿Identifier¿¿1619¿length¿¿¿{"start":{"line":40,"column":27},"end":{"line":40,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1260¿VariableDeclarator¿¿1619¿v133¿¿¿{"start":{"line":40,"column":19},"end":{"line":40,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1261¿BinaryExpression¿<¿1619¿¿¿¿{"start":{"line":40,"column":19},"end":{"line":40,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BinaryExpression
1262¿Identifier¿¿1619¿k¿¿¿{"start":{"line":40,"column":19},"end":{"line":40,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1263¿Identifier¿¿1619¿v132¿¿¿¿¿Identifier
1264¿WhileStatement¿¿1619¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":49,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿WhileStatement
1265¿Identifier¿¿1619¿v133¿¿¿¿¿Identifier
1266¿VariableDeclarator¿¿1619¿v¿¿¿{"start":{"line":42,"column":10},"end":{"line":42,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1267¿MemberExpression¿computed¿1619¿¿¿¿{"start":{"line":42,"column":14},"end":{"line":42,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1268¿Identifier¿¿1619¿obj¿¿¿{"start":{"line":42,"column":14},"end":{"line":42,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1269¿Identifier¿¿1619¿k¿¿¿{"start":{"line":42,"column":18},"end":{"line":42,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1270¿VariableDeclarator¿¿1619¿v135¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1271¿CallExpression¿¿1619¿¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿CallExpression
1272¿Identifier¿¿1619¿isObject¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1273¿Identifier¿¿1619¿v¿¿¿{"start":{"line":43,"column":18},"end":{"line":43,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1274¿Identifier¿¿1619¿includeArrays¿¿¿{"start":{"line":43,"column":21},"end":{"line":43,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1275¿IfStatement¿¿1619¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":48,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿IfStatement
1276¿Identifier¿¿1619¿v135¿¿¿¿¿Identifier
1277¿VariableDeclarator¿¿1619¿v136¿¿¿{"start":{"line":44,"column":50},"end":{"line":44,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1278¿CallExpression¿¿1619¿¿¿¿{"start":{"line":44,"column":50},"end":{"line":44,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿CallExpression
1279¿MemberExpression¿¿1619¿¿¿¿{"start":{"line":44,"column":50},"end":{"line":44,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1280¿Identifier¿¿1619¿path¿¿¿{"start":{"line":44,"column":50},"end":{"line":44,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1281¿Identifier¿¿1619¿concat¿¿¿{"start":{"line":44,"column":55},"end":{"line":44,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1282¿Identifier¿¿1619¿k¿¿¿{"start":{"line":44,"column":62},"end":{"line":44,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1283¿VariableDeclarator¿¿1619¿v137¿¿¿{"start":{"line":44,"column":21},"end":{"line":44,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1284¿CallExpression¿¿1619¿¿¿¿{"start":{"line":44,"column":21},"end":{"line":44,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿CallExpression
1285¿Identifier¿¿1619¿each¿¿¿{"start":{"line":44,"column":21},"end":{"line":44,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1286¿Identifier¿¿1619¿v¿¿¿{"start":{"line":44,"column":26},"end":{"line":44,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1287¿Identifier¿¿1619¿iter¿¿¿{"start":{"line":44,"column":29},"end":{"line":44,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1288¿Identifier¿¿1619¿includeArrays¿¿¿{"start":{"line":44,"column":35},"end":{"line":44,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1289¿Identifier¿¿1619¿v136¿¿¿¿¿Identifier
1290¿VariableDeclarator¿¿1619¿v138¿¿¿{"start":{"line":44,"column":11},"end":{"line":44,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1291¿BinaryExpression¿===¿1619¿¿¿¿{"start":{"line":44,"column":11},"end":{"line":44,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BinaryExpression
1292¿Literal¿boolean¿1619¿¿false¿¿{"start":{"line":44,"column":11},"end":{"line":44,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Literal
1293¿Identifier¿¿1619¿v137¿¿¿¿¿Identifier
1294¿IfStatement¿¿1619¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":45,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿IfStatement
1295¿Identifier¿¿1619¿v138¿¿¿¿¿Identifier
1296¿ReturnStatement¿¿1619¿¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ReturnStatement
1297¿Literal¿boolean¿1619¿¿false¿¿{"start":{"line":45,"column":17},"end":{"line":45,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Literal
1298¿BlockStatement¿¿1619¿¿¿¿¿¿BlockStatement
1299¿BlockStatement¿¿1619¿¿¿¿{"start":{"line":43,"column":37},"end":{"line":46,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BlockStatement
1300¿VariableDeclarator¿¿1619¿v139¿¿¿{"start":{"line":47,"column":29},"end":{"line":47,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1301¿CallExpression¿¿1619¿¿¿¿{"start":{"line":47,"column":29},"end":{"line":47,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿CallExpression
1302¿MemberExpression¿¿1619¿¿¿¿{"start":{"line":47,"column":29},"end":{"line":47,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1303¿Identifier¿¿1619¿path¿¿¿{"start":{"line":47,"column":29},"end":{"line":47,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1304¿Identifier¿¿1619¿concat¿¿¿{"start":{"line":47,"column":34},"end":{"line":47,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1305¿Identifier¿¿1619¿k¿¿¿{"start":{"line":47,"column":41},"end":{"line":47,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1306¿VariableDeclarator¿¿1619¿v140¿¿¿{"start":{"line":47,"column":21},"end":{"line":47,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1307¿CallExpression¿¿1619¿¿¿¿{"start":{"line":47,"column":21},"end":{"line":47,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿CallExpression
1308¿Identifier¿¿1619¿iter¿¿¿{"start":{"line":47,"column":21},"end":{"line":47,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1309¿Identifier¿¿1619¿v¿¿¿{"start":{"line":47,"column":26},"end":{"line":47,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1310¿Identifier¿¿1619¿v139¿¿¿¿¿Identifier
1311¿VariableDeclarator¿¿1619¿v141¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1312¿BinaryExpression¿===¿1619¿¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BinaryExpression
1313¿Literal¿boolean¿1619¿¿false¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Literal
1314¿Identifier¿¿1619¿v140¿¿¿¿¿Identifier
1315¿IfStatement¿¿1619¿¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿IfStatement
1316¿Identifier¿¿1619¿v141¿¿¿¿¿Identifier
1317¿ReturnStatement¿¿1619¿¿¿¿{"start":{"line":47,"column":46},"end":{"line":47,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ReturnStatement
1318¿Literal¿boolean¿1619¿¿false¿¿{"start":{"line":47,"column":53},"end":{"line":47,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Literal
1319¿BlockStatement¿¿1619¿¿¿¿¿¿BlockStatement
1320¿BlockStatement¿¿1619¿¿¿¿{"start":{"line":46,"column":13},"end":{"line":48,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BlockStatement
1321¿VariableDeclarator¿¿1619¿v134¿¿¿{"start":{"line":40,"column":35},"end":{"line":40,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1322¿UpdateExpression¿¿1619¿¿¿¿{"start":{"line":40,"column":35},"end":{"line":40,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿UpdateExpression
1323¿Identifier¿¿1619¿k¿¿¿{"start":{"line":40,"column":35},"end":{"line":40,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1324¿ExpressionStatement¿¿1619¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":49,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ExpressionStatement
1325¿AssignmentExpression¿=¿1619¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":49,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿AssignmentExpression
1326¿Identifier¿¿1619¿v133¿¿¿{"start":{"line":40,"column":4},"end":{"line":49,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1327¿BinaryExpression¿<¿1619¿¿¿¿{"start":{"line":40,"column":19},"end":{"line":40,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BinaryExpression
1328¿Identifier¿¿1619¿k¿¿¿{"start":{"line":40,"column":19},"end":{"line":40,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1329¿Identifier¿¿1619¿v132¿¿¿¿¿Identifier
1330¿BlockStatement¿¿1619¿¿¿¿¿¿BlockStatement
1331¿BlockStatement¿¿1619¿¿¿¿{"start":{"line":38,"column":25},"end":{"line":50,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BlockStatement
1332¿VariableDeclarator¿¿1619¿k¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1333¿ForInStatement¿¿1619¿¿¿¿{"start":{"line":52,"column":4},"end":{"line":61,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ForInStatement
1334¿Identifier¿¿1619¿k¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1335¿Identifier¿¿1619¿obj¿¿¿{"start":{"line":52,"column":17},"end":{"line":52,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1336¿VariableDeclarator¿¿1619¿v¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1337¿MemberExpression¿computed¿1619¿¿¿¿{"start":{"line":54,"column":14},"end":{"line":54,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1338¿Identifier¿¿1619¿obj¿¿¿{"start":{"line":54,"column":14},"end":{"line":54,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1339¿Identifier¿¿1619¿k¿¿¿{"start":{"line":54,"column":18},"end":{"line":54,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1340¿VariableDeclarator¿¿1619¿v142¿¿¿{"start":{"line":55,"column":9},"end":{"line":55,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1341¿CallExpression¿¿1619¿¿¿¿{"start":{"line":55,"column":9},"end":{"line":55,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿CallExpression
1342¿Identifier¿¿1619¿isObject¿¿¿{"start":{"line":55,"column":9},"end":{"line":55,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1343¿Identifier¿¿1619¿v¿¿¿{"start":{"line":55,"column":18},"end":{"line":55,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1344¿Identifier¿¿1619¿includeArrays¿¿¿{"start":{"line":55,"column":21},"end":{"line":55,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1345¿IfStatement¿¿1619¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":60,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿IfStatement
1346¿Identifier¿¿1619¿v142¿¿¿¿¿Identifier
1347¿VariableDeclarator¿¿1619¿v143¿¿¿{"start":{"line":56,"column":50},"end":{"line":56,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1348¿CallExpression¿¿1619¿¿¿¿{"start":{"line":56,"column":50},"end":{"line":56,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿CallExpression
1349¿MemberExpression¿¿1619¿¿¿¿{"start":{"line":56,"column":50},"end":{"line":56,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1350¿Identifier¿¿1619¿path¿¿¿{"start":{"line":56,"column":50},"end":{"line":56,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1351¿Identifier¿¿1619¿concat¿¿¿{"start":{"line":56,"column":55},"end":{"line":56,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1352¿Identifier¿¿1619¿k¿¿¿{"start":{"line":56,"column":62},"end":{"line":56,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1353¿VariableDeclarator¿¿1619¿v144¿¿¿{"start":{"line":56,"column":21},"end":{"line":56,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1354¿CallExpression¿¿1619¿¿¿¿{"start":{"line":56,"column":21},"end":{"line":56,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿CallExpression
1355¿Identifier¿¿1619¿each¿¿¿{"start":{"line":56,"column":21},"end":{"line":56,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1356¿Identifier¿¿1619¿v¿¿¿{"start":{"line":56,"column":26},"end":{"line":56,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1357¿Identifier¿¿1619¿iter¿¿¿{"start":{"line":56,"column":29},"end":{"line":56,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1358¿Identifier¿¿1619¿includeArrays¿¿¿{"start":{"line":56,"column":35},"end":{"line":56,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1359¿Identifier¿¿1619¿v143¿¿¿¿¿Identifier
1360¿VariableDeclarator¿¿1619¿v145¿¿¿{"start":{"line":56,"column":11},"end":{"line":56,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1361¿BinaryExpression¿===¿1619¿¿¿¿{"start":{"line":56,"column":11},"end":{"line":56,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BinaryExpression
1362¿Literal¿boolean¿1619¿¿false¿¿{"start":{"line":56,"column":11},"end":{"line":56,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Literal
1363¿Identifier¿¿1619¿v144¿¿¿¿¿Identifier
1364¿IfStatement¿¿1619¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":57,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿IfStatement
1365¿Identifier¿¿1619¿v145¿¿¿¿¿Identifier
