Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
8356¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":925,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Program
11956¿VariableDeclarator¿¿14968¿v1511¿¿¿{"start":{"line":532,"column":11},"end":{"line":532,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
11957¿UnaryExpression¿!¿14968¿¿¿¿{"start":{"line":532,"column":11},"end":{"line":532,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿UnaryExpression
11958¿Identifier¿¿14968¿v1510¿¿¿¿¿Identifier
11959¿IfStatement¿¿14968¿¿¿¿{"start":{"line":532,"column":8},"end":{"line":533,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿IfStatement
11960¿Identifier¿¿14968¿v1511¿¿¿¿¿Identifier
11961¿VariableDeclarator¿¿14968¿v1512¿¿¿{"start":{"line":533,"column":12},"end":{"line":533,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
11962¿CallExpression¿¿14968¿¿¿¿{"start":{"line":533,"column":12},"end":{"line":533,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
11963¿MemberExpression¿¿14968¿¿¿¿{"start":{"line":533,"column":12},"end":{"line":533,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
11964¿Identifier¿¿14968¿fs¿¿¿{"start":{"line":533,"column":12},"end":{"line":533,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
11965¿Identifier¿¿14968¿mkdirSync¿¿¿{"start":{"line":533,"column":15},"end":{"line":533,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
11966¿Identifier¿¿14968¿currentPath¿¿¿{"start":{"line":533,"column":25},"end":{"line":533,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
11967¿ExpressionStatement¿¿14968¿¿¿¿{"start":{"line":533,"column":12},"end":{"line":533,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
11968¿Identifier¿¿14968¿v1512¿¿¿¿¿Identifier
11969¿BlockStatement¿¿14968¿¿¿¿¿¿BlockStatement
11970¿VariableDeclarator¿¿14968¿v1513¿¿¿{"start":{"line":535,"column":21},"end":{"line":535,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
11971¿MemberExpression¿¿14968¿¿¿¿{"start":{"line":535,"column":21},"end":{"line":535,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
11972¿Identifier¿¿14968¿config¿¿¿{"start":{"line":535,"column":21},"end":{"line":535,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
11973¿Identifier¿¿14968¿mode¿¿¿{"start":{"line":535,"column":28},"end":{"line":535,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
11974¿VariableDeclarator¿¿14968¿v1514¿¿¿{"start":{"line":535,"column":11},"end":{"line":535,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
11975¿BinaryExpression¿===¿14968¿¿¿¿{"start":{"line":535,"column":11},"end":{"line":535,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
11976¿Literal¿string¿14968¿¿'dev'¿¿{"start":{"line":535,"column":11},"end":{"line":535,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
11977¿Identifier¿¿14968¿v1513¿¿¿¿¿Identifier
11978¿IfStatement¿¿14968¿¿¿¿{"start":{"line":535,"column":8},"end":{"line":538,"column":77},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿IfStatement
11979¿Identifier¿¿14968¿v1514¿¿¿¿¿Identifier
11980¿VariableDeclarator¿¿14968¿v1515¿¿¿{"start":{"line":536,"column":30},"end":{"line":536,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
11981¿BinaryExpression¿+¿14968¿¿¿¿{"start":{"line":536,"column":30},"end":{"line":536,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
11982¿Identifier¿¿14968¿currentPath¿¿¿{"start":{"line":536,"column":30},"end":{"line":536,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
11983¿Identifier¿¿14968¿TEMP_FILE¿¿¿{"start":{"line":536,"column":44},"end":{"line":536,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
11984¿VariableDeclarator¿¿14968¿v1516¿¿¿{"start":{"line":536,"column":76},"end":{"line":536,"column":98},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
11985¿BinaryExpression¿+¿14968¿¿¿¿{"start":{"line":536,"column":76},"end":{"line":536,"column":98},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
11986¿Identifier¿¿14968¿__inc¿¿¿{"start":{"line":536,"column":76},"end":{"line":536,"column":81},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
11987¿Literal¿string¿14968¿¿'errorInit.js'¿¿{"start":{"line":536,"column":84},"end":{"line":536,"column":98},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
11988¿VariableDeclarator¿¿14968¿v1517¿¿¿{"start":{"line":536,"column":60},"end":{"line":536,"column":99},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
11989¿CallExpression¿¿14968¿¿¿¿{"start":{"line":536,"column":60},"end":{"line":536,"column":99},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
11990¿MemberExpression¿¿14968¿¿¿¿{"start":{"line":536,"column":60},"end":{"line":536,"column":75},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
11991¿Identifier¿¿14968¿fs¿¿¿{"start":{"line":536,"column":60},"end":{"line":536,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
11992¿Identifier¿¿14968¿readFileSync¿¿¿{"start":{"line":536,"column":63},"end":{"line":536,"column":75},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
11993¿Identifier¿¿14968¿v1516¿¿¿¿¿Identifier
11994¿VariableDeclarator¿¿14968¿v1518¿¿¿{"start":{"line":536,"column":55},"end":{"line":536,"column":99},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
11995¿BinaryExpression¿+¿14968¿¿¿¿{"start":{"line":536,"column":55},"end":{"line":536,"column":99},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
11996¿Identifier¿¿14968¿NL¿¿¿{"start":{"line":536,"column":55},"end":{"line":536,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
11997¿Identifier¿¿14968¿v1517¿¿¿¿¿Identifier
11998¿VariableDeclarator¿¿14968¿v1519¿¿¿{"start":{"line":536,"column":12},"end":{"line":536,"column":100},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
11999¿CallExpression¿¿14968¿¿¿¿{"start":{"line":536,"column":12},"end":{"line":536,"column":100},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
12000¿MemberExpression¿¿14968¿¿¿¿{"start":{"line":536,"column":12},"end":{"line":536,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
12001¿Identifier¿¿14968¿fs¿¿¿{"start":{"line":536,"column":12},"end":{"line":536,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12002¿Identifier¿¿14968¿appendFileSync¿¿¿{"start":{"line":536,"column":15},"end":{"line":536,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12003¿Identifier¿¿14968¿v1515¿¿¿¿¿Identifier
12004¿Identifier¿¿14968¿v1518¿¿¿¿¿Identifier
12005¿ExpressionStatement¿¿14968¿¿¿¿{"start":{"line":536,"column":12},"end":{"line":536,"column":101},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
12006¿Identifier¿¿14968¿v1519¿¿¿¿¿Identifier
12007¿BlockStatement¿¿14968¿¿¿¿{"start":{"line":535,"column":34},"end":{"line":537,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BlockStatement
12008¿VariableDeclarator¿¿14968¿v1520¿¿¿{"start":{"line":538,"column":30},"end":{"line":538,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
12009¿BinaryExpression¿+¿14968¿¿¿¿{"start":{"line":538,"column":30},"end":{"line":538,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
12010¿Identifier¿¿14968¿currentPath¿¿¿{"start":{"line":538,"column":30},"end":{"line":538,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12011¿Identifier¿¿14968¿TEMP_FILE¿¿¿{"start":{"line":538,"column":44},"end":{"line":538,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12012¿VariableDeclarator¿¿14968¿v1521¿¿¿{"start":{"line":538,"column":55},"end":{"line":538,"column":75},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
12013¿BinaryExpression¿+¿14968¿¿¿¿{"start":{"line":538,"column":55},"end":{"line":538,"column":75},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
12014¿Identifier¿¿14968¿NL¿¿¿{"start":{"line":538,"column":55},"end":{"line":538,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12015¿Literal¿string¿14968¿¿'(function() {'¿¿{"start":{"line":538,"column":60},"end":{"line":538,"column":75},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
12016¿VariableDeclarator¿¿14968¿v1522¿¿¿{"start":{"line":538,"column":12},"end":{"line":538,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
12017¿CallExpression¿¿14968¿¿¿¿{"start":{"line":538,"column":12},"end":{"line":538,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
12018¿MemberExpression¿¿14968¿¿¿¿{"start":{"line":538,"column":12},"end":{"line":538,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
12019¿Identifier¿¿14968¿fs¿¿¿{"start":{"line":538,"column":12},"end":{"line":538,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12020¿Identifier¿¿14968¿appendFileSync¿¿¿{"start":{"line":538,"column":15},"end":{"line":538,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12021¿Identifier¿¿14968¿v1520¿¿¿¿¿Identifier
12022¿Identifier¿¿14968¿v1521¿¿¿¿¿Identifier
12023¿ExpressionStatement¿¿14968¿¿¿¿{"start":{"line":538,"column":12},"end":{"line":538,"column":77},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
12024¿Identifier¿¿14968¿v1522¿¿¿¿¿Identifier
12025¿BlockStatement¿¿14968¿¿¿¿¿¿BlockStatement
12026¿VariableDeclarator¿¿14968¿v1523¿¿¿{"start":{"line":539,"column":8},"end":{"line":539,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
12027¿CallExpression¿¿14968¿¿¿¿{"start":{"line":539,"column":8},"end":{"line":539,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
12028¿Identifier¿¿14968¿recursiveReaddirSync¿¿¿{"start":{"line":539,"column":8},"end":{"line":539,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12029¿Identifier¿¿14968¿__core¿¿¿{"start":{"line":539,"column":29},"end":{"line":539,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12030¿ExpressionStatement¿¿14968¿¿¿¿{"start":{"line":539,"column":8},"end":{"line":539,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
12031¿Identifier¿¿14968¿v1523¿¿¿¿¿Identifier
12032¿VariableDeclarator¿¿14968¿v1524¿¿¿{"start":{"line":541,"column":27},"end":{"line":541,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
12033¿MemberExpression¿¿14968¿¿¿¿{"start":{"line":541,"column":27},"end":{"line":541,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
12034¿Identifier¿¿14968¿config¿¿¿{"start":{"line":541,"column":27},"end":{"line":541,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12035¿Identifier¿¿14968¿modules¿¿¿{"start":{"line":541,"column":34},"end":{"line":541,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12036¿VariableDeclarator¿¿14968¿v1525¿¿¿{"start":{"line":541,"column":15},"end":{"line":541,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
12037¿CallExpression¿¿14968¿¿¿¿{"start":{"line":541,"column":15},"end":{"line":541,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
12038¿MemberExpression¿¿14968¿¿¿¿{"start":{"line":541,"column":15},"end":{"line":541,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
12039¿Identifier¿¿14968¿Object¿¿¿{"start":{"line":541,"column":15},"end":{"line":541,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12040¿Identifier¿¿14968¿keys¿¿¿{"start":{"line":541,"column":22},"end":{"line":541,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12041¿Identifier¿¿14968¿v1524¿¿¿¿¿Identifier
12042¿VariableDeclarator¿¿14968¿v1526¿¿¿{"start":{"line":541,"column":15},"end":{"line":541,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
12043¿MemberExpression¿¿14968¿¿¿¿{"start":{"line":541,"column":15},"end":{"line":541,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
12044¿Identifier¿¿14968¿v1525¿¿¿¿¿Identifier
12045¿Identifier¿¿14968¿length¿¿¿{"start":{"line":541,"column":43},"end":{"line":541,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12046¿VariableDeclarator¿¿14968¿v1527¿¿¿{"start":{"line":541,"column":11},"end":{"line":541,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
12047¿BinaryExpression¿<¿14968¿¿¿¿{"start":{"line":541,"column":11},"end":{"line":541,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
12048¿Literal¿number¿14968¿¿0¿¿{"start":{"line":541,"column":11},"end":{"line":541,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
12049¿Identifier¿¿14968¿v1526¿¿¿¿¿Identifier
12050¿IfStatement¿¿14968¿¿¿¿{"start":{"line":541,"column":8},"end":{"line":578,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿IfStatement
12051¿Identifier¿¿14968¿v1527¿¿¿¿¿Identifier
12052¿ExpressionStatement¿¿14968¿¿¿¿{"start":{"line":542,"column":12},"end":{"line":542,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
12053¿AssignmentExpression¿=¿14968¿¿¿¿{"start":{"line":542,"column":12},"end":{"line":542,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿AssignmentExpression
12054¿Identifier¿¿14968¿loopModules¿¿¿{"start":{"line":542,"column":12},"end":{"line":542,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12055¿Literal¿boolean¿14968¿¿true¿¿{"start":{"line":542,"column":26},"end":{"line":542,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
12056¿VariableDeclarator¿¿14968¿v1528¿¿¿{"start":{"line":544,"column":21},"end":{"line":544,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
12057¿MemberExpression¿¿14968¿¿¿¿{"start":{"line":544,"column":21},"end":{"line":544,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
12058¿Identifier¿¿14968¿config¿¿¿{"start":{"line":544,"column":21},"end":{"line":544,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12059¿Identifier¿¿14968¿modules¿¿¿{"start":{"line":544,"column":28},"end":{"line":544,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12060¿ForInStatement¿¿14968¿¿¿¿{"start":{"line":544,"column":12},"end":{"line":558,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ForInStatement
12061¿Identifier¿¿14968¿i¿¿¿{"start":{"line":544,"column":16},"end":{"line":544,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12062¿Identifier¿¿14968¿v1528¿¿¿¿¿Identifier
12063¿ExpressionStatement¿¿14968¿¿¿¿{"start":{"line":545,"column":16},"end":{"line":545,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
12064¿AssignmentExpression¿=¿14968¿¿¿¿{"start":{"line":545,"column":16},"end":{"line":545,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿AssignmentExpression
12065¿Identifier¿¿14968¿currentModule¿¿¿{"start":{"line":545,"column":16},"end":{"line":545,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12066¿Identifier¿¿14968¿i¿¿¿{"start":{"line":545,"column":32},"end":{"line":545,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12067¿VariableDeclarator¿¿14968¿v1529¿¿¿{"start":{"line":546,"column":33},"end":{"line":546,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
12068¿BinaryExpression¿+¿14968¿¿¿¿{"start":{"line":546,"column":33},"end":{"line":546,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
12069¿Identifier¿¿14968¿modulesPath¿¿¿{"start":{"line":546,"column":33},"end":{"line":546,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12070¿Identifier¿¿14968¿i¿¿¿{"start":{"line":546,"column":47},"end":{"line":546,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12071¿VariableDeclarator¿¿14968¿v1530¿¿¿{"start":{"line":546,"column":33},"end":{"line":546,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
12072¿BinaryExpression¿+¿14968¿¿¿¿{"start":{"line":546,"column":33},"end":{"line":546,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
12073¿Identifier¿¿14968¿v1529¿¿¿¿¿Identifier
12074¿Identifier¿¿14968¿DS¿¿¿{"start":{"line":546,"column":51},"end":{"line":546,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12075¿VariableDeclarator¿¿14968¿v1531¿¿¿{"start":{"line":546,"column":33},"end":{"line":546,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
12076¿BinaryExpression¿+¿14968¿¿¿¿{"start":{"line":546,"column":33},"end":{"line":546,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
12077¿Identifier¿¿14968¿v1530¿¿¿¿¿Identifier
12078¿Literal¿string¿14968¿¿'buns'¿¿{"start":{"line":546,"column":56},"end":{"line":546,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
12079¿VariableDeclarator¿¿14968¿modulePath¿¿¿{"start":{"line":546,"column":20},"end":{"line":546,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
12080¿BinaryExpression¿+¿14968¿¿¿¿{"start":{"line":546,"column":33},"end":{"line":546,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
12081¿Identifier¿¿14968¿v1531¿¿¿¿¿Identifier
12082¿Identifier¿¿14968¿DS¿¿¿{"start":{"line":546,"column":65},"end":{"line":546,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12083¿VariableDeclarator¿¿14968¿v1533¿¿¿{"start":{"line":546,"column":101},"end":{"line":548,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
12084¿FunctionExpression¿¿14968¿anon¿¿¿{"start":{"line":546,"column":101},"end":{"line":548,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿FunctionExpression
12085¿Identifier¿¿0¿val¿¿¿{"start":{"line":546,"column":110},"end":{"line":546,"column":113},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12086¿VariableDeclarator¿¿14975¿v1532¿¿¿{"start":{"line":547,"column":27},"end":{"line":547,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
12087¿MemberExpression¿¿14975¿¿¿¿{"start":{"line":547,"column":27},"end":{"line":547,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
12088¿Identifier¿¿14975¿val¿¿¿{"start":{"line":547,"column":27},"end":{"line":547,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12089¿Identifier¿¿14975¿name¿¿¿{"start":{"line":547,"column":31},"end":{"line":547,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12090¿ReturnStatement¿¿14975¿¿¿¿{"start":{"line":547,"column":20},"end":{"line":547,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ReturnStatement
12091¿Identifier¿¿14975¿v1532¿¿¿¿¿Identifier
12092¿BlockStatement¿¿14975¿¿¿¿{"start":{"line":546,"column":115},"end":{"line":548,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BlockStatement
12093¿VariableDeclarator¿¿14968¿loadedModules¿¿¿{"start":{"line":546,"column":69},"end":{"line":548,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
12094¿CallExpression¿¿14968¿¿¿¿{"start":{"line":546,"column":85},"end":{"line":548,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
12095¿MemberExpression¿¿14968¿¿¿¿{"start":{"line":546,"column":85},"end":{"line":546,"column":100},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
12096¿Identifier¿¿14968¿moduleOrder¿¿¿{"start":{"line":546,"column":85},"end":{"line":546,"column":96},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12097¿Identifier¿¿14968¿map¿¿¿{"start":{"line":546,"column":97},"end":{"line":546,"column":100},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
12098¿Identifier¿¿14968¿v1533¿¿¿¿¿Identifier
12099¿VariableDeclarator¿¿14968¿v1534¿¿¿{"start":{"line":550,"column":19},"end":{"line":550,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
12100¿UnaryExpression¿-¿14968¿¿¿¿{"start":{"line":550,"column":19},"end":{"line":550,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿UnaryExpression
12101¿Literal¿number¿14968¿¿1¿¿{"start":{"line":550,"column":20},"end":{"line":550,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
12102¿VariableDeclarator¿¿14968¿v1535¿¿¿{"start":{"line":550,"column":26},"end":{"line":550,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
12103¿CallExpression¿¿14968¿¿¿¿{"start":{"line":550,"column":26},"end":{"line":550,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
