Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
924¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":73,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Program
1181¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":26,"column":28},"end":{"line":26,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1182¿Identifier¿¿1643¿v121¿¿¿¿¿Identifier
1183¿Identifier¿¿1643¿footerTemplate¿¿¿{"start":{"line":26,"column":28},"end":{"line":26,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1184¿VariableDeclarator¿¿1643¿displayHeaderFooter¿¿¿{"start":{"line":26,"column":44},"end":{"line":26,"column":63},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1185¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":26,"column":44},"end":{"line":26,"column":63},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1186¿Identifier¿¿1643¿v121¿¿¿¿¿Identifier
1187¿Identifier¿¿1643¿displayHeaderFooter¿¿¿{"start":{"line":26,"column":44},"end":{"line":26,"column":63},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1188¿VariableDeclarator¿¿1643¿v122¿¿¿{"start":{"line":27,"column":9},"end":{"line":27,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1189¿LogicalExpression¿||¿1643¿¿¿¿{"start":{"line":27,"column":9},"end":{"line":27,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿LogicalExpression
1190¿Identifier¿¿1643¿headerTemplate¿¿¿{"start":{"line":27,"column":9},"end":{"line":27,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1191¿Identifier¿¿1643¿footerTemplate¿¿¿{"start":{"line":27,"column":27},"end":{"line":27,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1192¿VariableDeclarator¿¿1643¿v123¿¿¿{"start":{"line":27,"column":46},"end":{"line":27,"column":79},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1193¿BinaryExpression¿===¿1643¿¿¿¿{"start":{"line":27,"column":46},"end":{"line":27,"column":79},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿BinaryExpression
1194¿Identifier¿¿1643¿displayHeaderFooter¿¿¿{"start":{"line":27,"column":46},"end":{"line":27,"column":65},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1195¿Identifier¿¿1643¿undefined¿¿¿{"start":{"line":27,"column":70},"end":{"line":27,"column":79},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1196¿VariableDeclarator¿¿1643¿v124¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":79},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1197¿LogicalExpression¿&&¿1643¿¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":79},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿LogicalExpression
1198¿Identifier¿¿1643¿v122¿¿¿¿¿Identifier
1199¿Identifier¿¿1643¿v123¿¿¿¿¿Identifier
1200¿IfStatement¿¿1643¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":29,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿IfStatement
1201¿Identifier¿¿1643¿v124¿¿¿¿¿Identifier
1202¿VariableDeclarator¿¿1643¿v125¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1203¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1204¿Identifier¿¿1643¿config¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1205¿Identifier¿¿1643¿pdf_options¿¿¿{"start":{"line":28,"column":15},"end":{"line":28,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1206¿ExpressionStatement¿¿1643¿¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":54},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ExpressionStatement
1207¿AssignmentExpression¿=¿1643¿¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":53},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿AssignmentExpression
1208¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1209¿Identifier¿¿1643¿v125¿¿¿¿¿Identifier
1210¿Identifier¿¿1643¿displayHeaderFooter¿¿¿{"start":{"line":28,"column":27},"end":{"line":28,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1211¿Literal¿boolean¿1643¿¿true¿¿{"start":{"line":28,"column":49},"end":{"line":28,"column":53},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1212¿BlockStatement¿¿1643¿¿¿¿{"start":{"line":27,"column":81},"end":{"line":29,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿BlockStatement
1213¿VariableDeclarator¿¿1643¿arrayOptions¿¿¿{"start":{"line":30,"column":10},"end":{"line":30,"column":63},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1214¿ArrayExpression¿¿1643¿¿¿¿{"start":{"line":30,"column":25},"end":{"line":30,"column":63},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ArrayExpression
1215¿Literal¿string¿1643¿¿'body_class'¿¿{"start":{"line":30,"column":26},"end":{"line":30,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1216¿Literal¿string¿1643¿¿'script'¿¿{"start":{"line":30,"column":40},"end":{"line":30,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1217¿Literal¿string¿1643¿¿'stylesheet'¿¿{"start":{"line":30,"column":50},"end":{"line":30,"column":62},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1218¿VariableDeclarator¿¿1643¿option¿¿¿{"start":{"line":32,"column":15},"end":{"line":32,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1219¿ForOfStatement¿¿1643¿¿¿¿{"start":{"line":32,"column":4},"end":{"line":36,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ForOfStatement
1220¿Identifier¿¿1643¿option¿¿¿{"start":{"line":32,"column":15},"end":{"line":32,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1221¿Identifier¿¿1643¿arrayOptions¿¿¿{"start":{"line":32,"column":25},"end":{"line":32,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1222¿VariableDeclarator¿¿1643¿v126¿¿¿{"start":{"line":33,"column":27},"end":{"line":33,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1223¿MemberExpression¿computed¿1643¿¿¿¿{"start":{"line":33,"column":27},"end":{"line":33,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1224¿Identifier¿¿1643¿config¿¿¿{"start":{"line":33,"column":27},"end":{"line":33,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1225¿Identifier¿¿1643¿option¿¿¿{"start":{"line":33,"column":34},"end":{"line":33,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1226¿VariableDeclarator¿¿1643¿v127¿¿¿{"start":{"line":33,"column":13},"end":{"line":33,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1227¿CallExpression¿¿1643¿¿¿¿{"start":{"line":33,"column":13},"end":{"line":33,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿CallExpression
1228¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":33,"column":13},"end":{"line":33,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1229¿Identifier¿¿1643¿Array¿¿¿{"start":{"line":33,"column":13},"end":{"line":33,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1230¿Identifier¿¿1643¿isArray¿¿¿{"start":{"line":33,"column":19},"end":{"line":33,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1231¿Identifier¿¿1643¿v126¿¿¿¿¿Identifier
1232¿VariableDeclarator¿¿1643¿v128¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1233¿UnaryExpression¿!¿1643¿¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿UnaryExpression
1234¿Identifier¿¿1643¿v127¿¿¿¿¿Identifier
1235¿IfStatement¿¿1643¿¿¿¿{"start":{"line":33,"column":8},"end":{"line":35,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿IfStatement
1236¿Identifier¿¿1643¿v128¿¿¿¿¿Identifier
1237¿VariableDeclarator¿¿1643¿v129¿¿¿{"start":{"line":34,"column":30},"end":{"line":34,"column":44},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1238¿MemberExpression¿computed¿1643¿¿¿¿{"start":{"line":34,"column":30},"end":{"line":34,"column":44},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1239¿Identifier¿¿1643¿config¿¿¿{"start":{"line":34,"column":30},"end":{"line":34,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1240¿Identifier¿¿1643¿option¿¿¿{"start":{"line":34,"column":37},"end":{"line":34,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1241¿VariableDeclarator¿¿1643¿v130¿¿¿{"start":{"line":34,"column":29},"end":{"line":34,"column":45},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1242¿ArrayExpression¿¿1643¿¿¿¿{"start":{"line":34,"column":29},"end":{"line":34,"column":45},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ArrayExpression
1243¿Identifier¿¿1643¿v129¿¿¿¿¿Identifier
1244¿VariableDeclarator¿¿1643¿v131¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":61},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1245¿CallExpression¿¿1643¿¿¿¿{"start":{"line":34,"column":29},"end":{"line":34,"column":61},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿CallExpression
1246¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":34,"column":29},"end":{"line":34,"column":52},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1247¿Identifier¿¿1643¿v130¿¿¿¿¿Identifier
1248¿Identifier¿¿1643¿filter¿¿¿{"start":{"line":34,"column":46},"end":{"line":34,"column":52},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1249¿Identifier¿¿1643¿Boolean¿¿¿{"start":{"line":34,"column":53},"end":{"line":34,"column":60},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1250¿ExpressionStatement¿¿1643¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":62},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ExpressionStatement
1251¿AssignmentExpression¿=¿1643¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":61},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿AssignmentExpression
1252¿MemberExpression¿computed¿1643¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1253¿Identifier¿¿1643¿config¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1254¿Identifier¿¿1643¿option¿¿¿{"start":{"line":34,"column":19},"end":{"line":34,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1255¿Identifier¿¿1643¿v131¿¿¿¿¿Identifier
1256¿BlockStatement¿¿1643¿¿¿¿{"start":{"line":33,"column":44},"end":{"line":35,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿BlockStatement
1257¿BlockStatement¿¿1643¿¿¿¿{"start":{"line":32,"column":39},"end":{"line":36,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿BlockStatement
1258¿VariableDeclarator¿¿1643¿v132¿¿¿{"start":{"line":37,"column":29},"end":{"line":37,"column":86},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1259¿ArrayExpression¿¿1643¿¿¿¿{"start":{"line":37,"column":29},"end":{"line":37,"column":86},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ArrayExpression
1260¿Literal¿string¿1643¿¿'--marked-options'¿¿{"start":{"line":37,"column":30},"end":{"line":37,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1261¿Literal¿string¿1643¿¿'--pdf-options'¿¿{"start":{"line":37,"column":50},"end":{"line":37,"column":65},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1262¿Literal¿string¿1643¿¿'--launch-options'¿¿{"start":{"line":37,"column":67},"end":{"line":37,"column":85},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1263¿VariableDeclarator¿¿1643¿jsonArgs¿¿¿{"start":{"line":37,"column":10},"end":{"line":37,"column":87},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1264¿NewExpression¿¿1643¿¿¿¿{"start":{"line":37,"column":21},"end":{"line":37,"column":87},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿NewExpression
1265¿Identifier¿¿1643¿Set¿¿¿{"start":{"line":37,"column":25},"end":{"line":37,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1266¿Identifier¿¿1643¿v132¿¿¿¿¿Identifier
1267¿VariableDeclarator¿¿1643¿arg¿¿¿{"start":{"line":39,"column":15},"end":{"line":39,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1268¿VariableDeclarator¿¿1643¿v133¿¿¿{"start":{"line":39,"column":22},"end":{"line":39,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1269¿CallExpression¿¿1643¿¿¿¿{"start":{"line":39,"column":22},"end":{"line":39,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿CallExpression
1270¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":39,"column":22},"end":{"line":39,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1271¿Identifier¿¿1643¿Object¿¿¿{"start":{"line":39,"column":22},"end":{"line":39,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1272¿Identifier¿¿1643¿entries¿¿¿{"start":{"line":39,"column":29},"end":{"line":39,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1273¿Identifier¿¿1643¿args¿¿¿{"start":{"line":39,"column":37},"end":{"line":39,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1274¿ForOfStatement¿¿1643¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":43,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ForOfStatement
1275¿Identifier¿¿1643¿arg¿¿¿{"start":{"line":39,"column":15},"end":{"line":39,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1276¿Identifier¿¿1643¿v133¿¿¿¿¿Identifier
1277¿VariableDeclarator¿¿1643¿argKey¿¿¿{"start":{"line":40,"column":15},"end":{"line":40,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1278¿MemberExpression¿computed¿1643¿¿¿¿{"start":{"line":40,"column":15},"end":{"line":40,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1279¿Identifier¿¿1643¿arg¿¿¿{"start":{"line":40,"column":35},"end":{"line":40,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1280¿Literal¿number¿1643¿¿0¿¿¿¿Literal
1281¿VariableDeclarator¿¿1643¿argValue¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1282¿MemberExpression¿computed¿1643¿¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1283¿Identifier¿¿1643¿arg¿¿¿{"start":{"line":40,"column":35},"end":{"line":40,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1284¿Literal¿number¿1643¿¿1¿¿¿¿Literal
1285¿VariableDeclarator¿¿1643¿v134¿¿¿{"start":{"line":41,"column":20},"end":{"line":41,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1286¿CallExpression¿¿1643¿¿¿¿{"start":{"line":41,"column":20},"end":{"line":41,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿CallExpression
1287¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":41,"column":20},"end":{"line":41,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1288¿Identifier¿¿1643¿argKey¿¿¿{"start":{"line":41,"column":20},"end":{"line":41,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1289¿Identifier¿¿1643¿slice¿¿¿{"start":{"line":41,"column":27},"end":{"line":41,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1290¿Literal¿number¿1643¿¿2¿¿{"start":{"line":41,"column":33},"end":{"line":41,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1291¿VariableDeclarator¿¿1643¿key¿¿¿{"start":{"line":41,"column":14},"end":{"line":41,"column":54},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1292¿CallExpression¿¿1643¿¿¿¿{"start":{"line":41,"column":20},"end":{"line":41,"column":54},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿CallExpression
1293¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":41,"column":20},"end":{"line":41,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1294¿Identifier¿¿1643¿v134¿¿¿¿¿Identifier
1295¿Identifier¿¿1643¿replace¿¿¿{"start":{"line":41,"column":36},"end":{"line":41,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1296¿Literal¿object¿1643¿¿/-/g¿¿{"start":{"line":41,"column":44},"end":{"line":41,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1297¿Literal¿string¿1643¿¿'_'¿¿{"start":{"line":41,"column":50},"end":{"line":41,"column":53},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1298¿VariableDeclarator¿¿1643¿v135¿¿¿{"start":{"line":42,"column":22},"end":{"line":42,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1299¿CallExpression¿¿1643¿¿¿¿{"start":{"line":42,"column":22},"end":{"line":42,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿CallExpression
1300¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":42,"column":22},"end":{"line":42,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1301¿Identifier¿¿1643¿jsonArgs¿¿¿{"start":{"line":42,"column":22},"end":{"line":42,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1302¿Identifier¿¿1643¿has¿¿¿{"start":{"line":42,"column":31},"end":{"line":42,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1303¿Identifier¿¿1643¿argKey¿¿¿{"start":{"line":42,"column":35},"end":{"line":42,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1304¿VariableDeclarator¿¿1643¿v136¿¿¿{"start":{"line":42,"column":45},"end":{"line":42,"column":65},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1305¿CallExpression¿¿1643¿¿¿¿{"start":{"line":42,"column":45},"end":{"line":42,"column":65},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿CallExpression
1306¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":42,"column":45},"end":{"line":42,"column":55},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
