Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
612¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":100,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Program
894¿Literal¿string¿1071¿¿'.png'¿¿{"start":{"line":61,"column":9},"end":{"line":61,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
895¿ExpressionStatement¿¿1071¿¿¿¿{"start":{"line":62,"column":6},"end":{"line":62,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
896¿AssignmentExpression¿=¿1071¿¿¿¿{"start":{"line":62,"column":6},"end":{"line":62,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿AssignmentExpression
897¿Identifier¿¿1071¿mimeType¿¿¿{"start":{"line":62,"column":6},"end":{"line":62,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
898¿Literal¿string¿1071¿¿'image/png'¿¿{"start":{"line":62,"column":17},"end":{"line":62,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
899¿BreakStatement¿¿1071¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿BreakStatement
900¿SwitchCase¿¿1071¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":66,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿SwitchCase
901¿Literal¿string¿1071¿¿'.svg'¿¿{"start":{"line":64,"column":9},"end":{"line":64,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
902¿ExpressionStatement¿¿1071¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
903¿AssignmentExpression¿=¿1071¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿AssignmentExpression
904¿Identifier¿¿1071¿mimeType¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
905¿Literal¿string¿1071¿¿'image/svg+xml'¿¿{"start":{"line":65,"column":17},"end":{"line":65,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
906¿BreakStatement¿¿1071¿¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿BreakStatement
907¿SwitchCase¿¿1071¿¿¿¿{"start":{"line":67,"column":4},"end":{"line":69,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿SwitchCase
908¿Literal¿string¿1071¿¿'.gif'¿¿{"start":{"line":67,"column":9},"end":{"line":67,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
909¿ExpressionStatement¿¿1071¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
910¿AssignmentExpression¿=¿1071¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿AssignmentExpression
911¿Identifier¿¿1071¿mimeType¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
912¿Literal¿string¿1071¿¿'image/gif'¿¿{"start":{"line":68,"column":17},"end":{"line":68,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
913¿BreakStatement¿¿1071¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿BreakStatement
914¿SwitchCase¿¿1071¿¿¿¿{"start":{"line":71,"column":4},"end":{"line":73,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿SwitchCase
915¿Literal¿string¿1071¿¿'.ttf'¿¿{"start":{"line":71,"column":9},"end":{"line":71,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
916¿ExpressionStatement¿¿1071¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
917¿AssignmentExpression¿=¿1071¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿AssignmentExpression
918¿Identifier¿¿1071¿mimeType¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
919¿Literal¿string¿1071¿¿'font/ttf'¿¿{"start":{"line":72,"column":17},"end":{"line":72,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
920¿BreakStatement¿¿1071¿¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿BreakStatement
921¿SwitchCase¿¿1071¿¿¿¿{"start":{"line":74,"column":4},"end":{"line":76,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿SwitchCase
922¿Literal¿string¿1071¿¿'.woff'¿¿{"start":{"line":74,"column":9},"end":{"line":74,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
923¿ExpressionStatement¿¿1071¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
924¿AssignmentExpression¿=¿1071¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿AssignmentExpression
925¿Identifier¿¿1071¿mimeType¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
926¿Literal¿string¿1071¿¿'font/woff'¿¿{"start":{"line":75,"column":17},"end":{"line":75,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
927¿BreakStatement¿¿1071¿¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿BreakStatement
928¿SwitchCase¿¿1071¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":79,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿SwitchCase
929¿Literal¿string¿1071¿¿'.woff2'¿¿{"start":{"line":77,"column":9},"end":{"line":77,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
930¿ExpressionStatement¿¿1071¿¿¿¿{"start":{"line":78,"column":6},"end":{"line":78,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
931¿AssignmentExpression¿=¿1071¿¿¿¿{"start":{"line":78,"column":6},"end":{"line":78,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿AssignmentExpression
932¿Identifier¿¿1071¿mimeType¿¿¿{"start":{"line":78,"column":6},"end":{"line":78,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
933¿Literal¿string¿1071¿¿'font/woff2'¿¿{"start":{"line":78,"column":17},"end":{"line":78,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
934¿BreakStatement¿¿1071¿¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿BreakStatement
935¿SwitchCase¿¿1071¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":83,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿SwitchCase
936¿Literal¿string¿1071¿¿'.pdf'¿¿{"start":{"line":81,"column":9},"end":{"line":81,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
937¿ExpressionStatement¿¿1071¿¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
938¿AssignmentExpression¿=¿1071¿¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿AssignmentExpression
939¿Identifier¿¿1071¿mimeType¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
940¿Literal¿string¿1071¿¿'application/pdf'¿¿{"start":{"line":82,"column":17},"end":{"line":82,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
941¿BreakStatement¿¿1071¿¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿BreakStatement
942¿SwitchCase¿¿1071¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":85,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿SwitchCase
943¿BreakStatement¿¿1071¿¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿BreakStatement
944¿VariableDeclarator¿¿1071¿v66¿¿¿{"start":{"line":87,"column":2},"end":{"line":87,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
945¿CallExpression¿¿1071¿¿¿¿{"start":{"line":87,"column":2},"end":{"line":87,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
946¿MemberExpression¿¿1071¿¿¿¿{"start":{"line":87,"column":2},"end":{"line":87,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿MemberExpression
947¿Identifier¿¿1071¿res¿¿¿{"start":{"line":87,"column":2},"end":{"line":87,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
948¿Identifier¿¿1071¿setHeader¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
949¿Literal¿string¿1071¿¿'Content-Type'¿¿{"start":{"line":87,"column":16},"end":{"line":87,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
950¿Identifier¿¿1071¿mimeType¿¿¿{"start":{"line":87,"column":32},"end":{"line":87,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
951¿ExpressionStatement¿¿1071¿¿¿¿{"start":{"line":87,"column":2},"end":{"line":87,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
952¿Identifier¿¿1071¿v66¿¿¿¿¿Identifier
953¿VariableDeclarator¿¿1071¿v67¿¿¿{"start":{"line":88,"column":34},"end":{"line":88,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
954¿ObjectExpression¿¿1071¿¿¿¿{"start":{"line":88,"column":34},"end":{"line":88,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ObjectExpression
955¿Property¿¿1071¿¿¿¿{"start":{"line":88,"column":36},"end":{"line":88,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Property
956¿Identifier¿¿1071¿flag¿¿¿{"start":{"line":88,"column":36},"end":{"line":88,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
957¿Literal¿string¿1071¿¿'rs+'¿¿{"start":{"line":88,"column":42},"end":{"line":88,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
958¿VariableDeclarator¿¿1071¿v68¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
959¿CallExpression¿¿1071¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
960¿MemberExpression¿¿1071¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿MemberExpression
961¿Identifier¿¿1071¿fs¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
962¿Identifier¿¿1071¿readFileSync¿¿¿{"start":{"line":88,"column":15},"end":{"line":88,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
963¿Identifier¿¿1071¿path¿¿¿{"start":{"line":88,"column":28},"end":{"line":88,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
964¿Identifier¿¿1071¿v67¿¿¿¿¿Identifier
965¿VariableDeclarator¿¿1071¿v69¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
966¿CallExpression¿¿1071¿¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
967¿MemberExpression¿¿1071¿¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿MemberExpression
968¿Identifier¿¿1071¿res¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
969¿Identifier¿¿1071¿write¿¿¿{"start":{"line":88,"column":6},"end":{"line":88,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
970¿Identifier¿¿1071¿v68¿¿¿¿¿Identifier
971¿ExpressionStatement¿¿1071¿¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
972¿Identifier¿¿1071¿v69¿¿¿¿¿Identifier
973¿VariableDeclarator¿¿1071¿v70¿¿¿{"start":{"line":89,"column":2},"end":{"line":89,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
974¿CallExpression¿¿1071¿¿¿¿{"start":{"line":89,"column":2},"end":{"line":89,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
975¿MemberExpression¿¿1071¿¿¿¿{"start":{"line":89,"column":2},"end":{"line":89,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿MemberExpression
976¿Identifier¿¿1071¿res¿¿¿{"start":{"line":89,"column":2},"end":{"line":89,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
977¿Identifier¿¿1071¿end¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
978¿ExpressionStatement¿¿1071¿¿¿¿{"start":{"line":89,"column":2},"end":{"line":89,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
979¿Identifier¿¿1071¿v70¿¿¿¿¿Identifier
980¿BlockStatement¿¿1071¿¿¿¿{"start":{"line":9,"column":47},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿BlockStatement
981¿VariableDeclarator¿¿1069¿server¿¿¿{"start":{"line":9,"column":6},"end":{"line":90,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
982¿CallExpression¿¿1069¿¿¿¿{"start":{"line":9,"column":15},"end":{"line":90,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
983¿MemberExpression¿¿1069¿¿¿¿{"start":{"line":9,"column":15},"end":{"line":9,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿MemberExpression
984¿Identifier¿¿1069¿http¿¿¿{"start":{"line":9,"column":15},"end":{"line":9,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
985¿Identifier¿¿1069¿createServer¿¿¿{"start":{"line":9,"column":20},"end":{"line":9,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
986¿Identifier¿¿1069¿v71¿¿¿¿¿Identifier
987¿VariableDeclarator¿¿1069¿v74¿¿¿{"start":{"line":91,"column":25},"end":{"line":94,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
988¿ArrowFunctionExpression¿¿1069¿¿¿¿{"start":{"line":91,"column":25},"end":{"line":94,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ArrowFunctionExpression
989¿Identifier¿¿0¿err¿¿¿{"start":{"line":91,"column":26},"end":{"line":91,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
990¿Identifier¿¿0¿socket¿¿¿{"start":{"line":91,"column":31},"end":{"line":91,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
991¿VariableDeclarator¿¿1094¿v72¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
992¿CallExpression¿¿1094¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
993¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿MemberExpression
994¿Identifier¿¿1094¿console¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
995¿Identifier¿¿1094¿error¿¿¿{"start":{"line":92,"column":10},"end":{"line":92,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
996¿Identifier¿¿1094¿err¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
997¿ExpressionStatement¿¿1094¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
998¿Identifier¿¿1094¿v72¿¿¿¿¿Identifier
999¿VariableDeclarator¿¿1094¿v73¿¿¿{"start":{"line":93,"column":2},"end":{"line":93,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
1000¿CallExpression¿¿1094¿¿¿¿{"start":{"line":93,"column":2},"end":{"line":93,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
1001¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":93,"column":2},"end":{"line":93,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿MemberExpression
1002¿Identifier¿¿1094¿socket¿¿¿{"start":{"line":93,"column":2},"end":{"line":93,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1003¿Identifier¿¿1094¿end¿¿¿{"start":{"line":93,"column":9},"end":{"line":93,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1004¿Literal¿string¿1094¿¿'HTTP/1.1 400 Bad Request\r\n\r\n'¿¿{"start":{"line":93,"column":13},"end":{"line":93,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
1005¿ExpressionStatement¿¿1094¿¿¿¿{"start":{"line":93,"column":2},"end":{"line":93,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
1006¿Identifier¿¿1094¿v73¿¿¿¿¿Identifier
1007¿BlockStatement¿¿1094¿¿¿¿{"start":{"line":91,"column":42},"end":{"line":94,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿BlockStatement
1008¿VariableDeclarator¿¿1069¿v75¿¿¿{"start":{"line":91,"column":0},"end":{"line":94,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
1009¿CallExpression¿¿1069¿¿¿¿{"start":{"line":91,"column":0},"end":{"line":94,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
1010¿MemberExpression¿¿1069¿¿¿¿{"start":{"line":91,"column":0},"end":{"line":91,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿MemberExpression
1011¿Identifier¿¿1069¿server¿¿¿{"start":{"line":91,"column":0},"end":{"line":91,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1012¿Identifier¿¿1069¿on¿¿¿{"start":{"line":91,"column":7},"end":{"line":91,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1013¿Literal¿string¿1069¿¿'clientError'¿¿{"start":{"line":91,"column":10},"end":{"line":91,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
1014¿Identifier¿¿1069¿v74¿¿¿¿¿Identifier
1015¿ExpressionStatement¿¿1069¿¿¿¿{"start":{"line":91,"column":0},"end":{"line":94,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
1016¿Identifier¿¿1069¿v75¿¿¿¿¿Identifier
1017¿VariableDeclarator¿¿1069¿start¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":123},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
1018¿ArrowFunctionExpression¿¿1069¿¿¿¿{"start":{"line":96,"column":14},"end":{"line":96,"column":123},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ArrowFunctionExpression
1019¿Identifier¿¿0¿port¿¿¿{"start":{"line":96,"column":15},"end":{"line":96,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1020¿Identifier¿¿0¿hostname¿¿¿{"start":{"line":96,"column":21},"end":{"line":96,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1021¿VariableDeclarator¿¿1096¿v77¿¿¿{"start":{"line":96,"column":65},"end":{"line":96,"column":121},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
1022¿ArrowFunctionExpression¿¿1096¿¿¿¿{"start":{"line":96,"column":65},"end":{"line":96,"column":121},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ArrowFunctionExpression
1023¿VariableDeclarator¿¿1098¿v76¿¿¿{"start":{"line":96,"column":72},"end":{"line":96,"column":120},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
1024¿CallExpression¿¿1098¿¿¿¿{"start":{"line":96,"column":72},"end":{"line":96,"column":120},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
1025¿MemberExpression¿¿1098¿¿¿¿{"start":{"line":96,"column":72},"end":{"line":96,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿MemberExpression
1026¿Identifier¿¿1098¿console¿¿¿{"start":{"line":96,"column":72},"end":{"line":96,"column":79},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1027¿Identifier¿¿1098¿log¿¿¿{"start":{"line":96,"column":80},"end":{"line":96,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1028¿Literal¿string¿1098¿¿'Waiting for client to connect ...'¿¿{"start":{"line":96,"column":84},"end":{"line":96,"column":119},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
1029¿ReturnStatement¿¿1098¿¿¿¿¿¿ReturnStatement
1030¿Identifier¿¿1098¿v76¿¿¿¿¿Identifier
1031¿BlockStatement¿¿1098¿¿¿¿¿¿BlockStatement
1032¿VariableDeclarator¿¿1096¿v78¿¿¿{"start":{"line":96,"column":35},"end":{"line":96,"column":122},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
1033¿CallExpression¿¿1096¿¿¿¿{"start":{"line":96,"column":35},"end":{"line":96,"column":122},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
