Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3175¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":270,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Program
4651¿TryStatement¿¿5521¿¿¿¿{"start":{"line":176,"column":12},"end":{"line":188,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿TryStatement
4652¿VariableDeclarator¿¿5521¿v471¿¿¿{"start":{"line":177,"column":48},"end":{"line":177,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
4653¿TemplateLiteral¿¿5521¿¿¿¿{"start":{"line":177,"column":48},"end":{"line":177,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿TemplateLiteral
4654¿VariableDeclarator¿¿5521¿v472¿¿¿{"start":{"line":177,"column":35},"end":{"line":177,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
4655¿CallExpression¿¿5521¿¿¿¿{"start":{"line":177,"column":35},"end":{"line":177,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
4656¿MemberExpression¿¿5521¿¿¿¿{"start":{"line":177,"column":35},"end":{"line":177,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
4657¿ThisExpression¿¿5521¿¿¿¿{"start":{"line":177,"column":35},"end":{"line":177,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ThisExpression
4658¿Identifier¿¿5521¿gitExec¿¿¿{"start":{"line":177,"column":40},"end":{"line":177,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4659¿Identifier¿¿5521¿v471¿¿¿¿¿Identifier
4660¿VariableDeclarator¿¿5521¿hash¿¿¿{"start":{"line":177,"column":22},"end":{"line":177,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
4661¿YieldExpression¿¿5521¿¿¿¿{"start":{"line":177,"column":29},"end":{"line":177,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿YieldExpression
4662¿Identifier¿¿5521¿v472¿¿¿¿¿Identifier
4663¿VariableDeclarator¿¿5521¿v473¿¿¿{"start":{"line":178,"column":36},"end":{"line":178,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
4664¿CallExpression¿¿5521¿¿¿¿{"start":{"line":178,"column":36},"end":{"line":178,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
4665¿MemberExpression¿¿5521¿¿¿¿{"start":{"line":178,"column":36},"end":{"line":178,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
4666¿Identifier¿¿5521¿hash¿¿¿{"start":{"line":178,"column":36},"end":{"line":178,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4667¿Identifier¿¿5521¿split¿¿¿{"start":{"line":178,"column":41},"end":{"line":178,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4668¿Literal¿string¿5521¿¿'\n'¿¿{"start":{"line":178,"column":47},"end":{"line":178,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Literal
4669¿VariableDeclarator¿¿5521¿lastOtherHash¿¿¿{"start":{"line":178,"column":20},"end":{"line":178,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
4670¿MemberExpression¿computed¿5521¿¿¿¿{"start":{"line":178,"column":36},"end":{"line":178,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
4671¿Identifier¿¿5521¿v473¿¿¿¿¿Identifier
4672¿Literal¿number¿5521¿¿1¿¿{"start":{"line":178,"column":53},"end":{"line":178,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Literal
4673¿VariableDeclarator¿¿5521¿v474¿¿¿{"start":{"line":179,"column":20},"end":{"line":179,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
4674¿UnaryExpression¿!¿5521¿¿¿¿{"start":{"line":179,"column":20},"end":{"line":179,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿UnaryExpression
4675¿Identifier¿¿5521¿lastOtherHash¿¿¿{"start":{"line":179,"column":21},"end":{"line":179,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4676¿IfStatement¿¿5521¿¿¿¿{"start":{"line":179,"column":16},"end":{"line":181,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿IfStatement
4677¿Identifier¿¿5521¿v474¿¿¿¿¿Identifier
4678¿VariableDeclarator¿¿5521¿v475¿¿¿{"start":{"line":180,"column":47},"end":{"line":180,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
4679¿MemberExpression¿¿5521¿¿¿¿{"start":{"line":180,"column":47},"end":{"line":180,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
4680¿Identifier¿¿5521¿hash¿¿¿{"start":{"line":180,"column":47},"end":{"line":180,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4681¿Identifier¿¿5521¿length¿¿¿{"start":{"line":180,"column":52},"end":{"line":180,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4682¿VariableDeclarator¿¿5521¿v476¿¿¿{"start":{"line":180,"column":47},"end":{"line":180,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
4683¿BinaryExpression¿/¿5521¿¿¿¿{"start":{"line":180,"column":47},"end":{"line":180,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿BinaryExpression
4684¿Identifier¿¿5521¿v475¿¿¿¿¿Identifier
4685¿Literal¿number¿5521¿¿2¿¿{"start":{"line":180,"column":61},"end":{"line":180,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Literal
4686¿ExpressionStatement¿¿5521¿¿¿¿{"start":{"line":180,"column":20},"end":{"line":180,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
4687¿AssignmentExpression¿=¿5521¿¿¿¿{"start":{"line":180,"column":20},"end":{"line":180,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿AssignmentExpression
4688¿Identifier¿¿5521¿lastOtherHash¿¿¿{"start":{"line":180,"column":20},"end":{"line":180,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4689¿CallExpression¿¿5521¿¿¿¿{"start":{"line":180,"column":36},"end":{"line":180,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
4690¿MemberExpression¿¿5521¿¿¿¿{"start":{"line":180,"column":36},"end":{"line":180,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
4691¿Identifier¿¿5521¿hash¿¿¿{"start":{"line":180,"column":36},"end":{"line":180,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4692¿Identifier¿¿5521¿slice¿¿¿{"start":{"line":180,"column":41},"end":{"line":180,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4693¿Identifier¿¿5521¿v476¿¿¿¿¿Identifier
4694¿BlockStatement¿¿5521¿¿¿¿{"start":{"line":179,"column":36},"end":{"line":181,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿BlockStatement
4695¿ExpressionStatement¿¿5521¿¿¿¿{"start":{"line":182,"column":16},"end":{"line":182,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
4696¿AssignmentExpression¿=¿5521¿¿¿¿{"start":{"line":182,"column":16},"end":{"line":182,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿AssignmentExpression
4697¿Identifier¿¿5521¿lastOtherHash¿¿¿{"start":{"line":182,"column":16},"end":{"line":182,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4698¿CallExpression¿¿5521¿¿¿¿{"start":{"line":182,"column":32},"end":{"line":182,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
4699¿MemberExpression¿¿5521¿¿¿¿{"start":{"line":182,"column":32},"end":{"line":182,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
4700¿Identifier¿¿5521¿lastOtherHash¿¿¿{"start":{"line":182,"column":32},"end":{"line":182,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4701¿Identifier¿¿5521¿replace¿¿¿{"start":{"line":182,"column":46},"end":{"line":182,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4702¿Literal¿object¿5521¿¿/'/g¿¿{"start":{"line":182,"column":54},"end":{"line":182,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Literal
4703¿Literal¿string¿5521¿¿''¿¿{"start":{"line":182,"column":60},"end":{"line":182,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Literal
4704¿VariableDeclarator¿¿5521¿v477¿¿¿{"start":{"line":183,"column":55},"end":{"line":183,"column":96},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
4705¿TemplateLiteral¿¿5521¿¿¿¿{"start":{"line":183,"column":55},"end":{"line":183,"column":96},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿TemplateLiteral
4706¿Identifier¿¿5521¿lastOtherHash¿¿¿{"start":{"line":183,"column":67},"end":{"line":183,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4707¿VariableDeclarator¿¿5521¿v478¿¿¿{"start":{"line":183,"column":42},"end":{"line":183,"column":97},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
4708¿CallExpression¿¿5521¿¿¿¿{"start":{"line":183,"column":42},"end":{"line":183,"column":97},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
4709¿MemberExpression¿¿5521¿¿¿¿{"start":{"line":183,"column":42},"end":{"line":183,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
4710¿ThisExpression¿¿5521¿¿¿¿{"start":{"line":183,"column":42},"end":{"line":183,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ThisExpression
4711¿Identifier¿¿5521¿gitExec¿¿¿{"start":{"line":183,"column":47},"end":{"line":183,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4712¿Identifier¿¿5521¿v477¿¿¿¿¿Identifier
4713¿VariableDeclarator¿¿5521¿lastChanges¿¿¿{"start":{"line":183,"column":22},"end":{"line":183,"column":97},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
4714¿YieldExpression¿¿5521¿¿¿¿{"start":{"line":183,"column":36},"end":{"line":183,"column":97},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿YieldExpression
4715¿Identifier¿¿5521¿v478¿¿¿¿¿Identifier
4716¿VariableDeclarator¿¿5521¿v479¿¿¿{"start":{"line":184,"column":16},"end":{"line":184,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
4717¿CallExpression¿¿5521¿¿¿¿{"start":{"line":184,"column":16},"end":{"line":184,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
4718¿Identifier¿¿5521¿resolve¿¿¿{"start":{"line":184,"column":16},"end":{"line":184,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4719¿Identifier¿¿5521¿lastChanges¿¿¿{"start":{"line":184,"column":24},"end":{"line":184,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4720¿ExpressionStatement¿¿5521¿¿¿¿{"start":{"line":184,"column":16},"end":{"line":184,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
4721¿Identifier¿¿5521¿v479¿¿¿¿¿Identifier
4722¿BlockStatement¿¿5521¿¿¿¿{"start":{"line":176,"column":16},"end":{"line":185,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿BlockStatement
4723¿CatchClause¿¿5521¿¿¿¿{"start":{"line":186,"column":12},"end":{"line":188,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CatchClause
4724¿VariableDeclarator¿¿5521¿v480¿¿¿{"start":{"line":187,"column":16},"end":{"line":187,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
4725¿CallExpression¿¿5521¿¿¿¿{"start":{"line":187,"column":16},"end":{"line":187,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
4726¿Identifier¿¿5521¿reject¿¿¿{"start":{"line":187,"column":16},"end":{"line":187,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4727¿Identifier¿¿5521¿err¿¿¿{"start":{"line":187,"column":23},"end":{"line":187,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4728¿ExpressionStatement¿¿5521¿¿¿¿{"start":{"line":187,"column":16},"end":{"line":187,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
4729¿Identifier¿¿5521¿v480¿¿¿¿¿Identifier
4730¿BlockStatement¿¿5521¿¿¿¿{"start":{"line":186,"column":24},"end":{"line":188,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿BlockStatement
4731¿Identifier¿¿5521¿err¿¿¿{"start":{"line":186,"column":19},"end":{"line":186,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4732¿BlockStatement¿¿5521¿¿¿¿{"start":{"line":175,"column":93},"end":{"line":189,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿BlockStatement
4733¿VariableDeclarator¿¿5519¿v482¿¿¿{"start":{"line":175,"column":48},"end":{"line":189,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
4734¿CallExpression¿¿5519¿¿¿¿{"start":{"line":175,"column":48},"end":{"line":189,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
4735¿Identifier¿¿5519¿__awaiter¿¿¿{"start":{"line":175,"column":48},"end":{"line":175,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4736¿ThisExpression¿¿5519¿¿¿¿{"start":{"line":175,"column":58},"end":{"line":175,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ThisExpression
4737¿Identifier¿¿5519¿v469¿¿¿¿¿Identifier
4738¿Identifier¿¿5519¿v470¿¿¿¿¿Identifier
4739¿Identifier¿¿5519¿v481¿¿¿¿¿Identifier
4740¿ReturnStatement¿¿5519¿¿¿¿¿¿ReturnStatement
4741¿Identifier¿¿5519¿v482¿¿¿¿¿Identifier
4742¿BlockStatement¿¿5519¿¿¿¿¿¿BlockStatement
4743¿VariableDeclarator¿¿5517¿v484¿¿¿{"start":{"line":175,"column":15},"end":{"line":189,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
4744¿NewExpression¿¿5517¿¿¿¿{"start":{"line":175,"column":15},"end":{"line":189,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿NewExpression
4745¿Identifier¿¿5517¿Promise¿¿¿{"start":{"line":175,"column":19},"end":{"line":175,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4746¿Identifier¿¿5517¿v483¿¿¿¿¿Identifier
4747¿ReturnStatement¿¿5517¿¿¿¿{"start":{"line":175,"column":8},"end":{"line":189,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ReturnStatement
4748¿Identifier¿¿5517¿v484¿¿¿¿¿Identifier
4749¿BlockStatement¿¿5517¿¿¿¿{"start":{"line":174,"column":21},"end":{"line":190,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿BlockStatement
4750¿ExpressionStatement¿¿5395¿¿¿¿{"start":{"line":15,"column":0},"end":{"line":269,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
4751¿AssignmentExpression¿=¿5395¿¿¿¿{"start":{"line":15,"column":0},"end":{"line":269,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿AssignmentExpression
4752¿MemberExpression¿¿5395¿¿¿¿{"start":{"line":15,"column":0},"end":{"line":269,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
4753¿Identifier¿¿5395¿Git¿¿¿{"start":{"line":15,"column":6},"end":{"line":15,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4754¿Identifier¿¿5395¿getLastChanges¿¿¿{"start":{"line":174,"column":4},"end":{"line":174,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4755¿Identifier¿¿5395¿getLastChanges¿¿¿{"start":{"line":174,"column":4},"end":{"line":174,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4756¿VariableDeclarator¿¿5395¿removeLocalBranch¿¿¿{"start":{"line":15,"column":0},"end":{"line":269,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
4757¿FunctionExpression¿¿5395¿removeLocalBranch¿¿¿{"start":{"line":191,"column":21},"end":{"line":193,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿FunctionExpression
4758¿Identifier¿¿0¿branchName¿¿¿{"start":{"line":191,"column":22},"end":{"line":191,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4759¿VariableDeclarator¿¿5525¿v485¿¿¿{"start":{"line":192,"column":28},"end":{"line":192,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
4760¿TemplateLiteral¿¿5525¿¿¿¿{"start":{"line":192,"column":28},"end":{"line":192,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿TemplateLiteral
4761¿Identifier¿¿5525¿branchName¿¿¿{"start":{"line":192,"column":41},"end":{"line":192,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4762¿VariableDeclarator¿¿5525¿v486¿¿¿{"start":{"line":192,"column":15},"end":{"line":192,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
4763¿CallExpression¿¿5525¿¿¿¿{"start":{"line":192,"column":15},"end":{"line":192,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
4764¿MemberExpression¿¿5525¿¿¿¿{"start":{"line":192,"column":15},"end":{"line":192,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
4765¿ThisExpression¿¿5525¿¿¿¿{"start":{"line":192,"column":15},"end":{"line":192,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ThisExpression
4766¿Identifier¿¿5525¿gitExec¿¿¿{"start":{"line":192,"column":20},"end":{"line":192,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4767¿Identifier¿¿5525¿v485¿¿¿¿¿Identifier
4768¿ReturnStatement¿¿5525¿¿¿¿{"start":{"line":192,"column":8},"end":{"line":192,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ReturnStatement
4769¿Identifier¿¿5525¿v486¿¿¿¿¿Identifier
4770¿BlockStatement¿¿5525¿¿¿¿{"start":{"line":191,"column":34},"end":{"line":193,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿BlockStatement
4771¿ExpressionStatement¿¿5395¿¿¿¿{"start":{"line":15,"column":0},"end":{"line":269,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
4772¿AssignmentExpression¿=¿5395¿¿¿¿{"start":{"line":15,"column":0},"end":{"line":269,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿AssignmentExpression
4773¿MemberExpression¿¿5395¿¿¿¿{"start":{"line":15,"column":0},"end":{"line":269,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
4774¿Identifier¿¿5395¿Git¿¿¿{"start":{"line":15,"column":6},"end":{"line":15,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4775¿Identifier¿¿5395¿removeLocalBranch¿¿¿{"start":{"line":191,"column":4},"end":{"line":191,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4776¿Identifier¿¿5395¿removeLocalBranch¿¿¿{"start":{"line":191,"column":4},"end":{"line":191,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4777¿VariableDeclarator¿¿5395¿removeRemoteBranch¿¿¿{"start":{"line":15,"column":0},"end":{"line":269,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
4778¿FunctionExpression¿¿5395¿removeRemoteBranch¿¿¿{"start":{"line":194,"column":22},"end":{"line":196,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿FunctionExpression
4779¿Identifier¿¿0¿branchName¿¿¿{"start":{"line":194,"column":23},"end":{"line":194,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4780¿VariableDeclarator¿¿5527¿v487¿¿¿{"start":{"line":195,"column":28},"end":{"line":195,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
4781¿TemplateLiteral¿¿5527¿¿¿¿{"start":{"line":195,"column":28},"end":{"line":195,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿TemplateLiteral
4782¿Identifier¿¿5527¿branchName¿¿¿{"start":{"line":195,"column":52},"end":{"line":195,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
4783¿VariableDeclarator¿¿5527¿v488¿¿¿{"start":{"line":195,"column":15},"end":{"line":195,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
4784¿CallExpression¿¿5527¿¿¿¿{"start":{"line":195,"column":15},"end":{"line":195,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
