Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1123¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":180,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Program
1409¿Identifier¿¿1970¿v147¿¿¿¿¿Identifier
1410¿Literal¿boolean¿1970¿¿true¿¿{"start":{"line":58,"column":24},"end":{"line":58,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1411¿IfStatement¿¿1970¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":68,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿IfStatement
1412¿Identifier¿¿1970¿v148¿¿¿¿¿Identifier
1413¿VariableDeclarator¿¿1970¿v149¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1414¿CallExpression¿¿1970¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1415¿MemberExpression¿¿1970¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1416¿Identifier¿¿1970¿res¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1417¿Identifier¿¿1970¿setHeader¿¿¿{"start":{"line":61,"column":10},"end":{"line":61,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1418¿Literal¿string¿1970¿¿'Access-Control-Allow-Origin'¿¿{"start":{"line":61,"column":20},"end":{"line":61,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1419¿Literal¿string¿1970¿¿'*'¿¿{"start":{"line":61,"column":51},"end":{"line":61,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1420¿ExpressionStatement¿¿1970¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1421¿Identifier¿¿1970¿v149¿¿¿¿¿Identifier
1422¿VariableDeclarator¿¿1970¿v150¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":93},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1423¿CallExpression¿¿1970¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":93},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1424¿MemberExpression¿¿1970¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1425¿Identifier¿¿1970¿res¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1426¿Identifier¿¿1970¿setHeader¿¿¿{"start":{"line":64,"column":10},"end":{"line":64,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1427¿Literal¿string¿1970¿¿'Access-Control-Allow-Methods'¿¿{"start":{"line":64,"column":20},"end":{"line":64,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1428¿Literal¿string¿1970¿¿'GET, POST, OPTIONS, PUT, PATCH, DELETE'¿¿{"start":{"line":64,"column":52},"end":{"line":64,"column":92},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1429¿ExpressionStatement¿¿1970¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":94},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1430¿Identifier¿¿1970¿v150¿¿¿¿¿Identifier
1431¿VariableDeclarator¿¿1970¿v151¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":84},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1432¿CallExpression¿¿1970¿¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":84},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1433¿MemberExpression¿¿1970¿¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1434¿Identifier¿¿1970¿res¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1435¿Identifier¿¿1970¿setHeader¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1436¿Literal¿string¿1970¿¿'Access-Control-Allow-Headers'¿¿{"start":{"line":67,"column":20},"end":{"line":67,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1437¿Literal¿string¿1970¿¿'X-Requested-With,content-type'¿¿{"start":{"line":67,"column":52},"end":{"line":67,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1438¿ExpressionStatement¿¿1970¿¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":85},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1439¿Identifier¿¿1970¿v151¿¿¿¿¿Identifier
1440¿BlockStatement¿¿1970¿¿¿¿{"start":{"line":59,"column":4},"end":{"line":68,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BlockStatement
1441¿VariableDeclarator¿¿1970¿v152¿¿¿{"start":{"line":71,"column":29},"end":{"line":71,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1442¿MemberExpression¿¿1970¿¿¿¿{"start":{"line":71,"column":29},"end":{"line":71,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1443¿Identifier¿¿1970¿req¿¿¿{"start":{"line":71,"column":29},"end":{"line":71,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1444¿Identifier¿¿1970¿url¿¿¿{"start":{"line":71,"column":33},"end":{"line":71,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1445¿VariableDeclarator¿¿1970¿v153¿¿¿{"start":{"line":71,"column":19},"end":{"line":71,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1446¿CallExpression¿¿1970¿¿¿¿{"start":{"line":71,"column":19},"end":{"line":71,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1447¿MemberExpression¿¿1970¿¿¿¿{"start":{"line":71,"column":19},"end":{"line":71,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1448¿Identifier¿¿1970¿url¿¿¿{"start":{"line":71,"column":19},"end":{"line":71,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1449¿Identifier¿¿1970¿parse¿¿¿{"start":{"line":71,"column":23},"end":{"line":71,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1450¿Identifier¿¿1970¿v152¿¿¿¿¿Identifier
1451¿VariableDeclarator¿¿1970¿pathname¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1452¿MemberExpression¿¿1970¿¿¿¿{"start":{"line":71,"column":19},"end":{"line":71,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1453¿Identifier¿¿1970¿v153¿¿¿¿¿Identifier
1454¿Identifier¿¿1970¿pathname¿¿¿{"start":{"line":71,"column":38},"end":{"line":71,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1455¿VariableDeclarator¿¿1970¿v154¿¿¿{"start":{"line":74,"column":31},"end":{"line":74,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1456¿MemberExpression¿¿1970¿¿¿¿{"start":{"line":74,"column":31},"end":{"line":74,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1457¿Identifier¿¿1970¿options¿¿¿{"start":{"line":74,"column":31},"end":{"line":74,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1458¿Identifier¿¿1970¿folder¿¿¿{"start":{"line":74,"column":39},"end":{"line":74,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1459¿VariableDeclarator¿¿1970¿local_path¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1460¿CallExpression¿¿1970¿¿¿¿{"start":{"line":74,"column":21},"end":{"line":74,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1461¿MemberExpression¿¿1970¿¿¿¿{"start":{"line":74,"column":21},"end":{"line":74,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1462¿Identifier¿¿1970¿path¿¿¿{"start":{"line":74,"column":21},"end":{"line":74,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1463¿Identifier¿¿1970¿join¿¿¿{"start":{"line":74,"column":26},"end":{"line":74,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1464¿Identifier¿¿1970¿v154¿¿¿¿¿Identifier
1465¿Identifier¿¿1970¿pathname¿¿¿{"start":{"line":74,"column":47},"end":{"line":74,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1466¿VariableDeclarator¿¿1970¿v155¿¿¿{"start":{"line":77,"column":7},"end":{"line":77,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1467¿CallExpression¿¿1970¿¿¿¿{"start":{"line":77,"column":7},"end":{"line":77,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1468¿MemberExpression¿¿1970¿¿¿¿{"start":{"line":77,"column":7},"end":{"line":77,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1469¿Identifier¿¿1970¿path¿¿¿{"start":{"line":77,"column":7},"end":{"line":77,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1470¿Identifier¿¿1970¿extname¿¿¿{"start":{"line":77,"column":12},"end":{"line":77,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1471¿Identifier¿¿1970¿local_path¿¿¿{"start":{"line":77,"column":20},"end":{"line":77,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1472¿VariableDeclarator¿¿1970¿v156¿¿¿{"start":{"line":77,"column":7},"end":{"line":77,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1473¿BinaryExpression¿===¿1970¿¿¿¿{"start":{"line":77,"column":7},"end":{"line":77,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BinaryExpression
1474¿Identifier¿¿1970¿v155¿¿¿¿¿Identifier
1475¿Literal¿string¿1970¿¿''¿¿{"start":{"line":77,"column":36},"end":{"line":77,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1476¿IfStatement¿¿1970¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":81,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿IfStatement
1477¿Identifier¿¿1970¿v156¿¿¿¿¿Identifier
1478¿VariableDeclarator¿¿1970¿v157¿¿¿{"start":{"line":80,"column":62},"end":{"line":80,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1479¿MemberExpression¿¿1970¿¿¿¿{"start":{"line":80,"column":62},"end":{"line":80,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1480¿Identifier¿¿1970¿options¿¿¿{"start":{"line":80,"column":62},"end":{"line":80,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1481¿Identifier¿¿1970¿index¿¿¿{"start":{"line":80,"column":70},"end":{"line":80,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1482¿VariableDeclarator¿¿1970¿v158¿¿¿{"start":{"line":80,"column":48},"end":{"line":80,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1483¿CallExpression¿¿1970¿¿¿¿{"start":{"line":80,"column":48},"end":{"line":80,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1484¿MemberExpression¿¿1970¿¿¿¿{"start":{"line":80,"column":48},"end":{"line":80,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1485¿Identifier¿¿1970¿path¿¿¿{"start":{"line":80,"column":48},"end":{"line":80,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1486¿Identifier¿¿1970¿basename¿¿¿{"start":{"line":80,"column":53},"end":{"line":80,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1487¿Identifier¿¿1970¿v157¿¿¿¿¿Identifier
1488¿VariableDeclarator¿¿1970¿v159¿¿¿{"start":{"line":80,"column":41},"end":{"line":80,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1489¿BinaryExpression¿+¿1970¿¿¿¿{"start":{"line":80,"column":41},"end":{"line":80,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BinaryExpression
1490¿Literal¿string¿1970¿¿'./'¿¿{"start":{"line":80,"column":41},"end":{"line":80,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1491¿Identifier¿¿1970¿v158¿¿¿¿¿Identifier
1492¿ExpressionStatement¿¿1970¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":78},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1493¿AssignmentExpression¿=¿1970¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿AssignmentExpression
1494¿Identifier¿¿1970¿local_path¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1495¿CallExpression¿¿1970¿¿¿¿{"start":{"line":80,"column":19},"end":{"line":80,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1496¿MemberExpression¿¿1970¿¿¿¿{"start":{"line":80,"column":19},"end":{"line":80,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1497¿Identifier¿¿1970¿path¿¿¿{"start":{"line":80,"column":19},"end":{"line":80,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1498¿Identifier¿¿1970¿join¿¿¿{"start":{"line":80,"column":24},"end":{"line":80,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1499¿Identifier¿¿1970¿local_path¿¿¿{"start":{"line":80,"column":29},"end":{"line":80,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1500¿Identifier¿¿1970¿v159¿¿¿¿¿Identifier
1501¿BlockStatement¿¿1970¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":81,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BlockStatement
1502¿VariableDeclarator¿¿1970¿v176¿¿¿{"start":{"line":84,"column":21},"end":{"line":100,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1503¿FunctionExpression¿¿1970¿anon¿¿¿{"start":{"line":84,"column":21},"end":{"line":100,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿FunctionExpression
1504¿VariableDeclarator¿¿1974¿message¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1505¿ArrayExpression¿¿1974¿¿¿¿{"start":{"line":87,"column":20},"end":{"line":87,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ArrayExpression
1506¿VariableDeclarator¿¿1974¿v160¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1507¿MemberExpression¿¿1974¿¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1508¿Identifier¿¿1974¿res¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1509¿Identifier¿¿1974¿statusCode¿¿¿{"start":{"line":90,"column":24},"end":{"line":90,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1510¿VariableDeclarator¿¿1974¿v161¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1511¿BinaryExpression¿>=¿1974¿¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BinaryExpression
1512¿Identifier¿¿1974¿v160¿¿¿¿¿Identifier
1513¿Literal¿number¿1974¿¿300¿¿{"start":{"line":90,"column":38},"end":{"line":90,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1514¿VariableDeclarator¿¿1974¿v162¿¿¿{"start":{"line":90,"column":56},"end":{"line":90,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1515¿MemberExpression¿¿1974¿¿¿¿{"start":{"line":90,"column":56},"end":{"line":90,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1516¿Identifier¿¿1974¿res¿¿¿{"start":{"line":90,"column":56},"end":{"line":90,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1517¿Identifier¿¿1974¿statusCode¿¿¿{"start":{"line":90,"column":60},"end":{"line":90,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1518¿VariableDeclarator¿¿1974¿v163¿¿¿{"start":{"line":90,"column":45},"end":{"line":90,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1519¿CallExpression¿¿1974¿¿¿¿{"start":{"line":90,"column":45},"end":{"line":90,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1520¿MemberExpression¿¿1974¿¿¿¿{"start":{"line":90,"column":45},"end":{"line":90,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1521¿Identifier¿¿1974¿colors¿¿¿{"start":{"line":90,"column":45},"end":{"line":90,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1522¿Identifier¿¿1974¿red¿¿¿{"start":{"line":90,"column":52},"end":{"line":90,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1523¿Identifier¿¿1974¿v162¿¿¿¿¿Identifier
1524¿VariableDeclarator¿¿1974¿v164¿¿¿{"start":{"line":90,"column":87},"end":{"line":90,"column":101},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1525¿MemberExpression¿¿1974¿¿¿¿{"start":{"line":90,"column":87},"end":{"line":90,"column":101},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1526¿Identifier¿¿1974¿res¿¿¿{"start":{"line":90,"column":87},"end":{"line":90,"column":90},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1527¿Identifier¿¿1974¿statusCode¿¿¿{"start":{"line":90,"column":91},"end":{"line":90,"column":101},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1528¿VariableDeclarator¿¿1974¿v165¿¿¿{"start":{"line":90,"column":74},"end":{"line":90,"column":102},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1529¿CallExpression¿¿1974¿¿¿¿{"start":{"line":90,"column":74},"end":{"line":90,"column":102},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1530¿MemberExpression¿¿1974¿¿¿¿{"start":{"line":90,"column":74},"end":{"line":90,"column":86},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1531¿Identifier¿¿1974¿colors¿¿¿{"start":{"line":90,"column":74},"end":{"line":90,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1532¿Identifier¿¿1974¿green¿¿¿{"start":{"line":90,"column":81},"end":{"line":90,"column":86},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1533¿Identifier¿¿1974¿v164¿¿¿¿¿Identifier
1534¿VariableDeclarator¿¿1974¿v166¿¿¿{"start":{"line":90,"column":19},"end":{"line":90,"column":102},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1535¿IfStatement¿¿1974¿¿¿¿{"start":{"line":90,"column":19},"end":{"line":90,"column":102},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿IfStatement
1536¿Identifier¿¿1974¿v161¿¿¿¿¿Identifier
1537¿ExpressionStatement¿¿1974¿¿¿¿{"start":{"line":90,"column":19},"end":{"line":90,"column":102},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1538¿AssignmentExpression¿=¿1974¿¿¿¿{"start":{"line":90,"column":19},"end":{"line":90,"column":102},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿AssignmentExpression
1539¿Identifier¿¿1974¿v166¿¿¿¿¿Identifier
1540¿Identifier¿¿1974¿v163¿¿¿¿¿Identifier
1541¿BlockStatement¿¿1974¿¿¿¿¿¿BlockStatement
1542¿ExpressionStatement¿¿1974¿¿¿¿{"start":{"line":90,"column":19},"end":{"line":90,"column":102},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1543¿AssignmentExpression¿=¿1974¿¿¿¿{"start":{"line":90,"column":19},"end":{"line":90,"column":102},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿AssignmentExpression
1544¿Identifier¿¿1974¿v166¿¿¿¿¿Identifier
1545¿Identifier¿¿1974¿v165¿¿¿¿¿Identifier
1546¿BlockStatement¿¿1974¿¿¿¿¿¿BlockStatement
1547¿ExpressionStatement¿¿1974¿¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":103},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1548¿AssignmentExpression¿=¿1974¿¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":102},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿AssignmentExpression
1549¿MemberExpression¿computed¿1974¿¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1550¿Identifier¿¿1974¿message¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1551¿Literal¿number¿1974¿¿0¿¿{"start":{"line":90,"column":14},"end":{"line":90,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1552¿Identifier¿¿1974¿v166¿¿¿¿¿Identifier
1553¿VariableDeclarator¿¿1974¿v167¿¿¿{"start":{"line":93,"column":6},"end":{"line":93,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1554¿CallExpression¿¿1974¿¿¿¿{"start":{"line":93,"column":19},"end":{"line":93,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
