Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2401¿Program¿¿-1¿¿¿¿{"start":{"line":13,"column":0},"end":{"line":324,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Program
3439¿VariableDeclarator¿¿4208¿v418¿¿¿{"start":{"line":204,"column":28},"end":{"line":204,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3440¿CallExpression¿¿4208¿¿¿¿{"start":{"line":204,"column":28},"end":{"line":204,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3441¿MemberExpression¿¿4208¿¿¿¿{"start":{"line":204,"column":28},"end":{"line":204,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3442¿Identifier¿¿4208¿path¿¿¿{"start":{"line":204,"column":28},"end":{"line":204,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3443¿Identifier¿¿4208¿join¿¿¿{"start":{"line":204,"column":33},"end":{"line":204,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3444¿Identifier¿¿4208¿pluginDir¿¿¿{"start":{"line":204,"column":38},"end":{"line":204,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3445¿Literal¿string¿4208¿¿'package.json'¿¿{"start":{"line":204,"column":49},"end":{"line":204,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Literal
3446¿VariableDeclarator¿¿4208¿pkg¿¿¿{"start":{"line":204,"column":14},"end":{"line":204,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3447¿CallExpression¿¿4208¿¿¿¿{"start":{"line":204,"column":20},"end":{"line":204,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3448¿Identifier¿¿4208¿require¿¿¿{"start":{"line":204,"column":20},"end":{"line":204,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3449¿Identifier¿¿4208¿v418¿¿¿¿¿Identifier
3450¿VariableDeclarator¿¿4208¿v419¿¿¿{"start":{"line":205,"column":27},"end":{"line":205,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3451¿CallExpression¿¿4208¿¿¿¿{"start":{"line":205,"column":27},"end":{"line":205,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3452¿Identifier¿¿4208¿_¿¿¿{"start":{"line":205,"column":27},"end":{"line":205,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3453¿Identifier¿¿4208¿plugins¿¿¿{"start":{"line":205,"column":29},"end":{"line":205,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3454¿VariableDeclarator¿¿4208¿v420¿¿¿{"start":{"line":205,"column":51},"end":{"line":205,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3455¿MemberExpression¿¿4208¿¿¿¿{"start":{"line":205,"column":51},"end":{"line":205,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3456¿Identifier¿¿4208¿pkg¿¿¿{"start":{"line":205,"column":51},"end":{"line":205,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3457¿Identifier¿¿4208¿name¿¿¿{"start":{"line":205,"column":55},"end":{"line":205,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3458¿VariableDeclarator¿¿4208¿v421¿¿¿{"start":{"line":205,"column":43},"end":{"line":205,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3459¿ObjectExpression¿¿4208¿¿¿¿{"start":{"line":205,"column":43},"end":{"line":205,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ObjectExpression
3460¿Property¿¿4208¿¿¿¿{"start":{"line":205,"column":45},"end":{"line":205,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Property
3461¿Identifier¿¿4208¿name¿¿¿{"start":{"line":205,"column":45},"end":{"line":205,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3462¿Identifier¿¿4208¿v420¿¿¿¿¿Identifier
3463¿VariableDeclarator¿¿4208¿pluginInfo¿¿¿{"start":{"line":205,"column":14},"end":{"line":205,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3464¿CallExpression¿¿4208¿¿¿¿{"start":{"line":205,"column":27},"end":{"line":205,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3465¿MemberExpression¿¿4208¿¿¿¿{"start":{"line":205,"column":27},"end":{"line":205,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3466¿Identifier¿¿4208¿v419¿¿¿¿¿Identifier
3467¿Identifier¿¿4208¿find¿¿¿{"start":{"line":205,"column":38},"end":{"line":205,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3468¿Identifier¿¿4208¿v421¿¿¿¿¿Identifier
3469¿VariableDeclarator¿¿4208¿v422¿¿¿{"start":{"line":206,"column":28},"end":{"line":206,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3470¿MemberExpression¿¿4208¿¿¿¿{"start":{"line":206,"column":28},"end":{"line":206,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3471¿Identifier¿¿4208¿pluginInfo¿¿¿{"start":{"line":206,"column":28},"end":{"line":206,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3472¿Identifier¿¿4208¿isBuiltin¿¿¿{"start":{"line":206,"column":39},"end":{"line":206,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3473¿VariableDeclarator¿¿4208¿v423¿¿¿{"start":{"line":206,"column":14},"end":{"line":206,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3474¿LogicalExpression¿&&¿4208¿¿¿¿{"start":{"line":206,"column":14},"end":{"line":206,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿LogicalExpression
3475¿Identifier¿¿4208¿pluginInfo¿¿¿{"start":{"line":206,"column":14},"end":{"line":206,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3476¿Identifier¿¿4208¿v422¿¿¿¿¿Identifier
3477¿IfStatement¿¿4208¿¿¿¿{"start":{"line":206,"column":10},"end":{"line":210,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿IfStatement
3478¿Identifier¿¿4208¿v423¿¿¿¿¿Identifier
3479¿VariableDeclarator¿¿4208¿v424¿¿¿{"start":{"line":208,"column":14},"end":{"line":208,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3480¿MemberExpression¿¿4208¿¿¿¿{"start":{"line":208,"column":14},"end":{"line":208,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3481¿Identifier¿¿4208¿pluginInfo¿¿¿{"start":{"line":208,"column":14},"end":{"line":208,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3482¿Identifier¿¿4208¿name¿¿¿{"start":{"line":208,"column":25},"end":{"line":208,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3483¿VariableDeclarator¿¿4208¿v425¿¿¿{"start":{"line":208,"column":31},"end":{"line":208,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3484¿MemberExpression¿¿4208¿¿¿¿{"start":{"line":208,"column":31},"end":{"line":208,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3485¿Identifier¿¿4208¿pluginInfo¿¿¿{"start":{"line":208,"column":31},"end":{"line":208,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3486¿Identifier¿¿4208¿version¿¿¿{"start":{"line":208,"column":42},"end":{"line":208,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3487¿VariableDeclarator¿¿4208¿v426¿¿¿{"start":{"line":207,"column":32},"end":{"line":208,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3488¿CallExpression¿¿4208¿¿¿¿{"start":{"line":207,"column":32},"end":{"line":208,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3489¿MemberExpression¿¿4208¿¿¿¿{"start":{"line":207,"column":32},"end":{"line":207,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3490¿Identifier¿¿4208¿g¿¿¿{"start":{"line":207,"column":32},"end":{"line":207,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3491¿Identifier¿¿4208¿f¿¿¿{"start":{"line":207,"column":34},"end":{"line":207,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3492¿Literal¿string¿4208¿¿'The built-in plugin %s %s is already installed.'¿¿{"start":{"line":207,"column":36},"end":{"line":207,"column":85},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Literal
3493¿Identifier¿¿4208¿v424¿¿¿¿¿Identifier
3494¿Identifier¿¿4208¿v425¿¿¿¿¿Identifier
3495¿VariableDeclarator¿¿4208¿err¿¿¿{"start":{"line":207,"column":16},"end":{"line":208,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3496¿NewExpression¿¿4208¿¿¿¿{"start":{"line":207,"column":22},"end":{"line":208,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿NewExpression
3497¿Identifier¿¿4208¿Error¿¿¿{"start":{"line":207,"column":26},"end":{"line":207,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3498¿Identifier¿¿4208¿v426¿¿¿¿¿Identifier
3499¿VariableDeclarator¿¿4208¿v427¿¿¿{"start":{"line":209,"column":19},"end":{"line":209,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3500¿CallExpression¿¿4208¿¿¿¿{"start":{"line":209,"column":19},"end":{"line":209,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3501¿Identifier¿¿4208¿reject¿¿¿{"start":{"line":209,"column":19},"end":{"line":209,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3502¿Identifier¿¿4208¿err¿¿¿{"start":{"line":209,"column":26},"end":{"line":209,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3503¿ReturnStatement¿¿4208¿¿¿¿{"start":{"line":209,"column":12},"end":{"line":209,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ReturnStatement
3504¿Identifier¿¿4208¿v427¿¿¿¿¿Identifier
3505¿BlockStatement¿¿4208¿¿¿¿{"start":{"line":206,"column":50},"end":{"line":210,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿BlockStatement
3506¿VariableDeclarator¿¿4208¿v428¿¿¿{"start":{"line":212,"column":44},"end":{"line":212,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3507¿MemberExpression¿computed¿4208¿¿¿¿{"start":{"line":212,"column":44},"end":{"line":212,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3508¿Identifier¿¿4208¿pluginDirs¿¿¿{"start":{"line":212,"column":44},"end":{"line":212,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3509¿Literal¿number¿4208¿¿0¿¿{"start":{"line":212,"column":55},"end":{"line":212,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Literal
3510¿VariableDeclarator¿¿4208¿v429¿¿¿{"start":{"line":212,"column":10},"end":{"line":212,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3511¿CallExpression¿¿4208¿¿¿¿{"start":{"line":212,"column":10},"end":{"line":212,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3512¿Identifier¿¿4208¿d¿¿¿{"start":{"line":212,"column":10},"end":{"line":212,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3513¿Literal¿string¿4208¿¿'found installed plugin in %s'¿¿{"start":{"line":212,"column":12},"end":{"line":212,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Literal
3514¿Identifier¿¿4208¿v428¿¿¿¿¿Identifier
3515¿ExpressionStatement¿¿4208¿¿¿¿{"start":{"line":212,"column":10},"end":{"line":212,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ExpressionStatement
3516¿Identifier¿¿4208¿v429¿¿¿¿¿Identifier
3517¿VariableDeclarator¿¿4208¿v430¿¿¿{"start":{"line":213,"column":17},"end":{"line":213,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3518¿CallExpression¿¿4208¿¿¿¿{"start":{"line":213,"column":17},"end":{"line":213,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3519¿Identifier¿¿4208¿resolve¿¿¿{"start":{"line":213,"column":17},"end":{"line":213,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3520¿Identifier¿¿4208¿pluginDir¿¿¿{"start":{"line":213,"column":25},"end":{"line":213,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3521¿ReturnStatement¿¿4208¿¿¿¿{"start":{"line":213,"column":10},"end":{"line":213,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ReturnStatement
3522¿Identifier¿¿4208¿v430¿¿¿¿¿Identifier
3523¿BlockStatement¿¿4208¿¿¿¿{"start":{"line":203,"column":52},"end":{"line":214,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿BlockStatement
3524¿VariableDeclarator¿¿4202¿v432¿¿¿{"start":{"line":203,"column":15},"end":{"line":214,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3525¿CallExpression¿¿4202¿¿¿¿{"start":{"line":203,"column":15},"end":{"line":214,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3526¿MemberExpression¿¿4202¿¿¿¿{"start":{"line":203,"column":15},"end":{"line":203,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3527¿Identifier¿¿4202¿v417¿¿¿¿¿Identifier
3528¿Identifier¿¿4202¿then¿¿¿{"start":{"line":203,"column":29},"end":{"line":203,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3529¿Identifier¿¿4202¿v431¿¿¿¿¿Identifier
3530¿ReturnStatement¿¿4202¿¿¿¿{"start":{"line":203,"column":8},"end":{"line":214,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ReturnStatement
3531¿Identifier¿¿4202¿v432¿¿¿¿¿Identifier
3532¿BlockStatement¿¿4202¿¿¿¿{"start":{"line":181,"column":48},"end":{"line":215,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿BlockStatement
3533¿VariableDeclarator¿¿4200¿proc¿¿¿{"start":{"line":181,"column":10},"end":{"line":215,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3534¿CallExpression¿¿4200¿¿¿¿{"start":{"line":181,"column":17},"end":{"line":215,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3535¿Identifier¿¿4200¿exec¿¿¿{"start":{"line":181,"column":17},"end":{"line":181,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3536¿Identifier¿¿4200¿installCmd¿¿¿{"start":{"line":181,"column":22},"end":{"line":181,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3537¿Identifier¿¿4200¿v433¿¿¿¿¿Identifier
3538¿VariableDeclarator¿¿4200¿v434¿¿¿{"start":{"line":216,"column":6},"end":{"line":216,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3539¿MemberExpression¿¿4200¿¿¿¿{"start":{"line":216,"column":6},"end":{"line":216,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3540¿Identifier¿¿4200¿proc¿¿¿{"start":{"line":216,"column":6},"end":{"line":216,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3541¿Identifier¿¿4200¿stdout¿¿¿{"start":{"line":216,"column":11},"end":{"line":216,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3542¿VariableDeclarator¿¿4200¿v435¿¿¿{"start":{"line":216,"column":23},"end":{"line":216,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3543¿MemberExpression¿¿4200¿¿¿¿{"start":{"line":216,"column":23},"end":{"line":216,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3544¿Identifier¿¿4200¿process¿¿¿{"start":{"line":216,"column":23},"end":{"line":216,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3545¿Identifier¿¿4200¿stdout¿¿¿{"start":{"line":216,"column":31},"end":{"line":216,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3546¿VariableDeclarator¿¿4200¿v436¿¿¿{"start":{"line":216,"column":6},"end":{"line":216,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3547¿CallExpression¿¿4200¿¿¿¿{"start":{"line":216,"column":6},"end":{"line":216,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3548¿MemberExpression¿¿4200¿¿¿¿{"start":{"line":216,"column":6},"end":{"line":216,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3549¿Identifier¿¿4200¿v434¿¿¿¿¿Identifier
3550¿Identifier¿¿4200¿pipe¿¿¿{"start":{"line":216,"column":18},"end":{"line":216,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3551¿Identifier¿¿4200¿v435¿¿¿¿¿Identifier
3552¿ExpressionStatement¿¿4200¿¿¿¿{"start":{"line":216,"column":6},"end":{"line":216,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ExpressionStatement
3553¿Identifier¿¿4200¿v436¿¿¿¿¿Identifier
3554¿VariableDeclarator¿¿4200¿v437¿¿¿{"start":{"line":217,"column":6},"end":{"line":217,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3555¿MemberExpression¿¿4200¿¿¿¿{"start":{"line":217,"column":6},"end":{"line":217,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3556¿Identifier¿¿4200¿proc¿¿¿{"start":{"line":217,"column":6},"end":{"line":217,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3557¿Identifier¿¿4200¿stderr¿¿¿{"start":{"line":217,"column":11},"end":{"line":217,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3558¿VariableDeclarator¿¿4200¿v438¿¿¿{"start":{"line":217,"column":23},"end":{"line":217,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3559¿MemberExpression¿¿4200¿¿¿¿{"start":{"line":217,"column":23},"end":{"line":217,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3560¿Identifier¿¿4200¿process¿¿¿{"start":{"line":217,"column":23},"end":{"line":217,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3561¿Identifier¿¿4200¿stderr¿¿¿{"start":{"line":217,"column":31},"end":{"line":217,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3562¿VariableDeclarator¿¿4200¿v439¿¿¿{"start":{"line":217,"column":6},"end":{"line":217,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3563¿CallExpression¿¿4200¿¿¿¿{"start":{"line":217,"column":6},"end":{"line":217,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3564¿MemberExpression¿¿4200¿¿¿¿{"start":{"line":217,"column":6},"end":{"line":217,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3565¿Identifier¿¿4200¿v437¿¿¿¿¿Identifier
3566¿Identifier¿¿4200¿pipe¿¿¿{"start":{"line":217,"column":18},"end":{"line":217,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3567¿Identifier¿¿4200¿v438¿¿¿¿¿Identifier
3568¿ExpressionStatement¿¿4200¿¿¿¿{"start":{"line":217,"column":6},"end":{"line":217,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ExpressionStatement
3569¿Identifier¿¿4200¿v439¿¿¿¿¿Identifier
