Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1131¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":156,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Program
1418¿MemberExpression¿¿1978¿¿¿¿{"start":{"line":72,"column":13},"end":{"line":72,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1419¿Identifier¿¿1978¿config¿¿¿{"start":{"line":72,"column":13},"end":{"line":72,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1420¿Identifier¿¿1978¿url¿¿¿{"start":{"line":72,"column":20},"end":{"line":72,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1421¿VariableDeclarator¿¿1978¿v145¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1422¿CallExpression¿¿1978¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1423¿MemberExpression¿¿1978¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1424¿Identifier¿¿1978¿base¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1425¿Identifier¿¿1978¿indexOf¿¿¿{"start":{"line":74,"column":11},"end":{"line":74,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1426¿Literal¿string¿1978¿¿'//'¿¿{"start":{"line":74,"column":19},"end":{"line":74,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1427¿VariableDeclarator¿¿1978¿v146¿¿¿{"start":{"line":74,"column":29},"end":{"line":74,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1428¿UnaryExpression¿-¿1978¿¿¿¿{"start":{"line":74,"column":29},"end":{"line":74,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿UnaryExpression
1429¿Literal¿number¿1978¿¿1¿¿{"start":{"line":74,"column":30},"end":{"line":74,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1430¿VariableDeclarator¿¿1978¿v147¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1431¿BinaryExpression¿!==¿1978¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BinaryExpression
1432¿Identifier¿¿1978¿v145¿¿¿¿¿Identifier
1433¿Identifier¿¿1978¿v146¿¿¿¿¿Identifier
1434¿IfStatement¿¿1978¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":76,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿IfStatement
1435¿Identifier¿¿1978¿v147¿¿¿¿¿Identifier
1436¿VariableDeclarator¿¿1978¿v148¿¿¿{"start":{"line":75,"column":11},"end":{"line":75,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1437¿CallExpression¿¿1978¿¿¿¿{"start":{"line":75,"column":11},"end":{"line":75,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1438¿MemberExpression¿¿1978¿¿¿¿{"start":{"line":75,"column":11},"end":{"line":75,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1439¿Identifier¿¿1978¿base¿¿¿{"start":{"line":75,"column":11},"end":{"line":75,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1440¿Identifier¿¿1978¿split¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1441¿Literal¿string¿1978¿¿'//'¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1442¿ExpressionStatement¿¿1978¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":75,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ExpressionStatement
1443¿AssignmentExpression¿=¿1978¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":75,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿AssignmentExpression
1444¿Identifier¿¿1978¿base¿¿¿{"start":{"line":75,"column":4},"end":{"line":75,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1445¿MemberExpression¿computed¿1978¿¿¿¿{"start":{"line":75,"column":11},"end":{"line":75,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1446¿Identifier¿¿1978¿v148¿¿¿¿¿Identifier
1447¿Literal¿number¿1978¿¿1¿¿{"start":{"line":75,"column":28},"end":{"line":75,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1448¿BlockStatement¿¿1978¿¿¿¿{"start":{"line":74,"column":33},"end":{"line":76,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BlockStatement
1449¿VariableDeclarator¿¿1978¿v149¿¿¿{"start":{"line":78,"column":15},"end":{"line":78,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1450¿MemberExpression¿¿1978¿¿¿¿{"start":{"line":78,"column":15},"end":{"line":78,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1451¿Identifier¿¿1978¿config¿¿¿{"start":{"line":78,"column":15},"end":{"line":78,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1452¿Identifier¿¿1978¿auth¿¿¿{"start":{"line":78,"column":22},"end":{"line":78,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1453¿VariableDeclarator¿¿1978¿v150¿¿¿{"start":{"line":78,"column":15},"end":{"line":78,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1454¿MemberExpression¿¿1978¿¿¿¿{"start":{"line":78,"column":15},"end":{"line":78,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1455¿Identifier¿¿1978¿v149¿¿¿¿¿Identifier
1456¿Identifier¿¿1978¿type¿¿¿{"start":{"line":78,"column":27},"end":{"line":78,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1457¿VariableDeclarator¿¿1978¿v151¿¿¿{"start":{"line":78,"column":56},"end":{"line":78,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1458¿MemberExpression¿¿1978¿¿¿¿{"start":{"line":78,"column":56},"end":{"line":78,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1459¿Identifier¿¿1978¿config¿¿¿{"start":{"line":78,"column":56},"end":{"line":78,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1460¿Identifier¿¿1978¿auth¿¿¿{"start":{"line":78,"column":63},"end":{"line":78,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1461¿VariableDeclarator¿¿1978¿v152¿¿¿{"start":{"line":78,"column":56},"end":{"line":78,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1462¿MemberExpression¿¿1978¿¿¿¿{"start":{"line":78,"column":56},"end":{"line":78,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1463¿Identifier¿¿1978¿v151¿¿¿¿¿Identifier
1464¿Identifier¿¿1978¿username¿¿¿{"start":{"line":78,"column":68},"end":{"line":78,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1465¿VariableDeclarator¿¿1978¿v153¿¿¿{"start":{"line":78,"column":37},"end":{"line":78,"column":77},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1466¿CallExpression¿¿1978¿¿¿¿{"start":{"line":78,"column":37},"end":{"line":78,"column":77},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1467¿Identifier¿¿1978¿encodeURIComponent¿¿¿{"start":{"line":78,"column":37},"end":{"line":78,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1468¿Identifier¿¿1978¿v152¿¿¿¿¿Identifier
1469¿VariableDeclarator¿¿1978¿v154¿¿¿{"start":{"line":78,"column":81},"end":{"line":78,"column":92},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1470¿MemberExpression¿¿1978¿¿¿¿{"start":{"line":78,"column":81},"end":{"line":78,"column":92},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1471¿Identifier¿¿1978¿config¿¿¿{"start":{"line":78,"column":81},"end":{"line":78,"column":87},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1472¿Identifier¿¿1978¿auth¿¿¿{"start":{"line":78,"column":88},"end":{"line":78,"column":92},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1473¿VariableDeclarator¿¿1978¿v155¿¿¿{"start":{"line":78,"column":81},"end":{"line":78,"column":101},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1474¿MemberExpression¿¿1978¿¿¿¿{"start":{"line":78,"column":81},"end":{"line":78,"column":101},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1475¿Identifier¿¿1978¿v154¿¿¿¿¿Identifier
1476¿Identifier¿¿1978¿password¿¿¿{"start":{"line":78,"column":93},"end":{"line":78,"column":101},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1477¿VariableDeclarator¿¿1978¿url¿¿¿{"start":{"line":78,"column":6},"end":{"line":78,"column":111},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1478¿TemplateLiteral¿¿1978¿¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":111},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿TemplateLiteral
1479¿Identifier¿¿1978¿v150¿¿¿¿¿Identifier
1480¿Identifier¿¿1978¿v153¿¿¿¿¿Identifier
1481¿Identifier¿¿1978¿v155¿¿¿¿¿Identifier
1482¿Identifier¿¿1978¿base¿¿¿{"start":{"line":78,"column":105},"end":{"line":78,"column":109},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1483¿VariableDeclarator¿¿1978¿v156¿¿¿{"start":{"line":79,"column":16},"end":{"line":79,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1484¿MemberExpression¿¿1978¿¿¿¿{"start":{"line":79,"column":16},"end":{"line":79,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1485¿Identifier¿¿1978¿config¿¿¿{"start":{"line":79,"column":16},"end":{"line":79,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1486¿Identifier¿¿1978¿auth¿¿¿{"start":{"line":79,"column":23},"end":{"line":79,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1487¿VariableDeclarator¿¿1978¿v157¿¿¿{"start":{"line":79,"column":16},"end":{"line":79,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1488¿MemberExpression¿¿1978¿¿¿¿{"start":{"line":79,"column":16},"end":{"line":79,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1489¿Identifier¿¿1978¿v156¿¿¿¿¿Identifier
1490¿Identifier¿¿1978¿type¿¿¿{"start":{"line":79,"column":28},"end":{"line":79,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1491¿VariableDeclarator¿¿1978¿safe¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1492¿TemplateLiteral¿¿1978¿¿¿¿{"start":{"line":79,"column":13},"end":{"line":79,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿TemplateLiteral
1493¿Identifier¿¿1978¿v157¿¿¿¿¿Identifier
1494¿Identifier¿¿1978¿base¿¿¿{"start":{"line":79,"column":60},"end":{"line":79,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1495¿VariableDeclarator¿¿1978¿v158¿¿¿{"start":{"line":81,"column":9},"end":{"line":81,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1496¿ArrayExpression¿¿1978¿¿¿¿{"start":{"line":81,"column":9},"end":{"line":81,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ArrayExpression
1497¿Identifier¿¿1978¿url¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1498¿Identifier¿¿1978¿safe¿¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1499¿ReturnStatement¿¿1978¿¿¿¿{"start":{"line":81,"column":2},"end":{"line":81,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ReturnStatement
1500¿Identifier¿¿1978¿v158¿¿¿¿¿Identifier
1501¿BlockStatement¿¿1978¿¿¿¿{"start":{"line":71,"column":25},"end":{"line":82,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BlockStatement
1502¿VariableDeclarator¿exported¿1961¿gitCmd¿¿¿{"start":{"line":84,"column":0},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1503¿FunctionExpression¿¿1961¿anon¿¿¿{"start":{"line":84,"column":0},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿FunctionExpression
1504¿Identifier¿¿0¿cmd¿¿¿{"start":{"line":84,"column":16},"end":{"line":84,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1505¿Identifier¿¿0¿cwd¿¿¿{"start":{"line":84,"column":21},"end":{"line":84,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1506¿Identifier¿¿0¿auth¿¿¿{"start":{"line":84,"column":26},"end":{"line":84,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1507¿Identifier¿¿0¿context¿¿¿{"start":{"line":84,"column":32},"end":{"line":84,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1508¿Identifier¿¿0¿done¿¿¿{"start":{"line":84,"column":41},"end":{"line":84,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1509¿VariableDeclarator¿¿1981¿v159¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1510¿MemberExpression¿¿1981¿¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1511¿Identifier¿¿1981¿auth¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1512¿Identifier¿¿1981¿type¿¿¿{"start":{"line":85,"column":11},"end":{"line":85,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1513¿VariableDeclarator¿¿1981¿v160¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1514¿BinaryExpression¿===¿1981¿¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BinaryExpression
1515¿Identifier¿¿1981¿v159¿¿¿¿¿Identifier
1516¿Literal¿string¿1981¿¿'ssh'¿¿{"start":{"line":85,"column":20},"end":{"line":85,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1517¿IfStatement¿¿1981¿¿¿¿{"start":{"line":85,"column":2},"end":{"line":87,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿IfStatement
1518¿Identifier¿¿1981¿v160¿¿¿¿¿Identifier
1519¿VariableDeclarator¿¿1981¿v161¿¿¿{"start":{"line":86,"column":31},"end":{"line":86,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1520¿MemberExpression¿¿1981¿¿¿¿{"start":{"line":86,"column":31},"end":{"line":86,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1521¿Identifier¿¿1981¿auth¿¿¿{"start":{"line":86,"column":31},"end":{"line":86,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1522¿Identifier¿¿1981¿privkey¿¿¿{"start":{"line":86,"column":36},"end":{"line":86,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1523¿VariableDeclarator¿¿1981¿v162¿¿¿{"start":{"line":86,"column":11},"end":{"line":86,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1524¿CallExpression¿¿1981¿¿¿¿{"start":{"line":86,"column":11},"end":{"line":86,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1525¿Identifier¿¿1981¿gitaneCmd¿¿¿{"start":{"line":86,"column":11},"end":{"line":86,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1526¿Identifier¿¿1981¿cmd¿¿¿{"start":{"line":86,"column":21},"end":{"line":86,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1527¿Identifier¿¿1981¿cwd¿¿¿{"start":{"line":86,"column":26},"end":{"line":86,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1528¿Identifier¿¿1981¿v161¿¿¿¿¿Identifier
1529¿Identifier¿¿1981¿context¿¿¿{"start":{"line":86,"column":45},"end":{"line":86,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1530¿Identifier¿¿1981¿done¿¿¿{"start":{"line":86,"column":54},"end":{"line":86,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1531¿ReturnStatement¿¿1981¿¿¿¿{"start":{"line":86,"column":4},"end":{"line":86,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ReturnStatement
1532¿Identifier¿¿1981¿v162¿¿¿¿¿Identifier
1533¿BlockStatement¿¿1981¿¿¿¿{"start":{"line":85,"column":27},"end":{"line":87,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BlockStatement
1534¿VariableDeclarator¿¿1981¿v163¿¿¿{"start":{"line":89,"column":14},"end":{"line":92,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1535¿ObjectExpression¿¿1981¿¿¿¿{"start":{"line":89,"column":14},"end":{"line":92,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ObjectExpression
1536¿Property¿¿1981¿¿¿¿{"start":{"line":90,"column":4},"end":{"line":90,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Property
1537¿Identifier¿¿1981¿cmd¿¿¿{"start":{"line":90,"column":4},"end":{"line":90,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1538¿Identifier¿¿1981¿cmd¿¿¿{"start":{"line":90,"column":9},"end":{"line":90,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1539¿Property¿¿1981¿¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Property
1540¿Identifier¿¿1981¿cwd¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1541¿Identifier¿¿1981¿cwd¿¿¿{"start":{"line":91,"column":9},"end":{"line":91,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1542¿VariableDeclarator¿¿1981¿v164¿¿¿{"start":{"line":89,"column":2},"end":{"line":92,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1543¿CallExpression¿¿1981¿¿¿¿{"start":{"line":89,"column":2},"end":{"line":92,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1544¿MemberExpression¿¿1981¿¿¿¿{"start":{"line":89,"column":2},"end":{"line":89,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1545¿Identifier¿¿1981¿context¿¿¿{"start":{"line":89,"column":2},"end":{"line":89,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1546¿Identifier¿¿1981¿cmd¿¿¿{"start":{"line":89,"column":10},"end":{"line":89,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1547¿Identifier¿¿1981¿v163¿¿¿¿¿Identifier
1548¿Identifier¿¿1981¿done¿¿¿{"start":{"line":92,"column":5},"end":{"line":92,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1549¿ExpressionStatement¿¿1981¿¿¿¿{"start":{"line":89,"column":2},"end":{"line":92,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ExpressionStatement
1550¿Identifier¿¿1981¿v164¿¿¿¿¿Identifier
1551¿BlockStatement¿¿1981¿¿¿¿{"start":{"line":84,"column":47},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BlockStatement
1552¿VariableDeclarator¿exported¿1961¿gitaneCmd¿¿¿{"start":{"line":96,"column":0},"end":{"line":128,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1553¿FunctionExpression¿¿1961¿anon¿¿¿{"start":{"line":96,"column":0},"end":{"line":128,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿FunctionExpression
1554¿Identifier¿¿0¿cmd¿¿¿{"start":{"line":96,"column":19},"end":{"line":96,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1555¿Identifier¿¿0¿dest¿¿¿{"start":{"line":96,"column":24},"end":{"line":96,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1556¿Identifier¿¿0¿privkey¿¿¿{"start":{"line":96,"column":30},"end":{"line":96,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1557¿Identifier¿¿0¿context¿¿¿{"start":{"line":96,"column":39},"end":{"line":96,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1558¿Identifier¿¿0¿done¿¿¿{"start":{"line":96,"column":48},"end":{"line":96,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1559¿VariableDeclarator¿¿1984¿start¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1560¿NewExpression¿¿1984¿¿¿¿{"start":{"line":97,"column":14},"end":{"line":97,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿NewExpression
