Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
743¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":132,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Program
1042¿Identifier¿¿1285¿commandName¿¿¿{"start":{"line":78,"column":46},"end":{"line":78,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1043¿VariableDeclarator¿¿1285¿v114¿¿¿{"start":{"line":78,"column":30},"end":{"line":79,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1044¿BinaryExpression¿+¿1285¿¿¿¿{"start":{"line":78,"column":30},"end":{"line":79,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BinaryExpression
1045¿Identifier¿¿1285¿v113¿¿¿¿¿Identifier
1046¿Literal¿string¿1285¿¿' 2>/dev/null'¿¿{"start":{"line":79,"column":14},"end":{"line":79,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
1047¿VariableDeclarator¿¿1285¿v115¿¿¿{"start":{"line":78,"column":30},"end":{"line":80,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1048¿BinaryExpression¿+¿1285¿¿¿¿{"start":{"line":78,"column":30},"end":{"line":80,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BinaryExpression
1049¿Identifier¿¿1285¿v114¿¿¿¿¿Identifier
1050¿Literal¿string¿1285¿¿' && { echo >&1 \''¿¿{"start":{"line":80,"column":14},"end":{"line":80,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
1051¿VariableDeclarator¿¿1285¿v116¿¿¿{"start":{"line":78,"column":30},"end":{"line":80,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1052¿BinaryExpression¿+¿1285¿¿¿¿{"start":{"line":78,"column":30},"end":{"line":80,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BinaryExpression
1053¿Identifier¿¿1285¿v115¿¿¿¿¿Identifier
1054¿Identifier¿¿1285¿commandName¿¿¿{"start":{"line":80,"column":36},"end":{"line":80,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1055¿VariableDeclarator¿¿1285¿v117¿¿¿{"start":{"line":78,"column":30},"end":{"line":80,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1056¿BinaryExpression¿+¿1285¿¿¿¿{"start":{"line":78,"column":30},"end":{"line":80,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BinaryExpression
1057¿Identifier¿¿1285¿v116¿¿¿¿¿Identifier
1058¿Literal¿string¿1285¿¿' found\'; exit 0; }'¿¿{"start":{"line":80,"column":50},"end":{"line":80,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
1059¿VariableDeclarator¿¿1285¿stdout¿¿¿{"start":{"line":78,"column":12},"end":{"line":81,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1060¿CallExpression¿¿1285¿¿¿¿{"start":{"line":78,"column":21},"end":{"line":81,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
1061¿Identifier¿¿1285¿execSync¿¿¿{"start":{"line":78,"column":21},"end":{"line":78,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1062¿Identifier¿¿1285¿v117¿¿¿¿¿Identifier
1063¿VariableDeclarator¿¿1285¿v118¿¿¿{"start":{"line":82,"column":16},"end":{"line":82,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1064¿UnaryExpression¿!¿1285¿¿¿¿{"start":{"line":82,"column":16},"end":{"line":82,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿UnaryExpression
1065¿Identifier¿¿1285¿stdout¿¿¿{"start":{"line":82,"column":17},"end":{"line":82,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1066¿VariableDeclarator¿¿1285¿v119¿¿¿{"start":{"line":82,"column":15},"end":{"line":82,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1067¿UnaryExpression¿!¿1285¿¿¿¿{"start":{"line":82,"column":15},"end":{"line":82,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿UnaryExpression
1068¿Identifier¿¿1285¿v118¿¿¿¿¿Identifier
1069¿ReturnStatement¿¿1285¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ReturnStatement
1070¿Identifier¿¿1285¿v119¿¿¿¿¿Identifier
1071¿BlockStatement¿¿1285¿¿¿¿{"start":{"line":77,"column":10},"end":{"line":83,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1072¿CatchClause¿¿1285¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":85,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CatchClause
1073¿ReturnStatement¿¿1285¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ReturnStatement
1074¿Literal¿boolean¿1285¿¿false¿¿{"start":{"line":84,"column":15},"end":{"line":84,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
1075¿BlockStatement¿¿1285¿¿¿¿{"start":{"line":83,"column":22},"end":{"line":85,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1076¿Identifier¿¿1285¿error¿¿¿{"start":{"line":83,"column":15},"end":{"line":83,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1077¿BlockStatement¿¿1285¿¿¿¿{"start":{"line":76,"column":36},"end":{"line":86,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1078¿VariableDeclarator¿¿1285¿v120¿¿¿{"start":{"line":88,"column":9},"end":{"line":88,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1079¿CallExpression¿¿1285¿¿¿¿{"start":{"line":88,"column":9},"end":{"line":88,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
1080¿Identifier¿¿1285¿localExecutableSync¿¿¿{"start":{"line":88,"column":9},"end":{"line":88,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1081¿Identifier¿¿1285¿commandName¿¿¿{"start":{"line":88,"column":29},"end":{"line":88,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1082¿ReturnStatement¿¿1285¿¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ReturnStatement
1083¿Identifier¿¿1285¿v120¿¿¿¿¿Identifier
1084¿BlockStatement¿¿1285¿¿¿¿{"start":{"line":75,"column":50},"end":{"line":90,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1085¿VariableDeclarator¿¿1257¿commandExistsWindowsSync¿¿¿{"start":{"line":92,"column":4},"end":{"line":99,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1086¿FunctionExpression¿¿1257¿anon¿¿¿{"start":{"line":92,"column":31},"end":{"line":99,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿FunctionExpression
1087¿Identifier¿¿0¿commandName¿¿¿{"start":{"line":92,"column":40},"end":{"line":92,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1088¿Identifier¿¿0¿callback¿¿¿{"start":{"line":92,"column":53},"end":{"line":92,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1089¿TryStatement¿¿1289¿¿¿¿{"start":{"line":93,"column":2},"end":{"line":98,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿TryStatement
1090¿VariableDeclarator¿¿1289¿v121¿¿¿{"start":{"line":94,"column":28},"end":{"line":94,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1091¿BinaryExpression¿+¿1289¿¿¿¿{"start":{"line":94,"column":28},"end":{"line":94,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BinaryExpression
1092¿Literal¿string¿1289¿¿'where '¿¿{"start":{"line":94,"column":28},"end":{"line":94,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
1093¿Identifier¿¿1289¿commandName¿¿¿{"start":{"line":94,"column":39},"end":{"line":94,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1094¿VariableDeclarator¿¿1289¿stdout¿¿¿{"start":{"line":94,"column":10},"end":{"line":94,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1095¿CallExpression¿¿1289¿¿¿¿{"start":{"line":94,"column":19},"end":{"line":94,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
1096¿Identifier¿¿1289¿execSync¿¿¿{"start":{"line":94,"column":19},"end":{"line":94,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1097¿Identifier¿¿1289¿v121¿¿¿¿¿Identifier
1098¿VariableDeclarator¿¿1289¿v122¿¿¿{"start":{"line":95,"column":14},"end":{"line":95,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1099¿UnaryExpression¿!¿1289¿¿¿¿{"start":{"line":95,"column":14},"end":{"line":95,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿UnaryExpression
1100¿Identifier¿¿1289¿stdout¿¿¿{"start":{"line":95,"column":15},"end":{"line":95,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1101¿VariableDeclarator¿¿1289¿v123¿¿¿{"start":{"line":95,"column":13},"end":{"line":95,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1102¿UnaryExpression¿!¿1289¿¿¿¿{"start":{"line":95,"column":13},"end":{"line":95,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿UnaryExpression
1103¿Identifier¿¿1289¿v122¿¿¿¿¿Identifier
1104¿ReturnStatement¿¿1289¿¿¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ReturnStatement
1105¿Identifier¿¿1289¿v123¿¿¿¿¿Identifier
1106¿BlockStatement¿¿1289¿¿¿¿{"start":{"line":93,"column":6},"end":{"line":96,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1107¿CatchClause¿¿1289¿¿¿¿{"start":{"line":96,"column":4},"end":{"line":98,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CatchClause
1108¿ReturnStatement¿¿1289¿¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ReturnStatement
1109¿Literal¿boolean¿1289¿¿false¿¿{"start":{"line":97,"column":13},"end":{"line":97,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
1110¿BlockStatement¿¿1289¿¿¿¿{"start":{"line":96,"column":18},"end":{"line":98,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1111¿Identifier¿¿1289¿error¿¿¿{"start":{"line":96,"column":11},"end":{"line":96,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1112¿BlockStatement¿¿1289¿¿¿¿{"start":{"line":92,"column":63},"end":{"line":99,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1113¿VariableDeclarator¿¿1257¿cleanInput¿¿¿{"start":{"line":101,"column":4},"end":{"line":103,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1114¿FunctionExpression¿¿1257¿anon¿¿¿{"start":{"line":101,"column":17},"end":{"line":103,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿FunctionExpression
1115¿Identifier¿¿0¿input¿¿¿{"start":{"line":101,"column":26},"end":{"line":101,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1116¿VariableDeclarator¿¿1292¿v124¿¿¿{"start":{"line":102,"column":17},"end":{"line":102,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1117¿CallExpression¿¿1292¿¿¿¿{"start":{"line":102,"column":17},"end":{"line":102,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
1118¿MemberExpression¿¿1292¿¿¿¿{"start":{"line":102,"column":17},"end":{"line":102,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿MemberExpression
1119¿Identifier¿¿1292¿input¿¿¿{"start":{"line":102,"column":17},"end":{"line":102,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1120¿Identifier¿¿1292¿replace¿¿¿{"start":{"line":102,"column":23},"end":{"line":102,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1121¿Literal¿object¿1292¿¿/'/g¿¿{"start":{"line":102,"column":31},"end":{"line":102,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
1122¿Literal¿string¿1292¿¿'\'\''¿¿{"start":{"line":102,"column":37},"end":{"line":102,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
1123¿VariableDeclarator¿¿1292¿v125¿¿¿{"start":{"line":102,"column":9},"end":{"line":102,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1124¿BinaryExpression¿+¿1292¿¿¿¿{"start":{"line":102,"column":9},"end":{"line":102,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BinaryExpression
1125¿Literal¿string¿1292¿¿'\''¿¿{"start":{"line":102,"column":9},"end":{"line":102,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
1126¿Identifier¿¿1292¿v124¿¿¿¿¿Identifier
1127¿VariableDeclarator¿¿1292¿v126¿¿¿{"start":{"line":102,"column":9},"end":{"line":102,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1128¿BinaryExpression¿+¿1292¿¿¿¿{"start":{"line":102,"column":9},"end":{"line":102,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BinaryExpression
1129¿Identifier¿¿1292¿v125¿¿¿¿¿Identifier
1130¿Literal¿string¿1292¿¿'\''¿¿{"start":{"line":102,"column":47},"end":{"line":102,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
1131¿ReturnStatement¿¿1292¿¿¿¿{"start":{"line":102,"column":2},"end":{"line":102,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ReturnStatement
1132¿Identifier¿¿1292¿v126¿¿¿¿¿Identifier
1133¿BlockStatement¿¿1292¿¿¿¿{"start":{"line":101,"column":33},"end":{"line":103,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1134¿VariableDeclarator¿exported¿1257¿commandExists¿¿¿{"start":{"line":105,"column":0},"end":{"line":123,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1135¿FunctionExpression¿¿1257¿anon¿¿¿{"start":{"line":105,"column":17},"end":{"line":123,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿FunctionExpression
1136¿Identifier¿¿0¿commandName¿¿¿{"start":{"line":105,"column":40},"end":{"line":105,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1137¿Identifier¿¿0¿callback¿¿¿{"start":{"line":105,"column":53},"end":{"line":105,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1138¿VariableDeclarator¿¿1294¿cleanedCommandName¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1139¿CallExpression¿¿1294¿¿¿¿{"start":{"line":106,"column":27},"end":{"line":106,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
1140¿Identifier¿¿1294¿cleanInput¿¿¿{"start":{"line":106,"column":27},"end":{"line":106,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1141¿Identifier¿¿1294¿commandName¿¿¿{"start":{"line":106,"column":38},"end":{"line":106,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1142¿VariableDeclarator¿¿1294¿v127¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1143¿UnaryExpression¿!¿1294¿¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿UnaryExpression
1144¿Identifier¿¿1294¿callback¿¿¿{"start":{"line":107,"column":7},"end":{"line":107,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1145¿VariableDeclarator¿¿1294¿v128¿¿¿{"start":{"line":107,"column":19},"end":{"line":107,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1146¿UnaryExpression¿typeof¿1294¿¿¿¿{"start":{"line":107,"column":19},"end":{"line":107,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿UnaryExpression
1147¿Identifier¿¿1294¿Promise¿¿¿{"start":{"line":107,"column":26},"end":{"line":107,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1148¿VariableDeclarator¿¿1294¿v129¿¿¿{"start":{"line":107,"column":19},"end":{"line":107,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1149¿BinaryExpression¿!==¿1294¿¿¿¿{"start":{"line":107,"column":19},"end":{"line":107,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BinaryExpression
1150¿Identifier¿¿1294¿v128¿¿¿¿¿Identifier
1151¿Literal¿string¿1294¿¿'undefined'¿¿{"start":{"line":107,"column":38},"end":{"line":107,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
1152¿VariableDeclarator¿¿1294¿v130¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1153¿LogicalExpression¿&&¿1294¿¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿LogicalExpression
1154¿Identifier¿¿1294¿v127¿¿¿¿¿Identifier
1155¿Identifier¿¿1294¿v129¿¿¿¿¿Identifier
1156¿IfStatement¿¿1294¿¿¿¿{"start":{"line":107,"column":2},"end":{"line":117,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿IfStatement
1157¿Identifier¿¿1294¿v130¿¿¿¿¿Identifier
1158¿VariableDeclarator¿¿1294¿v135¿¿¿{"start":{"line":108,"column":23},"end":{"line":116,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1159¿FunctionExpression¿¿1294¿anon¿¿¿{"start":{"line":108,"column":23},"end":{"line":116,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿FunctionExpression
1160¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":108,"column":32},"end":{"line":108,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1161¿Identifier¿¿0¿reject¿¿¿{"start":{"line":108,"column":41},"end":{"line":108,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1162¿VariableDeclarator¿¿1296¿v133¿¿¿{"start":{"line":109,"column":40},"end":{"line":115,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1163¿FunctionExpression¿¿1296¿anon¿¿¿{"start":{"line":109,"column":40},"end":{"line":115,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿FunctionExpression
1164¿Identifier¿¿0¿error¿¿¿{"start":{"line":109,"column":49},"end":{"line":109,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1165¿Identifier¿¿0¿output¿¿¿{"start":{"line":109,"column":56},"end":{"line":109,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1166¿IfStatement¿¿1298¿¿¿¿{"start":{"line":110,"column":8},"end":{"line":114,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿IfStatement
1167¿Identifier¿¿1298¿output¿¿¿{"start":{"line":110,"column":12},"end":{"line":110,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1168¿VariableDeclarator¿¿1298¿v131¿¿¿{"start":{"line":111,"column":10},"end":{"line":111,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1169¿CallExpression¿¿1298¿¿¿¿{"start":{"line":111,"column":10},"end":{"line":111,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
1170¿Identifier¿¿1298¿resolve¿¿¿{"start":{"line":111,"column":10},"end":{"line":111,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1171¿Identifier¿¿1298¿commandName¿¿¿{"start":{"line":111,"column":18},"end":{"line":111,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1172¿ExpressionStatement¿¿1298¿¿¿¿{"start":{"line":111,"column":10},"end":{"line":111,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ExpressionStatement
1173¿Identifier¿¿1298¿v131¿¿¿¿¿Identifier
1174¿BlockStatement¿¿1298¿¿¿¿{"start":{"line":110,"column":20},"end":{"line":112,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1175¿VariableDeclarator¿¿1298¿v132¿¿¿{"start":{"line":113,"column":10},"end":{"line":113,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1176¿CallExpression¿¿1298¿¿¿¿{"start":{"line":113,"column":10},"end":{"line":113,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
1177¿Identifier¿¿1298¿reject¿¿¿{"start":{"line":113,"column":10},"end":{"line":113,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1178¿Identifier¿¿1298¿error¿¿¿{"start":{"line":113,"column":17},"end":{"line":113,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1179¿ExpressionStatement¿¿1298¿¿¿¿{"start":{"line":113,"column":10},"end":{"line":113,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ExpressionStatement
1180¿Identifier¿¿1298¿v132¿¿¿¿¿Identifier
1181¿BlockStatement¿¿1298¿¿¿¿{"start":{"line":112,"column":15},"end":{"line":114,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1182¿BlockStatement¿¿1298¿¿¿¿{"start":{"line":109,"column":63},"end":{"line":115,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1183¿VariableDeclarator¿¿1296¿v134¿¿¿{"start":{"line":109,"column":6},"end":{"line":115,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1184¿CallExpression¿¿1296¿¿¿¿{"start":{"line":109,"column":6},"end":{"line":115,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
1185¿Identifier¿¿1296¿commandExists¿¿¿{"start":{"line":109,"column":6},"end":{"line":109,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1186¿Identifier¿¿1296¿cleanedCommandName¿¿¿{"start":{"line":109,"column":20},"end":{"line":109,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1187¿Identifier¿¿1296¿v133¿¿¿¿¿Identifier
1188¿ExpressionStatement¿¿1296¿¿¿¿{"start":{"line":109,"column":6},"end":{"line":115,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ExpressionStatement
1189¿Identifier¿¿1296¿v134¿¿¿¿¿Identifier
1190¿BlockStatement¿¿1296¿¿¿¿{"start":{"line":108,"column":48},"end":{"line":116,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
