Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
915¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":71,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Program
1184¿CallExpression¿¿1602¿¿¿¿{"start":{"line":30,"column":45},"end":{"line":30,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1185¿MemberExpression¿¿1602¿¿¿¿{"start":{"line":30,"column":45},"end":{"line":30,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1186¿Identifier¿¿1602¿v135¿¿¿¿¿Identifier
1187¿Identifier¿¿1602¿substring¿¿¿{"start":{"line":30,"column":61},"end":{"line":30,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1188¿Literal¿number¿1602¿¿0¿¿{"start":{"line":30,"column":71},"end":{"line":30,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Literal
1189¿Literal¿number¿1602¿¿77¿¿{"start":{"line":30,"column":74},"end":{"line":30,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Literal
1190¿VariableDeclarator¿¿1602¿v137¿¿¿{"start":{"line":30,"column":45},"end":{"line":30,"column":84},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1191¿BinaryExpression¿+¿1602¿¿¿¿{"start":{"line":30,"column":45},"end":{"line":30,"column":84},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿BinaryExpression
1192¿Identifier¿¿1602¿v136¿¿¿¿¿Identifier
1193¿Literal¿string¿1602¿¿' ...'¿¿{"start":{"line":30,"column":78},"end":{"line":30,"column":84},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Literal
1194¿VariableDeclarator¿¿1602¿v138¿¿¿{"start":{"line":30,"column":86},"end":{"line":30,"column":101},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1195¿MemberExpression¿¿1602¿¿¿¿{"start":{"line":30,"column":86},"end":{"line":30,"column":101},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1196¿Identifier¿¿1602¿processObj¿¿¿{"start":{"line":30,"column":86},"end":{"line":30,"column":96},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1197¿Identifier¿¿1602¿name¿¿¿{"start":{"line":30,"column":97},"end":{"line":30,"column":101},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1198¿IfStatement¿¿1602¿¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":101},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿IfStatement
1199¿Identifier¿¿1602¿v134¿¿¿¿¿Identifier
1200¿ExpressionStatement¿¿1602¿¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":101},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1201¿AssignmentExpression¿=¿1602¿¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":101},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿AssignmentExpression
1202¿Identifier¿¿1602¿name¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":101},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1203¿Identifier¿¿1602¿v137¿¿¿¿¿Identifier
1204¿BlockStatement¿¿1602¿¿¿¿¿¿BlockStatement
1205¿ExpressionStatement¿¿1602¿¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":101},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1206¿AssignmentExpression¿=¿1602¿¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":101},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿AssignmentExpression
1207¿Identifier¿¿1602¿name¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":101},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1208¿Identifier¿¿1602¿v138¿¿¿¿¿Identifier
1209¿BlockStatement¿¿1602¿¿¿¿¿¿BlockStatement
1210¿VariableDeclarator¿¿1602¿v139¿¿¿{"start":{"line":31,"column":32},"end":{"line":31,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1211¿MemberExpression¿¿1602¿¿¿¿{"start":{"line":31,"column":32},"end":{"line":31,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1212¿Identifier¿¿1602¿processObj¿¿¿{"start":{"line":31,"column":32},"end":{"line":31,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1213¿Identifier¿¿1602¿pid¿¿¿{"start":{"line":31,"column":43},"end":{"line":31,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1214¿VariableDeclarator¿¿1602¿output¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1215¿TemplateLiteral¿¿1602¿¿¿¿{"start":{"line":31,"column":17},"end":{"line":31,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿TemplateLiteral
1216¿Identifier¿¿1602¿prefix¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1217¿Identifier¿¿1602¿v139¿¿¿¿¿Identifier
1218¿Identifier¿¿1602¿name¿¿¿{"start":{"line":31,"column":50},"end":{"line":31,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1219¿VariableDeclarator¿¿1602¿v140¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1220¿MemberExpression¿¿1602¿¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1221¿Identifier¿¿1602¿processObj¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1222¿Identifier¿¿1602¿children¿¿¿{"start":{"line":32,"column":15},"end":{"line":32,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1223¿VariableDeclarator¿¿1602¿v141¿¿¿{"start":{"line":32,"column":32},"end":{"line":32,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1224¿ArrowFunctionExpression¿¿1602¿¿¿¿{"start":{"line":32,"column":32},"end":{"line":32,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ArrowFunctionExpression
1225¿Identifier¿¿0¿child¿¿¿{"start":{"line":32,"column":32},"end":{"line":32,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1226¿ReturnStatement¿¿1605¿¿¿¿¿¿ReturnStatement
1227¿AssignmentExpression¿+=¿1605¿¿¿¿{"start":{"line":32,"column":41},"end":{"line":32,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿AssignmentExpression
1228¿Identifier¿¿1605¿output¿¿¿{"start":{"line":32,"column":41},"end":{"line":32,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1229¿CallExpression¿¿1605¿¿¿¿{"start":{"line":32,"column":51},"end":{"line":32,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1230¿MemberExpression¿¿1605¿¿¿¿{"start":{"line":32,"column":51},"end":{"line":32,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1231¿ThisExpression¿¿1605¿¿¿¿{"start":{"line":32,"column":51},"end":{"line":32,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ThisExpression
1232¿Identifier¿¿1605¿_txtProcessTree¿¿¿{"start":{"line":32,"column":56},"end":{"line":32,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1233¿Identifier¿¿1605¿child¿¿¿{"start":{"line":32,"column":72},"end":{"line":32,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1234¿BlockStatement¿¿1605¿¿¿¿¿¿BlockStatement
1235¿VariableDeclarator¿¿1602¿v142¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":79},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1236¿CallExpression¿¿1602¿¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":79},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1237¿MemberExpression¿¿1602¿¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1238¿Identifier¿¿1602¿v140¿¿¿¿¿Identifier
1239¿Identifier¿¿1602¿forEach¿¿¿{"start":{"line":32,"column":24},"end":{"line":32,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1240¿Identifier¿¿1602¿v141¿¿¿¿¿Identifier
1241¿ExpressionStatement¿¿1602¿¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1242¿Identifier¿¿1602¿v142¿¿¿¿¿Identifier
1243¿ReturnStatement¿¿1602¿¿¿¿{"start":{"line":33,"column":4},"end":{"line":33,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ReturnStatement
1244¿Identifier¿¿1602¿output¿¿¿{"start":{"line":33,"column":11},"end":{"line":33,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1245¿BlockStatement¿¿1602¿¿¿¿{"start":{"line":27,"column":30},"end":{"line":34,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿BlockStatement
1246¿VariableDeclarator¿exported¿1589¿v159¿¿¿{"start":{"line":36,"column":9},"end":{"line":42,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1247¿FunctionExpression¿¿1589¿anon¿¿¿{"start":{"line":36,"column":9},"end":{"line":42,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿FunctionExpression
1248¿Identifier¿¿0¿processObj¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1249¿AssignmentPattern¿¿0¿¿¿¿{"start":{"line":36,"column":22},"end":{"line":36,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿AssignmentPattern
1250¿VariableDeclarator¿¿1607¿v144¿¿¿{"start":{"line":37,"column":5},"end":{"line":37,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1251¿UnaryExpression¿typeof¿1607¿¿¿¿{"start":{"line":37,"column":5},"end":{"line":37,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿UnaryExpression
1252¿Identifier¿¿1607¿processObj¿¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1253¿VariableDeclarator¿¿1607¿v145¿¿¿{"start":{"line":37,"column":5},"end":{"line":37,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1254¿BinaryExpression¿===¿1607¿¿¿¿{"start":{"line":37,"column":5},"end":{"line":37,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿BinaryExpression
1255¿Identifier¿¿1607¿v144¿¿¿¿¿Identifier
1256¿Literal¿string¿1607¿¿'number'¿¿{"start":{"line":37,"column":27},"end":{"line":37,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Literal
1257¿VariableDeclarator¿¿1607¿v146¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":86},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1258¿LogicalExpression¿&&¿1607¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":86},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿LogicalExpression
1259¿Identifier¿¿1607¿v145¿¿¿¿¿Identifier
1260¿AssignmentExpression¿=¿1607¿¿¿¿{"start":{"line":37,"column":41},"end":{"line":37,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿AssignmentExpression
1261¿Identifier¿¿1607¿processObj¿¿¿{"start":{"line":37,"column":41},"end":{"line":37,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1262¿CallExpression¿¿1607¿¿¿¿{"start":{"line":37,"column":54},"end":{"line":37,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1263¿MemberExpression¿¿1607¿¿¿¿{"start":{"line":37,"column":54},"end":{"line":37,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1264¿ThisExpression¿¿1607¿¿¿¿{"start":{"line":37,"column":54},"end":{"line":37,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ThisExpression
1265¿Identifier¿¿1607¿getProcessTree¿¿¿{"start":{"line":37,"column":59},"end":{"line":37,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1266¿Identifier¿¿1607¿processObj¿¿¿{"start":{"line":37,"column":74},"end":{"line":37,"column":84},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1267¿ExpressionStatement¿¿1607¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":87},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1268¿Identifier¿¿1607¿v146¿¿¿¿¿Identifier
1269¿VariableDeclarator¿¿1607¿v147¿¿¿{"start":{"line":38,"column":16},"end":{"line":38,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1270¿MemberExpression¿¿1607¿¿¿¿{"start":{"line":38,"column":16},"end":{"line":38,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1271¿Identifier¿¿1607¿processObj¿¿¿{"start":{"line":38,"column":16},"end":{"line":38,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1272¿Identifier¿¿1607¿level¿¿¿{"start":{"line":38,"column":27},"end":{"line":38,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1273¿VariableDeclarator¿¿1607¿v148¿¿¿{"start":{"line":38,"column":48},"end":{"line":38,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1274¿MemberExpression¿¿1607¿¿¿¿{"start":{"line":38,"column":48},"end":{"line":38,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1275¿Identifier¿¿1607¿processObj¿¿¿{"start":{"line":38,"column":48},"end":{"line":38,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1276¿Identifier¿¿1607¿level¿¿¿{"start":{"line":38,"column":59},"end":{"line":38,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1277¿VariableDeclarator¿¿1607¿v149¿¿¿{"start":{"line":38,"column":36},"end":{"line":38,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1278¿MemberExpression¿computed¿1607¿¿¿¿{"start":{"line":38,"column":36},"end":{"line":38,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1279¿Identifier¿¿1607¿pidsByLevel¿¿¿{"start":{"line":38,"column":36},"end":{"line":38,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1280¿Identifier¿¿1607¿v148¿¿¿¿¿Identifier
1281¿VariableDeclarator¿¿1607¿v150¿¿¿{"start":{"line":38,"column":69},"end":{"line":38,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1282¿ArrayExpression¿¿1607¿¿¿¿{"start":{"line":38,"column":69},"end":{"line":38,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ArrayExpression
1283¿ExpressionStatement¿¿1607¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1284¿AssignmentExpression¿=¿1607¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿AssignmentExpression
1285¿MemberExpression¿computed¿1607¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1286¿Identifier¿¿1607¿pidsByLevel¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1287¿Identifier¿¿1607¿v147¿¿¿¿¿Identifier
1288¿LogicalExpression¿||¿1607¿¿¿¿{"start":{"line":38,"column":36},"end":{"line":38,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿LogicalExpression
1289¿Identifier¿¿1607¿v149¿¿¿¿¿Identifier
1290¿Identifier¿¿1607¿v150¿¿¿¿¿Identifier
1291¿VariableDeclarator¿¿1607¿v151¿¿¿{"start":{"line":39,"column":16},"end":{"line":39,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1292¿MemberExpression¿¿1607¿¿¿¿{"start":{"line":39,"column":16},"end":{"line":39,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1293¿Identifier¿¿1607¿processObj¿¿¿{"start":{"line":39,"column":16},"end":{"line":39,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1294¿Identifier¿¿1607¿level¿¿¿{"start":{"line":39,"column":27},"end":{"line":39,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1295¿VariableDeclarator¿¿1607¿v152¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1296¿MemberExpression¿computed¿1607¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1297¿Identifier¿¿1607¿pidsByLevel¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1298¿Identifier¿¿1607¿v151¿¿¿¿¿Identifier
1299¿VariableDeclarator¿¿1607¿v153¿¿¿{"start":{"line":39,"column":39},"end":{"line":39,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1300¿MemberExpression¿¿1607¿¿¿¿{"start":{"line":39,"column":39},"end":{"line":39,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1301¿Identifier¿¿1607¿processObj¿¿¿{"start":{"line":39,"column":39},"end":{"line":39,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1302¿Identifier¿¿1607¿pid¿¿¿{"start":{"line":39,"column":50},"end":{"line":39,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1303¿VariableDeclarator¿¿1607¿v154¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1304¿CallExpression¿¿1607¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1305¿MemberExpression¿¿1607¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1306¿Identifier¿¿1607¿v152¿¿¿¿¿Identifier
1307¿Identifier¿¿1607¿push¿¿¿{"start":{"line":39,"column":34},"end":{"line":39,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1308¿Identifier¿¿1607¿v153¿¿¿¿¿Identifier
1309¿ExpressionStatement¿¿1607¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1310¿Identifier¿¿1607¿v154¿¿¿¿¿Identifier
1311¿VariableDeclarator¿¿1607¿v155¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1312¿MemberExpression¿¿1607¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1313¿Identifier¿¿1607¿processObj¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1314¿Identifier¿¿1607¿children¿¿¿{"start":{"line":40,"column":15},"end":{"line":40,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1315¿VariableDeclarator¿¿1607¿v157¿¿¿{"start":{"line":40,"column":32},"end":{"line":40,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1316¿ArrowFunctionExpression¿¿1607¿¿¿¿{"start":{"line":40,"column":32},"end":{"line":40,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ArrowFunctionExpression
1317¿Identifier¿¿0¿child¿¿¿{"start":{"line":40,"column":32},"end":{"line":40,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1318¿VariableDeclarator¿¿1609¿v156¿¿¿{"start":{"line":40,"column":41},"end":{"line":40,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
