Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
598¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":135,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Program
883¿Identifier¿¿1056¿type¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
884¿Identifier¿¿1056¿v98¿¿¿¿¿Identifier
885¿Property¿¿1056¿¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Property
886¿Identifier¿¿1056¿txt¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
887¿Identifier¿¿1056¿data¿¿¿{"start":{"line":76,"column":15},"end":{"line":76,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
888¿VariableDeclarator¿¿1056¿v100¿¿¿{"start":{"line":73,"column":8},"end":{"line":77,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
889¿CallExpression¿¿1056¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":77,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿CallExpression
890¿Identifier¿¿1056¿_log¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
891¿Identifier¿¿1056¿v99¿¿¿¿¿Identifier
892¿ExpressionStatement¿¿1056¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":77,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ExpressionStatement
893¿Identifier¿¿1056¿v100¿¿¿¿¿Identifier
894¿BlockStatement¿¿1056¿¿¿¿{"start":{"line":64,"column":45},"end":{"line":89,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿BlockStatement
895¿VariableDeclarator¿¿1054¿v102¿¿¿{"start":{"line":64,"column":6},"end":{"line":89,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
896¿CallExpression¿¿1054¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":89,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿CallExpression
897¿MemberExpression¿¿1054¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿MemberExpression
898¿Identifier¿¿1054¿v94¿¿¿¿¿Identifier
899¿Identifier¿¿1054¿on¿¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
900¿Literal¿string¿1054¿¿'data'¿¿{"start":{"line":64,"column":22},"end":{"line":64,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
901¿Identifier¿¿1054¿v101¿¿¿¿¿Identifier
902¿ExpressionStatement¿¿1054¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":89,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ExpressionStatement
903¿Identifier¿¿1054¿v102¿¿¿¿¿Identifier
904¿VariableDeclarator¿¿1054¿v103¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
905¿MemberExpression¿¿1054¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿MemberExpression
906¿Identifier¿¿1054¿child¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
907¿Identifier¿¿1054¿stderr¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
908¿VariableDeclarator¿¿1054¿v107¿¿¿{"start":{"line":91,"column":30},"end":{"line":104,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
909¿FunctionExpression¿¿1054¿anon¿¿¿{"start":{"line":91,"column":30},"end":{"line":104,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿FunctionExpression
910¿Identifier¿¿0¿data¿¿¿{"start":{"line":91,"column":39},"end":{"line":91,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
911¿VariableDeclarator¿¿1058¿v104¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
912¿CallExpression¿¿1058¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿CallExpression
913¿MemberExpression¿¿1058¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿MemberExpression
914¿Identifier¿¿1058¿_error¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
915¿Identifier¿¿1058¿push¿¿¿{"start":{"line":92,"column":15},"end":{"line":92,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
916¿Identifier¿¿1058¿data¿¿¿{"start":{"line":92,"column":20},"end":{"line":92,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
917¿ExpressionStatement¿¿1058¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ExpressionStatement
918¿Identifier¿¿1058¿v104¿¿¿¿¿Identifier
919¿VariableDeclarator¿¿1058¿v105¿¿¿{"start":{"line":97,"column":13},"end":{"line":102,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
920¿ObjectExpression¿¿1058¿¿¿¿{"start":{"line":97,"column":13},"end":{"line":102,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ObjectExpression
921¿Property¿¿1058¿¿¿¿{"start":{"line":98,"column":12},"end":{"line":98,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Property
922¿Identifier¿¿1058¿state¿¿¿{"start":{"line":98,"column":12},"end":{"line":98,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
923¿Literal¿string¿1058¿¿'run'¿¿{"start":{"line":98,"column":19},"end":{"line":98,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
924¿Property¿¿1058¿¿¿¿{"start":{"line":100,"column":12},"end":{"line":100,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Property
925¿Identifier¿¿1058¿type¿¿¿{"start":{"line":100,"column":12},"end":{"line":100,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
926¿Literal¿string¿1058¿¿'error'¿¿{"start":{"line":100,"column":18},"end":{"line":100,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
927¿Property¿¿1058¿¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Property
928¿Identifier¿¿1058¿txt¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
929¿Identifier¿¿1058¿data¿¿¿{"start":{"line":101,"column":17},"end":{"line":101,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
930¿VariableDeclarator¿¿1058¿v106¿¿¿{"start":{"line":97,"column":8},"end":{"line":102,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
931¿CallExpression¿¿1058¿¿¿¿{"start":{"line":97,"column":8},"end":{"line":102,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿CallExpression
932¿Identifier¿¿1058¿_log¿¿¿{"start":{"line":97,"column":8},"end":{"line":97,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
933¿Identifier¿¿1058¿v105¿¿¿¿¿Identifier
934¿ExpressionStatement¿¿1058¿¿¿¿{"start":{"line":97,"column":8},"end":{"line":102,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ExpressionStatement
935¿Identifier¿¿1058¿v106¿¿¿¿¿Identifier
936¿BlockStatement¿¿1058¿¿¿¿{"start":{"line":91,"column":45},"end":{"line":104,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿BlockStatement
937¿VariableDeclarator¿¿1054¿v108¿¿¿{"start":{"line":91,"column":6},"end":{"line":104,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
938¿CallExpression¿¿1054¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":104,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿CallExpression
939¿MemberExpression¿¿1054¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿MemberExpression
940¿Identifier¿¿1054¿v103¿¿¿¿¿Identifier
941¿Identifier¿¿1054¿on¿¿¿{"start":{"line":91,"column":19},"end":{"line":91,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
942¿Literal¿string¿1054¿¿'data'¿¿{"start":{"line":91,"column":22},"end":{"line":91,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
943¿Identifier¿¿1054¿v107¿¿¿¿¿Identifier
944¿ExpressionStatement¿¿1054¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":104,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ExpressionStatement
945¿Identifier¿¿1054¿v108¿¿¿¿¿Identifier
946¿VariableDeclarator¿¿1054¿v109¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
947¿MemberExpression¿¿1054¿¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿MemberExpression
948¿Identifier¿¿1054¿child¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
949¿Identifier¿¿1054¿stdout¿¿¿{"start":{"line":106,"column":12},"end":{"line":106,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
950¿VariableDeclarator¿¿1054¿v112¿¿¿{"start":{"line":106,"column":29},"end":{"line":117,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
951¿FunctionExpression¿¿1054¿anon¿¿¿{"start":{"line":106,"column":29},"end":{"line":117,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿FunctionExpression
952¿Identifier¿¿0¿data¿¿¿{"start":{"line":106,"column":38},"end":{"line":106,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
953¿VariableDeclarator¿¿1060¿v110¿¿¿{"start":{"line":111,"column":13},"end":{"line":115,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
954¿ObjectExpression¿¿1060¿¿¿¿{"start":{"line":111,"column":13},"end":{"line":115,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ObjectExpression
955¿Property¿¿1060¿¿¿¿{"start":{"line":112,"column":12},"end":{"line":112,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Property
956¿Identifier¿¿1060¿state¿¿¿{"start":{"line":112,"column":12},"end":{"line":112,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
957¿Literal¿string¿1060¿¿'run'¿¿{"start":{"line":112,"column":19},"end":{"line":112,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
958¿Property¿¿1060¿¿¿¿{"start":{"line":113,"column":12},"end":{"line":113,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Property
959¿Identifier¿¿1060¿type¿¿¿{"start":{"line":113,"column":12},"end":{"line":113,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
960¿Literal¿string¿1060¿¿'end'¿¿{"start":{"line":113,"column":18},"end":{"line":113,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
961¿Property¿¿1060¿¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Property
962¿Identifier¿¿1060¿txt¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
963¿Literal¿string¿1060¿¿'command complete'¿¿{"start":{"line":114,"column":17},"end":{"line":114,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
964¿VariableDeclarator¿¿1060¿v111¿¿¿{"start":{"line":111,"column":8},"end":{"line":115,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
965¿CallExpression¿¿1060¿¿¿¿{"start":{"line":111,"column":8},"end":{"line":115,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿CallExpression
966¿Identifier¿¿1060¿_log¿¿¿{"start":{"line":111,"column":8},"end":{"line":111,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
967¿Identifier¿¿1060¿v110¿¿¿¿¿Identifier
968¿ExpressionStatement¿¿1060¿¿¿¿{"start":{"line":111,"column":8},"end":{"line":115,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ExpressionStatement
969¿Identifier¿¿1060¿v111¿¿¿¿¿Identifier
970¿BlockStatement¿¿1060¿¿¿¿{"start":{"line":106,"column":44},"end":{"line":117,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿BlockStatement
971¿VariableDeclarator¿¿1054¿v113¿¿¿{"start":{"line":106,"column":6},"end":{"line":117,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
972¿CallExpression¿¿1054¿¿¿¿{"start":{"line":106,"column":6},"end":{"line":117,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿CallExpression
973¿MemberExpression¿¿1054¿¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿MemberExpression
974¿Identifier¿¿1054¿v109¿¿¿¿¿Identifier
975¿Identifier¿¿1054¿on¿¿¿{"start":{"line":106,"column":19},"end":{"line":106,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
976¿Literal¿string¿1054¿¿'end'¿¿{"start":{"line":106,"column":22},"end":{"line":106,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
977¿Identifier¿¿1054¿v112¿¿¿¿¿Identifier
978¿ExpressionStatement¿¿1054¿¿¿¿{"start":{"line":106,"column":6},"end":{"line":117,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ExpressionStatement
979¿Identifier¿¿1054¿v113¿¿¿¿¿Identifier
980¿VariableDeclarator¿¿1054¿v118¿¿¿{"start":{"line":118,"column":24},"end":{"line":130,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
981¿FunctionExpression¿¿1054¿anon¿¿¿{"start":{"line":118,"column":24},"end":{"line":130,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿FunctionExpression
982¿Identifier¿¿0¿code¿¿¿{"start":{"line":118,"column":33},"end":{"line":118,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
983¿VariableDeclarator¿¿1062¿v114¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
984¿CallExpression¿¿1062¿¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿CallExpression
985¿Identifier¿¿1062¿_callback¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
986¿ExpressionStatement¿¿1062¿¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ExpressionStatement
987¿Identifier¿¿1062¿v114¿¿¿¿¿Identifier
988¿VariableDeclarator¿¿1062¿v115¿¿¿{"start":{"line":124,"column":13},"end":{"line":128,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
989¿ObjectExpression¿¿1062¿¿¿¿{"start":{"line":124,"column":13},"end":{"line":128,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ObjectExpression
990¿Property¿¿1062¿¿¿¿{"start":{"line":125,"column":10},"end":{"line":125,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Property
991¿Identifier¿¿1062¿state¿¿¿{"start":{"line":125,"column":10},"end":{"line":125,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
992¿Literal¿string¿1062¿¿'stop'¿¿{"start":{"line":125,"column":17},"end":{"line":125,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
993¿Property¿¿1062¿¿¿¿{"start":{"line":126,"column":10},"end":{"line":126,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Property
994¿Identifier¿¿1062¿type¿¿¿{"start":{"line":126,"column":10},"end":{"line":126,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
995¿Literal¿string¿1062¿¿'close'¿¿{"start":{"line":126,"column":16},"end":{"line":126,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
996¿Property¿¿1062¿¿¿¿{"start":{"line":127,"column":10},"end":{"line":127,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Property
997¿Identifier¿¿1062¿txt¿¿¿{"start":{"line":127,"column":10},"end":{"line":127,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
998¿Literal¿string¿1062¿¿'close cmd process'¿¿{"start":{"line":127,"column":15},"end":{"line":127,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
999¿VariableDeclarator¿¿1062¿v116¿¿¿{"start":{"line":124,"column":8},"end":{"line":128,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
1000¿CallExpression¿¿1062¿¿¿¿{"start":{"line":124,"column":8},"end":{"line":128,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿CallExpression
1001¿Identifier¿¿1062¿_log¿¿¿{"start":{"line":124,"column":8},"end":{"line":124,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
1002¿Identifier¿¿1062¿v115¿¿¿¿¿Identifier
1003¿ExpressionStatement¿¿1062¿¿¿¿{"start":{"line":124,"column":8},"end":{"line":128,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ExpressionStatement
1004¿Identifier¿¿1062¿v116¿¿¿¿¿Identifier
1005¿VariableDeclarator¿¿1062¿v117¿¿¿{"start":{"line":129,"column":8},"end":{"line":129,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
1006¿CallExpression¿¿1062¿¿¿¿{"start":{"line":129,"column":8},"end":{"line":129,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿CallExpression
1007¿Identifier¿¿1062¿resolve¿¿¿{"start":{"line":129,"column":8},"end":{"line":129,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
1008¿Identifier¿¿1062¿_data¿¿¿{"start":{"line":129,"column":16},"end":{"line":129,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
1009¿Identifier¿¿1062¿_error¿¿¿{"start":{"line":129,"column":23},"end":{"line":129,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
1010¿ExpressionStatement¿¿1062¿¿¿¿{"start":{"line":129,"column":8},"end":{"line":129,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ExpressionStatement
1011¿Identifier¿¿1062¿v117¿¿¿¿¿Identifier
1012¿BlockStatement¿¿1062¿¿¿¿{"start":{"line":118,"column":39},"end":{"line":130,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿BlockStatement
1013¿VariableDeclarator¿¿1054¿v119¿¿¿{"start":{"line":118,"column":6},"end":{"line":130,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
1014¿CallExpression¿¿1054¿¿¿¿{"start":{"line":118,"column":6},"end":{"line":130,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿CallExpression
1015¿MemberExpression¿¿1054¿¿¿¿{"start":{"line":118,"column":6},"end":{"line":118,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿MemberExpression
1016¿Identifier¿¿1054¿child¿¿¿{"start":{"line":118,"column":6},"end":{"line":118,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
1017¿Identifier¿¿1054¿on¿¿¿{"start":{"line":118,"column":12},"end":{"line":118,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
1018¿Literal¿string¿1054¿¿'close'¿¿{"start":{"line":118,"column":15},"end":{"line":118,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
1019¿Identifier¿¿1054¿v118¿¿¿¿¿Identifier
1020¿ExpressionStatement¿¿1054¿¿¿¿{"start":{"line":118,"column":6},"end":{"line":130,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ExpressionStatement
1021¿Identifier¿¿1054¿v119¿¿¿¿¿Identifier
1022¿BlockStatement¿¿1054¿¿¿¿{"start":{"line":47,"column":57},"end":{"line":131,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿BlockStatement
1023¿VariableDeclarator¿¿1040¿_promise¿¿¿{"start":{"line":47,"column":8},"end":{"line":131,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
1024¿NewExpression¿¿1040¿¿¿¿{"start":{"line":47,"column":19},"end":{"line":131,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿NewExpression
1025¿Identifier¿¿1040¿Promise¿¿¿{"start":{"line":47,"column":23},"end":{"line":47,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
1026¿Identifier¿¿1040¿v120¿¿¿¿¿Identifier
1027¿ReturnStatement¿¿1040¿¿¿¿{"start":{"line":132,"column":4},"end":{"line":132,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ReturnStatement
1028¿Identifier¿¿1040¿_promise¿¿¿{"start":{"line":132,"column":11},"end":{"line":132,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
