Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
826¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":80,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Program
1108¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":36,"column":36},"end":{"line":36,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1109¿Identifier¿¿1465¿input¿¿¿{"start":{"line":36,"column":36},"end":{"line":36,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1110¿Identifier¿¿1465¿length¿¿¿{"start":{"line":36,"column":42},"end":{"line":36,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1111¿VariableDeclarator¿¿1465¿v96¿¿¿{"start":{"line":36,"column":28},"end":{"line":36,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1112¿BinaryExpression¿<¿1465¿¿¿¿{"start":{"line":36,"column":28},"end":{"line":36,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿BinaryExpression
1113¿Identifier¿¿1465¿index¿¿¿{"start":{"line":36,"column":28},"end":{"line":36,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1114¿Identifier¿¿1465¿v95¿¿¿¿¿Identifier
1115¿WhileStatement¿¿1465¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":37,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿WhileStatement
1116¿Identifier¿¿1465¿v96¿¿¿¿¿Identifier
1117¿VariableDeclarator¿¿1465¿v98¿¿¿{"start":{"line":37,"column":30},"end":{"line":37,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1118¿MemberExpression¿computed¿1465¿¿¿¿{"start":{"line":37,"column":30},"end":{"line":37,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1119¿Identifier¿¿1465¿input¿¿¿{"start":{"line":37,"column":30},"end":{"line":37,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1120¿Identifier¿¿1465¿index¿¿¿{"start":{"line":37,"column":36},"end":{"line":37,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1121¿VariableDeclarator¿¿1465¿v99¿¿¿{"start":{"line":37,"column":24},"end":{"line":37,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1122¿CallExpression¿¿1465¿¿¿¿{"start":{"line":37,"column":24},"end":{"line":37,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿CallExpression
1123¿Identifier¿¿1465¿clone¿¿¿{"start":{"line":37,"column":24},"end":{"line":37,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1124¿Identifier¿¿1465¿v98¿¿¿¿¿Identifier
1125¿VariableDeclarator¿¿1465¿v100¿¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1126¿CallExpression¿¿1465¿¿¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿CallExpression
1127¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1128¿Identifier¿¿1465¿output¿¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1129¿Identifier¿¿1465¿push¿¿¿{"start":{"line":37,"column":19},"end":{"line":37,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1130¿Identifier¿¿1465¿v99¿¿¿¿¿Identifier
1131¿ExpressionStatement¿¿1465¿¿¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ExpressionStatement
1132¿Identifier¿¿1465¿v100¿¿¿¿¿Identifier
1133¿VariableDeclarator¿¿1465¿v97¿¿¿{"start":{"line":36,"column":50},"end":{"line":36,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1134¿UpdateExpression¿¿1465¿¿¿¿{"start":{"line":36,"column":50},"end":{"line":36,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿UpdateExpression
1135¿Identifier¿¿1465¿index¿¿¿{"start":{"line":36,"column":52},"end":{"line":36,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1136¿ExpressionStatement¿¿1465¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":37,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ExpressionStatement
1137¿AssignmentExpression¿=¿1465¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":37,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿AssignmentExpression
1138¿Identifier¿¿1465¿v96¿¿¿{"start":{"line":36,"column":8},"end":{"line":37,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1139¿BinaryExpression¿<¿1465¿¿¿¿{"start":{"line":36,"column":28},"end":{"line":36,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿BinaryExpression
1140¿Identifier¿¿1465¿index¿¿¿{"start":{"line":36,"column":28},"end":{"line":36,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1141¿Identifier¿¿1465¿v95¿¿¿¿¿Identifier
1142¿BlockStatement¿¿1465¿¿¿¿¿¿BlockStatement
1143¿ReturnStatement¿¿1465¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ReturnStatement
1144¿Identifier¿¿1465¿output¿¿¿{"start":{"line":38,"column":15},"end":{"line":38,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1145¿BlockStatement¿¿1465¿¿¿¿{"start":{"line":34,"column":30},"end":{"line":39,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿BlockStatement
1146¿VariableDeclarator¿¿1465¿v101¿¿¿{"start":{"line":40,"column":13},"end":{"line":40,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1147¿CallExpression¿¿1465¿¿¿¿{"start":{"line":40,"column":13},"end":{"line":40,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿CallExpression
1148¿Identifier¿¿1465¿isPlainObject¿¿¿{"start":{"line":40,"column":13},"end":{"line":40,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1149¿Identifier¿¿1465¿input¿¿¿{"start":{"line":40,"column":27},"end":{"line":40,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1150¿IfStatement¿¿1465¿¿¿¿{"start":{"line":40,"column":9},"end":{"line":48,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿IfStatement
1151¿Identifier¿¿1465¿v101¿¿¿¿¿Identifier
1152¿VariableDeclarator¿¿1465¿output¿¿¿{"start":{"line":41,"column":12},"end":{"line":41,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1153¿ObjectExpression¿¿1465¿¿¿¿¿¿ObjectExpression
1154¿VariableDeclarator¿¿1465¿index¿¿¿{"start":{"line":42,"column":17},"end":{"line":42,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1155¿ForInStatement¿¿1465¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":43,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ForInStatement
1156¿Identifier¿¿1465¿index¿¿¿{"start":{"line":42,"column":17},"end":{"line":42,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1157¿Identifier¿¿1465¿input¿¿¿{"start":{"line":42,"column":26},"end":{"line":42,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1158¿VariableDeclarator¿¿1465¿v102¿¿¿{"start":{"line":43,"column":34},"end":{"line":43,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1159¿MemberExpression¿computed¿1465¿¿¿¿{"start":{"line":43,"column":34},"end":{"line":43,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1160¿Identifier¿¿1465¿input¿¿¿{"start":{"line":43,"column":34},"end":{"line":43,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1161¿Identifier¿¿1465¿index¿¿¿{"start":{"line":43,"column":40},"end":{"line":43,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1162¿VariableDeclarator¿¿1465¿v103¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1163¿CallExpression¿¿1465¿¿¿¿{"start":{"line":43,"column":28},"end":{"line":43,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿CallExpression
1164¿Identifier¿¿1465¿clone¿¿¿{"start":{"line":43,"column":28},"end":{"line":43,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1165¿Identifier¿¿1465¿v102¿¿¿¿¿Identifier
1166¿ExpressionStatement¿¿1465¿¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ExpressionStatement
1167¿AssignmentExpression¿=¿1465¿¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿AssignmentExpression
1168¿MemberExpression¿computed¿1465¿¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1169¿Identifier¿¿1465¿output¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1170¿Identifier¿¿1465¿index¿¿¿{"start":{"line":43,"column":19},"end":{"line":43,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1171¿Identifier¿¿1465¿v103¿¿¿¿¿Identifier
1172¿BlockStatement¿¿1465¿¿¿¿¿¿BlockStatement
1173¿ReturnStatement¿¿1465¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ReturnStatement
1174¿Identifier¿¿1465¿output¿¿¿{"start":{"line":44,"column":15},"end":{"line":44,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1175¿BlockStatement¿¿1465¿¿¿¿{"start":{"line":40,"column":35},"end":{"line":45,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿BlockStatement
1176¿ReturnStatement¿¿1465¿¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ReturnStatement
1177¿Identifier¿¿1465¿input¿¿¿{"start":{"line":47,"column":15},"end":{"line":47,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1178¿BlockStatement¿¿1465¿¿¿¿{"start":{"line":46,"column":9},"end":{"line":48,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿BlockStatement
1179¿BlockStatement¿¿1465¿¿¿¿¿¿BlockStatement
1180¿BlockStatement¿¿1465¿¿¿¿{"start":{"line":33,"column":22},"end":{"line":49,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿BlockStatement
1181¿ExpressionStatement¿¿1454¿¿¿¿{"start":{"line":50,"column":0},"end":{"line":50,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ExpressionStatement
1182¿AssignmentExpression¿=¿1454¿¿¿¿{"start":{"line":50,"column":0},"end":{"line":50,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿AssignmentExpression
1183¿MemberExpression¿¿1454¿¿¿¿{"start":{"line":50,"column":0},"end":{"line":50,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1184¿Identifier¿¿1454¿exports¿¿¿{"start":{"line":50,"column":0},"end":{"line":50,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1185¿Identifier¿¿1454¿clone¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1186¿Identifier¿¿1454¿clone¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1187¿VariableDeclarator¿¿1454¿isPlainObject¿¿¿{"start":{"line":51,"column":0},"end":{"line":53,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1188¿FunctionExpression¿¿1454¿anon¿¿¿{"start":{"line":51,"column":0},"end":{"line":53,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿FunctionExpression
1189¿Identifier¿¿0¿input¿¿¿{"start":{"line":51,"column":23},"end":{"line":51,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1190¿VariableDeclarator¿¿1471¿v104¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1191¿UnaryExpression¿typeof¿1471¿¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿UnaryExpression
1192¿Identifier¿¿1471¿input¿¿¿{"start":{"line":52,"column":27},"end":{"line":52,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1193¿VariableDeclarator¿¿1471¿v105¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1194¿BinaryExpression¿===¿1471¿¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿BinaryExpression
1195¿Identifier¿¿1471¿v104¿¿¿¿¿Identifier
1196¿Literal¿string¿1471¿¿'object'¿¿{"start":{"line":52,"column":37},"end":{"line":52,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Literal
1197¿VariableDeclarator¿¿1471¿v106¿¿¿{"start":{"line":52,"column":11},"end":{"line":52,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1198¿LogicalExpression¿&&¿1471¿¿¿¿{"start":{"line":52,"column":11},"end":{"line":52,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿LogicalExpression
1199¿Identifier¿¿1471¿input¿¿¿{"start":{"line":52,"column":11},"end":{"line":52,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1200¿Identifier¿¿1471¿v105¿¿¿¿¿Identifier
1201¿VariableDeclarator¿¿1471¿v107¿¿¿{"start":{"line":52,"column":50},"end":{"line":52,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1202¿CallExpression¿¿1471¿¿¿¿{"start":{"line":52,"column":50},"end":{"line":52,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿CallExpression
1203¿MemberExpression¿¿1471¿¿¿¿{"start":{"line":52,"column":50},"end":{"line":52,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1204¿Identifier¿¿1471¿Array¿¿¿{"start":{"line":52,"column":50},"end":{"line":52,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1205¿Identifier¿¿1471¿isArray¿¿¿{"start":{"line":52,"column":56},"end":{"line":52,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1206¿Identifier¿¿1471¿input¿¿¿{"start":{"line":52,"column":64},"end":{"line":52,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1207¿VariableDeclarator¿¿1471¿v108¿¿¿{"start":{"line":52,"column":49},"end":{"line":52,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1208¿UnaryExpression¿!¿1471¿¿¿¿{"start":{"line":52,"column":49},"end":{"line":52,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿UnaryExpression
1209¿Identifier¿¿1471¿v107¿¿¿¿¿Identifier
1210¿VariableDeclarator¿¿1471¿v109¿¿¿{"start":{"line":52,"column":11},"end":{"line":52,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1211¿LogicalExpression¿&&¿1471¿¿¿¿{"start":{"line":52,"column":11},"end":{"line":52,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿LogicalExpression
1212¿Identifier¿¿1471¿v106¿¿¿¿¿Identifier
1213¿Identifier¿¿1471¿v108¿¿¿¿¿Identifier
1214¿ReturnStatement¿¿1471¿¿¿¿{"start":{"line":52,"column":4},"end":{"line":52,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ReturnStatement
1215¿Identifier¿¿1471¿v109¿¿¿¿¿Identifier
1216¿BlockStatement¿¿1471¿¿¿¿{"start":{"line":51,"column":30},"end":{"line":53,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿BlockStatement
1217¿ExpressionStatement¿¿1454¿¿¿¿{"start":{"line":54,"column":0},"end":{"line":54,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ExpressionStatement
1218¿AssignmentExpression¿=¿1454¿¿¿¿{"start":{"line":54,"column":0},"end":{"line":54,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿AssignmentExpression
1219¿MemberExpression¿¿1454¿¿¿¿{"start":{"line":54,"column":0},"end":{"line":54,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1220¿Identifier¿¿1454¿exports¿¿¿{"start":{"line":54,"column":0},"end":{"line":54,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1221¿Identifier¿¿1454¿isPlainObject¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1222¿Identifier¿¿1454¿isPlainObject¿¿¿{"start":{"line":54,"column":24},"end":{"line":54,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1223¿VariableDeclarator¿¿1454¿_recursiveMerge¿¿¿{"start":{"line":55,"column":0},"end":{"line":63,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1224¿FunctionExpression¿¿1454¿anon¿¿¿{"start":{"line":55,"column":0},"end":{"line":63,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿FunctionExpression
1225¿Identifier¿¿0¿base¿¿¿{"start":{"line":55,"column":25},"end":{"line":55,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1226¿Identifier¿¿0¿extend¿¿¿{"start":{"line":55,"column":31},"end":{"line":55,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1227¿VariableDeclarator¿¿1473¿v110¿¿¿{"start":{"line":56,"column":9},"end":{"line":56,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1228¿CallExpression¿¿1473¿¿¿¿{"start":{"line":56,"column":9},"end":{"line":56,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿CallExpression
1229¿Identifier¿¿1473¿isPlainObject¿¿¿{"start":{"line":56,"column":9},"end":{"line":56,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1230¿Identifier¿¿1473¿base¿¿¿{"start":{"line":56,"column":23},"end":{"line":56,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1231¿VariableDeclarator¿¿1473¿v111¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1232¿UnaryExpression¿!¿1473¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿UnaryExpression
1233¿Identifier¿¿1473¿v110¿¿¿¿¿Identifier
1234¿IfStatement¿¿1473¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":57,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿IfStatement
1235¿Identifier¿¿1473¿v111¿¿¿¿¿Identifier
1236¿ReturnStatement¿¿1473¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ReturnStatement
1237¿Identifier¿¿1473¿extend¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1238¿BlockStatement¿¿1473¿¿¿¿¿¿BlockStatement
1239¿VariableDeclarator¿¿1473¿key¿¿¿{"start":{"line":58,"column":13},"end":{"line":58,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1240¿ForInStatement¿¿1473¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":61,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ForInStatement
1241¿Identifier¿¿1473¿key¿¿¿{"start":{"line":58,"column":13},"end":{"line":58,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1242¿Identifier¿¿1473¿extend¿¿¿{"start":{"line":58,"column":20},"end":{"line":58,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1243¿VariableDeclarator¿¿1473¿v112¿¿¿{"start":{"line":59,"column":35},"end":{"line":59,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1244¿MemberExpression¿computed¿1473¿¿¿¿{"start":{"line":59,"column":35},"end":{"line":59,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1245¿Identifier¿¿1473¿base¿¿¿{"start":{"line":59,"column":35},"end":{"line":59,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1246¿Identifier¿¿1473¿key¿¿¿{"start":{"line":59,"column":40},"end":{"line":59,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1247¿VariableDeclarator¿¿1473¿v113¿¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1248¿CallExpression¿¿1473¿¿¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿CallExpression
1249¿Identifier¿¿1473¿isPlainObject¿¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1250¿Identifier¿¿1473¿v112¿¿¿¿¿Identifier
1251¿VariableDeclarator¿¿1473¿v114¿¿¿{"start":{"line":59,"column":63},"end":{"line":59,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1252¿MemberExpression¿computed¿1473¿¿¿¿{"start":{"line":59,"column":63},"end":{"line":59,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1253¿Identifier¿¿1473¿extend¿¿¿{"start":{"line":59,"column":63},"end":{"line":59,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1254¿Identifier¿¿1473¿key¿¿¿{"start":{"line":59,"column":70},"end":{"line":59,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
