Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2329¿Program¿¿-1¿¿¿¿{"start":{"line":10,"column":0},"end":{"line":300,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Program
3436¿ExpressionStatement¿¿4147¿¿¿¿{"start":{"line":207,"column":8},"end":{"line":207,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
3437¿AssignmentExpression¿=¿4147¿¿¿¿{"start":{"line":207,"column":8},"end":{"line":207,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿AssignmentExpression
3438¿MemberExpression¿computed¿4147¿¿¿¿{"start":{"line":207,"column":8},"end":{"line":207,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
3439¿Identifier¿¿4147¿head¿¿¿{"start":{"line":207,"column":8},"end":{"line":207,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3440¿Literal¿string¿4147¿¿'Content-Length'¿¿{"start":{"line":207,"column":13},"end":{"line":207,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3441¿Identifier¿¿4147¿v364¿¿¿¿¿Identifier
3442¿IfStatement¿¿4147¿¿¿¿{"start":{"line":209,"column":8},"end":{"line":213,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿IfStatement
3443¿Identifier¿¿4147¿noCache¿¿¿{"start":{"line":209,"column":12},"end":{"line":209,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3444¿ExpressionStatement¿¿4147¿¿¿¿{"start":{"line":210,"column":12},"end":{"line":210,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
3445¿AssignmentExpression¿=¿4147¿¿¿¿{"start":{"line":210,"column":12},"end":{"line":210,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿AssignmentExpression
3446¿MemberExpression¿computed¿4147¿¿¿¿{"start":{"line":210,"column":12},"end":{"line":210,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
3447¿Identifier¿¿4147¿head¿¿¿{"start":{"line":210,"column":12},"end":{"line":210,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3448¿Literal¿string¿4147¿¿'Cache-Control'¿¿{"start":{"line":210,"column":17},"end":{"line":210,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3449¿Literal¿string¿4147¿¿'no-cache, no-store, must-revalidate'¿¿{"start":{"line":210,"column":36},"end":{"line":210,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3450¿ExpressionStatement¿¿4147¿¿¿¿{"start":{"line":211,"column":12},"end":{"line":211,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
3451¿AssignmentExpression¿=¿4147¿¿¿¿{"start":{"line":211,"column":12},"end":{"line":211,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿AssignmentExpression
3452¿MemberExpression¿computed¿4147¿¿¿¿{"start":{"line":211,"column":12},"end":{"line":211,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
3453¿Identifier¿¿4147¿head¿¿¿{"start":{"line":211,"column":12},"end":{"line":211,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3454¿Literal¿string¿4147¿¿'Pragma'¿¿{"start":{"line":211,"column":17},"end":{"line":211,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3455¿Literal¿string¿4147¿¿'no-cache'¿¿{"start":{"line":211,"column":29},"end":{"line":211,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3456¿ExpressionStatement¿¿4147¿¿¿¿{"start":{"line":212,"column":12},"end":{"line":212,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
3457¿AssignmentExpression¿=¿4147¿¿¿¿{"start":{"line":212,"column":12},"end":{"line":212,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿AssignmentExpression
3458¿MemberExpression¿computed¿4147¿¿¿¿{"start":{"line":212,"column":12},"end":{"line":212,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
3459¿Identifier¿¿4147¿head¿¿¿{"start":{"line":212,"column":12},"end":{"line":212,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3460¿Literal¿string¿4147¿¿'Expires'¿¿{"start":{"line":212,"column":17},"end":{"line":212,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3461¿Literal¿string¿4147¿¿'0'¿¿{"start":{"line":212,"column":30},"end":{"line":212,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3462¿BlockStatement¿¿4147¿¿¿¿{"start":{"line":209,"column":21},"end":{"line":213,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BlockStatement
3463¿VariableDeclarator¿¿4147¿ext¿¿¿{"start":{"line":215,"column":17},"end":{"line":215,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3464¿ForInStatement¿¿4147¿¿¿¿{"start":{"line":215,"column":8},"end":{"line":222,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ForInStatement
3465¿Identifier¿¿4147¿ext¿¿¿{"start":{"line":215,"column":17},"end":{"line":215,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3466¿Identifier¿¿4147¿contentTypes¿¿¿{"start":{"line":215,"column":24},"end":{"line":215,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3467¿VariableDeclarator¿¿4147¿v365¿¿¿{"start":{"line":216,"column":16},"end":{"line":216,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3468¿BinaryExpression¿==¿4147¿¿¿¿{"start":{"line":216,"column":16},"end":{"line":216,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
3469¿Identifier¿¿4147¿ext¿¿¿{"start":{"line":216,"column":16},"end":{"line":216,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3470¿Literal¿string¿4147¿¿'*'¿¿{"start":{"line":216,"column":23},"end":{"line":216,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3471¿IfStatement¿¿4147¿¿¿¿{"start":{"line":216,"column":12},"end":{"line":216,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿IfStatement
3472¿Identifier¿¿4147¿v365¿¿¿¿¿Identifier
3473¿ContinueStatement¿¿4147¿¿¿¿{"start":{"line":216,"column":28},"end":{"line":216,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ContinueStatement
3474¿BlockStatement¿¿4147¿¿¿¿¿¿BlockStatement
3475¿VariableDeclarator¿¿4147¿v366¿¿¿{"start":{"line":217,"column":23},"end":{"line":217,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3476¿CallExpression¿¿4147¿¿¿¿{"start":{"line":217,"column":23},"end":{"line":217,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
3477¿MemberExpression¿¿4147¿¿¿¿{"start":{"line":217,"column":23},"end":{"line":217,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
3478¿Identifier¿¿4147¿path¿¿¿{"start":{"line":217,"column":23},"end":{"line":217,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3479¿Identifier¿¿4147¿extname¿¿¿{"start":{"line":217,"column":28},"end":{"line":217,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3480¿Identifier¿¿4147¿fullPath¿¿¿{"start":{"line":217,"column":36},"end":{"line":217,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3481¿VariableDeclarator¿¿4147¿v367¿¿¿{"start":{"line":217,"column":16},"end":{"line":217,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3482¿BinaryExpression¿==¿4147¿¿¿¿{"start":{"line":217,"column":16},"end":{"line":217,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
3483¿Identifier¿¿4147¿ext¿¿¿{"start":{"line":217,"column":16},"end":{"line":217,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3484¿Identifier¿¿4147¿v366¿¿¿¿¿Identifier
3485¿IfStatement¿¿4147¿¿¿¿{"start":{"line":217,"column":12},"end":{"line":221,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿IfStatement
3486¿Identifier¿¿4147¿v367¿¿¿¿¿Identifier
3487¿VariableDeclarator¿¿4147¿v368¿¿¿{"start":{"line":218,"column":37},"end":{"line":218,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3488¿BinaryExpression¿+¿4147¿¿¿¿{"start":{"line":218,"column":37},"end":{"line":218,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
3489¿Literal¿string¿4147¿¿'File ''¿¿{"start":{"line":218,"column":37},"end":{"line":218,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3490¿Identifier¿¿4147¿fullPath¿¿¿{"start":{"line":218,"column":46},"end":{"line":218,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3491¿VariableDeclarator¿¿4147¿v369¿¿¿{"start":{"line":218,"column":37},"end":{"line":218,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3492¿BinaryExpression¿+¿4147¿¿¿¿{"start":{"line":218,"column":37},"end":{"line":218,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
3493¿Identifier¿¿4147¿v368¿¿¿¿¿Identifier
3494¿Literal¿string¿4147¿¿'' mime-type is ''¿¿{"start":{"line":218,"column":55},"end":{"line":218,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3495¿VariableDeclarator¿¿4147¿v370¿¿¿{"start":{"line":219,"column":21},"end":{"line":219,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3496¿MemberExpression¿computed¿4147¿¿¿¿{"start":{"line":219,"column":21},"end":{"line":219,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
3497¿Identifier¿¿4147¿contentTypes¿¿¿{"start":{"line":219,"column":21},"end":{"line":219,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3498¿Identifier¿¿4147¿ext¿¿¿{"start":{"line":219,"column":34},"end":{"line":219,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3499¿VariableDeclarator¿¿4147¿v371¿¿¿{"start":{"line":218,"column":37},"end":{"line":219,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3500¿BinaryExpression¿+¿4147¿¿¿¿{"start":{"line":218,"column":37},"end":{"line":219,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
3501¿Identifier¿¿4147¿v369¿¿¿¿¿Identifier
3502¿Identifier¿¿4147¿v370¿¿¿¿¿Identifier
3503¿VariableDeclarator¿¿4147¿v372¿¿¿{"start":{"line":218,"column":37},"end":{"line":219,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3504¿BinaryExpression¿+¿4147¿¿¿¿{"start":{"line":218,"column":37},"end":{"line":219,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
3505¿Identifier¿¿4147¿v371¿¿¿¿¿Identifier
3506¿Literal¿string¿4147¿¿'''¿¿{"start":{"line":219,"column":39},"end":{"line":219,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3507¿VariableDeclarator¿¿4147¿v373¿¿¿{"start":{"line":218,"column":37},"end":{"line":219,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3508¿BinaryExpression¿+¿4147¿¿¿¿{"start":{"line":218,"column":37},"end":{"line":219,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
3509¿Identifier¿¿4147¿v372¿¿¿¿¿Identifier
3510¿Identifier¿¿4147¿msgHTTP200¿¿¿{"start":{"line":219,"column":43},"end":{"line":219,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3511¿VariableDeclarator¿¿4147¿v374¿¿¿{"start":{"line":218,"column":25},"end":{"line":219,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3512¿CallExpression¿¿4147¿¿¿¿{"start":{"line":218,"column":25},"end":{"line":219,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
3513¿MemberExpression¿¿4147¿¿¿¿{"start":{"line":218,"column":25},"end":{"line":218,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
3514¿Identifier¿¿4147¿console¿¿¿{"start":{"line":218,"column":25},"end":{"line":218,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3515¿Identifier¿¿4147¿log¿¿¿{"start":{"line":218,"column":33},"end":{"line":218,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3516¿Identifier¿¿4147¿v373¿¿¿¿¿Identifier
3517¿VariableDeclarator¿¿4147¿v375¿¿¿{"start":{"line":218,"column":16},"end":{"line":219,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3518¿LogicalExpression¿&&¿4147¿¿¿¿{"start":{"line":218,"column":16},"end":{"line":219,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿LogicalExpression
3519¿Identifier¿¿4147¿debug¿¿¿{"start":{"line":218,"column":16},"end":{"line":218,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3520¿Identifier¿¿4147¿v374¿¿¿¿¿Identifier
3521¿ExpressionStatement¿¿4147¿¿¿¿{"start":{"line":218,"column":16},"end":{"line":219,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
3522¿Identifier¿¿4147¿v375¿¿¿¿¿Identifier
3523¿VariableDeclarator¿¿4147¿v376¿¿¿{"start":{"line":220,"column":16},"end":{"line":220,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3524¿MemberExpression¿computed¿4147¿¿¿¿{"start":{"line":220,"column":39},"end":{"line":220,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
3525¿Identifier¿¿4147¿contentTypes¿¿¿{"start":{"line":220,"column":39},"end":{"line":220,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3526¿Identifier¿¿4147¿ext¿¿¿{"start":{"line":220,"column":52},"end":{"line":220,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3527¿ExpressionStatement¿¿4147¿¿¿¿{"start":{"line":220,"column":16},"end":{"line":220,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
3528¿AssignmentExpression¿=¿4147¿¿¿¿{"start":{"line":220,"column":16},"end":{"line":220,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿AssignmentExpression
3529¿MemberExpression¿computed¿4147¿¿¿¿{"start":{"line":220,"column":16},"end":{"line":220,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
3530¿Identifier¿¿4147¿head¿¿¿{"start":{"line":220,"column":16},"end":{"line":220,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3531¿Literal¿string¿4147¿¿'Content-Type'¿¿{"start":{"line":220,"column":21},"end":{"line":220,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3532¿Identifier¿¿4147¿v376¿¿¿¿¿Identifier
3533¿BlockStatement¿¿4147¿¿¿¿{"start":{"line":217,"column":47},"end":{"line":221,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BlockStatement
3534¿BlockStatement¿¿4147¿¿¿¿{"start":{"line":215,"column":38},"end":{"line":222,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BlockStatement
3535¿VariableDeclarator¿¿4147¿v377¿¿¿{"start":{"line":224,"column":16},"end":{"line":224,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3536¿BinaryExpression¿in¿4147¿¿¿¿{"start":{"line":224,"column":16},"end":{"line":224,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
3537¿Literal¿string¿4147¿¿'Content-Type'¿¿{"start":{"line":224,"column":16},"end":{"line":224,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3538¿Identifier¿¿4147¿head¿¿¿{"start":{"line":224,"column":34},"end":{"line":224,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3539¿VariableDeclarator¿¿4147¿v378¿¿¿{"start":{"line":224,"column":13},"end":{"line":224,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3540¿UnaryExpression¿!¿4147¿¿¿¿{"start":{"line":224,"column":13},"end":{"line":224,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿UnaryExpression
3541¿Identifier¿¿4147¿v377¿¿¿¿¿Identifier
3542¿IfStatement¿¿4147¿¿¿¿{"start":{"line":224,"column":8},"end":{"line":233,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿IfStatement
3543¿Identifier¿¿4147¿v378¿¿¿¿¿Identifier
3544¿VariableDeclarator¿¿4147¿v379¿¿¿{"start":{"line":225,"column":23},"end":{"line":225,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3545¿MemberExpression¿computed¿4147¿¿¿¿{"start":{"line":225,"column":23},"end":{"line":225,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
3546¿Identifier¿¿4147¿contentTypes¿¿¿{"start":{"line":225,"column":23},"end":{"line":225,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3547¿Literal¿string¿4147¿¿'*'¿¿{"start":{"line":225,"column":36},"end":{"line":225,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3548¿VariableDeclarator¿¿4147¿v380¿¿¿{"start":{"line":225,"column":16},"end":{"line":225,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3549¿UnaryExpression¿typeof¿4147¿¿¿¿{"start":{"line":225,"column":16},"end":{"line":225,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿UnaryExpression
3550¿Identifier¿¿4147¿v379¿¿¿¿¿Identifier
3551¿VariableDeclarator¿¿4147¿v381¿¿¿{"start":{"line":225,"column":16},"end":{"line":225,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3552¿BinaryExpression¿===¿4147¿¿¿¿{"start":{"line":225,"column":16},"end":{"line":225,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
3553¿Identifier¿¿4147¿v380¿¿¿¿¿Identifier
3554¿Literal¿string¿4147¿¿'string'¿¿{"start":{"line":225,"column":45},"end":{"line":225,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3555¿IfStatement¿¿4147¿¿¿¿{"start":{"line":225,"column":12},"end":{"line":232,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿IfStatement
3556¿Identifier¿¿4147¿v381¿¿¿¿¿Identifier
3557¿VariableDeclarator¿¿4147¿v382¿¿¿{"start":{"line":226,"column":37},"end":{"line":226,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3558¿BinaryExpression¿+¿4147¿¿¿¿{"start":{"line":226,"column":37},"end":{"line":226,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
3559¿Literal¿string¿4147¿¿'File ''¿¿{"start":{"line":226,"column":37},"end":{"line":226,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3560¿Identifier¿¿4147¿fullPath¿¿¿{"start":{"line":226,"column":46},"end":{"line":226,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3561¿VariableDeclarator¿¿4147¿v383¿¿¿{"start":{"line":226,"column":37},"end":{"line":226,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3562¿BinaryExpression¿+¿4147¿¿¿¿{"start":{"line":226,"column":37},"end":{"line":226,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
3563¿Identifier¿¿4147¿v382¿¿¿¿¿Identifier
3564¿Literal¿string¿4147¿¿'' mime-type is ''¿¿{"start":{"line":226,"column":55},"end":{"line":226,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3565¿VariableDeclarator¿¿4147¿v384¿¿¿{"start":{"line":227,"column":21},"end":{"line":227,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3566¿MemberExpression¿computed¿4147¿¿¿¿{"start":{"line":227,"column":21},"end":{"line":227,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
3567¿Identifier¿¿4147¿contentTypes¿¿¿{"start":{"line":227,"column":21},"end":{"line":227,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3568¿Literal¿string¿4147¿¿'*'¿¿{"start":{"line":227,"column":34},"end":{"line":227,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3569¿VariableDeclarator¿¿4147¿v385¿¿¿{"start":{"line":226,"column":37},"end":{"line":227,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3570¿BinaryExpression¿+¿4147¿¿¿¿{"start":{"line":226,"column":37},"end":{"line":227,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
3571¿Identifier¿¿4147¿v383¿¿¿¿¿Identifier
3572¿Identifier¿¿4147¿v384¿¿¿¿¿Identifier
3573¿VariableDeclarator¿¿4147¿v386¿¿¿{"start":{"line":226,"column":37},"end":{"line":227,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
