Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4326¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":379,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Program
6317¿Identifier¿¿7693¿v672¿¿¿¿¿Identifier
6318¿Identifier¿¿7693¿tag¿¿¿{"start":{"line":234,"column":28},"end":{"line":234,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6319¿VariableDeclarator¿¿7693¿v674¿¿¿{"start":{"line":234,"column":36},"end":{"line":234,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6320¿MemberExpression¿¿7693¿¿¿¿{"start":{"line":234,"column":36},"end":{"line":234,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
6321¿Identifier¿¿7693¿ctx¿¿¿{"start":{"line":234,"column":36},"end":{"line":234,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6322¿Identifier¿¿7693¿defaultTag¿¿¿{"start":{"line":234,"column":40},"end":{"line":234,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6323¿VariableDeclarator¿¿7693¿parser¿¿¿{"start":{"line":234,"column":10},"end":{"line":234,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6324¿LogicalExpression¿||¿7693¿¿¿¿{"start":{"line":234,"column":19},"end":{"line":234,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿LogicalExpression
6325¿Identifier¿¿7693¿v673¿¿¿¿¿Identifier
6326¿Identifier¿¿7693¿v674¿¿¿¿¿Identifier
6327¿VariableDeclarator¿¿7693¿v675¿¿¿{"start":{"line":236,"column":10},"end":{"line":236,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6328¿CallExpression¿¿7693¿¿¿¿{"start":{"line":236,"column":10},"end":{"line":236,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
6329¿Identifier¿¿7693¿parser¿¿¿{"start":{"line":236,"column":10},"end":{"line":236,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6330¿Identifier¿¿7693¿tag¿¿¿{"start":{"line":236,"column":17},"end":{"line":236,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6331¿Identifier¿¿7693¿body¿¿¿{"start":{"line":236,"column":22},"end":{"line":236,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6332¿Identifier¿¿7693¿ctx¿¿¿{"start":{"line":236,"column":28},"end":{"line":236,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6333¿VariableDeclarator¿¿7693¿v676¿¿¿{"start":{"line":237,"column":29},"end":{"line":237,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6334¿TemplateLiteral¿¿7693¿¿¿¿{"start":{"line":237,"column":29},"end":{"line":237,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿TemplateLiteral
6335¿Identifier¿¿7693¿tag¿¿¿{"start":{"line":237,"column":56},"end":{"line":237,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6336¿VariableDeclarator¿¿7693¿v677¿¿¿{"start":{"line":237,"column":10},"end":{"line":237,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6337¿CallExpression¿¿7693¿¿¿¿{"start":{"line":237,"column":10},"end":{"line":237,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
6338¿MemberExpression¿¿7693¿¿¿¿{"start":{"line":237,"column":10},"end":{"line":237,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
6339¿Identifier¿¿7693¿errors¿¿¿{"start":{"line":237,"column":10},"end":{"line":237,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6340¿Identifier¿¿7693¿unsupported¿¿¿{"start":{"line":237,"column":17},"end":{"line":237,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6341¿Identifier¿¿7693¿v676¿¿¿¿¿Identifier
6342¿VariableDeclarator¿¿7693¿v678¿¿¿{"start":{"line":235,"column":11},"end":{"line":237,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6343¿IfStatement¿¿7693¿¿¿¿{"start":{"line":235,"column":11},"end":{"line":237,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿IfStatement
6344¿Identifier¿¿7693¿parser¿¿¿{"start":{"line":235,"column":11},"end":{"line":235,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6345¿ExpressionStatement¿¿7693¿¿¿¿{"start":{"line":235,"column":11},"end":{"line":237,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ExpressionStatement
6346¿AssignmentExpression¿=¿7693¿¿¿¿{"start":{"line":235,"column":11},"end":{"line":237,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿AssignmentExpression
6347¿Identifier¿¿7693¿v678¿¿¿¿¿Identifier
6348¿Identifier¿¿7693¿v675¿¿¿¿¿Identifier
6349¿BlockStatement¿¿7693¿¿¿¿¿¿BlockStatement
6350¿ExpressionStatement¿¿7693¿¿¿¿{"start":{"line":235,"column":11},"end":{"line":237,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ExpressionStatement
6351¿AssignmentExpression¿=¿7693¿¿¿¿{"start":{"line":235,"column":11},"end":{"line":237,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿AssignmentExpression
6352¿Identifier¿¿7693¿v678¿¿¿¿¿Identifier
6353¿Identifier¿¿7693¿v677¿¿¿¿¿Identifier
6354¿BlockStatement¿¿7693¿¿¿¿¿¿BlockStatement
6355¿ReturnStatement¿¿7693¿¿¿¿{"start":{"line":235,"column":4},"end":{"line":237,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ReturnStatement
6356¿Identifier¿¿7693¿v678¿¿¿¿¿Identifier
6357¿BlockStatement¿¿7693¿¿¿¿{"start":{"line":233,"column":37},"end":{"line":238,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿BlockStatement
6358¿VariableDeclarator¿¿7585¿parseProp¿¿¿{"start":{"line":239,"column":6},"end":{"line":292,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6359¿ArrowFunctionExpression¿¿7585¿¿¿¿{"start":{"line":239,"column":18},"end":{"line":292,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ArrowFunctionExpression
6360¿Identifier¿¿0¿node¿¿¿{"start":{"line":239,"column":19},"end":{"line":239,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6361¿Identifier¿¿0¿ctx¿¿¿{"start":{"line":239,"column":25},"end":{"line":239,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6362¿Identifier¿¿0¿line¿¿¿{"start":{"line":239,"column":30},"end":{"line":239,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6363¿Identifier¿¿0¿lines¿¿¿{"start":{"line":239,"column":36},"end":{"line":239,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6364¿Identifier¿¿0¿i¿¿¿{"start":{"line":239,"column":43},"end":{"line":239,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6365¿VariableDeclarator¿¿7696¿idx0¿¿¿{"start":{"line":240,"column":10},"end":{"line":240,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6366¿VariableDeclarator¿¿7696¿v679¿¿¿{"start":{"line":240,"column":17},"end":{"line":240,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6367¿MemberExpression¿computed¿7696¿¿¿¿{"start":{"line":240,"column":17},"end":{"line":240,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
6368¿Identifier¿¿7696¿line¿¿¿{"start":{"line":240,"column":17},"end":{"line":240,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6369¿Literal¿number¿7696¿¿0¿¿{"start":{"line":240,"column":22},"end":{"line":240,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Literal
6370¿VariableDeclarator¿¿7696¿v680¿¿¿{"start":{"line":240,"column":17},"end":{"line":240,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6371¿BinaryExpression¿===¿7696¿¿¿¿{"start":{"line":240,"column":17},"end":{"line":240,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿BinaryExpression
6372¿Identifier¿¿7696¿v679¿¿¿¿¿Identifier
6373¿Literal¿string¿7696¿¿'\t'¿¿{"start":{"line":240,"column":29},"end":{"line":240,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Literal
6374¿IfStatement¿¿7696¿¿¿¿{"start":{"line":240,"column":17},"end":{"line":240,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿IfStatement
6375¿Identifier¿¿7696¿v680¿¿¿¿¿Identifier
6376¿ExpressionStatement¿¿7696¿¿¿¿{"start":{"line":240,"column":17},"end":{"line":240,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ExpressionStatement
6377¿AssignmentExpression¿=¿7696¿¿¿¿{"start":{"line":240,"column":17},"end":{"line":240,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿AssignmentExpression
6378¿Identifier¿¿7696¿idx0¿¿¿{"start":{"line":240,"column":17},"end":{"line":240,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6379¿Literal¿number¿7696¿¿1¿¿{"start":{"line":240,"column":36},"end":{"line":240,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Literal
6380¿BlockStatement¿¿7696¿¿¿¿¿¿BlockStatement
6381¿ExpressionStatement¿¿7696¿¿¿¿{"start":{"line":240,"column":17},"end":{"line":240,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ExpressionStatement
6382¿AssignmentExpression¿=¿7696¿¿¿¿{"start":{"line":240,"column":17},"end":{"line":240,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿AssignmentExpression
6383¿Identifier¿¿7696¿idx0¿¿¿{"start":{"line":240,"column":17},"end":{"line":240,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6384¿Literal¿number¿7696¿¿4¿¿{"start":{"line":240,"column":40},"end":{"line":240,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Literal
6385¿BlockStatement¿¿7696¿¿¿¿¿¿BlockStatement
6386¿VariableDeclarator¿¿7696¿v681¿¿¿{"start":{"line":241,"column":8},"end":{"line":241,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6387¿MemberExpression¿computed¿7696¿¿¿¿{"start":{"line":241,"column":8},"end":{"line":241,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
6388¿Identifier¿¿7696¿line¿¿¿{"start":{"line":241,"column":8},"end":{"line":241,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6389¿Identifier¿¿7696¿idx0¿¿¿{"start":{"line":241,"column":13},"end":{"line":241,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6390¿VariableDeclarator¿¿7696¿v682¿¿¿{"start":{"line":241,"column":8},"end":{"line":241,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6391¿BinaryExpression¿===¿7696¿¿¿¿{"start":{"line":241,"column":8},"end":{"line":241,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿BinaryExpression
6392¿Identifier¿¿7696¿v681¿¿¿¿¿Identifier
6393¿Literal¿string¿7696¿¿';'¿¿{"start":{"line":241,"column":23},"end":{"line":241,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Literal
6394¿IfStatement¿¿7696¿¿¿¿{"start":{"line":241,"column":4},"end":{"line":242,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿IfStatement
6395¿Identifier¿¿7696¿v682¿¿¿¿¿Identifier
6396¿VariableDeclarator¿¿7696¿v683¿¿¿{"start":{"line":242,"column":15},"end":{"line":242,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6397¿UpdateExpression¿¿7696¿¿¿¿{"start":{"line":242,"column":15},"end":{"line":242,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿UpdateExpression
6398¿Identifier¿¿7696¿i¿¿¿{"start":{"line":242,"column":17},"end":{"line":242,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6399¿ReturnStatement¿¿7696¿¿¿¿{"start":{"line":242,"column":8},"end":{"line":242,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ReturnStatement
6400¿Identifier¿¿7696¿v683¿¿¿¿¿Identifier
6401¿BlockStatement¿¿7696¿¿¿¿¿¿BlockStatement
6402¿VariableDeclarator¿¿7696¿idx¿¿¿{"start":{"line":243,"column":8},"end":{"line":243,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6403¿CallExpression¿¿7696¿¿¿¿{"start":{"line":243,"column":14},"end":{"line":243,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
6404¿MemberExpression¿¿7696¿¿¿¿{"start":{"line":243,"column":14},"end":{"line":243,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
6405¿Identifier¿¿7696¿line¿¿¿{"start":{"line":243,"column":14},"end":{"line":243,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6406¿Identifier¿¿7696¿indexOf¿¿¿{"start":{"line":243,"column":19},"end":{"line":243,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6407¿Literal¿string¿7696¿¿' '¿¿{"start":{"line":243,"column":27},"end":{"line":243,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Literal
6408¿Identifier¿¿7696¿idx0¿¿¿{"start":{"line":243,"column":32},"end":{"line":243,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6409¿VariableDeclarator¿¿7696¿v684¿¿¿{"start":{"line":244,"column":31},"end":{"line":244,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6410¿CallExpression¿¿7696¿¿¿¿{"start":{"line":244,"column":31},"end":{"line":244,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
6411¿MemberExpression¿¿7696¿¿¿¿{"start":{"line":244,"column":31},"end":{"line":244,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
6412¿Identifier¿¿7696¿line¿¿¿{"start":{"line":244,"column":31},"end":{"line":244,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6413¿Identifier¿¿7696¿substring¿¿¿{"start":{"line":244,"column":36},"end":{"line":244,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6414¿Identifier¿¿7696¿idx0¿¿¿{"start":{"line":244,"column":46},"end":{"line":244,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6415¿Identifier¿¿7696¿idx¿¿¿{"start":{"line":244,"column":52},"end":{"line":244,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6416¿VariableDeclarator¿¿7696¿key¿¿¿{"start":{"line":244,"column":8},"end":{"line":244,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6417¿CallExpression¿¿7696¿¿¿¿{"start":{"line":244,"column":14},"end":{"line":244,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
6418¿MemberExpression¿¿7696¿¿¿¿{"start":{"line":244,"column":14},"end":{"line":244,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
6419¿Identifier¿¿7696¿strings¿¿¿{"start":{"line":244,"column":14},"end":{"line":244,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6420¿Identifier¿¿7696¿unescape¿¿¿{"start":{"line":244,"column":22},"end":{"line":244,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6421¿Identifier¿¿7696¿v684¿¿¿¿¿Identifier
6422¿VariableDeclarator¿¿7696¿v685¿¿¿{"start":{"line":245,"column":4},"end":{"line":245,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6423¿MemberExpression¿¿7696¿¿¿¿{"start":{"line":245,"column":4},"end":{"line":245,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
6424¿Identifier¿¿7696¿ctx¿¿¿{"start":{"line":245,"column":4},"end":{"line":245,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6425¿Identifier¿¿7696¿opts¿¿¿{"start":{"line":245,"column":8},"end":{"line":245,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6426¿VariableDeclarator¿¿7696¿v686¿¿¿{"start":{"line":245,"column":4},"end":{"line":245,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6427¿MemberExpression¿¿7696¿¿¿¿{"start":{"line":245,"column":4},"end":{"line":245,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
6428¿Identifier¿¿7696¿v685¿¿¿¿¿Identifier
6429¿Identifier¿¿7696¿prefixes¿¿¿{"start":{"line":245,"column":13},"end":{"line":245,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6430¿VariableDeclarator¿¿7696¿v687¿¿¿{"start":{"line":245,"column":44},"end":{"line":245,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6431¿MemberExpression¿¿7696¿¿¿¿{"start":{"line":245,"column":44},"end":{"line":245,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
6432¿Identifier¿¿7696¿ctx¿¿¿{"start":{"line":245,"column":44},"end":{"line":245,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6433¿Identifier¿¿7696¿prefixes¿¿¿{"start":{"line":245,"column":48},"end":{"line":245,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6434¿VariableDeclarator¿¿7696¿v688¿¿¿{"start":{"line":245,"column":4},"end":{"line":245,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6435¿LogicalExpression¿&&¿7696¿¿¿¿{"start":{"line":245,"column":4},"end":{"line":245,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿LogicalExpression
6436¿Identifier¿¿7696¿v686¿¿¿¿¿Identifier
6437¿AssignmentExpression¿=¿7696¿¿¿¿{"start":{"line":245,"column":26},"end":{"line":245,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿AssignmentExpression
6438¿Identifier¿¿7696¿key¿¿¿{"start":{"line":245,"column":26},"end":{"line":245,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6439¿CallExpression¿¿7696¿¿¿¿{"start":{"line":245,"column":32},"end":{"line":245,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
6440¿Identifier¿¿7696¿qualifiedID¿¿¿{"start":{"line":245,"column":32},"end":{"line":245,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6441¿Identifier¿¿7696¿v687¿¿¿¿¿Identifier
6442¿Identifier¿¿7696¿key¿¿¿{"start":{"line":245,"column":58},"end":{"line":245,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6443¿ExpressionStatement¿¿7696¿¿¿¿{"start":{"line":245,"column":4},"end":{"line":245,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ExpressionStatement
6444¿Identifier¿¿7696¿v688¿¿¿¿¿Identifier
6445¿VariableDeclarator¿¿7696¿tag¿¿¿{"start":{"line":246,"column":8},"end":{"line":246,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6446¿VariableDeclarator¿¿7696¿body¿¿¿{"start":{"line":247,"column":8},"end":{"line":247,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6447¿VariableDeclarator¿¿7696¿v689¿¿¿{"start":{"line":248,"column":4},"end":{"line":248,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6448¿UpdateExpression¿¿7696¿¿¿¿{"start":{"line":248,"column":4},"end":{"line":248,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿UpdateExpression
6449¿Identifier¿¿7696¿idx¿¿¿{"start":{"line":248,"column":4},"end":{"line":248,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6450¿ExpressionStatement¿¿7696¿¿¿¿{"start":{"line":248,"column":4},"end":{"line":248,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ExpressionStatement
6451¿Identifier¿¿7696¿v689¿¿¿¿¿Identifier
6452¿VariableDeclarator¿¿7696¿v690¿¿¿{"start":{"line":249,"column":8},"end":{"line":249,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6453¿MemberExpression¿computed¿7696¿¿¿¿{"start":{"line":249,"column":8},"end":{"line":249,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
6454¿Identifier¿¿7696¿line¿¿¿{"start":{"line":249,"column":8},"end":{"line":249,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6455¿Identifier¿¿7696¿idx¿¿¿{"start":{"line":249,"column":13},"end":{"line":249,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
6456¿VariableDeclarator¿¿7696¿v691¿¿¿{"start":{"line":249,"column":8},"end":{"line":249,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
6457¿BinaryExpression¿===¿7696¿¿¿¿{"start":{"line":249,"column":8},"end":{"line":249,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿BinaryExpression
6458¿Identifier¿¿7696¿v690¿¿¿¿¿Identifier
