Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
587¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":66,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Program
885¿BlockStatement¿¿1034¿¿¿¿{"start":{"line":37,"column":18},"end":{"line":42,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿BlockStatement
886¿VariableDeclarator¿¿1034¿v109¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":100},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
887¿CallExpression¿¿1034¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":100},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿CallExpression
888¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
889¿Identifier¿¿1034¿console¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
890¿Identifier¿¿1034¿info¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
891¿Literal¿string¿1034¿¿'pdfinfo (poppler-utils) is missing. Hint: sudo apt-get install poppler-utils'¿¿{"start":{"line":44,"column":21},"end":{"line":44,"column":99},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Literal
892¿ExpressionStatement¿¿1034¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":101},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ExpressionStatement
893¿Identifier¿¿1034¿v109¿¿¿¿¿Identifier
894¿VariableDeclarator¿¿1034¿v110¿¿¿{"start":{"line":45,"column":18},"end":{"line":45,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
895¿UnaryExpression¿typeof¿1034¿¿¿¿{"start":{"line":45,"column":18},"end":{"line":45,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿UnaryExpression
896¿Identifier¿¿1034¿cb¿¿¿{"start":{"line":45,"column":25},"end":{"line":45,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
897¿VariableDeclarator¿¿1034¿v111¿¿¿{"start":{"line":45,"column":18},"end":{"line":45,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
898¿BinaryExpression¿===¿1034¿¿¿¿{"start":{"line":45,"column":18},"end":{"line":45,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿BinaryExpression
899¿Identifier¿¿1034¿v110¿¿¿¿¿Identifier
900¿Literal¿string¿1034¿¿'function'¿¿{"start":{"line":45,"column":32},"end":{"line":45,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Literal
901¿VariableDeclarator¿¿1034¿v112¿¿¿{"start":{"line":45,"column":12},"end":{"line":45,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
902¿LogicalExpression¿&&¿1034¿¿¿¿{"start":{"line":45,"column":12},"end":{"line":45,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿LogicalExpression
903¿Identifier¿¿1034¿cb¿¿¿{"start":{"line":45,"column":12},"end":{"line":45,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
904¿Identifier¿¿1034¿v111¿¿¿¿¿Identifier
905¿IfStatement¿¿1034¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":47,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿IfStatement
906¿Identifier¿¿1034¿v112¿¿¿¿¿Identifier
907¿VariableDeclarator¿¿1034¿v113¿¿¿{"start":{"line":46,"column":13},"end":{"line":46,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
908¿NewExpression¿¿1034¿¿¿¿{"start":{"line":46,"column":13},"end":{"line":46,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿NewExpression
909¿Identifier¿¿1034¿Error¿¿¿{"start":{"line":46,"column":17},"end":{"line":46,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
910¿Identifier¿¿1034¿stderr¿¿¿{"start":{"line":46,"column":23},"end":{"line":46,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
911¿VariableDeclarator¿¿1034¿v114¿¿¿{"start":{"line":46,"column":38},"end":{"line":46,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
912¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":46,"column":38},"end":{"line":46,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
913¿Identifier¿¿1034¿self¿¿¿{"start":{"line":46,"column":38},"end":{"line":46,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
914¿Identifier¿¿1034¿options¿¿¿{"start":{"line":46,"column":43},"end":{"line":46,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
915¿VariableDeclarator¿¿1034¿v115¿¿¿{"start":{"line":46,"column":38},"end":{"line":46,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
916¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":46,"column":38},"end":{"line":46,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
917¿Identifier¿¿1034¿v114¿¿¿¿¿Identifier
918¿Identifier¿¿1034¿addtional¿¿¿{"start":{"line":46,"column":51},"end":{"line":46,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
919¿VariableDeclarator¿¿1034¿v116¿¿¿{"start":{"line":46,"column":10},"end":{"line":46,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
920¿CallExpression¿¿1034¿¿¿¿{"start":{"line":46,"column":10},"end":{"line":46,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿CallExpression
921¿Identifier¿¿1034¿cb¿¿¿{"start":{"line":46,"column":10},"end":{"line":46,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
922¿Identifier¿¿1034¿v113¿¿¿¿¿Identifier
923¿Literal¿object¿1034¿¿null¿¿{"start":{"line":46,"column":32},"end":{"line":46,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Literal
924¿Identifier¿¿1034¿v115¿¿¿¿¿Identifier
925¿ExpressionStatement¿¿1034¿¿¿¿{"start":{"line":46,"column":10},"end":{"line":46,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ExpressionStatement
926¿Identifier¿¿1034¿v116¿¿¿¿¿Identifier
927¿BlockStatement¿¿1034¿¿¿¿{"start":{"line":45,"column":44},"end":{"line":47,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿BlockStatement
928¿BlockStatement¿¿1034¿¿¿¿{"start":{"line":43,"column":11},"end":{"line":48,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿BlockStatement
929¿BlockStatement¿¿1034¿¿¿¿{"start":{"line":36,"column":101},"end":{"line":49,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿BlockStatement
930¿VariableDeclarator¿¿1032¿child¿¿¿{"start":{"line":36,"column":8},"end":{"line":49,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
931¿CallExpression¿¿1032¿¿¿¿{"start":{"line":36,"column":16},"end":{"line":49,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿CallExpression
932¿Identifier¿¿1032¿exec¿¿¿{"start":{"line":36,"column":16},"end":{"line":36,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
933¿Identifier¿¿1032¿v101¿¿¿¿¿Identifier
934¿Identifier¿¿1032¿v117¿¿¿¿¿Identifier
935¿BlockStatement¿¿1032¿¿¿¿{"start":{"line":34,"column":43},"end":{"line":50,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿BlockStatement
936¿ExpressionStatement¿¿1021¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":50,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ExpressionStatement
937¿AssignmentExpression¿=¿1021¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":50,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿AssignmentExpression
938¿MemberExpression¿¿1021¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
939¿Identifier¿¿1021¿v97¿¿¿¿¿Identifier
940¿Identifier¿¿1021¿getInfo¿¿¿{"start":{"line":34,"column":20},"end":{"line":34,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
941¿Identifier¿¿1021¿v118¿¿¿¿¿Identifier
942¿VariableDeclarator¿¿1021¿v119¿¿¿{"start":{"line":52,"column":2},"end":{"line":52,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
943¿MemberExpression¿¿1021¿¿¿¿{"start":{"line":52,"column":2},"end":{"line":52,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
944¿Identifier¿¿1021¿pdfinfo¿¿¿{"start":{"line":52,"column":2},"end":{"line":52,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
945¿Identifier¿¿1021¿prototype¿¿¿{"start":{"line":52,"column":10},"end":{"line":52,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
946¿VariableDeclarator¿¿1021¿v121¿¿¿{"start":{"line":52,"column":2},"end":{"line":55,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
947¿FunctionExpression¿¿1021¿anon¿¿¿{"start":{"line":52,"column":28},"end":{"line":55,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿FunctionExpression
948¿Identifier¿¿0¿callback¿¿¿{"start":{"line":52,"column":37},"end":{"line":52,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
949¿VariableDeclarator¿¿1039¿v120¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
950¿MemberExpression¿¿1039¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
951¿ThisExpression¿¿1039¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ThisExpression
952¿Identifier¿¿1039¿options¿¿¿{"start":{"line":53,"column":9},"end":{"line":53,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
953¿ExpressionStatement¿¿1039¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ExpressionStatement
954¿AssignmentExpression¿=¿1039¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿AssignmentExpression
955¿MemberExpression¿¿1039¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
956¿Identifier¿¿1039¿v120¿¿¿¿¿Identifier
957¿Identifier¿¿1039¿error¿¿¿{"start":{"line":53,"column":17},"end":{"line":53,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
958¿Identifier¿¿1039¿callback¿¿¿{"start":{"line":53,"column":25},"end":{"line":53,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
959¿ReturnStatement¿¿1039¿¿¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ReturnStatement
960¿ThisExpression¿¿1039¿¿¿¿{"start":{"line":54,"column":11},"end":{"line":54,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ThisExpression
961¿BlockStatement¿¿1039¿¿¿¿{"start":{"line":52,"column":47},"end":{"line":55,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿BlockStatement
962¿ExpressionStatement¿¿1021¿¿¿¿{"start":{"line":52,"column":2},"end":{"line":55,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ExpressionStatement
963¿AssignmentExpression¿=¿1021¿¿¿¿{"start":{"line":52,"column":2},"end":{"line":55,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿AssignmentExpression
964¿MemberExpression¿¿1021¿¿¿¿{"start":{"line":52,"column":2},"end":{"line":52,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
965¿Identifier¿¿1021¿v119¿¿¿¿¿Identifier
966¿Identifier¿¿1021¿error¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
967¿Identifier¿¿1021¿v121¿¿¿¿¿Identifier
968¿VariableDeclarator¿¿1021¿v122¿¿¿{"start":{"line":57,"column":2},"end":{"line":57,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
969¿MemberExpression¿¿1021¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":57,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
970¿Identifier¿¿1021¿pdfinfo¿¿¿{"start":{"line":57,"column":2},"end":{"line":57,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
971¿Identifier¿¿1021¿prototype¿¿¿{"start":{"line":57,"column":10},"end":{"line":57,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
972¿VariableDeclarator¿¿1021¿v124¿¿¿{"start":{"line":57,"column":2},"end":{"line":60,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
973¿FunctionExpression¿¿1021¿anon¿¿¿{"start":{"line":57,"column":30},"end":{"line":60,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿FunctionExpression
974¿Identifier¿¿0¿callback¿¿¿{"start":{"line":57,"column":39},"end":{"line":57,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
975¿VariableDeclarator¿¿1041¿v123¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
976¿MemberExpression¿¿1041¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
977¿ThisExpression¿¿1041¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ThisExpression
978¿Identifier¿¿1041¿options¿¿¿{"start":{"line":58,"column":9},"end":{"line":58,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
979¿ExpressionStatement¿¿1041¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ExpressionStatement
980¿AssignmentExpression¿=¿1041¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿AssignmentExpression
981¿MemberExpression¿¿1041¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
982¿Identifier¿¿1041¿v123¿¿¿¿¿Identifier
983¿Identifier¿¿1041¿success¿¿¿{"start":{"line":58,"column":17},"end":{"line":58,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
984¿Identifier¿¿1041¿callback¿¿¿{"start":{"line":58,"column":27},"end":{"line":58,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
985¿ReturnStatement¿¿1041¿¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ReturnStatement
986¿ThisExpression¿¿1041¿¿¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ThisExpression
987¿BlockStatement¿¿1041¿¿¿¿{"start":{"line":57,"column":49},"end":{"line":60,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿BlockStatement
988¿ExpressionStatement¿¿1021¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":60,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ExpressionStatement
989¿AssignmentExpression¿=¿1021¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":60,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿AssignmentExpression
990¿MemberExpression¿¿1021¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":57,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
991¿Identifier¿¿1021¿v122¿¿¿¿¿Identifier
992¿Identifier¿¿1021¿success¿¿¿{"start":{"line":57,"column":20},"end":{"line":57,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
993¿Identifier¿¿1021¿v124¿¿¿¿¿Identifier
994¿BlockStatement¿¿1021¿¿¿¿{"start":{"line":4,"column":37},"end":{"line":61,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿BlockStatement
995¿VariableDeclarator¿exported¿1019¿v126¿¿¿{"start":{"line":64,"column":10},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
996¿FunctionExpression¿¿1019¿anon¿¿¿{"start":{"line":64,"column":27},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿FunctionExpression
997¿Identifier¿¿0¿filename¿¿¿{"start":{"line":64,"column":36},"end":{"line":64,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
998¿Identifier¿¿0¿args¿¿¿{"start":{"line":64,"column":46},"end":{"line":64,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
999¿VariableDeclarator¿¿1043¿v125¿¿¿{"start":{"line":65,"column":9},"end":{"line":65,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
1000¿NewExpression¿¿1043¿¿¿¿{"start":{"line":65,"column":9},"end":{"line":65,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿NewExpression
1001¿Identifier¿¿1043¿pdfinfo¿¿¿{"start":{"line":65,"column":13},"end":{"line":65,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
1002¿Identifier¿¿1043¿filename¿¿¿{"start":{"line":65,"column":21},"end":{"line":65,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
1003¿Identifier¿¿1043¿args¿¿¿{"start":{"line":65,"column":31},"end":{"line":65,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
1004¿ReturnStatement¿¿1043¿¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ReturnStatement
1005¿Identifier¿¿1043¿v125¿¿¿¿¿Identifier
1006¿BlockStatement¿¿1043¿¿¿¿{"start":{"line":64,"column":52},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿BlockStatement
1007¿ExpressionStatement¿¿1019¿¿¿¿{"start":{"line":64,"column":0},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ExpressionStatement
1008¿AssignmentExpression¿=¿1019¿¿¿¿{"start":{"line":64,"column":0},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿AssignmentExpression
1009¿MemberExpression¿¿1019¿¿¿¿{"start":{"line":64,"column":0},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
1010¿Identifier¿¿1019¿module¿¿¿{"start":{"line":64,"column":10},"end":{"line":64,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
1011¿Identifier¿¿1019¿exports¿¿¿{"start":{"line":64,"column":17},"end":{"line":64,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
1012¿Identifier¿¿1019¿v126¿¿¿¿¿Identifier
1013¿ExpressionStatement¿¿1019¿¿¿¿{"start":{"line":64,"column":0},"end":{"line":66,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ExpressionStatement
1014¿AssignmentExpression¿=¿1019¿¿¿¿{"start":{"line":64,"column":0},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿AssignmentExpression
1015¿Identifier¿¿1019¿exports¿¿¿{"start":{"line":64,"column":0},"end":{"line":64,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
1016¿MemberExpression¿¿1019¿¿¿¿{"start":{"line":64,"column":10},"end":{"line":64,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
1017¿Identifier¿¿1019¿module¿¿¿{"start":{"line":64,"column":10},"end":{"line":64,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
1018¿Identifier¿¿1019¿exports¿¿¿{"start":{"line":64,"column":17},"end":{"line":64,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
1019¿CFG_F_START¿¿1019¿__main__¿¿¿¿¿CFG_F_START
1020¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1021¿CFG_F_START¿¿1021¿605_anon¿¿¿¿¿CFG_F_START
1022¿CFG_F_END¿¿0¿605_anon¿¿¿¿¿CFG_F_END
1023¿CFG_F_START¿¿1023¿642_anon¿¿¿¿¿CFG_F_START
1024¿CFG_F_END¿¿0¿642_anon¿¿¿¿¿CFG_F_END
1025¿CFG_F_START¿¿1025¿660_anon¿¿¿¿¿CFG_F_START
1026¿CFG_F_END¿¿0¿660_anon¿¿¿¿¿CFG_F_END
1027¿CFG_IF_END¿¿0¿672¿¿¿¿¿CFG_IF_END
1028¿CFG_IF_END¿¿0¿655¿¿¿¿¿CFG_IF_END
1029¿CFG_F_START¿¿1029¿747_anon¿¿¿¿¿CFG_F_START
1030¿CFG_F_END¿¿0¿747_anon¿¿¿¿¿CFG_F_END
1031¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1032¿CFG_F_START¿¿1032¿817_anon¿¿¿¿¿CFG_F_START
1033¿CFG_F_END¿¿0¿817_anon¿¿¿¿¿CFG_F_END
1034¿CFG_F_START¿¿1034¿840_anon¿¿¿¿¿CFG_F_START
1035¿CFG_F_END¿¿0¿840_anon¿¿¿¿¿CFG_F_END
1036¿CFG_IF_END¿¿0¿866¿¿¿¿¿CFG_IF_END
1037¿CFG_IF_END¿¿0¿905¿¿¿¿¿CFG_IF_END
1038¿CFG_IF_END¿¿0¿847¿¿¿¿¿CFG_IF_END
1039¿CFG_F_START¿¿1039¿947_anon¿¿¿¿¿CFG_F_START
1040¿CFG_F_END¿¿0¿947_anon¿¿¿¿¿CFG_F_END
1041¿CFG_F_START¿¿1041¿973_anon¿¿¿¿¿CFG_F_START
1042¿CFG_F_END¿¿0¿973_anon¿¿¿¿¿CFG_F_END
1043¿CFG_F_START¿¿1043¿996_anon¿¿¿¿¿CFG_F_START
1044¿CFG_F_END¿¿0¿996_anon¿¿¿¿¿CFG_F_END
1045¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1046¿PDG_CALL¿¿1019¿1019.CALL->require-o125¿¿¿¿¿PDG_CALL
1047¿PDG_OBJECT¿¿0¿1019.v64-o126¿¿¿¿¿PDG_OBJECT
1048¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1049¿PDG_OBJECT¿¿0¿1019.v64.exec-o127¿¿¿¿¿PDG_OBJECT
1050¿PDG_OBJECT¿¿0¿1019.v64.execSync-o128¿¿¿¿¿PDG_OBJECT
1051¿PDG_CALL¿¿1019¿1019.CALL->require-o129¿¿¿¿¿PDG_CALL
