Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
15326¿Program¿¿-1¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":1714,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Program
23372¿Identifier¿¿27792¿chunk¿¿¿{"start":{"line":1207,"column":81},"end":{"line":1207,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23373¿Identifier¿¿27792¿i¿¿¿{"start":{"line":1207,"column":87},"end":{"line":1207,"column":88},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23374¿VariableDeclarator¿¿27792¿v3160¿¿¿{"start":{"line":1207,"column":80},"end":{"line":1207,"column":93},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23375¿ArrayExpression¿¿27792¿¿¿¿{"start":{"line":1207,"column":80},"end":{"line":1207,"column":93},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ArrayExpression
23376¿Identifier¿¿27792¿v3159¿¿¿¿¿Identifier
23377¿Identifier¿¿27792¿v¿¿¿{"start":{"line":1207,"column":91},"end":{"line":1207,"column":92},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23378¿ReturnStatement¿¿27792¿¿¿¿¿¿ReturnStatement
23379¿Identifier¿¿27792¿v3160¿¿¿¿¿Identifier
23380¿BlockStatement¿¿27792¿¿¿¿¿¿BlockStatement
23381¿VariableDeclarator¿¿27784¿chunk_results_mapped¿¿¿{"start":{"line":1207,"column":30},"end":{"line":1207,"column":94},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23382¿CallExpression¿¿27784¿¿¿¿{"start":{"line":1207,"column":53},"end":{"line":1207,"column":94},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
23383¿MemberExpression¿¿27784¿¿¿¿{"start":{"line":1207,"column":53},"end":{"line":1207,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
23384¿Identifier¿¿27784¿chunk_results¿¿¿{"start":{"line":1207,"column":53},"end":{"line":1207,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23385¿Identifier¿¿27784¿map¿¿¿{"start":{"line":1207,"column":67},"end":{"line":1207,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23386¿Identifier¿¿27784¿v3161¿¿¿¿¿Identifier
23387¿VariableDeclarator¿¿27784¿v3165¿¿¿{"start":{"line":1210,"column":53},"end":{"line":1210,"column":83},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23388¿ArrowFunctionExpression¿¿27784¿¿¿¿{"start":{"line":1210,"column":53},"end":{"line":1210,"column":83},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ArrowFunctionExpression
23389¿Identifier¿¿0¿v¿¿¿{"start":{"line":1210,"column":53},"end":{"line":1210,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23390¿VariableDeclarator¿¿27794¿v3162¿¿¿{"start":{"line":1210,"column":72},"end":{"line":1210,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23391¿MemberExpression¿computed¿27794¿¿¿¿{"start":{"line":1210,"column":72},"end":{"line":1210,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
23392¿Identifier¿¿27794¿v¿¿¿{"start":{"line":1210,"column":72},"end":{"line":1210,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23393¿Literal¿number¿27794¿¿0¿¿{"start":{"line":1210,"column":74},"end":{"line":1210,"column":75},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
23394¿VariableDeclarator¿¿27794¿v3163¿¿¿{"start":{"line":1210,"column":78},"end":{"line":1210,"column":82},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23395¿MemberExpression¿computed¿27794¿¿¿¿{"start":{"line":1210,"column":78},"end":{"line":1210,"column":82},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
23396¿Identifier¿¿27794¿v¿¿¿{"start":{"line":1210,"column":78},"end":{"line":1210,"column":79},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23397¿Literal¿number¿27794¿¿1¿¿{"start":{"line":1210,"column":80},"end":{"line":1210,"column":81},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
23398¿VariableDeclarator¿¿27794¿v3164¿¿¿{"start":{"line":1210,"column":58},"end":{"line":1210,"column":83},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23399¿CallExpression¿¿27794¿¿¿¿{"start":{"line":1210,"column":58},"end":{"line":1210,"column":83},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
23400¿Identifier¿¿27794¿file_cb¿¿¿{"start":{"line":1210,"column":58},"end":{"line":1210,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23401¿Literal¿object¿27794¿¿null¿¿{"start":{"line":1210,"column":66},"end":{"line":1210,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
23402¿Identifier¿¿27794¿v3162¿¿¿¿¿Identifier
23403¿Identifier¿¿27794¿v3163¿¿¿¿¿Identifier
23404¿ReturnStatement¿¿27794¿¿¿¿¿¿ReturnStatement
23405¿Identifier¿¿27794¿v3164¿¿¿¿¿Identifier
23406¿BlockStatement¿¿27794¿¿¿¿¿¿BlockStatement
23407¿VariableDeclarator¿¿27784¿v3166¿¿¿{"start":{"line":1210,"column":24},"end":{"line":1210,"column":84},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23408¿CallExpression¿¿27784¿¿¿¿{"start":{"line":1210,"column":24},"end":{"line":1210,"column":84},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
23409¿MemberExpression¿¿27784¿¿¿¿{"start":{"line":1210,"column":24},"end":{"line":1210,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
23410¿Identifier¿¿27784¿chunk_results_mapped¿¿¿{"start":{"line":1210,"column":24},"end":{"line":1210,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23411¿Identifier¿¿27784¿forEach¿¿¿{"start":{"line":1210,"column":45},"end":{"line":1210,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23412¿Identifier¿¿27784¿v3165¿¿¿¿¿Identifier
23413¿ExpressionStatement¿¿27784¿¿¿¿{"start":{"line":1210,"column":24},"end":{"line":1210,"column":85},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
23414¿Identifier¿¿27784¿v3166¿¿¿¿¿Identifier
23415¿ExpressionStatement¿¿27784¿¿¿¿{"start":{"line":1213,"column":24},"end":{"line":1213,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
23416¿AssignmentExpression¿=¿27784¿¿¿¿{"start":{"line":1213,"column":24},"end":{"line":1213,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
23417¿Identifier¿¿27784¿results¿¿¿{"start":{"line":1213,"column":24},"end":{"line":1213,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23418¿CallExpression¿¿27784¿¿¿¿{"start":{"line":1213,"column":34},"end":{"line":1213,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
23419¿MemberExpression¿¿27784¿¿¿¿{"start":{"line":1213,"column":34},"end":{"line":1213,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
23420¿Identifier¿¿27784¿results¿¿¿{"start":{"line":1213,"column":34},"end":{"line":1213,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23421¿Identifier¿¿27784¿concat¿¿¿{"start":{"line":1213,"column":42},"end":{"line":1213,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23422¿Identifier¿¿27784¿chunk_results_mapped¿¿¿{"start":{"line":1213,"column":49},"end":{"line":1213,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23423¿ExpressionStatement¿¿27784¿¿¿¿{"start":{"line":1195,"column":20},"end":{"line":1214,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
23424¿AssignmentExpression¿=¿27784¿¿¿¿{"start":{"line":1195,"column":20},"end":{"line":1214,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
23425¿Identifier¿¿27784¿v3151¿¿¿{"start":{"line":1195,"column":20},"end":{"line":1214,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23426¿BinaryExpression¿>¿27784¿¿¿¿{"start":{"line":1195,"column":27},"end":{"line":1195,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BinaryExpression
23427¿Identifier¿¿27784¿v3150¿¿¿¿¿Identifier
23428¿Literal¿number¿27784¿¿0¿¿{"start":{"line":1195,"column":42},"end":{"line":1195,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
23429¿BlockStatement¿¿27784¿¿¿¿{"start":{"line":1195,"column":45},"end":{"line":1214,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BlockStatement
23430¿VariableDeclarator¿¿27784¿v3179¿¿¿{"start":{"line":1217,"column":36},"end":{"line":1223,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23431¿ArrowFunctionExpression¿¿27784¿¿¿¿{"start":{"line":1217,"column":36},"end":{"line":1223,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ArrowFunctionExpression
23432¿Identifier¿¿0¿v¿¿¿{"start":{"line":1217,"column":36},"end":{"line":1217,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23433¿VariableDeclarator¿¿27797¿v3167¿¿¿{"start":{"line":1218,"column":28},"end":{"line":1218,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23434¿MemberExpression¿computed¿27797¿¿¿¿{"start":{"line":1218,"column":28},"end":{"line":1218,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
23435¿Identifier¿¿27797¿v¿¿¿{"start":{"line":1218,"column":28},"end":{"line":1218,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23436¿Literal¿number¿27797¿¿1¿¿{"start":{"line":1218,"column":30},"end":{"line":1218,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
23437¿VariableDeclarator¿¿27797¿v3168¿¿¿{"start":{"line":1218,"column":28},"end":{"line":1218,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23438¿BinaryExpression¿===¿27797¿¿¿¿{"start":{"line":1218,"column":28},"end":{"line":1218,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BinaryExpression
23439¿Identifier¿¿27797¿v3167¿¿¿¿¿Identifier
23440¿Literal¿boolean¿27797¿¿true¿¿{"start":{"line":1218,"column":37},"end":{"line":1218,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
23441¿IfStatement¿¿27797¿¿¿¿{"start":{"line":1218,"column":24},"end":{"line":1222,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿IfStatement
23442¿Identifier¿¿27797¿v3168¿¿¿¿¿Identifier
23443¿VariableDeclarator¿¿27797¿v3169¿¿¿{"start":{"line":1218,"column":58},"end":{"line":1218,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23444¿MemberExpression¿computed¿27797¿¿¿¿{"start":{"line":1218,"column":58},"end":{"line":1218,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
23445¿Identifier¿¿27797¿v¿¿¿{"start":{"line":1218,"column":58},"end":{"line":1218,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23446¿Literal¿number¿27797¿¿0¿¿{"start":{"line":1218,"column":60},"end":{"line":1218,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
23447¿VariableDeclarator¿¿27797¿v3170¿¿¿{"start":{"line":1218,"column":43},"end":{"line":1218,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23448¿CallExpression¿¿27797¿¿¿¿{"start":{"line":1218,"column":43},"end":{"line":1218,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
23449¿MemberExpression¿¿27797¿¿¿¿{"start":{"line":1218,"column":43},"end":{"line":1218,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
23450¿Identifier¿¿27797¿bad_files¿¿¿{"start":{"line":1218,"column":43},"end":{"line":1218,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23451¿Identifier¿¿27797¿push¿¿¿{"start":{"line":1218,"column":53},"end":{"line":1218,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23452¿Identifier¿¿27797¿v3169¿¿¿¿¿Identifier
23453¿ExpressionStatement¿¿27797¿¿¿¿{"start":{"line":1218,"column":43},"end":{"line":1218,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
23454¿Identifier¿¿27797¿v3170¿¿¿¿¿Identifier
23455¿BlockStatement¿¿27797¿¿¿¿¿¿BlockStatement
23456¿VariableDeclarator¿¿27797¿v3171¿¿¿{"start":{"line":1219,"column":33},"end":{"line":1219,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23457¿MemberExpression¿computed¿27797¿¿¿¿{"start":{"line":1219,"column":33},"end":{"line":1219,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
23458¿Identifier¿¿27797¿v¿¿¿{"start":{"line":1219,"column":33},"end":{"line":1219,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23459¿Literal¿number¿27797¿¿1¿¿{"start":{"line":1219,"column":35},"end":{"line":1219,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
23460¿VariableDeclarator¿¿27797¿v3172¿¿¿{"start":{"line":1219,"column":33},"end":{"line":1219,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23461¿BinaryExpression¿===¿27797¿¿¿¿{"start":{"line":1219,"column":33},"end":{"line":1219,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BinaryExpression
23462¿Identifier¿¿27797¿v3171¿¿¿¿¿Identifier
23463¿Literal¿boolean¿27797¿¿false¿¿{"start":{"line":1219,"column":42},"end":{"line":1219,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
23464¿IfStatement¿¿27797¿¿¿¿{"start":{"line":1219,"column":29},"end":{"line":1222,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿IfStatement
23465¿Identifier¿¿27797¿v3172¿¿¿¿¿Identifier
23466¿VariableDeclarator¿¿27797¿v3173¿¿¿{"start":{"line":1219,"column":65},"end":{"line":1219,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23467¿MemberExpression¿computed¿27797¿¿¿¿{"start":{"line":1219,"column":65},"end":{"line":1219,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
23468¿Identifier¿¿27797¿v¿¿¿{"start":{"line":1219,"column":65},"end":{"line":1219,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23469¿Literal¿number¿27797¿¿0¿¿{"start":{"line":1219,"column":67},"end":{"line":1219,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
23470¿VariableDeclarator¿¿27797¿v3174¿¿¿{"start":{"line":1219,"column":49},"end":{"line":1219,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23471¿CallExpression¿¿27797¿¿¿¿{"start":{"line":1219,"column":49},"end":{"line":1219,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
23472¿MemberExpression¿¿27797¿¿¿¿{"start":{"line":1219,"column":49},"end":{"line":1219,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
23473¿Identifier¿¿27797¿good_files¿¿¿{"start":{"line":1219,"column":49},"end":{"line":1219,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23474¿Identifier¿¿27797¿push¿¿¿{"start":{"line":1219,"column":60},"end":{"line":1219,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23475¿Identifier¿¿27797¿v3173¿¿¿¿¿Identifier
23476¿ExpressionStatement¿¿27797¿¿¿¿{"start":{"line":1219,"column":49},"end":{"line":1219,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
23477¿Identifier¿¿27797¿v3174¿¿¿¿¿Identifier
23478¿BlockStatement¿¿27797¿¿¿¿¿¿BlockStatement
23479¿VariableDeclarator¿¿27797¿v3175¿¿¿{"start":{"line":1220,"column":33},"end":{"line":1220,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23480¿MemberExpression¿computed¿27797¿¿¿¿{"start":{"line":1220,"column":33},"end":{"line":1220,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
23481¿Identifier¿¿27797¿v¿¿¿{"start":{"line":1220,"column":33},"end":{"line":1220,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23482¿Literal¿number¿27797¿¿1¿¿{"start":{"line":1220,"column":35},"end":{"line":1220,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
23483¿VariableDeclarator¿¿27797¿v3176¿¿¿{"start":{"line":1220,"column":33},"end":{"line":1220,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23484¿BinaryExpression¿instanceof¿27797¿¿¿¿{"start":{"line":1220,"column":33},"end":{"line":1220,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BinaryExpression
23485¿Identifier¿¿27797¿v3175¿¿¿¿¿Identifier
23486¿Identifier¿¿27797¿Error¿¿¿{"start":{"line":1220,"column":49},"end":{"line":1220,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23487¿IfStatement¿¿27797¿¿¿¿{"start":{"line":1220,"column":29},"end":{"line":1222,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿IfStatement
23488¿Identifier¿¿27797¿v3176¿¿¿¿¿Identifier
23489¿VariableDeclarator¿¿27797¿v3177¿¿¿{"start":{"line":1221,"column":35},"end":{"line":1221,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23490¿MemberExpression¿computed¿27797¿¿¿¿{"start":{"line":1221,"column":35},"end":{"line":1221,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
23491¿Identifier¿¿27797¿v¿¿¿{"start":{"line":1221,"column":35},"end":{"line":1221,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23492¿Literal¿number¿27797¿¿0¿¿{"start":{"line":1221,"column":37},"end":{"line":1221,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
23493¿VariableDeclarator¿¿27797¿v3178¿¿¿{"start":{"line":1221,"column":28},"end":{"line":1221,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23494¿MemberExpression¿computed¿27797¿¿¿¿{"start":{"line":1221,"column":43},"end":{"line":1221,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
23495¿Identifier¿¿27797¿v¿¿¿{"start":{"line":1221,"column":43},"end":{"line":1221,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23496¿Literal¿number¿27797¿¿1¿¿{"start":{"line":1221,"column":45},"end":{"line":1221,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
23497¿ExpressionStatement¿¿27797¿¿¿¿{"start":{"line":1221,"column":28},"end":{"line":1221,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
23498¿AssignmentExpression¿=¿27797¿¿¿¿{"start":{"line":1221,"column":28},"end":{"line":1221,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
23499¿MemberExpression¿computed¿27797¿¿¿¿{"start":{"line":1221,"column":28},"end":{"line":1221,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
23500¿Identifier¿¿27797¿errors¿¿¿{"start":{"line":1221,"column":28},"end":{"line":1221,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23501¿Identifier¿¿27797¿v3177¿¿¿¿¿Identifier
23502¿Identifier¿¿27797¿v3178¿¿¿¿¿Identifier
23503¿BlockStatement¿¿27797¿¿¿¿{"start":{"line":1220,"column":56},"end":{"line":1222,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BlockStatement
23504¿BlockStatement¿¿27797¿¿¿¿¿¿BlockStatement
23505¿BlockStatement¿¿27797¿¿¿¿¿¿BlockStatement
23506¿BlockStatement¿¿27797¿¿¿¿{"start":{"line":1217,"column":41},"end":{"line":1223,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BlockStatement
23507¿VariableDeclarator¿¿27784¿v3180¿¿¿{"start":{"line":1217,"column":20},"end":{"line":1223,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23508¿CallExpression¿¿27784¿¿¿¿{"start":{"line":1217,"column":20},"end":{"line":1223,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
23509¿MemberExpression¿¿27784¿¿¿¿{"start":{"line":1217,"column":20},"end":{"line":1217,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
23510¿Identifier¿¿27784¿results¿¿¿{"start":{"line":1217,"column":20},"end":{"line":1217,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23511¿Identifier¿¿27784¿forEach¿¿¿{"start":{"line":1217,"column":28},"end":{"line":1217,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23512¿Identifier¿¿27784¿v3179¿¿¿¿¿Identifier
23513¿ExpressionStatement¿¿27784¿¿¿¿{"start":{"line":1217,"column":20},"end":{"line":1223,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
23514¿Identifier¿¿27784¿v3180¿¿¿¿¿Identifier
23515¿VariableDeclarator¿¿27784¿v3181¿¿¿{"start":{"line":1226,"column":38},"end":{"line":1226,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
23516¿MemberExpression¿¿27784¿¿¿¿{"start":{"line":1226,"column":38},"end":{"line":1226,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
23517¿Identifier¿¿27784¿results¿¿¿{"start":{"line":1226,"column":38},"end":{"line":1226,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23518¿Identifier¿¿27784¿length¿¿¿{"start":{"line":1226,"column":46},"end":{"line":1226,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
23519¿VariableDeclarator¿¿27784¿v3182¿¿¿{"start":{"line":1226,"column":24},"end":{"line":1226,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
