Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3297¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":642,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Program
4715¿MemberExpression¿¿5733¿¿¿¿{"start":{"line":405,"column":4},"end":{"line":405,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
4716¿Identifier¿¿5733¿args¿¿¿{"start":{"line":405,"column":4},"end":{"line":405,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4717¿Identifier¿¿5733¿push¿¿¿{"start":{"line":405,"column":9},"end":{"line":405,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4718¿Literal¿string¿5733¿¿'--target-directory'¿¿{"start":{"line":405,"column":14},"end":{"line":405,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
4719¿Identifier¿¿5733¿dest¿¿¿{"start":{"line":405,"column":36},"end":{"line":405,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4720¿ExpressionStatement¿¿5733¿¿¿¿{"start":{"line":405,"column":4},"end":{"line":405,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
4721¿Identifier¿¿5733¿v466¿¿¿¿¿Identifier
4722¿ExpressionStatement¿¿5733¿¿¿¿{"start":{"line":407,"column":4},"end":{"line":407,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
4723¿AssignmentExpression¿=¿5733¿¿¿¿{"start":{"line":407,"column":4},"end":{"line":407,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
4724¿Identifier¿¿5733¿args¿¿¿{"start":{"line":407,"column":4},"end":{"line":407,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4725¿CallExpression¿¿5733¿¿¿¿{"start":{"line":407,"column":11},"end":{"line":407,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
4726¿MemberExpression¿¿5733¿¿¿¿{"start":{"line":407,"column":11},"end":{"line":407,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
4727¿Identifier¿¿5733¿args¿¿¿{"start":{"line":407,"column":11},"end":{"line":407,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4728¿Identifier¿¿5733¿concat¿¿¿{"start":{"line":407,"column":16},"end":{"line":407,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4729¿Identifier¿¿5733¿source¿¿¿{"start":{"line":407,"column":23},"end":{"line":407,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4730¿VariableDeclarator¿¿5733¿v467¿¿¿{"start":{"line":409,"column":11},"end":{"line":409,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
4731¿CallExpression¿¿5733¿¿¿¿{"start":{"line":409,"column":11},"end":{"line":409,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
4732¿MemberExpression¿¿5733¿¿¿¿{"start":{"line":409,"column":11},"end":{"line":409,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
4733¿ThisExpression¿¿5733¿¿¿¿{"start":{"line":409,"column":11},"end":{"line":409,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ThisExpression
4734¿Identifier¿¿5733¿manage¿¿¿{"start":{"line":409,"column":16},"end":{"line":409,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4735¿Identifier¿¿5733¿args¿¿¿{"start":{"line":409,"column":23},"end":{"line":409,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4736¿ReturnStatement¿¿5733¿¿¿¿{"start":{"line":409,"column":4},"end":{"line":409,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ReturnStatement
4737¿Identifier¿¿5733¿v467¿¿¿¿¿Identifier
4738¿BlockStatement¿¿5733¿¿¿¿{"start":{"line":389,"column":87},"end":{"line":410,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BlockStatement
4739¿ExpressionStatement¿¿5643¿¿¿¿{"start":{"line":389,"column":0},"end":{"line":410,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
4740¿AssignmentExpression¿=¿5643¿¿¿¿{"start":{"line":389,"column":0},"end":{"line":410,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
4741¿MemberExpression¿¿5643¿¿¿¿{"start":{"line":389,"column":0},"end":{"line":389,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
4742¿Identifier¿¿5643¿VBoxManage¿¿¿{"start":{"line":389,"column":0},"end":{"line":389,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4743¿Identifier¿¿5643¿copyFromVm¿¿¿{"start":{"line":389,"column":11},"end":{"line":389,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4744¿Identifier¿¿5643¿v468¿¿¿¿¿Identifier
4745¿VariableDeclarator¿exported¿5643¿v478¿¿¿{"start":{"line":420,"column":0},"end":{"line":439,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
4746¿FunctionExpression¿¿5643¿anon¿¿¿{"start":{"line":420,"column":19},"end":{"line":439,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿FunctionExpression
4747¿Identifier¿¿0¿vmname¿¿¿{"start":{"line":420,"column":29},"end":{"line":420,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4748¿Identifier¿¿0¿username¿¿¿{"start":{"line":420,"column":37},"end":{"line":420,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4749¿Identifier¿¿0¿password¿¿¿{"start":{"line":420,"column":47},"end":{"line":420,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4750¿Identifier¿¿0¿path¿¿¿{"start":{"line":420,"column":57},"end":{"line":420,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4751¿Identifier¿¿0¿parents¿¿¿{"start":{"line":420,"column":63},"end":{"line":420,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4752¿VariableDeclarator¿¿5738¿args¿¿¿{"start":{"line":422,"column":8},"end":{"line":422,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
4753¿ArrayExpression¿¿5738¿¿¿¿{"start":{"line":422,"column":15},"end":{"line":422,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ArrayExpression
4754¿Literal¿string¿5738¿¿'guestcontrol'¿¿{"start":{"line":422,"column":16},"end":{"line":422,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
4755¿Identifier¿¿5738¿vmname¿¿¿{"start":{"line":422,"column":32},"end":{"line":422,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4756¿Literal¿string¿5738¿¿'mkdir'¿¿{"start":{"line":422,"column":40},"end":{"line":422,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
4757¿IfStatement¿¿5738¿¿¿¿{"start":{"line":424,"column":4},"end":{"line":426,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿IfStatement
4758¿Identifier¿¿5738¿username¿¿¿{"start":{"line":424,"column":8},"end":{"line":424,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4759¿VariableDeclarator¿¿5738¿v469¿¿¿{"start":{"line":425,"column":32},"end":{"line":425,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
4760¿BinaryExpression¿+¿5738¿¿¿¿{"start":{"line":425,"column":32},"end":{"line":425,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BinaryExpression
4761¿Literal¿string¿5738¿¿'''¿¿{"start":{"line":425,"column":32},"end":{"line":425,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
4762¿Identifier¿¿5738¿username¿¿¿{"start":{"line":425,"column":38},"end":{"line":425,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4763¿VariableDeclarator¿¿5738¿v470¿¿¿{"start":{"line":425,"column":32},"end":{"line":425,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
4764¿BinaryExpression¿+¿5738¿¿¿¿{"start":{"line":425,"column":32},"end":{"line":425,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BinaryExpression
4765¿Identifier¿¿5738¿v469¿¿¿¿¿Identifier
4766¿Literal¿string¿5738¿¿'''¿¿{"start":{"line":425,"column":49},"end":{"line":425,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
4767¿VariableDeclarator¿¿5738¿v471¿¿¿{"start":{"line":425,"column":8},"end":{"line":425,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
4768¿CallExpression¿¿5738¿¿¿¿{"start":{"line":425,"column":8},"end":{"line":425,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
4769¿MemberExpression¿¿5738¿¿¿¿{"start":{"line":425,"column":8},"end":{"line":425,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
4770¿Identifier¿¿5738¿args¿¿¿{"start":{"line":425,"column":8},"end":{"line":425,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4771¿Identifier¿¿5738¿push¿¿¿{"start":{"line":425,"column":13},"end":{"line":425,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4772¿Literal¿string¿5738¿¿'--username'¿¿{"start":{"line":425,"column":18},"end":{"line":425,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
4773¿Identifier¿¿5738¿v470¿¿¿¿¿Identifier
4774¿ExpressionStatement¿¿5738¿¿¿¿{"start":{"line":425,"column":8},"end":{"line":425,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
4775¿Identifier¿¿5738¿v471¿¿¿¿¿Identifier
4776¿BlockStatement¿¿5738¿¿¿¿{"start":{"line":424,"column":18},"end":{"line":426,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BlockStatement
4777¿IfStatement¿¿5738¿¿¿¿{"start":{"line":428,"column":4},"end":{"line":430,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿IfStatement
4778¿Identifier¿¿5738¿password¿¿¿{"start":{"line":428,"column":8},"end":{"line":428,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4779¿VariableDeclarator¿¿5738¿v472¿¿¿{"start":{"line":429,"column":32},"end":{"line":429,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
4780¿BinaryExpression¿+¿5738¿¿¿¿{"start":{"line":429,"column":32},"end":{"line":429,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BinaryExpression
4781¿Literal¿string¿5738¿¿'''¿¿{"start":{"line":429,"column":32},"end":{"line":429,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
4782¿Identifier¿¿5738¿password¿¿¿{"start":{"line":429,"column":38},"end":{"line":429,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4783¿VariableDeclarator¿¿5738¿v473¿¿¿{"start":{"line":429,"column":32},"end":{"line":429,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
4784¿BinaryExpression¿+¿5738¿¿¿¿{"start":{"line":429,"column":32},"end":{"line":429,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BinaryExpression
4785¿Identifier¿¿5738¿v472¿¿¿¿¿Identifier
4786¿Literal¿string¿5738¿¿'''¿¿{"start":{"line":429,"column":49},"end":{"line":429,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
4787¿VariableDeclarator¿¿5738¿v474¿¿¿{"start":{"line":429,"column":8},"end":{"line":429,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
4788¿CallExpression¿¿5738¿¿¿¿{"start":{"line":429,"column":8},"end":{"line":429,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
4789¿MemberExpression¿¿5738¿¿¿¿{"start":{"line":429,"column":8},"end":{"line":429,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
4790¿Identifier¿¿5738¿args¿¿¿{"start":{"line":429,"column":8},"end":{"line":429,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4791¿Identifier¿¿5738¿push¿¿¿{"start":{"line":429,"column":13},"end":{"line":429,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4792¿Literal¿string¿5738¿¿'--password'¿¿{"start":{"line":429,"column":18},"end":{"line":429,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
4793¿Identifier¿¿5738¿v473¿¿¿¿¿Identifier
4794¿ExpressionStatement¿¿5738¿¿¿¿{"start":{"line":429,"column":8},"end":{"line":429,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
4795¿Identifier¿¿5738¿v474¿¿¿¿¿Identifier
4796¿BlockStatement¿¿5738¿¿¿¿{"start":{"line":428,"column":18},"end":{"line":430,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BlockStatement
4797¿IfStatement¿¿5738¿¿¿¿{"start":{"line":432,"column":4},"end":{"line":434,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿IfStatement
4798¿Identifier¿¿5738¿parents¿¿¿{"start":{"line":432,"column":8},"end":{"line":432,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4799¿VariableDeclarator¿¿5738¿v475¿¿¿{"start":{"line":433,"column":8},"end":{"line":433,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
4800¿CallExpression¿¿5738¿¿¿¿{"start":{"line":433,"column":8},"end":{"line":433,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
4801¿MemberExpression¿¿5738¿¿¿¿{"start":{"line":433,"column":8},"end":{"line":433,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
4802¿Identifier¿¿5738¿args¿¿¿{"start":{"line":433,"column":8},"end":{"line":433,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4803¿Identifier¿¿5738¿push¿¿¿{"start":{"line":433,"column":13},"end":{"line":433,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4804¿Literal¿string¿5738¿¿'--parents'¿¿{"start":{"line":433,"column":18},"end":{"line":433,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
4805¿ExpressionStatement¿¿5738¿¿¿¿{"start":{"line":433,"column":8},"end":{"line":433,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
4806¿Identifier¿¿5738¿v475¿¿¿¿¿Identifier
4807¿BlockStatement¿¿5738¿¿¿¿{"start":{"line":432,"column":17},"end":{"line":434,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BlockStatement
4808¿VariableDeclarator¿¿5738¿v476¿¿¿{"start":{"line":436,"column":4},"end":{"line":436,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
4809¿CallExpression¿¿5738¿¿¿¿{"start":{"line":436,"column":4},"end":{"line":436,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
4810¿MemberExpression¿¿5738¿¿¿¿{"start":{"line":436,"column":4},"end":{"line":436,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
4811¿Identifier¿¿5738¿args¿¿¿{"start":{"line":436,"column":4},"end":{"line":436,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4812¿Identifier¿¿5738¿push¿¿¿{"start":{"line":436,"column":9},"end":{"line":436,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4813¿Identifier¿¿5738¿path¿¿¿{"start":{"line":436,"column":14},"end":{"line":436,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4814¿ExpressionStatement¿¿5738¿¿¿¿{"start":{"line":436,"column":4},"end":{"line":436,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
4815¿Identifier¿¿5738¿v476¿¿¿¿¿Identifier
4816¿VariableDeclarator¿¿5738¿v477¿¿¿{"start":{"line":438,"column":11},"end":{"line":438,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
4817¿CallExpression¿¿5738¿¿¿¿{"start":{"line":438,"column":11},"end":{"line":438,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
4818¿MemberExpression¿¿5738¿¿¿¿{"start":{"line":438,"column":11},"end":{"line":438,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
4819¿ThisExpression¿¿5738¿¿¿¿{"start":{"line":438,"column":11},"end":{"line":438,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ThisExpression
4820¿Identifier¿¿5738¿manage¿¿¿{"start":{"line":438,"column":16},"end":{"line":438,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4821¿Identifier¿¿5738¿args¿¿¿{"start":{"line":438,"column":23},"end":{"line":438,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4822¿ReturnStatement¿¿5738¿¿¿¿{"start":{"line":438,"column":4},"end":{"line":438,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ReturnStatement
4823¿Identifier¿¿5738¿v477¿¿¿¿¿Identifier
4824¿BlockStatement¿¿5738¿¿¿¿{"start":{"line":420,"column":72},"end":{"line":439,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BlockStatement
4825¿ExpressionStatement¿¿5643¿¿¿¿{"start":{"line":420,"column":0},"end":{"line":439,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
4826¿AssignmentExpression¿=¿5643¿¿¿¿{"start":{"line":420,"column":0},"end":{"line":439,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
4827¿MemberExpression¿¿5643¿¿¿¿{"start":{"line":420,"column":0},"end":{"line":420,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
4828¿Identifier¿¿5643¿VBoxManage¿¿¿{"start":{"line":420,"column":0},"end":{"line":420,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4829¿Identifier¿¿5643¿mkdir¿¿¿{"start":{"line":420,"column":11},"end":{"line":420,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4830¿Identifier¿¿5643¿v478¿¿¿¿¿Identifier
4831¿VariableDeclarator¿exported¿5643¿v488¿¿¿{"start":{"line":449,"column":0},"end":{"line":468,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
4832¿FunctionExpression¿¿5643¿anon¿¿¿{"start":{"line":449,"column":19},"end":{"line":468,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿FunctionExpression
4833¿Identifier¿¿0¿vmname¿¿¿{"start":{"line":449,"column":29},"end":{"line":449,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4834¿Identifier¿¿0¿username¿¿¿{"start":{"line":449,"column":37},"end":{"line":449,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4835¿Identifier¿¿0¿password¿¿¿{"start":{"line":449,"column":47},"end":{"line":449,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4836¿Identifier¿¿0¿path¿¿¿{"start":{"line":449,"column":57},"end":{"line":449,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4837¿Identifier¿¿0¿recursive¿¿¿{"start":{"line":449,"column":63},"end":{"line":449,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4838¿VariableDeclarator¿¿5743¿args¿¿¿{"start":{"line":451,"column":8},"end":{"line":451,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
4839¿ArrayExpression¿¿5743¿¿¿¿{"start":{"line":451,"column":15},"end":{"line":451,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ArrayExpression
4840¿Literal¿string¿5743¿¿'guestcontrol'¿¿{"start":{"line":451,"column":16},"end":{"line":451,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
4841¿Identifier¿¿5743¿vmname¿¿¿{"start":{"line":451,"column":32},"end":{"line":451,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4842¿Literal¿string¿5743¿¿'rmdir'¿¿{"start":{"line":451,"column":40},"end":{"line":451,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
4843¿IfStatement¿¿5743¿¿¿¿{"start":{"line":453,"column":4},"end":{"line":455,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿IfStatement
4844¿Identifier¿¿5743¿username¿¿¿{"start":{"line":453,"column":8},"end":{"line":453,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
4845¿VariableDeclarator¿¿5743¿v479¿¿¿{"start":{"line":454,"column":32},"end":{"line":454,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
4846¿BinaryExpression¿+¿5743¿¿¿¿{"start":{"line":454,"column":32},"end":{"line":454,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BinaryExpression
4847¿Literal¿string¿5743¿¿'''¿¿{"start":{"line":454,"column":32},"end":{"line":454,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
4848¿Identifier¿¿5743¿username¿¿¿{"start":{"line":454,"column":38},"end":{"line":454,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
