Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1036¿Program¿¿-1¿¿¿¿{"start":{"line":4,"column":0},"end":{"line":147,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Program
1314¿VariableDeclarator¿¿1809¿v129¿¿¿{"start":{"line":68,"column":14},"end":{"line":68,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1315¿BinaryExpression¿!=¿1809¿¿¿¿{"start":{"line":68,"column":14},"end":{"line":68,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BinaryExpression
1316¿Identifier¿¿1809¿data¿¿¿{"start":{"line":68,"column":14},"end":{"line":68,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1317¿Literal¿object¿1809¿¿null¿¿{"start":{"line":68,"column":22},"end":{"line":68,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1318¿VariableDeclarator¿¿1809¿v130¿¿¿{"start":{"line":68,"column":30},"end":{"line":68,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1319¿UnaryExpression¿!¿1809¿¿¿¿{"start":{"line":68,"column":30},"end":{"line":68,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿UnaryExpression
1320¿Identifier¿¿1809¿safe¿¿¿{"start":{"line":68,"column":31},"end":{"line":68,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1321¿VariableDeclarator¿¿1809¿v131¿¿¿{"start":{"line":68,"column":14},"end":{"line":68,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1322¿LogicalExpression¿||¿1809¿¿¿¿{"start":{"line":68,"column":14},"end":{"line":68,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿LogicalExpression
1323¿Identifier¿¿1809¿v129¿¿¿¿¿Identifier
1324¿Identifier¿¿1809¿v130¿¿¿¿¿Identifier
1325¿IfStatement¿¿1809¿¿¿¿{"start":{"line":68,"column":10},"end":{"line":69,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿IfStatement
1326¿Identifier¿¿1809¿v131¿¿¿¿¿Identifier
1327¿VariableDeclarator¿¿1809¿v132¿¿¿{"start":{"line":68,"column":55},"end":{"line":68,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1328¿UpdateExpression¿¿1809¿¿¿¿{"start":{"line":68,"column":55},"end":{"line":68,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿UpdateExpression
1329¿Identifier¿¿1809¿index¿¿¿{"start":{"line":68,"column":55},"end":{"line":68,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1330¿VariableDeclarator¿¿1809¿v133¿¿¿{"start":{"line":68,"column":49},"end":{"line":68,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1331¿MemberExpression¿computed¿1809¿¿¿¿{"start":{"line":68,"column":49},"end":{"line":68,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1332¿Identifier¿¿1809¿parts¿¿¿{"start":{"line":68,"column":49},"end":{"line":68,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1333¿Identifier¿¿1809¿v132¿¿¿¿¿Identifier
1334¿ExpressionStatement¿¿1809¿¿¿¿{"start":{"line":68,"column":37},"end":{"line":68,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1335¿AssignmentExpression¿=¿1809¿¿¿¿{"start":{"line":68,"column":37},"end":{"line":68,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1336¿Identifier¿¿1809¿data¿¿¿{"start":{"line":68,"column":37},"end":{"line":68,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1337¿MemberExpression¿computed¿1809¿¿¿¿{"start":{"line":68,"column":44},"end":{"line":68,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1338¿Identifier¿¿1809¿data¿¿¿{"start":{"line":68,"column":44},"end":{"line":68,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1339¿Identifier¿¿1809¿v133¿¿¿¿¿Identifier
1340¿BlockStatement¿¿1809¿¿¿¿¿¿BlockStatement
1341¿ReturnStatement¿¿1809¿¿¿¿{"start":{"line":69,"column":15},"end":{"line":69,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ReturnStatement
1342¿BlockStatement¿¿1809¿¿¿¿¿¿BlockStatement
1343¿ExpressionStatement¿¿1809¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":70,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1344¿AssignmentExpression¿=¿1809¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":70,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1345¿Identifier¿¿1809¿v128¿¿¿{"start":{"line":67,"column":8},"end":{"line":70,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1346¿BinaryExpression¿<¿1809¿¿¿¿{"start":{"line":67,"column":15},"end":{"line":67,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BinaryExpression
1347¿Identifier¿¿1809¿index¿¿¿{"start":{"line":67,"column":15},"end":{"line":67,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1348¿Identifier¿¿1809¿len¿¿¿{"start":{"line":67,"column":23},"end":{"line":67,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1349¿BlockStatement¿¿1809¿¿¿¿{"start":{"line":67,"column":28},"end":{"line":70,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BlockStatement
1350¿ReturnStatement¿¿1809¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ReturnStatement
1351¿Identifier¿¿1809¿data¿¿¿{"start":{"line":71,"column":15},"end":{"line":71,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1352¿BlockStatement¿¿1809¿¿¿¿{"start":{"line":64,"column":47},"end":{"line":72,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BlockStatement
1353¿VariableDeclarator¿¿1807¿v135¿¿¿{"start":{"line":64,"column":6},"end":{"line":72,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1354¿CallExpression¿¿1807¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":72,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1355¿MemberExpression¿¿1807¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1356¿Identifier¿¿1807¿getCache¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1357¿Identifier¿¿1807¿set¿¿¿{"start":{"line":64,"column":15},"end":{"line":64,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1358¿Identifier¿¿1807¿path¿¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1359¿Identifier¿¿1807¿v134¿¿¿¿¿Identifier
1360¿VariableDeclarator¿¿1807¿v136¿¿¿{"start":{"line":63,"column":6},"end":{"line":72,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1361¿LogicalExpression¿||¿1807¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":72,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿LogicalExpression
1362¿Identifier¿¿1807¿v127¿¿¿¿¿Identifier
1363¿Identifier¿¿1807¿v135¿¿¿¿¿Identifier
1364¿ReturnStatement¿¿1807¿¿¿¿{"start":{"line":62,"column":4},"end":{"line":73,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ReturnStatement
1365¿Identifier¿¿1807¿v136¿¿¿¿¿Identifier
1366¿BlockStatement¿¿1807¿¿¿¿{"start":{"line":60,"column":31},"end":{"line":74,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BlockStatement
1367¿VariableDeclarator¿exported¿1791¿v149¿¿¿{"start":{"line":76,"column":8},"end":{"line":85,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1368¿FunctionExpression¿¿1791¿anon¿¿¿{"start":{"line":76,"column":8},"end":{"line":85,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿FunctionExpression
1369¿Identifier¿¿0¿segments¿¿¿{"start":{"line":76,"column":17},"end":{"line":76,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1370¿VariableDeclarator¿¿1813¿v147¿¿¿{"start":{"line":77,"column":27},"end":{"line":84,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1371¿FunctionExpression¿¿1813¿anon¿¿¿{"start":{"line":77,"column":27},"end":{"line":84,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿FunctionExpression
1372¿Identifier¿¿0¿path¿¿¿{"start":{"line":77,"column":36},"end":{"line":77,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1373¿Identifier¿¿0¿part¿¿¿{"start":{"line":77,"column":42},"end":{"line":77,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1374¿VariableDeclarator¿¿1815¿v138¿¿¿{"start":{"line":80,"column":9},"end":{"line":80,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1375¿CallExpression¿¿1815¿¿¿¿{"start":{"line":80,"column":9},"end":{"line":80,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1376¿Identifier¿¿1815¿isQuoted¿¿¿{"start":{"line":80,"column":9},"end":{"line":80,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1377¿Identifier¿¿1815¿part¿¿¿{"start":{"line":80,"column":18},"end":{"line":80,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1378¿VariableDeclarator¿¿1815¿v139¿¿¿{"start":{"line":80,"column":27},"end":{"line":80,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1379¿CallExpression¿¿1815¿¿¿¿{"start":{"line":80,"column":27},"end":{"line":80,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1380¿MemberExpression¿¿1815¿¿¿¿{"start":{"line":80,"column":27},"end":{"line":80,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1381¿Identifier¿¿1815¿DIGIT_REGEX¿¿¿{"start":{"line":80,"column":27},"end":{"line":80,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1382¿Identifier¿¿1815¿test¿¿¿{"start":{"line":80,"column":39},"end":{"line":80,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1383¿Identifier¿¿1815¿part¿¿¿{"start":{"line":80,"column":44},"end":{"line":80,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1384¿VariableDeclarator¿¿1815¿v140¿¿¿{"start":{"line":80,"column":9},"end":{"line":80,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1385¿LogicalExpression¿||¿1815¿¿¿¿{"start":{"line":80,"column":9},"end":{"line":80,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿LogicalExpression
1386¿Identifier¿¿1815¿v138¿¿¿¿¿Identifier
1387¿Identifier¿¿1815¿v139¿¿¿¿¿Identifier
1388¿VariableDeclarator¿¿1815¿v141¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1389¿BinaryExpression¿+¿1815¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BinaryExpression
1390¿Literal¿string¿1815¿¿'['¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1391¿Identifier¿¿1815¿part¿¿¿{"start":{"line":81,"column":18},"end":{"line":81,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1392¿VariableDeclarator¿¿1815¿v142¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1393¿BinaryExpression¿+¿1815¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BinaryExpression
1394¿Identifier¿¿1815¿v141¿¿¿¿¿Identifier
1395¿Literal¿string¿1815¿¿']'¿¿{"start":{"line":81,"column":25},"end":{"line":81,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1396¿VariableDeclarator¿¿1815¿v143¿¿¿{"start":{"line":82,"column":13},"end":{"line":82,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1397¿IfStatement¿¿1815¿¿¿¿{"start":{"line":82,"column":13},"end":{"line":82,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿IfStatement
1398¿Identifier¿¿1815¿path¿¿¿{"start":{"line":82,"column":13},"end":{"line":82,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1399¿ExpressionStatement¿¿1815¿¿¿¿{"start":{"line":82,"column":13},"end":{"line":82,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1400¿AssignmentExpression¿=¿1815¿¿¿¿{"start":{"line":82,"column":13},"end":{"line":82,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1401¿Identifier¿¿1815¿v143¿¿¿¿¿Identifier
1402¿Literal¿string¿1815¿¿'.'¿¿{"start":{"line":82,"column":20},"end":{"line":82,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1403¿BlockStatement¿¿1815¿¿¿¿¿¿BlockStatement
1404¿ExpressionStatement¿¿1815¿¿¿¿{"start":{"line":82,"column":13},"end":{"line":82,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1405¿AssignmentExpression¿=¿1815¿¿¿¿{"start":{"line":82,"column":13},"end":{"line":82,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1406¿Identifier¿¿1815¿v143¿¿¿¿¿Identifier
1407¿Literal¿string¿1815¿¿''¿¿{"start":{"line":82,"column":26},"end":{"line":82,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1408¿BlockStatement¿¿1815¿¿¿¿¿¿BlockStatement
1409¿VariableDeclarator¿¿1815¿v144¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1410¿BinaryExpression¿+¿1815¿¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BinaryExpression
1411¿Identifier¿¿1815¿v143¿¿¿¿¿Identifier
1412¿Identifier¿¿1815¿part¿¿¿{"start":{"line":82,"column":32},"end":{"line":82,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1413¿VariableDeclarator¿¿1815¿v145¿¿¿{"start":{"line":80,"column":9},"end":{"line":82,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1414¿IfStatement¿¿1815¿¿¿¿{"start":{"line":80,"column":9},"end":{"line":82,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿IfStatement
1415¿Identifier¿¿1815¿v140¿¿¿¿¿Identifier
1416¿ExpressionStatement¿¿1815¿¿¿¿{"start":{"line":80,"column":9},"end":{"line":82,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1417¿AssignmentExpression¿=¿1815¿¿¿¿{"start":{"line":80,"column":9},"end":{"line":82,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1418¿Identifier¿¿1815¿v145¿¿¿¿¿Identifier
1419¿Identifier¿¿1815¿v142¿¿¿¿¿Identifier
1420¿BlockStatement¿¿1815¿¿¿¿¿¿BlockStatement
1421¿ExpressionStatement¿¿1815¿¿¿¿{"start":{"line":80,"column":9},"end":{"line":82,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1422¿AssignmentExpression¿=¿1815¿¿¿¿{"start":{"line":80,"column":9},"end":{"line":82,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1423¿Identifier¿¿1815¿v145¿¿¿¿¿Identifier
1424¿Identifier¿¿1815¿v144¿¿¿¿¿Identifier
1425¿BlockStatement¿¿1815¿¿¿¿¿¿BlockStatement
1426¿VariableDeclarator¿¿1815¿v146¿¿¿{"start":{"line":79,"column":8},"end":{"line":82,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1427¿BinaryExpression¿+¿1815¿¿¿¿{"start":{"line":79,"column":8},"end":{"line":82,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BinaryExpression
1428¿Identifier¿¿1815¿path¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1429¿Identifier¿¿1815¿v145¿¿¿¿¿Identifier
1430¿ReturnStatement¿¿1815¿¿¿¿{"start":{"line":78,"column":6},"end":{"line":83,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ReturnStatement
1431¿Identifier¿¿1815¿v146¿¿¿¿¿Identifier
1432¿BlockStatement¿¿1815¿¿¿¿{"start":{"line":77,"column":48},"end":{"line":84,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BlockStatement
1433¿VariableDeclarator¿¿1813¿v148¿¿¿{"start":{"line":77,"column":11},"end":{"line":84,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1434¿CallExpression¿¿1813¿¿¿¿{"start":{"line":77,"column":11},"end":{"line":84,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1435¿MemberExpression¿¿1813¿¿¿¿{"start":{"line":77,"column":11},"end":{"line":77,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1436¿Identifier¿¿1813¿segments¿¿¿{"start":{"line":77,"column":11},"end":{"line":77,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1437¿Identifier¿¿1813¿reduce¿¿¿{"start":{"line":77,"column":20},"end":{"line":77,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1438¿Identifier¿¿1813¿v147¿¿¿¿¿Identifier
1439¿Literal¿string¿1813¿¿''¿¿{"start":{"line":84,"column":7},"end":{"line":84,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1440¿ReturnStatement¿¿1813¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":84,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ReturnStatement
1441¿Identifier¿¿1813¿v148¿¿¿¿¿Identifier
1442¿BlockStatement¿¿1813¿¿¿¿{"start":{"line":76,"column":27},"end":{"line":85,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BlockStatement
1443¿VariableDeclarator¿exported¿1791¿v154¿¿¿{"start":{"line":87,"column":11},"end":{"line":89,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1444¿FunctionExpression¿¿1791¿anon¿¿¿{"start":{"line":87,"column":11},"end":{"line":89,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿FunctionExpression
1445¿Identifier¿¿0¿path¿¿¿{"start":{"line":87,"column":20},"end":{"line":87,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1446¿Identifier¿¿0¿cb¿¿¿{"start":{"line":87,"column":26},"end":{"line":87,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1447¿Identifier¿¿0¿thisArg¿¿¿{"start":{"line":87,"column":30},"end":{"line":87,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1448¿VariableDeclarator¿¿1819¿v150¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1449¿CallExpression¿¿1819¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1450¿MemberExpression¿¿1819¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1451¿Identifier¿¿1819¿Array¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1452¿Identifier¿¿1819¿isArray¿¿¿{"start":{"line":88,"column":18},"end":{"line":88,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1453¿Identifier¿¿1819¿path¿¿¿{"start":{"line":88,"column":26},"end":{"line":88,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1454¿VariableDeclarator¿¿1819¿v151¿¿¿{"start":{"line":88,"column":41},"end":{"line":88,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1455¿CallExpression¿¿1819¿¿¿¿{"start":{"line":88,"column":41},"end":{"line":88,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1456¿Identifier¿¿1819¿split¿¿¿{"start":{"line":88,"column":41},"end":{"line":88,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1457¿Identifier¿¿1819¿path¿¿¿{"start":{"line":88,"column":47},"end":{"line":88,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1458¿VariableDeclarator¿¿1819¿v152¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1459¿IfStatement¿¿1819¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿IfStatement
1460¿Identifier¿¿1819¿v150¿¿¿¿¿Identifier
1461¿ExpressionStatement¿¿1819¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1462¿AssignmentExpression¿=¿1819¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1463¿Identifier¿¿1819¿v152¿¿¿¿¿Identifier
1464¿Identifier¿¿1819¿path¿¿¿{"start":{"line":88,"column":34},"end":{"line":88,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
