Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2614¿Program¿¿-1¿¿¿¿{"start":{"line":10,"column":0},"end":{"line":583,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Program
3862¿Identifier¿¿4591¿setParam¿¿¿¿¿Identifier
3863¿VariableDeclarator¿¿4591¿v372¿¿¿{"start":{"line":431,"column":0},"end":{"line":431,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3864¿MemberExpression¿¿4591¿¿¿¿{"start":{"line":431,"column":0},"end":{"line":431,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
3865¿Identifier¿¿4591¿IniReaderCore¿¿¿{"start":{"line":431,"column":0},"end":{"line":431,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3866¿Identifier¿¿4591¿prototype¿¿¿{"start":{"line":431,"column":14},"end":{"line":431,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3867¿VariableDeclarator¿¿4591¿param¿¿¿{"start":{"line":431,"column":0},"end":{"line":439,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3868¿FunctionExpression¿¿4591¿anon¿¿¿{"start":{"line":431,"column":32},"end":{"line":439,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿FunctionExpression
3869¿Identifier¿¿0¿prop¿¿¿{"start":{"line":431,"column":47},"end":{"line":431,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3870¿Identifier¿¿0¿value¿¿¿{"start":{"line":431,"column":53},"end":{"line":431,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3871¿VariableDeclarator¿¿4663¿output¿¿¿{"start":{"line":432,"column":8},"end":{"line":432,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3872¿VariableDeclarator¿¿4663¿v373¿¿¿{"start":{"line":433,"column":8},"end":{"line":433,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3873¿UnaryExpression¿typeof¿4663¿¿¿¿{"start":{"line":433,"column":8},"end":{"line":433,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿UnaryExpression
3874¿Identifier¿¿4663¿value¿¿¿{"start":{"line":433,"column":15},"end":{"line":433,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3875¿VariableDeclarator¿¿4663¿v374¿¿¿{"start":{"line":433,"column":8},"end":{"line":433,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3876¿BinaryExpression¿===¿4663¿¿¿¿{"start":{"line":433,"column":8},"end":{"line":433,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
3877¿Identifier¿¿4663¿v373¿¿¿¿¿Identifier
3878¿Literal¿string¿4663¿¿'undefined'¿¿{"start":{"line":433,"column":25},"end":{"line":433,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
3879¿IfStatement¿¿4663¿¿¿¿{"start":{"line":433,"column":4},"end":{"line":437,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿IfStatement
3880¿Identifier¿¿4663¿v374¿¿¿¿¿Identifier
3881¿ExpressionStatement¿¿4663¿¿¿¿{"start":{"line":434,"column":8},"end":{"line":434,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
3882¿AssignmentExpression¿=¿4663¿¿¿¿{"start":{"line":434,"column":8},"end":{"line":434,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
3883¿Identifier¿¿4663¿output¿¿¿{"start":{"line":434,"column":8},"end":{"line":434,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3884¿CallExpression¿¿4663¿¿¿¿{"start":{"line":434,"column":17},"end":{"line":434,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
3885¿MemberExpression¿¿4663¿¿¿¿{"start":{"line":434,"column":17},"end":{"line":434,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
3886¿ThisExpression¿¿4663¿¿¿¿{"start":{"line":434,"column":17},"end":{"line":434,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ThisExpression
3887¿Identifier¿¿4663¿getParam¿¿¿{"start":{"line":434,"column":22},"end":{"line":434,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3888¿Identifier¿¿4663¿prop¿¿¿{"start":{"line":434,"column":31},"end":{"line":434,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3889¿BlockStatement¿¿4663¿¿¿¿{"start":{"line":433,"column":38},"end":{"line":435,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
3890¿ExpressionStatement¿¿4663¿¿¿¿{"start":{"line":436,"column":8},"end":{"line":436,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
3891¿AssignmentExpression¿=¿4663¿¿¿¿{"start":{"line":436,"column":8},"end":{"line":436,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
3892¿Identifier¿¿4663¿output¿¿¿{"start":{"line":436,"column":8},"end":{"line":436,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3893¿CallExpression¿¿4663¿¿¿¿{"start":{"line":436,"column":17},"end":{"line":436,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
3894¿MemberExpression¿¿4663¿¿¿¿{"start":{"line":436,"column":17},"end":{"line":436,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
3895¿ThisExpression¿¿4663¿¿¿¿{"start":{"line":436,"column":17},"end":{"line":436,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ThisExpression
3896¿Identifier¿¿4663¿setParam¿¿¿{"start":{"line":436,"column":22},"end":{"line":436,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3897¿Identifier¿¿4663¿prop¿¿¿{"start":{"line":436,"column":31},"end":{"line":436,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3898¿Identifier¿¿4663¿value¿¿¿{"start":{"line":436,"column":37},"end":{"line":436,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3899¿BlockStatement¿¿4663¿¿¿¿{"start":{"line":435,"column":11},"end":{"line":437,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
3900¿ReturnStatement¿¿4663¿¿¿¿{"start":{"line":438,"column":4},"end":{"line":438,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ReturnStatement
3901¿Identifier¿¿4663¿output¿¿¿{"start":{"line":438,"column":11},"end":{"line":438,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3902¿BlockStatement¿¿4663¿¿¿¿{"start":{"line":431,"column":60},"end":{"line":439,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
3903¿ExpressionStatement¿¿4591¿¿¿¿{"start":{"line":431,"column":0},"end":{"line":439,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
3904¿AssignmentExpression¿=¿4591¿¿¿¿{"start":{"line":431,"column":0},"end":{"line":439,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
3905¿MemberExpression¿¿4591¿¿¿¿{"start":{"line":431,"column":0},"end":{"line":431,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
3906¿Identifier¿¿4591¿v372¿¿¿¿¿Identifier
3907¿Identifier¿¿4591¿param¿¿¿{"start":{"line":431,"column":24},"end":{"line":431,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3908¿Identifier¿¿4591¿param¿¿¿¿¿Identifier
3909¿VariableDeclarator¿¿4591¿v375¿¿¿{"start":{"line":447,"column":0},"end":{"line":447,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3910¿MemberExpression¿¿4591¿¿¿¿{"start":{"line":447,"column":0},"end":{"line":447,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
3911¿Identifier¿¿4591¿IniReaderCore¿¿¿{"start":{"line":447,"column":0},"end":{"line":447,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3912¿Identifier¿¿4591¿prototype¿¿¿{"start":{"line":447,"column":14},"end":{"line":447,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3913¿VariableDeclarator¿¿4591¿getLe¿¿¿{"start":{"line":447,"column":0},"end":{"line":449,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3914¿FunctionExpression¿¿4591¿anon¿¿¿{"start":{"line":447,"column":32},"end":{"line":449,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿FunctionExpression
3915¿Identifier¿¿0¿le¿¿¿{"start":{"line":447,"column":47},"end":{"line":447,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3916¿VariableDeclarator¿¿4666¿v376¿¿¿{"start":{"line":448,"column":11},"end":{"line":448,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3917¿UnaryExpression¿typeof¿4666¿¿¿¿{"start":{"line":448,"column":11},"end":{"line":448,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿UnaryExpression
3918¿Identifier¿¿4666¿le¿¿¿{"start":{"line":448,"column":18},"end":{"line":448,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3919¿VariableDeclarator¿¿4666¿v377¿¿¿{"start":{"line":448,"column":11},"end":{"line":448,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3920¿BinaryExpression¿===¿4666¿¿¿¿{"start":{"line":448,"column":11},"end":{"line":448,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
3921¿Identifier¿¿4666¿v376¿¿¿¿¿Identifier
3922¿Literal¿string¿4666¿¿'string'¿¿{"start":{"line":448,"column":25},"end":{"line":448,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
3923¿VariableDeclarator¿¿4666¿v378¿¿¿{"start":{"line":448,"column":38},"end":{"line":448,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3924¿BinaryExpression¿===¿4666¿¿¿¿{"start":{"line":448,"column":38},"end":{"line":448,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
3925¿Identifier¿¿4666¿le¿¿¿{"start":{"line":448,"column":38},"end":{"line":448,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3926¿Literal¿string¿4666¿¿'\n'¿¿{"start":{"line":448,"column":45},"end":{"line":448,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
3927¿VariableDeclarator¿¿4666¿v379¿¿¿{"start":{"line":448,"column":53},"end":{"line":448,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3928¿BinaryExpression¿===¿4666¿¿¿¿{"start":{"line":448,"column":53},"end":{"line":448,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
3929¿Identifier¿¿4666¿le¿¿¿{"start":{"line":448,"column":53},"end":{"line":448,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3930¿Literal¿string¿4666¿¿'\r\n'¿¿{"start":{"line":448,"column":60},"end":{"line":448,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
3931¿VariableDeclarator¿¿4666¿v380¿¿¿{"start":{"line":448,"column":38},"end":{"line":448,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3932¿LogicalExpression¿||¿4666¿¿¿¿{"start":{"line":448,"column":38},"end":{"line":448,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿LogicalExpression
3933¿Identifier¿¿4666¿v378¿¿¿¿¿Identifier
3934¿Identifier¿¿4666¿v379¿¿¿¿¿Identifier
3935¿VariableDeclarator¿¿4666¿v381¿¿¿{"start":{"line":448,"column":70},"end":{"line":448,"column":81},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3936¿BinaryExpression¿===¿4666¿¿¿¿{"start":{"line":448,"column":70},"end":{"line":448,"column":81},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
3937¿Identifier¿¿4666¿le¿¿¿{"start":{"line":448,"column":70},"end":{"line":448,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3938¿Literal¿string¿4666¿¿'\r'¿¿{"start":{"line":448,"column":77},"end":{"line":448,"column":81},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
3939¿VariableDeclarator¿¿4666¿v382¿¿¿{"start":{"line":448,"column":38},"end":{"line":448,"column":81},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3940¿LogicalExpression¿||¿4666¿¿¿¿{"start":{"line":448,"column":38},"end":{"line":448,"column":81},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿LogicalExpression
3941¿Identifier¿¿4666¿v380¿¿¿¿¿Identifier
3942¿Identifier¿¿4666¿v381¿¿¿¿¿Identifier
3943¿VariableDeclarator¿¿4666¿v383¿¿¿{"start":{"line":448,"column":11},"end":{"line":448,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3944¿LogicalExpression¿&&¿4666¿¿¿¿{"start":{"line":448,"column":11},"end":{"line":448,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿LogicalExpression
3945¿Identifier¿¿4666¿v377¿¿¿¿¿Identifier
3946¿Identifier¿¿4666¿v382¿¿¿¿¿Identifier
3947¿VariableDeclarator¿¿4666¿v384¿¿¿{"start":{"line":448,"column":11},"end":{"line":448,"column":94},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3948¿IfStatement¿¿4666¿¿¿¿{"start":{"line":448,"column":11},"end":{"line":448,"column":94},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿IfStatement
3949¿Identifier¿¿4666¿v383¿¿¿¿¿Identifier
3950¿ExpressionStatement¿¿4666¿¿¿¿{"start":{"line":448,"column":11},"end":{"line":448,"column":94},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
3951¿AssignmentExpression¿=¿4666¿¿¿¿{"start":{"line":448,"column":11},"end":{"line":448,"column":94},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
3952¿Identifier¿¿4666¿v384¿¿¿¿¿Identifier
3953¿Identifier¿¿4666¿le¿¿¿{"start":{"line":448,"column":85},"end":{"line":448,"column":87},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3954¿BlockStatement¿¿4666¿¿¿¿¿¿BlockStatement
3955¿ExpressionStatement¿¿4666¿¿¿¿{"start":{"line":448,"column":11},"end":{"line":448,"column":94},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
3956¿AssignmentExpression¿=¿4666¿¿¿¿{"start":{"line":448,"column":11},"end":{"line":448,"column":94},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
3957¿Identifier¿¿4666¿v384¿¿¿¿¿Identifier
3958¿Literal¿string¿4666¿¿'\n'¿¿{"start":{"line":448,"column":90},"end":{"line":448,"column":94},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
3959¿BlockStatement¿¿4666¿¿¿¿¿¿BlockStatement
3960¿ReturnStatement¿¿4666¿¿¿¿{"start":{"line":448,"column":4},"end":{"line":448,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ReturnStatement
3961¿Identifier¿¿4666¿v384¿¿¿¿¿Identifier
3962¿BlockStatement¿¿4666¿¿¿¿{"start":{"line":447,"column":51},"end":{"line":449,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
3963¿ExpressionStatement¿¿4591¿¿¿¿{"start":{"line":447,"column":0},"end":{"line":449,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
3964¿AssignmentExpression¿=¿4591¿¿¿¿{"start":{"line":447,"column":0},"end":{"line":449,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
3965¿MemberExpression¿¿4591¿¿¿¿{"start":{"line":447,"column":0},"end":{"line":447,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
3966¿Identifier¿¿4591¿v375¿¿¿¿¿Identifier
3967¿Identifier¿¿4591¿getLe¿¿¿{"start":{"line":447,"column":24},"end":{"line":447,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3968¿Identifier¿¿4591¿getLe¿¿¿¿¿Identifier
3969¿VariableDeclarator¿¿4591¿v385¿¿¿{"start":{"line":458,"column":0},"end":{"line":458,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3970¿MemberExpression¿¿4591¿¿¿¿{"start":{"line":458,"column":0},"end":{"line":458,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
3971¿Identifier¿¿4591¿IniReaderCore¿¿¿{"start":{"line":458,"column":0},"end":{"line":458,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3972¿Identifier¿¿4591¿prototype¿¿¿{"start":{"line":458,"column":14},"end":{"line":458,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3973¿VariableDeclarator¿¿4591¿serialize¿¿¿{"start":{"line":458,"column":0},"end":{"line":483,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3974¿FunctionExpression¿¿4591¿anon¿¿¿{"start":{"line":458,"column":36},"end":{"line":483,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿FunctionExpression
3975¿Identifier¿¿0¿le¿¿¿{"start":{"line":458,"column":55},"end":{"line":458,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3976¿VariableDeclarator¿¿4669¿output¿¿¿{"start":{"line":459,"column":8},"end":{"line":459,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3977¿Literal¿string¿4669¿¿''¿¿{"start":{"line":459,"column":17},"end":{"line":459,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
3978¿VariableDeclarator¿¿4669¿ws¿¿¿{"start":{"line":460,"column":8},"end":{"line":460,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3979¿Literal¿object¿4669¿¿/\s+/¿¿{"start":{"line":460,"column":13},"end":{"line":460,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
3980¿VariableDeclarator¿¿4669¿values¿¿¿{"start":{"line":461,"column":8},"end":{"line":461,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3981¿MemberExpression¿¿4669¿¿¿¿{"start":{"line":461,"column":17},"end":{"line":461,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
3982¿ThisExpression¿¿4669¿¿¿¿{"start":{"line":461,"column":17},"end":{"line":461,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ThisExpression
3983¿Identifier¿¿4669¿values¿¿¿{"start":{"line":461,"column":22},"end":{"line":461,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3984¿ExpressionStatement¿¿4669¿¿¿¿{"start":{"line":463,"column":4},"end":{"line":463,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
3985¿AssignmentExpression¿=¿4669¿¿¿¿{"start":{"line":463,"column":4},"end":{"line":463,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
3986¿Identifier¿¿4669¿le¿¿¿{"start":{"line":463,"column":4},"end":{"line":463,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3987¿CallExpression¿¿4669¿¿¿¿{"start":{"line":463,"column":9},"end":{"line":463,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
3988¿MemberExpression¿¿4669¿¿¿¿{"start":{"line":463,"column":9},"end":{"line":463,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
3989¿ThisExpression¿¿4669¿¿¿¿{"start":{"line":463,"column":9},"end":{"line":463,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ThisExpression
3990¿Identifier¿¿4669¿getLe¿¿¿{"start":{"line":463,"column":14},"end":{"line":463,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3991¿Identifier¿¿4669¿le¿¿¿{"start":{"line":463,"column":20},"end":{"line":463,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3992¿VariableDeclarator¿¿4669¿v386¿¿¿{"start":{"line":465,"column":4},"end":{"line":465,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3993¿CallExpression¿¿4669¿¿¿¿{"start":{"line":465,"column":4},"end":{"line":465,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
3994¿MemberExpression¿¿4669¿¿¿¿{"start":{"line":465,"column":4},"end":{"line":465,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
3995¿Identifier¿¿4669¿Object¿¿¿{"start":{"line":465,"column":4},"end":{"line":465,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3996¿Identifier¿¿4669¿keys¿¿¿{"start":{"line":465,"column":11},"end":{"line":465,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3997¿Identifier¿¿4669¿values¿¿¿{"start":{"line":465,"column":16},"end":{"line":465,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3998¿VariableDeclarator¿¿4669¿v401¿¿¿{"start":{"line":465,"column":32},"end":{"line":480,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3999¿FunctionExpression¿¿4669¿serializeGroup¿¿¿{"start":{"line":465,"column":32},"end":{"line":480,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿FunctionExpression
4000¿Identifier¿¿0¿group¿¿¿{"start":{"line":465,"column":56},"end":{"line":465,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
