Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4342¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":419,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Program
5953¿VariableDeclarator¿¿7632¿v672¿¿¿{"start":{"line":201,"column":10},"end":{"line":201,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
5954¿UnaryExpression¿!¿7632¿¿¿¿{"start":{"line":201,"column":10},"end":{"line":201,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿UnaryExpression
5955¿Identifier¿¿7632¿file¿¿¿{"start":{"line":201,"column":11},"end":{"line":201,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
5956¿VariableDeclarator¿¿7632¿v673¿¿¿{"start":{"line":201,"column":19},"end":{"line":201,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
5957¿UnaryExpression¿!¿7632¿¿¿¿{"start":{"line":201,"column":19},"end":{"line":201,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿UnaryExpression
5958¿Identifier¿¿7632¿sha1¿¿¿{"start":{"line":201,"column":20},"end":{"line":201,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
5959¿VariableDeclarator¿¿7632¿v674¿¿¿{"start":{"line":201,"column":10},"end":{"line":201,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
5960¿LogicalExpression¿&&¿7632¿¿¿¿{"start":{"line":201,"column":10},"end":{"line":201,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿LogicalExpression
5961¿Identifier¿¿7632¿v672¿¿¿¿¿Identifier
5962¿Identifier¿¿7632¿v673¿¿¿¿¿Identifier
5963¿IfStatement¿¿7632¿¿¿¿{"start":{"line":201,"column":6},"end":{"line":229,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿IfStatement
5964¿Identifier¿¿7632¿v674¿¿¿¿¿Identifier
5965¿VariableDeclarator¿¿7632¿v675¿¿¿{"start":{"line":202,"column":26},"end":{"line":202,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
5966¿CallExpression¿¿7632¿¿¿¿{"start":{"line":202,"column":26},"end":{"line":202,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
5967¿MemberExpression¿¿7632¿¿¿¿{"start":{"line":202,"column":26},"end":{"line":202,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
5968¿Identifier¿¿7632¿path¿¿¿{"start":{"line":202,"column":26},"end":{"line":202,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
5969¿Identifier¿¿7632¿join¿¿¿{"start":{"line":202,"column":31},"end":{"line":202,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
5970¿Identifier¿¿7632¿repoPath¿¿¿{"start":{"line":202,"column":36},"end":{"line":202,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
5971¿Identifier¿¿7632¿filename¿¿¿{"start":{"line":202,"column":46},"end":{"line":202,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
5972¿VariableDeclarator¿¿7632¿v676¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
5973¿CallExpression¿¿7632¿¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
5974¿MemberExpression¿¿7632¿¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
5975¿Identifier¿¿7632¿fs¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
5976¿Identifier¿¿7632¿existsSync¿¿¿{"start":{"line":202,"column":15},"end":{"line":202,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
5977¿Identifier¿¿7632¿v675¿¿¿¿¿Identifier
5978¿IfStatement¿¿7632¿¿¿¿{"start":{"line":202,"column":8},"end":{"line":203,"column":95},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿IfStatement
5979¿Identifier¿¿7632¿v676¿¿¿¿¿Identifier
5980¿VariableDeclarator¿¿7632¿v677¿¿¿{"start":{"line":202,"column":79},"end":{"line":202,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
5981¿ArrayExpression¿¿7632¿¿¿¿{"start":{"line":202,"column":79},"end":{"line":202,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ArrayExpression
5982¿VariableDeclarator¿¿7632¿v678¿¿¿{"start":{"line":202,"column":58},"end":{"line":202,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
5983¿CallExpression¿¿7632¿¿¿¿{"start":{"line":202,"column":58},"end":{"line":202,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
5984¿MemberExpression¿¿7632¿¿¿¿{"start":{"line":202,"column":58},"end":{"line":202,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
5985¿Identifier¿¿7632¿task¿¿¿{"start":{"line":202,"column":58},"end":{"line":202,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
5986¿Identifier¿¿7632¿setResult¿¿¿{"start":{"line":202,"column":63},"end":{"line":202,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
5987¿Literal¿object¿7632¿¿null¿¿{"start":{"line":202,"column":73},"end":{"line":202,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
5988¿Identifier¿¿7632¿v677¿¿¿¿¿Identifier
5989¿ExpressionStatement¿¿7632¿¿¿¿{"start":{"line":202,"column":58},"end":{"line":202,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
5990¿Identifier¿¿7632¿v678¿¿¿¿¿Identifier
5991¿BlockStatement¿¿7632¿¿¿¿¿¿BlockStatement
5992¿VariableDeclarator¿¿7632¿v679¿¿¿{"start":{"line":203,"column":37},"end":{"line":203,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
5993¿BinaryExpression¿+¿7632¿¿¿¿{"start":{"line":203,"column":37},"end":{"line":203,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BinaryExpression
5994¿Literal¿string¿7632¿¿'No such file: '¿¿{"start":{"line":203,"column":37},"end":{"line":203,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
5995¿Identifier¿¿7632¿filename¿¿¿{"start":{"line":203,"column":56},"end":{"line":203,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
5996¿VariableDeclarator¿¿7632¿v680¿¿¿{"start":{"line":203,"column":28},"end":{"line":203,"column":93},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
5997¿ObjectExpression¿¿7632¿¿¿¿{"start":{"line":203,"column":28},"end":{"line":203,"column":93},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ObjectExpression
5998¿Property¿¿7632¿¿¿¿{"start":{"line":203,"column":30},"end":{"line":203,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Property
5999¿Identifier¿¿7632¿error¿¿¿{"start":{"line":203,"column":30},"end":{"line":203,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6000¿Identifier¿¿7632¿v679¿¿¿¿¿Identifier
6001¿Property¿¿7632¿¿¿¿{"start":{"line":203,"column":66},"end":{"line":203,"column":91},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Property
6002¿Identifier¿¿7632¿errorCode¿¿¿{"start":{"line":203,"column":66},"end":{"line":203,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6003¿Literal¿string¿7632¿¿'no-such-file'¿¿{"start":{"line":203,"column":77},"end":{"line":203,"column":91},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
6004¿VariableDeclarator¿¿7632¿v681¿¿¿{"start":{"line":203,"column":13},"end":{"line":203,"column":94},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
6005¿CallExpression¿¿7632¿¿¿¿{"start":{"line":203,"column":13},"end":{"line":203,"column":94},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
6006¿MemberExpression¿¿7632¿¿¿¿{"start":{"line":203,"column":13},"end":{"line":203,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
6007¿Identifier¿¿7632¿task¿¿¿{"start":{"line":203,"column":13},"end":{"line":203,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6008¿Identifier¿¿7632¿setResult¿¿¿{"start":{"line":203,"column":18},"end":{"line":203,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6009¿Identifier¿¿7632¿v680¿¿¿¿¿Identifier
6010¿ExpressionStatement¿¿7632¿¿¿¿{"start":{"line":203,"column":13},"end":{"line":203,"column":95},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
6011¿Identifier¿¿7632¿v681¿¿¿¿¿Identifier
6012¿BlockStatement¿¿7632¿¿¿¿¿¿BlockStatement
6013¿BlockStatement¿¿7632¿¿¿¿{"start":{"line":201,"column":26},"end":{"line":205,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BlockStatement
6014¿VariableDeclarator¿¿7632¿v682¿¿¿{"start":{"line":205,"column":26},"end":{"line":205,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
6015¿MemberExpression¿¿7632¿¿¿¿{"start":{"line":205,"column":26},"end":{"line":205,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
6016¿Identifier¿¿7632¿file¿¿¿{"start":{"line":205,"column":26},"end":{"line":205,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6017¿Identifier¿¿7632¿isNew¿¿¿{"start":{"line":205,"column":31},"end":{"line":205,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6018¿VariableDeclarator¿¿7632¿v683¿¿¿{"start":{"line":205,"column":25},"end":{"line":205,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
6019¿UnaryExpression¿!¿7632¿¿¿¿{"start":{"line":205,"column":25},"end":{"line":205,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿UnaryExpression
6020¿Identifier¿¿7632¿v682¿¿¿¿¿Identifier
6021¿VariableDeclarator¿¿7632¿v684¿¿¿{"start":{"line":205,"column":17},"end":{"line":205,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
6022¿LogicalExpression¿||¿7632¿¿¿¿{"start":{"line":205,"column":17},"end":{"line":205,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿LogicalExpression
6023¿Identifier¿¿7632¿sha1¿¿¿{"start":{"line":205,"column":17},"end":{"line":205,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6024¿Identifier¿¿7632¿v683¿¿¿¿¿Identifier
6025¿VariableDeclarator¿¿7632¿v685¿¿¿{"start":{"line":205,"column":40},"end":{"line":205,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
6026¿CallExpression¿¿7632¿¿¿¿{"start":{"line":205,"column":40},"end":{"line":205,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
6027¿MemberExpression¿¿7632¿¿¿¿{"start":{"line":205,"column":40},"end":{"line":205,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
6028¿Identifier¿¿7632¿fs¿¿¿{"start":{"line":205,"column":40},"end":{"line":205,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6029¿Identifier¿¿7632¿lstatSync¿¿¿{"start":{"line":205,"column":43},"end":{"line":205,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6030¿Identifier¿¿7632¿filePath¿¿¿{"start":{"line":205,"column":53},"end":{"line":205,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6031¿VariableDeclarator¿¿7632¿v686¿¿¿{"start":{"line":205,"column":40},"end":{"line":205,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
6032¿CallExpression¿¿7632¿¿¿¿{"start":{"line":205,"column":40},"end":{"line":205,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
6033¿MemberExpression¿¿7632¿¿¿¿{"start":{"line":205,"column":40},"end":{"line":205,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
6034¿Identifier¿¿7632¿v685¿¿¿¿¿Identifier
6035¿Identifier¿¿7632¿isDirectory¿¿¿{"start":{"line":205,"column":63},"end":{"line":205,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6036¿VariableDeclarator¿¿7632¿v687¿¿¿{"start":{"line":205,"column":17},"end":{"line":205,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
6037¿LogicalExpression¿||¿7632¿¿¿¿{"start":{"line":205,"column":17},"end":{"line":205,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿LogicalExpression
6038¿Identifier¿¿7632¿v684¿¿¿¿¿Identifier
6039¿Identifier¿¿7632¿v686¿¿¿¿¿Identifier
6040¿IfStatement¿¿7632¿¿¿¿{"start":{"line":205,"column":13},"end":{"line":229,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿IfStatement
6041¿Identifier¿¿7632¿v687¿¿¿¿¿Identifier
6042¿VariableDeclarator¿¿7632¿gitCommand¿¿¿{"start":{"line":206,"column":12},"end":{"line":206,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
6043¿IfStatement¿¿7632¿¿¿¿{"start":{"line":207,"column":8},"end":{"line":211,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿IfStatement
6044¿Identifier¿¿7632¿sha1¿¿¿{"start":{"line":207,"column":12},"end":{"line":207,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6045¿VariableDeclarator¿¿7632¿v688¿¿¿{"start":{"line":208,"column":23},"end":{"line":208,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
6046¿BinaryExpression¿+¿7632¿¿¿¿{"start":{"line":208,"column":23},"end":{"line":208,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BinaryExpression
6047¿Literal¿string¿7632¿¿'diff '¿¿{"start":{"line":208,"column":23},"end":{"line":208,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
6048¿Identifier¿¿7632¿sha1¿¿¿{"start":{"line":208,"column":33},"end":{"line":208,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6049¿VariableDeclarator¿¿7632¿v689¿¿¿{"start":{"line":208,"column":42},"end":{"line":208,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
6050¿IfStatement¿¿7632¿¿¿¿{"start":{"line":208,"column":42},"end":{"line":208,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿IfStatement
6051¿Identifier¿¿7632¿isWindows¿¿¿{"start":{"line":208,"column":42},"end":{"line":208,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6052¿ExpressionStatement¿¿7632¿¿¿¿{"start":{"line":208,"column":42},"end":{"line":208,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
6053¿AssignmentExpression¿=¿7632¿¿¿¿{"start":{"line":208,"column":42},"end":{"line":208,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿AssignmentExpression
6054¿Identifier¿¿7632¿v689¿¿¿¿¿Identifier
6055¿Literal¿string¿7632¿¿'^^'¿¿{"start":{"line":208,"column":54},"end":{"line":208,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
6056¿BlockStatement¿¿7632¿¿¿¿¿¿BlockStatement
6057¿ExpressionStatement¿¿7632¿¿¿¿{"start":{"line":208,"column":42},"end":{"line":208,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
6058¿AssignmentExpression¿=¿7632¿¿¿¿{"start":{"line":208,"column":42},"end":{"line":208,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿AssignmentExpression
6059¿Identifier¿¿7632¿v689¿¿¿¿¿Identifier
6060¿Literal¿string¿7632¿¿'^'¿¿{"start":{"line":208,"column":61},"end":{"line":208,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
6061¿BlockStatement¿¿7632¿¿¿¿¿¿BlockStatement
6062¿VariableDeclarator¿¿7632¿v690¿¿¿{"start":{"line":208,"column":23},"end":{"line":208,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
6063¿BinaryExpression¿+¿7632¿¿¿¿{"start":{"line":208,"column":23},"end":{"line":208,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BinaryExpression
6064¿Identifier¿¿7632¿v688¿¿¿¿¿Identifier
6065¿Identifier¿¿7632¿v689¿¿¿¿¿Identifier
6066¿VariableDeclarator¿¿7632¿v691¿¿¿{"start":{"line":208,"column":23},"end":{"line":208,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
6067¿BinaryExpression¿+¿7632¿¿¿¿{"start":{"line":208,"column":23},"end":{"line":208,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BinaryExpression
6068¿Identifier¿¿7632¿v690¿¿¿¿¿Identifier
6069¿Literal¿string¿7632¿¿'! -- ''¿¿{"start":{"line":208,"column":68},"end":{"line":208,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
6070¿VariableDeclarator¿¿7632¿v692¿¿¿{"start":{"line":208,"column":79},"end":{"line":208,"column":94},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
6071¿CallExpression¿¿7632¿¿¿¿{"start":{"line":208,"column":79},"end":{"line":208,"column":94},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
6072¿MemberExpression¿¿7632¿¿¿¿{"start":{"line":208,"column":79},"end":{"line":208,"column":92},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
6073¿Identifier¿¿7632¿filename¿¿¿{"start":{"line":208,"column":79},"end":{"line":208,"column":87},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6074¿Identifier¿¿7632¿trim¿¿¿{"start":{"line":208,"column":88},"end":{"line":208,"column":92},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6075¿VariableDeclarator¿¿7632¿v693¿¿¿{"start":{"line":208,"column":23},"end":{"line":208,"column":94},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
6076¿BinaryExpression¿+¿7632¿¿¿¿{"start":{"line":208,"column":23},"end":{"line":208,"column":94},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BinaryExpression
6077¿Identifier¿¿7632¿v691¿¿¿¿¿Identifier
6078¿Identifier¿¿7632¿v692¿¿¿¿¿Identifier
6079¿ExpressionStatement¿¿7632¿¿¿¿{"start":{"line":208,"column":10},"end":{"line":208,"column":101},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
6080¿AssignmentExpression¿=¿7632¿¿¿¿{"start":{"line":208,"column":10},"end":{"line":208,"column":100},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿AssignmentExpression
6081¿Identifier¿¿7632¿gitCommand¿¿¿{"start":{"line":208,"column":10},"end":{"line":208,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6082¿BinaryExpression¿+¿7632¿¿¿¿{"start":{"line":208,"column":23},"end":{"line":208,"column":100},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BinaryExpression
6083¿Identifier¿¿7632¿v693¿¿¿¿¿Identifier
6084¿Literal¿string¿7632¿¿'''¿¿{"start":{"line":208,"column":97},"end":{"line":208,"column":100},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
6085¿BlockStatement¿¿7632¿¿¿¿{"start":{"line":207,"column":18},"end":{"line":209,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BlockStatement
6086¿VariableDeclarator¿¿7632¿v694¿¿¿{"start":{"line":210,"column":42},"end":{"line":210,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
6087¿CallExpression¿¿7632¿¿¿¿{"start":{"line":210,"column":42},"end":{"line":210,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
6088¿MemberExpression¿¿7632¿¿¿¿{"start":{"line":210,"column":42},"end":{"line":210,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
6089¿Identifier¿¿7632¿filename¿¿¿{"start":{"line":210,"column":42},"end":{"line":210,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6090¿Identifier¿¿7632¿trim¿¿¿{"start":{"line":210,"column":51},"end":{"line":210,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6091¿VariableDeclarator¿¿7632¿v695¿¿¿{"start":{"line":210,"column":23},"end":{"line":210,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
6092¿BinaryExpression¿+¿7632¿¿¿¿{"start":{"line":210,"column":23},"end":{"line":210,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BinaryExpression
6093¿Literal¿string¿7632¿¿'diff HEAD -- ''¿¿{"start":{"line":210,"column":23},"end":{"line":210,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
6094¿Identifier¿¿7632¿v694¿¿¿¿¿Identifier
6095¿ExpressionStatement¿¿7632¿¿¿¿{"start":{"line":210,"column":10},"end":{"line":210,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
6096¿AssignmentExpression¿=¿7632¿¿¿¿{"start":{"line":210,"column":10},"end":{"line":210,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿AssignmentExpression
6097¿Identifier¿¿7632¿gitCommand¿¿¿{"start":{"line":210,"column":10},"end":{"line":210,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6098¿BinaryExpression¿+¿7632¿¿¿¿{"start":{"line":210,"column":23},"end":{"line":210,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BinaryExpression
6099¿Identifier¿¿7632¿v695¿¿¿¿¿Identifier
6100¿Literal¿string¿7632¿¿'''¿¿{"start":{"line":210,"column":60},"end":{"line":210,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
6101¿BlockStatement¿¿7632¿¿¿¿{"start":{"line":209,"column":15},"end":{"line":211,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BlockStatement
6102¿VariableDeclarator¿¿7632¿v696¿¿¿{"start":{"line":212,"column":8},"end":{"line":212,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
6103¿CallExpression¿¿7632¿¿¿¿{"start":{"line":212,"column":8},"end":{"line":212,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
6104¿Identifier¿¿7632¿git¿¿¿{"start":{"line":212,"column":8},"end":{"line":212,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6105¿Identifier¿¿7632¿gitCommand¿¿¿{"start":{"line":212,"column":12},"end":{"line":212,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6106¿Identifier¿¿7632¿repoPath¿¿¿{"start":{"line":212,"column":24},"end":{"line":212,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6107¿VariableDeclarator¿¿7632¿v697¿¿¿{"start":{"line":213,"column":18},"end":{"line":213,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
6108¿MemberExpression¿¿7632¿¿¿¿{"start":{"line":213,"column":18},"end":{"line":213,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
6109¿Identifier¿¿7632¿gitParser¿¿¿{"start":{"line":213,"column":18},"end":{"line":213,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6110¿Identifier¿¿7632¿parseGitDiff¿¿¿{"start":{"line":213,"column":28},"end":{"line":213,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
6111¿VariableDeclarator¿¿7632¿v698¿¿¿{"start":{"line":213,"column":42},"end":{"line":213,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
