Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1117¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":121,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Program
1418¿Identifier¿¿1921¿typeOf¿¿¿{"start":{"line":57,"column":35},"end":{"line":57,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1419¿Identifier¿¿1921¿v126¿¿¿¿¿Identifier
1420¿VariableDeclarator¿¿1921¿v128¿¿¿{"start":{"line":57,"column":35},"end":{"line":57,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1421¿BinaryExpression¿===¿1921¿¿¿¿{"start":{"line":57,"column":35},"end":{"line":57,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BinaryExpression
1422¿Identifier¿¿1921¿v127¿¿¿¿¿Identifier
1423¿Literal¿string¿1921¿¿'object'¿¿{"start":{"line":57,"column":52},"end":{"line":57,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Literal
1424¿VariableDeclarator¿¿1921¿v129¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1425¿LogicalExpression¿&&¿1921¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿LogicalExpression
1426¿Identifier¿¿1921¿v125¿¿¿¿¿Identifier
1427¿Identifier¿¿1921¿v128¿¿¿¿¿Identifier
1428¿IfStatement¿¿1921¿¿¿¿{"start":{"line":57,"column":3},"end":{"line":60,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿IfStatement
1429¿Identifier¿¿1921¿v129¿¿¿¿¿Identifier
1430¿VariableDeclarator¿¿1921¿v130¿¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1431¿MemberExpression¿computed¿1921¿¿¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1432¿Identifier¿¿1921¿a¿¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1433¿Identifier¿¿1921¿p¿¿¿{"start":{"line":58,"column":17},"end":{"line":58,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1434¿VariableDeclarator¿¿1921¿v131¿¿¿{"start":{"line":58,"column":21},"end":{"line":58,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1435¿MemberExpression¿computed¿1921¿¿¿¿{"start":{"line":58,"column":21},"end":{"line":58,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1436¿Identifier¿¿1921¿b¿¿¿{"start":{"line":58,"column":21},"end":{"line":58,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1437¿Identifier¿¿1921¿p¿¿¿{"start":{"line":58,"column":23},"end":{"line":58,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1438¿VariableDeclarator¿¿1921¿v132¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1439¿CallExpression¿¿1921¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1440¿Identifier¿¿1921¿deepExtend¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1441¿Identifier¿¿1921¿v130¿¿¿¿¿Identifier
1442¿Identifier¿¿1921¿v131¿¿¿¿¿Identifier
1443¿ExpressionStatement¿¿1921¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1444¿Identifier¿¿1921¿v132¿¿¿¿¿Identifier
1445¿BlockStatement¿¿1921¿¿¿¿¿¿BlockStatement
1446¿VariableDeclarator¿¿1921¿v133¿¿¿{"start":{"line":60,"column":21},"end":{"line":60,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1447¿MemberExpression¿computed¿1921¿¿¿¿{"start":{"line":60,"column":21},"end":{"line":60,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1448¿Identifier¿¿1921¿b¿¿¿{"start":{"line":60,"column":21},"end":{"line":60,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1449¿Identifier¿¿1921¿p¿¿¿{"start":{"line":60,"column":23},"end":{"line":60,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1450¿VariableDeclarator¿¿1921¿v134¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1451¿CallExpression¿¿1921¿¿¿¿{"start":{"line":60,"column":11},"end":{"line":60,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1452¿Identifier¿¿1921¿deepClone¿¿¿{"start":{"line":60,"column":11},"end":{"line":60,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1453¿Identifier¿¿1921¿v133¿¿¿¿¿Identifier
1454¿ExpressionStatement¿¿1921¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1455¿AssignmentExpression¿=¿1921¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿AssignmentExpression
1456¿MemberExpression¿computed¿1921¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1457¿Identifier¿¿1921¿a¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1458¿Identifier¿¿1921¿p¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1459¿Identifier¿¿1921¿v134¿¿¿¿¿Identifier
1460¿BlockStatement¿¿1921¿¿¿¿¿¿BlockStatement
1461¿BlockStatement¿¿1921¿¿¿¿{"start":{"line":56,"column":37},"end":{"line":61,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BlockStatement
1462¿VariableDeclarator¿¿1919¿v136¿¿¿{"start":{"line":56,"column":2},"end":{"line":61,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1463¿CallExpression¿¿1919¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":61,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1464¿MemberExpression¿¿1919¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1465¿Identifier¿¿1919¿v122¿¿¿¿¿Identifier
1466¿Identifier¿¿1919¿forEach¿¿¿{"start":{"line":56,"column":17},"end":{"line":56,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1467¿Identifier¿¿1919¿v135¿¿¿¿¿Identifier
1468¿ExpressionStatement¿¿1919¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":61,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1469¿Identifier¿¿1919¿v136¿¿¿¿¿Identifier
1470¿BlockStatement¿¿1919¿¿¿¿{"start":{"line":55,"column":46},"end":{"line":62,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BlockStatement
1471¿VariableDeclarator¿¿1917¿v138¿¿¿{"start":{"line":55,"column":1},"end":{"line":62,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1472¿CallExpression¿¿1917¿¿¿¿{"start":{"line":55,"column":1},"end":{"line":62,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1473¿MemberExpression¿¿1917¿¿¿¿{"start":{"line":55,"column":1},"end":{"line":55,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1474¿Identifier¿¿1917¿v121¿¿¿¿¿Identifier
1475¿Identifier¿¿1917¿forEach¿¿¿{"start":{"line":55,"column":26},"end":{"line":55,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1476¿Identifier¿¿1917¿v137¿¿¿¿¿Identifier
1477¿ExpressionStatement¿¿1917¿¿¿¿{"start":{"line":55,"column":1},"end":{"line":62,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1478¿Identifier¿¿1917¿v138¿¿¿¿¿Identifier
1479¿ReturnStatement¿¿1917¿¿¿¿{"start":{"line":63,"column":1},"end":{"line":63,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ReturnStatement
1480¿Identifier¿¿1917¿a¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1481¿BlockStatement¿¿1917¿¿¿¿{"start":{"line":54,"column":41},"end":{"line":64,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BlockStatement
1482¿VariableDeclarator¿exported¿1893¿update¿¿¿{"start":{"line":66,"column":0},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1483¿FunctionExpression¿¿1893¿anon¿¿¿{"start":{"line":66,"column":0},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿FunctionExpression
1484¿Identifier¿¿0¿a¿¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1485¿Identifier¿¿0¿b¿¿¿{"start":{"line":66,"column":19},"end":{"line":66,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1486¿VariableDeclarator¿¿1924¿v139¿¿¿{"start":{"line":67,"column":1},"end":{"line":67,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1487¿CallExpression¿¿1924¿¿¿¿{"start":{"line":67,"column":1},"end":{"line":67,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1488¿MemberExpression¿¿1924¿¿¿¿{"start":{"line":67,"column":1},"end":{"line":67,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1489¿Identifier¿¿1924¿slice¿¿¿{"start":{"line":67,"column":1},"end":{"line":67,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1490¿Identifier¿¿1924¿call¿¿¿{"start":{"line":67,"column":7},"end":{"line":67,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1491¿Identifier¿¿1924¿arguments¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1492¿Literal¿number¿1924¿¿1¿¿{"start":{"line":67,"column":23},"end":{"line":67,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Literal
1493¿VariableDeclarator¿¿1924¿v145¿¿¿{"start":{"line":67,"column":34},"end":{"line":71,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1494¿FunctionExpression¿¿1924¿anon¿¿¿{"start":{"line":67,"column":34},"end":{"line":71,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿FunctionExpression
1495¿Identifier¿¿0¿b¿¿¿{"start":{"line":67,"column":43},"end":{"line":67,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1496¿VariableDeclarator¿¿1926¿v140¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1497¿CallExpression¿¿1926¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1498¿MemberExpression¿¿1926¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1499¿Identifier¿¿1926¿Object¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1500¿Identifier¿¿1926¿keys¿¿¿{"start":{"line":68,"column":9},"end":{"line":68,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1501¿Identifier¿¿1926¿b¿¿¿{"start":{"line":68,"column":14},"end":{"line":68,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1502¿VariableDeclarator¿¿1926¿v143¿¿¿{"start":{"line":68,"column":25},"end":{"line":70,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1503¿FunctionExpression¿¿1926¿anon¿¿¿{"start":{"line":68,"column":25},"end":{"line":70,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿FunctionExpression
1504¿Identifier¿¿0¿p¿¿¿{"start":{"line":68,"column":34},"end":{"line":68,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1505¿VariableDeclarator¿¿1928¿v141¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1506¿CallExpression¿¿1928¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1507¿MemberExpression¿¿1928¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1508¿Identifier¿¿1928¿a¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1509¿Identifier¿¿1928¿hasOwnProperty¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1510¿Identifier¿¿1928¿p¿¿¿{"start":{"line":69,"column":23},"end":{"line":69,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1511¿IfStatement¿¿1928¿¿¿¿{"start":{"line":69,"column":3},"end":{"line":69,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿IfStatement
1512¿Identifier¿¿1928¿v141¿¿¿¿¿Identifier
1513¿VariableDeclarator¿¿1928¿v142¿¿¿{"start":{"line":69,"column":27},"end":{"line":69,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1514¿MemberExpression¿computed¿1928¿¿¿¿{"start":{"line":69,"column":34},"end":{"line":69,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1515¿Identifier¿¿1928¿b¿¿¿{"start":{"line":69,"column":34},"end":{"line":69,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1516¿Identifier¿¿1928¿p¿¿¿{"start":{"line":69,"column":36},"end":{"line":69,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1517¿ExpressionStatement¿¿1928¿¿¿¿{"start":{"line":69,"column":27},"end":{"line":69,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1518¿AssignmentExpression¿=¿1928¿¿¿¿{"start":{"line":69,"column":27},"end":{"line":69,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿AssignmentExpression
1519¿MemberExpression¿computed¿1928¿¿¿¿{"start":{"line":69,"column":27},"end":{"line":69,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1520¿Identifier¿¿1928¿a¿¿¿{"start":{"line":69,"column":27},"end":{"line":69,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1521¿Identifier¿¿1928¿p¿¿¿{"start":{"line":69,"column":29},"end":{"line":69,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1522¿Identifier¿¿1928¿v142¿¿¿¿¿Identifier
1523¿BlockStatement¿¿1928¿¿¿¿¿¿BlockStatement
1524¿BlockStatement¿¿1928¿¿¿¿{"start":{"line":68,"column":37},"end":{"line":70,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BlockStatement
1525¿VariableDeclarator¿¿1926¿v144¿¿¿{"start":{"line":68,"column":2},"end":{"line":70,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1526¿CallExpression¿¿1926¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":70,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1527¿MemberExpression¿¿1926¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1528¿Identifier¿¿1926¿v140¿¿¿¿¿Identifier
1529¿Identifier¿¿1926¿forEach¿¿¿{"start":{"line":68,"column":17},"end":{"line":68,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1530¿Identifier¿¿1926¿v143¿¿¿¿¿Identifier
1531¿ExpressionStatement¿¿1926¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":70,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1532¿Identifier¿¿1926¿v144¿¿¿¿¿Identifier
1533¿BlockStatement¿¿1926¿¿¿¿{"start":{"line":67,"column":46},"end":{"line":71,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BlockStatement
1534¿VariableDeclarator¿¿1924¿v146¿¿¿{"start":{"line":67,"column":1},"end":{"line":71,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1535¿CallExpression¿¿1924¿¿¿¿{"start":{"line":67,"column":1},"end":{"line":71,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1536¿MemberExpression¿¿1924¿¿¿¿{"start":{"line":67,"column":1},"end":{"line":67,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1537¿Identifier¿¿1924¿v139¿¿¿¿¿Identifier
1538¿Identifier¿¿1924¿forEach¿¿¿{"start":{"line":67,"column":26},"end":{"line":67,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1539¿Identifier¿¿1924¿v145¿¿¿¿¿Identifier
1540¿ExpressionStatement¿¿1924¿¿¿¿{"start":{"line":67,"column":1},"end":{"line":71,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1541¿Identifier¿¿1924¿v146¿¿¿¿¿Identifier
1542¿ReturnStatement¿¿1924¿¿¿¿{"start":{"line":72,"column":1},"end":{"line":72,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ReturnStatement
1543¿Identifier¿¿1924¿a¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1544¿BlockStatement¿¿1924¿¿¿¿{"start":{"line":66,"column":37},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BlockStatement
1545¿VariableDeclarator¿exported¿1893¿deepUpdate¿¿¿{"start":{"line":75,"column":0},"end":{"line":95,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1546¿FunctionExpression¿¿1893¿anon¿¿¿{"start":{"line":75,"column":0},"end":{"line":95,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿FunctionExpression
1547¿Identifier¿¿0¿a¿¿¿{"start":{"line":75,"column":20},"end":{"line":75,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1548¿Identifier¿¿0¿b¿¿¿{"start":{"line":75,"column":23},"end":{"line":75,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1549¿VariableDeclarator¿¿1931¿v147¿¿¿{"start":{"line":76,"column":1},"end":{"line":76,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1550¿CallExpression¿¿1931¿¿¿¿{"start":{"line":76,"column":1},"end":{"line":76,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1551¿MemberExpression¿¿1931¿¿¿¿{"start":{"line":76,"column":1},"end":{"line":76,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1552¿Identifier¿¿1931¿slice¿¿¿{"start":{"line":76,"column":1},"end":{"line":76,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1553¿Identifier¿¿1931¿call¿¿¿{"start":{"line":76,"column":7},"end":{"line":76,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1554¿Identifier¿¿1931¿arguments¿¿¿{"start":{"line":76,"column":12},"end":{"line":76,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1555¿Literal¿number¿1931¿¿1¿¿{"start":{"line":76,"column":23},"end":{"line":76,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Literal
1556¿VariableDeclarator¿¿1931¿v165¿¿¿{"start":{"line":76,"column":34},"end":{"line":93,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1557¿FunctionExpression¿¿1931¿anon¿¿¿{"start":{"line":76,"column":34},"end":{"line":93,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿FunctionExpression
1558¿Identifier¿¿0¿b¿¿¿{"start":{"line":76,"column":43},"end":{"line":76,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1559¿VariableDeclarator¿¿1933¿ap¿¿¿{"start":{"line":77,"column":6},"end":{"line":77,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1560¿VariableDeclarator¿¿1933¿bp¿¿¿{"start":{"line":77,"column":10},"end":{"line":77,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1561¿VariableDeclarator¿¿1933¿ta¿¿¿{"start":{"line":77,"column":14},"end":{"line":77,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1562¿VariableDeclarator¿¿1933¿tb¿¿¿{"start":{"line":77,"column":18},"end":{"line":77,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1563¿VariableDeclarator¿¿1933¿v148¿¿¿{"start":{"line":78,"column":2},"end":{"line":78,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1564¿CallExpression¿¿1933¿¿¿¿{"start":{"line":78,"column":2},"end":{"line":78,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1565¿MemberExpression¿¿1933¿¿¿¿{"start":{"line":78,"column":2},"end":{"line":78,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1566¿Identifier¿¿1933¿Object¿¿¿{"start":{"line":78,"column":2},"end":{"line":78,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1567¿Identifier¿¿1933¿keys¿¿¿{"start":{"line":78,"column":9},"end":{"line":78,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1568¿Identifier¿¿1933¿b¿¿¿{"start":{"line":78,"column":14},"end":{"line":78,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1569¿VariableDeclarator¿¿1933¿v163¿¿¿{"start":{"line":78,"column":25},"end":{"line":92,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1570¿FunctionExpression¿¿1933¿anon¿¿¿{"start":{"line":78,"column":25},"end":{"line":92,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿FunctionExpression
1571¿Identifier¿¿0¿p¿¿¿{"start":{"line":78,"column":34},"end":{"line":78,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1572¿VariableDeclarator¿¿1935¿v149¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1573¿CallExpression¿¿1935¿¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
