Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
684¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":93,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Program
955¿ThrowStatement¿¿1208¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ThrowStatement
956¿Identifier¿¿1208¿v89¿¿¿¿¿Identifier
957¿BlockStatement¿¿1208¿¿¿¿{"start":{"line":48,"column":35},"end":{"line":52,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BlockStatement
958¿VariableDeclarator¿¿1208¿v90¿¿¿{"start":{"line":52,"column":13},"end":{"line":52,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
959¿CallExpression¿¿1208¿¿¿¿{"start":{"line":52,"column":13},"end":{"line":52,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿CallExpression
960¿MemberExpression¿¿1208¿¿¿¿{"start":{"line":52,"column":13},"end":{"line":52,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿MemberExpression
961¿Identifier¿¿1208¿Array¿¿¿{"start":{"line":52,"column":13},"end":{"line":52,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
962¿Identifier¿¿1208¿isArray¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
963¿Identifier¿¿1208¿pointer¿¿¿{"start":{"line":52,"column":27},"end":{"line":52,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
964¿IfStatement¿¿1208¿¿¿¿{"start":{"line":52,"column":9},"end":{"line":54,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿IfStatement
965¿Identifier¿¿1208¿v90¿¿¿¿¿Identifier
966¿ReturnStatement¿¿1208¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ReturnStatement
967¿Identifier¿¿1208¿pointer¿¿¿{"start":{"line":53,"column":11},"end":{"line":53,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
968¿BlockStatement¿¿1208¿¿¿¿{"start":{"line":52,"column":37},"end":{"line":54,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BlockStatement
969¿BlockStatement¿¿1208¿¿¿¿¿¿BlockStatement
970¿VariableDeclarator¿¿1208¿v91¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
971¿NewExpression¿¿1208¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿NewExpression
972¿Identifier¿¿1208¿Error¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
973¿Literal¿string¿1208¿¿'Invalid JSON pointer.'¿¿{"start":{"line":56,"column":18},"end":{"line":56,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Literal
974¿ThrowStatement¿¿1208¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ThrowStatement
975¿Identifier¿¿1208¿v91¿¿¿¿¿Identifier
976¿BlockStatement¿¿1208¿¿¿¿{"start":{"line":47,"column":34},"end":{"line":57,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BlockStatement
977¿VariableDeclarator¿exported¿1189¿get¿¿¿{"start":{"line":59,"column":0},"end":{"line":70,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
978¿FunctionExpression¿¿1189¿anon¿¿¿{"start":{"line":59,"column":0},"end":{"line":70,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿FunctionExpression
979¿Identifier¿¿0¿obj¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
980¿Identifier¿¿0¿pointer¿¿¿{"start":{"line":59,"column":19},"end":{"line":59,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
981¿VariableDeclarator¿¿1213¿v92¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
982¿UnaryExpression¿typeof¿1213¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿UnaryExpression
983¿Identifier¿¿1213¿obj¿¿¿{"start":{"line":60,"column":13},"end":{"line":60,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
984¿VariableDeclarator¿¿1213¿v93¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
985¿BinaryExpression¿!==¿1213¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BinaryExpression
986¿Identifier¿¿1213¿v92¿¿¿¿¿Identifier
987¿Literal¿string¿1213¿¿'object'¿¿{"start":{"line":60,"column":21},"end":{"line":60,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Literal
988¿IfStatement¿¿1213¿¿¿¿{"start":{"line":60,"column":2},"end":{"line":60,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿IfStatement
989¿Identifier¿¿1213¿v93¿¿¿¿¿Identifier
990¿VariableDeclarator¿¿1213¿v94¿¿¿{"start":{"line":60,"column":37},"end":{"line":60,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
991¿NewExpression¿¿1213¿¿¿¿{"start":{"line":60,"column":37},"end":{"line":60,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿NewExpression
992¿Identifier¿¿1213¿Error¿¿¿{"start":{"line":60,"column":41},"end":{"line":60,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
993¿Literal¿string¿1213¿¿'Invalid input object.'¿¿{"start":{"line":60,"column":47},"end":{"line":60,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Literal
994¿ThrowStatement¿¿1213¿¿¿¿{"start":{"line":60,"column":31},"end":{"line":60,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ThrowStatement
995¿Identifier¿¿1213¿v94¿¿¿¿¿Identifier
996¿BlockStatement¿¿1213¿¿¿¿¿¿BlockStatement
997¿ExpressionStatement¿¿1213¿¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ExpressionStatement
998¿AssignmentExpression¿=¿1213¿¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿AssignmentExpression
999¿Identifier¿¿1213¿pointer¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1000¿CallExpression¿¿1213¿¿¿¿{"start":{"line":61,"column":12},"end":{"line":61,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿CallExpression
1001¿Identifier¿¿1213¿compilePointer¿¿¿{"start":{"line":61,"column":12},"end":{"line":61,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1002¿Identifier¿¿1213¿pointer¿¿¿{"start":{"line":61,"column":27},"end":{"line":61,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1003¿VariableDeclarator¿¿1213¿len¿¿¿{"start":{"line":62,"column":6},"end":{"line":62,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1004¿MemberExpression¿¿1213¿¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿MemberExpression
1005¿Identifier¿¿1213¿pointer¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1006¿Identifier¿¿1213¿length¿¿¿{"start":{"line":62,"column":20},"end":{"line":62,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1007¿VariableDeclarator¿¿1213¿v95¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1008¿BinaryExpression¿===¿1213¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BinaryExpression
1009¿Identifier¿¿1213¿len¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1010¿Literal¿number¿1213¿¿1¿¿{"start":{"line":63,"column":14},"end":{"line":63,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Literal
1011¿IfStatement¿¿1213¿¿¿¿{"start":{"line":63,"column":2},"end":{"line":63,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿IfStatement
1012¿Identifier¿¿1213¿v95¿¿¿¿¿Identifier
1013¿ReturnStatement¿¿1213¿¿¿¿{"start":{"line":63,"column":17},"end":{"line":63,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ReturnStatement
1014¿Identifier¿¿1213¿obj¿¿¿{"start":{"line":63,"column":24},"end":{"line":63,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1015¿BlockStatement¿¿1213¿¿¿¿¿¿BlockStatement
1016¿VariableDeclarator¿¿1213¿p¿¿¿{"start":{"line":65,"column":11},"end":{"line":65,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1017¿Literal¿number¿1213¿¿1¿¿{"start":{"line":65,"column":15},"end":{"line":65,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Literal
1018¿VariableDeclarator¿¿1213¿v96¿¿¿{"start":{"line":65,"column":18},"end":{"line":65,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1019¿BinaryExpression¿<¿1213¿¿¿¿{"start":{"line":65,"column":18},"end":{"line":65,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BinaryExpression
1020¿Identifier¿¿1213¿p¿¿¿{"start":{"line":65,"column":18},"end":{"line":65,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1021¿Identifier¿¿1213¿len¿¿¿{"start":{"line":65,"column":22},"end":{"line":65,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1022¿WhileStatement¿¿1213¿¿¿¿{"start":{"line":65,"column":2},"end":{"line":69,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿WhileStatement
1023¿Identifier¿¿1213¿v96¿¿¿¿¿Identifier
1024¿VariableDeclarator¿¿1213¿v97¿¿¿{"start":{"line":66,"column":30},"end":{"line":66,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1025¿UpdateExpression¿¿1213¿¿¿¿{"start":{"line":66,"column":30},"end":{"line":66,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿UpdateExpression
1026¿Identifier¿¿1213¿p¿¿¿{"start":{"line":66,"column":30},"end":{"line":66,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1027¿VariableDeclarator¿¿1213¿v98¿¿¿{"start":{"line":66,"column":22},"end":{"line":66,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1028¿MemberExpression¿computed¿1213¿¿¿¿{"start":{"line":66,"column":22},"end":{"line":66,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿MemberExpression
1029¿Identifier¿¿1213¿pointer¿¿¿{"start":{"line":66,"column":22},"end":{"line":66,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1030¿Identifier¿¿1213¿v97¿¿¿¿¿Identifier
1031¿VariableDeclarator¿¿1213¿v99¿¿¿{"start":{"line":66,"column":14},"end":{"line":66,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1032¿CallExpression¿¿1213¿¿¿¿{"start":{"line":66,"column":14},"end":{"line":66,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿CallExpression
1033¿Identifier¿¿1213¿untilde¿¿¿{"start":{"line":66,"column":14},"end":{"line":66,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1034¿Identifier¿¿1213¿v98¿¿¿¿¿Identifier
1035¿ExpressionStatement¿¿1213¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ExpressionStatement
1036¿AssignmentExpression¿=¿1213¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿AssignmentExpression
1037¿Identifier¿¿1213¿obj¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1038¿MemberExpression¿computed¿1213¿¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿MemberExpression
1039¿Identifier¿¿1213¿obj¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1040¿Identifier¿¿1213¿v99¿¿¿¿¿Identifier
1041¿VariableDeclarator¿¿1213¿v100¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1042¿BinaryExpression¿===¿1213¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BinaryExpression
1043¿Identifier¿¿1213¿len¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1044¿Identifier¿¿1213¿p¿¿¿{"start":{"line":67,"column":16},"end":{"line":67,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1045¿IfStatement¿¿1213¿¿¿¿{"start":{"line":67,"column":4},"end":{"line":67,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿IfStatement
1046¿Identifier¿¿1213¿v100¿¿¿¿¿Identifier
1047¿ReturnStatement¿¿1213¿¿¿¿{"start":{"line":67,"column":19},"end":{"line":67,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ReturnStatement
1048¿Identifier¿¿1213¿obj¿¿¿{"start":{"line":67,"column":26},"end":{"line":67,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1049¿BlockStatement¿¿1213¿¿¿¿¿¿BlockStatement
1050¿VariableDeclarator¿¿1213¿v101¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1051¿UnaryExpression¿typeof¿1213¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿UnaryExpression
1052¿Identifier¿¿1213¿obj¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1053¿VariableDeclarator¿¿1213¿v102¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1054¿BinaryExpression¿!==¿1213¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BinaryExpression
1055¿Identifier¿¿1213¿v101¿¿¿¿¿Identifier
1056¿Literal¿string¿1213¿¿'object'¿¿{"start":{"line":68,"column":23},"end":{"line":68,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Literal
1057¿IfStatement¿¿1213¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿IfStatement
1058¿Identifier¿¿1213¿v102¿¿¿¿¿Identifier
1059¿ReturnStatement¿¿1213¿¿¿¿{"start":{"line":68,"column":33},"end":{"line":68,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ReturnStatement
1060¿Identifier¿¿1213¿undefined¿¿¿{"start":{"line":68,"column":40},"end":{"line":68,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1061¿BlockStatement¿¿1213¿¿¿¿¿¿BlockStatement
1062¿ExpressionStatement¿¿1213¿¿¿¿{"start":{"line":65,"column":2},"end":{"line":69,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ExpressionStatement
1063¿AssignmentExpression¿=¿1213¿¿¿¿{"start":{"line":65,"column":2},"end":{"line":69,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿AssignmentExpression
1064¿Identifier¿¿1213¿v96¿¿¿{"start":{"line":65,"column":2},"end":{"line":69,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1065¿BinaryExpression¿<¿1213¿¿¿¿{"start":{"line":65,"column":18},"end":{"line":65,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BinaryExpression
1066¿Identifier¿¿1213¿p¿¿¿{"start":{"line":65,"column":18},"end":{"line":65,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1067¿Identifier¿¿1213¿len¿¿¿{"start":{"line":65,"column":22},"end":{"line":65,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1068¿BlockStatement¿¿1213¿¿¿¿{"start":{"line":65,"column":28},"end":{"line":69,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BlockStatement
1069¿BlockStatement¿¿1213¿¿¿¿{"start":{"line":59,"column":28},"end":{"line":70,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BlockStatement
1070¿VariableDeclarator¿exported¿1189¿set¿¿¿{"start":{"line":72,"column":0},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1071¿FunctionExpression¿¿1189¿anon¿¿¿{"start":{"line":72,"column":0},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿FunctionExpression
1072¿Identifier¿¿0¿obj¿¿¿{"start":{"line":72,"column":14},"end":{"line":72,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1073¿Identifier¿¿0¿pointer¿¿¿{"start":{"line":72,"column":19},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1074¿Identifier¿¿0¿value¿¿¿{"start":{"line":72,"column":28},"end":{"line":72,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1075¿VariableDeclarator¿¿1220¿v103¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1076¿UnaryExpression¿typeof¿1220¿¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿UnaryExpression
1077¿Identifier¿¿1220¿obj¿¿¿{"start":{"line":73,"column":13},"end":{"line":73,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1078¿VariableDeclarator¿¿1220¿v104¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1079¿BinaryExpression¿!==¿1220¿¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BinaryExpression
1080¿Identifier¿¿1220¿v103¿¿¿¿¿Identifier
1081¿Literal¿string¿1220¿¿'object'¿¿{"start":{"line":73,"column":21},"end":{"line":73,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Literal
1082¿IfStatement¿¿1220¿¿¿¿{"start":{"line":73,"column":2},"end":{"line":73,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿IfStatement
1083¿Identifier¿¿1220¿v104¿¿¿¿¿Identifier
1084¿VariableDeclarator¿¿1220¿v105¿¿¿{"start":{"line":73,"column":37},"end":{"line":73,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1085¿NewExpression¿¿1220¿¿¿¿{"start":{"line":73,"column":37},"end":{"line":73,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿NewExpression
1086¿Identifier¿¿1220¿Error¿¿¿{"start":{"line":73,"column":41},"end":{"line":73,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1087¿Literal¿string¿1220¿¿'Invalid input object.'¿¿{"start":{"line":73,"column":47},"end":{"line":73,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Literal
1088¿ThrowStatement¿¿1220¿¿¿¿{"start":{"line":73,"column":31},"end":{"line":73,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ThrowStatement
1089¿Identifier¿¿1220¿v105¿¿¿¿¿Identifier
1090¿BlockStatement¿¿1220¿¿¿¿¿¿BlockStatement
1091¿ExpressionStatement¿¿1220¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ExpressionStatement
