Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
618¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":90,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Program
911¿Identifier¿¿1094¿srcVal¿¿¿{"start":{"line":56,"column":46},"end":{"line":56,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
912¿BlockStatement¿¿1094¿¿¿¿¿¿BlockStatement
913¿ExpressionStatement¿¿1094¿¿¿¿{"start":{"line":58,"column":10},"end":{"line":58,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ExpressionStatement
914¿AssignmentExpression¿=¿1094¿¿¿¿{"start":{"line":58,"column":10},"end":{"line":58,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿AssignmentExpression
915¿Identifier¿¿1094¿srcVal¿¿¿{"start":{"line":58,"column":10},"end":{"line":58,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
916¿CallExpression¿¿1094¿¿¿¿{"start":{"line":58,"column":19},"end":{"line":58,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿CallExpression
917¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":58,"column":19},"end":{"line":58,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
918¿Identifier¿¿1094¿merge¿¿¿{"start":{"line":58,"column":19},"end":{"line":58,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
919¿Identifier¿¿1094¿arrayCombine¿¿¿{"start":{"line":58,"column":25},"end":{"line":58,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
920¿Identifier¿¿1094¿trgVal¿¿¿{"start":{"line":58,"column":38},"end":{"line":58,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
921¿Identifier¿¿1094¿srcVal¿¿¿{"start":{"line":58,"column":46},"end":{"line":58,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
922¿BlockStatement¿¿1094¿¿¿¿¿¿BlockStatement
923¿BlockStatement¿¿1094¿¿¿¿{"start":{"line":54,"column":55},"end":{"line":59,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿BlockStatement
924¿VariableDeclarator¿¿1094¿v105¿¿¿{"start":{"line":59,"column":17},"end":{"line":59,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
925¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":59,"column":17},"end":{"line":59,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
926¿Identifier¿¿1094¿options¿¿¿{"start":{"line":59,"column":17},"end":{"line":59,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
927¿Identifier¿¿1094¿clone¿¿¿{"start":{"line":59,"column":25},"end":{"line":59,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
928¿IfStatement¿¿1094¿¿¿¿{"start":{"line":59,"column":13},"end":{"line":60,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿IfStatement
929¿Identifier¿¿1094¿v105¿¿¿¿¿Identifier
930¿ExpressionStatement¿¿1094¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ExpressionStatement
931¿AssignmentExpression¿=¿1094¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿AssignmentExpression
932¿Identifier¿¿1094¿srcVal¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
933¿CallExpression¿¿1094¿¿¿¿{"start":{"line":60,"column":17},"end":{"line":60,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿CallExpression
934¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":60,"column":17},"end":{"line":60,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
935¿Identifier¿¿1094¿srcVal¿¿¿{"start":{"line":60,"column":17},"end":{"line":60,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
936¿Identifier¿¿1094¿slice¿¿¿{"start":{"line":60,"column":24},"end":{"line":60,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
937¿BlockStatement¿¿1094¿¿¿¿¿¿BlockStatement
938¿BlockStatement¿¿1094¿¿¿¿¿¿BlockStatement
939¿BlockStatement¿¿1094¿¿¿¿{"start":{"line":53,"column":38},"end":{"line":61,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿BlockStatement
940¿BlockStatement¿¿1094¿¿¿¿¿¿BlockStatement
941¿VariableDeclarator¿¿1094¿v106¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
942¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
943¿Identifier¿¿1094¿options¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
944¿Identifier¿¿1094¿descriptor¿¿¿{"start":{"line":63,"column":16},"end":{"line":63,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
945¿IfStatement¿¿1094¿¿¿¿{"start":{"line":63,"column":4},"end":{"line":72,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿IfStatement
946¿Identifier¿¿1094¿v106¿¿¿¿¿Identifier
947¿VariableDeclarator¿¿1094¿src¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
948¿CallExpression¿¿1094¿¿¿¿{"start":{"line":64,"column":18},"end":{"line":64,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿CallExpression
949¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":64,"column":18},"end":{"line":64,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
950¿Identifier¿¿1094¿Object¿¿¿{"start":{"line":64,"column":18},"end":{"line":64,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
951¿Identifier¿¿1094¿getOwnPropertyDescriptor¿¿¿{"start":{"line":64,"column":25},"end":{"line":64,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
952¿Identifier¿¿1094¿source¿¿¿{"start":{"line":64,"column":50},"end":{"line":64,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
953¿Identifier¿¿1094¿key¿¿¿{"start":{"line":64,"column":58},"end":{"line":64,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
954¿VariableDeclarator¿¿1094¿v107¿¿¿{"start":{"line":66,"column":22},"end":{"line":66,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
955¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":66,"column":22},"end":{"line":66,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
956¿Identifier¿¿1094¿src¿¿¿{"start":{"line":66,"column":22},"end":{"line":66,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
957¿Identifier¿¿1094¿configurable¿¿¿{"start":{"line":66,"column":26},"end":{"line":66,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
958¿VariableDeclarator¿¿1094¿v108¿¿¿{"start":{"line":67,"column":20},"end":{"line":67,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
959¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":67,"column":20},"end":{"line":67,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
960¿Identifier¿¿1094¿src¿¿¿{"start":{"line":67,"column":20},"end":{"line":67,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
961¿Identifier¿¿1094¿enumerable¿¿¿{"start":{"line":67,"column":24},"end":{"line":67,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
962¿VariableDeclarator¿¿1094¿v109¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
963¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
964¿Identifier¿¿1094¿src¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
965¿Identifier¿¿1094¿writable¿¿¿{"start":{"line":68,"column":22},"end":{"line":68,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
966¿VariableDeclarator¿¿1094¿v110¿¿¿{"start":{"line":65,"column":41},"end":{"line":70,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
967¿ObjectExpression¿¿1094¿¿¿¿{"start":{"line":65,"column":41},"end":{"line":70,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ObjectExpression
968¿Property¿¿1094¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Property
969¿Identifier¿¿1094¿configurable¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
970¿Identifier¿¿1094¿v107¿¿¿¿¿Identifier
971¿Property¿¿1094¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Property
972¿Identifier¿¿1094¿enumerable¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
973¿Identifier¿¿1094¿v108¿¿¿¿¿Identifier
974¿Property¿¿1094¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Property
975¿Identifier¿¿1094¿writable¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
976¿Identifier¿¿1094¿v109¿¿¿¿¿Identifier
977¿Property¿¿1094¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Property
978¿Identifier¿¿1094¿value¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
979¿Identifier¿¿1094¿srcVal¿¿¿{"start":{"line":69,"column":15},"end":{"line":69,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
980¿VariableDeclarator¿¿1094¿v111¿¿¿{"start":{"line":65,"column":6},"end":{"line":70,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
981¿CallExpression¿¿1094¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":70,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿CallExpression
982¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
983¿Identifier¿¿1094¿Object¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
984¿Identifier¿¿1094¿defineProperty¿¿¿{"start":{"line":65,"column":13},"end":{"line":65,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
985¿Identifier¿¿1094¿target¿¿¿{"start":{"line":65,"column":28},"end":{"line":65,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
986¿Identifier¿¿1094¿key¿¿¿{"start":{"line":65,"column":36},"end":{"line":65,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
987¿Identifier¿¿1094¿v110¿¿¿¿¿Identifier
988¿ExpressionStatement¿¿1094¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":70,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ExpressionStatement
989¿Identifier¿¿1094¿v111¿¿¿¿¿Identifier
990¿BlockStatement¿¿1094¿¿¿¿{"start":{"line":63,"column":28},"end":{"line":71,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿BlockStatement
991¿ExpressionStatement¿¿1094¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ExpressionStatement
992¿AssignmentExpression¿=¿1094¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿AssignmentExpression
993¿MemberExpression¿computed¿1094¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
994¿Identifier¿¿1094¿target¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
995¿Identifier¿¿1094¿key¿¿¿{"start":{"line":72,"column":13},"end":{"line":72,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
996¿Identifier¿¿1094¿srcVal¿¿¿{"start":{"line":72,"column":20},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
997¿BlockStatement¿¿1094¿¿¿¿¿¿BlockStatement
998¿BlockStatement¿¿1094¿¿¿¿{"start":{"line":29,"column":56},"end":{"line":73,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿BlockStatement
999¿ReturnStatement¿¿1094¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ReturnStatement
1000¿Identifier¿¿1094¿target¿¿¿{"start":{"line":74,"column":9},"end":{"line":74,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
1001¿BlockStatement¿¿1094¿¿¿¿{"start":{"line":22,"column":45},"end":{"line":75,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿BlockStatement
1002¿VariableDeclarator¿¿1090¿all¿¿¿{"start":{"line":77,"column":0},"end":{"line":84,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
1003¿FunctionExpression¿¿1090¿anon¿¿¿{"start":{"line":77,"column":12},"end":{"line":84,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿FunctionExpression
1004¿Identifier¿¿0¿objects¿¿¿{"start":{"line":77,"column":25},"end":{"line":77,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
1005¿AssignmentPattern¿¿0¿¿¿¿{"start":{"line":77,"column":34},"end":{"line":77,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿AssignmentPattern
1006¿VariableDeclarator¿¿1113¿target¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
1007¿MemberExpression¿computed¿1113¿¿¿¿{"start":{"line":78,"column":17},"end":{"line":78,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
1008¿Identifier¿¿1113¿objects¿¿¿{"start":{"line":78,"column":17},"end":{"line":78,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
1009¿Literal¿number¿1113¿¿0¿¿{"start":{"line":78,"column":25},"end":{"line":78,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Literal
1010¿VariableDeclarator¿¿1113¿¿¿¿{"start":{"line":79,"column":13},"end":{"line":79,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
1011¿VariableDeclarator¿¿1113¿v112¿¿¿{"start":{"line":79,"column":23},"end":{"line":79,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
1012¿CallExpression¿¿1113¿¿¿¿{"start":{"line":79,"column":23},"end":{"line":79,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿CallExpression
1013¿MemberExpression¿¿1113¿¿¿¿{"start":{"line":79,"column":23},"end":{"line":79,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
1014¿Identifier¿¿1113¿objects¿¿¿{"start":{"line":79,"column":23},"end":{"line":79,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
1015¿Identifier¿¿1113¿entries¿¿¿{"start":{"line":79,"column":31},"end":{"line":79,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
1016¿ForOfStatement¿¿1113¿¿¿¿{"start":{"line":79,"column":2},"end":{"line":82,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ForOfStatement
1017¿ArrayPattern¿¿1113¿¿¿¿{"start":{"line":79,"column":13},"end":{"line":79,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ArrayPattern
1018¿Identifier¿¿1113¿v112¿¿¿¿¿Identifier
1019¿VariableDeclarator¿¿1113¿v113¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
1020¿BinaryExpression¿>¿1113¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿BinaryExpression
1021¿Identifier¿¿1113¿i¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
1022¿Literal¿number¿1113¿¿0¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Literal
1023¿IfStatement¿¿1113¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":81,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿IfStatement
1024¿Identifier¿¿1113¿v113¿¿¿¿¿Identifier
1025¿VariableDeclarator¿¿1113¿v114¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
1026¿CallExpression¿¿1113¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿CallExpression
1027¿Identifier¿¿1113¿merge¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
1028¿Identifier¿¿1113¿target¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
1029¿Identifier¿¿1113¿o¿¿¿{"start":{"line":81,"column":20},"end":{"line":81,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
1030¿Identifier¿¿1113¿options¿¿¿{"start":{"line":81,"column":23},"end":{"line":81,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
1031¿ExpressionStatement¿¿1113¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ExpressionStatement
1032¿Identifier¿¿1113¿v114¿¿¿¿¿Identifier
1033¿BlockStatement¿¿1113¿¿¿¿¿¿BlockStatement
1034¿BlockStatement¿¿1113¿¿¿¿{"start":{"line":79,"column":42},"end":{"line":82,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿BlockStatement
1035¿ReturnStatement¿¿1113¿¿¿¿{"start":{"line":83,"column":2},"end":{"line":83,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ReturnStatement
1036¿Identifier¿¿1113¿target¿¿¿{"start":{"line":83,"column":9},"end":{"line":83,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
1037¿BlockStatement¿¿1113¿¿¿¿{"start":{"line":77,"column":48},"end":{"line":84,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿BlockStatement
1038¿ExpressionStatement¿¿1090¿¿¿¿{"start":{"line":77,"column":0},"end":{"line":84,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ExpressionStatement
1039¿AssignmentExpression¿=¿1090¿¿¿¿{"start":{"line":77,"column":0},"end":{"line":84,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿AssignmentExpression
1040¿MemberExpression¿¿1090¿¿¿¿{"start":{"line":77,"column":0},"end":{"line":77,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
1041¿Identifier¿¿1090¿merge¿¿¿{"start":{"line":77,"column":0},"end":{"line":77,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
1042¿Identifier¿¿1090¿all¿¿¿{"start":{"line":77,"column":6},"end":{"line":77,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
1043¿Identifier¿¿1090¿all¿¿¿¿¿Identifier
1044¿VariableDeclarator¿¿1090¿v120¿¿¿{"start":{"line":86,"column":0},"end":{"line":88,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
1045¿FunctionExpression¿¿1090¿anon¿¿¿{"start":{"line":86,"column":21},"end":{"line":88,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿FunctionExpression
1046¿Identifier¿¿0¿target¿¿¿{"start":{"line":86,"column":30},"end":{"line":86,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
1047¿Identifier¿¿0¿source¿¿¿{"start":{"line":86,"column":38},"end":{"line":86,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
1048¿VariableDeclarator¿¿1117¿v117¿¿¿{"start":{"line":87,"column":37},"end":{"line":87,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
1049¿ArrowFunctionExpression¿¿1117¿¿¿¿{"start":{"line":87,"column":37},"end":{"line":87,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ArrowFunctionExpression
1050¿Identifier¿¿0¿v¿¿¿{"start":{"line":87,"column":38},"end":{"line":87,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
1051¿VariableDeclarator¿¿1119¿v115¿¿¿{"start":{"line":87,"column":45},"end":{"line":87,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
