Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2314¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":349,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Program
3321¿VariableDeclarator¿¿4074¿v325¿¿¿{"start":{"line":192,"column":11},"end":{"line":192,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3322¿CallExpression¿¿4074¿¿¿¿{"start":{"line":192,"column":11},"end":{"line":192,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
3323¿Identifier¿¿4074¿relativeDependencies¿¿¿{"start":{"line":192,"column":11},"end":{"line":192,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3324¿Identifier¿¿4074¿fpath¿¿¿{"start":{"line":192,"column":32},"end":{"line":192,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3325¿Identifier¿¿4074¿options¿¿¿{"start":{"line":192,"column":39},"end":{"line":192,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3326¿ReturnStatement¿¿4074¿¿¿¿{"start":{"line":192,"column":4},"end":{"line":192,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ReturnStatement
3327¿Identifier¿¿4074¿v325¿¿¿¿¿Identifier
3328¿BlockStatement¿¿4074¿¿¿¿{"start":{"line":140,"column":43},"end":{"line":193,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BlockStatement
3329¿VariableDeclarator¿¿4044¿moduleDependencies¿¿¿{"start":{"line":195,"column":0},"end":{"line":243,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3330¿FunctionExpression¿¿4044¿anon¿¿¿{"start":{"line":195,"column":0},"end":{"line":243,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿FunctionExpression
3331¿Identifier¿¿0¿id¿¿¿{"start":{"line":195,"column":28},"end":{"line":195,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3332¿Identifier¿¿0¿parentPath¿¿¿{"start":{"line":195,"column":32},"end":{"line":195,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3333¿Identifier¿¿0¿options¿¿¿{"start":{"line":195,"column":44},"end":{"line":195,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3334¿VariableDeclarator¿¿4088¿alias¿¿¿{"start":{"line":196,"column":8},"end":{"line":196,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3335¿CallExpression¿¿4088¿¿¿¿{"start":{"line":196,"column":16},"end":{"line":196,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
3336¿MemberExpression¿¿4088¿¿¿¿{"start":{"line":196,"column":16},"end":{"line":196,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
3337¿Identifier¿¿4088¿iduri¿¿¿{"start":{"line":196,"column":16},"end":{"line":196,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3338¿Identifier¿¿4088¿parseAlias¿¿¿{"start":{"line":196,"column":22},"end":{"line":196,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3339¿Identifier¿¿4088¿options¿¿¿{"start":{"line":196,"column":33},"end":{"line":196,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3340¿Identifier¿¿4088¿id¿¿¿{"start":{"line":196,"column":42},"end":{"line":196,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3341¿VariableDeclarator¿¿4088¿v326¿¿¿{"start":{"line":198,"column":8},"end":{"line":198,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3342¿CallExpression¿¿4088¿¿¿¿{"start":{"line":198,"column":8},"end":{"line":198,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
3343¿MemberExpression¿¿4088¿¿¿¿{"start":{"line":198,"column":8},"end":{"line":198,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
3344¿Identifier¿¿4088¿iduri¿¿¿{"start":{"line":198,"column":8},"end":{"line":198,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3345¿Identifier¿¿4088¿isAlias¿¿¿{"start":{"line":198,"column":14},"end":{"line":198,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3346¿Identifier¿¿4088¿options¿¿¿{"start":{"line":198,"column":22},"end":{"line":198,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3347¿Identifier¿¿4088¿id¿¿¿{"start":{"line":198,"column":31},"end":{"line":198,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3348¿VariableDeclarator¿¿4088¿v327¿¿¿{"start":{"line":198,"column":38},"end":{"line":198,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3349¿BinaryExpression¿===¿4088¿¿¿¿{"start":{"line":198,"column":38},"end":{"line":198,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BinaryExpression
3350¿Identifier¿¿4088¿alias¿¿¿{"start":{"line":198,"column":38},"end":{"line":198,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3351¿Identifier¿¿4088¿id¿¿¿{"start":{"line":198,"column":48},"end":{"line":198,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3352¿VariableDeclarator¿¿4088¿v328¿¿¿{"start":{"line":198,"column":8},"end":{"line":198,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3353¿LogicalExpression¿&&¿4088¿¿¿¿{"start":{"line":198,"column":8},"end":{"line":198,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿LogicalExpression
3354¿Identifier¿¿4088¿v326¿¿¿¿¿Identifier
3355¿Identifier¿¿4088¿v327¿¿¿¿¿Identifier
3356¿IfStatement¿¿4088¿¿¿¿{"start":{"line":198,"column":4},"end":{"line":201,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿IfStatement
3357¿Identifier¿¿4088¿v328¿¿¿¿¿Identifier
3358¿VariableDeclarator¿¿4088¿v329¿¿¿{"start":{"line":200,"column":15},"end":{"line":200,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3359¿ArrayExpression¿¿4088¿¿¿¿{"start":{"line":200,"column":15},"end":{"line":200,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ArrayExpression
3360¿ReturnStatement¿¿4088¿¿¿¿{"start":{"line":200,"column":8},"end":{"line":200,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ReturnStatement
3361¿Identifier¿¿4088¿v329¿¿¿¿¿Identifier
3362¿BlockStatement¿¿4088¿¿¿¿{"start":{"line":198,"column":52},"end":{"line":201,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BlockStatement
3363¿VariableDeclarator¿¿4088¿fpath¿¿¿{"start":{"line":203,"column":8},"end":{"line":203,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3364¿CallExpression¿¿4088¿¿¿¿{"start":{"line":203,"column":16},"end":{"line":203,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
3365¿MemberExpression¿¿4088¿¿¿¿{"start":{"line":203,"column":16},"end":{"line":203,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
3366¿Identifier¿¿4088¿iduri¿¿¿{"start":{"line":203,"column":16},"end":{"line":203,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3367¿Identifier¿¿4088¿appendext¿¿¿{"start":{"line":203,"column":22},"end":{"line":203,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3368¿Identifier¿¿4088¿alias¿¿¿{"start":{"line":203,"column":32},"end":{"line":203,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3369¿VariableDeclarator¿¿4088¿v330¿¿¿{"start":{"line":205,"column":9},"end":{"line":205,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3370¿CallExpression¿¿4088¿¿¿¿{"start":{"line":205,"column":9},"end":{"line":205,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
3371¿MemberExpression¿¿4088¿¿¿¿{"start":{"line":205,"column":9},"end":{"line":205,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
3372¿Literal¿object¿4088¿¿/\.js$/¿¿{"start":{"line":205,"column":9},"end":{"line":205,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
3373¿Identifier¿¿4088¿test¿¿¿{"start":{"line":205,"column":17},"end":{"line":205,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3374¿Identifier¿¿4088¿fpath¿¿¿{"start":{"line":205,"column":22},"end":{"line":205,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3375¿VariableDeclarator¿¿4088¿v331¿¿¿{"start":{"line":205,"column":8},"end":{"line":205,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3376¿UnaryExpression¿!¿4088¿¿¿¿{"start":{"line":205,"column":8},"end":{"line":205,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿UnaryExpression
3377¿Identifier¿¿4088¿v330¿¿¿¿¿Identifier
3378¿IfStatement¿¿4088¿¿¿¿{"start":{"line":205,"column":4},"end":{"line":205,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿IfStatement
3379¿Identifier¿¿4088¿v331¿¿¿¿¿Identifier
3380¿VariableDeclarator¿¿4088¿v332¿¿¿{"start":{"line":205,"column":37},"end":{"line":205,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3381¿ArrayExpression¿¿4088¿¿¿¿{"start":{"line":205,"column":37},"end":{"line":205,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ArrayExpression
3382¿ReturnStatement¿¿4088¿¿¿¿{"start":{"line":205,"column":30},"end":{"line":205,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ReturnStatement
3383¿Identifier¿¿4088¿v332¿¿¿¿¿Identifier
3384¿BlockStatement¿¿4088¿¿¿¿¿¿BlockStatement
3385¿VariableDeclarator¿¿4088¿v333¿¿¿{"start":{"line":207,"column":4},"end":{"line":207,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3386¿MemberExpression¿¿4088¿¿¿¿{"start":{"line":207,"column":4},"end":{"line":207,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
3387¿Identifier¿¿4088¿options¿¿¿{"start":{"line":207,"column":4},"end":{"line":207,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3388¿Identifier¿¿4088¿paths¿¿¿{"start":{"line":207,"column":12},"end":{"line":207,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3389¿VariableDeclarator¿¿4088¿v338¿¿¿{"start":{"line":207,"column":23},"end":{"line":214,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3390¿FunctionExpression¿¿4088¿anon¿¿¿{"start":{"line":207,"column":23},"end":{"line":214,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿FunctionExpression
3391¿Identifier¿¿0¿base¿¿¿{"start":{"line":207,"column":32},"end":{"line":207,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3392¿VariableDeclarator¿¿4092¿filepath¿¿¿{"start":{"line":208,"column":12},"end":{"line":208,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3393¿CallExpression¿¿4092¿¿¿¿{"start":{"line":208,"column":23},"end":{"line":208,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
3394¿MemberExpression¿¿4092¿¿¿¿{"start":{"line":208,"column":23},"end":{"line":208,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
3395¿Identifier¿¿4092¿path¿¿¿{"start":{"line":208,"column":23},"end":{"line":208,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3396¿Identifier¿¿4092¿join¿¿¿{"start":{"line":208,"column":28},"end":{"line":208,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3397¿Identifier¿¿4092¿base¿¿¿{"start":{"line":208,"column":33},"end":{"line":208,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3398¿Identifier¿¿4092¿fpath¿¿¿{"start":{"line":208,"column":39},"end":{"line":208,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3399¿VariableDeclarator¿¿4092¿v334¿¿¿{"start":{"line":209,"column":12},"end":{"line":209,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3400¿CallExpression¿¿4092¿¿¿¿{"start":{"line":209,"column":12},"end":{"line":209,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
3401¿MemberExpression¿¿4092¿¿¿¿{"start":{"line":209,"column":12},"end":{"line":209,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
3402¿Identifier¿¿4092¿file¿¿¿{"start":{"line":209,"column":12},"end":{"line":209,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3403¿Identifier¿¿4092¿exists¿¿¿{"start":{"line":209,"column":17},"end":{"line":209,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3404¿Identifier¿¿4092¿filepath¿¿¿{"start":{"line":209,"column":24},"end":{"line":209,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3405¿IfStatement¿¿4092¿¿¿¿{"start":{"line":209,"column":8},"end":{"line":213,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿IfStatement
3406¿Identifier¿¿4092¿v334¿¿¿¿¿Identifier
3407¿VariableDeclarator¿¿4092¿v335¿¿¿{"start":{"line":210,"column":25},"end":{"line":210,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3408¿BinaryExpression¿+¿4092¿¿¿¿{"start":{"line":210,"column":25},"end":{"line":210,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BinaryExpression
3409¿Literal¿string¿4092¿¿'Find module ''¿¿{"start":{"line":210,"column":25},"end":{"line":210,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
3410¿Identifier¿¿4092¿filepath¿¿¿{"start":{"line":210,"column":43},"end":{"line":210,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3411¿VariableDeclarator¿¿4092¿v336¿¿¿{"start":{"line":210,"column":25},"end":{"line":210,"column":57},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3412¿BinaryExpression¿+¿4092¿¿¿¿{"start":{"line":210,"column":25},"end":{"line":210,"column":57},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BinaryExpression
3413¿Identifier¿¿4092¿v335¿¿¿¿¿Identifier
3414¿Literal¿string¿4092¿¿'''¿¿{"start":{"line":210,"column":54},"end":{"line":210,"column":57},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
3415¿VariableDeclarator¿¿4092¿v337¿¿¿{"start":{"line":210,"column":12},"end":{"line":210,"column":58},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3416¿CallExpression¿¿4092¿¿¿¿{"start":{"line":210,"column":12},"end":{"line":210,"column":58},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
3417¿MemberExpression¿¿4092¿¿¿¿{"start":{"line":210,"column":12},"end":{"line":210,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
3418¿Identifier¿¿4092¿logger¿¿¿{"start":{"line":210,"column":12},"end":{"line":210,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3419¿Identifier¿¿4092¿debug¿¿¿{"start":{"line":210,"column":19},"end":{"line":210,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3420¿Identifier¿¿4092¿v336¿¿¿¿¿Identifier
3421¿ExpressionStatement¿¿4092¿¿¿¿{"start":{"line":210,"column":12},"end":{"line":210,"column":59},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
3422¿Identifier¿¿4092¿v337¿¿¿¿¿Identifier
3423¿ExpressionStatement¿¿4092¿¿¿¿{"start":{"line":211,"column":12},"end":{"line":211,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
3424¿AssignmentExpression¿=¿4092¿¿¿¿{"start":{"line":211,"column":12},"end":{"line":211,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿AssignmentExpression
3425¿Identifier¿¿4092¿fpath¿¿¿{"start":{"line":211,"column":12},"end":{"line":211,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3426¿Identifier¿¿4092¿filepath¿¿¿{"start":{"line":211,"column":20},"end":{"line":211,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3427¿ReturnStatement¿¿4092¿¿¿¿{"start":{"line":212,"column":12},"end":{"line":212,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ReturnStatement
3428¿Literal¿boolean¿4092¿¿true¿¿{"start":{"line":212,"column":19},"end":{"line":212,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
3429¿BlockStatement¿¿4092¿¿¿¿{"start":{"line":209,"column":35},"end":{"line":213,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BlockStatement
3430¿BlockStatement¿¿4092¿¿¿¿{"start":{"line":207,"column":38},"end":{"line":214,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BlockStatement
3431¿VariableDeclarator¿¿4088¿v339¿¿¿{"start":{"line":207,"column":4},"end":{"line":214,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3432¿CallExpression¿¿4088¿¿¿¿{"start":{"line":207,"column":4},"end":{"line":214,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
3433¿MemberExpression¿¿4088¿¿¿¿{"start":{"line":207,"column":4},"end":{"line":207,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
3434¿Identifier¿¿4088¿v333¿¿¿¿¿Identifier
3435¿Identifier¿¿4088¿some¿¿¿{"start":{"line":207,"column":18},"end":{"line":207,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3436¿Identifier¿¿4088¿v338¿¿¿¿¿Identifier
3437¿ExpressionStatement¿¿4088¿¿¿¿{"start":{"line":207,"column":4},"end":{"line":214,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
3438¿Identifier¿¿4088¿v339¿¿¿¿¿Identifier
3439¿VariableDeclarator¿¿4088¿v340¿¿¿{"start":{"line":216,"column":8},"end":{"line":216,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3440¿UnaryExpression¿!¿4088¿¿¿¿{"start":{"line":216,"column":8},"end":{"line":216,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿UnaryExpression
3441¿Identifier¿¿4088¿fpath¿¿¿{"start":{"line":216,"column":9},"end":{"line":216,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3442¿IfStatement¿¿4088¿¿¿¿{"start":{"line":216,"column":4},"end":{"line":219,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿IfStatement
3443¿Identifier¿¿4088¿v340¿¿¿¿¿Identifier
3444¿VariableDeclarator¿¿4088¿v341¿¿¿{"start":{"line":217,"column":20},"end":{"line":217,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3445¿BinaryExpression¿+¿4088¿¿¿¿{"start":{"line":217,"column":20},"end":{"line":217,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BinaryExpression
3446¿Literal¿string¿4088¿¿'Can't find module '¿¿{"start":{"line":217,"column":20},"end":{"line":217,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
3447¿Identifier¿¿4088¿alias¿¿¿{"start":{"line":217,"column":43},"end":{"line":217,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3448¿VariableDeclarator¿¿4088¿v342¿¿¿{"start":{"line":217,"column":20},"end":{"line":217,"column":57},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3449¿BinaryExpression¿+¿4088¿¿¿¿{"start":{"line":217,"column":20},"end":{"line":217,"column":57},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BinaryExpression
3450¿Identifier¿¿4088¿v341¿¿¿¿¿Identifier
3451¿Literal¿string¿4088¿¿' in '¿¿{"start":{"line":217,"column":51},"end":{"line":217,"column":57},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
3452¿VariableDeclarator¿¿4088¿v343¿¿¿{"start":{"line":217,"column":20},"end":{"line":217,"column":70},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3453¿BinaryExpression¿+¿4088¿¿¿¿{"start":{"line":217,"column":20},"end":{"line":217,"column":70},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BinaryExpression
3454¿Identifier¿¿4088¿v342¿¿¿¿¿Identifier
3455¿Identifier¿¿4088¿parentPath¿¿¿{"start":{"line":217,"column":60},"end":{"line":217,"column":70},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3456¿VariableDeclarator¿¿4088¿v344¿¿¿{"start":{"line":217,"column":8},"end":{"line":217,"column":71},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3457¿CallExpression¿¿4088¿¿¿¿{"start":{"line":217,"column":8},"end":{"line":217,"column":71},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
3458¿MemberExpression¿¿4088¿¿¿¿{"start":{"line":217,"column":8},"end":{"line":217,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
3459¿Identifier¿¿4088¿logger¿¿¿{"start":{"line":217,"column":8},"end":{"line":217,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3460¿Identifier¿¿4088¿warn¿¿¿{"start":{"line":217,"column":15},"end":{"line":217,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3461¿Identifier¿¿4088¿v343¿¿¿¿¿Identifier
3462¿ExpressionStatement¿¿4088¿¿¿¿{"start":{"line":217,"column":8},"end":{"line":217,"column":72},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
3463¿Identifier¿¿4088¿v344¿¿¿¿¿Identifier
