Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
817¿Program¿¿-1¿¿¿¿{"start":{"line":17,"column":0},"end":{"line":185,"column":2},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Program
1116¿Identifier¿¿1415¿assign¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1117¿Identifier¿¿1415¿tpl¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1118¿Identifier¿¿1415¿v128¿¿¿¿¿Identifier
1119¿ExpressionStatement¿¿1415¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":86,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ExpressionStatement
1120¿Identifier¿¿1415¿v129¿¿¿¿¿Identifier
1121¿VariableDeclarator¿¿1415¿dataToString¿¿¿{"start":{"line":88,"column":2},"end":{"line":90,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1122¿FunctionExpression¿¿1415¿anon¿¿¿{"start":{"line":88,"column":2},"end":{"line":90,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿FunctionExpression
1123¿VariableDeclarator¿¿1436¿v130¿¿¿{"start":{"line":89,"column":11},"end":{"line":89,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1124¿CallExpression¿¿1436¿¿¿¿{"start":{"line":89,"column":11},"end":{"line":89,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿CallExpression
1125¿MemberExpression¿¿1436¿¿¿¿{"start":{"line":89,"column":11},"end":{"line":89,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1126¿ThisExpression¿¿1436¿¿¿¿{"start":{"line":89,"column":11},"end":{"line":89,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ThisExpression
1127¿Identifier¿¿1436¿join¿¿¿{"start":{"line":89,"column":16},"end":{"line":89,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1128¿Literal¿string¿1436¿¿'.'¿¿{"start":{"line":89,"column":21},"end":{"line":89,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
1129¿VariableDeclarator¿¿1436¿v131¿¿¿{"start":{"line":89,"column":11},"end":{"line":89,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1130¿CallExpression¿¿1436¿¿¿¿{"start":{"line":89,"column":11},"end":{"line":89,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿CallExpression
1131¿MemberExpression¿¿1436¿¿¿¿{"start":{"line":89,"column":11},"end":{"line":89,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1132¿Identifier¿¿1436¿v130¿¿¿¿¿Identifier
1133¿Identifier¿¿1436¿replace¿¿¿{"start":{"line":89,"column":26},"end":{"line":89,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1134¿Literal¿object¿1436¿¿/\.\[/g¿¿{"start":{"line":89,"column":34},"end":{"line":89,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
1135¿Literal¿string¿1436¿¿'['¿¿{"start":{"line":89,"column":43},"end":{"line":89,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
1136¿ReturnStatement¿¿1436¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ReturnStatement
1137¿Identifier¿¿1436¿v131¿¿¿¿¿Identifier
1138¿BlockStatement¿¿1436¿¿¿¿{"start":{"line":88,"column":26},"end":{"line":90,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿BlockStatement
1139¿VariableDeclarator¿¿1415¿v132¿¿¿{"start":{"line":91,"column":2},"end":{"line":91,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1140¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":91,"column":2},"end":{"line":91,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1141¿Identifier¿¿1415¿tpl¿¿¿{"start":{"line":91,"column":2},"end":{"line":91,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1142¿Identifier¿¿1415¿data¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1143¿ExpressionStatement¿¿1415¿¿¿¿{"start":{"line":91,"column":2},"end":{"line":91,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ExpressionStatement
1144¿AssignmentExpression¿=¿1415¿¿¿¿{"start":{"line":91,"column":2},"end":{"line":91,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿AssignmentExpression
1145¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":91,"column":2},"end":{"line":91,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1146¿Identifier¿¿1415¿v132¿¿¿¿¿Identifier
1147¿Identifier¿¿1415¿toString¿¿¿{"start":{"line":91,"column":11},"end":{"line":91,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1148¿Identifier¿¿1415¿dataToString¿¿¿{"start":{"line":91,"column":22},"end":{"line":91,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1149¿VariableDeclarator¿¿1415¿v133¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1150¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1151¿Identifier¿¿1415¿tpl¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1152¿Identifier¿¿1415¿schema¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1153¿ExpressionStatement¿¿1415¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ExpressionStatement
1154¿AssignmentExpression¿=¿1415¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿AssignmentExpression
1155¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1156¿Identifier¿¿1415¿v133¿¿¿¿¿Identifier
1157¿Identifier¿¿1415¿toString¿¿¿{"start":{"line":92,"column":13},"end":{"line":92,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1158¿Identifier¿¿1415¿dataToString¿¿¿{"start":{"line":92,"column":24},"end":{"line":92,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1159¿ReturnStatement¿¿1415¿¿¿¿{"start":{"line":94,"column":2},"end":{"line":94,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ReturnStatement
1160¿Identifier¿¿1415¿tpl¿¿¿{"start":{"line":94,"column":9},"end":{"line":94,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1161¿BlockStatement¿¿1415¿¿¿¿{"start":{"line":17,"column":34},"end":{"line":95,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿BlockStatement
1162¿VariableDeclarator¿exported¿1413¿restore¿¿¿{"start":{"line":108,"column":0},"end":{"line":120,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1163¿FunctionExpression¿¿1413¿anon¿¿¿{"start":{"line":108,"column":0},"end":{"line":120,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿FunctionExpression
1164¿Identifier¿¿0¿source¿¿¿{"start":{"line":108,"column":17},"end":{"line":108,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1165¿Identifier¿¿0¿schema¿¿¿{"start":{"line":108,"column":25},"end":{"line":108,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1166¿AssignmentPattern¿¿0¿¿¿¿{"start":{"line":108,"column":33},"end":{"line":108,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿AssignmentPattern
1167¿VariableDeclarator¿¿1438¿v134¿¿¿{"start":{"line":110,"column":14},"end":{"line":110,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1168¿NewExpression¿¿1438¿¿¿¿{"start":{"line":110,"column":14},"end":{"line":110,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿NewExpression
1169¿Identifier¿¿1438¿Function¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1170¿Literal¿string¿1438¿¿'schema'¿¿{"start":{"line":110,"column":27},"end":{"line":110,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
1171¿Identifier¿¿1438¿source¿¿¿{"start":{"line":110,"column":37},"end":{"line":110,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1172¿VariableDeclarator¿¿1438¿tpl¿¿¿{"start":{"line":110,"column":8},"end":{"line":110,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1173¿CallExpression¿¿1438¿¿¿¿{"start":{"line":110,"column":14},"end":{"line":110,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿CallExpression
1174¿Identifier¿¿1438¿v134¿¿¿¿¿Identifier
1175¿Identifier¿¿1438¿schema¿¿¿{"start":{"line":110,"column":45},"end":{"line":110,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1176¿VariableDeclarator¿¿1438¿v135¿¿¿{"start":{"line":113,"column":6},"end":{"line":113,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1177¿UnaryExpression¿!¿1438¿¿¿¿{"start":{"line":113,"column":6},"end":{"line":113,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿UnaryExpression
1178¿Identifier¿¿1438¿inner¿¿¿{"start":{"line":113,"column":7},"end":{"line":113,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1179¿IfStatement¿¿1438¿¿¿¿{"start":{"line":113,"column":2},"end":{"line":117,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿IfStatement
1180¿Identifier¿¿1438¿v135¿¿¿¿¿Identifier
1181¿VariableDeclarator¿¿1438¿toString¿¿¿{"start":{"line":114,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1182¿FunctionExpression¿¿1438¿anon¿¿¿{"start":{"line":114,"column":19},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿FunctionExpression
1183¿ReturnStatement¿¿1440¿¿¿¿{"start":{"line":115,"column":6},"end":{"line":115,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ReturnStatement
1184¿Identifier¿¿1440¿source¿¿¿{"start":{"line":115,"column":13},"end":{"line":115,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1185¿BlockStatement¿¿1440¿¿¿¿{"start":{"line":114,"column":39},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿BlockStatement
1186¿ExpressionStatement¿¿1438¿¿¿¿{"start":{"line":114,"column":4},"end":{"line":116,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ExpressionStatement
1187¿AssignmentExpression¿=¿1438¿¿¿¿{"start":{"line":114,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿AssignmentExpression
1188¿MemberExpression¿¿1438¿¿¿¿{"start":{"line":114,"column":4},"end":{"line":114,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1189¿Identifier¿¿1438¿tpl¿¿¿{"start":{"line":114,"column":4},"end":{"line":114,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1190¿Identifier¿¿1438¿toString¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1191¿Identifier¿¿1438¿toString¿¿¿¿¿Identifier
1192¿BlockStatement¿¿1438¿¿¿¿{"start":{"line":113,"column":14},"end":{"line":117,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿BlockStatement
1193¿ReturnStatement¿¿1438¿¿¿¿{"start":{"line":119,"column":2},"end":{"line":119,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ReturnStatement
1194¿Identifier¿¿1438¿tpl¿¿¿{"start":{"line":119,"column":9},"end":{"line":119,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1195¿BlockStatement¿¿1438¿¿¿¿{"start":{"line":108,"column":49},"end":{"line":120,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿BlockStatement
1196¿VariableDeclarator¿exported¿1413¿body¿¿¿{"start":{"line":133,"column":0},"end":{"line":179,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1197¿FunctionExpression¿¿1413¿anon¿¿¿{"start":{"line":133,"column":0},"end":{"line":179,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿FunctionExpression
1198¿Identifier¿¿0¿tpl¿¿¿{"start":{"line":133,"column":14},"end":{"line":133,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1199¿Identifier¿¿0¿state¿¿¿{"start":{"line":133,"column":19},"end":{"line":133,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1200¿AssignmentPattern¿¿0¿¿¿¿{"start":{"line":133,"column":26},"end":{"line":133,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿AssignmentPattern
1201¿VariableDeclarator¿¿1443¿dynamicVariables¿¿¿{"start":{"line":134,"column":6},"end":{"line":134,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1202¿Literal¿string¿1443¿¿''¿¿{"start":{"line":134,"column":25},"end":{"line":134,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
1203¿VariableDeclarator¿¿1443¿errors¿¿¿{"start":{"line":135,"column":6},"end":{"line":135,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1204¿Literal¿string¿1443¿¿''¿¿{"start":{"line":135,"column":15},"end":{"line":135,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
1205¿VariableDeclarator¿¿1443¿dynamicFunctions¿¿¿{"start":{"line":136,"column":6},"end":{"line":136,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1206¿Literal¿string¿1443¿¿''¿¿{"start":{"line":136,"column":25},"end":{"line":136,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
1207¿VariableDeclarator¿¿1443¿v136¿¿¿{"start":{"line":138,"column":6},"end":{"line":138,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1208¿MemberExpression¿¿1443¿¿¿¿{"start":{"line":138,"column":6},"end":{"line":138,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1209¿Identifier¿¿1443¿tpl¿¿¿{"start":{"line":138,"column":6},"end":{"line":138,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1210¿Identifier¿¿1443¿cachedIndex¿¿¿{"start":{"line":138,"column":10},"end":{"line":138,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1211¿IfStatement¿¿1443¿¿¿¿{"start":{"line":138,"column":2},"end":{"line":145,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿IfStatement
1212¿Identifier¿¿1443¿v136¿¿¿¿¿Identifier
1213¿VariableDeclarator¿¿1443¿v137¿¿¿{"start":{"line":142,"column":46},"end":{"line":142,"column":61},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1214¿MemberExpression¿¿1443¿¿¿¿{"start":{"line":142,"column":46},"end":{"line":142,"column":61},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1215¿Identifier¿¿1443¿tpl¿¿¿{"start":{"line":142,"column":46},"end":{"line":142,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1216¿Identifier¿¿1443¿cachedIndex¿¿¿{"start":{"line":142,"column":50},"end":{"line":142,"column":61},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1217¿VariableDeclarator¿¿1443¿v138¿¿¿{"start":{"line":142,"column":40},"end":{"line":142,"column":62},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1218¿CallExpression¿¿1443¿¿¿¿{"start":{"line":142,"column":40},"end":{"line":142,"column":62},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿CallExpression
1219¿Identifier¿¿1443¿Array¿¿¿{"start":{"line":142,"column":40},"end":{"line":142,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1220¿Identifier¿¿1443¿v137¿¿¿¿¿Identifier
1221¿VariableDeclarator¿¿1443¿v139¿¿¿{"start":{"line":142,"column":31},"end":{"line":142,"column":63},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1222¿CallExpression¿¿1443¿¿¿¿{"start":{"line":142,"column":31},"end":{"line":142,"column":63},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿CallExpression
1223¿Identifier¿¿1443¿Array¿¿¿{"start":{"line":142,"column":31},"end":{"line":142,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1224¿SpreadElement¿¿1443¿¿¿¿{"start":{"line":142,"column":37},"end":{"line":142,"column":62},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿SpreadElement
1225¿VariableDeclarator¿¿1443¿v141¿¿¿{"start":{"line":143,"column":11},"end":{"line":143,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1226¿ArrowFunctionExpression¿¿1443¿¿¿¿{"start":{"line":143,"column":11},"end":{"line":143,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ArrowFunctionExpression
1227¿Identifier¿¿0¿value¿¿¿{"start":{"line":143,"column":12},"end":{"line":143,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1228¿Identifier¿¿0¿i¿¿¿{"start":{"line":143,"column":19},"end":{"line":143,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1229¿VariableDeclarator¿¿1445¿v140¿¿¿{"start":{"line":143,"column":25},"end":{"line":143,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1230¿BinaryExpression¿+¿1445¿¿¿¿{"start":{"line":143,"column":25},"end":{"line":143,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿BinaryExpression
1231¿Identifier¿¿1445¿i¿¿¿{"start":{"line":143,"column":25},"end":{"line":143,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1232¿Literal¿number¿1445¿¿1¿¿{"start":{"line":143,"column":29},"end":{"line":143,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
1233¿ReturnStatement¿¿1445¿¿¿¿¿¿ReturnStatement
1234¿Identifier¿¿1445¿v140¿¿¿¿¿Identifier
1235¿BlockStatement¿¿1445¿¿¿¿¿¿BlockStatement
1236¿VariableDeclarator¿¿1443¿v142¿¿¿{"start":{"line":142,"column":31},"end":{"line":143,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1237¿CallExpression¿¿1443¿¿¿¿{"start":{"line":142,"column":31},"end":{"line":143,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿CallExpression
1238¿MemberExpression¿¿1443¿¿¿¿{"start":{"line":142,"column":31},"end":{"line":143,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1239¿Identifier¿¿1443¿v139¿¿¿¿¿Identifier
1240¿Identifier¿¿1443¿map¿¿¿{"start":{"line":143,"column":7},"end":{"line":143,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1241¿Identifier¿¿1443¿v141¿¿¿¿¿Identifier
1242¿VariableDeclarator¿¿1443¿v143¿¿¿{"start":{"line":142,"column":31},"end":{"line":144,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1243¿CallExpression¿¿1443¿¿¿¿{"start":{"line":142,"column":31},"end":{"line":144,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿CallExpression
1244¿MemberExpression¿¿1443¿¿¿¿{"start":{"line":142,"column":31},"end":{"line":144,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1245¿Identifier¿¿1443¿v142¿¿¿¿¿Identifier
1246¿Identifier¿¿1443¿join¿¿¿{"start":{"line":144,"column":7},"end":{"line":144,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1247¿Literal¿string¿1443¿¿',i'¿¿{"start":{"line":144,"column":12},"end":{"line":144,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
1248¿ExpressionStatement¿¿1443¿¿¿¿{"start":{"line":142,"column":4},"end":{"line":144,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ExpressionStatement
1249¿AssignmentExpression¿=¿1443¿¿¿¿{"start":{"line":142,"column":4},"end":{"line":144,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿AssignmentExpression
1250¿Identifier¿¿1443¿dynamicVariables¿¿¿{"start":{"line":142,"column":4},"end":{"line":142,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1251¿TemplateLiteral¿¿1443¿¿¿¿{"start":{"line":142,"column":23},"end":{"line":144,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿TemplateLiteral
1252¿Identifier¿¿1443¿v143¿¿¿¿¿Identifier
1253¿BlockStatement¿¿1443¿¿¿¿{"start":{"line":138,"column":23},"end":{"line":145,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿BlockStatement
1254¿IfStatement¿¿1443¿¿¿¿{"start":{"line":146,"column":2},"end":{"line":153,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿IfStatement
1255¿Identifier¿¿1443¿errorHandler¿¿¿{"start":{"line":146,"column":6},"end":{"line":146,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1256¿ExpressionStatement¿¿1443¿¿¿¿{"start":{"line":151,"column":4},"end":{"line":151,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ExpressionStatement
1257¿AssignmentExpression¿+=¿1443¿¿¿¿{"start":{"line":151,"column":4},"end":{"line":151,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿AssignmentExpression
1258¿Identifier¿¿1443¿dynamicVariables¿¿¿{"start":{"line":151,"column":4},"end":{"line":151,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
