Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
688¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":132,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Program
954¿Literal¿object¿1221¿¿null¿¿{"start":{"line":79,"column":65},"end":{"line":79,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Literal
955¿VariableDeclarator¿¿1221¿v92¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
956¿LogicalExpression¿||¿1221¿¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿LogicalExpression
957¿Identifier¿¿1221¿v90¿¿¿¿¿Identifier
958¿Identifier¿¿1221¿v91¿¿¿¿¿Identifier
959¿IfStatement¿¿1221¿¿¿¿{"start":{"line":79,"column":4},"end":{"line":81,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿IfStatement
960¿Identifier¿¿1221¿v92¿¿¿¿¿Identifier
961¿VariableDeclarator¿¿1221¿v93¿¿¿{"start":{"line":80,"column":13},"end":{"line":80,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
962¿CallExpression¿¿1221¿¿¿¿{"start":{"line":80,"column":13},"end":{"line":80,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿CallExpression
963¿MemberExpression¿¿1221¿¿¿¿{"start":{"line":80,"column":13},"end":{"line":80,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
964¿ThisExpression¿¿1221¿¿¿¿{"start":{"line":80,"column":13},"end":{"line":80,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ThisExpression
965¿Identifier¿¿1221¿set¿¿¿{"start":{"line":80,"column":18},"end":{"line":80,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
966¿Identifier¿¿1221¿key¿¿¿{"start":{"line":80,"column":22},"end":{"line":80,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
967¿Identifier¿¿1221¿val¿¿¿{"start":{"line":80,"column":27},"end":{"line":80,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
968¿ReturnStatement¿¿1221¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ReturnStatement
969¿Identifier¿¿1221¿v93¿¿¿¿¿Identifier
970¿BlockStatement¿¿1221¿¿¿¿{"start":{"line":79,"column":71},"end":{"line":81,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BlockStatement
971¿VariableDeclarator¿¿1221¿self¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
972¿ThisExpression¿¿1221¿¿¿¿{"start":{"line":83,"column":15},"end":{"line":83,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ThisExpression
973¿VariableDeclarator¿¿1221¿target¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
974¿MemberExpression¿¿1221¿¿¿¿{"start":{"line":84,"column":17},"end":{"line":84,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
975¿ThisExpression¿¿1221¿¿¿¿{"start":{"line":84,"column":17},"end":{"line":84,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ThisExpression
976¿Identifier¿¿1221¿store¿¿¿{"start":{"line":84,"column":22},"end":{"line":84,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
977¿VariableDeclarator¿¿1221¿path¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
978¿CallExpression¿¿1221¿¿¿¿{"start":{"line":85,"column":15},"end":{"line":85,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿CallExpression
979¿Identifier¿¿1221¿getPath¿¿¿{"start":{"line":85,"column":15},"end":{"line":85,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
980¿Identifier¿¿1221¿key¿¿¿{"start":{"line":85,"column":23},"end":{"line":85,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
981¿VariableDeclarator¿¿1221¿fullKey¿¿¿{"start":{"line":86,"column":8},"end":{"line":86,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
982¿Identifier¿¿1221¿key¿¿¿{"start":{"line":86,"column":18},"end":{"line":86,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
983¿VariableDeclarator¿¿1221¿v94¿¿¿{"start":{"line":89,"column":11},"end":{"line":89,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
984¿MemberExpression¿¿1221¿¿¿¿{"start":{"line":89,"column":11},"end":{"line":89,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
985¿Identifier¿¿1221¿path¿¿¿{"start":{"line":89,"column":11},"end":{"line":89,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
986¿Identifier¿¿1221¿length¿¿¿{"start":{"line":89,"column":16},"end":{"line":89,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
987¿VariableDeclarator¿¿1221¿v95¿¿¿{"start":{"line":89,"column":11},"end":{"line":89,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
988¿BinaryExpression¿>¿1221¿¿¿¿{"start":{"line":89,"column":11},"end":{"line":89,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BinaryExpression
989¿Identifier¿¿1221¿v94¿¿¿¿¿Identifier
990¿Literal¿number¿1221¿¿1¿¿{"start":{"line":89,"column":25},"end":{"line":89,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Literal
991¿WhileStatement¿¿1221¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":96,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿WhileStatement
992¿Identifier¿¿1221¿v95¿¿¿¿¿Identifier
993¿ExpressionStatement¿¿1221¿¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
994¿AssignmentExpression¿=¿1221¿¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
995¿Identifier¿¿1221¿key¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
996¿CallExpression¿¿1221¿¿¿¿{"start":{"line":90,"column":12},"end":{"line":90,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿CallExpression
997¿MemberExpression¿¿1221¿¿¿¿{"start":{"line":90,"column":12},"end":{"line":90,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
998¿Identifier¿¿1221¿path¿¿¿{"start":{"line":90,"column":12},"end":{"line":90,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
999¿Identifier¿¿1221¿shift¿¿¿{"start":{"line":90,"column":17},"end":{"line":90,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1000¿VariableDeclarator¿¿1221¿v96¿¿¿{"start":{"line":91,"column":11},"end":{"line":91,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1001¿MemberExpression¿computed¿1221¿¿¿¿{"start":{"line":91,"column":11},"end":{"line":91,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1002¿Identifier¿¿1221¿target¿¿¿{"start":{"line":91,"column":11},"end":{"line":91,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1003¿Identifier¿¿1221¿key¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1004¿VariableDeclarator¿¿1221¿v97¿¿¿{"start":{"line":91,"column":10},"end":{"line":91,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1005¿UnaryExpression¿!¿1221¿¿¿¿{"start":{"line":91,"column":10},"end":{"line":91,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿UnaryExpression
1006¿Identifier¿¿1221¿v96¿¿¿¿¿Identifier
1007¿IfStatement¿¿1221¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":93,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿IfStatement
1008¿Identifier¿¿1221¿v97¿¿¿¿¿Identifier
1009¿VariableDeclarator¿¿1221¿v98¿¿¿{"start":{"line":92,"column":22},"end":{"line":92,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1010¿ObjectExpression¿¿1221¿¿¿¿¿¿ObjectExpression
1011¿ExpressionStatement¿¿1221¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
1012¿AssignmentExpression¿=¿1221¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
1013¿MemberExpression¿computed¿1221¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1014¿Identifier¿¿1221¿target¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1015¿Identifier¿¿1221¿key¿¿¿{"start":{"line":92,"column":15},"end":{"line":92,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1016¿Identifier¿¿1221¿v98¿¿¿¿¿Identifier
1017¿BlockStatement¿¿1221¿¿¿¿{"start":{"line":91,"column":24},"end":{"line":93,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BlockStatement
1018¿ExpressionStatement¿¿1221¿¿¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
1019¿AssignmentExpression¿=¿1221¿¿¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
1020¿Identifier¿¿1221¿target¿¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1021¿MemberExpression¿computed¿1221¿¿¿¿{"start":{"line":95,"column":15},"end":{"line":95,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1022¿Identifier¿¿1221¿target¿¿¿{"start":{"line":95,"column":15},"end":{"line":95,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1023¿Identifier¿¿1221¿key¿¿¿{"start":{"line":95,"column":22},"end":{"line":95,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1024¿ExpressionStatement¿¿1221¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":96,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
1025¿AssignmentExpression¿=¿1221¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":96,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
1026¿Identifier¿¿1221¿v95¿¿¿{"start":{"line":89,"column":4},"end":{"line":96,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1027¿BinaryExpression¿>¿1221¿¿¿¿{"start":{"line":89,"column":11},"end":{"line":89,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BinaryExpression
1028¿Identifier¿¿1221¿v94¿¿¿¿¿Identifier
1029¿Literal¿number¿1221¿¿1¿¿{"start":{"line":89,"column":25},"end":{"line":89,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Literal
1030¿BlockStatement¿¿1221¿¿¿¿{"start":{"line":89,"column":28},"end":{"line":96,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BlockStatement
1031¿ExpressionStatement¿¿1221¿¿¿¿{"start":{"line":99,"column":4},"end":{"line":99,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
1032¿AssignmentExpression¿=¿1221¿¿¿¿{"start":{"line":99,"column":4},"end":{"line":99,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
1033¿Identifier¿¿1221¿key¿¿¿{"start":{"line":99,"column":4},"end":{"line":99,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1034¿CallExpression¿¿1221¿¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿CallExpression
1035¿MemberExpression¿¿1221¿¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1036¿Identifier¿¿1221¿path¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1037¿Identifier¿¿1221¿shift¿¿¿{"start":{"line":99,"column":15},"end":{"line":99,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1038¿VariableDeclarator¿¿1221¿v99¿¿¿{"start":{"line":106,"column":15},"end":{"line":106,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1039¿MemberExpression¿computed¿1221¿¿¿¿{"start":{"line":106,"column":15},"end":{"line":106,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1040¿Identifier¿¿1221¿target¿¿¿{"start":{"line":106,"column":15},"end":{"line":106,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1041¿Identifier¿¿1221¿key¿¿¿{"start":{"line":106,"column":22},"end":{"line":106,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1042¿VariableDeclarator¿¿1221¿v100¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1043¿UnaryExpression¿typeof¿1221¿¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿UnaryExpression
1044¿Identifier¿¿1221¿v99¿¿¿¿¿Identifier
1045¿VariableDeclarator¿¿1221¿v101¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1046¿BinaryExpression¿!==¿1221¿¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BinaryExpression
1047¿Identifier¿¿1221¿v100¿¿¿¿¿Identifier
1048¿Literal¿string¿1221¿¿'object'¿¿{"start":{"line":106,"column":31},"end":{"line":106,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Literal
1049¿VariableDeclarator¿¿1221¿v102¿¿¿{"start":{"line":106,"column":57},"end":{"line":106,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1050¿MemberExpression¿computed¿1221¿¿¿¿{"start":{"line":106,"column":57},"end":{"line":106,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1051¿Identifier¿¿1221¿target¿¿¿{"start":{"line":106,"column":57},"end":{"line":106,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1052¿Identifier¿¿1221¿key¿¿¿{"start":{"line":106,"column":64},"end":{"line":106,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1053¿VariableDeclarator¿¿1221¿v103¿¿¿{"start":{"line":106,"column":43},"end":{"line":106,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1054¿CallExpression¿¿1221¿¿¿¿{"start":{"line":106,"column":43},"end":{"line":106,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿CallExpression
1055¿MemberExpression¿¿1221¿¿¿¿{"start":{"line":106,"column":43},"end":{"line":106,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1056¿Identifier¿¿1221¿Array¿¿¿{"start":{"line":106,"column":43},"end":{"line":106,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1057¿Identifier¿¿1221¿isArray¿¿¿{"start":{"line":106,"column":49},"end":{"line":106,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1058¿Identifier¿¿1221¿v102¿¿¿¿¿Identifier
1059¿VariableDeclarator¿¿1221¿v104¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1060¿LogicalExpression¿||¿1221¿¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿LogicalExpression
1061¿Identifier¿¿1221¿v101¿¿¿¿¿Identifier
1062¿Identifier¿¿1221¿v103¿¿¿¿¿Identifier
1063¿IfStatement¿¿1221¿¿¿¿{"start":{"line":106,"column":4},"end":{"line":109,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿IfStatement
1064¿Identifier¿¿1221¿v104¿¿¿¿¿Identifier
1065¿ExpressionStatement¿¿1221¿¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
1066¿AssignmentExpression¿=¿1221¿¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
1067¿MemberExpression¿computed¿1221¿¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1068¿Identifier¿¿1221¿target¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1069¿Identifier¿¿1221¿key¿¿¿{"start":{"line":107,"column":13},"end":{"line":107,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1070¿Identifier¿¿1221¿val¿¿¿{"start":{"line":107,"column":20},"end":{"line":107,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1071¿ReturnStatement¿¿1221¿¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ReturnStatement
1072¿Literal¿boolean¿1221¿¿true¿¿{"start":{"line":108,"column":13},"end":{"line":108,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Literal
1073¿BlockStatement¿¿1221¿¿¿¿{"start":{"line":106,"column":71},"end":{"line":109,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BlockStatement
1074¿VariableDeclarator¿¿1221¿v105¿¿¿{"start":{"line":111,"column":11},"end":{"line":111,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1075¿CallExpression¿¿1221¿¿¿¿{"start":{"line":111,"column":11},"end":{"line":111,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿CallExpression
1076¿MemberExpression¿¿1221¿¿¿¿{"start":{"line":111,"column":11},"end":{"line":111,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1077¿Identifier¿¿1221¿Object¿¿¿{"start":{"line":111,"column":11},"end":{"line":111,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1078¿Identifier¿¿1221¿keys¿¿¿{"start":{"line":111,"column":18},"end":{"line":111,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1079¿Identifier¿¿1221¿val¿¿¿{"start":{"line":111,"column":23},"end":{"line":111,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1080¿VariableDeclarator¿¿1221¿v110¿¿¿{"start":{"line":111,"column":34},"end":{"line":113,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1081¿FunctionExpression¿¿1221¿anon¿¿¿{"start":{"line":111,"column":34},"end":{"line":113,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿FunctionExpression
1082¿Identifier¿¿0¿nested¿¿¿{"start":{"line":111,"column":44},"end":{"line":111,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1083¿VariableDeclarator¿¿1227¿v106¿¿¿{"start":{"line":112,"column":24},"end":{"line":112,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1084¿ArrayExpression¿¿1227¿¿¿¿{"start":{"line":112,"column":24},"end":{"line":112,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ArrayExpression
1085¿Identifier¿¿1227¿fullKey¿¿¿{"start":{"line":112,"column":25},"end":{"line":112,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1086¿Identifier¿¿1227¿nested¿¿¿{"start":{"line":112,"column":34},"end":{"line":112,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1087¿VariableDeclarator¿¿1227¿v107¿¿¿{"start":{"line":112,"column":24},"end":{"line":112,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
