Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5133¿Program¿¿-1¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":769,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Program
6816¿Identifier¿¿9067¿v778¿¿¿¿¿Identifier
6817¿Identifier¿¿9067¿v780¿¿¿¿¿Identifier
6818¿VariableDeclarator¿¿9067¿v781¿¿¿{"start":{"line":326,"column":14},"end":{"line":326,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6819¿MemberExpression¿¿9067¿¿¿¿{"start":{"line":326,"column":14},"end":{"line":326,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6820¿Identifier¿¿9067¿o¿¿¿{"start":{"line":326,"column":14},"end":{"line":326,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6821¿Identifier¿¿9067¿_argv¿¿¿{"start":{"line":326,"column":16},"end":{"line":326,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6822¿VariableDeclarator¿¿9067¿v782¿¿¿{"start":{"line":326,"column":2},"end":{"line":326,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6823¿CallExpression¿¿9067¿¿¿¿{"start":{"line":326,"column":2},"end":{"line":326,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
6824¿MemberExpression¿¿9067¿¿¿¿{"start":{"line":326,"column":2},"end":{"line":326,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6825¿Identifier¿¿9067¿Object¿¿¿{"start":{"line":326,"column":2},"end":{"line":326,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6826¿Identifier¿¿9067¿keys¿¿¿{"start":{"line":326,"column":9},"end":{"line":326,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6827¿Identifier¿¿9067¿v781¿¿¿¿¿Identifier
6828¿VariableDeclarator¿¿9067¿v789¿¿¿{"start":{"line":326,"column":31},"end":{"line":331,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6829¿FunctionExpression¿¿9067¿anon¿¿¿{"start":{"line":326,"column":31},"end":{"line":331,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿FunctionExpression
6830¿Identifier¿¿0¿argStr¿¿¿{"start":{"line":326,"column":40},"end":{"line":326,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6831¿VariableDeclarator¿¿9069¿v783¿¿¿{"start":{"line":327,"column":14},"end":{"line":327,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6832¿MemberExpression¿¿9069¿¿¿¿{"start":{"line":327,"column":14},"end":{"line":327,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6833¿Identifier¿¿9069¿o¿¿¿{"start":{"line":327,"column":14},"end":{"line":327,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6834¿Identifier¿¿9069¿_argv¿¿¿{"start":{"line":327,"column":16},"end":{"line":327,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6835¿VariableDeclarator¿¿9069¿k¿¿¿{"start":{"line":327,"column":10},"end":{"line":327,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6836¿MemberExpression¿computed¿9069¿¿¿¿{"start":{"line":327,"column":14},"end":{"line":327,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6837¿Identifier¿¿9069¿v783¿¿¿¿¿Identifier
6838¿Identifier¿¿9069¿argStr¿¿¿{"start":{"line":327,"column":22},"end":{"line":327,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6839¿VariableDeclarator¿¿9069¿v784¿¿¿{"start":{"line":328,"column":8},"end":{"line":328,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6840¿MemberExpression¿computed¿9069¿¿¿¿{"start":{"line":328,"column":8},"end":{"line":328,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6841¿Identifier¿¿9069¿argv¿¿¿{"start":{"line":328,"column":8},"end":{"line":328,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6842¿Identifier¿¿9069¿argStr¿¿¿{"start":{"line":328,"column":13},"end":{"line":328,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6843¿VariableDeclarator¿¿9069¿v785¿¿¿{"start":{"line":328,"column":8},"end":{"line":328,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6844¿BinaryExpression¿!==¿9069¿¿¿¿{"start":{"line":328,"column":8},"end":{"line":328,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BinaryExpression
6845¿Identifier¿¿9069¿v784¿¿¿¿¿Identifier
6846¿Identifier¿¿9069¿undefined¿¿¿{"start":{"line":328,"column":25},"end":{"line":328,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6847¿IfStatement¿¿9069¿¿¿¿{"start":{"line":328,"column":4},"end":{"line":330,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿IfStatement
6848¿Identifier¿¿9069¿v785¿¿¿¿¿Identifier
6849¿VariableDeclarator¿¿9069¿v786¿¿¿{"start":{"line":329,"column":22},"end":{"line":329,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6850¿MemberExpression¿computed¿9069¿¿¿¿{"start":{"line":329,"column":22},"end":{"line":329,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6851¿Identifier¿¿9069¿argv¿¿¿{"start":{"line":329,"column":22},"end":{"line":329,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6852¿Identifier¿¿9069¿argStr¿¿¿{"start":{"line":329,"column":27},"end":{"line":329,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6853¿VariableDeclarator¿¿9069¿v787¿¿¿{"start":{"line":329,"column":15},"end":{"line":329,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6854¿CallExpression¿¿9069¿¿¿¿{"start":{"line":329,"column":15},"end":{"line":329,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
6855¿Identifier¿¿9069¿String¿¿¿{"start":{"line":329,"column":15},"end":{"line":329,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6856¿Identifier¿¿9069¿v786¿¿¿¿¿Identifier
6857¿VariableDeclarator¿¿9069¿v788¿¿¿{"start":{"line":329,"column":6},"end":{"line":329,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6858¿CallExpression¿¿9069¿¿¿¿{"start":{"line":329,"column":6},"end":{"line":329,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
6859¿MemberExpression¿¿9069¿¿¿¿{"start":{"line":329,"column":6},"end":{"line":329,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6860¿Identifier¿¿9069¿o¿¿¿{"start":{"line":329,"column":6},"end":{"line":329,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6861¿Identifier¿¿9069¿set¿¿¿{"start":{"line":329,"column":8},"end":{"line":329,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6862¿Identifier¿¿9069¿k¿¿¿{"start":{"line":329,"column":12},"end":{"line":329,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6863¿Identifier¿¿9069¿v787¿¿¿¿¿Identifier
6864¿ExpressionStatement¿¿9069¿¿¿¿{"start":{"line":329,"column":6},"end":{"line":329,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
6865¿Identifier¿¿9069¿v788¿¿¿¿¿Identifier
6866¿BlockStatement¿¿9069¿¿¿¿{"start":{"line":328,"column":36},"end":{"line":330,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
6867¿BlockStatement¿¿9069¿¿¿¿{"start":{"line":326,"column":48},"end":{"line":331,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
6868¿VariableDeclarator¿¿9067¿v790¿¿¿{"start":{"line":326,"column":2},"end":{"line":331,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6869¿CallExpression¿¿9067¿¿¿¿{"start":{"line":326,"column":2},"end":{"line":331,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
6870¿MemberExpression¿¿9067¿¿¿¿{"start":{"line":326,"column":2},"end":{"line":326,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6871¿Identifier¿¿9067¿v782¿¿¿¿¿Identifier
6872¿Identifier¿¿9067¿forEach¿¿¿{"start":{"line":326,"column":23},"end":{"line":326,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6873¿Identifier¿¿9067¿v789¿¿¿¿¿Identifier
6874¿ExpressionStatement¿¿9067¿¿¿¿{"start":{"line":326,"column":2},"end":{"line":331,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
6875¿Identifier¿¿9067¿v790¿¿¿¿¿Identifier
6876¿BlockStatement¿¿9067¿¿¿¿{"start":{"line":320,"column":28},"end":{"line":332,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
6877¿VariableDeclarator¿¿8978¿addDefaultValues¿¿¿{"start":{"line":334,"column":0},"end":{"line":345,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6878¿FunctionExpression¿¿8978¿anon¿¿¿{"start":{"line":334,"column":0},"end":{"line":345,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿FunctionExpression
6879¿Identifier¿¿0¿schema¿¿¿{"start":{"line":334,"column":26},"end":{"line":334,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6880¿Identifier¿¿0¿c¿¿¿{"start":{"line":334,"column":34},"end":{"line":334,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6881¿Identifier¿¿0¿instance¿¿¿{"start":{"line":334,"column":37},"end":{"line":334,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6882¿VariableDeclarator¿¿9072¿v791¿¿¿{"start":{"line":335,"column":14},"end":{"line":335,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6883¿MemberExpression¿¿9072¿¿¿¿{"start":{"line":335,"column":14},"end":{"line":335,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6884¿Identifier¿¿9072¿schema¿¿¿{"start":{"line":335,"column":14},"end":{"line":335,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6885¿Identifier¿¿9072¿_cvtProperties¿¿¿{"start":{"line":335,"column":21},"end":{"line":335,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6886¿VariableDeclarator¿¿9072¿v792¿¿¿{"start":{"line":335,"column":2},"end":{"line":335,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6887¿CallExpression¿¿9072¿¿¿¿{"start":{"line":335,"column":2},"end":{"line":335,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
6888¿MemberExpression¿¿9072¿¿¿¿{"start":{"line":335,"column":2},"end":{"line":335,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6889¿Identifier¿¿9072¿Object¿¿¿{"start":{"line":335,"column":2},"end":{"line":335,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6890¿Identifier¿¿9072¿keys¿¿¿{"start":{"line":335,"column":9},"end":{"line":335,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6891¿Identifier¿¿9072¿v791¿¿¿¿¿Identifier
6892¿VariableDeclarator¿¿9072¿v801¿¿¿{"start":{"line":335,"column":45},"end":{"line":344,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6893¿FunctionExpression¿¿9072¿anon¿¿¿{"start":{"line":335,"column":45},"end":{"line":344,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿FunctionExpression
6894¿Identifier¿¿0¿name¿¿¿{"start":{"line":335,"column":54},"end":{"line":335,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6895¿VariableDeclarator¿¿9074¿v793¿¿¿{"start":{"line":336,"column":14},"end":{"line":336,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6896¿MemberExpression¿¿9074¿¿¿¿{"start":{"line":336,"column":14},"end":{"line":336,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6897¿Identifier¿¿9074¿schema¿¿¿{"start":{"line":336,"column":14},"end":{"line":336,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6898¿Identifier¿¿9074¿_cvtProperties¿¿¿{"start":{"line":336,"column":21},"end":{"line":336,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6899¿VariableDeclarator¿¿9074¿p¿¿¿{"start":{"line":336,"column":10},"end":{"line":336,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6900¿MemberExpression¿computed¿9074¿¿¿¿{"start":{"line":336,"column":14},"end":{"line":336,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6901¿Identifier¿¿9074¿v793¿¿¿¿¿Identifier
6902¿Identifier¿¿9074¿name¿¿¿{"start":{"line":336,"column":36},"end":{"line":336,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6903¿VariableDeclarator¿¿9074¿v794¿¿¿{"start":{"line":337,"column":8},"end":{"line":337,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6904¿MemberExpression¿¿9074¿¿¿¿{"start":{"line":337,"column":8},"end":{"line":337,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6905¿Identifier¿¿9074¿p¿¿¿{"start":{"line":337,"column":8},"end":{"line":337,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6906¿Identifier¿¿9074¿_cvtProperties¿¿¿{"start":{"line":337,"column":10},"end":{"line":337,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6907¿IfStatement¿¿9074¿¿¿¿{"start":{"line":337,"column":4},"end":{"line":343,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿IfStatement
6908¿Identifier¿¿9074¿v794¿¿¿¿¿Identifier
6909¿VariableDeclarator¿¿9074¿v795¿¿¿{"start":{"line":338,"column":19},"end":{"line":338,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6910¿MemberExpression¿computed¿9074¿¿¿¿{"start":{"line":338,"column":19},"end":{"line":338,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6911¿Identifier¿¿9074¿c¿¿¿{"start":{"line":338,"column":19},"end":{"line":338,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6912¿Identifier¿¿9074¿name¿¿¿{"start":{"line":338,"column":21},"end":{"line":338,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6913¿VariableDeclarator¿¿9074¿v796¿¿¿{"start":{"line":338,"column":30},"end":{"line":338,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6914¿ObjectExpression¿¿9074¿¿¿¿{"start":{"line":338,"column":30},"end":{"line":338,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ObjectExpression
6915¿VariableDeclarator¿¿9074¿kids¿¿¿{"start":{"line":338,"column":12},"end":{"line":338,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6916¿LogicalExpression¿||¿9074¿¿¿¿{"start":{"line":338,"column":19},"end":{"line":338,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿LogicalExpression
6917¿Identifier¿¿9074¿v795¿¿¿¿¿Identifier
6918¿Identifier¿¿9074¿v796¿¿¿¿¿Identifier
6919¿VariableDeclarator¿¿9074¿v797¿¿¿{"start":{"line":339,"column":6},"end":{"line":339,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6920¿CallExpression¿¿9074¿¿¿¿{"start":{"line":339,"column":6},"end":{"line":339,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
6921¿Identifier¿¿9074¿addDefaultValues¿¿¿{"start":{"line":339,"column":6},"end":{"line":339,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6922¿Identifier¿¿9074¿p¿¿¿{"start":{"line":339,"column":23},"end":{"line":339,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6923¿Identifier¿¿9074¿kids¿¿¿{"start":{"line":339,"column":26},"end":{"line":339,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6924¿Identifier¿¿9074¿instance¿¿¿{"start":{"line":339,"column":32},"end":{"line":339,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6925¿ExpressionStatement¿¿9074¿¿¿¿{"start":{"line":339,"column":6},"end":{"line":339,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
6926¿Identifier¿¿9074¿v797¿¿¿¿¿Identifier
6927¿ExpressionStatement¿¿9074¿¿¿¿{"start":{"line":340,"column":6},"end":{"line":340,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
6928¿AssignmentExpression¿=¿9074¿¿¿¿{"start":{"line":340,"column":6},"end":{"line":340,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿AssignmentExpression
6929¿MemberExpression¿computed¿9074¿¿¿¿{"start":{"line":340,"column":6},"end":{"line":340,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6930¿Identifier¿¿9074¿c¿¿¿{"start":{"line":340,"column":6},"end":{"line":340,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6931¿Identifier¿¿9074¿name¿¿¿{"start":{"line":340,"column":8},"end":{"line":340,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6932¿Identifier¿¿9074¿kids¿¿¿{"start":{"line":340,"column":16},"end":{"line":340,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6933¿BlockStatement¿¿9074¿¿¿¿{"start":{"line":337,"column":26},"end":{"line":341,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
6934¿VariableDeclarator¿¿9074¿v798¿¿¿{"start":{"line":342,"column":39},"end":{"line":342,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6935¿MemberExpression¿¿9074¿¿¿¿{"start":{"line":342,"column":39},"end":{"line":342,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6936¿Identifier¿¿9074¿p¿¿¿{"start":{"line":342,"column":39},"end":{"line":342,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6937¿Identifier¿¿9074¿default¿¿¿{"start":{"line":342,"column":41},"end":{"line":342,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6938¿VariableDeclarator¿¿9074¿v799¿¿¿{"start":{"line":342,"column":29},"end":{"line":342,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6939¿CallExpression¿¿9074¿¿¿¿{"start":{"line":342,"column":29},"end":{"line":342,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
6940¿Identifier¿¿9074¿cloneDeep¿¿¿{"start":{"line":342,"column":29},"end":{"line":342,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6941¿Identifier¿¿9074¿v798¿¿¿¿¿Identifier
6942¿VariableDeclarator¿¿9074¿v800¿¿¿{"start":{"line":342,"column":6},"end":{"line":342,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6943¿CallExpression¿¿9074¿¿¿¿{"start":{"line":342,"column":16},"end":{"line":342,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
6944¿Identifier¿¿9074¿coerce¿¿¿{"start":{"line":342,"column":16},"end":{"line":342,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6945¿Identifier¿¿9074¿name¿¿¿{"start":{"line":342,"column":23},"end":{"line":342,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6946¿Identifier¿¿9074¿v799¿¿¿¿¿Identifier
6947¿Identifier¿¿9074¿schema¿¿¿{"start":{"line":342,"column":51},"end":{"line":342,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6948¿Identifier¿¿9074¿instance¿¿¿{"start":{"line":342,"column":59},"end":{"line":342,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6949¿ExpressionStatement¿¿9074¿¿¿¿{"start":{"line":342,"column":6},"end":{"line":342,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
6950¿AssignmentExpression¿=¿9074¿¿¿¿{"start":{"line":342,"column":6},"end":{"line":342,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿AssignmentExpression
6951¿MemberExpression¿computed¿9074¿¿¿¿{"start":{"line":342,"column":6},"end":{"line":342,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6952¿Identifier¿¿9074¿c¿¿¿{"start":{"line":342,"column":6},"end":{"line":342,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6953¿Identifier¿¿9074¿name¿¿¿{"start":{"line":342,"column":8},"end":{"line":342,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6954¿Identifier¿¿9074¿v800¿¿¿¿¿Identifier
6955¿BlockStatement¿¿9074¿¿¿¿{"start":{"line":341,"column":11},"end":{"line":343,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
6956¿BlockStatement¿¿9074¿¿¿¿{"start":{"line":335,"column":60},"end":{"line":344,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
6957¿VariableDeclarator¿¿9072¿v802¿¿¿{"start":{"line":335,"column":2},"end":{"line":344,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6958¿CallExpression¿¿9072¿¿¿¿{"start":{"line":335,"column":2},"end":{"line":344,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
6959¿MemberExpression¿¿9072¿¿¿¿{"start":{"line":335,"column":2},"end":{"line":335,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6960¿Identifier¿¿9072¿v792¿¿¿¿¿Identifier
6961¿Identifier¿¿9072¿forEach¿¿¿{"start":{"line":335,"column":37},"end":{"line":335,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6962¿Identifier¿¿9072¿v801¿¿¿¿¿Identifier
