Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
640¿Program¿¿-1¿¿¿¿{"start":{"line":4,"column":0},"end":{"line":99,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Program
925¿MemberExpression¿computed¿1146¿¿¿¿{"start":{"line":59,"column":24},"end":{"line":59,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
926¿Identifier¿¿1146¿path¿¿¿{"start":{"line":59,"column":24},"end":{"line":59,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
927¿Literal¿number¿1146¿¿0¿¿{"start":{"line":59,"column":29},"end":{"line":59,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Literal
928¿VariableDeclarator¿¿1146¿currentValue¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
929¿MemberExpression¿computed¿1146¿¿¿¿{"start":{"line":60,"column":25},"end":{"line":60,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
930¿Identifier¿¿1146¿obj¿¿¿{"start":{"line":60,"column":25},"end":{"line":60,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
931¿Identifier¿¿1146¿currentPath¿¿¿{"start":{"line":60,"column":29},"end":{"line":60,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
932¿VariableDeclarator¿¿1146¿v111¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
933¿MemberExpression¿¿1146¿¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
934¿Identifier¿¿1146¿path¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
935¿Identifier¿¿1146¿length¿¿¿{"start":{"line":61,"column":13},"end":{"line":61,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
936¿VariableDeclarator¿¿1146¿v112¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
937¿BinaryExpression¿===¿1146¿¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BinaryExpression
938¿Identifier¿¿1146¿v111¿¿¿¿¿Identifier
939¿Literal¿number¿1146¿¿1¿¿{"start":{"line":61,"column":24},"end":{"line":61,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Literal
940¿IfStatement¿¿1146¿¿¿¿{"start":{"line":61,"column":4},"end":{"line":66,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿IfStatement
941¿Identifier¿¿1146¿v112¿¿¿¿¿Identifier
942¿VariableDeclarator¿¿1146¿v113¿¿¿{"start":{"line":62,"column":27},"end":{"line":62,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
943¿UnaryExpression¿void¿1146¿¿¿¿{"start":{"line":62,"column":27},"end":{"line":62,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿UnaryExpression
944¿Literal¿number¿1146¿¿0¿¿{"start":{"line":62,"column":32},"end":{"line":62,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Literal
945¿VariableDeclarator¿¿1146¿v114¿¿¿{"start":{"line":62,"column":10},"end":{"line":62,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
946¿BinaryExpression¿===¿1146¿¿¿¿{"start":{"line":62,"column":10},"end":{"line":62,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BinaryExpression
947¿Identifier¿¿1146¿currentValue¿¿¿{"start":{"line":62,"column":10},"end":{"line":62,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
948¿Identifier¿¿1146¿v113¿¿¿¿¿Identifier
949¿VariableDeclarator¿¿1146¿v115¿¿¿{"start":{"line":62,"column":37},"end":{"line":62,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
950¿UnaryExpression¿!¿1146¿¿¿¿{"start":{"line":62,"column":37},"end":{"line":62,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿UnaryExpression
951¿Identifier¿¿1146¿doNotReplace¿¿¿{"start":{"line":62,"column":38},"end":{"line":62,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
952¿VariableDeclarator¿¿1146¿v116¿¿¿{"start":{"line":62,"column":10},"end":{"line":62,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
953¿LogicalExpression¿||¿1146¿¿¿¿{"start":{"line":62,"column":10},"end":{"line":62,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿LogicalExpression
954¿Identifier¿¿1146¿v114¿¿¿¿¿Identifier
955¿Identifier¿¿1146¿v115¿¿¿¿¿Identifier
956¿IfStatement¿¿1146¿¿¿¿{"start":{"line":62,"column":6},"end":{"line":64,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿IfStatement
957¿Identifier¿¿1146¿v116¿¿¿¿¿Identifier
958¿ExpressionStatement¿¿1146¿¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿ExpressionStatement
959¿AssignmentExpression¿=¿1146¿¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿AssignmentExpression
960¿MemberExpression¿computed¿1146¿¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
961¿Identifier¿¿1146¿obj¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
962¿Identifier¿¿1146¿currentPath¿¿¿{"start":{"line":63,"column":12},"end":{"line":63,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
963¿Identifier¿¿1146¿value¿¿¿{"start":{"line":63,"column":27},"end":{"line":63,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
964¿BlockStatement¿¿1146¿¿¿¿{"start":{"line":62,"column":52},"end":{"line":64,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BlockStatement
965¿ReturnStatement¿¿1146¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿ReturnStatement
966¿Identifier¿¿1146¿currentValue¿¿¿{"start":{"line":65,"column":13},"end":{"line":65,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
967¿BlockStatement¿¿1146¿¿¿¿{"start":{"line":61,"column":27},"end":{"line":66,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BlockStatement
968¿VariableDeclarator¿¿1146¿v117¿¿¿{"start":{"line":68,"column":25},"end":{"line":68,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
969¿UnaryExpression¿void¿1146¿¿¿¿{"start":{"line":68,"column":25},"end":{"line":68,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿UnaryExpression
970¿Literal¿number¿1146¿¿0¿¿{"start":{"line":68,"column":30},"end":{"line":68,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Literal
971¿VariableDeclarator¿¿1146¿v118¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
972¿BinaryExpression¿===¿1146¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BinaryExpression
973¿Identifier¿¿1146¿currentValue¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
974¿Identifier¿¿1146¿v117¿¿¿¿¿Identifier
975¿IfStatement¿¿1146¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":75,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿IfStatement
976¿Identifier¿¿1146¿v118¿¿¿¿¿Identifier
977¿VariableDeclarator¿¿1146¿v119¿¿¿{"start":{"line":70,"column":17},"end":{"line":70,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
978¿MemberExpression¿computed¿1146¿¿¿¿{"start":{"line":70,"column":17},"end":{"line":70,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
979¿Identifier¿¿1146¿path¿¿¿{"start":{"line":70,"column":17},"end":{"line":70,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
980¿Literal¿number¿1146¿¿1¿¿{"start":{"line":70,"column":22},"end":{"line":70,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Literal
981¿VariableDeclarator¿¿1146¿v120¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
982¿UnaryExpression¿typeof¿1146¿¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿UnaryExpression
983¿Identifier¿¿1146¿v119¿¿¿¿¿Identifier
984¿VariableDeclarator¿¿1146¿v121¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
985¿BinaryExpression¿===¿1146¿¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BinaryExpression
986¿Identifier¿¿1146¿v120¿¿¿¿¿Identifier
987¿Literal¿string¿1146¿¿'number'¿¿{"start":{"line":70,"column":29},"end":{"line":70,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Literal
988¿IfStatement¿¿1146¿¿¿¿{"start":{"line":70,"column":6},"end":{"line":74,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿IfStatement
989¿Identifier¿¿1146¿v121¿¿¿¿¿Identifier
990¿ExpressionStatement¿¿1146¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿ExpressionStatement
991¿AssignmentExpression¿=¿1146¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿AssignmentExpression
992¿MemberExpression¿computed¿1146¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
993¿Identifier¿¿1146¿obj¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
994¿Identifier¿¿1146¿currentPath¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
995¿ArrayExpression¿¿1146¿¿¿¿{"start":{"line":71,"column":27},"end":{"line":71,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿ArrayExpression
996¿BlockStatement¿¿1146¿¿¿¿{"start":{"line":70,"column":39},"end":{"line":72,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BlockStatement
997¿VariableDeclarator¿¿1146¿v122¿¿¿{"start":{"line":73,"column":27},"end":{"line":73,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
998¿ObjectExpression¿¿1146¿¿¿¿¿¿ObjectExpression
999¿ExpressionStatement¿¿1146¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿ExpressionStatement
1000¿AssignmentExpression¿=¿1146¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿AssignmentExpression
1001¿MemberExpression¿computed¿1146¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
1002¿Identifier¿¿1146¿obj¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1003¿Identifier¿¿1146¿currentPath¿¿¿{"start":{"line":73,"column":12},"end":{"line":73,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1004¿Identifier¿¿1146¿v122¿¿¿¿¿Identifier
1005¿BlockStatement¿¿1146¿¿¿¿{"start":{"line":72,"column":13},"end":{"line":74,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BlockStatement
1006¿BlockStatement¿¿1146¿¿¿¿{"start":{"line":68,"column":33},"end":{"line":75,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BlockStatement
1007¿VariableDeclarator¿¿1146¿v123¿¿¿{"start":{"line":77,"column":21},"end":{"line":77,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
1008¿MemberExpression¿computed¿1146¿¿¿¿{"start":{"line":77,"column":21},"end":{"line":77,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
1009¿Identifier¿¿1146¿obj¿¿¿{"start":{"line":77,"column":21},"end":{"line":77,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1010¿Identifier¿¿1146¿currentPath¿¿¿{"start":{"line":77,"column":25},"end":{"line":77,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1011¿VariableDeclarator¿¿1146¿v124¿¿¿{"start":{"line":77,"column":39},"end":{"line":77,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
1012¿CallExpression¿¿1146¿¿¿¿{"start":{"line":77,"column":39},"end":{"line":77,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿CallExpression
1013¿MemberExpression¿¿1146¿¿¿¿{"start":{"line":77,"column":39},"end":{"line":77,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
1014¿Identifier¿¿1146¿path¿¿¿{"start":{"line":77,"column":39},"end":{"line":77,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1015¿Identifier¿¿1146¿slice¿¿¿{"start":{"line":77,"column":44},"end":{"line":77,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1016¿Literal¿number¿1146¿¿1¿¿{"start":{"line":77,"column":50},"end":{"line":77,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Literal
1017¿VariableDeclarator¿¿1146¿v125¿¿¿{"start":{"line":77,"column":11},"end":{"line":77,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
1018¿CallExpression¿¿1146¿¿¿¿{"start":{"line":77,"column":11},"end":{"line":77,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿CallExpression
1019¿MemberExpression¿¿1146¿¿¿¿{"start":{"line":77,"column":11},"end":{"line":77,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
1020¿Identifier¿¿1146¿utils¿¿¿{"start":{"line":77,"column":11},"end":{"line":77,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1021¿Identifier¿¿1146¿set¿¿¿{"start":{"line":77,"column":17},"end":{"line":77,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1022¿Identifier¿¿1146¿v123¿¿¿¿¿Identifier
1023¿Identifier¿¿1146¿v124¿¿¿¿¿Identifier
1024¿Identifier¿¿1146¿value¿¿¿{"start":{"line":77,"column":54},"end":{"line":77,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1025¿Identifier¿¿1146¿doNotReplace¿¿¿{"start":{"line":77,"column":61},"end":{"line":77,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1026¿ReturnStatement¿¿1146¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿ReturnStatement
1027¿Identifier¿¿1146¿v125¿¿¿¿¿Identifier
1028¿BlockStatement¿¿1146¿¿¿¿{"start":{"line":49,"column":43},"end":{"line":78,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BlockStatement
1029¿VariableDeclarator¿exported¿1130¿v128¿¿¿{"start":{"line":80,"column":9},"end":{"line":82,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
1030¿FunctionExpression¿¿1130¿anon¿¿¿{"start":{"line":80,"column":9},"end":{"line":82,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿FunctionExpression
1031¿Identifier¿¿0¿first¿¿¿{"start":{"line":80,"column":18},"end":{"line":80,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1032¿Identifier¿¿0¿second¿¿¿{"start":{"line":80,"column":25},"end":{"line":80,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1033¿VariableDeclarator¿¿1155¿v127¿¿¿{"start":{"line":81,"column":11},"end":{"line":81,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
1034¿BinaryExpression¿===¿1155¿¿¿¿{"start":{"line":81,"column":11},"end":{"line":81,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BinaryExpression
1035¿Identifier¿¿1155¿first¿¿¿{"start":{"line":81,"column":11},"end":{"line":81,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1036¿Identifier¿¿1155¿second¿¿¿{"start":{"line":81,"column":21},"end":{"line":81,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1037¿ReturnStatement¿¿1155¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿ReturnStatement
1038¿Identifier¿¿1155¿v127¿¿¿¿¿Identifier
1039¿BlockStatement¿¿1155¿¿¿¿{"start":{"line":80,"column":32},"end":{"line":82,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BlockStatement
1040¿VariableDeclarator¿exported¿1130¿v138¿¿¿{"start":{"line":90,"column":8},"end":{"line":96,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
1041¿FunctionExpression¿¿1130¿anon¿¿¿{"start":{"line":90,"column":8},"end":{"line":96,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿FunctionExpression
1042¿Identifier¿¿0¿value¿¿¿{"start":{"line":90,"column":18},"end":{"line":90,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1043¿VariableDeclarator¿¿1157¿v129¿¿¿{"start":{"line":91,"column":17},"end":{"line":91,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
1044¿MemberExpression¿¿1157¿¿¿¿{"start":{"line":91,"column":17},"end":{"line":91,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
1045¿Identifier¿¿1157¿value¿¿¿{"start":{"line":91,"column":17},"end":{"line":91,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1046¿Identifier¿¿1157¿constructor¿¿¿{"start":{"line":91,"column":23},"end":{"line":91,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1047¿VariableDeclarator¿¿1157¿v130¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
1048¿LogicalExpression¿&&¿1157¿¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿LogicalExpression
1049¿Identifier¿¿1157¿value¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1050¿Identifier¿¿1157¿v129¿¿¿¿¿Identifier
1051¿IfStatement¿¿1157¿¿¿¿{"start":{"line":91,"column":4},"end":{"line":95,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿IfStatement
1052¿Identifier¿¿1157¿v130¿¿¿¿¿Identifier
1053¿VariableDeclarator¿¿1157¿v131¿¿¿{"start":{"line":92,"column":13},"end":{"line":92,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
1054¿MemberExpression¿¿1157¿¿¿¿{"start":{"line":92,"column":13},"end":{"line":92,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
1055¿Identifier¿¿1157¿value¿¿¿{"start":{"line":92,"column":13},"end":{"line":92,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1056¿Identifier¿¿1157¿constructor¿¿¿{"start":{"line":92,"column":19},"end":{"line":92,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1057¿VariableDeclarator¿¿1157¿v132¿¿¿{"start":{"line":92,"column":13},"end":{"line":92,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
1058¿MemberExpression¿¿1157¿¿¿¿{"start":{"line":92,"column":13},"end":{"line":92,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
1059¿Identifier¿¿1157¿v131¿¿¿¿¿Identifier
1060¿Identifier¿¿1157¿name¿¿¿{"start":{"line":92,"column":31},"end":{"line":92,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1061¿ReturnStatement¿¿1157¿¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿ReturnStatement
1062¿Identifier¿¿1157¿v132¿¿¿¿¿Identifier
1063¿BlockStatement¿¿1157¿¿¿¿{"start":{"line":91,"column":35},"end":{"line":93,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BlockStatement
1064¿VariableDeclarator¿¿1157¿v133¿¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
1065¿MemberExpression¿¿1157¿¿¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
1066¿Identifier¿¿1157¿Object¿¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
1067¿Identifier¿¿1157¿prototype¿¿¿{"start":{"line":94,"column":20},"end":{"line":94,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
