Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
913¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":149,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Program
1195¿Identifier¿¿1579¿address¿¿¿{"start":{"line":64,"column":23},"end":{"line":64,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1196¿Identifier¿¿1579¿close¿¿¿{"start":{"line":64,"column":32},"end":{"line":64,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1197¿ExpressionStatement¿¿1579¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ExpressionStatement
1198¿Identifier¿¿1579¿v111¿¿¿¿¿Identifier
1199¿VariableDeclarator¿¿1579¿v112¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1200¿CallExpression¿¿1579¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1201¿MemberExpression¿¿1579¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1202¿Identifier¿¿1579¿socket¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1203¿Identifier¿¿1579¿once¿¿¿{"start":{"line":65,"column":11},"end":{"line":65,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1204¿Literal¿string¿1579¿¿'error'¿¿{"start":{"line":65,"column":16},"end":{"line":65,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1205¿Identifier¿¿1579¿close¿¿¿{"start":{"line":65,"column":25},"end":{"line":65,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1206¿ExpressionStatement¿¿1579¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ExpressionStatement
1207¿Identifier¿¿1579¿v112¿¿¿¿¿Identifier
1208¿VariableDeclarator¿¿1579¿close¿¿¿{"start":{"line":67,"column":4},"end":{"line":70,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1209¿FunctionExpression¿¿1579¿anon¿¿¿{"start":{"line":67,"column":4},"end":{"line":70,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿FunctionExpression
1210¿VariableDeclarator¿¿1581¿v113¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1211¿CallExpression¿¿1581¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1212¿MemberExpression¿¿1581¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1213¿Identifier¿¿1581¿socket¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1214¿Identifier¿¿1581¿destroy¿¿¿{"start":{"line":68,"column":13},"end":{"line":68,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1215¿ExpressionStatement¿¿1581¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ExpressionStatement
1216¿Identifier¿¿1581¿v113¿¿¿¿¿Identifier
1217¿VariableDeclarator¿¿1581¿v114¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1218¿CallExpression¿¿1581¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1219¿Identifier¿¿1581¿resolve¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1220¿Identifier¿¿1581¿address¿¿¿{"start":{"line":69,"column":14},"end":{"line":69,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1221¿ExpressionStatement¿¿1581¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ExpressionStatement
1222¿Identifier¿¿1581¿v114¿¿¿¿¿Identifier
1223¿BlockStatement¿¿1581¿¿¿¿{"start":{"line":67,"column":22},"end":{"line":70,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1224¿BlockStatement¿¿1579¿¿¿¿{"start":{"line":61,"column":40},"end":{"line":71,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1225¿VariableDeclarator¿¿1577¿v116¿¿¿{"start":{"line":61,"column":9},"end":{"line":71,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1226¿NewExpression¿¿1577¿¿¿¿{"start":{"line":61,"column":9},"end":{"line":71,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿NewExpression
1227¿Identifier¿¿1577¿Promise¿¿¿{"start":{"line":61,"column":13},"end":{"line":61,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1228¿Identifier¿¿1577¿v115¿¿¿¿¿Identifier
1229¿ReturnStatement¿¿1577¿¿¿¿{"start":{"line":61,"column":2},"end":{"line":71,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1230¿Identifier¿¿1577¿v116¿¿¿¿¿Identifier
1231¿BlockStatement¿¿1577¿¿¿¿{"start":{"line":60,"column":30},"end":{"line":72,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1232¿VariableDeclarator¿¿1564¿arpAll¿¿¿{"start":{"line":77,"column":0},"end":{"line":79,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1233¿FunctionExpression¿¿1564¿anon¿¿¿{"start":{"line":77,"column":0},"end":{"line":79,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿FunctionExpression
1234¿VariableDeclarator¿¿1583¿v117¿¿¿{"start":{"line":78,"column":9},"end":{"line":78,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1235¿CallExpression¿¿1583¿¿¿¿{"start":{"line":78,"column":9},"end":{"line":78,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1236¿MemberExpression¿¿1583¿¿¿¿{"start":{"line":78,"column":9},"end":{"line":78,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1237¿Identifier¿¿1583¿cp¿¿¿{"start":{"line":78,"column":9},"end":{"line":78,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1238¿Identifier¿¿1583¿exec¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1239¿Literal¿string¿1583¿¿'arp -a'¿¿{"start":{"line":78,"column":17},"end":{"line":78,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1240¿VariableDeclarator¿¿1583¿v118¿¿¿{"start":{"line":78,"column":9},"end":{"line":78,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1241¿CallExpression¿¿1583¿¿¿¿{"start":{"line":78,"column":9},"end":{"line":78,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1242¿MemberExpression¿¿1583¿¿¿¿{"start":{"line":78,"column":9},"end":{"line":78,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1243¿Identifier¿¿1583¿v117¿¿¿¿¿Identifier
1244¿Identifier¿¿1583¿then¿¿¿{"start":{"line":78,"column":27},"end":{"line":78,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1245¿Identifier¿¿1583¿parseAll¿¿¿{"start":{"line":78,"column":32},"end":{"line":78,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1246¿ReturnStatement¿¿1583¿¿¿¿{"start":{"line":78,"column":2},"end":{"line":78,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1247¿Identifier¿¿1583¿v118¿¿¿¿¿Identifier
1248¿BlockStatement¿¿1583¿¿¿¿{"start":{"line":77,"column":19},"end":{"line":79,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1249¿VariableDeclarator¿¿1564¿parseAll¿¿¿{"start":{"line":84,"column":0},"end":{"line":108,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1250¿FunctionExpression¿¿1564¿anon¿¿¿{"start":{"line":84,"column":0},"end":{"line":108,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿FunctionExpression
1251¿Identifier¿¿0¿data¿¿¿{"start":{"line":84,"column":19},"end":{"line":84,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1252¿VariableDeclarator¿¿1585¿v119¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1253¿UnaryExpression¿!¿1585¿¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿UnaryExpression
1254¿Identifier¿¿1585¿data¿¿¿{"start":{"line":85,"column":7},"end":{"line":85,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1255¿VariableDeclarator¿¿1585¿v120¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1256¿MemberExpression¿computed¿1585¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1257¿Identifier¿¿1585¿data¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1258¿Literal¿number¿1585¿¿0¿¿{"start":{"line":85,"column":21},"end":{"line":85,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1259¿VariableDeclarator¿¿1585¿v121¿¿¿{"start":{"line":85,"column":15},"end":{"line":85,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1260¿UnaryExpression¿!¿1585¿¿¿¿{"start":{"line":85,"column":15},"end":{"line":85,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿UnaryExpression
1261¿Identifier¿¿1585¿v120¿¿¿¿¿Identifier
1262¿VariableDeclarator¿¿1585¿v122¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1263¿LogicalExpression¿||¿1585¿¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿LogicalExpression
1264¿Identifier¿¿1585¿v119¿¿¿¿¿Identifier
1265¿Identifier¿¿1585¿v121¿¿¿¿¿Identifier
1266¿IfStatement¿¿1585¿¿¿¿{"start":{"line":85,"column":2},"end":{"line":87,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿IfStatement
1267¿Identifier¿¿1585¿v122¿¿¿¿¿Identifier
1268¿VariableDeclarator¿¿1585¿v123¿¿¿{"start":{"line":86,"column":11},"end":{"line":86,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1269¿ArrayExpression¿¿1585¿¿¿¿{"start":{"line":86,"column":11},"end":{"line":86,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ArrayExpression
1270¿ReturnStatement¿¿1585¿¿¿¿{"start":{"line":86,"column":4},"end":{"line":86,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1271¿Identifier¿¿1585¿v123¿¿¿¿¿Identifier
1272¿BlockStatement¿¿1585¿¿¿¿{"start":{"line":85,"column":25},"end":{"line":87,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1273¿VariableDeclarator¿¿1585¿v124¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1274¿MemberExpression¿¿1585¿¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1275¿Identifier¿¿1585¿process¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1276¿Identifier¿¿1585¿platform¿¿¿{"start":{"line":89,"column":14},"end":{"line":89,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1277¿VariableDeclarator¿¿1585¿v125¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1278¿CallExpression¿¿1585¿¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1279¿MemberExpression¿¿1585¿¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1280¿Identifier¿¿1585¿v124¿¿¿¿¿Identifier
1281¿Identifier¿¿1585¿includes¿¿¿{"start":{"line":89,"column":23},"end":{"line":89,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1282¿Literal¿string¿1585¿¿'linux'¿¿{"start":{"line":89,"column":32},"end":{"line":89,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1283¿IfStatement¿¿1585¿¿¿¿{"start":{"line":89,"column":2},"end":{"line":99,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿IfStatement
1284¿Identifier¿¿1585¿v125¿¿¿¿¿Identifier
1285¿VariableDeclarator¿¿1585¿v126¿¿¿{"start":{"line":90,"column":15},"end":{"line":90,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1286¿MemberExpression¿computed¿1585¿¿¿¿{"start":{"line":90,"column":15},"end":{"line":90,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1287¿Identifier¿¿1585¿data¿¿¿{"start":{"line":90,"column":15},"end":{"line":90,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1288¿Literal¿number¿1585¿¿0¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1289¿VariableDeclarator¿¿1585¿rows¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1290¿CallExpression¿¿1585¿¿¿¿{"start":{"line":90,"column":15},"end":{"line":90,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1291¿MemberExpression¿¿1585¿¿¿¿{"start":{"line":90,"column":15},"end":{"line":90,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1292¿Identifier¿¿1585¿v126¿¿¿¿¿Identifier
1293¿Identifier¿¿1585¿split¿¿¿{"start":{"line":90,"column":23},"end":{"line":90,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1294¿Literal¿string¿1585¿¿'\n'¿¿{"start":{"line":90,"column":29},"end":{"line":90,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1295¿VariableDeclarator¿¿1585¿v128¿¿¿{"start":{"line":91,"column":20},"end":{"line":93,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1296¿FunctionExpression¿¿1585¿anon¿¿¿{"start":{"line":91,"column":20},"end":{"line":93,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿FunctionExpression
1297¿Identifier¿¿0¿row¿¿¿{"start":{"line":91,"column":30},"end":{"line":91,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1298¿VariableDeclarator¿¿1588¿v127¿¿¿{"start":{"line":92,"column":13},"end":{"line":92,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1299¿CallExpression¿¿1588¿¿¿¿{"start":{"line":92,"column":13},"end":{"line":92,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1300¿Identifier¿¿1588¿parseLinux¿¿¿{"start":{"line":92,"column":13},"end":{"line":92,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1301¿Identifier¿¿1588¿row¿¿¿{"start":{"line":92,"column":24},"end":{"line":92,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1302¿Identifier¿¿1588¿servers¿¿¿{"start":{"line":92,"column":29},"end":{"line":92,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1303¿ReturnStatement¿¿1588¿¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1304¿Identifier¿¿1588¿v127¿¿¿¿¿Identifier
1305¿BlockStatement¿¿1588¿¿¿¿{"start":{"line":91,"column":35},"end":{"line":93,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1306¿VariableDeclarator¿¿1585¿v129¿¿¿{"start":{"line":91,"column":11},"end":{"line":93,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1307¿CallExpression¿¿1585¿¿¿¿{"start":{"line":91,"column":11},"end":{"line":93,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1308¿MemberExpression¿¿1585¿¿¿¿{"start":{"line":91,"column":11},"end":{"line":91,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1309¿Identifier¿¿1585¿rows¿¿¿{"start":{"line":91,"column":11},"end":{"line":91,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1310¿Identifier¿¿1585¿map¿¿¿{"start":{"line":91,"column":16},"end":{"line":91,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1311¿Identifier¿¿1585¿v128¿¿¿¿¿Identifier
1312¿VariableDeclarator¿¿1585¿v130¿¿¿{"start":{"line":91,"column":11},"end":{"line":93,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1313¿CallExpression¿¿1585¿¿¿¿{"start":{"line":91,"column":11},"end":{"line":93,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1314¿MemberExpression¿¿1585¿¿¿¿{"start":{"line":91,"column":11},"end":{"line":93,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1315¿Identifier¿¿1585¿v129¿¿¿¿¿Identifier
1316¿Identifier¿¿1585¿filter¿¿¿{"start":{"line":93,"column":7},"end":{"line":93,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1317¿Identifier¿¿1585¿Boolean¿¿¿{"start":{"line":93,"column":14},"end":{"line":93,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1318¿ReturnStatement¿¿1585¿¿¿¿{"start":{"line":91,"column":4},"end":{"line":93,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1319¿Identifier¿¿1585¿v130¿¿¿¿¿Identifier
1320¿BlockStatement¿¿1585¿¿¿¿{"start":{"line":89,"column":42},"end":{"line":94,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1321¿VariableDeclarator¿¿1585¿v131¿¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1322¿MemberExpression¿¿1585¿¿¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1323¿Identifier¿¿1585¿process¿¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1324¿Identifier¿¿1585¿platform¿¿¿{"start":{"line":94,"column":21},"end":{"line":94,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1325¿VariableDeclarator¿¿1585¿v132¿¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1326¿CallExpression¿¿1585¿¿¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1327¿MemberExpression¿¿1585¿¿¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1328¿Identifier¿¿1585¿v131¿¿¿¿¿Identifier
1329¿Identifier¿¿1585¿includes¿¿¿{"start":{"line":94,"column":30},"end":{"line":94,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1330¿Literal¿string¿1585¿¿'win32'¿¿{"start":{"line":94,"column":39},"end":{"line":94,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1331¿IfStatement¿¿1585¿¿¿¿{"start":{"line":94,"column":9},"end":{"line":99,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿IfStatement
1332¿Identifier¿¿1585¿v132¿¿¿¿¿Identifier
1333¿VariableDeclarator¿¿1585¿v133¿¿¿{"start":{"line":95,"column":18},"end":{"line":95,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1334¿MemberExpression¿computed¿1585¿¿¿¿{"start":{"line":95,"column":18},"end":{"line":95,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1335¿Identifier¿¿1585¿data¿¿¿{"start":{"line":95,"column":18},"end":{"line":95,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1336¿Literal¿number¿1585¿¿0¿¿{"start":{"line":95,"column":23},"end":{"line":95,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1337¿VariableDeclarator¿¿1585¿v134¿¿¿{"start":{"line":95,"column":18},"end":{"line":95,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1338¿CallExpression¿¿1585¿¿¿¿{"start":{"line":95,"column":18},"end":{"line":95,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
