Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
778¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":162,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Program
1064¿MemberExpression¿computed¿1338¿¿¿¿{"start":{"line":68,"column":20},"end":{"line":68,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1065¿Identifier¿¿1338¿item¿¿¿{"start":{"line":68,"column":20},"end":{"line":68,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1066¿Identifier¿¿1338¿i¿¿¿{"start":{"line":68,"column":25},"end":{"line":68,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1067¿VariableDeclarator¿¿1338¿v102¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1068¿CallExpression¿¿1338¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿CallExpression
1069¿MemberExpression¿¿1338¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1070¿Identifier¿¿1338¿newArray¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1071¿Identifier¿¿1338¿push¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1072¿Identifier¿¿1338¿v101¿¿¿¿¿Identifier
1073¿ExpressionStatement¿¿1338¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
1074¿Identifier¿¿1338¿v102¿¿¿¿¿Identifier
1075¿VariableDeclarator¿¿1338¿v103¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1076¿MemberExpression¿computed¿1338¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1077¿Identifier¿¿1338¿item¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1078¿Identifier¿¿1338¿i¿¿¿{"start":{"line":69,"column":13},"end":{"line":69,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1079¿ExpressionStatement¿¿1338¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
1080¿AssignmentExpression¿=¿1338¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿AssignmentExpression
1081¿MemberExpression¿computed¿1338¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1082¿Identifier¿¿1338¿u¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1083¿Identifier¿¿1338¿v103¿¿¿¿¿Identifier
1084¿Literal¿number¿1338¿¿1¿¿{"start":{"line":69,"column":19},"end":{"line":69,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Literal
1085¿BlockStatement¿¿1338¿¿¿¿{"start":{"line":67,"column":45},"end":{"line":70,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BlockStatement
1086¿VariableDeclarator¿¿1338¿v95¿¿¿{"start":{"line":66,"column":42},"end":{"line":66,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1087¿UpdateExpression¿¿1338¿¿¿¿{"start":{"line":66,"column":42},"end":{"line":66,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿UpdateExpression
1088¿Identifier¿¿1338¿i¿¿¿{"start":{"line":66,"column":44},"end":{"line":66,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1089¿ExpressionStatement¿¿1338¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":71,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
1090¿AssignmentExpression¿=¿1338¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":71,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿AssignmentExpression
1091¿Identifier¿¿1338¿v94¿¿¿{"start":{"line":66,"column":2},"end":{"line":71,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1092¿BinaryExpression¿<¿1338¿¿¿¿{"start":{"line":66,"column":35},"end":{"line":66,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BinaryExpression
1093¿Identifier¿¿1338¿i¿¿¿{"start":{"line":66,"column":35},"end":{"line":66,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1094¿Identifier¿¿1338¿l¿¿¿{"start":{"line":66,"column":39},"end":{"line":66,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1095¿BlockStatement¿¿1338¿¿¿¿¿¿BlockStatement
1096¿ReturnStatement¿¿1338¿¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ReturnStatement
1097¿Identifier¿¿1338¿newArray¿¿¿{"start":{"line":72,"column":9},"end":{"line":72,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1098¿BlockStatement¿¿1338¿¿¿¿{"start":{"line":63,"column":27},"end":{"line":73,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BlockStatement
1099¿VariableDeclarator¿exported¿1322¿error¿¿¿{"start":{"line":81,"column":0},"end":{"line":85,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1100¿FunctionExpression¿¿1322¿anon¿¿¿{"start":{"line":81,"column":0},"end":{"line":85,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿FunctionExpression
1101¿Identifier¿¿0¿message¿¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1102¿VariableDeclarator¿¿1342¿err¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1103¿NewExpression¿¿1342¿¿¿¿{"start":{"line":82,"column":14},"end":{"line":82,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿NewExpression
1104¿Identifier¿¿1342¿Error¿¿¿{"start":{"line":82,"column":18},"end":{"line":82,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1105¿Identifier¿¿1342¿message¿¿¿{"start":{"line":82,"column":24},"end":{"line":82,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1106¿ExpressionStatement¿¿1342¿¿¿¿{"start":{"line":83,"column":2},"end":{"line":83,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
1107¿AssignmentExpression¿=¿1342¿¿¿¿{"start":{"line":83,"column":2},"end":{"line":83,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿AssignmentExpression
1108¿MemberExpression¿¿1342¿¿¿¿{"start":{"line":83,"column":2},"end":{"line":83,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1109¿Identifier¿¿1342¿err¿¿¿{"start":{"line":83,"column":2},"end":{"line":83,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1110¿Identifier¿¿1342¿showStack¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1111¿Literal¿boolean¿1342¿¿false¿¿{"start":{"line":83,"column":18},"end":{"line":83,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Literal
1112¿ReturnStatement¿¿1342¿¿¿¿{"start":{"line":84,"column":2},"end":{"line":84,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ReturnStatement
1113¿Identifier¿¿1342¿err¿¿¿{"start":{"line":84,"column":9},"end":{"line":84,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1114¿BlockStatement¿¿1342¿¿¿¿{"start":{"line":81,"column":24},"end":{"line":85,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BlockStatement
1115¿VariableDeclarator¿exported¿1322¿toYaml¿¿¿{"start":{"line":92,"column":0},"end":{"line":94,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1116¿FunctionExpression¿¿1322¿anon¿¿¿{"start":{"line":92,"column":0},"end":{"line":94,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿FunctionExpression
1117¿Identifier¿¿0¿object¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1118¿VariableDeclarator¿¿1344¿v104¿¿¿{"start":{"line":93,"column":9},"end":{"line":93,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1119¿CallExpression¿¿1344¿¿¿¿{"start":{"line":93,"column":9},"end":{"line":93,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿CallExpression
1120¿MemberExpression¿¿1344¿¿¿¿{"start":{"line":93,"column":9},"end":{"line":93,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1121¿Identifier¿¿1344¿yaml¿¿¿{"start":{"line":93,"column":9},"end":{"line":93,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1122¿Identifier¿¿1344¿safeDump¿¿¿{"start":{"line":93,"column":14},"end":{"line":93,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1123¿Identifier¿¿1344¿object¿¿¿{"start":{"line":93,"column":23},"end":{"line":93,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1124¿ReturnStatement¿¿1344¿¿¿¿{"start":{"line":93,"column":2},"end":{"line":93,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ReturnStatement
1125¿Identifier¿¿1344¿v104¿¿¿¿¿Identifier
1126¿BlockStatement¿¿1344¿¿¿¿{"start":{"line":92,"column":24},"end":{"line":94,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BlockStatement
1127¿VariableDeclarator¿exported¿1322¿fromYaml¿¿¿{"start":{"line":101,"column":0},"end":{"line":103,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1128¿FunctionExpression¿¿1322¿anon¿¿¿{"start":{"line":101,"column":0},"end":{"line":103,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿FunctionExpression
1129¿Identifier¿¿0¿string¿¿¿{"start":{"line":101,"column":18},"end":{"line":101,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1130¿VariableDeclarator¿¿1346¿v105¿¿¿{"start":{"line":102,"column":9},"end":{"line":102,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1131¿CallExpression¿¿1346¿¿¿¿{"start":{"line":102,"column":9},"end":{"line":102,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿CallExpression
1132¿MemberExpression¿¿1346¿¿¿¿{"start":{"line":102,"column":9},"end":{"line":102,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1133¿Identifier¿¿1346¿yaml¿¿¿{"start":{"line":102,"column":9},"end":{"line":102,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1134¿Identifier¿¿1346¿safeLoad¿¿¿{"start":{"line":102,"column":14},"end":{"line":102,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1135¿Identifier¿¿1346¿string¿¿¿{"start":{"line":102,"column":23},"end":{"line":102,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1136¿ReturnStatement¿¿1346¿¿¿¿{"start":{"line":102,"column":2},"end":{"line":102,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ReturnStatement
1137¿Identifier¿¿1346¿v105¿¿¿¿¿Identifier
1138¿BlockStatement¿¿1346¿¿¿¿{"start":{"line":101,"column":26},"end":{"line":103,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BlockStatement
1139¿VariableDeclarator¿exported¿1322¿readYamlFile¿¿¿{"start":{"line":111,"column":0},"end":{"line":116,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1140¿FunctionExpression¿¿1322¿anon¿¿¿{"start":{"line":111,"column":0},"end":{"line":116,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿FunctionExpression
1141¿Identifier¿¿0¿file¿¿¿{"start":{"line":111,"column":22},"end":{"line":111,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1142¿Identifier¿¿0¿cb¿¿¿{"start":{"line":111,"column":28},"end":{"line":111,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1143¿VariableDeclarator¿¿1348¿v108¿¿¿{"start":{"line":112,"column":28},"end":{"line":115,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1144¿ArrowFunctionExpression¿¿1348¿¿¿¿{"start":{"line":112,"column":28},"end":{"line":115,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ArrowFunctionExpression
1145¿Identifier¿¿0¿err¿¿¿{"start":{"line":112,"column":29},"end":{"line":112,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1146¿Identifier¿¿0¿data¿¿¿{"start":{"line":112,"column":34},"end":{"line":112,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1147¿IfStatement¿¿1350¿¿¿¿{"start":{"line":113,"column":4},"end":{"line":113,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿IfStatement
1148¿Identifier¿¿1350¿err¿¿¿{"start":{"line":113,"column":8},"end":{"line":113,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1149¿ThrowStatement¿¿1350¿¿¿¿{"start":{"line":113,"column":13},"end":{"line":113,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ThrowStatement
1150¿Identifier¿¿1350¿err¿¿¿{"start":{"line":113,"column":19},"end":{"line":113,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1151¿BlockStatement¿¿1350¿¿¿¿¿¿BlockStatement
1152¿VariableDeclarator¿¿1350¿v106¿¿¿{"start":{"line":114,"column":7},"end":{"line":114,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1153¿CallExpression¿¿1350¿¿¿¿{"start":{"line":114,"column":7},"end":{"line":114,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿CallExpression
1154¿MemberExpression¿¿1350¿¿¿¿{"start":{"line":114,"column":7},"end":{"line":114,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1155¿Identifier¿¿1350¿yaml¿¿¿{"start":{"line":114,"column":7},"end":{"line":114,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1156¿Identifier¿¿1350¿safeLoad¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1157¿Identifier¿¿1350¿data¿¿¿{"start":{"line":114,"column":21},"end":{"line":114,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1158¿VariableDeclarator¿¿1350¿v107¿¿¿{"start":{"line":114,"column":4},"end":{"line":114,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1159¿CallExpression¿¿1350¿¿¿¿{"start":{"line":114,"column":4},"end":{"line":114,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿CallExpression
1160¿Identifier¿¿1350¿cb¿¿¿{"start":{"line":114,"column":4},"end":{"line":114,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1161¿Identifier¿¿1350¿v106¿¿¿¿¿Identifier
1162¿ExpressionStatement¿¿1350¿¿¿¿{"start":{"line":114,"column":4},"end":{"line":114,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
1163¿Identifier¿¿1350¿v107¿¿¿¿¿Identifier
1164¿BlockStatement¿¿1350¿¿¿¿{"start":{"line":112,"column":43},"end":{"line":115,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BlockStatement
1165¿VariableDeclarator¿¿1348¿v109¿¿¿{"start":{"line":112,"column":2},"end":{"line":115,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1166¿CallExpression¿¿1348¿¿¿¿{"start":{"line":112,"column":2},"end":{"line":115,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿CallExpression
1167¿MemberExpression¿¿1348¿¿¿¿{"start":{"line":112,"column":2},"end":{"line":112,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1168¿Identifier¿¿1348¿fs¿¿¿{"start":{"line":112,"column":2},"end":{"line":112,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1169¿Identifier¿¿1348¿readFile¿¿¿{"start":{"line":112,"column":5},"end":{"line":112,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1170¿Identifier¿¿1348¿file¿¿¿{"start":{"line":112,"column":14},"end":{"line":112,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1171¿Literal¿string¿1348¿¿'utf8'¿¿{"start":{"line":112,"column":20},"end":{"line":112,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Literal
1172¿Identifier¿¿1348¿v108¿¿¿¿¿Identifier
1173¿ExpressionStatement¿¿1348¿¿¿¿{"start":{"line":112,"column":2},"end":{"line":115,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
1174¿Identifier¿¿1348¿v109¿¿¿¿¿Identifier
1175¿BlockStatement¿¿1348¿¿¿¿{"start":{"line":111,"column":32},"end":{"line":116,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BlockStatement
1176¿VariableDeclarator¿exported¿1322¿readYamlFileSync¿¿¿{"start":{"line":124,"column":0},"end":{"line":126,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1177¿FunctionExpression¿¿1322¿anon¿¿¿{"start":{"line":124,"column":0},"end":{"line":126,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿FunctionExpression
1178¿Identifier¿¿0¿file¿¿¿{"start":{"line":124,"column":26},"end":{"line":124,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1179¿VariableDeclarator¿¿1353¿v110¿¿¿{"start":{"line":125,"column":23},"end":{"line":125,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1180¿CallExpression¿¿1353¿¿¿¿{"start":{"line":125,"column":23},"end":{"line":125,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿CallExpression
1181¿MemberExpression¿¿1353¿¿¿¿{"start":{"line":125,"column":23},"end":{"line":125,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1182¿Identifier¿¿1353¿fs¿¿¿{"start":{"line":125,"column":23},"end":{"line":125,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1183¿Identifier¿¿1353¿readFileSync¿¿¿{"start":{"line":125,"column":26},"end":{"line":125,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1184¿Identifier¿¿1353¿file¿¿¿{"start":{"line":125,"column":39},"end":{"line":125,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1185¿Literal¿string¿1353¿¿'utf8'¿¿{"start":{"line":125,"column":45},"end":{"line":125,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Literal
1186¿VariableDeclarator¿¿1353¿v111¿¿¿{"start":{"line":125,"column":9},"end":{"line":125,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1187¿CallExpression¿¿1353¿¿¿¿{"start":{"line":125,"column":9},"end":{"line":125,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿CallExpression
1188¿MemberExpression¿¿1353¿¿¿¿{"start":{"line":125,"column":9},"end":{"line":125,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1189¿Identifier¿¿1353¿yaml¿¿¿{"start":{"line":125,"column":9},"end":{"line":125,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1190¿Identifier¿¿1353¿safeLoad¿¿¿{"start":{"line":125,"column":14},"end":{"line":125,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1191¿Identifier¿¿1353¿v110¿¿¿¿¿Identifier
1192¿ReturnStatement¿¿1353¿¿¿¿{"start":{"line":125,"column":2},"end":{"line":125,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ReturnStatement
1193¿Identifier¿¿1353¿v111¿¿¿¿¿Identifier
1194¿BlockStatement¿¿1353¿¿¿¿{"start":{"line":124,"column":32},"end":{"line":126,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BlockStatement
1195¿VariableDeclarator¿exported¿1322¿writeYamlFile¿¿¿{"start":{"line":135,"column":0},"end":{"line":139,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1196¿FunctionExpression¿¿1322¿anon¿¿¿{"start":{"line":135,"column":0},"end":{"line":139,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿FunctionExpression
1197¿Identifier¿¿0¿file¿¿¿{"start":{"line":135,"column":23},"end":{"line":135,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1198¿Identifier¿¿0¿data¿¿¿{"start":{"line":135,"column":29},"end":{"line":135,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1199¿Identifier¿¿0¿cb¿¿¿{"start":{"line":135,"column":35},"end":{"line":135,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1200¿VariableDeclarator¿¿1355¿v112¿¿¿{"start":{"line":136,"column":21},"end":{"line":136,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
