Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
641¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":86,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Program
932¿Literal¿string¿1118¿¿'Cache-Control'¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
933¿Identifier¿¿1118¿v115¿¿¿¿¿Identifier
934¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿ExpressionStatement
935¿Identifier¿¿1118¿v116¿¿¿¿¿Identifier
936¿VariableDeclarator¿¿1118¿readStream¿¿¿{"start":{"line":56,"column":10},"end":{"line":56,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
937¿CallExpression¿¿1118¿¿¿¿{"start":{"line":56,"column":23},"end":{"line":56,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
938¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":56,"column":23},"end":{"line":56,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
939¿Identifier¿¿1118¿fs¿¿¿{"start":{"line":56,"column":23},"end":{"line":56,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
940¿Identifier¿¿1118¿createReadStream¿¿¿{"start":{"line":56,"column":26},"end":{"line":56,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
941¿Identifier¿¿1118¿filePath¿¿¿{"start":{"line":56,"column":43},"end":{"line":56,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
942¿VariableDeclarator¿¿1118¿v118¿¿¿{"start":{"line":57,"column":28},"end":{"line":59,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
943¿FunctionExpression¿¿1118¿anon¿¿¿{"start":{"line":57,"column":28},"end":{"line":59,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿FunctionExpression
944¿VariableDeclarator¿¿1122¿v117¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
945¿CallExpression¿¿1122¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
946¿MemberExpression¿¿1122¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
947¿Identifier¿¿1122¿readStream¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
948¿Identifier¿¿1122¿pipe¿¿¿{"start":{"line":58,"column":19},"end":{"line":58,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
949¿Identifier¿¿1122¿res¿¿¿{"start":{"line":58,"column":24},"end":{"line":58,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
950¿ExpressionStatement¿¿1122¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿ExpressionStatement
951¿Identifier¿¿1122¿v117¿¿¿¿¿Identifier
952¿BlockStatement¿¿1122¿¿¿¿{"start":{"line":57,"column":39},"end":{"line":59,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿BlockStatement
953¿VariableDeclarator¿¿1118¿v119¿¿¿{"start":{"line":57,"column":6},"end":{"line":59,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
954¿CallExpression¿¿1118¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":59,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
955¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
956¿Identifier¿¿1118¿readStream¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
957¿Identifier¿¿1118¿on¿¿¿{"start":{"line":57,"column":17},"end":{"line":57,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
958¿Literal¿string¿1118¿¿'open'¿¿{"start":{"line":57,"column":20},"end":{"line":57,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
959¿Identifier¿¿1118¿v118¿¿¿¿¿Identifier
960¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":59,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿ExpressionStatement
961¿Identifier¿¿1118¿v119¿¿¿¿¿Identifier
962¿VariableDeclarator¿¿1118¿v126¿¿¿{"start":{"line":61,"column":29},"end":{"line":69,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
963¿FunctionExpression¿¿1118¿anon¿¿¿{"start":{"line":61,"column":29},"end":{"line":69,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿FunctionExpression
964¿Identifier¿¿0¿err¿¿¿{"start":{"line":61,"column":38},"end":{"line":61,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
965¿VariableDeclarator¿¿1124¿v120¿¿¿{"start":{"line":62,"column":18},"end":{"line":62,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
966¿MemberExpression¿¿1124¿¿¿¿{"start":{"line":62,"column":18},"end":{"line":62,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
967¿Identifier¿¿1124¿err¿¿¿{"start":{"line":62,"column":18},"end":{"line":62,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
968¿Identifier¿¿1124¿code¿¿¿{"start":{"line":62,"column":22},"end":{"line":62,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
969¿VariableDeclarator¿¿1124¿v121¿¿¿{"start":{"line":62,"column":18},"end":{"line":62,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
970¿BinaryExpression¿===¿1124¿¿¿¿{"start":{"line":62,"column":18},"end":{"line":62,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿BinaryExpression
971¿Identifier¿¿1124¿v120¿¿¿¿¿Identifier
972¿Literal¿string¿1124¿¿'ENOENT'¿¿{"start":{"line":62,"column":31},"end":{"line":62,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
973¿VariableDeclarator¿¿1124¿v122¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
974¿LogicalExpression¿&&¿1124¿¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿LogicalExpression
975¿Identifier¿¿1124¿err¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
976¿Identifier¿¿1124¿v121¿¿¿¿¿Identifier
977¿IfStatement¿¿1124¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":68,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿IfStatement
978¿Identifier¿¿1124¿v122¿¿¿¿¿Identifier
979¿VariableDeclarator¿¿1124¿v123¿¿¿{"start":{"line":63,"column":17},"end":{"line":63,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
980¿CallExpression¿¿1124¿¿¿¿{"start":{"line":63,"column":17},"end":{"line":63,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
981¿Identifier¿¿1124¿next¿¿¿{"start":{"line":63,"column":17},"end":{"line":63,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
982¿ReturnStatement¿¿1124¿¿¿¿{"start":{"line":63,"column":10},"end":{"line":63,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿ReturnStatement
983¿Identifier¿¿1124¿v123¿¿¿¿¿Identifier
984¿BlockStatement¿¿1124¿¿¿¿{"start":{"line":62,"column":41},"end":{"line":65,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿BlockStatement
985¿VariableDeclarator¿¿1124¿v124¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
986¿CallExpression¿¿1124¿¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
987¿MemberExpression¿¿1124¿¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
988¿Identifier¿¿1124¿res¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
989¿Identifier¿¿1124¿writeHead¿¿¿{"start":{"line":66,"column":14},"end":{"line":66,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
990¿Literal¿number¿1124¿¿500¿¿{"start":{"line":66,"column":24},"end":{"line":66,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
991¿ExpressionStatement¿¿1124¿¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿ExpressionStatement
992¿Identifier¿¿1124¿v124¿¿¿¿¿Identifier
993¿VariableDeclarator¿¿1124¿v125¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
994¿CallExpression¿¿1124¿¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
995¿MemberExpression¿¿1124¿¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
996¿Identifier¿¿1124¿res¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
997¿Identifier¿¿1124¿end¿¿¿{"start":{"line":67,"column":14},"end":{"line":67,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
998¿ExpressionStatement¿¿1124¿¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿ExpressionStatement
999¿Identifier¿¿1124¿v125¿¿¿¿¿Identifier
1000¿BlockStatement¿¿1124¿¿¿¿{"start":{"line":65,"column":15},"end":{"line":68,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿BlockStatement
1001¿BlockStatement¿¿1124¿¿¿¿{"start":{"line":61,"column":43},"end":{"line":69,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿BlockStatement
1002¿VariableDeclarator¿¿1118¿v127¿¿¿{"start":{"line":61,"column":6},"end":{"line":69,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
1003¿CallExpression¿¿1118¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":69,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
1004¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
1005¿Identifier¿¿1118¿readStream¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
1006¿Identifier¿¿1118¿on¿¿¿{"start":{"line":61,"column":17},"end":{"line":61,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
1007¿Literal¿string¿1118¿¿'error'¿¿{"start":{"line":61,"column":20},"end":{"line":61,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
1008¿Identifier¿¿1118¿v126¿¿¿¿¿Identifier
1009¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":69,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿ExpressionStatement
1010¿Identifier¿¿1118¿v127¿¿¿¿¿Identifier
1011¿BlockStatement¿¿1118¿¿¿¿{"start":{"line":29,"column":42},"end":{"line":71,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿BlockStatement
1012¿VariableDeclarator¿¿1115¿v129¿¿¿{"start":{"line":29,"column":4},"end":{"line":71,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
1013¿CallExpression¿¿1115¿¿¿¿{"start":{"line":29,"column":4},"end":{"line":71,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
1014¿MemberExpression¿¿1115¿¿¿¿{"start":{"line":29,"column":4},"end":{"line":29,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
1015¿Identifier¿¿1115¿fs¿¿¿{"start":{"line":29,"column":4},"end":{"line":29,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
1016¿Identifier¿¿1115¿stat¿¿¿{"start":{"line":29,"column":7},"end":{"line":29,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
1017¿Identifier¿¿1115¿filePath¿¿¿{"start":{"line":29,"column":12},"end":{"line":29,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
1018¿Identifier¿¿1115¿v128¿¿¿¿¿Identifier
1019¿ExpressionStatement¿¿1115¿¿¿¿{"start":{"line":29,"column":4},"end":{"line":71,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿ExpressionStatement
1020¿Identifier¿¿1115¿v129¿¿¿¿¿Identifier
1021¿VariableDeclarator¿¿1115¿v143¿¿¿{"start":{"line":74,"column":21},"end":{"line":83,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
1022¿FunctionExpression¿¿1115¿anon¿¿¿{"start":{"line":74,"column":21},"end":{"line":83,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿FunctionExpression
1023¿VariableDeclarator¿¿1127¿deltaTime¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
1024¿CallExpression¿¿1127¿¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
1025¿MemberExpression¿¿1127¿¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
1026¿Identifier¿¿1127¿process¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
1027¿Identifier¿¿1127¿hrtime¿¿¿{"start":{"line":75,"column":30},"end":{"line":75,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
1028¿Identifier¿¿1127¿startTime¿¿¿{"start":{"line":75,"column":37},"end":{"line":75,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
1029¿VariableDeclarator¿¿1127¿v130¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
1030¿MemberExpression¿¿1127¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
1031¿Identifier¿¿1127¿res¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
1032¿Identifier¿¿1127¿statusCode¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
1033¿VariableDeclarator¿¿1127¿v131¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
1034¿MemberExpression¿¿1127¿¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
1035¿Identifier¿¿1127¿req¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
1036¿Identifier¿¿1127¿method¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
1037¿VariableDeclarator¿¿1127¿v132¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
1038¿MemberExpression¿¿1127¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
1039¿Identifier¿¿1127¿req¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
1040¿Identifier¿¿1127¿url¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
1041¿VariableDeclarator¿¿1127¿v133¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
1042¿MemberExpression¿computed¿1127¿¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
1043¿Identifier¿¿1127¿deltaTime¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
1044¿Literal¿number¿1127¿¿0¿¿{"start":{"line":81,"column":29},"end":{"line":81,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
1045¿VariableDeclarator¿¿1127¿v134¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
1046¿BinaryExpression¿*¿1127¿¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿BinaryExpression
1047¿Identifier¿¿1127¿v133¿¿¿¿¿Identifier
1048¿Literal¿number¿1127¿¿1e9¿¿{"start":{"line":81,"column":34},"end":{"line":81,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
1049¿VariableDeclarator¿¿1127¿v135¿¿¿{"start":{"line":81,"column":40},"end":{"line":81,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
1050¿MemberExpression¿computed¿1127¿¿¿¿{"start":{"line":81,"column":40},"end":{"line":81,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
1051¿Identifier¿¿1127¿deltaTime¿¿¿{"start":{"line":81,"column":40},"end":{"line":81,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
1052¿Literal¿number¿1127¿¿1¿¿{"start":{"line":81,"column":50},"end":{"line":81,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
1053¿VariableDeclarator¿¿1127¿v136¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
1054¿BinaryExpression¿+¿1127¿¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿BinaryExpression
1055¿Identifier¿¿1127¿v134¿¿¿¿¿Identifier
1056¿Identifier¿¿1127¿v135¿¿¿¿¿Identifier
1057¿VariableDeclarator¿¿1127¿v137¿¿¿{"start":{"line":81,"column":18},"end":{"line":81,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
1058¿BinaryExpression¿/¿1127¿¿¿¿{"start":{"line":81,"column":18},"end":{"line":81,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿BinaryExpression
1059¿Identifier¿¿1127¿v136¿¿¿¿¿Identifier
1060¿Literal¿number¿1127¿¿1e6¿¿{"start":{"line":81,"column":56},"end":{"line":81,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
1061¿VariableDeclarator¿¿1127¿v138¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
1062¿CallExpression¿¿1127¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
1063¿MemberExpression¿¿1127¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
1064¿Identifier¿¿1127¿Math¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
1065¿Identifier¿¿1127¿ceil¿¿¿{"start":{"line":81,"column":13},"end":{"line":81,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
1066¿Identifier¿¿1127¿v137¿¿¿¿¿Identifier
1067¿VariableDeclarator¿¿1127¿v139¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
1068¿BinaryExpression¿+¿1127¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿BinaryExpression
1069¿Identifier¿¿1127¿v138¿¿¿¿¿Identifier
1070¿Literal¿string¿1127¿¿'ms'¿¿{"start":{"line":81,"column":63},"end":{"line":81,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
1071¿VariableDeclarator¿¿1127¿v140¿¿¿{"start":{"line":77,"column":16},"end":{"line":82,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
1072¿ArrayExpression¿¿1127¿¿¿¿{"start":{"line":77,"column":16},"end":{"line":82,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿ArrayExpression
1073¿Identifier¿¿1127¿v130¿¿¿¿¿Identifier
1074¿Identifier¿¿1127¿v131¿¿¿¿¿Identifier
1075¿Identifier¿¿1127¿v132¿¿¿¿¿Identifier
1076¿Identifier¿¿1127¿v139¿¿¿¿¿Identifier
1077¿VariableDeclarator¿¿1127¿v141¿¿¿{"start":{"line":77,"column":16},"end":{"line":82,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
1078¿CallExpression¿¿1127¿¿¿¿{"start":{"line":77,"column":16},"end":{"line":82,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
1079¿MemberExpression¿¿1127¿¿¿¿{"start":{"line":77,"column":16},"end":{"line":82,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
1080¿Identifier¿¿1127¿v140¿¿¿¿¿Identifier
