Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1085¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":209,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Program
1349¿BlockStatement¿¿1902¿¿¿¿¿¿BlockStatement
1350¿VariableDeclarator¿¿1902¿v119¿¿¿{"start":{"line":78,"column":11},"end":{"line":78,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1351¿BinaryExpression¿+¿1902¿¿¿¿{"start":{"line":78,"column":11},"end":{"line":78,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BinaryExpression
1352¿Literal¿string¿1902¿¿'.'¿¿{"start":{"line":78,"column":11},"end":{"line":78,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1353¿Identifier¿¿1902¿prop¿¿¿{"start":{"line":78,"column":17},"end":{"line":78,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1354¿ReturnStatement¿¿1902¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ReturnStatement
1355¿Identifier¿¿1902¿v119¿¿¿¿¿Identifier
1356¿BlockStatement¿¿1902¿¿¿¿{"start":{"line":75,"column":40},"end":{"line":79,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BlockStatement
1357¿ExpressionStatement¿¿1890¿¿¿¿{"start":{"line":75,"column":0},"end":{"line":79,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ExpressionStatement
1358¿AssignmentExpression¿=¿1890¿¿¿¿{"start":{"line":75,"column":0},"end":{"line":79,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿AssignmentExpression
1359¿MemberExpression¿¿1890¿¿¿¿{"start":{"line":75,"column":0},"end":{"line":75,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1360¿Identifier¿¿1890¿util¿¿¿{"start":{"line":75,"column":0},"end":{"line":75,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1361¿Identifier¿¿1890¿safeProp¿¿¿{"start":{"line":75,"column":5},"end":{"line":75,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1362¿Identifier¿¿1890¿safeProp¿¿¿¿¿Identifier
1363¿VariableDeclarator¿exported¿1890¿ucFirst¿¿¿{"start":{"line":86,"column":0},"end":{"line":88,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1364¿FunctionExpression¿¿1890¿anon¿¿¿{"start":{"line":86,"column":15},"end":{"line":88,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿FunctionExpression
1365¿Identifier¿¿0¿str¿¿¿{"start":{"line":86,"column":32},"end":{"line":86,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1366¿VariableDeclarator¿¿1905¿v120¿¿¿{"start":{"line":87,"column":11},"end":{"line":87,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1367¿CallExpression¿¿1905¿¿¿¿{"start":{"line":87,"column":11},"end":{"line":87,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1368¿MemberExpression¿¿1905¿¿¿¿{"start":{"line":87,"column":11},"end":{"line":87,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1369¿Identifier¿¿1905¿str¿¿¿{"start":{"line":87,"column":11},"end":{"line":87,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1370¿Identifier¿¿1905¿charAt¿¿¿{"start":{"line":87,"column":15},"end":{"line":87,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1371¿Literal¿number¿1905¿¿0¿¿{"start":{"line":87,"column":22},"end":{"line":87,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1372¿VariableDeclarator¿¿1905¿v121¿¿¿{"start":{"line":87,"column":11},"end":{"line":87,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1373¿CallExpression¿¿1905¿¿¿¿{"start":{"line":87,"column":11},"end":{"line":87,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1374¿MemberExpression¿¿1905¿¿¿¿{"start":{"line":87,"column":11},"end":{"line":87,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1375¿Identifier¿¿1905¿v120¿¿¿¿¿Identifier
1376¿Identifier¿¿1905¿toUpperCase¿¿¿{"start":{"line":87,"column":25},"end":{"line":87,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1377¿VariableDeclarator¿¿1905¿v122¿¿¿{"start":{"line":87,"column":41},"end":{"line":87,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1378¿CallExpression¿¿1905¿¿¿¿{"start":{"line":87,"column":41},"end":{"line":87,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1379¿MemberExpression¿¿1905¿¿¿¿{"start":{"line":87,"column":41},"end":{"line":87,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1380¿Identifier¿¿1905¿str¿¿¿{"start":{"line":87,"column":41},"end":{"line":87,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1381¿Identifier¿¿1905¿substring¿¿¿{"start":{"line":87,"column":45},"end":{"line":87,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1382¿Literal¿number¿1905¿¿1¿¿{"start":{"line":87,"column":55},"end":{"line":87,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1383¿VariableDeclarator¿¿1905¿v123¿¿¿{"start":{"line":87,"column":11},"end":{"line":87,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1384¿BinaryExpression¿+¿1905¿¿¿¿{"start":{"line":87,"column":11},"end":{"line":87,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BinaryExpression
1385¿Identifier¿¿1905¿v121¿¿¿¿¿Identifier
1386¿Identifier¿¿1905¿v122¿¿¿¿¿Identifier
1387¿ReturnStatement¿¿1905¿¿¿¿{"start":{"line":87,"column":4},"end":{"line":87,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ReturnStatement
1388¿Identifier¿¿1905¿v123¿¿¿¿¿Identifier
1389¿BlockStatement¿¿1905¿¿¿¿{"start":{"line":86,"column":37},"end":{"line":88,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BlockStatement
1390¿ExpressionStatement¿¿1890¿¿¿¿{"start":{"line":86,"column":0},"end":{"line":88,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ExpressionStatement
1391¿AssignmentExpression¿=¿1890¿¿¿¿{"start":{"line":86,"column":0},"end":{"line":88,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿AssignmentExpression
1392¿MemberExpression¿¿1890¿¿¿¿{"start":{"line":86,"column":0},"end":{"line":86,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1393¿Identifier¿¿1890¿util¿¿¿{"start":{"line":86,"column":0},"end":{"line":86,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1394¿Identifier¿¿1890¿ucFirst¿¿¿{"start":{"line":86,"column":5},"end":{"line":86,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1395¿Identifier¿¿1890¿ucFirst¿¿¿¿¿Identifier
1396¿VariableDeclarator¿¿1890¿camelCaseRe¿¿¿{"start":{"line":90,"column":4},"end":{"line":90,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1397¿Literal¿object¿1890¿¿/_([a-z])/g¿¿{"start":{"line":90,"column":18},"end":{"line":90,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1398¿VariableDeclarator¿exported¿1890¿camelCase¿¿¿{"start":{"line":97,"column":0},"end":{"line":101,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1399¿FunctionExpression¿¿1890¿anon¿¿¿{"start":{"line":97,"column":17},"end":{"line":101,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿FunctionExpression
1400¿Identifier¿¿0¿str¿¿¿{"start":{"line":97,"column":36},"end":{"line":97,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1401¿VariableDeclarator¿¿1907¿v124¿¿¿{"start":{"line":98,"column":11},"end":{"line":98,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1402¿CallExpression¿¿1907¿¿¿¿{"start":{"line":98,"column":11},"end":{"line":98,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1403¿MemberExpression¿¿1907¿¿¿¿{"start":{"line":98,"column":11},"end":{"line":98,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1404¿Identifier¿¿1907¿str¿¿¿{"start":{"line":98,"column":11},"end":{"line":98,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1405¿Identifier¿¿1907¿substring¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1406¿Literal¿number¿1907¿¿0¿¿{"start":{"line":98,"column":25},"end":{"line":98,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1407¿Literal¿number¿1907¿¿1¿¿{"start":{"line":98,"column":28},"end":{"line":98,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1408¿VariableDeclarator¿¿1907¿v125¿¿¿{"start":{"line":99,"column":11},"end":{"line":99,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1409¿CallExpression¿¿1907¿¿¿¿{"start":{"line":99,"column":11},"end":{"line":99,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1410¿MemberExpression¿¿1907¿¿¿¿{"start":{"line":99,"column":11},"end":{"line":99,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1411¿Identifier¿¿1907¿str¿¿¿{"start":{"line":99,"column":11},"end":{"line":99,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1412¿Identifier¿¿1907¿substring¿¿¿{"start":{"line":99,"column":15},"end":{"line":99,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1413¿Literal¿number¿1907¿¿1¿¿{"start":{"line":99,"column":25},"end":{"line":99,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1414¿VariableDeclarator¿¿1907¿v127¿¿¿{"start":{"line":100,"column":37},"end":{"line":100,"column":82},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1415¿FunctionExpression¿¿1907¿anon¿¿¿{"start":{"line":100,"column":37},"end":{"line":100,"column":82},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿FunctionExpression
1416¿Identifier¿¿0¿$0¿¿¿{"start":{"line":100,"column":46},"end":{"line":100,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1417¿Identifier¿¿0¿$1¿¿¿{"start":{"line":100,"column":50},"end":{"line":100,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1418¿VariableDeclarator¿¿1909¿v126¿¿¿{"start":{"line":100,"column":63},"end":{"line":100,"column":79},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1419¿CallExpression¿¿1909¿¿¿¿{"start":{"line":100,"column":63},"end":{"line":100,"column":79},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1420¿MemberExpression¿¿1909¿¿¿¿{"start":{"line":100,"column":63},"end":{"line":100,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1421¿Identifier¿¿1909¿$1¿¿¿{"start":{"line":100,"column":63},"end":{"line":100,"column":65},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1422¿Identifier¿¿1909¿toUpperCase¿¿¿{"start":{"line":100,"column":66},"end":{"line":100,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1423¿ReturnStatement¿¿1909¿¿¿¿{"start":{"line":100,"column":56},"end":{"line":100,"column":80},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ReturnStatement
1424¿Identifier¿¿1909¿v126¿¿¿¿¿Identifier
1425¿BlockStatement¿¿1909¿¿¿¿{"start":{"line":100,"column":54},"end":{"line":100,"column":82},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BlockStatement
1426¿VariableDeclarator¿¿1907¿v128¿¿¿{"start":{"line":99,"column":11},"end":{"line":100,"column":83},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1427¿CallExpression¿¿1907¿¿¿¿{"start":{"line":99,"column":11},"end":{"line":100,"column":83},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1428¿MemberExpression¿¿1907¿¿¿¿{"start":{"line":99,"column":11},"end":{"line":100,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1429¿Identifier¿¿1907¿v125¿¿¿¿¿Identifier
1430¿Identifier¿¿1907¿replace¿¿¿{"start":{"line":100,"column":16},"end":{"line":100,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1431¿Identifier¿¿1907¿camelCaseRe¿¿¿{"start":{"line":100,"column":24},"end":{"line":100,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1432¿Identifier¿¿1907¿v127¿¿¿¿¿Identifier
1433¿VariableDeclarator¿¿1907¿v129¿¿¿{"start":{"line":98,"column":11},"end":{"line":100,"column":83},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1434¿BinaryExpression¿+¿1907¿¿¿¿{"start":{"line":98,"column":11},"end":{"line":100,"column":83},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BinaryExpression
1435¿Identifier¿¿1907¿v124¿¿¿¿¿Identifier
1436¿Identifier¿¿1907¿v128¿¿¿¿¿Identifier
1437¿ReturnStatement¿¿1907¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":100,"column":84},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ReturnStatement
1438¿Identifier¿¿1907¿v129¿¿¿¿¿Identifier
1439¿BlockStatement¿¿1907¿¿¿¿{"start":{"line":97,"column":41},"end":{"line":101,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BlockStatement
1440¿ExpressionStatement¿¿1890¿¿¿¿{"start":{"line":97,"column":0},"end":{"line":101,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ExpressionStatement
1441¿AssignmentExpression¿=¿1890¿¿¿¿{"start":{"line":97,"column":0},"end":{"line":101,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿AssignmentExpression
1442¿MemberExpression¿¿1890¿¿¿¿{"start":{"line":97,"column":0},"end":{"line":97,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1443¿Identifier¿¿1890¿util¿¿¿{"start":{"line":97,"column":0},"end":{"line":97,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1444¿Identifier¿¿1890¿camelCase¿¿¿{"start":{"line":97,"column":5},"end":{"line":97,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1445¿Identifier¿¿1890¿camelCase¿¿¿¿¿Identifier
1446¿VariableDeclarator¿exported¿1890¿compareFieldsById¿¿¿{"start":{"line":109,"column":0},"end":{"line":111,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1447¿FunctionExpression¿¿1890¿anon¿¿¿{"start":{"line":109,"column":25},"end":{"line":111,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿FunctionExpression
1448¿Identifier¿¿0¿a¿¿¿{"start":{"line":109,"column":52},"end":{"line":109,"column":53},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1449¿Identifier¿¿0¿b¿¿¿{"start":{"line":109,"column":55},"end":{"line":109,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1450¿VariableDeclarator¿¿1911¿v130¿¿¿{"start":{"line":110,"column":11},"end":{"line":110,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1451¿MemberExpression¿¿1911¿¿¿¿{"start":{"line":110,"column":11},"end":{"line":110,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1452¿Identifier¿¿1911¿a¿¿¿{"start":{"line":110,"column":11},"end":{"line":110,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1453¿Identifier¿¿1911¿id¿¿¿{"start":{"line":110,"column":13},"end":{"line":110,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1454¿VariableDeclarator¿¿1911¿v131¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1455¿MemberExpression¿¿1911¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1456¿Identifier¿¿1911¿b¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1457¿Identifier¿¿1911¿id¿¿¿{"start":{"line":110,"column":20},"end":{"line":110,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1458¿VariableDeclarator¿¿1911¿v132¿¿¿{"start":{"line":110,"column":11},"end":{"line":110,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1459¿BinaryExpression¿-¿1911¿¿¿¿{"start":{"line":110,"column":11},"end":{"line":110,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BinaryExpression
1460¿Identifier¿¿1911¿v130¿¿¿¿¿Identifier
1461¿Identifier¿¿1911¿v131¿¿¿¿¿Identifier
1462¿ReturnStatement¿¿1911¿¿¿¿{"start":{"line":110,"column":4},"end":{"line":110,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ReturnStatement
1463¿Identifier¿¿1911¿v132¿¿¿¿¿Identifier
1464¿BlockStatement¿¿1911¿¿¿¿{"start":{"line":109,"column":58},"end":{"line":111,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BlockStatement
1465¿ExpressionStatement¿¿1890¿¿¿¿{"start":{"line":109,"column":0},"end":{"line":111,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ExpressionStatement
1466¿AssignmentExpression¿=¿1890¿¿¿¿{"start":{"line":109,"column":0},"end":{"line":111,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿AssignmentExpression
1467¿MemberExpression¿¿1890¿¿¿¿{"start":{"line":109,"column":0},"end":{"line":109,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1468¿Identifier¿¿1890¿util¿¿¿{"start":{"line":109,"column":0},"end":{"line":109,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1469¿Identifier¿¿1890¿compareFieldsById¿¿¿{"start":{"line":109,"column":5},"end":{"line":109,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1470¿Identifier¿¿1890¿compareFieldsById¿¿¿¿¿Identifier
1471¿VariableDeclarator¿exported¿1890¿decorateType¿¿¿{"start":{"line":121,"column":0},"end":{"line":143,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1472¿FunctionExpression¿¿1890¿anon¿¿¿{"start":{"line":121,"column":20},"end":{"line":143,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿FunctionExpression
1473¿Identifier¿¿0¿ctor¿¿¿{"start":{"line":121,"column":42},"end":{"line":121,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1474¿Identifier¿¿0¿typeName¿¿¿{"start":{"line":121,"column":48},"end":{"line":121,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1475¿VariableDeclarator¿¿1913¿v133¿¿¿{"start":{"line":124,"column":8},"end":{"line":124,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1476¿MemberExpression¿¿1913¿¿¿¿{"start":{"line":124,"column":8},"end":{"line":124,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1477¿Identifier¿¿1913¿ctor¿¿¿{"start":{"line":124,"column":8},"end":{"line":124,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1478¿Identifier¿¿1913¿$type¿¿¿{"start":{"line":124,"column":13},"end":{"line":124,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1479¿IfStatement¿¿1913¿¿¿¿{"start":{"line":124,"column":4},"end":{"line":131,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿IfStatement
1480¿Identifier¿¿1913¿v133¿¿¿¿¿Identifier
1481¿VariableDeclarator¿¿1913¿v134¿¿¿{"start":{"line":125,"column":24},"end":{"line":125,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1482¿MemberExpression¿¿1913¿¿¿¿{"start":{"line":125,"column":24},"end":{"line":125,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1483¿Identifier¿¿1913¿ctor¿¿¿{"start":{"line":125,"column":24},"end":{"line":125,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
